,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jeans,0.87737966,1.3734162,0.6962422,1.1603792,1.1308614,1.207373,1.1058842,0.7894634,0.69760615,1.0611798,1.0983618,0.7018834,1.2190155,0.5439445,0.7009702,1.16685,1.3274679,1.0839523,1.0322927,1.1729496,0.9189231,1.1687497,0.87235475,1.1376903,0.94781286,0.67654526,1.2567343,0.8662157,1.0652404,0.70329916,1.3109236,1.1874363,0.6855105,1.2546561,1.2497734,0.8229582,1.3215442,1.1894808,1.083292,1.0288172,1.1556425,0.98809016,0.96430314,0.96321315,1.3649564,0.8671862,1.093927,0.8710134,1.1528847,1.2331924,1.1699203,1.1658889,1.2443309,0.9440161,1.1670039,0.60727924,0.98367316,1.1538308,1.0109204,0.7069694,1.0847199,0.9683547,0.8931313,0.64327216,0.0,0.9980674,1.0012715,1.3087887,0.9056711,0.8813958,1.0311338,1.1225998,1.2606821,0.6960201,1.0133406,1.1170274,0.9478241,1.1719254,0.98786414,0.65484923,0.54207826,0.86520934,1.1547669,1.2256367,1.0227094,0.89814717,0.81044495,1.1202468,1.241332,0.9838857,0.98193276,1.2356712,1.1324179,1.041661,1.0592203,0.9717119,1.0815825,0.84756446,0.80896837,0.48825562,0.9721484,0.9793841,0.79775995,0.75916326,1.2434891,0.8230548,0.680905,1.3188796,0.79801714,1.082943,0.93666923,0.82605517,0.8851001,1.3456693,0.9732242,1.148196,0.873099,0.74342275,1.284121,0.97599226,1.0683692,1.2169372,1.0435762,1.2411518,0.94092155
knife,0.97046185,1.0728192,0.9946305,1.059581,1.0275581,0.89894354,0.99268967,0.90834165,1.0910711,1.1433121,1.1663074,0.8185873,1.1807914,1.156591,0.89695317,0.9278053,1.2044252,0.924118,0.883781,0.93869245,0.9216869,1.1733093,1.0874301,0.789393,1.0813782,1.1435094,1.0896358,1.1203427,0.9377705,0.9341346,0.8600043,0.94409704,1.1940072,0.86367303,0.98368365,1.0256917,1.1884362,1.2057961,0.894992,1.1169846,1.0101675,1.0998094,1.0066525,0.94935185,0.9868248,1.0366462,1.0952059,0.8972714,1.0867474,1.158508,1.1063881,0.8117823,0.8721184,0.8686304,1.1667268,0.97537357,1.0593063,0.76499194,1.1108296,0.8221538,1.2389348,1.0406039,0.94414127,1.0030464,0.9980674,0.0,1.025884,1.0880933,1.0795527,0.87507766,1.1517053,0.9340209,1.1852995,0.9290446,0.9306669,1.0171753,1.0950853,1.0314449,0.9302335,0.89256465,0.71215844,0.8348628,0.8853385,0.87439877,0.9804892,1.2229028,1.1441809,1.0804827,1.0102458,0.9759816,1.173971,1.0728803,1.0753231,1.1759735,1.0373038,0.9507642,0.588264,0.9392469,1.0616509,0.9342819,0.82998264,1.0428176,0.8502528,0.8741162,1.1762738,1.0026674,1.0274912,0.7564694,0.94603425,0.87008923,1.1706727,0.96201646,1.0275435,0.8868417,1.0561405,1.0232974,0.65289557,1.0953938,0.9631889,0.85514677,1.1155682,1.2200553,1.0514036,1.0724221,1.0667125
ladder,0.87053204,1.3800768,0.82132053,1.2827156,1.4608135,1.3711364,0.7221184,0.6384069,0.53453654,1.2897394,1.0163909,1.0165325,1.1835244,0.76801264,0.83775663,1.0813018,1.1573074,1.2132635,0.56895554,1.2743082,1.0597783,1.1885631,0.9308432,1.1405755,0.9030645,0.6084137,1.1805294,0.53076226,1.0641997,0.87325263,1.2017912,1.1974068,0.587531,1.2036871,1.3450242,0.5686917,1.1236416,1.1791683,0.8703644,0.988571,0.97401583,0.6287818,0.7152597,0.9335104,1.3461874,1.0102094,0.84775794,1.3279386,0.8433146,1.3977207,0.8642878,1.2711397,1.2451541,0.80562913,1.382165,1.3513074,0.74893206,1.1233248,1.0021334,1.06931,1.4581673,0.98748326,0.60613704,0.77367985,1.0012715,1.025884,0.0,1.1557324,0.98688954,1.062669,0.8692867,1.2719872,1.293805,1.2663921,1.3221102,1.235399,1.2354953,1.0059122,1.1343269,0.8543617,1.1438117,0.7701913,1.30772,1.284458,1.2913432,1.2152623,0.8904197,0.9166262,1.2729967,1.0956157,1.0561278,1.2067862,0.7138215,1.0732338,0.94815123,1.2929411,1.1196824,0.84119594,1.0467054,1.0996721,0.86525613,0.86250454,0.98639643,0.7278501,1.456456,0.71389717,1.1696304,1.2773092,0.73464906,1.0590601,0.840413,0.85000026,0.46669078,1.295862,1.3803759,1.2295777,1.1769214,1.1778628,1.0882473,0.7897458,0.5282136,0.9182087,0.63776416,1.3935049,0.66797566
lamp,1.4772393,0.6341802,1.3190348,0.90687215,0.50782603,0.82656145,1.0314239,1.4352666,1.5496228,0.39461368,0.4667865,1.4049515,0.47410077,1.5490541,1.4250051,0.8084507,0.45903814,0.73974264,1.3097513,1.105402,1.002487,0.34894115,1.1102487,1.0285978,1.2209144,1.25826,0.46707696,1.1615832,1.05467,1.3148034,0.90617007,0.8196522,1.5044793,0.9518183,0.32940698,1.4326192,0.53780013,0.6183362,1.3064175,1.2105498,1.1715631,0.9122632,1.1365347,1.3099608,0.6321894,0.9490959,1.2421441,0.96766853,1.0246803,0.32021463,1.0444546,0.42407537,0.9724333,1.3872877,0.50567794,1.0734347,1.2038585,1.0334495,1.1477478,1.3369731,0.48870474,0.89517033,1.1326195,1.4415078,1.3087887,1.0880933,1.1557324,0.0,1.3389306,1.4454069,1.059131,0.9751581,0.43753797,0.95942646,0.4795562,0.49406612,0.59401035,0.67033535,1.1294804,1.499026,1.2016149,1.2850714,0.4236641,0.3572867,0.73392797,0.8667591,1.3222787,0.9659523,0.57934535,1.2410774,0.9481536,0.7236536,0.97423565,0.90229446,1.2392222,0.8075621,0.98076475,1.4043348,1.2122699,1.1883934,1.1090567,1.0736891,0.93974406,1.2801542,0.47127533,1.2506366,0.92573494,0.5691232,1.3644584,0.61632586,1.1324891,1.4082506,1.516439,0.6850615,0.8477912,0.3711487,1.1329241,1.0710487,1.1794249,1.4964738,1.1695814,0.78932047,1.1447507,0.53169364,1.0155733
meat,0.6344255,1.2177632,0.85871994,0.91593987,1.2181339,1.1881149,0.93932194,0.7493391,0.7523932,1.2417375,1.1968411,0.865718,1.1659234,0.65271986,0.78009266,1.1279137,1.2422264,0.9517592,0.8889545,0.5381951,0.87251455,1.2716289,0.9115766,1.1551766,0.9415969,1.0079278,1.2316236,1.025729,0.8508005,0.74620336,1.0801216,1.0672537,0.8522544,1.0301968,1.3608015,0.6570642,1.1312342,1.1287276,0.9049054,0.87336093,1.0322483,1.1633848,0.9574453,0.8507945,1.2728033,0.9639141,1.0948031,1.1935837,1.0023413,1.1928735,1.0857294,1.2790773,1.0162318,0.91093504,1.2872374,0.8980686,0.921759,1.0990179,1.110222,1.0254148,1.1647303,1.0350448,0.8639827,0.9879514,0.9056711,1.0795527,0.98688954,1.3389306,0.0,0.7063643,1.0290604,1.115728,1.3172164,0.6412785,1.2316618,1.191431,1.2261305,1.1920383,0.8442001,0.9951696,1.0875566,0.7908969,1.3381281,1.3314407,1.1950593,0.8763876,0.25019765,1.1628408,1.1017812,0.76826626,0.90846574,1.1485153,1.0596604,0.76462257,0.91767514,1.1764705,1.1615665,1.0246137,0.90708256,1.0342369,0.92589515,0.9827355,0.9185688,0.94479257,1.2337931,0.9057955,0.91028965,1.2258878,0.92430854,1.0811366,0.9468534,0.9974627,0.8065171,1.0701385,1.2133445,1.2300819,1.1914568,0.41495472,0.97623897,0.7508271,1.028655,1.088833,0.9230754,1.3494442,1.0665588
mitten,0.70038944,1.109764,0.7885816,0.55003,1.1769795,1.0417893,1.0942128,0.8999901,0.9032663,1.4307187,1.454889,0.82099146,1.3285202,0.83106637,0.8979447,1.2598138,1.2665335,1.1453314,0.97382325,0.6602191,0.96934116,1.3898193,1.1054716,0.96180874,0.8775067,1.0202229,1.2988579,1.0469339,0.8849364,0.8309958,0.8120193,1.1668264,0.86800086,0.8298766,1.3703997,0.9131432,1.2070723,1.2100897,0.9313837,0.86671174,0.82892907,1.1680934,1.0253279,0.95902646,0.9849398,1.1586683,0.9159286,0.8171925,1.0927181,1.3415146,1.1741217,1.213786,0.9544131,0.84594333,1.2431697,0.71704483,0.95658326,0.8920523,0.86261255,0.5729626,1.14116,1.2146572,1.0317227,0.7829941,0.8813958,0.87507766,1.062669,1.4454069,0.7063643,0.0,1.1137156,0.7921966,1.3083868,0.8954014,1.2106488,1.1493497,1.2451487,1.3012985,0.99333096,0.74687845,0.93487203,0.9436382,1.3900993,1.381311,1.2282465,0.919641,0.8278867,1.2125782,1.2808095,0.12552887,0.9031183,1.2660868,1.0621259,1.0449455,0.7791419,1.0771351,0.9671948,0.8504568,0.8192271,0.951609,0.9536607,1.0016607,1.1105506,0.9765669,1.2711318,1.0320466,0.8823043,1.0708919,0.8342273,1.2218802,0.9713412,0.83162105,0.86898243,0.98811144,0.8336568,1.4053506,0.7991262,0.80874544,0.77560866,0.8301836,1.0993884,1.2105091,0.97422266,1.2325826,1.1390709
motorcycle,1.0614359,1.1163528,1.1392882,1.1720188,1.2031088,1.2711592,0.9298132,0.9604336,0.8569397,1.0002326,0.86462724,1.0905075,0.79733646,0.97555715,0.78411126,1.06692,0.9106755,1.0683033,0.9181987,1.3005561,0.8355171,0.90608007,0.569037,1.1727054,0.9527641,0.88060236,1.060873,0.92252684,1.2159399,1.0229552,1.1296035,1.0882708,0.94377196,1.215857,1.1237053,0.87786776,0.9223233,0.83388126,1.0383433,0.97562873,0.9745704,1.038676,1.1371677,1.0836309,1.2135906,0.77190036,0.94963396,1.3069612,0.7330971,1.0721252,0.9445497,1.2273086,1.0962229,0.87009174,1.1872491,1.3027287,0.67715096,1.1328127,1.1386925,1.1914299,1.1435801,0.7383363,0.82915854,0.88899446,1.0311338,1.1517053,0.8692867,1.059131,1.0290604,1.1137156,0.0,1.3049829,1.0896047,1.3275971,1.3170215,1.067239,1.2222174,0.9123166,1.1442482,1.0440018,1.1027669,1.0976455,1.1011535,1.0880382,1.1526951,1.0569787,1.0439504,0.9959245,1.1577195,1.1243744,0.9021978,0.7766415,0.85577285,0.9701927,1.0542263,1.2693298,0.8200642,0.97464854,0.8589064,1.2223272,0.7107803,1.1096807,1.1226344,0.63783187,1.0709028,0.81043816,1.193178,1.0909135,0.58577013,1.0574619,0.59068596,0.98502356,0.9447194,1.1409403,1.3186743,1.1387858,1.2365564,1.10066,0.83612263,0.98479986,0.84727806,0.5828395,0.5576086,1.0547512,1.0434042
muffin,1.0542748,0.8554379,0.99255747,0.77118355,0.80189824,0.71410936,1.1700203,1.1640639,1.2802427,1.0216835,1.117233,1.023393,1.1192396,1.2137412,1.1721538,1.0445427,1.0832876,0.9777712,1.2052331,0.65025914,1.1138582,1.0859607,1.2478163,0.7955613,1.0074193,1.1763453,0.8980223,1.1911961,0.8774433,1.0737033,0.71245474,0.9531688,1.1693165,0.6094092,0.8861235,1.252027,1.1108252,0.99227136,1.0370681,0.97408533,0.9162979,1.0991223,1.0420191,1.118965,0.569989,1.171332,0.9714085,0.5689448,1.2371943,0.92596686,1.1020936,0.7884196,0.91732633,1.0434725,0.6349907,0.8074528,1.1636964,0.89093673,0.6363306,0.74287593,0.84253514,1.2102818,1.2532812,1.1988716,1.1225998,0.9340209,1.2719872,0.9751581,1.115728,0.7921966,1.3049829,0.0,0.8306796,0.87932044,0.7400178,0.88125515,0.8377427,1.1493161,0.9950484,1.0279965,0.95452005,1.1338347,0.88889325,0.8922437,0.89588547,1.0708547,1.0504128,1.0852183,0.94097245,0.7743563,1.0988095,1.0230583,1.1392562,1.078975,0.95977044,0.67209554,1.1344286,1.0995132,1.0604243,0.86801624,1.1979282,1.0001295,0.9806293,1.2675104,0.8212468,1.2151804,0.9551553,0.833302,1.2359205,1.083191,1.2529092,1.1105198,1.2106149,0.9292974,0.52582693,1.0153798,0.76059765,1.0686387,0.98640394,1.0843437,1.2134637,1.2433337,1.2183414,0.74916035,1.0963904
nail,1.455914,0.5292816,1.2606517,0.7849724,0.44148695,0.82903266,1.2541097,1.4442029,1.4706845,0.4466225,0.62127304,1.3634784,0.53982484,1.4356021,1.3360071,0.86894137,0.27456933,0.8053671,1.4255505,1.0147922,1.1325904,0.32521677,1.0006896,0.82518584,1.2003858,1.2537848,0.6840817,1.2120552,0.9982009,1.2569804,0.8748174,0.89932835,1.332272,0.9328872,0.21176785,1.4650676,0.5653468,0.7950232,1.3151083,1.1780354,1.2259395,1.1025265,1.2489522,1.2482759,0.47015828,1.1093225,1.1182939,0.7069359,1.1157796,0.32259732,1.1419046,0.66194105,1.1131544,1.3343408,0.22573888,1.0501107,1.198236,0.97117263,0.92754203,1.1825147,0.38643378,1.0281452,1.3458061,1.3201884,1.2606821,1.1852995,1.293805,0.43753797,1.3172164,1.3083868,1.0896047,0.8306796,0.0,1.1248633,0.64624465,0.5597733,0.6514998,0.9158786,1.0584451,1.3408335,1.1382426,1.2543926,0.37707317,0.3370427,0.6785703,0.9344779,1.3021324,1.1076038,0.75469875,1.1476643,1.086606,0.7249348,1.2016374,0.96048176,1.1770766,0.6735922,1.0497487,1.3328642,1.1581098,1.0573599,1.1534588,1.1694005,1.1354496,1.2799186,0.388799,1.1552473,0.98018104,0.79711795,1.2360092,0.92404103,1.3554966,1.3270383,1.48611,0.78048956,0.57995933,0.35775995,0.93707633,1.1728297,1.2036904,1.4298608,1.1904564,0.9715219,1.3772631,0.20642835,1.1948675
napkin,0.8910511,1.0990057,0.69982344,0.89167196,0.9012746,0.76408607,1.0166767,1.0124975,1.1165144,0.9850259,1.0265586,0.975317,1.0434855,0.7969688,1.1074151,0.9296448,1.1963563,0.9264401,1.0898072,0.6444706,0.9639892,1.0841635,1.2345712,0.9915213,1.0934412,1.0095595,0.98633087,1.1406286,0.86835444,0.9151058,0.9747389,0.87067306,1.066964,0.88409203,0.9910495,1.05203,1.0524104,1.1389525,1.0954356,1.031048,1.1408364,1.0287707,0.8848347,1.0916493,1.0042611,0.96425486,1.3186262,0.8741358,1.1409571,0.89018095,1.2503382,0.82213145,0.89983964,1.2040824,1.0130216,0.4008687,1.2926073,0.96447986,1.160462,0.9438158,0.8810612,1.1536262,1.028788,1.2015768,0.6960201,0.9290446,1.2663921,0.95942646,0.6412785,0.8954014,1.3275971,0.87932044,1.1248633,0.0,0.8028265,0.8755619,0.8267375,1.0433167,0.9348976,1.1327131,0.82818604,0.75576663,0.92048746,0.955826,0.9747906,0.6224983,0.71501076,1.2242466,0.85579807,0.92265075,0.8109301,0.9518859,1.1485924,0.82435906,1.1467421,0.8339917,1.1680489,1.273274,0.9100568,0.7712644,1.1583774,0.9428928,0.78035295,1.2113959,0.85619074,1.1587455,0.51272583,0.87506944,1.3343076,0.8562325,0.97715414,1.2544351,1.1035466,0.92420596,0.79864997,0.9652398,0.97609663,0.23117405,1.1365571,1.045026,1.350041,1.242157,1.0320299,1.113377,1.0992252
necklace,1.348846,0.7688611,1.12171,0.97734684,0.47280693,0.7876601,1.0263908,1.439224,1.4750566,0.5244292,0.7720994,1.146898,0.8096395,1.3281044,1.384516,0.8596629,0.86841965,0.977062,1.306389,0.98253506,1.153366,0.74907744,1.2903146,0.9291149,1.1953399,1.2018251,0.63505065,1.2394108,1.0022492,1.1831836,0.97458774,0.9476713,1.3988897,0.9453737,0.5219869,1.4309244,0.9241785,0.78752714,1.2766737,1.1855131,1.0811043,1.0268356,1.0356393,1.1678458,0.75607145,1.0425421,1.253993,0.66674846,1.1007198,0.5800793,1.0772827,0.42308432,1.0061351,1.3663154,0.5173191,0.7699586,1.2823243,1.0214951,0.96139574,1.0499402,0.57839274,1.0400318,1.1818289,1.2783335,1.0133406,0.9306669,1.3221102,0.4795562,1.2316618,1.2106488,1.3170215,0.7400178,0.64624465,0.8028265,0.0,0.7010637,0.4542563,0.899676,1.0487914,1.2337465,0.8943322,1.3062644,0.54065275,0.54339635,0.6569532,0.83695066,1.1953924,0.9891737,0.75637984,1.0715926,0.8860504,0.932533,1.1847932,1.0371263,1.1146803,0.5235945,0.91499317,1.2415785,0.9809838,0.8496782,1.1652975,1.0508963,0.98477197,1.3382041,0.5879675,1.25361,0.7681452,0.65015614,1.4210024,0.65743434,1.2411914,1.2433081,1.4697502,0.8820909,0.58634615,0.52907985,0.90125906,0.96522915,1.1881127,1.4416623,1.2625521,1.0585736,1.2690282,0.57824767,1.0624071
nose,1.352222,0.75027,1.2275714,0.84098494,0.66615134,0.97321016,1.0571125,1.3768774,1.482729,0.649615,0.7814036,1.2396086,0.6373589,1.34568,1.3235855,0.90049493,0.671794,0.88576037,1.2883855,1.0527203,1.0378234,0.5914649,1.0800537,1.075351,1.0108011,1.2401491,0.73099893,1.2623165,0.99416703,1.2371982,0.9030346,0.94184744,1.4034564,0.9063523,0.5759725,1.4318203,0.7754512,0.7131584,1.2448695,0.95884764,1.1386704,1.0213152,1.138538,1.1930217,0.72983134,0.876719,1.2198759,0.87527466,1.0092026,0.6062269,1.1234717,0.65588355,1.0053157,1.2496756,0.62128174,1.0103787,1.1483383,0.9562169,1.1017859,1.1096394,0.6853076,0.97461385,1.1014951,1.3825898,1.1170274,1.0171753,1.235399,0.49406612,1.191431,1.1493497,1.067239,0.88125515,0.5597733,0.8755619,0.7010637,0.0,0.79267806,0.67039114,1.0987782,1.3604412,1.1105672,1.1845968,0.61125743,0.53297156,0.8892009,0.7155624,1.2905853,1.0811447,0.81892955,1.0208895,0.82257736,0.75865304,0.9504645,0.79213727,1.1582532,0.9113247,1.0615402,1.3094974,1.0999386,1.10242,1.1012852,1.1427838,1.0693053,1.2608743,0.66781956,1.1257086,0.83445656,0.7384273,1.2671205,0.82141435,1.0881231,1.3095275,1.424685,0.73784506,0.73818725,0.57630366,1.0998648,0.8891462,1.1248984,1.3612345,1.1467859,0.8696608,1.2238584,0.6386745,1.0291693
orange,1.2839518,0.83248746,1.154341,1.0206544,0.409998,0.8147217,1.0579597,1.2802355,1.3615191,0.34159994,0.7228422,1.1698261,0.960348,1.2866304,1.2732797,0.82762593,0.87696,0.85864425,1.2300338,1.0431088,1.074078,0.6686586,1.2016871,0.8290537,1.1938072,1.0818179,0.81496346,1.1502948,1.0209796,1.1460625,1.0935023,0.9641181,1.2574476,1.0530453,0.5300362,1.2795615,0.9209645,0.9378408,1.1937851,1.2489936,1.2384828,0.93054616,0.9864188,1.1540608,0.84494424,1.1245947,1.1820062,0.6565527,1.071361,0.5939431,1.1271881,0.707085,1.1473098,1.2886566,0.5419459,0.77196676,1.2288327,1.0681877,0.89633965,1.0847538,0.56009483,1.1402223,1.2503725,1.2630565,0.9478241,1.0950853,1.2354953,0.59401035,1.2261305,1.2451487,1.2222174,0.8377427,0.6514998,0.8267375,0.4542563,0.79267806,0.0,0.89974076,1.0594862,1.2601599,0.83887124,1.2322491,0.6114471,0.7011746,0.542311,0.967941,1.21722,1.0149761,0.7849643,1.1546497,1.0502493,0.88823223,1.154449,1.0452867,1.1337152,0.43577874,1.0587746,1.2625337,1.0760461,0.755896,1.1974604,0.971301,0.7629099,1.3102267,0.58541274,1.285157,0.8336713,0.96495223,1.3357002,0.79877627,1.1565586,1.2265251,1.3185087,1.022836,0.63773847,0.5292678,0.81673247,1.0616628,1.2181762,1.276847,1.2384828,1.1349678,1.2463342,0.61948514,1.0062773
oven,1.4177582,0.9024753,1.2553205,1.1266935,0.8747792,1.1041455,0.66717476,1.06388,1.2468207,0.75074476,0.6954665,1.3547134,0.6517588,1.2045133,1.1933059,0.659222,0.73446715,0.9323904,0.85892624,1.1621475,0.85248363,0.5981302,0.97513914,1.1949464,1.1031877,0.99009985,0.85976017,1.0408494,1.0978947,1.2676997,0.95469075,1.1191093,1.2125372,1.0140499,0.8150939,1.0826747,0.628809,0.68457496,1.1684256,1.0009669,1.0206695,0.86923486,0.7838263,1.1522948,0.97382563,0.9670685,1.2150471,1.1597096,0.8842399,0.8444996,0.9393605,0.82868177,1.0931265,1.1087726,0.9445609,1.1545875,1.1719583,0.8690669,1.2262472,1.2754365,0.8695279,0.9312294,0.95733285,1.3391379,1.1719254,1.0314449,1.0059122,0.67033535,1.1920383,1.3012985,0.9123166,1.1493161,0.9158786,1.0433167,0.899676,0.67039114,0.89974076,0.0,1.235284,1.3993852,1.1554601,1.2065592,0.75017583,0.74806076,1.0504063,0.6315922,1.1961417,0.838109,0.78461844,1.176913,0.74743295,0.6190341,0.44577432,0.9581582,1.1461807,1.1213818,1.0213753,1.2547128,0.99350816,1.2292084,0.9967759,1.0010219,1.01474,1.1171714,0.7669941,1.235179,1.0232532,0.75186723,1.2384552,0.82154745,0.7310688,1.225157,1.1318595,0.8025176,1.09843,0.8060193,1.2789618,0.9364107,1.0271095,1.21563,1.1143719,0.541333,0.79486495,0.8488488,0.8877162
owl,0.59507763,0.9328054,1.0782008,1.0023973,1.0212245,0.8635244,1.0770587,1.0993437,1.0574001,0.9287275,1.123981,0.5557358,1.1380278,0.9568705,0.9676782,1.0180136,1.0689551,1.0313852,1.0616659,0.89741457,1.1478758,1.1312656,1.0769795,0.93155164,1.0114368,1.1466309,0.9543219,1.1018091,0.9603279,0.77912986,1.0288122,0.74220467,1.0256575,0.9506958,1.0415273,1.0446038,1.1575431,1.069339,0.8218163,1.0330197,1.0636047,1.1744685,1.1116008,0.87470293,1.0175269,1.1274614,0.942021,1.0608885,1.084024,0.96044457,1.016986,1.0387654,0.7527927,0.9304755,1.0412256,0.87215424,1.1021657,1.032812,0.95298207,1.0143292,1.0391151,1.0347605,1.1611558,0.9477319,0.98786414,0.9302335,1.1343269,1.1294804,0.8442001,0.99333096,1.1442482,0.9950484,1.0584451,0.9348976,1.0487914,1.0987782,1.0594862,1.235284,0.0,0.96599346,0.8290626,0.9267955,1.1095059,1.1286727,0.8171873,1.1946201,0.9309442,1.0334499,0.9909193,1.0356592,1.2690308,1.1039766,1.1897808,1.0150623,0.94967806,0.9820201,0.95554924,0.9212533,1.031647,0.9409441,1.1436718,0.93054223,1.0860717,1.088609,1.0171713,1.0330571,0.93959767,1.0316805,1.1232507,1.0443481,1.089973,0.91695565,1.0088642,1.0359535,0.98306185,1.0432994,0.9792625,0.9787704,1.0836277,0.86121833,1.0283748,1.178693,1.2112912,1.0831575,1.038315
pajamas,0.67191035,1.3646097,0.6340544,1.2362711,1.3874824,1.229491,1.1394254,0.71295923,0.50202644,1.3879166,1.3862246,0.39868826,1.4061012,0.5964368,0.83927023,1.3618425,1.3896656,1.3665072,0.92184484,1.0822761,1.2092203,1.4788306,1.0953174,1.0367875,0.83566725,0.6536548,1.388402,0.728089,1.1396143,0.7031776,1.2263888,1.1571867,0.5014532,1.1317762,1.4696877,0.7470935,1.4151239,1.3740473,0.85884255,0.99580526,0.88012,0.90145236,1.0205443,0.6480036,1.312594,1.0954739,0.62673414,1.0008657,1.1378121,1.5452605,0.881259,1.341081,1.1981332,0.729985,1.3296454,1.0076687,0.883978,1.1413481,0.75092244,0.6596459,1.439575,1.1352651,0.85962135,0.266999,0.65484923,0.89256465,0.8543617,1.499026,0.9951696,0.74687845,1.0440018,1.0279965,1.3408335,1.1327131,1.2337465,1.3604412,1.2601599,1.3993852,0.96599346,0.0,0.6379529,0.78034055,1.4334905,1.4121895,1.2300106,1.2208455,0.830327,0.9102454,1.4671667,0.9262527,1.1395814,1.3591759,1.1112431,1.2342362,0.838397,1.1073775,1.0537459,0.12923479,0.97877085,0.6998769,1.0376447,0.8549877,1.0457424,0.9078088,1.4960179,0.7874486,1.1118193,1.3171133,0.75023186,1.3198736,1.000312,0.20273346,0.6540496,1.3885946,1.0665054,1.4084934,0.6965909,1.1390182,1.0844765,0.7306262,0.79616624,1.3261863,1.0222483,1.3195935,0.871831
pants,0.8783166,1.1678172,0.8403294,1.1597486,0.8862503,1.0201731,1.1106502,0.852013,0.8750224,0.89142424,1.1302092,0.595824,1.2958971,0.81490386,0.8907989,1.1609544,1.2756627,1.0902653,0.983394,1.1160625,0.98633134,1.1145794,1.0607353,0.9219988,0.9272446,0.8268864,1.156035,0.90858424,1.025082,0.80248165,1.1906623,1.0456866,0.8592018,1.1519167,1.0996822,0.95706797,1.3091669,1.206642,1.0396355,1.0765164,1.1762563,0.9767889,1.0640187,0.93354833,1.1692517,0.9206704,1.0366267,0.8893667,1.1799401,1.1810942,1.1472672,1.1333829,1.136649,1.0037583,1.0530618,0.6825437,1.1137915,1.1343844,0.9360667,0.885792,1.0703125,0.98369277,1.0537058,0.6037788,0.54207826,0.71215844,1.1438117,1.2016149,1.0875566,0.93487203,1.1027669,0.95452005,1.1382426,0.82818604,0.8943322,1.1105672,0.83887124,1.1554601,0.8290626,0.6379529,0.0,0.9821097,1.1261022,1.1304535,0.8282057,1.1313453,0.95167375,1.0727149,1.1793678,1.0480318,1.1110008,1.2071128,1.1802533,1.2028762,1.1159668,0.8655962,0.9139308,0.7110337,0.9016981,0.3874045,1.0536292,0.8604459,0.8053448,0.99314386,1.0835603,1.0660839,0.9277385,1.1527644,0.97838485,1.100387,1.0647553,0.69118303,0.98511904,1.1575373,0.92828006,1.1266245,0.7624833,1.0124899,1.1590822,0.9873753,1.1360995,1.317121,1.1874018,1.0621238,1.0005344
paper,0.7296153,1.3354514,0.72562057,1.0300107,1.3864138,1.1109235,0.8144101,0.6319134,0.5660812,1.3170729,1.2071851,0.7732568,1.2954872,0.65668046,0.77965665,0.7432522,1.294292,1.0033095,0.6169902,0.9530908,1.029036,1.3222785,1.0319828,1.0013927,0.9744823,0.8142646,1.1892968,0.8256526,0.9026456,0.66730833,1.0499747,0.9970349,0.6458612,0.97639155,1.3230252,0.67579,1.2048204,1.4040282,0.72403336,1.0389829,1.0660306,0.892482,0.89758563,0.85531384,1.1811625,1.1379616,0.9301768,1.1417753,1.0805768,1.3591722,1.0633744,1.218814,0.980414,0.728709,1.3404906,1.0530629,0.9753581,0.87828046,1.045367,0.9000056,1.3936247,1.2002074,0.71614814,0.8617873,0.86520934,0.8348628,0.7701913,1.2850714,0.7908969,0.9436382,1.0976455,1.1338347,1.2543926,0.75576663,1.3062644,1.1845968,1.2322491,1.2065592,0.9267955,0.78034055,0.9821097,0.0,1.250026,1.2461183,1.1606915,1.062769,0.8755984,1.1379132,1.0474612,1.0326124,1.0849533,1.2143613,1.0234096,1.1270556,0.981662,1.2212689,1.1720424,0.87319946,1.0894057,0.90844977,1.0892122,0.99712026,0.8272408,0.92151606,1.3620071,0.65459144,0.9697928,1.3234019,0.85821337,1.229415,0.9850831,0.894969,0.49640995,1.112236,1.200247,1.2615261,0.9075859,0.86926675,1.0661951,0.55308545,0.9256927,1.2577102,0.99826795,1.3975732,0.925865
