,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
lamp,1.2587715,0.8404949,1.2612476,0.74031204,0.7264356,0.6979178,1.0096791,0.8192141,0.9286824,1.2295784,0.7213658,1.191172,1.3743277,1.1884766,1.1042639,0.83914447,0.63343275,0.85738856,1.3006876,1.2196449,0.8102318,0.587922,0.8965839,0.6703812,1.116191,1.0947977,1.2131336,1.123472,0.37091547,1.1242566,0.89849055,1.365438,1.2129605,0.54673755,1.308882,0.5577719,1.2088932,1.0863286,0.7064801,0.7660495,1.4196953,1.0814769,0.58197296,1.1283062,1.2314463,1.1460859,0.7573478,0.9206369,1.1736143,0.6875925,0.8510224,1.1351035,0.76942384,0.723894,1.1161711,0.91509193,1.2104388,1.2744074,1.3349687,0.75465953,1.2229471,0.81901366,1.2788099,1.3181665,1.4093394,0.74762934,1.1667087,0.0,1.2241929,1.1807894,0.99924976,1.0900242,0.84703183,0.87449986,0.71708155,0.960517,0.7012567,0.9535297,1.3289298,1.3048812,1.2274432,0.39696538,0.43731654,0.66314495,0.8852521,0.37216103,1.1857963,0.9444137,0.9767106,1.0334527,1.166657,1.0038575,1.4509594,1.0485749,1.1276478,0.90980905,0.5227418,1.3752005,0.6566423,0.6770491,1.1339391,0.70269793,1.269001,1.3227723,1.3524324,0.6711654,0.82870734,1.0287588,1.0781564,0.84454656,0.86940056,1.1052532,1.2269413,0.5987848,0.72900295,0.7463902
mitten,0.85021496,0.894896,1.0514947,0.94062346,0.9870749,1.2084035,0.83461964,0.93987083,1.0075997,1.0506499,1.2648177,0.96208984,0.9686394,0.9883454,1.1410228,1.0737303,1.2920023,1.020097,0.94266844,0.8802836,1.0274587,1.0627315,1.0488183,1.0760965,0.8894235,0.588084,0.85844517,1.0045147,1.1873255,1.0667815,0.8769221,0.9754399,1.0222887,1.2501147,1.0158199,1.2423116,0.89896953,0.8359144,1.0627146,1.0236903,0.93972486,1.0035857,1.1389087,0.89929587,1.0507922,0.9614355,0.8004285,0.8069702,0.91132706,1.0320318,0.9041334,1.0008793,1.1421276,0.85784936,0.8694453,0.7193323,0.90499824,1.0081861,0.68551016,1.0575433,1.1404573,1.1488965,0.95302975,1.0663339,0.8173573,1.0919478,1.0510495,1.2241929,0.0,1.1892397,0.7898025,0.7824229,1.116489,0.81142557,1.2443974,0.64059466,1.074547,1.0635678,0.8523501,0.8050847,1.1004113,1.3212224,1.2979838,0.9791692,0.98151845,1.1802707,0.92720693,0.9897807,1.0821853,0.9781509,0.94986576,1.1307896,0.8717737,0.87510705,0.91723496,1.1431319,1.0492293,1.1555068,1.1872222,1.1153264,0.863513,0.9347086,0.9049305,0.9392998,0.8966504,1.1657782,0.9691102,0.8450669,0.7224548,0.82100296,0.9605159,0.941844,0.9793678,1.2905713,1.297811,1.0313692
motorcycle,0.93675435,1.2886549,0.9920998,1.2652802,1.2465754,1.197124,1.1082475,0.9520871,0.8375745,0.68964064,1.1636764,0.8398208,0.81142926,0.93103564,0.8704381,1.142085,1.2513546,1.2040459,0.8995187,1.0010602,1.2455275,1.290674,1.1003481,1.2552977,0.68837243,1.2313559,0.8812689,0.67888993,1.0691991,0.72203946,1.1469879,0.8380153,0.9383453,1.3342261,0.68645835,1.2684636,1.0482326,1.2314191,1.0686064,1.0855762,0.83877337,1.2767993,1.2796738,0.87040734,0.9332287,1.2972808,1.3510888,1.2549224,1.2070541,1.2618996,1.2279971,0.74303484,1.3669999,1.4196706,0.74922216,1.3833623,1.027746,0.9193276,1.1916695,1.3706605,0.17867255,1.0841287,0.6247728,0.7727022,0.9336377,0.99983793,0.7992625,1.1807894,1.1892397,0.0,1.196398,1.0823698,1.31316,1.3358485,1.299514,1.2584887,1.0150017,0.90319324,0.9566026,1.029023,0.75359315,1.2343102,1.2766961,1.4182708,1.2789627,1.1678404,0.8062136,1.06294,0.6537756,0.9643587,1.0317119,0.20009899,0.864901,1.3482528,1.2404814,0.66924417,1.1521573,0.65511066,1.3947828,1.2910155,1.177794,1.3505652,0.44249833,0.7915072,0.7201618,1.1988261,1.4043169,1.104089,1.0244507,1.365833,1.2500404,0.98527515,0.62711996,0.75308305,1.242878,0.8585972
mouth,1.2209897,0.9323182,1.0224327,0.7875779,0.8601611,1.0378902,1.1679788,1.1886506,1.0582464,1.2173915,1.015691,1.1988363,1.1187731,1.0539999,0.99707234,1.086642,0.99933004,0.82382905,1.2094997,1.088673,0.9273254,0.9291787,0.8551127,1.0778601,1.1473614,0.74167925,1.1074857,1.280613,0.92388546,1.220859,0.9260532,1.1350572,1.1965849,0.824343,1.2312719,0.8682057,1.0969623,0.9901443,1.2171922,1.0653955,1.088137,0.6812182,0.7879572,1.0068748,1.1014738,0.743015,0.74469435,0.76533383,0.7932185,0.72871864,0.80490065,1.173174,0.72972393,0.7376595,0.92678595,0.55640423,1.050487,1.2280495,0.8082423,0.8472798,1.1081593,1.0511267,1.1191019,1.0650117,1.0567462,1.0737927,1.2352965,0.99924976,0.7898025,1.196398,0.0,1.0948746,0.81145334,1.0113194,0.8178995,0.9250067,1.2226042,0.9862373,1.1201222,1.0503453,1.1063216,0.9482304,0.9219508,0.97661453,0.8590724,0.9608728,1.1682937,1.2170058,1.2259759,0.7778324,1.0153079,1.0864927,1.0388424,0.745981,0.88653904,1.0854167,1.0525745,1.1090573,0.7832409,0.8760666,0.89366925,0.84365493,1.2131939,1.1725107,1.1687019,0.91820383,0.85269827,0.96488345,0.8033104,0.9744005,0.8390384,1.2164521,1.187541,1.2957928,0.8756959,1.130363
muffin,0.8318443,0.87918127,1.0035378,0.9030652,0.9651524,0.9655242,0.9673113,0.99550796,0.958788,1.0445623,1.1858691,1.1764386,0.9911346,0.99527705,0.96214545,1.1657803,1.1482675,1.1165087,1.0226446,0.19902575,1.2161471,1.1676697,1.0507622,1.3171427,1.1079826,0.7286173,0.83312166,1.201133,1.020774,0.9781717,0.5848301,1.085392,0.26375973,1.2357634,1.0315746,1.2219746,0.8527197,0.94911325,1.0138975,0.9939962,1.0010123,1.1479702,0.9773695,0.93797463,0.96185863,1.1358882,1.1209307,0.8251147,1.1345435,1.2335565,0.95716995,0.97541016,1.1494495,1.1329436,0.9590069,1.0191684,0.8734214,0.47918147,0.97815406,1.1379067,1.1209317,1.0987263,1.0145348,1.0579067,1.1098984,1.1946201,1.0593914,1.0900242,0.7824229,1.0823698,1.0948746,0.0,1.0939608,0.9613136,1.2041364,0.8221243,1.1657035,0.82447857,1.0096889,1.152343,0.95869327,1.1994028,1.1453114,1.2243621,1.0706267,0.9618835,1.0545028,0.9742158,0.96332866,1.1991768,1.1274743,1.0934651,1.0129856,1.1331213,1.118811,1.1013501,1.2197607,1.1269925,1.2551444,1.0345657,1.1739603,0.9308146,1.0611762,0.9637446,1.065106,1.1463199,1.136701,0.900045,0.91213155,0.95994085,1.0452783,0.89088356,1.0561554,1.2590481,1.1817064,1.0422099
nail,1.3969615,0.67216754,1.0142082,0.61805326,0.7235897,0.5982852,1.1397382,1.425197,1.1747932,1.4973025,0.60931504,1.4704236,1.2004895,1.2235551,1.2902062,1.0429004,0.5698478,0.80312127,1.4208814,1.1373519,0.81230175,0.767147,0.8904775,0.77002704,1.3800269,0.8292644,1.3035281,1.4237646,0.74577177,1.374207,1.0097902,1.3863215,1.1560984,0.5033802,1.521234,0.54381293,1.1832381,0.8713442,1.0478826,1.2171758,1.2358929,0.5312468,0.4846453,1.0658253,1.1195891,0.3958814,0.8815553,0.7907238,0.7374548,0.7051321,0.8897204,1.2887695,0.33218825,0.49988806,1.2142954,0.75475806,1.0350796,1.144339,0.86263216,0.4504553,1.3178328,0.8073815,1.2167518,1.2546833,1.2377182,1.0215245,1.3599066,0.84703183,1.116489,1.31316,0.81145334,1.0939608,0.0,0.89549017,0.38563037,0.9401724,1.0501521,0.9799077,1.1141312,1.1060503,1.3353468,0.63328135,0.64037764,0.6990511,0.8263795,0.75530183,1.2571574,1.1285212,1.2874994,1.0568718,0.9618073,1.3474708,1.2584519,0.56682974,0.5985278,1.2599496,1.0619574,1.4223162,0.36521494,0.7298202,0.8598027,0.7916913,1.3596625,1.3064878,1.5432472,0.6489291,0.35573673,0.9932608,1.2058091,0.7706219,0.78662264,1.3107617,1.3736231,0.9906904,0.3578403,1.2616565
napkin,1.0716254,0.81768274,1.0385569,0.90529305,0.9144584,0.9695825,0.87115276,0.77846843,1.0761888,1.0590168,0.97031844,1.0203109,1.0897682,1.0043063,1.1329125,0.7825221,0.9521011,0.9453443,1.1046621,1.0535628,0.9424498,0.6650458,0.97222847,0.7621467,0.9918476,0.9258645,1.1628315,0.97333956,1.0463973,1.2314324,0.86351323,1.0889534,1.0987135,0.9080958,1.1059513,0.9243771,1.0505064,0.91357017,0.9380283,1.0128037,1.1489944,0.9077278,0.916513,1.218402,1.1823977,1.0134093,0.7268764,0.8390714,0.9981467,0.8700459,0.96107185,1.1370243,0.9834561,0.71666145,1.2934475,0.8222412,1.1559879,1.0370613,1.0140208,0.8644378,1.3609824,1.0028152,1.1062615,1.0972607,1.0740222,0.9477064,1.0684401,0.87449986,0.81142557,1.3358485,1.0113194,0.9613136,0.89549017,0.0,0.96601367,0.710825,0.8192862,1.1978843,0.9732232,1.0901062,1.1421297,0.90488255,0.97221434,0.49061418,0.912483,0.8931848,0.9711578,0.9644147,1.0298734,1.0356764,1.074831,1.3903896,1.0828185,0.9215619,0.87016535,1.1614058,0.75037736,1.1814404,0.90646034,0.8402936,0.8376006,0.6012084,1.0781139,1.1687237,1.1804113,0.8589326,0.7827636,0.9667575,1.0488106,0.118601084,0.9143785,0.8588561,1.0917019,1.0619506,1.0349162,1.0537605
necklace,1.4447693,0.80880046,0.98950607,0.7440165,0.87479,0.50212574,1.1932597,1.3022002,1.2268786,1.4895475,0.3657015,1.383076,1.2646695,1.2858684,1.1975186,0.94802773,0.36542523,0.729993,1.4467047,1.2246518,0.6233723,0.79015446,0.87998885,0.72363245,1.4118798,0.91507065,1.3225157,1.4538512,0.7485858,1.3125272,1.0182507,1.4159341,1.2480869,0.28030849,1.543345,0.4530375,1.2115815,1.0085683,1.0180199,1.1257609,1.2330401,0.53954786,0.5979387,1.0639901,1.1669464,0.51328224,0.8343611,0.9156461,0.8021017,0.57328516,0.9294925,1.3564425,0.2054863,0.50042385,1.2364249,0.86082816,1.1031691,1.3158278,0.9945985,0.4975102,1.2787137,0.85799277,1.2371458,1.260366,1.2796257,0.8821728,1.3385304,0.71708155,1.2443974,1.299514,0.8178995,1.2041364,0.38563037,0.96601367,0.0,1.0111053,1.0115037,1.0362718,1.190311,1.1234326,1.3582437,0.39089197,0.42195207,0.6776794,0.70241195,0.77559954,1.2831107,1.0880723,1.296782,1.1516482,0.9368156,1.2272388,1.2459344,0.7313312,0.6846491,1.1903579,0.86151814,1.3705953,0.25971246,0.61853707,0.9703737,0.84059143,1.4769292,1.3661594,1.5512412,0.49193633,0.5739516,0.95805806,1.1520013,0.81949216,0.8464259,1.3026292,1.3835533,0.85117155,0.22028959,1.2148634
orange,1.0703007,0.39338517,1.1485634,0.46380824,0.64976215,0.89818734,0.97356313,1.1016816,1.0839331,1.2476095,0.97875977,1.187213,1.1117706,1.2091445,1.1307877,0.889573,0.89139783,0.85540587,1.1675242,0.97830087,0.9471221,0.8455235,0.87878186,1.0087911,1.0677899,0.5573972,1.0426099,1.2223518,0.8727176,1.2447945,0.6718507,1.2511445,1.0816097,0.92826045,1.2078428,0.9385174,0.9245554,0.8523004,1.0151573,1.0772516,1.207418,0.9108324,0.7304075,1.2316937,1.069526,0.9072721,0.83598757,0.70847213,0.9911672,0.897026,0.73472595,1.0797504,0.98800635,0.7334358,1.178145,0.67814356,1.0373553,1.0385458,0.9027785,0.94935894,1.1986058,0.92380786,1.1376462,1.1587528,1.2526674,1.1413276,1.2108512,0.960517,0.64059466,1.2584887,0.9250067,0.8221243,0.9401724,0.710825,1.0111053,0.0,1.0577115,0.93935,1.1211809,1.206079,1.1964142,0.9559668,0.95583844,0.8759229,0.92350584,0.85680485,1.0541049,1.008261,1.1201382,1.0197953,1.1680962,1.2905104,1.1404653,0.97115546,1.0650018,1.2215446,0.9758658,1.2133828,0.9145789,0.8992189,1.0538514,0.75811386,1.0903947,1.2026792,1.2452393,0.8109033,0.7389202,1.0864835,1.08065,0.67808795,0.6544122,0.9183192,1.0805115,1.1455089,0.9568119,1.15525
oven,1.14621,1.0286528,1.2018294,1.1295317,1.1285188,0.9733988,0.7252469,0.77257085,1.0997669,0.90907407,0.94410235,0.76036096,1.1756673,0.98743993,1.0897746,0.720652,0.95136404,1.0748175,0.92304075,1.1770505,0.8519056,0.6689453,1.0778425,0.35444605,1.0642614,1.1644119,1.1200441,0.51965785,0.97559726,0.8553028,1.0294813,0.966236,1.2545545,0.8857524,0.9615217,0.8311962,1.0919545,1.0024561,0.6463552,0.70973456,1.1594769,1.1990696,1.1401501,1.0748775,1.2041905,1.1853905,1.0972012,1.0618432,1.1116078,0.85203314,1.0913259,1.1667295,1.0387951,0.94304764,1.134231,1.0770078,1.1795633,1.2116838,1.2137271,0.857448,1.1462029,0.9451392,0.9263855,1.1597837,1.0366526,0.63589394,0.89499116,0.7012567,1.074547,1.0150017,1.2226042,1.1657035,1.0501521,0.8192862,1.0115037,1.0577115,0.0,1.1822716,1.0518627,0.985987,1.2279058,0.7756473,0.8597452,0.677674,1.0064714,1.0016977,0.95375085,0.7111214,0.6195488,1.0611868,1.0031748,0.9735676,1.1965449,0.9509801,1.0425543,0.7718988,0.6344986,1.1412375,0.89794064,0.9068748,0.95887303,0.9273944,0.8831715,1.1603458,1.0344789,0.9512321,0.97000444,1.1108336,1.1140207,0.8539943,1.0919443,0.9667529,1.1624199,0.46625012,1.0174778,0.8075517
owl,0.97896844,0.89597136,1.1881511,0.9247494,0.9212083,0.96660304,0.9641397,1.1888864,0.9635085,1.1305249,1.0092124,1.2478147,1.0934964,1.0654119,1.0373111,0.98350763,0.91438484,0.97957706,1.0650469,0.8815211,1.225061,0.9931214,0.9196358,1.2244409,1.0857983,1.0532215,0.92860043,1.1762815,0.7949758,1.1327364,0.8947092,1.205262,0.8448647,1.0060586,1.0405235,0.98746675,0.9024905,0.6624872,1.1449082,1.0620192,1.1673212,1.122069,0.9316963,0.97262347,0.958254,1.1279961,1.047056,0.9617262,1.1926006,0.96310925,0.7160574,0.81468725,1.0997336,0.9642504,0.97470546,0.88076144,0.9410464,0.8176976,1.1248996,0.9947004,0.9570622,0.70310485,1.0864384,1.0600789,1.2730322,1.1423212,1.1760743,0.9535297,1.0635678,0.90319324,0.9862373,0.82447857,0.9799077,1.1978843,1.0362718,0.93935,1.1822716,0.0,1.1686469,1.242593,0.9857944,0.9592676,1.0194396,1.2197456,0.99648255,0.7819889,0.9570892,1.0189191,1.0119612,1.0677183,1.2241873,0.8659818,1.1929172,1.040966,1.0633211,1.0752563,1.2037464,0.95594877,1.0420644,0.9106287,1.110971,0.990564,0.99896425,1.0168742,1.0907301,0.9730309,1.0335408,1.0452904,0.9573594,1.0858138,0.7014772,0.85926247,1.102725,1.0744845,1.0198662,1.0960727
pajamas,0.81635165,1.1907327,0.5311974,1.2290362,1.1423641,1.2928197,1.0164814,0.9527734,0.96813244,0.8275308,1.347247,0.8906747,0.32721138,0.80467415,0.90102935,1.1587536,1.3811129,1.3351991,0.9340659,0.88031346,1.159484,1.2845732,1.1963907,1.2468252,1.0204235,1.1258872,0.95089024,0.878034,1.373482,0.70473045,1.2060965,0.71305263,0.92294484,1.4341613,0.83035004,1.3972594,0.9677107,0.973933,0.849972,1.0642574,0.36142993,1.0131849,1.240278,0.95384866,0.8050609,0.9607069,1.1186568,1.2119079,0.8325517,1.3372016,1.3323922,1.0419426,1.1801821,1.3075206,0.9491117,1.1816947,0.8233104,0.9018883,0.6761391,1.1456991,0.949678,1.2625067,0.73166615,0.79666156,0.65556633,1.1690847,0.83815503,1.3289298,0.8523501,0.9566026,1.1201222,1.0096889,1.1141312,0.9732232,1.190311,1.1211809,1.0518627,1.1686469,0.0,0.7673949,0.8813531,1.4386591,1.439027,1.1532335,1.1259857,1.3957984,0.811393,1.0172576,0.9556773,1.0608636,0.726678,1.0677962,0.27216935,1.0241963,0.9310831,0.93792343,1.2814777,0.9025282,1.3652043,1.3739617,0.8811318,1.2519307,0.93112123,0.7019106,0.8259001,1.3465946,1.0870652,0.8855054,0.8914043,1.0265048,1.324229,1.0604007,0.8878615,1.2272897,1.2492368,0.9336707
pants,0.84062934,1.2430001,0.8524614,1.1875783,1.1085927,1.2893194,1.1400161,1.013099,0.9296003,0.9416402,1.1436975,0.80456626,0.8784097,0.92458683,1.1088375,1.2367113,1.291905,1.1363087,0.8511323,1.0661958,0.8652156,1.2124442,1.122602,0.8462174,0.9348005,0.98174286,0.79602087,0.8401772,1.3184232,0.8904932,1.2862071,0.70377576,1.1093223,1.2093338,1.0219723,1.2282743,0.8716614,1.0941048,0.92760473,1.1450226,0.59372663,0.9216431,1.170773,0.7857874,0.9450791,0.93733805,0.9565056,1.1346523,0.7388794,1.1649241,1.18115,1.0119973,1.0931396,1.0620104,0.8989929,1.0622067,0.86176896,1.114641,0.8229693,1.0239463,0.94293773,1.179682,0.9106513,0.94796216,0.14412957,0.9446535,0.88916576,1.3048812,0.8050847,1.029023,1.0503453,1.152343,1.1060503,1.0901062,1.1234326,1.206079,0.985987,1.242593,0.7673949,0.0,1.0534806,1.3171859,1.2635826,1.0077438,0.9712458,1.4237586,0.9625365,1.1180708,1.1000183,0.80874467,0.50934815,1.0734353,0.5523466,0.81260437,0.76733845,0.9462912,1.0842569,0.96265185,1.0940884,1.2566469,0.7555993,1.1050199,0.9657692,0.71681404,0.87159586,1.3038764,0.9280782,0.8751043,0.8675735,1.1754863,1.3193307,1.2620883,0.94086874,1.0837251,1.2375093,0.97838926
paper,0.8618175,1.2690494,0.86309946,1.2223682,1.0797987,1.2948537,0.79136986,0.74063236,0.94443846,0.53740543,1.3398613,0.7940007,0.7609627,0.7196657,0.700408,0.836218,1.3554708,0.998882,0.591502,0.83866435,1.1961942,1.2077314,1.0975487,1.3515334,0.801629,1.1374055,0.9822917,0.89943826,1.2064964,0.8674092,1.0340192,0.7221941,0.69285756,1.3807676,0.47331023,1.3577573,1.1183206,1.1344898,1.2223245,0.91845196,0.831352,1.2242573,1.2324862,0.9591128,0.9289254,1.23654,1.1359197,1.1515964,1.0518771,1.2955747,1.2733073,0.6539651,1.4045475,1.5075918,0.8106875,1.0929395,1.050429,0.7426268,0.99778706,1.4093171,0.8406837,1.1393164,0.90890205,0.64542496,0.9058245,1.0970689,0.8111371,1.2274432,1.1004113,0.75359315,1.1063216,0.95869327,1.3353468,1.1421297,1.3582437,1.1964142,1.2279058,0.9857944,0.8813531,1.0534806,0.0,1.3107282,1.3036046,1.3357087,1.2210864,1.039434,0.92312235,1.0861297,1.0000019,1.0571302,1.0416402,0.7862853,0.8112365,1.2983453,1.2413981,0.782351,1.0681366,0.5327659,1.5141983,1.1721574,1.1349875,1.1517849,0.8847956,0.75723034,0.59094,1.3168387,1.3606896,1.0594184,0.8759678,1.1661701,1.1466582,0.7041353,0.791776,1.3524528,1.3748606,0.89739394
pen,1.462197,0.78515834,1.2783195,0.72113025,0.8863287,0.43635792,1.0098553,1.0453795,1.1762236,1.3452661,0.3282103,1.2190857,1.4239556,1.2524775,1.1084358,0.7828631,0.30478376,0.6289346,1.35254,1.3085513,0.7774764,0.61491114,0.86644197,0.5752031,1.2402315,0.9972111,1.3142338,1.2865078,0.52600956,1.29847,0.9294276,1.4626256,1.2879417,0.13631237,1.4269073,0.40825856,1.2620528,1.0758147,0.9871188,0.9505161,1.4507239,0.96728534,0.6412834,1.1251829,1.2958024,0.88000304,0.80748045,0.8235516,1.1080731,0.514627,0.82692015,1.2778014,0.5091606,0.520577,1.1966946,0.84095716,1.2841364,1.2789898,1.3117696,0.6339593,1.2783234,0.8081567,1.3513325,1.2838366,1.4662749,0.5965494,1.293833,0.39696538,1.3212224,1.2343102,0.9482304,1.1994028,0.63328135,0.90488255,0.39089197,0.9559668,0.7756473,0.9592676,1.4386591,1.3171859,1.3107282,0.0,0.11848807,0.56628364,0.839612,0.53141356,1.2207371,1.036706,1.162624,1.1509026,1.2140934,1.0722793,1.5197651,0.9368161,0.95973253,1.0172225,0.5239589,1.2533876,0.32339448,0.51567906,1.0302575,0.7515588,1.3455088,1.4313203,1.5279148,0.3724022,0.7225925,1.092419,1.104717,0.7802032,0.6866103,1.1213784,1.3357886,0.57014954,0.3745997,1.0868622
pencil,1.4392192,0.79954064,1.2615378,0.68041974,0.86058336,0.3614124,1.0607245,0.999807,1.153746,1.3327413,0.35402,1.1694922,1.4116521,1.2190335,1.1102111,0.85152185,0.3574807,0.6091916,1.300062,1.2553041,0.7115518,0.6886192,0.8953052,0.5579196,1.2239171,0.94955987,1.2200058,1.3281403,0.54494804,1.3082426,0.9295057,1.4088947,1.2344793,0.14574176,1.4249179,0.4326176,1.2047946,1.1217824,1.0036232,0.9563353,1.4217389,0.9673779,0.63637036,1.0648708,1.294319,0.8787133,0.80342805,0.7491378,1.0987103,0.57473975,0.8207654,1.2612591,0.4934128,0.56208295,1.0981549,0.8329091,1.2808843,1.2784597,1.3210335,0.67620605,1.2773957,0.88602805,1.3470209,1.3020558,1.4347053,0.70160747,1.3193802,0.43731654,1.2979838,1.2766961,0.9219508,1.1453114,0.64037764,0.97221434,0.42195207,0.95583844,0.8597452,1.0194396,1.439027,1.2635826,1.3036046,0.11848807,0.0,0.56214607,0.8455713,0.52805626,1.2889191,1.032345,1.2399514,1.1664357,1.1285031,1.1156391,1.4813064,0.9098083,0.961656,1.0700148,0.4607919,1.2747414,0.31949723,0.5423358,1.0452342,0.76368326,1.3805227,1.4218174,1.4666617,0.4330758,0.7659098,1.0525866,1.1224711,0.86174583,0.69424057,1.139733,1.3269362,0.6505491,0.3915329,1.0976949
pillow,1.1789645,0.8806348,1.0716418,0.8835462,0.96610403,0.79482484,0.9036019,0.8421674,1.206111,1.1549547,0.6824961,0.9487723,1.3983045,0.8781345,1.3082392,0.7350836,0.7179195,0.87080634,1.2211767,1.2560664,0.6417712,0.6213891,0.88826627,0.42269087,1.0842626,0.976298,1.2000946,0.90984076,0.8370999,1.2362808,1.0621033,0.968904,1.3186682,0.5314431,1.3330017,0.6114915,1.0839238,0.9157605,0.8730576,1.0128127,1.2870371,0.9277956,0.84074616,1.1551061,1.3795347,0.90648156,0.5806948,0.8848342,0.9243523,0.684677,0.83445007,1.359506,0.67226356,0.47224247,1.3058237,0.8136687,1.2408886,1.2410891,1.1409991,0.59179056,1.428685,0.8911487,1.2042882,1.2510141,1.1002901,0.77730465,1.2164743,0.66314495,0.9791692,1.4182708,0.97661453,1.2243621,0.6990511,0.49061418,0.6776794,0.8759229,0.677674,1.2197456,1.1532335,1.0077438,1.3357087,0.56628364,0.56214607,0.0,0.74838686,0.75550985,1.1352341,0.9933151,1.2147973,0.977747,1.0642424,1.4040825,1.3163961,0.6744375,0.701828,1.1767858,0.53755,1.280299,0.48158473,0.7123358,0.8046731,0.561453,1.2020588,1.2582759,1.3441639,0.69718957,0.65709114,0.9656161,1.163318,0.42819345,0.8544762,1.119031,1.257298,0.8088124,0.74263275,1.0372317
plant,1.1176909,0.794618,1.1130277,0.9255155,0.92380327,0.9212143,1.1070466,1.1740279,1.2120768,1.3806193,0.89652467,1.2112103,1.1897913,1.2201602,1.2008531,0.8637941,0.83022726,0.96121967,1.2510896,0.9765551,0.6617173,0.8763594,0.7165215,0.7823276,1.1984124,0.90619624,1.0880008,1.166753,0.8851689,1.153826,0.9700064,1.221508,1.0637784,0.73509336,1.343286,0.80963445,0.94373214,0.8828551,1.048993,1.0023991,1.0919228,0.6956351,0.9411145,0.95798874,1.1975594,0.7468233,0.64861965,0.87651145,0.8036122,0.7263819,0.6542217,1.2926307,0.6971803,0.7380333,1.2418967,0.8304492,1.0822831,1.1975464,0.8843205,0.69434094,1.258419,0.8333767,1.2277775,1.2679256,1.0344312,0.93325996,1.153857,0.8852521,0.98151845,1.2789627,0.8590724,1.0706267,0.8263795,0.912483,0.70241195,0.92350584,1.0064714,0.99648255,1.1259857,0.9712458,1.2210864,0.839612,0.8455713,0.74838686,0.0,0.8586347,1.1986691,1.0883411,1.2314843,0.816911,0.892339,1.1631622,1.1289147,0.7287947,0.6623869,1.1410166,0.92325735,1.1516888,0.74048305,0.84025335,0.8378153,0.5893043,1.1950151,1.3365583,1.3192769,1.0250521,0.811142,0.8580195,0.9113114,0.89473253,0.9382867,1.2824986,1.2113595,0.96131635,0.9128829,1.1079907
plate,1.3324275,0.7100942,1.3216902,0.6356641,0.7171048,0.7269274,1.0092276,0.964517,1.113299,1.2321,0.7453606,1.3302588,1.3444524,1.1695461,1.059106,0.7681297,0.6214123,0.67217827,1.2539561,1.0986124,0.8928965,0.5732964,0.7542914,0.8177047,1.149603,0.98678535,1.262415,1.3025873,0.21749991,1.304341,0.8290735,1.3935205,1.0619124,0.6098416,1.2580323,0.5117004,1.1778759,0.8903363,1.0118859,0.8918404,1.4511803,1.027918,0.56300175,1.1628664,1.2213105,1.0634925,0.786811,0.7668827,1.2127029,0.6990776,0.63375765,1.0202287,0.8202169,0.66861725,1.1926819,0.81796944,1.2310987,1.0781019,1.3291514,0.7484324,1.1881297,0.72034246,1.2664512,1.2161688,1.4766734,0.94622755,1.3020728,0.37216103,1.1802707,1.1678404,0.9608728,0.9618835,0.75530183,0.8931848,0.77559954,0.85680485,1.0016977,0.7819889,1.3957984,1.4237586,1.039434,0.53141356,0.52805626,0.75550985,0.8586347,0.0,1.2340136,1.0955254,1.1522136,1.0388683,1.2945133,1.0492913,1.4626951,0.9322156,1.1009103,1.1081696,0.7067341,1.2570102,0.6617141,0.5383296,1.1499497,0.6689293,1.247451,1.3661586,1.3206482,0.6512129,0.82235557,1.0218345,1.1830275,0.79212415,0.5770763,0.9128286,1.2629097,0.9075801,0.76534104,1.1292461
