,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
motorcycle,1.0054438,1.2697942,1.1330626,1.0188929,1.1284318,1.0809292,1.226978,0.9093614,1.0212704,1.081029,1.0776011,0.8495678,1.1214833,0.96064985,1.1474396,0.9879503,1.1563343,0.7348527,0.8819691,1.0124552,1.1546056,1.1823108,0.76885927,1.1163859,0.73603773,0.6634977,1.2329711,0.94201595,1.0053082,0.9308676,1.0012486,1.1040666,1.0993184,1.2733957,1.1503005,1.0241128,0.6804033,0.9569164,1.0128871,0.91019684,1.2242243,0.99607795,0.9170236,1.2737637,0.64976335,0.97120166,0.86265385,1.0567116,0.9873477,1.0636455,0.9476233,0.70969343,1.0573803,1.0802613,0.6946661,1.1496245,1.088064,1.1739466,0.9478106,0.92028415,0.7567669,0.75420475,1.0602852,1.1188499,0.7926168,0.81749046,0.98014766,1.0198845,1.0270926,1.2199277,1.1341571,1.1545513,0.0,1.0029076,1.2051417,1.1783191,1.1351008,1.1003671,1.0247418,1.1940076,1.1343741,1.1702988,1.1750557,1.160873,1.0958755,1.2315981,1.019138,0.818309,0.9970457,0.946443,1.0932435,0.97015095,0.9984904,0.9117694,1.0453516,0.87293994,0.8031002,1.0908686,1.0206931,1.1604056,1.0919628,0.9692908,0.9249581,1.0185355,1.0240467,1.2137442,0.9526009,0.7630979,0.79023093,1.0664227,1.0195777,0.96462715,1.2134595,1.1022824,1.1496357,1.0385848,0.82058203,0.88813746,0.6116316,0.7550251,1.0028201,1.0850325
nail,1.3041306,0.9463205,0.61129344,1.2872808,0.51227033,0.52179015,0.6271217,0.9864109,1.3303,1.492703,0.24334502,1.0783013,1.1884334,1.3030758,1.3982671,1.3386393,0.8504642,0.4839906,0.98446554,1.3071849,0.7103789,0.92840075,1.0173857,0.90099263,0.4269281,0.64569503,1.0356492,1.0679637,1.443323,0.702502,1.1862359,1.148002,1.4067909,1.1144723,0.5107484,1.4734352,0.9956949,1.0323298,1.0500178,1.3151065,1.1486802,0.6082041,1.1524525,0.6798216,0.7735419,0.42212015,0.6198035,1.1115062,0.6876292,0.9455236,1.0529379,1.3499787,0.23480415,1.0461591,1.1903841,0.78403646,0.9507227,1.099268,0.28105843,1.124778,0.7357237,1.2670344,1.1697084,1.2584794,0.93220216,1.3727372,0.6209653,1.161169,1.1652822,1.0486218,1.2035822,1.3290389,1.0029076,0.0,1.1215858,0.6551628,0.60828334,1.3154786,1.2890961,1.3576288,1.2252316,1.3268049,0.61266685,0.6917069,1.1218638,1.1037471,1.1261059,0.9888775,0.725257,0.6362909,0.55071414,1.0600761,0.70883775,1.4037797,1.1135899,0.91066414,0.6840335,1.3542397,0.97429204,1.054852,1.3061798,1.2381548,1.3954333,0.30018568,1.1838007,0.75223935,1.0915346,1.3210762,1.3261422,1.3294132,1.5456183,0.9151427,0.54089034,1.1397982,1.0971847,0.64521897,1.3841562,1.1080892,0.925497,1.172674,0.25305235,1.1464926
napkin,0.9415074,0.76308584,1.0027013,1.0746839,1.0044742,0.9646652,0.8170024,0.7065465,1.1353421,1.0267822,1.1018933,1.0052016,0.95154315,1.1805074,0.68880343,1.1227952,0.8037025,1.0947378,1.1172508,1.008772,0.7613465,0.98826313,1.1002166,0.8596759,1.057631,1.2135068,0.83275956,1.0484508,1.0762482,1.0760058,1.078235,0.8748453,1.0273024,0.56597584,0.9470209,1.0743759,1.1929085,0.7736031,0.68219054,1.1923683,0.95338154,1.0773056,1.0614661,0.9925825,1.0389705,0.9391528,0.775964,0.7709127,0.98952633,0.79679716,1.0229535,1.4135547,1.1621985,0.63205045,1.2655578,0.85748845,1.1259954,0.9951463,1.0359579,1.3010595,1.1072904,1.2223477,0.7067948,1.1107116,1.2273252,1.1934668,0.9842135,1.02697,0.73424256,0.8943537,0.8171085,0.71252483,1.2051417,1.1215858,0.0,0.9640811,1.0070348,1.1358486,0.8671005,0.9281857,1.1400374,0.47166336,0.9420421,0.931741,0.9702444,0.5706636,0.934471,1.0069159,0.9065217,1.0186585,0.85995984,0.82904005,0.8755764,1.2443936,1.2196169,1.0688324,1.2294466,1.1084094,0.82108545,0.986309,1.1077394,1.1344823,1.1846262,0.82200027,0.9978964,0.5872116,1.0642446,1.3479702,1.158626,1.060987,1.1130911,0.86611485,0.9422795,0.93978286,0.1350379,0.7930479,1.0958767,1.218278,1.1183523,1.0571952,1.0875599,1.096774
necklace,1.1896694,0.67926866,0.78906965,1.093851,0.77079463,0.75434047,0.798234,0.9658714,1.2008711,1.3512346,0.61160046,1.1297799,0.968955,1.2659895,1.2070272,1.3021424,1.0167332,0.86251354,1.1364465,1.1940442,0.8814937,0.52744895,1.1603737,0.93147135,0.7740289,1.0798504,0.9036751,1.1522715,1.1844714,1.0062408,1.1381261,1.0880178,1.2438623,0.8048687,0.72782797,1.2784636,1.1941327,1.2063386,1.0418477,1.1373112,0.91027117,0.7208379,1.0054641,0.5527205,0.849954,0.7226757,0.7945969,0.99762297,0.5782319,1.08397,1.0181574,1.2580872,0.5514983,0.9315946,1.21028,0.8509946,0.9177863,0.7873762,0.65783507,1.232677,0.89556926,1.2321746,0.9141702,1.0223378,1.015966,1.207683,0.7199863,0.792736,1.1253861,0.95624685,0.9746739,1.017915,1.1783191,0.6551628,0.9640811,0.0,0.7733867,1.1689341,1.2549744,1.1528214,0.85433704,1.0721897,0.68847317,0.8022329,0.94041646,1.0159951,1.1929353,1.1175568,0.95989335,0.95992696,0.85652703,1.1143862,0.92332363,1.2449108,1.0780267,1.2649755,0.9540218,1.1333832,1.063298,0.7458806,1.2122118,1.2545242,1.3764029,0.72845745,1.1806715,0.73642653,1.0563607,1.349591,1.3148339,1.0001134,1.3670115,1.2169213,0.52188665,0.725318,0.9201205,0.9916978,1.3094403,1.2291534,1.091492,1.0942729,0.6191045,0.9201056
orange,1.2292087,0.94157374,0.63576365,1.1039629,0.54031295,0.7187407,0.39511478,1.044842,1.2505766,1.3521113,0.5516013,1.2058864,1.0143491,1.3224356,1.1958371,1.1192412,0.8356162,0.7214433,0.9781261,1.1674421,0.5027988,0.9681875,1.0220994,1.1054177,0.795885,0.9506349,0.57483566,1.185647,1.41029,0.885165,1.1982076,1.0660434,1.3404111,0.960628,0.5927792,1.3035067,0.9672821,1.1072423,0.909461,1.2684791,1.205823,0.81685126,1.2126461,0.6822797,0.9538337,0.7314138,0.86107546,1.0711477,0.9296494,0.8609191,1.0220119,1.184296,0.5343486,0.95814735,1.1490964,0.7771516,0.91137433,0.8794749,0.60899895,1.1976603,0.93502384,1.2399552,1.0941604,1.1755366,1.0106093,1.376094,0.8574303,1.1718879,1.1391428,0.93901515,1.2221808,1.0971221,1.1351008,0.60828334,1.0070348,0.7733867,0.0,1.3142633,1.1175212,1.2500947,1.162566,1.1706314,0.75589323,0.7193575,1.0409285,1.1106519,1.0052748,1.0652764,0.80894935,0.90195495,0.44832754,1.2427539,0.8976665,1.3234415,1.0924168,1.0408114,0.8770386,1.2405396,0.90590954,1.0791377,1.0721958,1.1262388,1.1688012,0.6499201,1.0714812,0.81295943,1.0414616,1.150747,1.2740685,1.280532,1.3805465,0.8470068,0.63320386,0.9673848,1.0087339,0.6261362,1.2100033,1.0949723,1.133803,1.2724969,0.5558764,1.155547
oven,0.9738358,1.0568718,1.2700049,0.7952411,1.3369741,1.213025,1.2376463,0.9819191,0.78496385,0.70689535,1.2922927,0.76869124,1.1314126,0.80674994,0.9478529,0.80806684,1.1930273,1.2614841,0.9572905,0.6859418,1.2217687,1.1655172,1.0502516,1.2111762,1.1041958,1.1674839,1.0233921,0.9712392,0.51869845,1.1787748,0.5351037,0.99862725,0.6271649,1.1055893,1.2611396,0.7237611,1.0700061,1.1592698,1.2713286,0.45206714,0.5988746,1.1626561,0.9376962,1.1815789,1.1524034,1.3880324,1.3251786,1.0944989,1.1636487,1.3293469,1.1249652,0.7663146,1.2671816,1.128071,1.0323193,1.2326012,0.9917856,1.0313978,1.3592011,0.79447436,1.2599945,0.8469893,1.0304729,0.6171688,0.8956219,0.59240633,1.1612029,0.8222295,1.0950017,1.0848621,0.75741315,0.9039916,1.1003671,1.3154786,1.1358486,1.1689341,1.3142633,0.0,0.95002824,0.85746443,0.5845345,0.9686987,1.1511999,1.0436603,0.93647313,1.1032925,0.9688387,1.1093037,1.2589293,1.3111064,1.2573557,1.0395888,1.1308514,0.2667765,0.872843,1.1689363,1.0480839,0.7322796,1.1522899,0.7046181,0.9176065,0.8115051,0.87943584,1.3533492,1.0733434,1.2190076,0.994876,0.86287344,0.6916396,0.7072414,0.5966078,1.1791297,1.1909916,0.9804255,1.1426258,1.4319358,0.7930645,1.0228388,1.0655662,0.8110011,1.2996445,0.7738818
owl,0.88489723,1.1844145,1.2876363,0.83705235,1.2014906,1.3258699,1.210169,1.163829,0.96301126,0.59796906,1.3304731,0.9666448,0.9068373,0.68612903,0.68810445,0.9324029,1.2001722,1.291931,1.0184371,1.0248451,1.1233828,1.2271659,1.1072448,1.1849016,1.3403962,1.2210599,1.133472,0.8660366,0.79877746,1.1675578,0.8757087,0.85126776,0.6532035,0.8562414,1.3072332,0.8153759,1.0840633,0.887303,0.95792687,0.925573,1.1834596,1.0875823,0.9184449,1.245211,1.1695552,1.1577977,1.1341203,0.9684865,1.1076499,1.0521404,1.0401729,0.77848834,1.2845069,1.0064558,0.9307798,1.2646486,0.9375597,1.0652617,1.3048974,0.98091424,1.2072169,0.83098227,0.9353866,0.76702124,1.130134,0.89814,1.2678235,0.9750451,0.6123316,0.9979052,0.9290273,0.6934485,1.0247418,1.2890961,0.8671005,1.2549744,1.1175212,0.95002824,0.0,0.6247342,0.86091805,0.78228444,1.2369372,1.2571001,0.79637635,0.8940917,0.7720574,1.1392642,1.2127167,1.1696103,1.1224208,1.0450717,1.1441197,0.914816,0.68493956,1.009453,1.1360648,0.86457247,1.0958642,1.060583,0.9178116,1.0023038,0.8209082,1.328285,1.0331689,1.1790622,1.1145453,0.835822,0.78878427,0.89142925,0.66232955,1.0937845,1.2450625,0.96263,0.8534255,1.188081,0.78236324,0.98836046,1.2423631,1.1446635,1.315331,1.0621982
pajamas,0.80004966,0.9723674,1.2908092,0.53872657,1.3639437,1.4876931,1.3305223,1.2998807,0.8983555,0.29591095,1.3527327,0.88129306,0.6857928,0.6332027,0.36148155,0.8961077,1.1534792,1.4795619,1.2423756,1.0087578,1.4025497,1.1548867,1.2821776,1.2564609,1.5590465,1.3945583,1.1619292,0.9911034,0.5612694,1.408549,0.8463525,0.6445863,0.3303616,0.8168361,1.4057721,0.5868364,1.1574731,1.1007154,1.1650441,0.8766304,1.0980363,1.1215878,0.80540353,1.1065346,1.3624253,1.3782222,1.3834012,0.81318843,1.1377711,1.2113528,1.1274172,0.6932103,1.304374,1.0009432,0.93726313,1.2954288,0.98178315,0.7961972,1.442771,0.8797038,1.2614397,0.79103446,0.7667874,0.416555,1.1076434,0.7671949,1.5086668,0.78581834,0.78973114,1.1172235,0.86421555,0.41888976,1.1940076,1.3576288,0.9281857,1.1528214,1.2500947,0.85746443,0.6247342,0.0,0.53896004,0.6525227,1.2727863,1.2810105,0.75636715,0.5879516,0.8548641,1.311106,1.3039507,1.3436152,1.4369884,0.9335966,1.3649538,0.82876843,0.75331336,1.2947354,1.2743663,0.44880348,1.0299579,0.7030183,0.87702966,1.0764776,0.6416441,1.4711308,0.9141593,1.071003,1.1301669,0.7719698,0.65505517,0.6149391,0.5061945,1.3851464,1.1288984,0.88255036,0.8455838,1.439261,0.7882484,1.0194662,1.3759887,1.2475307,1.3910366,0.9874885
pants,0.94536453,0.85502416,1.1414891,0.5597632,1.3560243,1.2980983,1.2078481,1.2682253,0.90354997,0.7893364,1.1976539,0.968146,0.827776,0.7712997,0.8059486,0.960959,1.3704786,1.3054452,1.1672908,1.0280087,1.1953106,0.94718224,1.1758063,1.2651908,1.2798951,1.291006,0.9570296,0.946129,0.5452744,1.3573923,0.78804815,0.94861025,0.5293208,0.88539994,1.3100383,0.97223043,1.2124268,1.1721909,1.285933,0.76855606,0.9723909,1.0539811,0.9428839,0.9824682,1.1904085,1.2873919,1.3601408,0.87772816,0.9874968,1.3705873,1.2172931,0.7384163,1.1392233,1.0068079,1.0966471,1.3750837,0.971812,0.779057,1.2540648,0.92783576,1.1741279,0.91530824,0.81800365,0.11728263,1.0897194,0.8159411,1.3251534,0.49983382,0.98698705,1.0806973,0.78057706,0.56966656,1.1343741,1.2252316,1.1400374,0.85433704,1.162566,0.5845345,0.86091805,0.53896004,0.0,1.0379374,1.2171621,1.1753922,0.7895163,0.93559426,1.0947977,1.344608,1.3022795,1.2892267,1.2203068,1.0021259,1.2383218,0.7112025,0.8253402,1.2824603,1.2246317,0.4317698,1.0798658,0.26554203,1.0854366,1.0810558,0.90158176,1.3031652,1.0400212,0.9313247,1.1210697,0.93345994,0.67447853,0.45103776,0.81686807,1.4591744,0.97046524,0.7749311,1.0162199,1.469196,0.88396025,1.1329279,1.2767315,1.0885402,1.2400174,0.9417694
paper,0.8326952,0.864882,1.1971419,0.958341,1.1673605,1.2433459,1.0724692,1.025599,0.9537885,0.6738475,1.316644,0.8889566,0.72054374,1.0236807,0.60864455,0.9346435,0.7851081,1.1921816,1.155068,0.8275523,1.0857041,1.0284585,1.148171,0.9960116,1.3561335,1.3622469,0.9998799,1.1253592,0.9224857,1.1316214,0.9446707,0.7147571,0.8010621,0.6339853,1.2452418,0.71608436,0.9664054,1.0083976,0.81110716,0.98644537,0.86966956,1.1256667,0.9677549,1.0795205,1.196035,1.196181,1.1393636,0.86157775,1.1786761,0.9112911,1.0165197,0.96174604,1.3020744,0.9005391,1.0504365,0.9308511,1.0485765,0.9575134,1.3233192,1.0509756,1.2145103,1.0557215,0.88647914,1.004567,1.1491027,1.0279182,1.1836607,0.9452703,0.736559,1.010353,0.68717,0.68603754,1.1702988,1.3268049,0.47166336,1.0721897,1.1706314,0.9686987,0.78228444,0.6525227,1.0379374,0.0,1.1537205,1.1132557,0.9784126,0.73474723,0.7976395,1.1156582,0.99363333,1.2141051,1.1796625,0.9993861,1.054611,0.98062307,1.0454077,1.1924098,1.2114973,0.889356,1.0467333,1.0110195,0.84786403,1.0470124,0.89263743,1.2888367,0.9417156,0.99531126,1.07477,0.98620486,0.9961134,0.89767843,0.658639,1.0661936,1.1412536,0.83764666,0.5584579,1.0826895,0.80696046,1.005528,1.2172714,1.1890017,1.2960092,1.0131329
pen,1.1490122,0.82616377,0.8869354,1.1408594,0.65808386,0.65054905,0.76459,0.7983382,1.2185396,1.3476074,0.4401093,1.0336161,0.9977374,1.2218474,1.2027066,1.2578609,0.6546614,0.77969515,0.9823459,1.0833824,0.9085612,0.73915726,1.1378028,0.8938084,0.63865846,0.8727282,0.92242134,1.1272521,1.3203733,0.8851901,1.2470158,0.9637672,1.3564895,1.1093991,0.24698538,1.306546,1.149419,1.1344182,1.0588557,1.2676761,0.94592744,0.8984575,1.1060284,0.7422583,0.95586467,0.5127933,0.8425669,1.018022,0.68513143,0.91132045,0.8445832,1.3345611,0.58108604,0.9551039,1.1402456,0.6207948,1.1267618,0.99587715,0.6276492,1.1374031,0.8805381,1.2413006,1.0700877,1.2941934,0.7109436,1.2415345,0.64573044,1.1865597,1.2509241,0.98745537,1.1529962,1.1756202,1.1750557,0.61266685,0.9420421,0.68847317,0.75589323,1.1511999,1.2369372,1.2727863,1.2171621,1.1537205,0.0,0.50674003,1.1278282,0.9616077,1.0069377,0.97338986,0.85039043,0.89851326,0.8607856,1.0672967,0.90540624,1.2821224,1.1038703,1.0187553,0.69917786,1.3089851,0.9865691,1.1106573,1.2141685,1.1260016,1.2999219,0.62259895,1.0091563,0.7837485,0.85317194,1.3011687,1.3769627,1.3038255,1.3540982,0.965989,0.81842303,0.87940097,0.9379041,0.8542102,1.3120794,1.0716718,0.9832673,1.0123608,0.5035521,1.0042833
pencil,1.2905347,0.76721287,0.8377013,1.1596248,0.796656,0.7593944,0.60421956,0.8249022,1.0369273,1.2876697,0.53511536,0.87855506,1.1597484,1.232934,1.2106974,1.0432069,0.82530105,0.8432678,0.9321176,1.004415,0.7913017,0.65112126,1.0241333,0.8818494,0.6834564,0.8665247,0.75535744,1.1808599,1.219537,0.93508697,1.166177,1.0406908,1.298197,0.9435823,0.5906951,1.1980007,1.1472238,1.1825395,1.1702089,1.2015078,0.810428,0.818166,1.1957355,0.7931023,1.030846,0.7441524,0.86794966,1.1656191,0.86919993,1.0352303,0.9499386,1.2546444,0.67709804,1.045223,1.205147,0.7300087,1.0879589,1.0937129,0.73393786,1.142195,1.0835392,1.2130837,1.1760589,1.2016714,0.8639255,1.1461463,0.8396591,1.1305094,1.0958827,0.8865617,1.0595753,1.1192468,1.160873,0.6917069,0.931741,0.8022329,0.7193575,1.0436603,1.2571001,1.2810105,1.1753922,1.1132557,0.50674003,0.0,1.1172343,1.0619484,1.0772623,1.0146782,0.83926594,0.9391092,0.7475,0.9788571,0.8165844,1.1873809,1.1470771,1.0849715,0.76563334,1.2418991,1.016484,1.0113591,1.0554327,0.9925115,1.1979918,0.63891274,1.0347986,0.85860664,0.9762033,1.1756982,1.2793753,1.2398527,1.2371767,0.898916,0.8680459,0.9960691,1.019344,0.81671786,1.2072629,1.1759753,1.019795,1.0467921,0.65248513,1.1060317
pig,0.9871872,0.96952,0.9765089,0.5486583,1.0595571,1.0856204,1.1614994,1.2968309,0.93645453,0.81876224,1.1230083,1.0222137,0.90302134,0.80806386,0.9054898,1.0049922,1.3540816,1.3509487,1.0213634,1.095003,1.1140795,1.015271,1.2099437,1.0814656,1.3548284,1.3159655,0.95047045,0.8928675,0.7944155,1.2679708,0.80101395,1.020676,0.72948015,0.78582513,1.3044832,0.9474605,1.1492453,0.9890596,1.1581898,0.89093894,0.9123848,1.0116991,0.95694983,0.87563473,1.1847911,1.0912265,1.188912,0.8319079,1.0007569,1.1972245,1.0840732,0.9697215,1.0781229,0.7806227,0.90964246,1.2564386,0.90037847,0.62988675,1.2148643,1.0190575,1.1748265,0.8641393,1.0006158,0.73296374,1.212207,0.98135936,1.2250205,0.9382877,0.7495998,0.9606028,1.0693682,0.63033086,1.0958755,1.1218638,0.9702444,0.94041646,1.0409285,0.93647313,0.79637635,0.75636715,0.7895163,0.9784126,1.1278282,1.1172343,0.0,0.9441763,0.9862104,1.2197733,1.0178484,1.2419722,1.1241207,1.181897,1.2184547,0.9479053,0.8761185,1.2219095,1.219087,0.8064246,1.2274518,0.88339317,0.9797455,1.0189333,0.96184945,1.2720232,0.98640263,0.98061687,1.2390503,0.9731013,0.90512025,0.82499385,0.83475274,1.2479631,0.8812742,0.8807873,1.0336429,1.3616608,0.83833253,1.054699,1.2883826,1.0888798,1.1731482,0.9456718
pillow,0.7223693,0.81683147,1.0931938,0.9812149,1.107312,1.1005168,1.1208173,0.73880386,1.07764,0.7804264,1.1228675,0.9399467,0.8467989,1.0114912,0.23155749,1.1489712,0.74180627,1.1632558,1.221829,0.8775735,1.1247134,1.0251307,1.1454481,1.0073404,1.1331841,1.182303,1.106526,1.1301671,0.7765867,1.1099974,1.0451922,0.8568607,0.7057104,0.73800147,0.9715919,0.8633678,1.1871566,1.024896,0.8648855,1.0548064,1.0452662,1.1376188,0.9145382,1.1073972,1.0397288,1.0919919,0.90127003,0.9046141,1.0763279,0.945679,1.062609,1.2572193,1.149006,0.7699801,1.1463652,0.91071093,1.0568308,1.0146129,0.9989218,1.1644734,1.1145365,1.1887333,0.520259,0.9262425,1.2339709,1.0370759,1.1394546,0.9562269,0.8467303,0.9888322,0.9350897,0.6519206,1.2315981,1.1037471,0.5706636,1.0159951,1.1106519,1.1032925,0.8940917,0.5879516,0.93559426,0.73474723,0.9616077,1.0619484,0.9441763,0.0,0.9219425,1.0667095,0.977514,1.1508837,1.149218,0.6937732,0.99134934,1.092218,1.1293614,1.0987244,1.207593,0.79409456,0.8835762,0.8231168,0.95632195,1.1668054,0.94313467,0.98851305,1.0438522,0.77233917,1.1917038,1.1991346,1.0195047,0.84183335,0.97914994,1.0247976,1.0520824,1.1122106,0.37841296,0.996674,1.1241541,1.1201965,1.0766213,1.0427989,1.1255155,0.89696187
pizza,0.7761632,1.1388254,1.1509786,1.0265296,0.97872245,1.1573128,1.0923746,1.054472,1.0779619,0.7791162,1.0708892,0.99716854,0.98604894,0.8856813,0.8094163,1.0540366,0.8492889,1.1310766,1.0669656,0.8575675,1.0189891,1.2368323,1.1717426,1.1247561,1.1938862,1.1673479,1.1435258,1.0265381,0.9726778,1.0616261,0.9572655,0.8714019,0.9508929,0.8887564,1.0196838,0.8098594,1.0667979,1.0498993,0.9050637,0.9733546,1.1338576,0.97884923,0.8415352,1.1350472,1.1603699,1.0230914,1.0575104,1.047429,1.0639344,0.96128154,0.9925324,0.86391145,1.1042502,1.0671339,0.9608077,0.9361229,0.99592704,1.1481636,1.11734,0.86761934,1.1140131,0.91747564,1.0233841,1.0377337,0.91461176,0.9246026,1.0914115,1.1561825,0.9696103,1.0026877,1.0018559,0.9601953,1.019138,1.1261059,0.934471,1.1929353,1.0052748,0.9688387,0.7720574,0.8548641,1.0947977,0.7976395,1.0069377,1.0772623,0.9862104,0.9219425,0.0,1.1177794,0.9895142,1.1116089,1.015199,1.1719685,1.0496324,0.86489666,0.76360285,1.0498054,1.1285297,0.95951295,1.0353897,1.1820905,0.84200263,1.1003475,0.96091855,1.161618,1.0077736,1.1916022,1.008026,1.0156435,0.90483606,0.9966471,0.756269,0.98303866,1.1778679,1.0810353,0.92778814,1.048005,0.87615204,0.95629126,1.1642519,1.0664278,1.077517,0.86610353
plant,1.0967677,1.1719128,0.92395806,1.2900417,0.895931,0.88740456,1.0637434,0.7481203,1.0515587,1.2178813,0.97022825,0.97175837,1.1461791,1.1434091,1.2188439,1.0175573,0.8455216,0.7178074,0.82779944,0.96379775,1.0437856,1.049909,0.7844759,0.87673306,0.73512894,0.7378088,1.1046818,0.99918556,1.2740302,0.81365347,1.1662169,1.1411153,1.3309153,1.2817377,0.8834205,1.048136,0.8609859,0.8873281,0.9046544,1.1650515,1.0710064,1.0446917,1.0946128,1.1381347,0.66714275,0.8917362,0.6491296,1.1166296,1.0115651,0.93972856,0.80031645,1.1334865,1.0109706,1.0052156,0.9237793,0.91163677,1.1036379,1.204238,0.83661854,1.0191464,0.7785926,1.0948918,1.0744702,1.3773869,0.9281164,1.0038546,0.7782881,1.1471245,1.1294422,0.9523096,1.1090442,1.3545709,0.818309,0.9888775,1.0069159,1.1175568,1.0652764,1.1093037,1.1392642,1.311106,1.344608,1.1156582,0.97338986,1.0146782,1.2197733,1.0667095,1.1177794,0.0,0.87559307,0.76800257,0.97294676,0.96541035,0.92409754,1.0626254,1.1511413,0.7204399,0.83287597,1.2874304,0.8986244,1.2950525,1.0183446,0.89249325,1.0460126,0.8649631,0.93620175,1.0978844,0.925777,1.0101283,1.2040997,1.2236326,1.1443768,0.7010141,1.0788709,1.2022434,1.0577887,0.8045143,1.0252861,0.82466227,0.626652,0.8083228,0.9134005,1.0297749
plate,1.2233073,0.9496962,0.6843234,1.2723598,0.69549453,0.6732851,0.700137,0.798381,1.1262662,1.3596139,0.72168744,1.0985062,1.0045812,1.297788,1.1927824,1.1132348,0.71132046,0.5648951,0.65672743,1.0519338,0.7915547,0.97782457,0.71003026,0.7944027,0.670876,0.85983413,0.92272323,1.1998148,1.3825598,0.8113859,1.2517749,1.0643559,1.415273,1.0316439,0.6946383,1.237222,0.6244966,1.0819961,0.964489,1.3006701,1.0490088,0.9602559,1.1960623,0.8603962,0.8436972,0.79264414,0.77728426,1.051784,1.0124884,0.84492016,1.0314523,1.2473202,0.79526937,0.8847067,1.0917389,0.71094984,1.1446818,1.0391005,0.68466276,1.1495506,0.9913153,1.2108933,1.1526,1.357756,1.0635213,1.2988538,0.7005586,1.2184155,1.1618695,0.9301357,1.0937048,1.2713764,0.9970457,0.725257,0.9065217,0.95989335,0.80894935,1.2589293,1.2127167,1.3039507,1.3022795,0.99363333,0.85039043,0.83926594,1.0178484,0.977514,0.9895142,0.87559307,0.0,0.8609109,0.7475518,1.2007415,0.63150954,1.2755371,1.2541734,0.9212827,0.89418924,1.2379738,0.9591017,1.1778661,1.1430594,0.96228814,1.1385272,0.68560594,1.0934666,0.77954537,1.0409001,1.0782514,1.3716533,1.2221558,1.3109682,0.64761364,0.851356,1.0474612,0.9240326,0.7035215,0.732031,1.0510995,0.907443,1.0378394,0.67632794,1.0994929
pony,1.0925163,1.0693489,0.73480463,1.379626,0.7740589,0.7922021,0.82269,0.94131434,1.2990441,1.3872262,0.7716814,1.1566274,1.0868723,1.0291165,1.306826,1.2577332,0.8878477,0.68008894,1.069241,1.2227609,0.80979526,0.95649105,1.0001487,0.7722384,0.7184973,0.7854175,1.1288896,0.5970496,1.3788416,0.65113914,1.1897738,1.1397357,1.4086683,1.0828414,0.7207231,1.2950194,0.9991929,0.49606276,0.81998926,1.2353246,1.1965436,0.8593625,1.1061509,0.987782,0.7724308,0.76099133,0.59003687,1.0576973,0.8007456,0.8276669,0.9896949,1.2526202,0.76449513,1.0310227,1.091586,0.8204749,0.9462154,1.2529179,0.63577497,1.1437155,0.53259265,1.1437962,1.0774662,1.2469777,1.0227473,1.2372348,0.71302575,1.1253232,0.9726783,0.99112016,1.1980222,1.4021881,0.946443,0.6362909,1.0186585,0.95992696,0.90195495,1.3111064,1.1696103,1.3436152,1.2892267,1.2141051,0.89851326,0.9391092,1.2419722,1.1508837,1.1116089,0.76800257,0.8609109,0.0,0.6860248,0.8765767,0.834772,1.25481,1.1435097,0.32082546,0.9001928,1.3360612,0.9893213,1.1906984,1.1654488,1.1997977,1.3407747,0.66690993,1.0923688,0.99318194,0.99964225,1.2662821,1.1648353,1.2611974,1.4002562,0.83561873,0.84993577,1.1817148,1.067211,0.6043082,1.2957565,1.0884145,0.81014514,0.9985712,0.69389665,1.129223
