,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
crib,1.0156537,1.3423524,1.4148537,0.9271375,1.3160286,1.3967392,1.309224,0.30043757,0.50349075,0.19766545,1.2449973,0.96914786,0.74574965,1.320641,0.7480006,0.97589546,0.69335926,1.2973995,1.080884,0.63317615,1.4582475,0.5072153,0.91587,1.3185079,1.2393686,1.255981,1.2543567,0.8916021,0.605058,1.1240373,0.5353591,0.8271248,1.0079056,0.7204997,1.1249113,1.4340031,0.0,1.0292565,0.96030486,0.93884933,0.97282016,0.724958,0.9439478,1.3411349,0.96280694,1.3941913,0.9554323,1.2980161,1.0453602,1.0384358,0.99989563,1.2505734,0.803897,1.3975441,1.338618,0.8779206,1.069083,0.98097515,1.0432395,1.4104761,1.0838776,0.43926948,0.955397,0.90401566,0.9567652,1.1313934,0.31009704,1.2321441,0.94254816,0.9648062,0.8675985,1.2314372,1.4923737,0.90938103,1.2877132,1.2943207,0.796077,1.0753725,1.183155,1.0383132,0.78460646,1.2038451,1.2051048,1.2463124,1.033123,0.9108994,1.0899863,1.0882968,1.1277018,0.6761449,1.0157458,0.6877924,1.209138,1.2886811,0.6482031,0.80348814,0.96311766,1.0408493,0.9179597,0.95690423,0.9033077,1.4628854,1.4100237,1.3592145,1.0259298,1.2957633,0.9601093,1.3668666,0.6793711,0.83616203,0.8991117,0.44598925,1.2951465,1.4715427,1.255486,0.9098891,0.85264957,0.9380906,0.87412745,1.011384,0.98602533,0.34957862,1.4332234,0.6648936,0.8021419
cup,1.0574157,0.8915118,0.92651457,1.0729138,0.7859954,0.85175693,1.0356402,0.9875434,1.1299393,1.0153661,0.9431748,1.1254077,1.1229595,1.0984446,1.0990673,1.0360754,1.1280425,0.6500319,0.612322,1.0415608,0.87086165,1.0300732,0.20406932,1.102322,0.87952256,0.90590376,0.8305132,1.1142977,1.0952079,1.027699,1.093781,1.1019737,1.0060378,1.1468885,1.0429405,0.962843,1.0292565,0.0,1.1117401,1.1254435,1.0235038,1.2212018,1.2118375,0.80048263,1.0692873,1.0374163,1.0694245,1.0242192,1.087971,1.0829763,1.0696864,1.1320292,1.0028079,0.937183,1.021069,1.1021281,0.978011,1.164327,1.0690738,0.9225244,1.1375108,1.0677878,1.1332422,0.79098105,1.1532559,1.0747625,1.0798633,0.95284474,0.9406035,1.0744668,0.83677983,1.0764145,0.90872926,1.058437,1.1064385,0.81661105,1.0629582,1.0293767,1.0482789,1.1597931,1.0857081,1.0654802,0.9915637,1.0637971,1.2154336,0.91146296,1.1446291,0.7882414,0.9580873,1.0020487,0.8859902,1.099238,1.015558,1.0181993,0.868787,1.0085686,1.1073327,1.0857613,0.93223214,0.98088455,0.9397974,1.0017283,0.83882904,0.92542994,0.93375796,0.7876143,0.991796,0.87268096,1.097691,1.098837,1.0200113,1.0783577,0.7831273,0.8736242,0.9748975,0.86154664,1.1097411,0.7412226,1.0084555,1.0100353,1.0427222,1.0390618,0.8878445,1.1801996,1.0738297
deer,0.77959067,1.1548843,1.2096194,1.1170341,0.9801947,0.9813477,1.0048697,0.98109585,1.0185647,1.0624218,1.2015162,1.0349588,1.1931019,0.7915348,1.144395,1.0279874,1.0642357,0.9910756,0.87988436,1.0658243,1.0610138,0.86110294,1.020694,0.8692683,1.0807545,0.9387497,1.0852995,0.37062287,1.0046393,1.0100977,0.8990403,1.0940102,1.0285627,0.9994667,1.07264,1.121546,0.96030486,1.1117401,0.0,0.3223784,0.88657576,0.91544604,1.0932753,0.9544162,1.066462,1.2327807,1.0296167,0.8162135,0.9361644,1.117501,1.0892103,0.8020891,1.0770413,1.0339451,1.2280241,1.0136551,1.0340157,1.0959182,1.1956424,1.0840836,1.1948328,0.76387095,1.1081232,0.8462409,1.2260615,1.1421976,0.8758328,0.9611484,0.8537155,1.1864574,0.9908888,1.250221,1.1117501,1.0715455,1.1286123,1.0134773,0.9459515,1.0424749,1.244866,1.1758181,1.0297922,1.1768435,1.1075138,0.72935647,1.1730019,0.9552449,0.8429304,0.8993918,1.1470613,0.9432343,0.8657123,0.89670336,0.8511821,0.6537793,1.109936,1.1093575,1.1032234,1.05863,0.93489975,0.9811992,0.995604,1.099757,1.0358244,1.1727906,1.0556111,0.98685473,1.0309495,1.1388079,0.9289738,1.0511308,0.9567764,0.9936557,0.9248498,1.212653,1.0382147,1.0358939,1.0931028,0.87692237,1.0307071,0.9363628,0.9634508,0.7821508,1.1260457,0.94181144,1.0739411
dog,0.7930819,1.1500132,1.1692445,0.9896145,1.0594931,1.1323446,0.985988,0.9461531,0.8817463,1.0568279,1.157839,1.1227249,1.0576997,0.9794933,0.9673758,1.0043111,1.0095835,1.1190367,0.97564876,1.0204773,1.1309885,0.8194562,1.0458746,1.0156835,1.1410699,1.0878657,1.119066,0.038451076,0.8006104,1.1292696,0.8842818,1.1257381,1.085458,0.79479307,1.1398451,1.264253,0.93884933,1.1254435,0.3223784,0.0,0.8320492,0.910484,1.0021456,1.0437821,1.1113806,1.1828691,1.0952474,1.0895648,1.010514,1.0770454,1.0861588,1.0847058,0.961678,1.1091403,1.1012037,0.9736809,1.1230143,0.9308188,1.0225666,1.1154197,1.0940121,0.6396786,0.9868228,0.920715,0.9657076,1.2180836,0.8235109,1.1612073,1.0007116,0.99984825,0.98977715,1.1813565,1.1697309,0.9122171,1.168098,1.1414651,0.848762,1.1361258,1.0699301,0.9028624,1.0108231,1.2559345,1.2474577,0.7965467,0.9813445,1.009951,0.86773056,0.996206,1.0280495,0.80999064,0.96519756,0.8512393,0.8947547,0.74981964,1.0533262,1.194947,0.9557468,1.0172395,1.0163938,0.9814129,1.0463895,1.1119878,1.133065,1.1865263,1.1019602,1.1119874,0.97901356,1.168917,0.8504563,0.9088425,0.96848285,0.869472,1.0729079,1.1922628,1.1250085,1.0805815,0.91339976,0.9528308,1.007526,1.0074843,1.0354143,0.7011856,1.2140939,0.929469,1.0167973
doll,0.8903494,1.0039526,1.0006577,0.91440225,0.909034,1.0315659,0.7914988,0.78046757,1.2133363,1.0522096,1.1999264,1.3090423,1.0029206,0.9564165,0.9763801,1.1678474,0.7589693,0.9139942,0.896127,0.85374355,0.9558636,1.0195029,0.9583767,0.76216507,1.1448092,1.1310818,0.98753697,0.8931603,1.1423903,0.89720124,1.0310496,1.1627738,1.0045595,1.1619396,0.99486065,1.1292553,0.97282016,1.0235038,0.88657576,0.8320492,0.0,0.9764614,0.9975199,0.86125463,1.0956748,0.81629765,1.0917143,0.97939134,0.70076597,0.9451959,1.0979925,0.9184826,0.8370139,1.0081087,0.915486,1.2133495,0.87019044,0.9994279,0.72656554,0.9124419,1.2112342,0.9584849,1.1246247,0.9227522,1.0740849,1.1590618,1.0143722,1.102154,0.8704857,0.91914487,1.114786,1.1427478,0.94493574,0.9204778,0.9556567,0.91163355,1.117096,1.1726902,1.036958,1.1641406,1.0212579,1.1015937,1.184887,0.8045331,0.97565347,1.002707,0.9751019,0.8771199,1.0643929,0.7675257,1.0329944,1.1273971,1.0171843,0.91208684,1.0926945,1.0171361,1.0744351,0.83790445,1.0497382,1.2520723,1.1466224,0.9717492,1.0507653,1.0616053,1.053106,1.0116837,1.1180145,1.0070423,1.002824,1.0134423,1.1122805,1.0225116,0.7445952,0.8946304,1.0340035,1.132535,0.8592897,0.45099324,0.8528818,1.1809002,1.1084585,0.98106456,1.0391467,1.1243402,1.1165117
door,1.0320052,1.1495199,1.157459,0.9292106,1.1362911,1.1472744,1.0872089,0.83518136,0.6779288,0.8502274,1.0255821,1.0486367,0.9947208,1.095846,1.1066272,1.1503906,0.94900167,1.0820014,1.0466061,0.82360387,1.2290189,0.5341431,1.0527713,1.0665107,0.8502238,1.1630871,1.0695193,0.88115793,0.72513366,1.0238464,0.35294437,0.9210775,1.0696317,0.7351145,1.0817925,1.1660173,0.724958,1.2212018,0.91544604,0.910484,0.9764614,0.0,0.56422067,1.1397972,1.1018201,1.1396571,1.0499871,1.1347059,0.88009477,1.1648016,0.99447024,1.0821918,0.9302547,1.1781387,1.2054226,1.0747267,1.0959479,0.8619327,0.9913444,1.2482004,1.100038,0.6387745,0.98733056,1.0326657,1.1429802,1.0924181,0.7737749,0.901488,1.0954415,1.1968399,1.2292228,1.0652853,1.1891168,0.9000363,1.1205441,1.2007024,0.46474403,1.2025284,0.9008105,0.87470704,0.9221386,1.0181612,1.0473638,1.1270398,0.8975742,0.95465225,0.97215986,1.0887164,0.81252444,0.9135451,1.0021666,0.40543926,1.1815033,1.130655,0.8946771,1.0972524,0.94686276,1.1419506,0.9459,0.9907845,1.1825081,1.222039,1.2060311,1.1261567,1.0995353,1.0790994,1.1681297,1.1836405,0.9240428,0.80678236,1.0125449,0.9032053,1.1935295,1.1956666,1.0521456,0.92042,1.0911441,1.1586078,0.96063066,1.0662303,0.9206321,0.6799277,1.190241,0.46286833,1.0391293
drawer,0.8358378,1.1192727,0.9220154,0.9740512,1.1425999,1.2709066,0.88168436,0.8971615,0.758453,1.0089611,0.77079177,0.9845013,1.0501755,1.1500497,1.0560783,1.0027772,0.8339391,1.1671319,1.0431837,0.7796731,1.1013707,0.636842,1.1035448,1.0214859,0.99574846,1.1767671,1.0704048,0.98963565,0.8158509,1.0538396,0.9029658,0.819213,1.0971258,0.8798972,0.9527811,0.92819947,0.9439478,1.2118375,1.0932753,1.0021456,0.9975199,0.56422067,0.0,1.1553873,1.0560827,0.9130047,1.1331831,0.9198046,1.0603275,1.1132562,0.80911076,0.8820814,0.9053388,1.0902323,1.0890124,1.1441197,1.064877,0.9227148,0.90697294,1.1310372,1.1177722,0.89908767,1.1026566,1.1568887,1.0535202,0.81535804,1.0335242,0.93981147,1.1948639,1.0666583,1.2825457,0.6994669,1.045604,0.7825435,0.9007511,1.2095729,0.69475764,1.0760361,0.8436267,0.91355735,0.8512362,0.72782284,0.906299,0.90751565,0.7005634,1.1422732,0.86529505,1.1449833,0.62623465,0.92429686,1.0549098,0.76787925,1.128135,0.98646826,1.0548624,1.0502986,1.047325,1.0860525,1.0367546,0.870002,1.2595823,0.9862633,1.0940229,1.0499793,1.1131805,1.0956104,1.1418096,1.0079178,1.0738286,1.0129226,1.0936829,0.9237528,1.0858968,1.0950398,1.0622329,0.87723565,0.95806956,1.13855,0.92900693,1.1023184,1.0850286,0.8690361,1.0661461,0.8691796,1.0902599
egg,1.0878596,0.74041414,0.5899948,1.2188029,0.11812687,0.35644382,0.76039374,1.2141298,1.4261944,1.2692705,0.8680369,1.1921885,1.2248099,0.7689876,1.2928813,1.2205933,1.2726953,0.56437135,0.6739968,1.1623074,0.4812001,1.2675192,0.9282685,0.84608155,0.7568892,0.8041698,0.7212106,1.078997,1.348854,0.91085696,1.2812568,1.2617272,1.0886863,1.2397732,1.0872159,0.71142554,1.3411349,0.80048263,0.9544162,1.0437821,0.86125463,1.1397972,1.1553873,0.0,1.130923,0.78846514,1.09982,0.79015505,0.87962204,1.1446126,1.0902897,0.87595195,1.2798822,0.7154522,0.88168204,1.2566184,0.8657435,1.1378472,1.0681762,0.5947113,1.1127127,1.2404795,1.2070228,0.9042092,1.3252041,1.0657936,1.3210295,0.65530634,0.8504115,1.25587,1.2437143,1.05102,0.4960925,1.0674736,0.90731776,0.4941926,1.2015982,1.0824136,1.0083193,1.1128249,1.1475884,0.87606347,0.84820753,0.8392391,1.0474166,1.062239,1.0334605,0.7512227,0.9174218,1.1883051,0.9254582,1.2928083,0.82162476,0.8384944,1.1794538,1.1938351,1.2134056,1.0582966,1.1323005,1.075881,1.1906971,0.6879127,0.55386335,0.735952,0.9734082,0.38692504,1.1710147,0.6886948,1.2609189,1.205859,1.2588042,1.4087946,0.52128243,0.6298529,0.79691494,1.1117057,1.205316,0.8390014,0.9919362,1.1417928,1.0759602,1.3093033,0.69007885,1.2862225,1.1468685
face,0.9298932,1.2379916,1.2277445,1.0030326,1.1293573,1.1004623,1.2364557,0.9556688,0.89827245,0.8576465,1.1025636,0.96540684,0.93889135,1.1764021,0.90545595,0.85493124,0.8937114,1.2616751,1.1468905,0.9097216,1.1748803,1.0724957,1.0545877,1.1458485,1.2352508,1.1533881,1.1514486,1.0975122,1.1022174,0.3448735,1.0061368,0.7618661,0.81433177,1.0946729,0.89707416,1.1688219,0.96280694,1.0692873,1.066462,1.1113806,1.0956748,1.1018201,1.0560827,1.130923,0.0,1.0948553,0.7753514,1.0127548,1.1445332,0.8321138,1.0974334,0.9683866,1.0478067,1.1719979,1.177038,0.8544573,0.85294735,0.98871523,0.91260856,1.2025628,1.007948,1.0503771,0.949643,1.0366439,0.9360817,1.0229578,1.0218148,1.1388246,0.86187506,0.91309524,0.90972567,1.0859015,1.1599927,1.166263,0.9201983,1.044609,1.0322901,0.6152821,1.2011038,1.0777196,0.9030479,1.1363349,1.0711101,1.0148801,1.1010833,0.95972484,1.0469921,0.90119606,1.1321797,1.0248247,0.99194556,1.0556536,1.0380187,1.1029403,1.011232,0.9264529,0.9366381,0.94377804,0.92017406,0.9767813,0.89795905,1.2369092,1.2218775,1.2334133,0.8167727,1.1170905,0.87455875,1.1948482,1.0318724,0.9925551,0.9654261,0.85018575,1.0868858,1.2258179,1.1507533,0.9761049,1.0286477,0.9829215,1.0806323,0.9306727,1.1001084,1.0866774,1.1832194,0.9827197,0.9127126
finger,1.1198145,0.6622611,0.3607688,0.9403568,0.78461796,0.83736855,0.6800869,1.3010967,1.3240107,1.2755111,0.8545037,1.2081714,1.033669,0.86645424,1.2243605,1.2155836,1.210736,0.79005545,1.0545306,1.2503018,0.66431797,1.3472832,1.1452883,0.8312129,0.87667537,0.9976168,0.7278145,1.2089552,1.3160336,1.0624886,1.3098215,1.1069072,1.1128424,1.2293568,0.84796333,0.6201272,1.3941913,1.0374163,1.2327807,1.1828691,0.81629765,1.1396571,0.9130047,0.78846514,1.0948553,0.0,1.176947,0.8869434,0.9918475,0.89664066,0.9212446,0.90259564,1.0677131,0.68187624,0.6267099,1.238954,0.81784004,0.90294415,0.39688444,0.6983454,0.94520694,1.3664179,1.0726446,1.1398394,1.0318089,0.9497622,1.4001691,0.88061255,1.1337743,1.0398616,1.2426347,0.60088295,0.38308626,0.98075867,0.69653565,0.8352559,1.2296453,0.9196422,0.5488277,0.89570826,1.2526753,0.738896,0.8485272,0.79574275,0.96733344,1.1737496,1.0518609,1.1314557,0.7817869,1.2294692,1.0884542,1.2981608,1.0579411,0.8771372,1.1972035,1.1590112,1.0515829,0.9489573,1.1900713,1.2415038,1.169536,0.6173111,0.76723075,0.67271364,1.1363888,0.830876,1.1901635,0.57475126,1.2752271,1.1368052,1.2208501,1.4325945,0.83172756,0.2391935,0.8965239,1.0437044,1.0568814,1.0694778,1.155848,1.2048527,1.1443797,1.4430561,0.46493316,1.2401177,1.1740189
firetruck,1.168032,1.1513759,1.2054819,0.96522266,1.1461103,1.182798,1.243306,0.9695706,0.82494813,0.85526764,1.1594431,0.9531197,0.7941389,1.1627789,0.941758,0.81627166,0.84575903,1.2444726,1.1724387,0.8775238,1.162862,1.0672996,1.0962569,1.0616875,1.2101237,1.1353099,1.1121168,1.0787023,0.99596375,0.7855581,0.8739149,0.94630075,0.83674854,0.94585466,0.95345867,1.2451941,0.9554323,1.0694245,1.0296167,1.0952474,1.0917143,1.0499871,1.1331831,1.09982,0.7753514,1.176947,0.0,1.1547811,1.0817078,1.046812,0.9731514,1.1330605,0.9865898,1.2439309,1.2181408,0.76814276,0.9459853,1.0359259,1.1030055,1.2370178,0.827455,0.96989506,0.8415452,1.0447158,0.9535501,0.9198298,0.8893441,1.2045909,1.1117029,1.0248821,0.79481643,1.1489626,1.1952153,1.254855,1.0674706,1.0228148,0.9748885,0.88382524,1.251867,0.93999285,0.92271346,1.2496846,1.2054017,1.1109917,1.1987392,0.9938005,1.2353983,1.0090449,1.1439722,1.1423274,1.0768999,0.91552645,1.1171445,1.1467929,0.8527293,0.8254287,0.8759007,1.1273209,0.9910085,0.9292749,0.7915832,1.2850958,1.1505079,1.1754361,0.7445204,1.1211494,0.7474936,1.1822708,0.87815106,0.94117343,0.88957614,0.7102637,1.0744189,1.2165806,1.1750137,0.9774453,1.1423643,0.90621483,1.0463337,0.8942723,0.98027706,1.0184307,1.1812315,1.0356513,0.8407719
fish,0.43302304,0.86899537,0.71067244,1.3234465,0.71670616,0.56734335,0.59726775,1.2397745,1.4372702,1.2401917,0.59053814,1.0739632,1.3195722,0.56602544,1.3468025,1.2772136,1.0488718,0.6072037,0.7581153,1.1471108,0.6697683,1.3221321,1.1242653,0.47496474,0.61588097,0.7457267,0.67242175,1.1499684,1.5011349,0.76387966,1.3353257,1.1867075,1.1997098,1.5088934,1.0389732,0.3124721,1.2980161,1.0242192,0.8162135,1.0895648,0.97939134,1.1347059,0.9198046,0.79015505,1.0127548,0.8869434,1.1547811,0.0,0.72545296,1.0996257,0.96455944,0.08703488,1.3341377,0.59720576,0.93229663,1.2492138,0.8616518,1.2800815,1.234598,0.5975984,1.0793848,1.3479767,1.4197491,1.0034869,1.4013307,0.8839273,1.4504404,0.45117688,0.9616537,1.2936413,1.3501506,0.8272214,0.6096971,0.9826659,0.8185291,0.8302205,1.3539634,0.89305246,1.137046,1.3186644,1.1662328,0.37270713,0.36581147,0.6002918,0.82336664,1.108433,0.7764479,0.8425502,0.8327664,1.1329015,0.9898313,1.4241846,0.82460314,0.3607028,1.3078611,0.9511259,1.395184,1.04102,1.1221218,1.0462819,1.1614763,0.605616,0.62343454,0.7520175,1.2417792,0.83405447,1.3193302,0.5689455,1.3812855,1.4744813,1.2351663,1.4891052,0.6023649,0.8319613,0.69177413,1.21436,1.0774271,0.77289104,1.0764171,1.1351653,0.9544785,1.3997223,0.6241472,1.291336,1.2353736
flower,0.8020657,0.80252635,0.9569137,1.1162105,0.82071346,0.64993906,0.6983431,0.8694196,1.3175298,1.1352687,0.9771037,1.1678616,1.1710566,0.69947684,1.0725939,1.3169956,0.8774059,0.6747724,0.760756,0.9259883,0.8893802,1.1561357,0.9394526,0.57703465,0.73923546,0.86981225,0.87283283,1.0606433,1.299314,0.80758405,1.0460733,1.1471685,1.1651973,1.3275349,1.1367137,0.74000466,1.0453602,1.087971,0.9361644,1.010514,0.70076597,0.88009477,1.0603275,0.87962204,1.1445332,0.9918475,1.0817078,0.72545296,0.0,1.0774913,0.9057701,0.69359505,0.9310517,0.81793535,0.8738367,1.3411089,0.7255387,1.0611745,1.1773015,0.7895795,1.1563096,1.18448,1.3383992,0.9388315,1.2333431,1.0714766,1.1700422,0.757234,0.8384594,1.1394548,1.2856679,1.0353138,0.8694278,0.8374814,0.9068401,1.0355213,1.1018243,1.1844032,1.0494246,1.2777929,1.0416834,0.79643106,0.8510995,0.9621607,0.7403756,0.84248996,0.790619,0.75541484,1.1613189,0.7964183,0.9443823,1.1057308,0.9027092,0.7644756,1.1344068,0.9379341,1.2418051,0.9027541,1.1087775,1.2184901,1.2321143,0.8239911,0.9206092,0.8223255,1.2725487,0.83159065,1.33549,0.8325052,1.1271257,1.2519934,1.265788,1.2291031,0.6877308,0.865847,0.76562244,1.1315911,0.849892,0.67311555,0.92237335,1.146885,0.9890704,1.1349059,0.917168,1.1076746,1.1510384
foot,1.0881895,0.890057,1.186947,1.0385566,1.1908349,1.1359863,1.0793794,0.9601579,1.0589819,1.0592306,1.0655272,0.87861997,0.9671894,1.0499746,0.8490627,0.9538315,0.99102306,1.1257378,1.0820742,0.9792032,1.2004468,1.0955098,1.0334371,1.1323801,1.1966743,1.1007,1.1985179,1.1021627,0.93952453,0.9509706,1.1638348,0.8800157,0.92099166,1.0504822,0.9426513,1.1607718,1.0384358,1.0829763,1.117501,1.0770454,0.9451959,1.1648016,1.1132562,1.1446126,0.8321138,0.89664066,1.046812,1.0996257,1.0774913,0.0,1.1998466,1.0456913,1.065059,1.083485,0.6863566,0.95847046,0.94024646,1.0259697,0.77673846,0.9797741,0.9227091,1.1809447,0.9244587,0.98369366,0.6369271,1.0661827,1.008841,1.1521947,0.894185,0.6054434,0.777172,0.9803654,1.121145,1.0914274,0.77346486,1.1292088,1.1119064,0.76834524,1.0632938,0.93184626,1.0451764,1.0941203,1.0797406,1.0786294,0.9854189,1.0193776,1.1848918,1.0258421,1.0882677,0.9160296,0.9028916,1.1208587,1.118916,1.1338303,1.0110543,0.9466401,0.90927386,0.24120414,0.9221051,1.1405658,0.93371284,0.79295564,1.2893808,0.9790038,1.0381958,1.1125841,0.9276255,1.2017373,0.8533498,1.0004817,0.9401349,1.0624787,1.0515981,0.9049253,1.1646262,1.0291219,0.862105,1.0124141,0.8847895,1.0627443,1.0112314,1.1018702,1.1119454,1.1054848,1.054582
fork,0.92202187,1.0328516,0.8277438,0.92341393,1.1313238,1.1311381,0.86360407,0.85870874,0.84460974,1.0313809,0.968701,1.1622621,0.97109365,1.1020216,1.0304215,1.0956739,0.9232605,0.94807965,1.0909741,1.0341572,0.98082376,0.86891073,1.116436,0.9435304,0.93400335,1.0995114,1.0458925,1.0687519,0.9671149,1.0170915,1.0718769,0.993073,1.1139603,0.91603184,0.95695966,0.8469327,0.99989563,1.0696864,1.0892103,1.0861588,1.0979925,0.99447024,0.80911076,1.0902897,1.0974334,0.9212446,0.9731514,0.96455944,0.9057701,1.1998466,0.0,0.96647596,0.8106431,1.0338688,1.0359988,1.1480548,1.0503278,0.94986767,1.0393636,1.050255,0.95851785,1.0140293,0.9723958,1.196118,1.0326195,0.8220785,1.0212711,0.9855275,1.2281629,1.066155,1.1194044,0.8518624,0.9794238,0.8856433,0.97886395,1.1019613,0.9365646,1.1030091,0.9769415,0.7709867,0.9895273,0.7880049,0.88463485,0.96262085,0.875428,1.1025052,0.7637549,1.1832471,0.8561985,0.9531427,1.1452526,0.9868,1.1391456,1.007605,0.8357798,0.91036874,1.0600971,1.1495382,1.1525263,0.9811144,1.1805905,0.93989456,0.8708421,1.0095958,0.9575343,0.9476558,1.0884609,0.8952397,1.0003449,1.0835841,1.1441253,0.9025039,1.0064651,1.009839,1.0243902,0.77450573,0.9942432,1.068938,1.161523,1.1045691,1.1546608,0.9107094,0.96502316,1.1334144,0.96176827
frog,0.4054581,0.8846694,0.8312455,1.2930298,0.81876147,0.6696378,0.54037297,1.1485753,1.4121534,1.2050667,0.7044881,1.0086867,1.3022977,0.5702255,1.3174815,1.2456808,1.011807,0.6715801,0.78465927,1.105698,0.69238883,1.237633,1.1496061,0.44564998,0.6992425,0.8250494,0.83540356,1.1440026,1.4656386,0.72077876,1.3035367,1.1109767,1.1365018,1.5052323,0.9739406,0.41128087,1.2505734,1.1320292,0.8020891,1.0847058,0.9184826,1.0821918,0.8820814,0.87595195,0.9683866,0.90259564,1.1330605,0.08703488,0.69359505,1.0456913,0.96647596,0.0,1.3179905,0.6611313,0.92130524,1.260498,0.84945345,1.2791008,1.2093892,0.67725694,1.1180936,1.3003216,1.4286351,0.95970345,1.3670515,0.8548459,1.3971758,0.53426045,0.90385604,1.2648432,1.3458245,0.85003346,0.69832516,0.9980673,0.7787608,0.8685889,1.3512404,0.87935346,1.1527601,1.3343763,1.170117,0.4450056,0.4628299,0.6305079,0.80342716,1.0972426,0.7953714,0.84391457,0.9235474,1.1001431,0.9723695,1.4066582,0.8645866,0.40704226,1.3003316,0.8766639,1.3805134,0.97672915,1.0929344,1.0562854,1.150821,0.63934743,0.72974044,0.78971374,1.2068642,0.8579587,1.3129498,0.70367014,1.3296962,1.435983,1.2236688,1.4555899,0.57872915,0.88269603,0.673126,1.1428573,1.048302,0.7602956,1.0647924,1.1772692,0.94823706,1.3451257,0.7319894,1.2794089,1.2600424
glass,0.986551,1.2897046,1.1062921,0.53474367,1.2235131,1.3563014,1.0149076,0.6766761,0.7092865,0.93816835,1.3153663,1.2116768,0.8996576,1.4051504,0.8374609,0.856107,0.73764354,1.1866158,1.1006515,0.7591319,1.2717493,0.7253026,0.96413445,1.1286014,1.3335302,1.259294,1.1559,0.934392,0.7896076,1.1082602,0.74120224,1.0621201,0.9445283,0.8081776,1.0305505,1.3314192,0.803897,1.0028079,1.0770413,0.961678,0.8370139,0.9302547,0.9053388,1.2798822,1.0478067,1.0677131,0.9865898,1.3341377,0.9310517,1.065059,0.8106431,1.3179905,0.0,1.2994127,1.2300676,1.0429963,1.0199037,0.8071522,0.7308595,1.3869102,1.1471963,0.7524953,0.8318846,1.0362271,0.8541262,1.0775057,0.71368736,1.4072287,1.0005939,0.8694562,0.9185802,1.0660051,1.2760394,1.050208,1.139223,1.172164,0.7975558,1.2149484,0.93029946,0.8900548,0.8307898,1.2295359,1.3095415,1.1131773,1.0638579,0.82589144,0.87327796,0.99007,1.0963627,0.6520105,1.1362895,0.7189196,1.2530797,1.253011,0.8977933,0.8756722,0.8442051,1.0411448,1.0362159,1.0237695,0.99899876,1.3472471,1.2670009,1.3228908,0.8947525,1.1809059,0.9011593,1.1251484,0.7881061,0.70717883,0.89808357,0.5725744,1.1911812,1.2602448,1.3148836,0.87351453,0.97328866,0.8622313,0.82857716,1.0145131,1.1942234,0.66554093,1.2748926,0.9582335,0.95866984
glasses,1.0598118,0.68867314,0.4636225,1.2428088,0.68662643,0.5795834,0.57757664,1.3024663,1.5182716,1.3546065,0.7966483,0.97596276,1.2659101,0.5699108,1.3718548,1.330147,1.2756107,0.53536534,0.68948126,1.2675804,0.41840827,1.3690882,1.1383064,0.6339928,0.53528047,0.5596763,0.5255292,1.1359978,1.4386845,0.89640266,1.3147113,1.2676327,1.19663,1.3912287,1.1035637,0.40318048,1.3975441,0.937183,1.0339451,1.1091403,1.0081087,1.1781387,1.0902323,0.7154522,1.1719979,0.68187624,1.2439309,0.59720576,0.81793535,1.083485,1.0338688,0.6611313,1.2994127,0.0,0.7605414,1.2748175,0.98619014,1.0407819,1.1316503,0.3194275,0.9697682,1.3421586,1.2529403,0.94294345,1.3253422,0.9263506,1.4170394,0.57624555,1.1214175,1.2473346,1.246379,0.6604655,0.38162196,1.1146173,0.79749465,0.7036053,1.2982786,1.069404,0.88621897,1.2409282,1.2431488,0.67151576,0.6932939,0.79360634,0.99873054,1.0926065,1.0015848,0.9515397,0.9638967,1.2071384,0.86169326,1.3597372,0.84376323,0.6314488,1.3159883,1.0938123,1.301964,1.0086842,1.1474129,1.1728557,1.1974766,0.42634988,0.42732608,0.62671256,1.2822797,0.8073642,1.28908,0.37205774,1.3000672,1.3630325,1.2419255,1.5679085,0.55184793,0.54825985,0.5346796,1.2513872,1.2159114,1.0118983,1.0080732,1.1634254,0.87016666,1.3893234,0.25897598,1.206376,1.1808238
