,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
sock,1.1187688,0.05855924,0.6524515,1.2850276,0.79961014,0.5547076,0.69832623,1.2362231,1.4455885,1.2828425,0.539431,0.9697484,1.1116201,0.6160708,1.1524353,1.3629698,1.1527212,0.58266115,0.6704277,1.1947753,0.636245,1.3165321,0.86239576,0.7164916,0.56900984,0.742432,0.7778202,1.2408466,1.2307408,0.9484774,1.3278974,1.1466603,1.235878,1.2725931,1.0848702,0.60940456,1.3592145,0.92542994,1.1727906,1.1865263,1.0616053,1.1261567,1.0499793,0.735952,1.2334133,0.67271364,1.1754361,0.7520175,0.8223255,0.9790038,1.0095958,0.78971374,1.3228908,0.62671256,0.22493088,1.3176023,0.987154,1.217971,1.1323591,0.42912173,0.9947796,1.438142,1.2396097,0.94340205,1.14237,0.9768255,1.4081109,0.61910856,1.0405754,1.1196977,1.2628859,0.7819493,0.52634436,0.79414475,0.89894235,0.93414205,1.1668471,1.0610796,0.7315575,1.0291116,1.217121,0.6701729,0.76084745,0.8180455,0.71777445,1.0876793,1.0741012,0.89318067,0.9468485,1.1605775,0.8275237,1.2589391,0.8330925,0.6700097,1.1540365,1.0582364,1.1704893,0.95027053,1.1805811,1.2144288,1.2570668,0.35778338,0.7179464,0.0,1.2818155,0.622609,1.3655717,0.68237555,1.2362204,1.2761993,1.2854614,1.4985232,0.6610512,0.310071,0.70255417,1.1656445,0.91674566,1.1216848,1.1673305,1.2471434,0.84297913,1.4275978,0.6168606,1.1854963,1.1566979
soup,1.1369112,1.2715213,1.1794407,0.7836079,1.041874,1.149881,1.2525276,1.0261211,0.8201676,0.97374064,1.2233286,1.1550151,0.79311466,1.244091,0.96580124,0.8328557,0.94991136,1.1963747,1.1272289,0.9709926,1.1102657,0.9746267,1.0021853,1.2124707,1.3255882,1.2553167,1.2158227,1.0638618,1.0676501,0.98171806,0.9787156,0.7817825,0.35539615,0.98238474,0.40274,1.2308755,1.0259298,0.93375796,1.0556111,1.1019602,1.053106,1.0995353,1.1131805,0.9734082,0.8167727,1.1363888,0.7445204,1.2417792,1.2725487,1.0381958,0.9575343,1.2068642,0.8947525,1.2822797,1.3249003,0.8546084,0.9307135,0.9631293,0.95569885,1.3632205,1.017709,0.95264435,0.9039302,0.9817376,0.94654024,0.595785,0.99857444,1.254469,0.9519792,0.9901205,0.9596431,1.0619323,1.1228795,1.1663262,1.0537754,0.45192897,1.0090238,0.96915007,1.0896466,0.9515505,0.92691123,1.2392766,1.1838791,1.0983644,1.2905378,0.7979429,1.0377111,0.81942403,1.0547734,1.1627824,1.234495,0.9667986,1.0293525,1.250247,0.8856638,0.8472904,0.9529309,1.1224169,0.95970696,0.95846736,0.9947535,1.3716965,1.1050591,1.2818155,0.0,0.9312675,0.88584685,1.2451617,1.040741,0.9255127,0.9834018,0.7968477,1.0530142,1.2368504,1.2272675,0.83535004,1.1411425,1.0009332,0.990968,0.9390634,1.2474706,1.0674812,1.2520956,1.0385739,0.970757
spoon,1.0787467,0.6214012,0.85446686,1.2040664,0.50067556,0.45464146,0.7484489,1.1777773,1.406042,1.2607675,0.77237827,1.1988624,1.2362639,0.6860019,1.375288,1.269119,1.2285368,0.53805465,0.5752815,1.1391425,0.6345695,1.1648364,0.8163078,0.79923314,0.7392365,0.8649403,0.84498537,1.1491936,1.3582501,0.8221773,1.2638075,1.079082,0.97992796,1.3632329,0.9518418,0.72500783,1.2957633,0.7876143,0.98685473,1.1119874,1.0116837,1.0790994,1.0956104,0.38692504,1.1170905,0.830876,1.1211494,0.83405447,0.83159065,1.1125841,0.9476558,0.8579587,1.1809059,0.8073642,0.89750856,1.3380454,0.90884995,1.1627524,1.1211603,0.6607156,1.1169212,1.2265767,1.3230962,0.87761873,1.4292902,0.8992971,1.2606235,0.55206126,0.83590794,1.3762863,1.2995667,1.0110683,0.65591824,0.91666234,0.8713944,0.6677846,1.0542827,1.0461032,0.9943734,1.2306693,1.0659486,0.819064,0.8259076,0.85952485,1.052452,0.8563458,1.0900811,0.5730956,0.97206926,1.2118139,0.8356376,1.1407074,0.8729593,0.8561301,1.1789483,0.94125986,1.2822025,1.0376939,0.9893352,1.0765465,1.2494159,0.6798332,0.6505765,0.622609,0.9312675,0.0,1.2782055,0.85524726,1.2968268,1.3029491,1.3136251,1.423676,0.53769535,0.6367615,0.80280983,0.7249838,1.1584513,0.9912952,1.0789491,1.1671085,1.0739005,1.2415755,0.7816594,1.1774998,1.2189567
sprinkler,1.1126268,1.3014884,1.2478497,0.8497685,1.1682231,1.2956346,1.2959183,1.02416,0.71666753,0.92106295,1.3408788,0.7301532,0.95651555,1.2850771,0.7134729,0.17406482,1.0618541,1.4385812,1.2742325,0.994187,1.1087488,0.89630485,1.0192785,1.3261098,1.4484224,1.1564025,1.3144581,0.9690124,0.6722287,1.1414626,0.9241461,1.0654637,0.9746132,0.75710666,1.0751332,1.4475434,0.9601093,0.991796,1.0309495,0.97901356,1.1180145,1.1681297,1.1418096,1.1710147,0.87455875,1.1901635,0.7474936,1.3193302,1.33549,0.9276255,1.0884609,1.3129498,0.9011593,1.28908,1.1596081,0.5135296,1.1315676,0.9668182,0.9606482,1.3638855,0.85391605,0.8392346,0.69072187,1.1553794,0.5381695,1.2653822,0.74203044,1.4061291,1.0627811,0.5932177,0.29632908,1.2291456,1.3128543,1.3530257,1.181141,1.1283257,0.9568633,0.8737426,1.259731,0.8628377,0.9871885,1.4833269,1.3351026,1.1870241,1.3182595,0.9676529,1.1652427,1.1047535,1.1606243,1.0926574,1.1079488,0.9298808,0.99997884,1.3461071,0.9011346,1.1625735,0.8191433,1.058364,0.87147415,0.47398782,0.4748279,1.4029366,1.1683366,1.3655717,0.88584685,1.2782055,0.0,1.29913,0.6191329,0.81791747,0.5760375,0.61915934,1.2358787,1.3004228,1.2950783,1.0002954,1.0954711,0.95374364,1.0227588,0.6974519,1.0290666,0.80498993,1.3370538,0.96832246,0.83957934
strawberry,0.9944472,0.771999,0.19008368,1.1237359,0.6219006,0.63070655,0.6171651,1.3015603,1.420253,1.3054738,0.71904975,1.1796267,1.2210972,0.7624645,1.3269981,1.355967,1.2511533,0.5511328,0.7478339,1.2371001,0.45663697,1.3512173,1.104951,0.6693217,0.5489161,0.6331384,0.40480483,1.1859808,1.3995467,0.9672794,1.3268297,1.3085332,1.277904,1.3196766,1.0945446,0.36679083,1.3668666,0.87268096,1.1388079,1.168917,1.0070423,1.1836405,1.0079178,0.6886948,1.1948482,0.57475126,1.1822708,0.5689455,0.8325052,1.2017373,0.8952397,0.70367014,1.1251484,0.37205774,0.8105421,1.305506,1.0586972,1.0759872,1.0626185,0.41204453,1.0133802,1.3295599,1.2326818,1.0743585,1.291,0.9034991,1.4078548,0.6344529,1.204962,1.2387129,1.3093059,0.63040376,0.29733288,1.0216243,0.8391435,0.7441189,1.2450191,1.0852398,0.76449037,1.0909841,1.207562,0.5843287,0.63156325,0.7485765,0.924758,1.0453093,0.89973056,0.94564134,0.80375266,1.1735497,1.0472112,1.330796,0.94994736,0.6334413,1.2659373,1.1641657,1.2696089,1.150583,1.2355926,1.1510931,1.2777631,0.50376964,0.39738983,0.68237555,1.2451617,0.85524726,1.29913,0.0,1.31302,1.31983,1.2917196,1.4953947,0.67236376,0.5391783,0.7035338,1.2275187,1.1522627,1.016468,1.0581282,1.1856635,0.96301776,1.3528671,0.26842803,1.2875099,1.1909883
stroller,1.1018332,1.1816056,1.2753313,0.93051034,1.2830565,1.3595328,1.2594402,0.7830037,0.74697685,0.7372526,1.2789683,0.7790675,0.8225813,1.2342482,0.8167903,0.76488346,0.93480873,1.3124907,1.2140957,0.8941563,1.3277223,0.70072675,0.97709394,1.2669005,1.2596164,1.0573593,1.2963958,0.8593131,0.4512719,1.1017407,0.83208305,1.1364378,1.0569308,0.6277809,1.2151868,1.4434755,0.6793711,1.097691,0.9289738,0.8504563,1.002824,0.9240428,1.0738286,1.2609189,1.0318724,1.2752271,0.87815106,1.3812855,1.1271257,0.8533498,1.0003449,1.3296962,0.7881061,1.3000672,1.07789,0.6898236,1.2197329,0.93671286,1.0179687,1.2814872,0.9312048,0.71413153,0.7500761,1.0901235,0.7537781,1.1941385,0.5539489,1.3685682,1.0927802,0.7895033,0.3355415,1.2450718,1.412949,1.1105696,1.1528441,1.3122915,0.7854026,1.1447952,1.1533357,0.8123285,0.8947823,1.3459578,1.3251204,1.2039686,1.0720043,1.0512538,1.0516667,1.2475832,1.1452402,0.6750072,0.9190782,0.74124706,1.164139,1.222825,0.896357,1.0121137,0.7811436,0.9426892,0.8067153,0.9742888,0.69026273,1.2273088,1.3311094,1.2362204,1.040741,1.2968268,0.6191329,1.31302,0.0,0.7642118,0.59917307,0.66098857,1.2921531,1.3110182,1.2708665,1.0614159,0.9922038,0.9933993,0.99560386,0.8941932,0.7852715,0.51370084,1.3408599,0.87396216,0.95803523
sweater,1.1379677,1.189478,1.1988729,0.50199115,1.2497846,1.3935401,1.3060255,0.9620164,0.5492882,0.86688447,1.2891426,1.1094636,0.6021956,1.4085152,0.739131,0.7931396,0.93020314,1.432483,1.3758361,0.9381012,1.3616266,0.76830316,1.0138214,1.3093247,1.3733149,1.3076366,1.2236534,0.8568778,0.60510373,1.2212086,0.607382,1.0230428,0.9428232,0.53993237,1.0968472,1.5141325,0.83616203,1.098837,1.0511308,0.9088425,1.0134423,0.80678236,1.0129226,1.205859,0.9925551,1.1368052,0.94117343,1.4744813,1.2519934,1.0004817,1.0835841,1.435983,0.70717883,1.3630325,1.0547599,0.8554739,1.1636091,0.5446317,0.781035,1.3783057,0.97024834,0.70233774,0.2862705,1.1229588,0.6356162,1.2050587,0.7219579,1.4171475,1.0111067,0.7300427,0.8375719,1.1058327,1.338475,1.0878596,1.0513774,1.2515683,0.80840933,1.1379201,0.7344144,0.5318431,0.8860936,1.3698851,1.3434331,1.2127063,1.1197343,1.0168285,1.1293889,1.2498013,0.9943499,0.8986216,1.1605657,0.68161213,1.2599311,1.3794678,0.7926204,1.0648519,0.19772333,1.0210853,0.9244026,1.0277555,0.8920517,1.4112214,1.385312,1.2761993,0.9255127,1.3029491,0.81791747,1.31983,0.7642118,0.0,0.8073693,0.6536508,1.4346858,1.1898084,1.3159623,0.8727425,1.0000111,1.137751,1.0068562,0.8869578,1.1332356,0.74308,1.3391006,0.75240755,0.90154594
swing,0.9648397,1.2580166,1.2691498,0.9035453,1.238076,1.2608029,1.2490981,1.0081786,0.80770195,0.88477504,1.2111422,0.6835215,0.9285721,1.1248589,0.8971332,0.64823115,1.0117165,1.3651087,1.2925441,1.0274509,1.2788191,0.78820133,0.98262423,1.2571199,1.3018782,1.1460168,1.1998446,0.9601278,0.64956677,1.1415493,0.8582747,1.0117368,0.9710907,0.76281214,1.1060655,1.3475037,0.8991117,1.0200113,0.9567764,0.96848285,1.1122805,1.0125449,1.0936829,1.2588042,0.9654261,1.2208501,0.88957614,1.2351663,1.265788,0.9401349,1.1441253,1.2236688,0.89808357,1.2419255,1.1646411,0.46838856,1.1769866,0.92129374,0.9370748,1.3522743,0.8733225,0.7603559,0.802862,1.105894,0.7944465,1.165726,0.6830326,1.2584182,1.0974396,0.8456213,0.5853839,1.1257439,1.3760436,1.1705196,1.097524,1.2282326,0.92859644,0.97800654,1.0681107,0.9382398,0.99486643,1.2662984,1.1874554,1.2287325,1.2124274,1.0790257,1.0143986,1.1914518,1.000982,0.93859786,1.1268957,0.8301616,1.0072047,1.2529858,1.0354997,1.0681914,0.78770214,1.0601476,0.6611072,0.9039103,0.32829213,1.3410044,1.2858893,1.2854614,0.9834018,1.3136251,0.5760375,1.2917196,0.59917307,0.8073693,0.0,0.7369244,1.3047494,1.2933707,1.2490882,0.9788924,1.102858,1.0094954,1.0787741,0.54510045,0.80083233,0.7389235,1.3188295,0.8441931,0.93214834
table,1.1117848,1.4499042,1.474196,0.67548895,1.4195766,1.5712147,1.444099,0.5223521,0.38863915,0.5242099,1.446519,0.9230304,0.74544007,1.5320821,0.62596244,0.6038573,0.49290943,1.5524652,1.3312885,0.59812224,1.5306606,0.5566099,1.0038229,1.4099885,1.5289958,1.395947,1.3752689,0.81865305,0.50576013,1.1226921,0.5367975,0.7878028,0.9041161,0.5201848,1.0683285,1.6388626,0.44598925,1.0783577,0.9936557,0.869472,1.0225116,0.9032053,0.9237528,1.4087946,0.85018575,1.4325945,0.7102637,1.4891052,1.2291031,1.0624787,0.9025039,1.4555899,0.5725744,1.5679085,1.4155623,0.59748137,1.0886984,0.8942927,0.9424668,1.6436545,0.9711959,0.45019346,0.7015526,1.0165023,0.706409,1.144325,0.30813563,1.5719343,1.0555581,0.7973931,0.65713626,1.3040966,1.6007128,1.1237278,1.3029351,1.339687,0.7757929,0.976664,1.2434787,0.83867043,0.63367283,1.4314265,1.4599061,1.2842556,1.1902003,0.92362404,1.0684696,1.1315349,1.181306,0.74019945,1.2220185,0.68149394,1.2093925,1.4214156,0.69564855,0.8420171,0.78183746,1.1150109,0.82852536,0.84355676,0.7699681,1.6562283,1.4657323,1.4985232,0.7968477,1.423676,0.61915934,1.4953947,0.66098857,0.6536508,0.7369244,0.0,1.4263767,1.5820622,1.4378957,0.88416815,0.9774173,0.8909754,0.8631301,0.7901555,1.1258707,0.40847826,1.5881147,0.7653109,0.6567346
tape,0.93448204,0.6788424,0.73205906,1.301506,0.55730706,0.56314236,0.40151894,0.9944161,1.5244887,1.2786543,0.8835404,1.1157819,1.3123853,0.65686196,1.360182,1.3140113,1.1307231,0.480066,0.34836733,1.0842022,0.48627448,1.2793097,0.8714091,0.55853033,0.757009,0.8208673,0.7685788,1.1460431,1.4586746,0.75387204,1.3464615,1.231698,1.0512174,1.4764285,1.0152617,0.6419213,1.2951465,0.7831273,0.9248498,1.0729079,0.7445952,1.1935295,1.0858968,0.52128243,1.0868858,0.83172756,1.0744189,0.6023649,0.6877308,1.0515981,1.0064651,0.57872915,1.1911812,0.55184793,0.8478744,1.3267311,0.78308153,1.2598081,1.1736242,0.5250981,1.2166959,1.2964356,1.4619968,0.70389664,1.4595944,0.95885503,1.3635609,0.66275674,0.8927146,1.3240793,1.3141354,0.8896705,0.566001,1.0481083,0.90839905,0.59168386,1.2958117,1.0252429,1.1412313,1.3731511,1.2242165,0.80710775,0.8670795,0.6899315,0.993784,0.9330203,1.0056523,0.53943485,1.0593095,1.13603,0.83308303,1.3617859,0.8591486,0.6516353,1.2192419,1.081104,1.4160769,0.979303,1.2742546,1.0578378,1.2074714,0.5381701,0.58559597,0.6610512,1.0530142,0.53769535,1.2358787,0.67236376,1.2921531,1.4346858,1.3047494,1.4263767,0.0,0.70345765,0.81765264,1.2232455,1.132101,0.603247,0.92943406,1.3260531,0.9686878,1.3004296,0.686494,1.3749533,1.183541
toe,1.1864423,0.2308824,0.37056136,1.1532818,0.6468884,0.59390175,0.6784333,1.355482,1.4890968,1.3503308,0.7357031,1.1453708,1.1146348,0.69484913,1.2258556,1.3183286,1.3091247,0.61333513,0.88132584,1.3174471,0.53646636,1.418055,0.94453514,0.77470577,0.6926244,0.84840643,0.67693055,1.2314273,1.3549514,1.0295724,1.349941,1.188091,1.1945754,1.2824395,0.97458094,0.5594227,1.4715427,0.8736242,1.212653,1.1922628,0.8946304,1.1956666,1.0950398,0.6298529,1.2258179,0.2391935,1.2165806,0.8319613,0.865847,0.9049253,1.009839,0.88269603,1.2602448,0.54825985,0.34543246,1.3216755,0.8604318,1.0227834,0.7413205,0.4453141,0.95061386,1.4797001,1.1332802,1.0202122,1.1013294,0.9925365,1.4823992,0.7164588,1.1070508,1.0611212,1.2423284,0.7218107,0.295825,0.9140733,0.7421665,0.78839344,1.2753162,1.0080554,0.5644182,0.9314515,1.282885,0.7453881,0.8104279,0.7994316,0.89744484,1.1329136,1.1413465,1.0347039,0.8744192,1.2356098,0.97137475,1.3670938,0.98253095,0.7971064,1.2258092,1.1332145,1.0730115,0.88426125,1.1877005,1.3003045,1.2218425,0.41127175,0.6249754,0.310071,1.2368504,0.6367615,1.3004228,0.5391783,1.3110182,1.1898084,1.2933707,1.5820622,0.70345765,0.0,0.7481107,1.1009699,1.0143847,1.0560306,1.1678421,1.2587004,1.0730462,1.5155813,0.40285653,1.2812223,1.1711078
tooth,1.0541406,0.76495576,0.8075302,1.2975821,0.7369032,0.5701049,0.8157279,1.1830832,1.4613377,1.2280233,0.8268199,0.8179393,1.2890928,0.6199146,1.2751899,1.2972641,1.1286563,0.4901688,0.79967797,1.1620104,0.54372835,1.2751647,1.0467571,0.7681062,0.41041493,0.48360586,0.6802973,1.1410539,1.3836707,0.84113705,1.2275025,1.035307,1.1144392,1.3430545,1.0037547,0.41372228,1.255486,0.9748975,1.0382147,1.1250085,1.0340035,1.0521456,1.0622329,0.79691494,1.1507533,0.8965239,1.1750137,0.69177413,0.76562244,1.1646262,1.0243902,0.673126,1.3148836,0.5346796,0.8718272,1.2337883,0.85960186,1.2498348,1.2072576,0.4922434,1.053281,1.2808242,1.3044796,0.91534686,1.3094397,0.86095953,1.2786834,0.51439565,0.91052836,1.2603157,1.2082033,0.9960823,0.6475322,0.9396698,0.8511448,0.7898508,1.1765165,1.1027094,1.0601273,1.3213212,1.0771167,0.65283513,0.58888215,0.9856214,0.8611505,1.035585,1.0202947,0.93192565,1.0850695,1.1128182,0.85347855,1.2168655,0.746032,0.7787845,1.2245636,0.9703276,1.3012766,1.0528096,1.0481117,1.1156514,1.206876,0.5859847,0.48902988,0.70255417,1.2272675,0.80280983,1.2950783,0.7035338,1.2708665,1.3159623,1.2490882,1.4378957,0.81765264,0.7481107,0.0,1.0136855,1.0678033,1.1093993,1.0571924,1.0853432,0.7787563,1.2957451,0.48815423,1.1126422,1.1305097
toothbrush,0.9855404,1.1141741,1.2297307,0.8231408,1.1755674,1.1944885,1.1211222,0.9847069,0.7451749,0.90283483,1.0569289,1.097711,0.893498,1.1727271,0.9677384,0.877236,1.0587937,1.0796654,1.1363243,0.9829166,1.185951,0.7686336,0.8631721,1.2039728,1.1683125,1.147495,1.1015235,1.0288186,0.92525744,1.054903,0.9353225,0.7853042,0.85169184,0.91849124,0.84491897,1.1455833,0.9098891,0.86154664,1.0358939,1.0805815,1.132535,0.92042,0.87723565,1.1117057,0.9761049,1.0437044,0.9774453,1.21436,1.1315911,1.0291219,0.77450573,1.1428573,0.87351453,1.2513872,1.1651716,1.0730115,1.0026448,0.9082415,0.8984897,1.2421789,1.0854533,0.7963329,0.94968516,1.1067486,0.9710829,0.8853957,0.873664,1.0776658,0.9535858,1.0216246,1.0145421,0.9942383,1.2105398,0.91469157,0.95073557,1.1356164,0.8662435,0.994548,0.9871255,0.9294828,0.85518956,1.0830364,1.1091605,1.1696177,1.2067001,0.96610606,1.0790842,1.062584,0.94879425,1.0912217,1.033284,0.8186693,1.1913887,1.243295,0.8632132,0.68172467,0.928478,1.017809,0.8022654,0.963019,0.9892032,1.2012426,1.1340019,1.1656445,0.83535004,0.7249838,1.0002954,1.2275187,1.0614159,0.8727425,0.9788924,0.88416815,1.2232455,1.1009699,1.0136855,0.0,1.0122678,1.0719746,1.0586268,0.97322273,1.2253604,0.8127705,1.1314449,0.9108805,1.0882823
towel,0.7328842,0.8874384,1.1653059,1.0994165,1.2142102,1.1368916,0.92923695,0.8453885,0.8990813,0.9419122,0.9627952,1.1926423,0.8065944,0.9950992,0.31853712,1.0770646,0.91015273,1.1235322,1.1016462,1.0564657,1.141906,0.97490036,0.9771459,1.0795891,1.194538,1.2072015,1.1686466,0.9282361,0.80101633,1.1121284,1.1326864,0.8495041,0.9349388,0.8089269,0.9010296,1.1539881,0.85264957,1.1097411,1.0931028,0.91339976,0.8592897,1.0911441,0.95806956,1.205316,1.0286477,1.0568814,1.1423643,1.0774271,0.849892,0.862105,0.9942432,1.048302,0.97328866,1.2159114,0.60116446,1.1024055,1.0448948,1.0044934,0.96624637,0.9449567,1.0226603,1.0851771,0.9919632,1.1136268,0.58445823,0.99694943,1.0115345,1.165139,0.9007815,0.488882,1.1432142,0.9838137,1.2515936,0.25264853,1.007248,1.2311199,1.0715508,1.0472505,0.87297326,0.8800513,1.0027686,1.072041,1.1264647,1.0155464,0.48956978,1.030884,0.8114004,1.0652761,0.9220067,0.6084471,1.0590179,1.084607,0.9005929,1.0161394,0.8018331,0.96968687,0.9605308,0.7770261,1.0950247,1.0634751,1.1183846,0.8670403,1.1793888,0.91674566,1.1411425,1.1584513,1.0954711,1.1522627,0.9922038,1.0000111,1.102858,0.9774173,1.132101,1.0143847,1.0678033,1.0122678,0.0,1.0935736,1.0886443,1.1441809,1.200165,1.0089762,1.2669554,1.0555576,0.8800596
toy,0.73450315,1.0616026,1.0849674,1.0566202,0.7705749,0.948539,0.7717059,0.7585925,1.202875,0.9568057,1.220566,1.2144319,1.1781279,1.1342863,1.0733079,0.97273767,0.7289322,0.8380579,0.82928723,0.7666272,0.941299,1.086909,0.7461369,0.7208527,1.1244112,1.0807369,0.9461806,1.0286765,1.2403815,0.8118485,1.0404445,1.1666431,1.0405092,1.3009822,1.0838995,1.0140648,0.9380906,0.7412226,0.87692237,0.9528308,0.45099324,1.1586078,1.13855,0.8390014,0.9829215,1.0694778,0.90621483,0.77289104,0.67311555,1.0124141,1.068938,0.7602956,0.8622313,1.0118983,1.1203163,1.0865077,0.6292619,1.1721358,1.0497116,1.0306978,1.1812011,0.9612149,1.2170346,0.8745781,1.1828883,1.1163573,1.0077503,1.1315377,0.86716604,1.046298,0.90052634,1.2054257,0.93839514,1.2315596,1.0318667,0.85489154,1.2519754,1.031132,1.3234894,1.2662945,1.0303446,1.0549327,1.0947013,0.8280841,1.1906052,1.0115769,1.0187781,0.79781616,1.2296877,0.85352373,1.013174,1.2411757,1.1330255,0.84794325,1.0064567,0.78952813,1.2139492,0.9681319,1.0201085,1.1403292,0.8513001,1.1398609,1.0108776,1.1216848,1.0009332,0.9912952,0.95374364,1.016468,0.9933993,1.137751,1.0094954,0.8909754,0.603247,1.0560306,1.1093993,1.0719746,1.0935736,0.0,0.80810386,1.0923705,1.079186,1.000366,1.0741987,1.2838516,1.0237544
tray,1.1394804,1.1519607,1.0975128,0.86545855,0.90524304,1.0848497,0.96028095,0.72778744,1.0614064,1.0109487,1.0231906,0.87151873,1.1440082,1.0753353,1.0653392,0.92343247,0.80932397,0.97952425,0.7147662,0.6412643,1.0926163,1.0011686,0.94139344,1.0339446,0.96963716,0.95208025,0.88788366,1.0060697,0.91166097,1.0180789,1.0217408,1.0053558,0.8811087,0.9578842,0.9706481,1.0565231,0.87412745,1.0084555,1.0307071,1.007526,0.8528818,0.96063066,0.92900693,0.9919362,1.0806323,1.155848,1.0463337,1.0764171,0.92237335,0.8847895,1.161523,1.0647924,0.82857716,1.0080732,1.1919872,1.0803199,0.7483384,1.1367991,0.92288613,1.07283,1.1550192,0.9682101,1.1135502,0.7488558,1.0700357,0.89655834,0.93653214,1.0933421,0.8810466,1.0890427,1.0257956,1.1122502,1.1275123,1.0443516,1.1549274,0.89084,0.9594473,1.1113116,1.126318,1.150543,0.80877984,1.0368003,1.1193805,1.0766711,1.0231819,0.9277634,1.1879063,0.7856605,1.0161762,0.8323996,0.8694502,0.94218534,1.0999649,1.0990989,1.041631,0.9460102,1.1033874,0.8631637,0.98922306,0.910119,1.0769377,1.0560458,1.0619638,1.1673305,0.990968,1.0789491,1.0227588,1.0581282,0.99560386,1.0068562,1.0787741,0.8631301,0.92943406,1.1678421,1.0571924,1.0586268,1.0886443,0.80810386,0.0,1.108698,0.95836836,0.8820708,1.0329398,1.0079015,1.076165
tree,1.0321764,1.2438384,1.2310838,0.9402381,1.1546739,1.0967983,1.3471065,1.1165977,0.8901228,0.933915,1.140058,0.80954313,1.0074166,1.0325905,0.9222629,0.7250423,0.99165165,1.2443788,1.2795627,0.96810144,1.1822975,0.99541,1.0196067,1.1364331,1.150072,0.9461353,1.1478729,0.97304,0.9096951,1.065089,0.84935284,0.9604996,1.0456018,0.8770535,1.1415094,1.2021899,1.011384,1.0100353,0.9363628,1.0074843,1.1809002,1.0662303,1.1023184,1.1417928,0.9306727,1.2048527,0.8942723,1.1351653,1.146885,1.0627443,1.1045691,1.1772692,1.0145131,1.1634254,1.2494121,0.5736242,1.1200923,0.94370973,1.0690143,1.244226,0.80870086,0.9353769,0.7692955,0.9965958,0.87993497,1.1699752,0.85008603,1.1261486,0.9967556,0.9167187,0.68650943,1.2051728,1.2460034,1.2251602,1.1079699,1.1454353,0.9166022,0.9061192,1.187545,0.99754786,0.8653834,1.2299138,1.095149,1.1913898,1.2563498,1.0118614,0.9645031,1.1397319,1.1670114,1.1521049,1.0263596,0.8841874,0.896353,1.2108835,1.0423006,1.0731531,0.83755857,1.1144999,0.68195915,0.9072598,0.66309005,1.3180208,1.1181034,1.2471434,0.9390634,1.1671085,0.6974519,1.1856635,0.8941932,0.8869578,0.54510045,0.7901555,1.3260531,1.2587004,1.0853432,0.97322273,1.1441809,1.0923705,1.108698,0.0,0.8484312,0.9526255,1.2085714,0.71991456,0.85466
truck,1.089206,0.9168038,1.071793,1.2692857,1.0651634,0.8842482,0.9771042,1.0601481,1.1753018,1.0072072,0.82451165,0.44612396,1.2285126,0.750036,1.3158283,1.0883427,1.0309377,0.82975525,0.8443636,0.9397274,0.97626317,1.1079494,1.007371,0.9030995,0.60929453,0.45665544,0.94229776,1.0682302,0.8832586,0.9719101,1.0173892,1.0689831,1.2062511,1.059531,1.2365582,0.85927737,0.98602533,1.0427222,0.9634508,1.0354143,1.1084585,0.9206321,1.0850286,1.0759602,1.1001084,1.1443797,0.98027706,0.9544785,0.9890704,1.0112314,1.1546608,0.94823706,1.1942234,0.87016666,1.0182717,0.8142779,1.123425,1.1520348,1.2715961,0.85036623,0.91754323,1.1228449,1.0739346,0.9073223,1.2396421,1.0083114,1.009475,0.79310274,1.0474651,1.2813463,0.84630436,1.0245675,1.0149246,1.030836,1.1240246,1.1227224,0.8411777,1.023607,1.1120667,1.1455905,0.9542386,0.89700806,0.83388245,1.0590878,1.0274441,1.0410215,1.0169688,1.0148758,1.1424243,1.1520308,0.6724423,0.8378818,0.8845005,0.90391594,1.1490088,1.0706439,1.0524002,1.0690614,0.9565134,0.92970014,0.78686076,0.8592822,0.9190666,0.84297913,1.2474706,1.0739005,1.0290666,0.96301776,0.7852715,1.1332356,0.80083233,1.1258707,0.9686878,1.0730462,0.7787563,1.2253604,1.200165,1.079186,0.95836836,0.8484312,0.0,0.98442066,0.90893507,0.75764966,1.0918229
