,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
jacket,0.87292504,1.426574,0.7158878,1.2669895,1.4641404,1.1553676,1.0782468,0.7305665,0.8304443,0.5433222,1.3271861,1.0243535,0.52819747,1.2570809,0.74341905,1.0222555,1.4446831,1.2849493,1.3764335,1.1546304,1.2677109,1.1965332,1.3474996,1.3584452,1.1138887,1.0109928,0.8440124,0.7950994,1.3385832,0.7735048,0.27739894,1.1943287,0.80381346,1.2748967,0.93304193,0.5442695,1.2142167,1.4521729,0.66270447,1.4443225,0.9353499,1.1719635,0.8668101,1.0439656,0.8850409,1.210229,0.46437812,1.2027721,1.2569306,0.74915475,0.6804782,1.0929778,1.4259793,1.3177865,0.9259691,1.4602008,1.3802717,0.89260465,0.76744086,1.2893255,1.1245925,0.84435797,1.4382665,0.7049056,1.3483322,0.8294071,1.3168992,0.79496616,0.0,0.99570113,0.38173497,1.2864012,0.97939664,1.376989,1.0204377,1.1525813,0.7528974,0.8999653,1.2571324,1.2823069,1.3885702,1.2122235,1.396097,1.2476368,0.5618901,0.21138406,0.40596068,0.97904,1.4529444,1.3409357,1.3078368,1.1539639,1.2149677,1.5235696,1.1451044,0.81552404,0.9234351,0.8890439,1.0297536,1.1475177,1.2894578,0.6975404,1.3516393,0.11365032,0.87312716,0.91167325,0.9782603,0.815915,1.1627117,0.8786721,1.4337997,0.7523184,1.3462563,0.963033,1.163168,1.4128866,0.84704584,1.3821683,0.6063392,0.11902511,0.7164896,1.4605751,1.1521833,1.1262634,1.3091795,1.2948378,1.2678218,0.9209322,0.88646626,0.7397218,1.1558368,1.0962523,1.3983359,0.9205671,0.82182837
jar,1.0551705,1.1430123,1.0425048,1.13711,1.1380895,0.8694732,0.8065107,1.0496945,1.1926595,0.8728547,1.2296847,1.0609584,0.9573302,1.1639855,0.90577036,1.086263,0.8893452,1.1236198,1.0992712,0.66580456,1.1505836,1.0016848,1.0371337,1.144833,1.1201831,0.9773388,1.0888929,0.9628182,1.0561639,0.77046096,1.1095313,0.9032412,0.9483493,1.1498991,1.0429137,0.97286505,1.0763224,1.2612399,0.76653886,1.06779,0.9767335,1.0112633,0.95849097,1.0060916,0.9325124,0.8922168,0.95663714,1.1462184,1.109506,1.1408715,0.99339503,1.1288917,1.1790644,0.9856984,0.99723333,1.2620555,0.9860535,1.1081116,0.808619,1.2073123,1.1600363,1.1957824,0.94480056,1.0240853,1.0603224,1.0423257,1.1692339,0.804862,0.99570113,0.0,1.1372954,1.1288264,0.8434602,1.2431216,0.94194657,0.86819696,0.93617463,0.7233194,1.0468819,1.1858821,0.99056685,1.1259555,1.1257079,0.9212233,1.0142099,0.95301205,1.066483,0.8436146,1.2638357,1.2822115,1.0029325,1.0701772,1.0963266,1.1699697,0.9555912,0.5658907,0.88782567,0.95121133,1.0973091,0.93340737,0.927668,1.0557036,1.0914819,0.9963876,0.9041335,1.0626185,0.887817,1.1206341,1.201844,0.37049383,1.1860963,1.039632,1.0226257,1.0165269,0.9005349,1.2396762,1.0359806,1.0275747,0.6803384,0.9434663,0.7990223,1.047756,1.1354512,1.2038281,1.2114007,0.989219,0.74827826,0.8097085,1.0537659,0.80441487,0.9858235,0.90054727,1.1983494,1.0700862,0.9286899
jeans,0.9052881,1.3578244,0.7729807,1.2655005,1.3444197,1.3001535,1.2663993,0.7316174,0.7077999,0.60902,1.223022,0.78772795,0.54789305,1.2697791,0.86360013,0.7969093,1.4291477,1.3813112,1.4794033,1.1439998,0.90559226,1.1898735,1.2243719,1.2089261,0.94453514,0.7857136,0.7888778,0.78308296,1.4770625,0.98578626,0.35784113,1.1961939,0.6712483,1.0928887,0.9842666,0.6107152,0.9640801,1.3221735,0.78679276,1.4995766,1.0105621,1.1444511,0.8742509,1.1039042,0.8680358,1.0982554,0.42375278,1.0423031,1.1749574,0.50971884,0.8052367,0.8692519,1.3028364,1.4599012,0.6466827,1.2251952,1.3880124,0.9308334,0.8629174,1.1347275,0.9090501,0.7663001,1.3990098,0.70183444,1.3278667,0.71279573,1.2729539,1.0445786,0.38173497,1.1372954,0.0,1.1882217,1.0130575,1.37553,0.95664066,1.3103836,0.7040965,0.99683195,1.0696117,1.2315397,1.3747706,1.0632385,1.3424098,1.2644477,0.592316,0.33757174,0.08770323,1.09554,1.3089454,1.2087295,1.2875428,1.1773688,1.2871501,1.4854236,1.1335522,1.0042505,1.082427,0.98133355,1.0617337,1.2038566,1.2933831,0.7297721,1.4201784,0.3570969,0.83436227,0.55826485,1.18428,0.772737,1.0418674,0.97157085,1.1849475,0.86830026,1.3624791,0.6653936,1.358876,1.3773296,0.9001648,1.3658224,0.7469364,0.50058657,0.82855827,1.4741402,0.9422798,0.87627107,1.2191743,1.3218461,1.407003,1.0503186,1.039164,0.8516497,1.2646734,1.2054917,1.3055564,0.9443371,0.92830294
knife,1.0276644,0.73758984,1.0739009,0.863816,0.79521805,1.0244801,1.0438474,1.2017945,0.9515409,1.2741468,0.6440304,0.98164845,1.2793003,0.8604311,1.2035582,0.9147191,0.7715324,0.78156155,0.8280318,1.0545691,0.8216671,0.936895,0.7718269,0.67745054,0.8093927,0.94900465,1.2055225,1.2170333,0.851315,1.1967977,1.1787988,1.0519149,1.1058706,0.94764847,1.0400174,1.3646219,0.92804456,0.48522866,1.3028288,0.763981,1.1966242,0.93046665,1.2655616,1.0875611,1.1559153,0.9216168,1.3410528,0.90417093,0.9602933,1.0926313,1.2085432,0.96439236,0.5299104,0.8945106,0.9655277,0.3968771,0.8117486,1.1367824,1.2767882,0.85128,0.9427346,1.0343287,0.89512414,1.1809806,0.86456907,1.1770247,0.7491362,1.1492726,1.2864012,1.1288264,1.1882217,0.0,0.99302286,0.64570934,1.007978,1.0229872,1.2480109,1.0688963,0.96583414,0.8474388,0.8077684,0.7287652,0.80715275,0.8756648,1.1769612,1.3429437,1.1835365,0.94791216,0.4819404,0.511722,0.680318,1.0193242,0.9153781,0.61214906,1.1182752,1.071583,1.1231503,1.1614251,1.0624782,1.0365014,0.93993825,1.1208377,0.70120645,1.3054316,1.1098378,1.0807986,1.0271997,1.0558932,0.8113868,1.2002089,0.7251373,1.0825592,0.76427305,1.0153793,0.98828846,0.46638924,1.045393,0.89015216,1.2706926,1.3157796,1.3091099,0.76983666,0.9590769,0.9421355,0.5734757,0.888229,0.97254163,1.148006,1.0166011,1.1862702,0.9885708,0.87045956,0.7536707,1.0785398,1.193083
ladder,0.9666187,1.3908243,1.0603632,1.3303516,1.2747085,1.0529288,0.5864651,0.8603321,1.1829281,0.6066113,1.1572891,0.5584492,1.02615,1.1566248,0.9061418,1.0806278,1.0405924,1.221452,1.2569513,0.6278788,1.2058066,1.1086001,1.109323,0.99937135,1.0983039,1.1765926,0.9447765,0.4883256,1.1222376,0.6130574,0.97941697,1.2053239,0.9721457,1.2111528,1.0628511,0.77453923,1.1205536,1.2181396,0.41289115,1.2706375,0.9048284,1.1992126,0.919307,0.95358974,0.6305934,0.6429391,0.89629406,1.1138389,1.2528822,1.0846182,1.1058592,1.2641225,1.1347626,1.0504595,1.0902411,1.0338631,1.1317706,1.0096613,0.9632542,1.2150234,1.2660694,0.92948204,1.3804979,1.055451,1.1835873,1.1318045,1.1971724,0.3978173,0.97939664,0.8434602,1.0130575,0.99302286,0.0,0.88785887,0.9315356,0.971497,1.0762837,0.6843468,1.0990541,1.3269641,1.0961112,1.073863,1.3340248,0.90068495,0.98396945,0.99077535,0.96132594,0.8708631,1.1345477,1.1162969,1.1303506,1.025161,0.859624,1.2290637,1.1344893,0.81478786,0.878662,0.6661915,1.2227485,1.0406634,1.0951903,1.0503954,1.0712726,1.022889,0.95106727,0.8801797,0.62085533,0.7900407,0.9838667,0.7583126,1.2560341,1.0462387,1.1176884,1.106119,1.0604678,1.0741748,0.99201083,1.2377942,0.5656643,0.98518795,0.5851054,1.3663437,1.2766833,1.1193856,1.0607965,1.0918407,1.0293046,0.844808,0.9144183,0.8733544,1.0071584,0.48930657,1.2521703,0.72253215,0.8971113
lamp,1.2340286,0.67829895,1.2936766,0.7778395,0.5709137,0.9289635,1.0583093,1.2495309,1.1144644,1.3765337,0.48916167,0.93757135,1.5378525,0.6367814,1.2642235,1.1417187,0.70546865,0.591943,0.75111204,0.97241986,0.9255541,0.876193,0.75777984,0.3872434,0.96586925,1.2060292,1.0552304,1.071437,0.47526264,1.1135458,1.2624098,0.8900563,1.3325609,0.87401104,1.142494,1.3776304,1.0077212,0.447523,1.3166393,0.50438946,1.1462963,1.0523726,1.2559323,1.0031939,0.86006796,0.78131205,1.379295,0.9080706,0.8840146,1.2135179,1.2484322,1.086138,0.5227326,0.69726765,1.1535171,0.51224566,0.7993616,1.1388127,1.3239677,0.77707386,1.0553241,1.0190915,0.9632008,1.2527771,0.6916934,1.3653741,0.62087464,1.2338142,1.376989,1.2431216,1.37553,0.64570934,0.88785887,0.0,1.1542815,0.87080073,1.4438214,1.1599464,0.95248276,0.6985799,0.66395485,0.6485365,0.71497345,0.7050742,1.2772291,1.5276504,1.3450556,1.0465753,0.3983493,0.47647083,0.8343015,0.80173206,0.69251263,0.52417886,1.1172128,1.1382562,1.1539842,1.0412534,1.0438601,1.0259892,0.93468666,1.0492518,0.5791141,1.4399505,1.2709978,0.95763284,1.0405073,0.8583947,0.7111515,1.356678,0.6490145,1.2110883,0.45622885,1.2096701,0.962987,0.5840657,1.2257078,0.82679546,1.4075363,1.4223083,1.3625715,0.6010214,0.9948523,0.9123448,0.7699191,0.7863728,1.0534223,1.3759235,0.97694373,1.2832189,0.8134631,0.7919347,0.5869498,0.76768625,1.138747
melon,0.9017228,1.0932802,0.9934477,0.9758714,1.0476285,0.8572298,0.7222565,0.78319234,1.0701741,0.93382466,1.198005,0.881268,0.81132585,1.1822844,1.0266831,0.7763477,1.1339266,1.2693594,0.9193229,0.8976244,0.91903543,0.85299945,1.0280389,1.1907119,0.98162997,1.0609981,1.0758302,1.1004952,1.1099023,0.9873064,0.98314583,0.91854984,0.8284116,0.99154294,0.8714014,0.9803801,0.8027498,1.2070513,0.89325917,1.248709,1.0330255,0.8512926,1.0661846,1.126355,1.019527,0.9441102,1.0455172,1.1747255,0.96614426,0.837935,1.0168152,1.1077337,1.0438513,1.038712,1.0967416,0.9735464,0.9280887,1.0432175,0.81129146,1.1426924,1.0756166,0.92290086,0.9824513,1.0089731,1.1278754,0.94790107,1.1898981,0.9250618,1.0204377,0.94194657,0.95664066,1.007978,0.9315356,1.1542815,0.0,0.944025,0.8988441,1.0395473,0.8217504,1.3007581,1.0538304,1.0868536,1.1789985,1.1763861,0.94009566,0.9981261,0.9650671,0.9824042,1.2030808,1.184885,0.923352,1.1909266,1.0367242,0.8807605,0.96616477,0.95945203,0.9748026,1.0561165,1.1059344,1.1395574,0.81066346,1.0065047,1.1647743,0.9927395,1.0072436,0.98568034,1.0142906,0.8840017,0.8213717,0.94767267,1.1719542,1.0906017,1.2350051,1.034648,0.8635174,1.0010339,0.80772406,1.0368358,1.0176136,1.0393798,0.80574095,1.0997577,1.147054,0.98397106,0.89468545,1.0604725,0.9032545,0.68063575,1.1515228,1.1061063,1.184283,1.1880586,1.2670372,1.092652,1.1102129
milk,1.1092397,1.0313399,1.2187921,0.94455683,0.8875257,0.875075,0.829265,1.0959088,1.0585454,1.1196448,0.9816021,1.0964361,1.2551746,0.8711558,0.9508423,1.0871029,0.8585938,0.84201646,0.8336334,0.9080323,1.1911588,0.7244306,0.9532283,0.8785081,1.0336794,1.304722,1.0819718,1.0328627,0.8257402,0.9531681,1.1572948,0.91905916,1.1428051,1.067335,1.0282975,1.1417669,1.1471316,1.0078975,1.0978802,0.77916443,0.9829295,0.90648437,1.0450615,0.9328778,1.0231805,1.0765479,1.2028561,1.120949,1.011588,1.1882775,1.0774302,1.2311721,0.98847914,0.78171,1.1938562,1.0696251,0.88097405,1.0080873,0.88160706,1.0820092,1.1015048,1.0838652,0.9116977,1.113846,1.0304738,1.2197478,0.9587025,0.9046488,1.1525813,0.86819696,1.3103836,1.0229872,0.971497,0.87080073,0.944025,0.0,1.1299462,0.9923409,1.0480124,1.0326385,0.835131,0.9778819,1.0353237,0.8490125,1.1880511,1.2482781,1.2836745,0.825089,1.0134355,1.1011083,0.8002906,0.79528594,0.8700081,0.8398684,1.0696937,0.8796777,0.887505,0.88115627,0.9472857,0.9688991,0.9247733,1.1121414,0.8069345,1.2208751,1.0461681,1.1720874,0.9088821,0.978304,0.9216125,1.0119443,1.0177454,1.0797267,0.8611516,1.1360687,0.75360936,0.90117246,1.0846424,0.98085135,1.0662445,1.1482704,1.0041907,0.8366303,1.1237988,1.133001,0.9800449,0.83537114,0.84966683,0.95671886,0.9692441,1.1036041,0.8013823,0.8634903,1.0267719,0.9733964,1.0828363
mitten,0.891223,1.292319,0.71746,1.053718,1.1589454,1.0803719,1.0655358,0.85419595,0.89563537,0.818429,1.4366848,1.0301603,0.63426054,1.3227084,0.9040247,0.93359816,1.3064998,1.3755276,1.2321112,1.0792733,1.2112017,1.0524276,1.3078511,1.4344702,1.1714169,0.7439464,0.92284304,0.93691766,1.2922394,0.9470813,0.9204042,0.8910174,0.739696,1.0989333,0.97836167,0.78888184,1.0518858,1.5016258,0.84130234,1.3933052,0.7856876,0.99135107,0.80030036,0.8126023,0.9097437,1.1151037,0.8004566,0.9882334,0.9687632,0.9670691,0.84105706,0.869279,1.41507,1.2154489,0.7203313,1.3158634,1.2284875,0.9213861,0.7076825,1.317099,0.6764127,1.0163709,0.97289586,0.77266014,1.342684,0.5012603,1.0845835,0.8896355,0.7528974,0.93617463,0.7040965,1.2480109,1.0762837,1.4438214,0.8988441,1.1299462,0.0,0.8158647,1.2083356,1.2605027,1.3176425,1.2831433,1.3405248,1.2468796,0.9581557,0.7254366,0.74365056,0.8857451,1.5242003,1.4775681,1.1459658,1.1412251,1.2031788,1.3731791,0.8607069,0.8255018,0.85738564,0.94521344,0.96315265,1.0492331,0.944885,0.8556924,1.291722,0.6195944,0.64968383,0.88850945,0.7708051,1.0549184,1.0930104,0.77570176,1.3287661,0.8889437,1.442354,0.6443471,0.8535051,1.216211,0.791204,1.091767,0.66004467,0.68912786,0.7537707,1.3552946,0.9685899,1.0282259,1.085871,1.2501447,0.98203087,0.7213425,1.0705998,0.81760633,1.2850329,0.9667361,1.4212196,1.0693494,1.1456876
motorcycle,0.9641182,1.2442012,1.0901184,1.108182,1.1792271,0.91792357,0.91216123,1.0144949,1.0951053,0.76492065,1.2226689,0.93908185,1.0227838,1.1523706,0.97508425,1.004501,1.1155099,1.1358355,1.2240589,0.9174943,1.2774981,1.107555,1.0957166,1.1903236,1.0371822,1.1189364,0.94626117,0.7876774,1.0627048,0.8014699,0.9835458,1.1852677,1.0052472,1.2331288,0.92767245,0.8693524,1.260903,1.3030953,0.67567194,1.2394648,0.88663065,1.0588641,0.88561654,0.93941855,0.9263222,1.0419935,0.9429563,1.1864712,1.1808814,1.1053993,0.95229137,1.2139667,1.2456257,0.9801766,1.0642995,1.2869711,1.0261623,1.0087578,0.94466484,1.2406124,1.1720344,0.94145685,1.1837751,0.97782975,1.1728842,1.0654734,1.0753114,0.7239301,0.8999653,0.7233194,0.99683195,1.0688963,0.6843468,1.1599464,1.0395473,0.9923409,0.8158647,0.0,1.167855,1.2472086,1.1866777,1.1838288,1.2703812,1.0100147,0.99862045,0.9563047,0.95214474,0.94307953,1.2608956,1.2776734,1.1051013,1.1227257,0.9760805,1.2762513,1.0426912,0.7698836,0.76133454,0.7654247,1.1043588,0.8830527,1.1157314,1.09554,0.9782643,0.91521186,0.83402926,1.0487763,0.6741621,1.034768,1.1625717,0.6044082,1.2456999,0.8640919,1.1617851,1.153715,1.0215248,1.126048,0.90774393,1.1448367,0.39562517,0.88762724,0.79262555,1.2294383,1.2430793,1.2217478,1.1921108,1.1516327,0.7842659,0.8180798,1.0097482,0.41850287,0.9310403,0.37248212,1.2178913,0.98250246,1.0447973
muffin,1.1918101,0.73629844,1.1429559,0.8817766,0.7971643,1.0380639,1.0635667,1.2298555,1.1850296,1.3142323,0.8138262,1.025275,1.1286416,0.897604,1.244512,0.9425921,0.8268843,0.9787879,0.91348857,0.9034066,0.31682885,1.0488186,0.65931433,0.77405035,0.91163015,0.82673156,1.1618255,1.1739697,0.8749051,1.2604095,0.997593,0.9634525,1.1536146,0.6252535,1.1244984,1.241585,0.7268392,0.7809007,1.2980338,0.9262438,1.1804243,0.8583759,1.1378398,0.97588426,1.0809363,0.876223,1.1414986,0.8530631,0.80693305,0.9945422,1.1818295,0.83142805,0.728349,0.86363983,0.93697464,0.78705275,0.73572004,1.208582,1.2240528,0.6368509,0.796015,1.1458356,0.8186035,1.0589803,0.7761985,0.993819,0.8012613,1.282127,1.2571324,1.0468819,1.0696117,0.96583414,1.0990541,0.95248276,0.8217504,1.0480124,1.2083356,1.167855,0.0,0.88279355,0.75320613,0.5886963,0.69555384,1.006894,1.1169509,1.2389159,1.0311736,1.1910471,0.82775766,0.8719624,0.865213,1.0323296,1.0280218,0.7500453,0.75051296,1.1085001,1.1356428,1.2242656,0.97939765,1.0261211,0.8234652,0.93257016,0.92045605,1.2525463,1.0782642,0.79863083,1.2382104,1.1303272,1.0788507,1.119563,0.6625638,1.2225574,0.890709,0.96995157,1.0755289,0.8982988,1.2074792,0.8088739,1.34621,1.2662728,1.2577589,0.86463344,0.8225686,0.81167513,0.86391246,0.8303371,1.0105721,1.1629021,1.154912,1.2668898,0.9187076,1.2214124,0.7472395,1.1937716,1.1327758
nail,1.3762593,0.27312732,1.1571612,0.6414879,0.50233173,1.0248641,1.3788482,1.3774772,1.033812,1.4861159,0.5353976,1.3000538,1.372463,0.5883205,1.3577509,1.293906,0.69816923,0.3081684,0.7790803,1.2726018,0.7262911,1.1966345,0.6700033,0.6243058,1.0526958,0.8595076,1.158441,1.3107102,0.6968857,1.2422931,1.1632434,0.91465926,1.2287035,0.5861054,1.2362986,1.3159809,0.9288794,0.31277657,1.5144384,0.4339888,1.2184083,1.095479,1.198345,1.0189868,1.1711392,1.1344274,1.3140256,0.65173745,0.6296587,1.0498798,1.0177428,0.5424242,0.72682536,0.912858,0.8898587,0.72323734,0.9477302,1.1564469,1.2582638,0.36985213,0.7846966,1.1009812,0.7819579,0.98651284,0.53939235,1.0050461,0.5359916,1.3712343,1.2823069,1.1858821,1.2315397,0.8474388,1.3269641,0.6985799,1.3007581,1.0326385,1.2605027,1.2472086,0.88279355,0.0,0.8374214,0.72962314,0.24680871,0.9722757,1.118206,1.3235388,1.2120004,1.3237368,0.36782032,0.35990465,0.9036943,1.0182025,1.0177796,0.7904459,0.9157363,1.3482597,1.2682812,1.2943096,0.9004378,1.1192276,1.1031029,1.0158638,0.8151482,1.3150057,1.2016493,1.02941,1.2989223,1.1797547,1.1416504,1.2805612,0.31730747,1.1709013,0.5663735,0.9919142,1.1614544,0.78209376,1.3096304,0.6642676,1.4135157,1.3200828,1.5106215,0.5904765,0.46971154,0.6228407,0.8283026,1.0229989,1.0478734,1.4612036,1.1008801,1.1280016,1.0396106,1.0560619,0.22719336,1.2078266,1.1447203
napkin,1.1134381,0.7131753,1.130871,0.9212855,0.70618165,0.93931514,0.93429536,1.4297278,1.1387153,1.4148424,0.72570884,1.0530694,1.3949237,0.5995118,1.1513932,1.1591675,0.41339767,0.6933092,0.87939715,0.78542364,0.84345996,0.96371925,0.6314417,0.5358938,0.97030085,1.0762192,1.2906477,1.1092005,0.53367525,1.3269962,1.2497824,1.0209779,1.2104347,0.8389766,1.1322008,1.3773432,0.8464767,0.5916526,1.3795948,0.5702927,1.2093797,0.9430641,1.2014164,0.72501504,1.161297,0.82205033,1.3002465,0.8882079,0.9063027,1.2703629,1.3107643,1.0498902,0.6003746,0.546372,1.0411983,0.5901108,0.59333074,1.1969745,1.2801697,0.73499024,0.74388766,1.2961452,0.6814709,1.2779622,0.4660511,1.2059712,0.65110874,1.2813091,1.3885702,0.99056685,1.3747706,0.8077684,1.0961112,0.66395485,1.0538304,0.835131,1.3176425,1.1866777,0.75320613,0.8374214,0.0,0.51208234,0.7252922,0.63440347,1.4043791,1.4223757,1.309183,1.0211691,0.58409667,0.72475874,0.7260156,0.7231922,0.65983343,0.64363694,0.9159739,0.9868042,1.1127944,1.1598451,0.86863637,0.9249672,0.9378666,1.0756903,0.52367556,1.4187787,1.0137488,1.0666358,1.0744855,1.2157602,1.1468045,1.1113254,0.517844,1.3248477,0.49341846,0.99739915,1.0319067,0.75700593,1.2702233,0.79503196,1.3330667,1.3898071,1.4014947,0.61332023,0.8709103,0.89947647,0.7956678,0.08374202,0.890084,1.2543893,1.1919421,1.3339837,0.7151108,1.0032465,0.59903777,1.1084696,1.204773
necklace,1.2968616,0.6708481,1.1477422,0.92563397,0.5999148,1.2394923,1.2246833,1.5148042,1.0465602,1.5194103,0.62067044,1.0558585,1.3614906,0.6389845,1.3328278,1.0809375,0.66462094,0.77390254,1.0650405,1.0170541,0.5838933,1.1393342,0.56765324,0.48719358,0.9108088,0.90140045,1.247998,1.1390285,0.67579377,1.3801643,0.9952874,1.0449134,1.2211186,0.80104846,1.2547419,1.4156849,0.7627955,0.5027871,1.511361,0.6846255,1.3081875,1.0430976,1.1967796,0.8435725,1.0980376,0.86544454,1.1264205,0.5998178,0.87882125,1.0594,1.2678398,0.7417969,0.56815195,0.7539651,0.7909935,0.52542,0.7193265,1.3081143,1.3473996,0.46033835,0.4723941,1.217093,0.7910554,1.0599176,0.6190438,1.0293725,0.5486103,1.4445889,1.2122235,1.1259555,1.0632385,0.7287652,1.073863,0.6485365,1.0868536,0.9778819,1.2831433,1.1838288,0.5886963,0.72962314,0.51208234,0.0,0.6321653,0.89445895,1.2835011,1.2478377,1.009503,1.3322356,0.5231258,0.5651938,0.70442265,0.90107656,0.8074399,0.7723837,0.9336273,0.99101853,1.2656579,1.2670988,0.9739917,1.0334793,1.0556796,0.74183184,0.60542345,1.2245578,0.98268354,0.70033914,1.1512189,1.1627293,1.1740416,1.2456604,0.3789667,1.3814937,0.5505129,0.773394,1.232559,0.6507175,1.3727889,0.7695361,1.4209291,1.2625287,1.5387051,0.7725014,0.58398926,0.73334026,0.6795859,0.6981956,1.0596236,1.4646027,1.2047856,1.3717282,0.85508907,1.0494833,0.4419784,1.172018,1.1911032
orange,1.3808181,0.20883185,1.1598389,0.5397011,0.48561013,0.94582844,1.2787966,1.4706004,1.1432829,1.5291903,0.48869807,1.2882228,1.4058304,0.61197907,1.3827589,1.2248411,0.58054006,0.37019217,0.65125656,1.1519421,0.5327941,1.1310809,0.66530424,0.585655,1.003785,0.73232687,1.2628392,1.34027,0.58110404,1.3067832,1.2257106,0.91362494,1.2627419,0.6519051,1.2499624,1.3994244,0.91165626,0.27815068,1.5405827,0.3856268,1.25642,0.96242946,1.2679338,0.9727856,1.2331496,1.0284181,1.3735238,0.66016054,0.5807864,1.0986187,1.058702,0.6347973,0.5650612,0.8249301,0.98733056,0.64647335,0.8009506,1.2140703,1.3463836,0.35877705,0.836681,1.1616734,0.66735387,1.071085,0.5277502,1.0811639,0.49438435,1.4396536,1.396097,1.1257079,1.3424098,0.80715275,1.3340248,0.71497345,1.1789985,1.0353237,1.3405248,1.2703812,0.69555384,0.24680871,0.7252922,0.6321653,0.0,0.93814105,1.2566917,1.4158313,1.3048531,1.3585086,0.38806665,0.3936416,0.7762716,1.0199165,1.0483193,0.6334406,0.6797774,1.3430493,1.3151557,1.4036307,0.9368907,1.1075822,0.8751981,1.095906,0.6963241,1.4234469,1.2197886,1.1105591,1.2738173,1.2510674,1.2168663,1.2856579,0.31968975,1.2219946,0.49951267,1.0887241,1.0992454,0.7429867,1.3546201,0.5666023,1.5076467,1.3927711,1.547199,0.4276042,0.55068374,0.809323,0.8112691,0.9139717,0.90885866,1.4126335,1.135443,1.1884816,0.9610514,1.1132635,0.20427525,1.2491,1.1686926
oven,1.1582595,0.984957,1.185626,0.9721411,0.9267544,1.0003178,0.89650214,1.1635013,1.1182086,1.1049538,0.7540717,0.88902664,1.326853,0.85857064,1.0331082,1.026037,0.71772796,0.7408991,0.83588946,0.6110278,1.1146041,0.72608924,1.0069873,0.4619391,0.87181294,1.2923962,1.0781257,0.84635425,0.689409,0.9276929,1.1939689,1.0532011,1.2519779,1.0881321,1.1180906,1.1361759,1.2568104,0.84206116,1.0667282,0.60603046,1.04663,0.922792,1.1089063,0.9109914,0.7784648,0.76471317,1.1790853,1.050643,1.0236404,1.2446176,1.2376475,1.1974227,0.97033536,0.8044669,1.2017274,0.9013457,1.049979,1.1184592,1.0505759,1.0568342,1.1231053,1.1548445,1.0325136,1.3103483,0.9006631,1.2773151,0.8430537,1.0777783,1.2476368,0.9212233,1.2644477,0.8756648,0.90068495,0.7050742,1.1763861,0.8490125,1.2468796,1.0100147,1.006894,0.9722757,0.63440347,0.89445895,0.93814105,0.0,1.2751489,1.3093125,1.1793456,0.8867293,0.8663875,0.9536349,0.84491336,0.78628564,0.865293,0.85471225,1.0772834,0.96563864,0.8570454,0.6356864,1.1058371,0.99810535,0.987205,1.124122,0.75178576,1.3043095,1.098922,1.008355,0.89251214,0.8630392,1.0024565,1.0970553,0.9150627,1.0990633,0.60842603,1.1088071,0.90343845,0.9127975,1.0393986,0.95162934,1.0939766,1.2438339,1.0626378,0.7584404,1.1439767,1.1796172,1.0367131,0.64777815,0.9709754,1.0716605,0.99257356,1.1060576,0.6894372,0.6974738,0.77953506,0.8782923,1.0433899
