,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,coat,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
cookie,1.0214223,0.97469234,1.0934949,1.0381253,1.04179,1.1418941,1.0632536,1.0068074,1.1253874,1.0123671,1.1891901,1.0365804,1.0301919,1.0114399,1.0000486,0.9011772,1.121533,0.8685199,0.95099145,0.76315594,0.97063726,1.1861738,1.0976689,1.1980695,1.1545908,1.0869629,1.1041749,0.93534064,0.91343737,0.0,1.0148722,0.8062303,1.2244608,1.0056522,1.0385427,0.8933131,0.9623964,0.9389874,1.0047939,1.0251899,1.1522623,1.0825076,1.185648,1.0633723,0.9293398,1.1788983,1.1650316,0.9813995,1.123408,1.2237213,0.9554415,0.76867235,1.0296034,0.99206626,1.2233511,1.1697891,1.0577285,0.98806113,1.2176516,1.0031254,1.2605729,0.92726547,0.97401184,0.2388556,1.1772805,1.2403007,1.201749,1.0889688,1.1704826,0.94227177,1.1688495,0.932582,1.0366108,0.92864215,1.1898394,1.224087,0.97540945,0.6900115,1.0353818,0.46803343,1.1063291,0.9857657,1.0720911,0.95700926,1.0023084,1.0405941,0.77556103,0.95584416,1.0623918,0.85840654,1.0453781,0.94525075,0.98101604,1.164335,1.1087842,1.140524,1.022006,0.26537097,1.1490611,1.0342093,1.0904734,0.9182847,0.96823835,0.6842957,1.0472965,1.2145226,1.0543792,1.1676404,1.2195629,1.0254493,1.0667124,1.0077629,0.9242361,0.9816055,1.197382,1.055354,1.1719058
couch,0.92188704,1.1999865,0.5394985,1.1980088,1.2713667,1.3484497,1.4396086,0.7479473,0.9146431,0.046937525,1.3104062,0.23047197,0.5081272,1.0195206,0.22519207,0.76069695,1.3607028,1.5447885,0.62807566,0.9859798,1.0520315,1.4817665,1.2092832,1.4874734,1.1020533,0.72276473,1.1384349,0.87322533,0.92765445,1.0148722,0.0,0.7697432,1.4291364,0.5111862,1.5149298,0.64164007,0.85077035,0.85611355,1.1951938,0.91094005,0.82007253,0.8515252,1.3098066,1.183058,1.0456104,1.3079009,1.5461571,1.1702452,0.86428696,1.4129095,1.0007592,0.8753205,0.73577106,0.9956146,1.3143337,1.2361509,0.9570709,0.5448506,1.2479827,0.8334629,1.4916215,0.7651084,0.86247927,0.9790194,1.2678417,1.3765306,1.4207617,1.2920289,0.97967225,1.2022195,0.69776964,0.61518335,0.91962755,0.54100215,1.4638791,1.4122565,0.3881328,1.0250825,1.1730101,1.1912866,1.0849699,1.2970258,1.341561,0.9052028,1.1209787,0.7139999,0.9642278,0.6835004,0.9994591,0.9036807,0.91716653,1.1068041,0.27253664,1.4618616,0.9481499,1.3666337,1.0242734,1.0941014,1.6190314,1.0464737,1.2084295,0.8597077,0.43425727,0.48818278,1.4388288,1.3456498,1.3276988,1.4802966,1.4295549,1.1784765,1.1971223,0.88441825,0.84921545,1.1893117,1.3956506,0.8092972,1.0070252
cracker,0.9384218,1.1464533,0.816264,1.2095212,1.2479761,1.2040471,1.3178523,0.9597767,0.952667,0.7868725,1.2596514,0.7716962,0.66266584,1.0359408,0.7182636,0.99773014,1.3560512,1.2768347,1.0130595,0.33298433,1.0163034,1.3570287,1.1352928,1.4237863,1.1759622,0.90308243,1.2574927,0.9912455,1.0167935,0.8062303,0.7697432,0.0,1.3591988,0.8168026,1.3552603,0.7883184,0.8697619,0.98723394,1.0922029,0.87546974,0.9631225,0.79795825,1.1239052,1.0425025,1.0851859,1.2216775,1.2776344,1.111019,1.0677569,1.2733427,0.7927251,0.95845646,0.7742476,0.72398216,1.2930392,1.0154166,1.0277828,0.81685746,1.1963378,1.0106927,1.3078558,0.8336737,0.67332363,0.66749513,1.2543218,1.3197916,1.2996588,1.2022555,0.93935585,1.1439047,0.8142444,0.7186752,0.91349876,0.8989179,1.243918,1.2281222,0.73541373,0.7492981,1.2396488,0.9333792,0.8277329,1.0821595,1.3286283,1.0266371,1.1215966,0.7866756,0.91805124,0.79112095,0.98031986,0.839567,1.0093274,1.069729,0.77819574,1.0259311,1.0953536,1.3332535,0.8280088,0.81168115,1.2296722,1.080154,1.1979012,0.9271603,0.70472807,0.817963,1.3362356,1.1247967,0.86876166,1.1355762,1.3691838,1.1938865,1.0899506,0.93472236,0.81024337,1.1488001,1.2825431,1.045048,1.0337338
crayon,1.1026412,0.9875546,1.3043737,0.7084968,0.61774147,0.41238344,0.4746164,1.3334506,1.114821,1.3892226,0.32444698,1.4823589,1.4974791,1.1043102,1.5355483,1.1580931,0.31519783,0.43805468,1.2153608,1.2243574,1.0379267,0.5489996,0.84033823,0.48122472,0.82402813,1.2799007,0.898627,1.2636335,1.2188696,1.2244608,1.4291364,1.3591988,0.0,1.2915227,0.326564,1.2502156,1.2484918,1.4200003,1.0286062,1.3306025,1.1239004,1.2298042,0.6684202,0.93943787,1.0731884,0.6475886,0.30378544,0.9597837,1.1128414,0.22690284,1.2014157,1.1187686,1.3817589,1.2578171,0.3171528,0.91247874,1.1715877,1.4544406,0.6979236,1.2280935,0.35011655,1.3115666,1.3701636,1.2838404,0.1743952,0.49419713,0.22329557,0.73233604,1.0438809,1.0093716,1.1819746,1.4574225,1.3422153,1.297976,0.28452313,0.13550687,1.4570186,1.0868833,0.90126604,1.0107825,1.1052268,0.8782977,0.6522588,1.2829121,0.9457455,1.4489204,1.1875017,1.4033611,1.1198742,1.2976129,1.2297909,1.1007481,1.3918686,0.4573058,1.0213256,0.35219383,1.1896939,1.1705544,0.3344381,1.0304295,0.88806987,1.2471374,1.5303233,1.4236646,0.24237746,0.6186011,0.8577189,0.55431813,0.24664563,0.83825517,0.9352195,1.2521982,1.2422733,1.0139002,0.116838455,1.2891576,0.9739727
crib,0.9892663,1.1077131,0.9031333,1.2240275,1.251397,1.2252479,1.0679798,0.96298736,1.1026667,0.53479075,1.2835327,0.7079679,0.7742617,1.0109906,0.7382076,0.70892054,1.1511172,1.284096,0.68152344,1.093598,0.8629981,1.1240151,1.1092671,1.133625,1.023432,0.98492813,0.80997574,1.041196,0.85079163,1.0056522,0.5111862,0.8168026,1.2915227,0.0,1.2302308,0.801016,0.5873285,0.82865417,0.9357146,0.9259527,1.1007532,0.8966083,1.2451717,1.1852515,0.80203295,1.2003288,1.3058269,1.0891411,0.9669478,1.3041887,0.9731889,0.8824955,0.9250647,1.0015787,1.2427353,1.1506479,1.043479,0.8535744,1.2465364,0.68434125,1.2266536,0.93571144,0.8815252,0.97508836,1.235574,1.1213913,1.2925482,1.2440085,1.1169957,0.8718099,0.9801449,0.85189617,1.0962943,0.74867684,1.1955085,1.2529361,0.6004236,1.0513569,1.0425748,1.0807335,1.1613193,1.0422122,1.045704,0.6695289,0.9912813,0.90699536,0.8631247,0.9475267,0.9413935,1.0257397,1.0208801,1.1422646,0.6168806,1.3342867,1.1235939,1.2494123,0.9480318,1.0443802,1.3828475,1.1400603,1.1235802,0.87052095,0.77790546,0.71568835,1.3221211,1.2702429,1.1454773,1.2685425,1.2781539,0.8630726,0.8894274,0.8859875,0.77084196,0.9987297,1.2802138,0.8890413,1.1979047
cup,1.2566521,0.928547,1.4707248,0.7173787,0.60628605,0.4607244,0.27626634,1.2546744,1.213432,1.4754179,0.552506,1.6062994,1.4572617,1.1129179,1.5845368,1.0995119,0.19384253,0.18346554,1.1782582,1.1788101,1.1532009,0.27594566,0.81848174,0.34102464,0.75841105,1.2482582,0.8049878,1.2483582,1.2275643,1.0385427,1.5149298,1.3552603,0.326564,1.2302308,0.0,1.1334888,1.0659564,1.3105521,0.8721175,1.2640007,1.2359673,1.2571582,0.9459689,1.0051512,1.0006238,0.78559124,0.30244565,0.9023305,1.1287404,0.4702134,1.0557492,1.0852721,1.4508104,1.3509086,0.431131,0.9077731,1.1791464,1.4993165,0.6332942,1.2593551,0.4377833,1.3407035,1.3117452,1.1741059,0.47248882,0.36045098,0.47328728,0.83593345,1.279204,0.8757148,1.3576474,1.4584054,1.347384,1.3259158,0.41896927,0.500345,1.4584363,1.1130359,0.7585484,0.6903185,1.0831363,0.6211804,0.4693116,1.1276498,0.6921369,1.5031964,1.1470234,1.3997829,1.0565798,1.3392773,1.2127157,1.0057617,1.4770434,0.6534159,1.0463732,0.44030702,1.166226,1.0228262,0.35045213,1.0423287,0.84141016,1.1794549,1.5572401,1.3108628,0.21826053,0.7703321,1.0075824,0.69667596,0.38019252,0.5671387,0.6813184,1.217899,1.2422459,0.8304462,0.37819958,1.2757968,1.0835567
dog,0.968035,1.0479457,1.011962,0.99925274,1.0228429,1.0748866,1.0947615,1.0222822,0.8345174,0.67521304,1.2442358,0.8656002,0.77906907,0.83092284,0.7662723,0.8909347,1.1413748,1.1811662,0.91589457,0.9362462,1.1090394,1.0621253,0.92576855,1.2668947,1.1336749,0.3456589,1.2577639,0.96463054,1.0583663,0.8933131,0.64164007,0.7883184,1.2502156,0.801016,1.1334888,0.0,0.6409477,0.9801427,1.0964087,1.0539448,1.168369,0.9756836,1.305738,0.9399727,0.7905206,1.2144173,1.2389411,0.81596625,1.0561657,1.2569386,0.8359757,0.9754631,0.9080665,1.0471071,1.0660918,1.1751302,1.0246727,0.9415268,1.1525621,1.0075217,1.2676419,0.77923095,0.82391393,0.72384775,1.2114885,1.1176504,1.299835,1.1025996,1.1835006,1.0977067,0.9816729,0.9637034,1.0627195,0.88377064,1.1974918,1.2391193,0.7638364,0.98531765,0.8709494,1.0094092,1.0036894,0.9019495,1.1243236,0.9651249,0.69722784,0.97743356,0.967614,0.9988075,0.9177971,0.8643073,1.0843624,1.2253234,0.85504377,1.299896,1.0954621,1.2193767,1.0255116,0.9411786,1.2679439,1.119303,1.1240122,0.96485555,0.8534864,0.8183404,1.1679417,1.2555333,1.2522265,1.3505366,1.2810534,0.7402291,1.0250626,1.03508,0.9326831,0.9722064,1.2407744,1.0789151,1.0284437
doll,0.6967362,0.8537361,1.0385112,1.0605949,1.0838486,0.98654294,0.9743277,1.1699811,1.2014003,0.83638465,1.3196707,1.0695366,0.73161876,0.74879146,0.98509306,0.6455597,1.1330242,1.1608464,0.77559924,0.97835124,1.0027434,0.8836848,0.7519103,1.208214,1.2257276,0.9947871,1.0719624,0.96654177,1.0700978,0.9623964,0.85077035,0.8697619,1.2484918,0.5873285,1.0659564,0.6409477,0.0,1.0807061,0.9703013,0.9327848,1.1899565,0.9045557,1.0437163,0.8666634,0.59210277,1.1247904,1.1944928,0.7105992,1.1843177,1.2028509,0.7204757,0.8610717,1.0087355,0.8260757,0.9415046,1.1922158,0.89838654,1.0070821,1.2492447,1.0661402,1.1854969,0.9422382,0.68926585,0.8568933,1.243037,1.0425864,1.1760985,1.121385,1.117321,0.9690003,1.181024,0.93636304,1.0365033,0.8702771,1.0959244,1.2221143,0.8300524,0.9314435,0.87393266,1.0979484,0.8570382,0.7841165,1.0861402,0.843835,0.934888,0.90802294,0.9685797,1.0118881,0.7906492,0.97767675,1.161416,1.3095474,1.0255189,1.1283171,1.2882302,1.1981965,0.75023663,0.9957715,1.1535959,1.2158532,0.90326333,0.81010723,0.9568453,1.0814703,1.1501527,0.99619436,1.0405602,1.2179387,1.1935706,0.46244943,0.94262344,1.1601971,0.994286,0.96013117,1.2589052,1.2218437,1.3185322
door,1.1171826,1.1137267,0.8745282,1.2689719,1.295373,1.3468966,1.243695,0.578966,1.0572593,0.915555,1.2542989,0.72372377,1.0059471,1.0873873,0.837753,0.9890484,1.2298294,1.2755669,0.9322588,1.0666888,0.8490805,1.2763566,1.1850853,0.97066385,0.8156223,0.89959836,0.7671284,0.85914594,0.65572906,0.9389874,0.85611355,0.98723394,1.4200003,0.82865417,1.3105521,0.9801427,1.0807061,0.0,0.7675609,0.79007983,1.0395797,0.9449396,1.2451229,1.2382092,1.1951864,1.1937841,1.2875283,1.2130163,0.9943855,1.3480072,1.181952,1.0110687,0.9165457,1.0248349,1.3971617,0.9730122,0.9128394,0.7878915,1.1782854,0.5223364,1.1535754,1.0335531,1.0996066,1.0215645,1.340879,1.2113549,1.3399115,1.1287642,0.97675514,0.6593227,1.1005874,0.8561398,0.733658,0.96618336,1.3818324,1.398736,0.78153044,1.1429265,1.053004,1.0682164,1.0272788,1.1035895,1.0470694,0.41879904,0.9614688,0.88660914,0.9873482,0.85482705,1.1564718,0.7635398,0.67586035,0.75052273,0.7840346,1.3558829,0.99097425,1.2167791,1.0536752,0.96924186,1.3794186,0.98225147,1.0911244,0.9490476,0.7628718,0.72537774,1.3695843,1.3158891,1.2007987,1.2661823,1.2536693,1.2674577,1.0443856,0.7668806,0.85008395,0.7433547,1.3837869,0.39656186,1.0889353
drawer,1.0826564,0.78635883,1.1146412,1.0053283,0.9494625,1.1503483,0.9198806,0.7418879,1.1058365,1.183887,0.8953953,1.1912918,1.2076458,0.9846445,1.2273932,0.84154636,0.9442039,0.9019342,0.8479088,1.0211312,1.0928644,0.8145976,0.9710474,0.71022415,1.0248148,1.1909983,0.79519355,1.2075629,0.8880485,1.0047939,1.1951938,1.0922029,1.0286062,0.9357146,0.8721175,1.0964087,0.9703013,0.7675609,0.0,1.1077611,1.1690253,1.0925971,1.0632982,1.0060904,1.0238603,1.0666252,0.8594312,0.88904905,1.0523939,1.0452393,1.1102842,0.9198035,1.2607993,0.9962065,1.1503633,0.6352507,1.2202468,1.2001712,0.9277978,1.0331602,0.9721285,1.190518,1.2606943,1.0699451,1.1535571,0.7411573,1.1231241,1.0941945,1.2276206,0.6107186,1.1815779,1.2221173,1.214287,0.970913,0.8504348,1.0004205,1.1826148,1.0368168,0.96183443,0.87988967,1.1013627,0.85264635,0.6981698,0.7622931,0.8928992,1.3058357,0.88135797,1.224597,0.9724929,1.1101482,1.0253985,0.6801812,1.1543659,0.9912171,1.0609715,0.95039696,1.0695225,1.044534,0.8875638,1.062571,0.85792756,1.1475762,1.1571051,1.0417795,1.0066985,1.0464404,0.9180233,0.8618853,1.0653802,0.8543906,0.5864543,0.9833545,1.0626421,0.65711886,1.0506533,0.9842286,1.1111681
dress,0.97577566,1.0753443,0.9265191,1.2461271,1.2663907,1.2296251,1.1933489,0.985162,1.0756836,0.93759227,1.3168111,0.8030043,0.64324045,1.021904,0.7355974,1.057267,1.1455661,1.2867588,1.0146091,1.0223175,0.9501726,1.2017244,1.184449,1.1966962,1.1208255,0.96413475,1.0031178,0.58710986,0.9408409,1.0251899,0.91094005,0.87546974,1.3306025,0.9259527,1.2640007,1.0539448,0.9327848,0.79007983,1.1077611,0.0,0.74891436,0.8924662,1.1286306,1.1080036,1.046275,1.1705818,1.2127117,1.1728331,1.027073,1.2520764,0.9535587,0.9731165,0.7511818,0.9130279,1.1561484,1.1002276,0.6600033,0.6269723,1.1716441,0.87329924,1.19,0.92852706,0.72485816,0.99931616,1.2184895,1.1653328,1.2319485,1.1958252,1.0649147,0.92543095,0.9728076,0.26607418,0.5703567,0.95166093,1.3004893,1.2659684,0.73817396,1.1006043,1.170269,1.1403276,0.93970245,1.0169475,1.2184713,0.8313358,1.132034,0.45284033,1.0034428,0.31956673,1.1096435,1.0206527,0.973688,1.1262695,0.7402148,1.2159648,1.1012415,1.2232869,0.87088054,1.0678854,1.238622,1.0405041,1.0188594,0.747061,0.51431614,0.93415713,1.3338099,1.1420954,1.0887926,1.1527275,1.104537,1.1451883,1.1838595,0.9091106,0.9406428,1.0598587,1.2438276,0.8874722,1.1256781
elephant,0.9748981,1.1675129,0.6978511,1.1070306,1.1124444,1.0474714,1.235225,0.8932865,0.79059315,0.83659923,1.1299653,0.6344267,0.733719,1.1530877,0.60807496,1.2143033,1.134297,1.287259,1.081361,0.9492899,1.0698608,1.2333653,1.1886067,1.1610053,0.95503044,0.8530333,0.9941112,0.72684675,1.0082703,1.1522623,0.82007253,0.9631225,1.1239004,1.1007532,1.2359673,1.168369,1.1899565,1.0395797,1.1690253,0.74891436,0.0,1.0104694,0.86917055,1.1111398,1.2196847,1.0336114,1.1413034,1.2610769,1.0180272,1.0125574,0.9944476,1.1042672,0.8100968,0.91593957,1.0627586,0.99885803,0.80009204,0.54330695,0.78300256,0.9711685,1.1406292,0.88971233,0.78962934,1.120314,1.0038648,1.208353,1.0368979,1.0318741,0.8404027,1.1907698,0.47039062,0.7302165,0.7102037,1.0532453,1.1179327,1.1271508,0.8934145,1.0738693,1.2959042,1.2062883,0.8594572,1.1501898,1.2744713,1.0667554,1.1880283,0.7503924,1.1675999,0.7015114,1.0221511,0.9986287,1.1087414,1.1090114,0.7174285,0.9378167,1.026901,1.2066638,0.93040425,1.182801,1.1673254,1.1443021,1.1139798,1.0697155,0.71705985,0.9740686,1.2135197,0.9094693,0.8953543,1.0463347,1.1195832,1.2940907,1.2535566,1.0237927,1.1263819,1.1794126,1.0080996,0.93579584,0.6967847
face,0.9844379,1.0089086,0.8276305,1.0156224,1.1240808,1.1473403,1.2812068,0.9808543,1.0223479,0.86878556,1.1706917,0.89128876,0.78532356,0.9166795,0.9231885,1.0582076,1.2110512,1.2810484,1.0055633,0.99317104,1.07352,1.2051824,1.0534943,1.2768035,1.1123258,0.99264,1.2522537,0.96024954,0.9193201,1.0825076,0.8515252,0.79795825,1.2298042,0.8966083,1.2571582,0.9756836,0.9045557,0.9449396,1.0925971,0.8924662,1.0104694,0.0,0.9399672,0.9921937,1.0513691,1.1665161,1.2411661,1.0214726,1.0382178,0.9941892,0.9738882,1.0710909,0.4707706,0.7317978,1.062118,1.0960797,0.9765321,0.88021755,1.2789109,0.992764,1.1857579,0.8624677,0.8550967,1.060585,1.1017425,1.289909,1.0941247,0.9828862,0.9548246,1.1676459,0.8652946,0.8625649,0.9397241,0.8808558,1.1978047,1.2142763,0.9065932,0.9727741,1.1632792,1.1642598,0.85244775,1.1166885,1.2754841,0.9705393,1.2014116,0.6518304,1.0341543,0.8112933,1.0433528,0.88661385,1.0259467,1.086088,0.8656832,1.0863088,1.0807867,1.2322637,0.94211084,1.0886735,1.2329311,1.0838166,1.0105158,0.86202264,0.7926134,0.97073585,1.2032117,0.928542,0.9980192,1.1645465,1.2051842,1.1162962,1.2500231,0.9335669,0.79314375,1.1226429,1.1712307,0.92353964,1.0107476
finger,0.96082246,0.95718074,0.9223947,0.80258656,0.86809814,0.73131245,0.9492712,1.2844281,1.0603411,1.3069272,0.7946141,1.2172521,1.1393279,1.1033385,1.2848194,1.1882191,0.99992734,0.97118413,1.3043433,1.0458053,1.0803959,0.94202805,0.9410992,0.88461626,1.1362267,1.1549342,1.0339235,1.0750133,1.0215317,1.185648,1.3098066,1.1239052,0.6684202,1.2451717,0.9459689,1.305738,1.0437163,1.2451229,1.0632982,1.1286306,0.86917055,0.9399672,0.0,0.9625015,1.0522444,0.45966017,0.73852867,1.1018579,1.270834,0.4039551,0.9056051,1.1220338,1.0041933,0.5151197,0.634261,1.0202943,0.7971035,1.1978309,1.000828,1.2286489,0.7893015,1.0389994,0.97672665,1.0675201,0.7037568,1.0020944,0.4519837,0.46117663,0.5933529,1.1918485,0.99052405,1.2040962,0.8787249,1.2816491,0.6670551,0.6318584,1.1724267,0.8993149,1.1546118,1.2310946,0.81504357,1.04979,0.9894641,1.1972841,1.241305,1.0464318,1.1856637,1.1207691,0.95009995,1.052205,1.1733314,1.1186842,1.3111728,0.24570781,1.169155,0.90744853,0.744322,1.1839021,0.6336802,1.1540499,0.9596072,0.9319901,1.2051946,1.403861,0.80621725,0.20408404,0.3848288,0.6538671,0.73698604,1.1508659,1.2367172,1.258005,1.2528412,1.2230687,0.6017773,1.2468188,0.99712956
fish,0.48426282,0.84805405,1.1376157,0.9201635,0.9090789,0.93547523,1.0096269,1.1843092,0.9379387,1.1506174,0.9082372,1.2448037,1.0429142,0.11872041,1.1915709,0.9428982,1.0789453,0.95425135,0.9996495,0.943087,1.085455,0.8748938,0.4398446,1.1237415,1.2127283,1.1042576,1.2015078,1.1059322,1.1408899,1.0633723,1.183058,1.0425025,0.93943787,1.1852515,1.0051512,0.9399727,0.8666634,1.2382092,1.0060904,1.1080036,1.1111398,0.9921937,0.9625015,0.0,0.7498411,0.98429346,1.0321381,0.23219001,0.8800548,0.99695426,0.970216,1.0253464,1.1509675,1.0564442,0.89716333,1.0339622,1.1437702,1.1945598,0.9817669,1.1722134,0.9969693,1.0128578,0.9712059,1.0238601,0.95010173,1.041855,0.9761545,0.9420677,1.083056,1.1317196,1.0962622,1.1965011,1.1829565,0.89258236,0.95278776,0.97120214,1.1883141,0.95931363,0.88708735,0.99784136,0.95889795,1.0972787,1.0508456,1.1725894,1.1114806,1.1073492,0.94207007,1.1964859,0.79868186,0.94151837,1.1628412,1.077262,1.2672433,0.99740255,1.0002166,0.97891647,1.0545582,1.029019,0.8745258,0.9227718,0.8850992,1.165536,1.1947442,1.137628,0.8908013,1.0193281,0.9720178,0.9709746,0.99160725,0.79283404,1.0167936,0.9977343,1.1138366,1.135559,0.9797763,1.1812897,1.0219678
flower,0.9124895,0.7792742,1.1644769,0.931941,0.93217254,0.9179547,0.82417005,1.2953508,1.1034856,1.0270208,1.138045,1.2074133,1.0074898,0.82307994,1.0881746,0.75626224,1.0658906,0.97441053,0.92040193,1.0440764,0.9381452,0.87434995,0.80673987,1.0946783,1.2250254,1.0488664,1.1427369,0.967768,1.1023628,0.9293398,1.0456104,1.0851859,1.0731884,0.80203295,1.0006238,0.7905206,0.59210277,1.1951864,1.0238603,1.046275,1.2196847,1.0513691,1.0522444,0.7498411,0.0,0.961664,1.1038244,0.59225374,0.9076052,1.1471543,0.76520675,0.9078917,1.1663681,1.006178,1.0299189,1.169342,0.95218456,1.1016257,1.2344787,1.1345091,1.0993569,0.81481874,0.7771047,0.84768754,1.0899109,1.0037673,1.1108313,1.008831,1.135344,0.91303366,1.2049826,1.0851866,1.062629,0.85983104,0.98870957,1.0491402,0.87478733,0.9614319,0.83420897,1.0108452,1.0390399,0.82995355,0.98157936,0.9510274,0.9226239,1.0136162,0.9652409,1.2046672,0.81935173,0.95643425,1.1582375,1.2166721,1.206552,1.1131405,1.0979687,1.0254661,0.99752253,0.91070926,1.0067477,0.9634421,0.8218113,0.91958696,1.1481469,1.1916891,0.98881423,1.0535077,1.0442331,1.080474,1.0589329,0.6273123,0.9321653,0.9676181,1.0482584,0.9702109,1.0886801,1.2389992,1.2172561
foot,1.110898,1.0477345,1.1080776,0.8829329,0.8971697,0.7329012,0.6979944,1.3127226,1.1353333,1.3283138,0.6742973,1.1775628,1.3468533,1.160878,1.286675,1.20171,0.87185466,0.740238,1.3316123,1.1224624,1.0344942,0.82553893,1.020361,0.56740445,0.9911728,1.0191863,0.7735154,1.0341729,1.0181229,1.1788983,1.3079009,1.2216775,0.6475886,1.2003288,0.78559124,1.2144173,1.1247904,1.1937841,1.0666252,1.1705818,1.0336114,1.1665161,0.45966017,0.98429346,0.961664,0.0,0.64699924,1.122885,1.1910145,0.51266086,0.9867795,1.2181156,1.1704739,0.936694,0.7272414,0.9498242,0.80725765,1.1817282,0.83935976,1.166384,0.6393505,1.1068876,1.1972375,1.065413,0.7806777,0.7937999,0.4411093,0.44627512,0.6063047,1.0644025,1.2257522,1.2641256,0.8755955,1.3520432,0.65736085,0.66003823,1.1506683,1.0457902,0.97885334,1.0954952,0.8363995,0.94513303,0.76619893,1.1996247,0.88893986,1.1517655,1.2315688,1.2489536,1.1008091,1.084057,1.1427569,1.0694861,1.2839404,0.40004325,1.071729,0.7232749,0.91506964,1.0944971,0.6103586,1.0253114,1.000183,0.9241992,1.3029839,1.3464112,0.6786273,0.4727978,0.6365621,0.7363626,0.6230309,1.1232553,1.0494006,1.1878254,1.320436,0.9791812,0.62706786,1.1641781,0.9758996
fork,1.2206075,0.99957097,1.3675977,0.7954188,0.7159755,0.4939388,0.4071628,1.2710868,1.14521,1.5277119,0.54550904,1.5450546,1.4799249,1.1692215,1.5832013,1.2086235,0.41817904,0.41313088,1.2602972,1.1629648,1.0841546,0.48374665,0.8308512,0.3997742,0.8187841,1.1914061,0.8059386,1.2217987,1.1444075,1.1650316,1.5461571,1.2776344,0.30378544,1.3058269,0.30244565,1.2389411,1.1944928,1.2875283,0.8594312,1.2127117,1.1413034,1.2411661,0.73852867,1.0321381,1.1038244,0.64699924,0.0,1.0203238,1.18441,0.36899698,1.1525822,1.1662577,1.3667493,1.1561198,0.5035829,0.8969979,1.1561356,1.4999582,0.51205575,1.2563441,0.40701658,1.2799976,1.3721781,1.1642091,0.5281817,0.37393606,0.35219944,0.81372607,1.140114,0.92911315,1.1902928,1.3679737,1.2590559,1.3561424,0.24854171,0.35742962,1.4676149,1.0313902,0.82094336,0.8582194,1.0495614,0.6498522,0.5491086,1.1574206,0.7776452,1.3692584,1.1074091,1.3209162,1.0987444,1.259527,1.2185729,1.0367199,1.4799589,0.47779363,1.1111479,0.5657178,1.1218377,1.1341158,0.13648736,1.0875823,0.9086621,1.1519629,1.4531863,1.4278874,0.38156718,0.63011587,0.8797746,0.40442872,0.2976805,0.79773545,0.8322186,1.260013,1.260324,0.7697592,0.33542264,1.2806797,1.0292733
frog,0.54420936,0.73295915,1.2399416,0.8851363,0.8812063,0.84121335,0.9358915,1.1763496,1.0120778,1.116428,0.9954324,1.3481846,1.0757107,0.27343655,1.2796664,0.79665077,1.0152578,0.9073074,0.8697983,1.0449708,1.0222541,0.7473712,0.30606413,1.0760615,1.1216276,1.121961,1.1976888,1.1823351,1.169378,0.9813995,1.1702452,1.111019,0.9597837,1.0891411,0.9023305,0.81596625,0.7105992,1.2130163,0.88904905,1.1728331,1.2610769,1.0214726,1.1018579,0.23219001,0.59225374,1.122885,1.0203238,0.0,0.8991016,1.0608283,0.9578481,0.9461743,1.2219069,1.0932426,0.9069609,1.0687479,1.2388048,1.291461,0.9959704,1.1499604,0.96103317,1.0155106,0.98469454,0.9915356,1.0375779,0.90299183,1.0469902,1.0446832,1.1778313,1.0089881,1.1860635,1.3003628,1.3013484,0.7848804,0.9230592,1.0087786,1.2548517,0.91675013,0.7786044,0.9368002,1.0102961,0.89109856,0.90988845,1.083995,1.0174153,1.2328981,0.87582374,1.2703058,0.7229501,0.9908288,1.1326864,1.1450065,1.3002353,1.1150268,1.0289657,0.9384522,1.0955468,0.9715714,0.9194403,1.001884,0.7686103,1.2121594,1.2614294,1.1514639,0.8718751,1.0695536,1.1110314,1.0219061,1.0014755,0.5654483,0.85769165,1.0326457,1.1085875,1.0234302,1.0749674,1.2007427,1.1548402
