,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jeans,0.9878691,1.0409545,1.4063156,0.38285094,1.2384537,1.368094,1.4052051,1.4383433,0.7396252,0.62139016,0.26684225,1.3026968,0.52521217,0.45457202,1.3945413,0.37159705,0.8285039,0.9971018,1.4901452,1.5120099,1.0692258,1.1625624,0.9502033,1.4977207,1.3570638,1.4052,1.1555169,0.8431598,0.86510384,1.152584,1.5012478,0.9597639,0.98570794,0.748274,1.3721839,0.23607767,0.85186815,1.5496237,0.8555774,1.5407932,0.8628234,0.8092289,0.9553375,1.1312933,1.1651679,0.46915615,1.1183009,1.1565428,0.81708544,1.0740712,0.77129984,0.991712,1.4982934,1.4322183,1.0075928,1.5259222,1.2121067,0.8777865,0.89630085,1.12845,0.59025943,0.7662288,1.1511519,0.85080844,0.9587147,0.67446864,1.4480762,0.9860289,0.7860129,0.40830535,1.4673449,0.0,0.6663307,0.8645912,1.5418074,0.53989375,0.7704603,1.156269,1.1901393,0.5900132,1.3413777,0.8415227,0.70189846,1.3261863,1.2618057,1.0839552,1.0485495,1.3203464,1.0966753,0.8987651,0.37419152,0.28070837,0.8566951,1.5285194,1.5187514,1.1604869,1.2699702,1.2120996,0.6811024,0.8944377,1.297554,1.5550687,1.1436332,0.8156012,1.2161604,1.2751656,1.3383168,1.2212603,1.0772178,0.6113841,1.3930471,1.0513971,0.6760809,1.1689057,0.23913288,1.0021446,0.3365323,0.8010758,0.6771246,0.9208437,0.82066816,1.4017518,0.9368988,1.400403,0.52712023,1.4223896,1.0617465,1.0090364,0.92547464,0.20802426,0.6648909,1.5463508,1.1781485,1.1635524,1.0097954,1.289578,1.4336886,0.8248316,0.94650394,1.3516377,1.3719497,1.3828163,0.7969004
knife,1.0131476,0.9488572,1.3508301,0.656729,1.2715365,1.3658779,1.2145357,1.1525346,0.67160505,0.953712,0.7810259,1.1717274,0.8500357,0.6670791,1.2867435,0.8974613,0.81059355,0.8682461,1.3527815,1.2492071,0.901642,1.0239851,1.0132278,1.2303629,1.3992224,1.1383487,1.0606458,0.8428416,1.0818272,1.1397252,1.2357935,0.97179276,0.84819853,0.45878947,1.267262,0.7260354,0.6171863,1.199516,0.92774504,1.2350938,0.78063166,1.0811317,1.0358769,0.95774454,0.7824602,0.81957245,1.089016,1.1753051,0.9587143,0.99176365,1.0163403,0.8194875,1.327923,1.3266716,1.0191503,1.246974,1.2974739,1.0101237,0.7804723,1.1368974,0.76107657,0.96880406,0.816166,1.0059407,0.7739325,0.53625154,1.3851755,1.1919159,0.70131475,0.9562135,1.1216723,0.6663307,0.0,0.8064235,1.2235339,0.9194994,0.94209194,1.0194396,0.9539585,0.66021466,1.354506,0.9121138,0.79638046,1.2499791,1.1799614,1.0618604,1.0061171,1.2506088,0.909778,1.1650714,0.7247177,0.8273505,0.7812499,1.0803187,1.0366447,1.2793223,1.1227877,1.2784319,0.9578927,0.9331924,1.1643467,1.1444982,1.2213637,0.8300947,1.266456,1.1903714,1.0253392,1.0236632,0.9887446,0.9626279,1.4181745,0.88646907,0.90555984,0.81746817,0.74381405,1.0151143,0.79145837,0.40424216,0.83406836,0.7782901,0.8549688,1.297003,0.95731413,1.2263764,0.81940067,0.8424337,0.9217298,1.0435057,0.9861973,0.78276,0.84088594,1.3061761,1.1340864,0.8958646,0.5858952,1.2853643,1.3156643,0.77765775,1.0457685,1.1448585,1.0338144,1.2588844,0.9734505
ladder,1.2084148,1.1465212,1.4308182,0.8286528,1.1024126,1.255955,1.3137524,1.0302643,0.67216825,1.0996201,0.63080806,1.2484498,0.42184323,0.90261084,1.2243557,0.72961694,0.7426282,0.8448765,1.1127787,1.208391,0.6644952,1.299635,1.1688805,1.0381316,1.1040444,1.0519006,0.92978,1.2286209,0.86287963,0.5097749,1.2710844,0.8346473,1.0657514,0.8108622,1.3125982,0.6326276,0.99405897,1.2849715,0.24806899,1.1411602,0.9210344,0.83476865,0.91068566,0.57423353,0.8052422,0.7736003,1.2247167,1.4251587,1.0913332,1.2468073,0.9828083,1.2919006,1.3500055,0.9678529,1.3691623,1.0870842,1.2448602,0.9199635,0.8731077,1.2560978,0.98101765,0.71597064,1.1140256,0.9882969,1.0040618,1.0140125,1.3246815,1.0600101,0.713447,0.81318164,0.89183587,0.8645912,0.8064235,0.0,1.1297488,0.9988442,1.0177832,1.0368567,1.0228953,0.879997,1.0535834,1.0866989,1.0376873,1.4006354,1.0639747,1.3075842,1.2264547,1.4052672,0.6651869,1.143739,0.85658234,0.9781061,0.78615785,1.1947596,1.1697466,1.114,1.3657293,1.1885853,0.89621407,1.0637635,1.074874,1.2713664,1.1337578,1.0213133,1.1416756,0.90665764,0.99532306,1.2126607,0.5748403,1.1254289,1.138323,1.2630455,0.86281526,0.83394235,0.8248147,1.0381422,0.9938422,0.6504245,0.50746,0.7074157,0.6107126,1.3400989,1.0216041,1.3469611,1.1115265,1.1242862,0.904369,1.1190335,0.8065947,0.8779731,0.3208362,1.1481078,1.4232541,1.3390634,0.9402043,1.0620413,0.9433454,0.6804319,0.7559247,0.8967197,0.6674677,1.4091657,0.6497507
lamp,1.0078604,0.7787843,0.7093875,1.4172568,1.0074365,0.5289391,0.59393275,0.57066935,1.1403267,1.2018696,1.5318073,0.34430587,1.3837897,1.5257485,0.6485845,1.4243066,1.3261333,1.2317007,0.45660007,0.5868089,1.123224,1.077917,0.9446228,0.5608969,0.8777191,0.24123335,0.93463457,1.0492903,1.2287059,0.642529,0.43942606,0.7970354,1.0861213,1.2213426,0.73289996,1.4916279,1.2557883,0.34237492,1.2150856,0.2687589,1.2321821,1.3568912,1.2263671,0.7486526,0.7231922,1.3837413,0.99108726,0.7936338,0.9379102,0.79647493,1.2683504,0.9846209,0.44089586,0.7258409,0.8379403,0.3897568,1.0350739,1.2421384,1.1581708,0.808784,1.3237143,1.1991404,1.2213869,1.2049055,1.3100784,1.3572874,0.53190786,1.1342088,1.2600707,1.3897696,0.72765577,1.5418074,1.2235339,1.1297488,0.0,1.1399184,1.118975,1.0461644,0.99001986,1.5082717,0.65456843,1.2633442,1.4398587,0.6100163,0.49098682,0.667223,0.86471444,0.5869024,0.78905714,1.27507,1.5268242,1.3750759,1.3396348,0.31064904,0.28123045,0.99004984,0.7370476,0.9815054,0.9954566,1.2620499,0.62196416,0.68375677,1.0633055,1.3516923,0.97620285,0.79832876,0.5826365,1.0452613,0.9436064,1.2907228,0.8176299,0.78043675,1.4840295,0.90730155,1.4744143,1.0564198,1.3180063,1.3371341,1.1305931,1.0100402,1.2638419,0.42593384,0.98088646,0.37286854,1.1973401,0.48460466,0.8472396,1.1598531,1.2919877,1.521407,1.3558973,0.6751617,0.782426,0.8837397,1.074481,0.4750715,0.9527637,1.4547533,1.0509548,0.6075194,0.48826492,0.525421,0.9568205
leg,1.0163102,0.76319957,1.2421969,0.806527,1.1280259,1.2011238,1.1528797,1.2060815,1.0409355,0.7731211,0.7390157,1.0206865,0.7706003,0.83035576,1.0873573,0.64341974,1.084735,1.1794952,1.1129113,1.2767771,1.2255306,1.1229267,0.91097087,1.1440468,1.1494728,1.0005866,1.074965,0.8970103,0.9130722,0.90987825,1.1564529,0.8974673,1.062405,0.975752,1.2333301,0.7268657,0.96987945,1.2063828,1.0237161,1.1437137,0.93957084,0.9401791,1.0056576,1.1404605,1.1609237,0.6681087,1.0088204,1.1054592,0.91027623,0.8586781,1.0699568,0.96904474,1.1361063,1.158873,0.6791266,1.0861837,1.146227,0.97699094,1.0866461,1.0261511,0.6853395,0.8735583,1.2507904,1.0115907,1.1419287,0.9448297,1.0795568,1.0489422,0.9498007,0.60266405,1.2422464,0.53989375,0.9194994,0.9988442,1.1399184,0.0,0.82331896,1.1507204,1.1309993,0.87049663,1.0687814,0.9914254,1.027306,1.182071,0.8450122,0.8523643,0.96914846,1.1294572,1.1422844,1.0830282,0.8100866,0.4841659,1.141888,1.1780338,1.2169416,1.087403,1.0157852,1.1657579,0.6623523,1.0960627,1.0160208,1.2898736,1.0831654,1.0760783,1.182363,1.0582714,1.0873475,1.0955662,1.136722,0.82015705,1.075058,1.0413965,0.9193601,1.0543231,0.73326373,0.77923083,0.58882046,1.0272045,1.0288254,1.1002495,1.0171709,1.0891773,1.0596311,1.0439754,0.31289798,1.0906996,0.9761684,0.86416006,0.88549775,0.7298213,0.992652,1.2885234,0.91126746,1.0420656,1.0822055,0.8067496,1.2367548,1.1201146,1.0611811,1.08203,1.0156347,1.101485,0.9857412
meat,0.8840759,1.1278384,1.1810539,1.0514362,1.1332556,1.1941378,1.0709563,1.1579971,0.9449327,0.789196,0.9470927,0.9662286,0.8481014,0.8846477,1.0945648,0.872741,0.99004525,1.0028865,1.2219555,1.0518106,0.9566045,1.2687051,0.7148724,1.0055063,1.1016717,1.0870332,0.8961362,0.86393106,0.9656235,1.0510136,1.1483521,0.9346718,1.0113391,0.8681337,1.1247548,0.9204304,1.1152781,1.1502458,0.8388513,1.1551452,0.9100426,0.9958458,1.0742575,1.0472171,1.0685673,0.8270105,1.0970606,1.0447321,0.76944155,0.921166,1.004232,1.1725011,1.1210715,1.0622149,1.0518668,1.1294811,0.9977695,1.0792149,1.0424817,1.0068341,0.9401286,0.9722767,1.0854607,1.0165576,0.83498645,0.99009055,1.1318038,1.004342,0.9946213,0.8597814,1.2323117,0.7704603,0.94209194,1.0177832,1.118975,0.82331896,0.0,1.0917222,0.9782449,0.9006821,1.1382512,1.0628887,1.0034649,1.2463933,1.0182087,0.862396,1.0130466,1.0302184,0.9182764,0.9893769,0.96877223,0.66722226,1.0355496,1.1338831,1.1235006,1.0309935,1.01221,1.10813,0.8823482,0.83947027,0.9107325,1.1404225,0.9638412,0.9909284,1.0593362,1.1717812,1.1234488,1.2171048,0.9508571,0.85704505,1.0718262,1.0463492,0.94439024,0.91145134,0.8918374,1.0113863,0.8127364,1.1069945,0.9314049,0.91100806,0.95800644,1.1839815,0.97554755,1.0973916,0.9023105,1.1421975,0.9188449,0.91156787,0.7852283,0.82677674,1.0102586,1.2296593,1.214095,1.0523647,1.0243828,0.9393015,1.1194332,1.0023481,1.1109987,0.9829755,1.1440455,1.160953,1.0082272
melon,1.1286649,1.0030645,0.6928213,1.0433,0.79966146,0.9338243,0.88401276,0.90025103,1.107359,1.2354612,1.1693884,1.0396396,1.1537229,1.111846,1.0535073,1.1245061,1.0801412,0.98736364,0.92685777,0.72310925,1.0496894,0.9485798,1.0622187,0.93671703,0.98103607,1.0430014,1.0682397,1.1010611,1.0193397,1.1062855,0.91919184,1.1546865,1.0696572,1.0108262,0.9527996,1.1521277,1.0120162,0.99758923,1.0771265,0.9636685,0.96039003,1.0044785,1.0061603,1.0041842,0.98153013,1.0962682,0.92305213,0.9363348,1.1902169,1.0626944,1.0062026,1.0149332,0.98727167,0.7154044,1.0636474,0.9592876,0.9807842,0.9855434,0.97963196,1.0920222,1.0247139,1.0197634,0.9829007,1.0188282,0.7344469,1.0348822,0.9773586,1.0891335,1.0751172,1.0957186,0.86608374,1.156269,1.0194396,1.0368567,1.0461644,1.1507204,1.0917222,0.0,0.8520456,0.9400413,0.97831845,0.96701795,0.9543206,1.0256056,1.0080435,1.1403025,1.0342304,0.8828623,0.98039854,1.1818056,1.1209977,1.1614804,1.0212895,1.0103234,1.0263215,0.9519276,0.878152,0.9641191,1.0694637,1.0969902,0.7669734,0.8543721,1.0205797,0.9899536,0.8313088,0.904651,0.9812575,0.84993154,1.0157942,1.1952441,1.0081229,1.0501407,0.9960619,1.0918813,1.1247408,1.0472627,1.104871,0.9446789,1.1022375,0.98250085,1.0528352,1.0378917,1.0957019,1.0419565,1.0976925,0.9164642,1.020994,0.9934479,1.0765077,1.1402047,1.1143552,0.92647606,1.0012915,1.1026126,0.9357135,0.9712296,0.91783977,1.0242624,0.9611576,0.952812,0.9538968,1.080683,1.0858474
milk,1.0532389,0.9796427,0.9195254,1.0882837,0.9144215,1.0644991,1.0054375,0.7367667,1.0352728,1.1313858,1.1329651,1.0755365,1.089628,1.0247042,0.9969702,1.0845882,1.1091481,0.94161695,0.77418756,0.8804343,0.8847667,1.0033855,1.0130094,0.76857054,1.0169524,1.0124031,1.026603,1.1240577,1.0420396,0.9609028,0.9159301,0.9558738,0.8593661,0.9984446,1.0123584,1.1512144,0.993657,1.0466888,0.9349423,0.8231014,0.94729775,1.0253108,0.89409983,0.93897253,1.0196373,1.0486116,1.031471,0.98318034,1.1699271,1.0484961,1.0342591,1.0330217,1.0761547,0.9893018,1.0358645,0.8826636,1.0133437,0.97667855,1.0861869,1.0890125,0.9739899,1.0893605,0.8032047,1.0244812,0.9270958,1.0172104,0.9817081,1.078055,1.0790646,1.0888394,0.6681033,1.1901393,0.9539585,1.0228953,0.99001986,1.1309993,0.9782449,0.8520456,0.0,0.8905324,1.0084227,1.0672415,1.0692725,1.086408,1.0227151,1.0762836,1.0573608,0.969564,0.9736642,1.1619574,1.0675784,1.1752688,0.9732019,1.052885,1.0400217,1.0394038,0.96854985,1.0047011,1.056719,1.0369433,0.99097323,0.8621627,0.98972124,1.0648692,1.0610393,0.8885518,0.8690147,0.9410171,0.90145946,1.1513329,1.0053046,1.1005039,1.0190881,0.9579981,1.0846267,1.0119877,1.1163086,0.9332273,1.131693,0.9608506,1.0956254,1.0733875,1.1508708,0.9987818,1.0768641,1.0025039,1.1119151,1.0392765,0.91946536,1.1668639,1.0097854,0.8659387,1.0524141,0.95688903,0.81597733,1.0225742,0.8212712,0.91901046,1.1222315,0.9375714,0.91113657,1.065461,1.1220514
mitten,1.0672164,1.0220766,1.2132026,0.5185516,0.9377384,1.3406664,1.3396852,1.3375964,0.89817536,1.0288752,0.6779004,1.4353504,0.77307427,0.43022197,1.3504329,0.64930624,0.8456963,0.9627071,1.19262,1.2452576,1.0014826,0.91383886,1.0621963,1.1194117,1.3319762,1.4474945,1.1399746,0.89465094,0.9738803,1.3243148,1.4004459,1.1620073,0.8766836,0.7206836,1.2685206,0.68841076,0.7351661,1.503933,0.82753193,1.3295271,0.8241615,0.8771535,0.6197435,1.1240618,1.1476848,0.6821081,0.9793094,1.0372651,1.1246359,1.154148,0.88171685,0.8919022,1.4264841,1.2862891,1.0394266,1.4870765,1.1512941,0.867783,0.81204283,1.2276919,0.2140094,0.9340321,0.74133915,0.9238161,0.7906361,0.5234688,1.3430057,1.183943,0.7224829,0.82146037,1.2157316,0.5900132,0.66021466,0.879997,1.5082717,0.87049663,0.9006821,0.9400413,0.8905324,0.0,1.2909145,0.8219049,0.65685326,1.2487494,1.171317,1.136969,1.0861679,1.1456228,1.1139631,1.0247152,0.5348048,0.72532046,0.71535975,1.4641253,1.4429978,1.1360656,1.2145922,1.209486,0.82158524,0.83685815,1.2959362,1.1939356,1.0767977,0.71299034,1.0469377,1.1561586,1.3545268,1.0033133,1.1429777,0.91442984,1.3538951,1.1496441,0.6642537,0.9675612,0.6812843,0.9062081,0.7035843,0.6145797,0.930807,0.9194175,0.74986273,1.4236513,1.1255566,1.3560023,0.62007344,1.2479725,1.0317966,0.89363027,0.8102658,0.7399676,0.81203747,1.2898841,1.0914766,1.0043241,0.68604124,1.3556828,1.0044092,0.76291084,1.1292558,1.2995918,1.2610308,1.3810269,1.0377898
motorcycle,1.1720443,1.0509024,0.7646393,1.2785051,0.8138969,0.672106,0.77342,0.6851139,1.2124524,1.1716629,1.2802129,0.7202063,1.0579185,1.3202765,0.855145,1.2258171,0.97000575,1.0956126,0.5867789,0.6979924,1.0882581,1.0523386,1.0801767,0.63786006,0.50614625,0.72760534,0.8757244,1.2407311,0.98249704,0.71050125,0.68710685,1.0412194,1.1666853,1.2530649,0.85563505,1.2648985,1.1953228,0.6763194,1.1101742,0.5726455,1.169512,1.0191175,0.9801388,1.0059773,1.0578637,1.1927532,1.0033692,0.92916054,1.0740781,1.1137195,1.1048484,1.1730258,0.6515026,0.65968853,1.081848,0.5776842,1.0311992,1.1271015,1.1101894,0.97823536,1.1342757,1.0650448,1.1095493,1.0537238,1.175231,1.3275764,0.5706229,0.9123744,1.2048753,1.1982243,0.70798814,1.3413777,1.354506,1.0535834,0.65456843,1.0687814,1.1382512,0.97831845,1.0084227,1.2909145,0.0,1.2282286,1.2351533,0.83229816,0.73826385,1.0288312,1.0980092,0.88223255,1.0858371,1.062135,1.293169,1.2782958,1.1964142,0.6517632,0.71750504,1.0368538,0.95538527,0.9614947,0.9863187,1.0764195,0.8473701,0.7707609,1.0478183,1.1976556,0.9597197,0.68707025,0.6529622,1.0782012,0.98010325,1.0936238,0.6372693,1.1438777,1.1345748,1.0076988,1.2866654,0.85242224,1.2463802,1.2237408,1.1446376,1.0864936,1.1133225,0.66428554,0.9943847,0.746777,1.1564807,0.8972616,0.97113794,1.1762698,1.1020275,1.2888768,1.1242597,0.62952274,0.92908204,1.0407605,1.0743368,0.73937464,0.6747246,1.2251468,1.0405328,0.6724068,0.7164009,0.7357309,1.1097101
mouth,1.0967823,0.98662776,1.0409025,0.79597414,1.1897228,1.1248808,1.1057825,1.2309998,1.0156282,1.0337222,0.9576358,1.2252209,1.0496987,0.8226352,1.1284695,1.0004156,1.0242928,1.0883934,1.2207253,1.1590186,1.0743421,0.8305721,1.0521702,1.2381299,1.2137878,1.2018361,1.1272471,0.69619405,1.1292205,1.2425299,1.1640083,1.0562719,1.0142187,0.9810222,1.0815291,0.9445825,0.86818206,1.1580442,1.0389471,1.1972669,0.9303733,1.067233,1.0981829,1.1412582,1.0808843,0.9241411,0.6764283,0.9645133,1.1065435,0.66986185,0.60694,0.6437193,1.1199735,1.1714096,0.7766583,1.2779231,1.0392294,0.94102544,1.0450064,0.7144201,0.9357033,0.9809186,0.9240847,0.7211258,1.0149916,0.7047963,1.0284213,1.1127504,0.9423964,0.93934387,1.2531955,0.8415227,0.9121138,1.0866989,1.2633442,0.9914254,1.0628887,0.96701795,1.0672415,0.8219049,1.2282286,0.0,0.79251933,0.8291325,1.2038773,0.82586324,0.73635876,1.0909668,1.0950801,1.0854133,0.9011848,0.7939162,0.98789144,1.211882,1.1936754,1.0632997,0.9974374,0.98963386,1.1112654,1.0725589,1.1042373,1.1858399,1.0414604,0.91979516,1.1007698,1.23475,1.225906,0.98761314,1.1771832,1.0566429,1.2093487,0.8235164,0.9053755,1.1842122,0.7980752,1.1065019,0.77174157,0.9429732,1.051299,1.0290164,0.9301926,1.094813,1.0695615,1.14501,0.9553293,1.174006,1.0521511,0.94061786,1.1159883,0.8474144,1.02474,1.2539312,0.72901154,0.738871,0.9546151,1.2285217,1.2189181,0.9460076,1.0107497,1.1639504,1.2832952,0.94709337,1.0506998
muffin,0.96314967,1.011179,1.0485524,0.6521094,1.1124612,1.1512709,1.1320422,1.3235713,0.94501054,0.7922884,0.74115634,1.3830327,0.9885235,0.62418556,1.2974503,0.82509315,0.8931114,1.0535227,1.3857244,1.211423,1.120145,0.57940495,1.1691712,1.4062705,1.177239,1.436141,1.145343,0.8139961,0.81751895,1.3358276,1.2143627,1.1738439,0.95924634,0.96420556,1.1266629,0.7697084,0.45631647,1.4203355,1.0022899,1.3570158,0.8120545,0.7261585,0.91012454,1.220867,1.2003567,0.87390524,0.95403,0.86650616,1.0252842,0.9695604,0.7826986,0.9995226,1.2917851,1.2274649,1.0267507,1.3579359,1.1152468,0.8611285,0.79871166,1.0099865,0.85128903,0.90559477,1.0140172,0.85167766,0.81424695,0.7951164,1.2695162,1.0045156,0.8977424,0.9939309,1.207119,0.70189846,0.79638046,1.0376873,1.4398587,1.027306,1.0034649,0.9543206,1.0692725,0.65685326,1.2351533,0.79251933,0.0,1.120486,1.3572171,1.0408722,0.978928,1.0866197,1.1769141,0.8846182,0.71303964,0.83987373,0.7529248,1.4581482,1.4176359,1.1371816,1.0981504,1.143218,1.0464327,0.940765,1.211704,1.1095846,1.0400783,0.30542707,1.0784514,1.2768193,1.3013686,0.91444004,1.1495577,0.74244046,1.21064,0.939094,0.6435481,1.200743,0.7685503,1.1179503,0.82400185,0.7665858,0.90872747,1.0049992,0.95702755,1.2574,0.9477044,1.222567,0.994834,1.2355814,1.0245135,0.9831787,1.086591,0.7303974,0.91325796,1.2369436,1.0792484,1.0652099,1.015285,1.4212265,1.3455468,0.8111334,0.9889829,1.2823403,1.3942865,1.2095485,0.9923751
nail,1.1320627,0.81597,0.3685822,1.1824324,0.9343501,0.31058776,0.7191867,0.8974692,1.3627903,1.0867333,1.3797352,0.6016972,1.4682834,1.3238051,0.7949799,1.341749,1.2743645,1.3475486,0.50493187,0.60048056,1.3803744,0.76308525,1.0034333,0.8207964,0.94746214,0.55486894,1.0447241,0.5851138,1.2825568,0.98617375,0.5549181,1.1416565,1.084341,1.3062506,0.71415097,1.3735592,1.0979403,0.375364,1.4185237,0.49663234,1.2778168,1.3461227,1.1944673,1.246279,1.1733199,1.3340349,0.6557828,0.4852202,1.0585889,0.5366526,0.99053967,0.5282626,0.46645868,0.9008508,0.5901537,0.5887362,1.116717,1.1766777,1.2429665,0.4391774,1.1495078,1.2449393,1.0582839,1.0182458,1.2350639,1.0570765,0.34909248,1.1902964,1.2898808,1.3749591,1.0209266,1.3261863,1.2499791,1.4006354,0.6100163,1.182071,1.2463933,1.0256056,1.086408,1.2487494,0.83229816,0.8291325,1.120486,0.0,0.69874966,0.6834697,0.5518423,0.5433829,1.2273595,1.129556,1.3362789,1.2408792,1.4167032,0.5005031,0.5400754,1.084335,0.599459,0.8984239,1.1014642,1.144822,0.7409125,0.76785696,1.1796215,1.2236369,1.0256475,0.9371688,0.809235,0.83845395,1.2744904,1.1194906,0.959086,0.65290725,1.3631822,1.2449348,1.3066459,1.0608017,1.156986,1.3237946,1.3442347,1.3015134,1.3031977,0.19662821,1.1021264,0.605831,1.1143582,0.7679217,1.1018783,0.96747744,1.2887117,1.3030155,1.4565518,0.8108109,0.30130595,0.6021083,0.9733519,0.7477054,0.9999347,1.4361184,1.1912843,0.9872264,0.9447625,0.13452238,1.251471
napkin,1.1891335,0.7644578,0.7527982,1.3241315,1.0875082,0.67148423,0.71093917,0.71449375,1.1710202,1.1468587,1.2756815,0.46989614,1.1047229,1.2258877,0.84550345,0.95847845,1.2869451,1.2484426,0.54024893,0.59277403,1.1739446,1.0930578,0.8875735,0.54568684,0.95008534,0.36667567,0.93407714,1.0089035,1.179705,0.6089894,0.6725341,0.878985,1.0885627,1.1669422,0.98337954,1.283457,1.2093606,0.51283026,1.0868051,0.49216855,1.1546644,1.2680275,1.0456032,0.9591621,0.9147637,1.0794026,0.8597975,0.8490833,0.9810297,0.7577145,1.3483105,0.99560297,0.5626149,0.79582095,0.78598166,0.52021295,1.2025981,1.250907,1.3426,0.90365577,0.9594883,1.2083565,1.2203261,1.2159269,1.2614208,1.3603032,0.59043187,1.2643906,1.198875,1.0416669,0.90479136,1.2618057,1.1799614,1.0639747,0.49098682,0.8450122,1.0182087,1.0080435,1.0227151,1.171317,0.73826385,1.2038773,1.3572171,0.69874966,0.0,0.7022315,0.8680763,0.7575163,0.88479954,1.357229,1.2406774,0.9949071,1.3442279,0.54162365,0.57906884,1.1353474,0.70674175,1.0858278,0.5850086,1.254158,0.662827,0.7794636,1.2021145,1.2853315,1.0418962,0.65232444,0.6998591,1.082708,1.0495348,1.1224874,0.89539677,0.9804414,1.2161412,0.9232458,1.3003803,0.8171187,0.98964554,1.2652917,1.2712787,1.0621413,1.1194628,0.51763284,1.1951783,0.58845115,0.82207537,0.633227,1.0324922,1.0826372,1.0857995,1.3226606,1.3032503,0.8142737,0.78797215,0.9771173,1.0089372,0.13882321,0.8563292,1.4089546,1.1589751,0.7042494,0.62474936,0.6281395,1.1478307
necklace,0.9600158,0.63044035,0.85026765,1.1942348,1.1328113,0.8802028,0.7286157,1.0457863,1.3715265,0.96021634,1.3402691,0.47821093,1.3078418,1.0262184,0.9027197,1.1331663,1.4234741,1.3165939,0.9545748,0.86060846,1.2944094,0.8953576,0.73210406,0.93601614,1.090231,0.68413424,1.0748698,0.5669018,1.1496799,0.96184325,0.7606318,1.0241838,1.0052204,1.1667738,0.8794315,1.2806938,0.9740489,0.7064526,1.2436762,0.76557106,1.1362697,1.223767,1.1793548,1.18775,1.0292833,1.0796292,0.65287924,0.7270794,0.9522343,0.41972917,1.1073333,0.65708506,0.7268802,0.9811619,0.40952855,0.7427791,1.1245506,1.187115,1.2783227,0.50780094,0.9187554,1.2509747,1.2238047,0.97454965,1.1329073,0.9765187,0.6360408,1.171366,1.1951901,1.0835501,1.2071741,1.0839552,1.0618604,1.3075842,0.667223,0.8523643,0.862396,1.1403025,1.0762836,1.136969,1.0288312,0.82586324,1.0408722,0.6834697,0.7022315,0.0,0.5773631,0.62824214,1.1332299,1.231713,1.2048414,0.8898022,1.370436,0.6867686,0.6301172,1.1355453,0.6436343,1.0780802,0.8284986,1.1312836,0.78194726,0.92650265,1.1351974,1.2316462,1.0951649,0.9809304,0.93157244,0.97319037,1.2662746,1.0050135,1.0503274,0.66273606,1.0381335,1.1203012,1.152135,0.86055416,0.85583806,1.2950549,1.319625,1.2020015,1.3916063,0.6020784,1.1670854,0.5326837,0.7901727,0.8026076,0.9179883,0.82653075,1.0919565,1.1830714,1.4229772,1.1092771,0.5625903,0.7252785,1.0814497,0.69605595,1.2352364,1.3853315,1.2579916,0.950838,1.0235993,0.5183881,1.2281375
