,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
crayon,1.4210877,0.73027724,0.65324944,1.4677874,0.6041349,0.31688952,0.7600414,0.5653073,1.3783484,1.2106826,1.570532,0.3168291,1.6215017,1.4764087,1.5213872,0.89531755,1.0454237,0.34065628,0.3900206,1.1619111,1.497571,0.96161455,0.98546827,0.41965437,0.49293298,0.7496815,1.1555073,0.88484275,1.1131744,0.31487715,1.4230626,1.1889726,1.3358912,1.2392993,1.4781841,1.2146533,0.0,1.4149305,0.35793197,0.98738897,1.0942187,1.0746996,1.2924085,1.0967097,1.4693942,1.0851517,1.0208294,1.177854,1.2379057,0.753202,0.33749455,0.50874805,0.84077924,0.8595796,1.3135729,1.4980414,0.52567273,0.81232977,1.1880374,0.5781737,1.3694756,1.3369073,1.2747447,0.45331585,0.47175604,0.9933622,1.5023038,1.4107599,1.4440145,0.33661354,1.3922538,0.49798524,1.3364886,0.6097884,1.1293242,1.5111866,0.42328435,0.6097925,0.60538137,0.5194891,1.4477849,1.3097936,1.5579989,1.4231061,0.95979375,0.29350334,0.21394801,0.6254601,0.81076324,0.95524687,0.6652659,0.34818286,0.9403631,1.138335,0.49393708,1.370063,0.88338214,0.89552474,1.3973918,1.5801883,1.0861416,1.3517718,0.31202543,1.4359478,1.2767766,1.1584764,0.18051183,0.69056976,1.0067487,1.2616326,0.9122894,0.82042843,1.0309194,1.4890842,1.5261214,0.20780808,0.5003004,1.245206,0.48195922,0.6824275,0.6793512,1.3878827,1.1673586,0.6306528,0.32003045,1.3318629
crib,0.93231905,1.2481759,1.2948108,0.89525294,1.296438,1.3258699,1.1474377,1.0761361,0.9286432,1.0854374,0.6245776,1.20249,0.6206109,0.7855448,0.7357355,1.1958076,0.85380495,1.253743,1.2189783,0.53044957,0.96144706,1.1358975,0.84318954,1.2783713,1.1486192,1.0146089,1.03957,1.0948879,0.49231088,1.3216459,0.5272641,0.8719407,0.86524177,0.9218836,0.5596625,0.7648696,1.4149305,0.0,1.2415763,0.9463843,0.9580429,0.9874205,0.7471655,0.98784715,0.8026339,1.1035758,1.1339517,1.0678415,0.9600739,1.2089248,1.2942051,1.2022313,1.2109113,1.166755,0.8798461,0.8599337,1.2243946,1.0705543,1.0120645,1.234299,0.91429305,0.8841392,0.9775179,1.204706,1.257513,1.0770527,0.6974506,0.8614588,0.80767155,1.3901374,0.3775342,1.3080814,0.9174428,1.2822545,0.8740328,0.7383921,1.2721835,1.1767739,1.2446876,1.2145483,0.78414786,0.90825427,0.71603477,0.87686384,1.1577812,1.3903294,1.4365501,1.1989532,0.933218,1.0294334,1.0630897,1.2294793,1.003267,0.78143454,1.2511129,0.6658412,1.1167917,0.98235595,0.96789306,0.7431548,0.95052457,0.8595495,1.3212333,0.6149059,0.96048534,0.73913175,1.3252556,1.2663376,1.0597104,1.031416,1.2543287,1.116031,0.7584711,0.78621566,0.47970563,1.3389902,1.3296988,0.955169,1.3153741,1.1531119,0.9251139,0.5439522,0.87530315,1.0898644,1.3269523,0.75724477
cup,1.5424566,0.9285287,0.7235652,1.4759468,0.6919356,0.41772532,0.916993,0.46519363,1.2714101,1.3389727,1.4934686,0.5143785,1.5264227,1.4203911,1.4790556,0.85869956,1.0574667,0.100375175,0.26569152,0.8898765,1.3384356,0.9260309,0.51865643,0.56523925,0.41397738,0.8174311,1.0797495,0.97991854,0.88356715,0.35063112,1.2150664,1.3295029,1.2267725,1.3260642,1.4388598,1.2060074,0.35793197,1.2415763,0.0,1.0457367,1.0431044,0.9949405,1.1002967,1.0826483,1.3593848,1.2790089,0.85224295,1.3562645,1.2454828,1.0330708,0.5099875,0.55775356,1.105984,0.97338533,1.2916923,1.0980747,0.7863165,0.9092743,1.2730963,0.7820339,1.3366718,1.17113,1.3866974,0.59773344,0.64124095,1.1587796,1.4998715,0.8881879,1.4870183,0.545602,1.1720483,0.4790541,1.0442013,0.75776124,0.74983716,1.4593315,0.65178204,0.7052982,0.8821153,0.6699894,1.2702608,1.3079901,1.5134461,1.4205518,0.8204786,0.59136033,0.4814465,0.7872126,1.0502934,1.0215274,0.920115,0.51466966,0.9365314,0.96381116,0.41208965,1.0979409,0.8500999,1.0248375,1.3638756,1.5024283,1.095377,1.3168031,0.45403492,1.3075354,1.0022587,1.0738615,0.41620386,0.7386222,1.209164,1.0920836,0.8800787,1.005833,1.0045793,1.4909668,1.2791955,0.24606705,0.7973188,1.2024424,0.61325204,0.76873344,0.6583693,1.1828462,1.130193,0.5628357,0.5416017,1.2253217
dish,0.91791457,1.116875,0.884287,1.0958232,1.0441079,1.0805094,0.79974544,0.98769325,1.0804409,0.96737736,1.1781579,0.9114215,1.1363328,1.0633465,1.1162685,1.047194,0.8115782,1.1050977,0.8600205,1.0525672,1.0251126,1.0547099,0.92562413,1.0470124,1.0418615,0.9502555,0.7960438,0.99709755,1.0102724,1.1238534,1.0977695,1.0130718,0.9447154,0.89261687,1.1484046,0.94323874,0.98738897,0.9463843,1.0457367,0.0,1.1347328,1.105387,1.1639769,1.1487769,1.1462107,1.0463585,0.9683528,0.98049283,1.1644578,1.0731262,1.0533886,1.0975335,1.053202,1.0976269,0.98212504,0.9712544,1.0979098,0.9551484,1.0024681,0.8782456,1.1760408,0.8974621,1.020703,1.0664756,1.0288894,0.9902916,1.0552385,0.9460836,1.0650405,1.0438256,1.0977399,1.0333974,0.80378276,0.77998924,1.0419203,1.0252163,1.1221267,0.8551578,0.98058295,1.0097226,1.026007,1.0575424,1.0755831,1.0731623,1.05271,0.9678217,1.1015428,0.82154185,0.9355602,0.8004272,0.83618355,0.79726744,0.9420923,1.1716993,1.0844402,1.0344377,1.139899,0.82905316,0.9968536,1.0858043,1.0442637,1.0740455,0.934895,1.1260328,1.0320569,1.0820947,1.1014695,1.1132305,1.0544599,0.6114606,0.99091715,1.1078831,0.9322547,1.0590848,1.0284729,1.0337225,1.1168534,1.0850139,1.0113215,0.85450315,1.0261189,0.90431046,1.006719,1.2194734,1.0548465,1.0509167
dog,0.87838215,1.0859418,1.048971,1.1113629,0.95352674,1.0573281,0.9593373,1.0266267,1.121252,1.0774773,0.8514788,1.1035898,0.9269013,0.99702656,0.9711648,1.1339661,1.0964378,0.9996129,1.0985357,0.9643211,1.0239186,1.0234653,1.0954306,0.6281544,1.0285406,0.9697197,0.9942038,1.0423274,0.8210671,0.9812579,0.80531675,1.0882756,1.0464823,1.0060502,0.89504474,0.8556321,1.0942187,0.9580429,1.0431044,1.1347328,0.0,0.7448004,0.92144585,1.0763847,0.9872248,1.1770883,0.9753789,1.08194,1.0426422,1.2130908,1.0664072,0.76823264,1.0903072,1.1904491,0.72873366,1.0793657,1.0653571,0.94640875,0.99933165,1.0856127,0.9049379,0.97510475,1.1390777,1.033628,0.9634182,1.0640459,1.0639209,1.0069202,1.0717034,1.001144,0.90672517,1.0298195,0.9808707,0.98245233,1.0609667,1.0250858,1.1399934,1.0923132,1.1854194,1.1076221,1.0286185,0.8186516,0.9518258,1.0749979,1.0940683,1.11342,1.0997354,1.1368148,1.0715064,1.0823095,0.9671331,1.1764545,0.9377992,0.80818707,0.7538543,0.99502534,0.30387253,1.1185786,1.0852734,1.0257325,0.8943549,0.98882294,1.0423877,0.86752063,1.0819798,1.0628858,1.0173155,0.9917501,1.1436775,1.0678852,1.058198,1.0571247,1.0143085,1.0202895,0.8577541,1.0098981,1.1202438,0.92856586,1.1309597,1.1083611,0.86326075,1.0862143,0.98389924,0.8820239,1.0722368,1.040763
doll,1.1075951,1.0353144,0.92192,1.096236,0.7826104,1.0025105,0.8611808,0.9545375,1.1901284,1.1844898,1.0131648,1.1513907,0.9757926,0.9544873,1.0136304,1.0960791,1.0461578,0.9213909,1.0701623,0.9560507,1.0242469,0.8924187,0.98296803,0.81791955,1.1387349,1.015494,0.8813799,1.1779639,0.89972997,0.9828609,0.9669928,1.2222805,1.0198878,0.94956964,1.0151846,1.0723276,1.0746996,0.9874205,0.9949405,1.105387,0.7448004,0.0,1.1084602,1.025481,0.9789851,1.0786662,0.85113525,1.1316957,1.0591085,1.0777488,1.0691879,0.6672063,0.908469,1.1347765,0.5423902,1.0341557,1.0177145,0.8997204,1.1134074,0.9669818,1.0012803,1.0731329,1.0145293,0.96505594,0.9091154,0.9220932,1.116734,0.975102,1.1065143,1.0294963,1.1157333,1.026165,0.8879386,0.93591,0.9961671,0.92298025,1.0876606,1.0717651,1.1166517,0.8996941,1.1240767,0.92247975,0.860671,1.2436482,1.0630852,1.0749538,1.1227114,1.0337268,1.1590055,1.1092079,1.0462569,1.1448609,0.75429225,0.9463431,0.8998334,1.063998,0.67948335,1.0802855,1.0549401,1.0696068,0.9630522,1.1166185,1.0221872,1.1758991,1.0958354,1.1702993,1.0279434,1.1257786,1.1090488,1.0462847,0.92920053,1.1796062,0.8186216,1.1107243,0.926138,1.0394516,0.9629756,0.5922922,1.0983931,1.1105742,0.5022357,0.9063431,1.0361402,0.9820901,1.0059153,1.1771941
door,1.0217438,1.3039745,1.2821195,0.9423976,1.3187659,1.2503643,1.1701739,1.070454,0.6238096,1.0823103,0.77952737,1.0614437,0.7689775,1.0063514,0.8870018,0.89109635,1.0091352,1.1042256,1.2404902,0.69368666,0.9899526,0.9209018,1.04079,1.2102269,0.7716225,0.94366103,1.1065115,0.8686743,0.62985075,1.1459746,0.6058261,0.9991553,0.9474058,1.0964375,0.725719,1.0132084,1.2924085,0.7471655,1.1002967,1.1639769,0.92144585,1.1084602,0.0,0.5987944,0.9019644,1.2028054,1.1600827,1.1842539,1.0380143,1.1966043,1.1346662,1.1697605,1.2140834,1.0454801,1.1277981,0.90281284,1.2578845,1.2153683,1.0122266,1.2459409,0.9690568,1.0907551,1.0674242,1.3115025,1.1363388,1.1188504,0.8443634,0.859429,0.9292415,1.0814095,0.5147966,0.87992406,1.0949979,1.2703394,0.90414685,1.0269108,1.2913735,0.95355624,1.2457244,1.3442264,0.43060565,1.0426188,0.98686457,0.82061744,0.84872043,1.1277643,1.14907,1.1431484,1.0477504,1.1665777,1.0860124,1.2260439,1.1271113,0.9017018,1.0309175,0.4447825,1.0198606,1.1037967,0.9133869,0.9135456,1.0749483,0.79964614,1.184823,0.36861092,0.6930518,0.80489194,1.3079364,0.8788109,1.2192382,1.123637,0.98441184,0.96471006,1.1021193,0.78270197,0.6994879,1.241247,1.3162527,1.1186988,1.117476,0.9294907,1.2356797,1.0339313,0.74180305,0.80008626,1.2793267,0.44485247
drawer,1.1158171,1.1985841,1.1531743,1.0136828,1.1536739,1.1757637,1.1304394,0.8449747,0.4041779,1.054856,1.0373073,1.0267174,0.9817574,1.0118765,1.053226,0.7403437,0.92265385,1.0779165,1.0359066,0.6610534,1.0488712,0.6865922,0.9189764,1.1358278,0.78470683,1.086394,1.0468347,1.033701,0.8422296,1.060504,0.9674559,1.2525735,0.9764472,1.2035078,1.0391706,1.1972384,1.0967097,0.98784715,1.0826483,1.1487769,1.0763847,1.025481,0.5987944,0.0,1.1564862,1.1388572,1.0147645,1.1283524,1.0261232,1.116754,1.0408548,1.1033893,1.1155243,0.7296399,1.0806595,0.9172526,1.1391532,1.2356263,1.184012,1.1761732,1.1061122,1.0699581,1.0413393,1.1696652,1.1212362,1.0183976,1.1341918,0.8728869,1.1220794,0.78834426,0.85503745,0.8196615,1.0874784,1.2247665,0.87253934,1.1976817,1.2422973,1.0725405,0.9628631,1.190426,0.5299293,1.0408479,1.1109555,1.1606014,0.6930832,0.77681726,0.91760164,0.9994438,1.227955,1.2032099,1.204307,1.0503013,1.2363143,1.0082601,0.9150201,0.6265867,0.92387116,1.0564163,0.60468584,1.0891588,1.1322994,1.1694641,0.99134076,0.6775205,0.42623496,0.85715735,1.2055376,0.9054625,1.1217877,1.0782534,0.5983722,0.98972327,1.086382,1.0377781,0.8755423,1.1118793,1.1803417,1.0818487,0.8472425,1.0825024,1.0362157,0.88523436,0.98364896,0.9219359,1.1491565,0.7241657
dress,0.8800868,1.0972699,1.2478896,0.63874286,1.212909,1.2763251,1.2558172,1.2740017,0.9222973,0.9236733,0.5767503,1.3718029,0.61083704,0.32456946,0.62566507,1.1632998,1.0571948,1.2803584,1.4095722,1.047383,0.8901894,1.1023048,1.1266774,1.2915273,1.3349428,1.289473,1.0601754,1.0902063,0.99306154,1.3871123,0.8124203,0.85433435,0.8856156,0.88697505,0.64345336,0.95328367,1.4693942,0.8026339,1.3593848,1.1462107,0.9872248,0.9789851,0.9019644,1.1564862,0.0,1.0077991,1.0846227,0.9851046,0.8342186,1.1457596,1.2870154,1.1756957,1.0744703,1.1451501,0.8094718,0.85766137,1.2314444,1.1467851,0.86002064,1.306232,0.6712941,0.94345915,0.9217661,1.2130867,1.2196257,1.027932,0.52551425,0.95550233,0.5565925,1.3570603,0.84350955,1.3883792,0.9104665,1.2505492,0.99952143,0.7388263,1.2590857,1.1711397,1.1129085,1.2410698,0.79140294,0.68615913,0.30736518,0.55019605,1.1269295,1.3722863,1.4016395,1.3180609,1.0627673,1.1243008,1.2333891,1.4440825,1.0458205,0.6731037,1.2260497,0.8387352,1.0932543,1.0468321,0.89876693,0.2677557,0.98607373,0.62200266,1.3790827,0.84631824,1.0210794,0.9251396,1.3827951,1.2720205,0.9111219,0.9933573,1.2057151,1.1626401,0.86248994,0.59426594,0.7304229,1.366366,1.2277812,0.90031,1.274902,1.1043983,1.061819,0.79216546,0.9504799,1.1731946,1.3092227,0.9211019
ear,0.86443686,0.66553766,0.8976866,0.7975739,0.8927562,1.0954868,1.0369247,1.2695955,1.1779767,0.86286193,1.0109942,1.1133939,0.9019598,0.9370425,0.9823762,1.1799201,1.0981033,1.3167536,1.2603405,1.2910724,0.7619489,1.0922558,1.1854472,1.1532979,1.3319113,1.1613928,0.9939643,1.0917671,1.3059661,1.1770276,1.1438048,0.7733649,0.913704,0.9361914,0.9590945,1.0444542,1.0851517,1.1035758,1.2790089,1.0463585,1.1770883,1.0786662,1.2028054,1.1388572,1.0077991,0.0,1.0142341,0.7377618,0.7797961,0.38913262,1.208507,1.1831822,0.5314441,1.0163097,1.0052499,1.004045,0.71648407,0.7415761,1.0239657,0.8416091,0.6885916,1.0251518,0.46611202,0.75144106,1.1316612,0.83894825,0.927979,1.1773269,0.7838866,1.1304765,1.2466515,1.2935891,0.9390101,0.9762617,1.2104558,0.6856145,0.7216119,1.2112268,0.74264115,0.91624844,1.2136053,0.9914746,0.95597816,0.8881935,1.1442826,1.1042336,1.1638993,1.1031246,0.96443146,1.0394697,0.92856276,1.1751755,0.91213554,1.1242136,1.2555944,1.3121916,1.2206817,0.87871695,1.0511968,0.91261476,0.8151543,0.7936083,1.1693435,1.153461,1.1428925,1.1019831,0.98043406,1.137745,0.7001346,1.046423,1.0758947,0.82942027,1.0646102,0.81560254,1.1508963,1.1712463,0.56364226,0.88066125,1.1556493,1.2237554,1.2064836,1.1358941,1.0764158,1.1738979,0.86901194,1.1677839
egg,1.088533,1.0134743,0.631775,1.0812738,0.6110791,1.003248,0.8675793,0.9133983,1.0935937,1.1671803,1.1682642,1.1969512,1.1156096,0.94656897,1.1891426,1.1455002,1.0111401,0.93162733,0.8535278,1.0285263,0.7884947,0.74711514,0.72328156,0.95854765,1.1617002,1.0488186,0.9248284,1.1321261,1.0761316,1.0386739,1.1278627,1.2814264,0.9231425,1.0601376,1.2159336,1.1067406,1.0208294,1.1339517,0.85224295,0.9683528,0.9753789,0.85113525,1.1600827,1.0147645,1.0846227,1.0142341,0.0,1.1208146,1.0360458,1.0531038,1.1533818,0.87534463,1.133987,1.0729375,0.74072045,0.648692,1.1449702,1.0144455,1.1092452,0.77286536,1.0862,0.7308997,1.0351716,1.0146819,1.0613064,1.063357,1.2994988,0.61874366,1.2100861,1.0079331,1.122051,0.99435306,0.7656868,0.7889002,0.8824457,0.98706216,1.1288582,1.232403,1.035667,0.72621965,1.1315658,0.94113725,1.0269754,1.2967725,0.9582392,0.9954194,1.1166601,0.8339978,1.3807845,1.0965782,1.1301275,0.9418183,0.84396774,1.0804056,0.9395913,1.0291742,0.864166,1.078688,0.99828464,1.0723743,1.0393562,1.2889729,0.96895933,1.1668625,0.8955711,1.1540539,1.1594682,1.1481255,1.2279065,0.7937939,0.76893973,1.3037095,0.91184556,1.2069951,1.0260248,0.9534373,1.1037235,0.87403,0.8675265,1.2523006,0.7266665,0.8433651,0.9973544,1.1348109,0.92410654,1.1275654
elephant,0.57016635,0.99002236,1.1389465,0.8883518,1.0475379,1.1272228,1.0308012,1.290093,0.79200804,0.162422,0.7436477,1.110919,0.9336154,0.87300986,0.7106242,1.1174613,1.1738006,1.3120687,1.2951994,1.3128822,1.0403608,1.2181907,1.3007207,1.1901603,1.2566874,1.1085404,1.0068159,0.88689566,1.2631375,1.1489619,1.2683064,0.8164552,0.9674293,0.86952055,0.91318756,0.8659115,1.177854,1.0678415,1.3562645,0.98049283,1.08194,1.1316957,1.1842539,1.1283524,0.9851046,0.7377618,1.1208146,0.0,0.8661313,1.1139264,1.1275145,1.2511904,1.0772511,1.0980481,0.97646517,1.0239395,1.0561032,1.0293384,0.56917226,1.2001567,1.0364739,0.9124187,1.0325098,1.1581143,1.1493757,0.88598365,0.83005726,1.1194432,0.75306225,1.221193,1.1629255,1.2388563,1.0632927,1.0997307,1.1798538,0.9596112,1.0834862,1.126641,1.092885,1.1037556,1.108339,0.6422101,0.8189551,0.69564176,1.197587,1.1644846,1.1165247,1.0919262,1.0148897,0.9241251,1.1138158,1.1916893,1.1838723,1.0716012,1.2217262,1.1164275,1.1154783,0.950947,0.7752136,0.78803384,1.0476589,0.94120246,1.1952866,0.9069081,1.032779,0.7858807,1.1372757,1.0286702,0.83235943,1.0538608,1.1418421,1.0635002,1.0960429,0.7737267,1.0175819,1.2099844,1.1338515,0.97107714,1.1763599,1.0914899,1.1772275,0.9937303,0.75783247,1.2771001,1.1933753,0.8828157
face,0.93002,1.0159235,1.1244776,0.65892005,1.0540162,1.1183183,1.1967216,1.2546988,0.88720393,0.9192732,0.8033005,1.2784106,0.8111442,0.74889624,0.876747,1.1358993,1.0260038,1.242636,1.2901635,1.1253064,0.85614026,1.0864748,1.2124162,1.1938024,1.2552459,1.229527,1.0179585,1.0669954,1.1424851,1.1826438,0.93179125,0.8515792,0.9046203,1.0479584,0.8776325,1.0102314,1.2379057,0.9600739,1.2454828,1.1644578,1.0426422,1.0591085,1.0380143,1.0261232,0.8342186,0.7797961,1.0360458,0.8661313,0.0,0.84451836,1.1882412,1.1937295,0.8829805,0.99481875,0.99889493,0.8441303,0.88517416,1.1612346,0.98857176,1.1788315,0.59223264,0.8772986,0.6943426,0.9693312,1.1691968,1.0266005,0.90877086,0.95947707,0.95916116,1.1725678,0.98259795,1.2471757,0.99183875,1.1754444,1.0670505,0.8928565,0.98656964,1.319045,1.0377676,1.1815593,0.94061947,0.9037539,0.660529,0.9356269,1.0471985,1.2084783,1.1618149,1.1756796,1.200677,1.0609783,1.1503826,1.2757592,1.2288499,1.1250355,1.1923931,0.96274453,1.0727955,1.1264495,0.89634657,0.63980085,1.0025208,1.008381,1.3197896,0.8820317,1.014309,0.970951,1.1296864,1.1035886,0.89003325,1.014404,1.1172628,0.9470936,1.0625601,0.8164065,0.8548852,1.2055624,0.9268106,0.85187626,1.126292,1.2696757,1.1370605,0.8022071,0.93665045,1.1699154,1.1414015,0.9117453
finger,1.2154971,0.5075661,0.7790921,0.8527968,0.80425656,0.84725755,1.0770905,1.0020113,1.2944502,1.1231272,1.2760515,0.925435,1.1047131,1.177115,1.2602395,1.0678272,1.137569,1.0566196,1.064685,1.2309041,0.8142514,1.0358503,1.1576006,0.92980963,1.0268654,1.066014,1.0228938,1.0452055,1.2355714,0.9524311,1.1926744,0.7748094,1.1440738,1.1476321,1.197139,1.1784743,0.753202,1.2089248,1.0330708,1.0731262,1.2130908,1.0777488,1.1966043,1.116754,1.1457596,0.38913262,1.0531038,1.1139264,0.84451836,0.0,0.9405099,1.0581403,0.2583093,0.88876384,1.2716403,1.1768525,0.45325452,0.67433107,1.1740739,0.6682781,0.8178043,1.1565845,0.3094092,0.5973733,0.9466079,0.89308196,1.0687807,1.333525,1.0129354,0.8341444,1.2462095,0.98310673,1.1428279,0.9209473,1.2133335,0.8918062,0.44157636,1.0427883,0.5458994,0.7236032,1.2909234,1.2936407,1.1814971,1.0803648,1.089599,0.78878564,0.87199104,0.97148633,0.91698134,1.0187911,0.83402956,0.9063668,0.79182124,1.2783535,1.1215768,1.3961129,1.1131029,0.9031276,1.2385535,1.1703514,0.8886939,0.8982234,0.89474934,1.2431735,1.2489985,1.1900525,0.63849294,0.90385747,0.66483927,1.1696345,0.97502893,0.5900643,1.1258756,1.018351,1.3073983,0.93500173,0.19965184,0.9550766,0.9255731,1.0756439,1.1684492,1.3002727,1.209918,0.9552437,0.5064213,1.2420398
fish,1.3172014,0.93494254,0.6606675,1.3364096,0.7597239,0.23853487,1.0212507,0.74085766,1.2140251,1.1543733,1.2688088,0.3669743,1.3910961,1.3404784,1.2773042,0.7297743,1.0639197,0.54597974,0.51172435,1.045142,1.3798938,1.0175978,1.1030849,0.44980168,0.6475316,0.8360451,1.1751516,0.7135942,1.1258111,0.39631116,1.3341918,1.1853472,1.2635407,1.1142895,1.2468491,1.1914154,0.33749455,1.2942051,0.5099875,1.0533886,1.0664072,1.0691879,1.1346662,1.0408548,1.2870154,1.208507,1.1533818,1.1275145,1.1882412,0.9405099,0.0,0.70400447,0.9777063,0.8557283,1.316112,1.3618898,0.6780201,1.0748297,1.1237147,0.8045583,1.2609774,1.2222226,1.3236241,0.6781961,0.543697,1.0080593,1.3981838,1.3027127,1.3563315,0.70090777,1.2906237,0.5312259,1.2302448,0.7672148,1.1278992,1.4722632,0.58103657,0.70884764,0.84624213,0.7470758,1.268513,1.1711497,1.4175996,1.2275686,0.8516806,0.6198525,0.3539865,0.9260764,0.66008604,0.96026117,0.9209578,0.5442563,1.0124928,1.121091,0.6223032,1.2128935,0.9287996,1.1032761,1.3607926,1.3626316,1.1521168,1.2585593,0.5945949,1.1821241,1.1412226,1.0826185,0.3279034,0.75715023,1.1041666,1.1680865,1.0551896,0.8244531,1.1608164,1.3082684,1.3058803,0.43437362,0.70451164,1.2458024,0.72651017,0.7552733,0.9072542,1.3212314,1.02667,0.76719844,0.62001014,1.1299528
flower,1.277815,1.0481234,0.71962535,1.3864954,0.69035405,0.616545,0.7861608,0.7164161,1.376067,1.2705286,1.3271916,0.7815559,1.3954349,1.1984777,1.3057146,1.0701663,1.0634632,0.4919811,0.7282002,1.0956508,1.3793328,0.8646232,0.9420885,0.53611004,0.82124853,0.9253911,1.0235342,1.0659571,1.0199196,0.61073095,1.0505561,1.2774966,1.1311749,1.1527079,1.2978854,1.0909466,0.50874805,1.2022313,0.55775356,1.0975335,0.76823264,0.6672063,1.1697605,1.1033893,1.1756957,1.1831822,0.87534463,1.2511904,1.1937295,1.0581403,0.70400447,0.0,1.0791972,1.0560454,0.8552269,1.2221438,0.87898517,0.7919956,1.1537838,0.738201,1.1257073,1.1394649,1.2783203,0.62908113,0.504944,1.0906171,1.33399,1.1421028,1.301709,0.659655,1.2464105,0.7063691,1.0842754,0.66633433,1.0687083,1.1855705,0.813776,0.75446904,0.89030826,0.7789997,1.203992,1.1423509,1.2178668,1.4098097,0.985865,0.7711494,0.7460605,0.8215521,1.1220491,1.0249171,0.73704433,0.8094754,0.8438806,0.96768117,0.54361165,1.1146064,0.65504336,0.9957286,1.3276558,1.3123137,0.95713216,1.3024962,0.55905545,1.2804446,1.2045226,1.2004833,0.6265967,0.9374455,1.2307137,1.0745695,0.9712003,1.0516797,0.80141634,1.3556534,1.2381872,0.55801183,0.891556,1.0159144,0.7505151,0.7895875,0.4566368,1.1993525,1.147396,0.7033285,0.65746385,1.2654954
foot,1.1577442,0.5570795,0.92371565,0.81748337,0.8812289,0.9457745,1.0456417,1.0374981,1.2291706,1.0619842,1.1878452,0.97311586,0.9623148,1.1474301,1.1850152,1.0255747,1.1650428,1.0675241,1.1154643,1.2108849,0.83774114,0.99927926,1.1566732,0.9378063,1.038821,1.1595713,1.0140307,1.0713995,1.1259446,0.96834445,1.2021115,0.8274125,1.2021178,1.0935355,1.1061128,1.1946807,0.84077924,1.2109113,1.105984,1.053202,1.0903072,0.908469,1.2140834,1.1155243,1.0744703,0.5314441,1.133987,1.0772511,0.8829805,0.2583093,0.9777063,1.0791972,0.0,0.9304647,1.2151461,1.2513858,0.53246254,0.75724006,1.1741338,0.8282389,0.894619,1.1912134,0.4569295,0.7284261,0.93404543,0.80526435,1.0129259,1.310134,0.96337986,0.89112735,1.2447363,1.0200868,1.1389704,0.97113925,1.1300879,0.95445037,0.5788286,0.9910688,0.6529318,0.79893917,1.2410282,1.2235737,1.1334686,1.000848,1.1202725,0.87135196,0.919626,1.0488571,0.89579535,1.0868758,0.8547339,1.0086645,0.8128155,1.16655,1.0887285,1.3672835,0.99059844,0.9809437,1.1863949,1.1629293,0.6775582,0.83981085,0.944512,1.2216122,1.241401,1.165743,0.66117525,0.9433092,0.5749834,1.1692,0.9531393,0.60818315,1.0905781,1.0381776,1.2054888,1.0190763,0.16352636,0.84914947,0.99217737,1.0222346,1.1309363,1.2132028,1.2389805,0.9046973,0.6641562,1.3248538
fork,1.0349985,1.0330893,1.1002959,0.8824272,1.127495,1.0568134,1.1471615,0.9348063,0.8484663,1.0017145,1.2124556,0.93243575,1.1544372,1.0661191,1.1750338,0.7331462,0.9724146,1.0170662,0.9076328,0.9963103,1.0001453,0.81558853,0.9274436,1.0911818,0.6964967,1.1152133,1.1087059,1.0122174,1.0130858,0.97140235,1.1542838,0.9977738,0.9929358,1.1929893,1.1808028,1.1029223,0.8595796,1.166755,0.97338533,1.0976269,1.1904491,1.1347765,1.0454801,0.7296399,1.1451501,1.0163097,1.0729375,1.0980481,0.99481875,0.88876384,0.8557283,1.0560454,0.9304647,0.0,1.2224627,1.0619936,0.92113453,1.10078,1.0637698,1.0281385,0.96249473,1.1112547,0.88226193,0.98755956,0.9340523,0.9407597,1.1117527,0.99146944,1.1097234,0.6893828,0.9908722,0.83175415,1.015736,1.1578432,0.9585289,1.0908557,0.9756491,0.8325552,0.97476655,1.0543238,0.9559754,1.1234123,1.0967076,1.111393,0.845605,0.7163138,0.7224983,0.92450136,1.0063831,1.1480764,1.0727279,0.9437436,1.0169067,1.1388817,1.0359823,1.0326724,1.0752097,1.1585717,0.7299187,1.1022137,1.0886135,1.0484283,0.74886066,1.1572497,0.80556303,1.0282038,0.96053225,0.8609562,0.9503233,0.98940045,0.51530993,0.8515466,1.161838,1.0971355,1.0761738,1.0569825,0.9093218,0.96351284,0.6732537,0.8345713,1.1749752,1.0195236,1.1416227,0.7069365,0.9948184,1.0292908
