,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shoe,1.0009397,0.94724166,1.0316554,1.0739089,1.0159335,1.1535487,1.0472553,0.9457775,1.2417078,1.0295808,1.0557984,1.0575058,0.88645744,0.9989485,0.95299596,1.1241132,0.98590076,1.0388103,1.0960338,0.9031986,0.9991738,0.91082084,0.8774362,1.0924522,1.0866909,0.9696664,1.0209055,1.1311278,0.9594863,1.0902227,0.87435645,0.87694126,0.9641735,1.0657088,0.97278434,0.9945351,1.0861416,0.95052457,1.095377,1.0442637,0.8943549,0.9630522,1.0749483,1.1322994,0.98607373,0.8151543,1.0393562,1.0476589,1.0025208,0.8886939,1.1521168,0.95713216,0.6775582,1.0886135,0.9509285,1.1240356,0.9796812,0.7201023,1.0683044,0.9151699,0.91837496,1.0221412,0.8679575,0.93063235,0.95067346,1.1148486,0.8127148,1.1136428,0.81504905,0.9936934,0.9896175,1.1348035,0.9190882,1.1035272,0.9809038,0.7520368,1.0292175,1.0241017,0.94039667,1.0117097,1.1099452,0.99253285,0.99272,0.9288637,1.1469401,1.1097122,1.1643966,1.0214365,0.91662145,1.0721053,0.96482617,1.1492202,0.80785346,0.71517503,0.8994427,1.1493784,0.96273893,0.90576845,1.0479522,1.0478722,0.0,0.7762722,1.0092199,1.1451366,1.1798387,1.191591,0.95584124,1.1263651,0.6493964,1.034731,1.0198408,0.8269167,0.895731,0.9508107,1.0219502,1.0842333,0.8521487,1.0098451,1.154005,1.0453464,0.9539994,0.9685631,1.1756656,0.9136153,0.9374103,1.2219821
shorts,0.90583515,0.83364826,1.270263,0.68147355,1.1940724,1.304848,1.2386525,1.3048284,1.0330676,0.84163415,0.7544007,1.0845909,0.7076605,0.8575468,0.6725304,1.0143851,1.1157991,1.2928176,1.306635,1.0439153,0.8230789,1.1894568,1.0686352,1.3627874,1.0784826,1.0637562,0.9821978,1.0128893,0.93916863,1.3660764,0.8292897,0.54967976,1.011169,0.9345756,0.6301089,1.0046135,1.3517718,0.8595495,1.3168031,1.0740455,0.98882294,1.1166185,0.79964614,1.1694641,0.62200266,0.7936083,1.2889729,0.94120246,1.008381,0.8982234,1.2585593,1.3024962,0.83981085,1.0484283,1.2099466,1.0546889,1.0606427,0.7505172,0.9334319,1.2023567,0.7724284,1.0787692,0.79101133,1.0813615,1.2360963,0.96597606,0.34684354,1.0964652,0.33159238,1.3035915,0.9009203,1.2423961,1.0642858,1.2649649,1.0482275,0.6794424,1.0561404,0.9116618,1.0484276,1.1445731,0.7801577,1.0565588,0.76045436,0.16719067,1.0899734,1.334781,1.3457496,1.1921227,0.65558064,1.142899,1.0614016,1.3119941,0.8914702,0.79068047,1.2264303,1.035424,1.2256635,0.8062655,1.0420097,0.6227328,0.7762722,0.0,1.2583604,0.9562335,1.1049621,0.9682715,1.2063222,1.1121042,0.4844821,1.1586378,1.2161424,0.8326497,1.0785995,0.37702298,0.93126255,1.3167565,1.017468,1.0147845,1.3281938,0.8874585,1.3929989,1.1376982,1.1213723,1.02314,1.1412971,1.0330855
shovel,1.3582749,0.8345344,0.7924677,1.4652696,0.6999492,0.6132021,0.8158366,0.6463447,1.2698344,1.1917213,1.5942721,0.45998108,1.5816522,1.4228811,1.5052748,0.8878188,1.1719495,0.44777817,0.45070845,1.0944706,1.4304156,0.8703527,0.7813467,0.633327,0.45032573,0.8461498,0.99612856,0.9099281,0.95340365,0.53675795,1.3850982,1.1405327,1.3322453,1.2969383,1.4726758,1.2402205,0.31202543,1.3212333,0.45403492,0.934895,1.0423877,1.0221872,1.184823,0.99134076,1.3790827,1.1693435,0.96895933,1.1952866,1.3197896,0.89474934,0.5945949,0.55905545,0.944512,0.74886066,1.2021228,1.4181912,0.75308126,0.7541374,1.1732147,0.7218461,1.3304707,1.3310683,1.2561412,0.58281386,0.50490874,0.87311995,1.4074261,1.2744,1.3761445,0.37021554,1.3052163,0.46488523,1.1708634,0.719957,1.0688053,1.4538126,0.6798264,0.577847,0.6417364,0.60244304,1.3386095,1.2429223,1.5066111,1.3383316,1.0274271,0.4240793,0.46733916,0.69810826,0.90674806,1.0371381,0.7163718,0.4898728,0.91125906,1.0568006,0.5636475,1.2662961,0.83133376,0.84979117,1.1533521,1.502378,1.0092199,1.2583604,0.0,1.3740429,1.089137,1.1126808,0.50271213,0.71627235,1.0635529,1.0682651,0.63825524,0.81564426,1.0745053,1.4682736,1.4018841,0.4695921,0.7199886,1.1862797,0.45684105,0.65743756,0.7558137,1.3543038,1.2047762,0.5054195,0.4325968,1.2665727
shower,0.83011436,1.3449564,1.338189,0.77026856,1.3823093,1.2497866,1.2348213,1.2560627,0.4254321,0.86416614,0.4996184,1.2616,0.5970677,0.85190785,0.66838115,1.0490512,1.1153407,1.3364564,1.3434908,0.80451584,0.9112993,1.0894394,1.1488545,1.2238725,1.0744417,1.150191,1.1492394,0.79633,0.73582786,1.2249434,0.67410296,0.95484436,0.8915437,0.9884879,0.64207274,0.85663307,1.4359478,0.6149059,1.3075354,1.1260328,0.86752063,1.1758991,0.36861092,0.6775205,0.84631824,1.153461,1.1668625,0.9069081,0.8820317,1.2431735,1.1821241,1.2804446,1.2216122,1.1572497,1.0596104,0.8030158,1.225015,1.3111751,0.8357234,1.437168,0.9081357,0.9135187,1.0359352,1.3410938,1.2681385,1.0518279,0.80522823,0.8881203,0.891317,1.3109794,0.5283382,1.0774114,0.9929351,1.3502674,1.0181866,0.97032493,1.2759259,1.1836483,1.2918191,1.406788,0.47440535,0.8906486,0.77236116,0.77208686,1.0339837,1.3062782,1.2827648,1.3494515,1.0995324,1.107489,1.2061124,1.312082,1.2577274,1.0102272,1.2275666,0.5527705,1.0263475,1.1428427,0.8330558,0.75608385,1.1451366,0.9562335,1.3740429,0.0,0.6465301,0.6712407,1.3541427,0.99195445,1.2205583,1.0901287,1.1285006,1.0505016,1.1868634,0.7041132,0.5583143,1.3364042,1.3393372,1.0332265,1.2232282,1.1345974,1.3207339,0.8662092,0.60007215,1.0187564,1.3919573,0.31494308
sink,0.9466979,1.2142087,1.1872169,0.8615092,1.2572922,1.2104099,1.108168,1.070388,0.30219042,0.9506648,0.8314721,1.1679388,0.7322401,0.952312,0.9273071,0.9053707,1.0530975,1.0930367,0.884273,0.78616077,0.8737866,0.87638503,0.7444329,1.2609081,0.96673733,1.0280561,1.0094355,1.0292739,0.8244423,1.1997457,0.9895699,1.22993,0.8533252,1.0632696,0.87742114,1.1551043,1.2767766,0.96048534,1.0022587,1.0320569,1.0819798,1.0958354,0.6930518,0.42623496,1.0210794,1.1428925,0.8955711,1.032779,1.014309,1.2489985,1.1412226,1.2045226,1.241401,0.80556303,1.0684024,0.6185224,1.282839,1.2409421,1.0648882,1.3540397,1.0360732,0.86305356,1.0553657,1.3000787,1.3218851,0.9961728,1.0739967,0.6101383,1.0702534,0.99351686,0.80068475,1.0095288,0.7535745,1.198551,0.8635669,1.0337445,1.3185463,1.2450342,1.2526686,1.2590184,0.5312886,1.06743,0.9841798,0.99883217,0.85260606,0.972333,1.0671704,1.1878909,1.261689,1.2138503,1.3554997,1.108485,1.3093294,1.082665,1.0045022,0.5902184,1.0880564,1.2349567,0.5330667,0.9076738,1.1798387,1.1049621,1.089137,0.6465301,0.0,0.7658639,1.3363363,1.0573709,1.1841655,0.8459971,0.6793797,1.2448384,1.2112478,0.9014289,0.64937127,1.138954,1.33729,1.1106567,0.9189939,1.2360886,1.1560824,0.68114674,0.86384094,1.0097336,1.2912234,0.6952919
slide,0.94305587,1.1045469,1.2385231,0.9161661,1.1532421,1.0914736,1.126949,1.0075806,0.52519447,0.68066627,0.7104148,1.0268447,0.7823125,0.9977485,0.81736237,0.8714519,1.1303705,1.057253,1.0782806,0.8613742,1.1263168,1.0738606,1.109633,1.1834195,0.866928,1.0899256,1.0184827,0.8904316,0.6902969,1.1118742,1.0727661,1.0617187,1.0749242,1.0537169,0.73868847,1.0278075,1.1584764,0.73913175,1.0738615,1.0820947,1.0628858,1.1702993,0.80489194,0.85715735,0.9251396,1.1019831,1.1540539,0.7858807,0.970951,1.1900525,1.0826185,1.2004833,1.165743,1.0282038,1.2045221,1.0181363,1.1400695,1.2855201,0.8794929,1.3008995,1.0436887,1.0428886,1.1625632,1.1311102,1.2235811,1.0943706,0.93244785,1.0089304,0.9746066,1.1418138,0.7536452,0.9794527,1.0630745,1.2328279,0.98605394,1.2032151,1.1277442,0.95076185,1.1261464,1.1385845,0.8070767,0.9840079,0.9483514,0.8290766,1.0065304,1.1360223,1.1104827,1.0923607,1.0139043,1.0505913,1.2250127,1.0737137,1.256184,0.90742695,0.99671525,0.76836133,1.0703387,1.1270816,0.9215365,0.87360454,1.191591,0.9682715,1.1126808,0.6712407,0.7658639,0.0,1.1314175,0.9419555,1.0419691,1.1088973,1.1159682,1.1153667,1.1287377,0.87362206,0.6766422,1.1211222,1.1747036,1.127148,1.1153247,0.9235375,1.1223168,0.8848057,0.8880429,1.01711,1.2835479,0.66947854
slipper,1.4369786,0.60176504,0.6589974,1.3818836,0.5943445,0.23766226,0.9764785,0.62840384,1.4003091,1.1712499,1.4180645,0.44144213,1.4989316,1.4380399,1.3941221,0.90513074,1.1620284,0.4266867,0.48619676,1.1503625,1.3983873,1.0856124,1.0671734,0.4109794,0.58603394,0.8849845,1.1881914,0.8851088,1.0967897,0.23779738,1.3385656,1.0520409,1.396927,1.2373726,1.3802731,1.210272,0.18051183,1.3252556,0.41620386,1.1014695,1.0173155,1.0279434,1.3079364,1.2055376,1.3827951,0.98043406,1.1594682,1.1372757,1.1296864,0.63849294,0.3279034,0.6265967,0.66117525,0.96053225,1.4001665,1.5374366,0.3305605,0.8150961,1.1829184,0.6957798,1.2237551,1.3465315,1.1875633,0.38337946,0.5259146,1.0513623,1.3768084,1.486087,1.3829007,0.50085694,1.3419453,0.57202953,1.3021826,0.72481024,1.2001501,1.4428005,0.22390902,0.69645786,0.64099365,0.5525785,1.463177,1.3108623,1.5066298,1.3094841,1.0001681,0.4898572,0.31688368,0.8581352,0.75386274,0.95350444,0.7754118,0.49641955,0.860368,1.0391613,0.5045872,1.397817,0.8756716,1.0156198,1.4617648,1.4997288,0.95584124,1.2063222,0.50271213,1.3541427,1.3363363,1.1314175,0.0,0.6588595,0.89166796,1.342066,1.0305542,0.64757144,1.0841779,1.3760242,1.4849565,0.23560762,0.3046794,1.1594644,0.72528374,0.76728743,0.8152686,1.4280581,1.2161409,0.6096867,0.3150524,1.373386
soap,1.1808379,0.801775,1.0318129,1.2011852,0.95507586,0.8174322,1.0331868,0.74340713,0.98260355,0.9381988,1.2741048,0.71152884,1.3394518,1.3155718,1.2864527,0.67236394,1.1935222,0.7511067,0.83839375,1.0352776,1.1995919,0.9637833,1.1564771,0.8171612,0.5553731,0.87034476,1.1701789,0.76984936,0.96896327,0.54901266,1.0970383,1.0599447,1.3337914,1.2571869,1.2817574,1.0914459,0.69056976,1.2663376,0.7386222,1.1132305,0.9917501,1.1257786,0.8788109,0.9054625,1.2720205,1.137745,1.1481255,1.0286702,1.1035886,0.90385747,0.75715023,0.9374455,0.9433092,0.8609562,1.2342135,1.3026855,0.8371962,1.089818,0.92533123,0.86822003,1.1953324,1.2693832,1.1692117,0.9632374,0.7853614,1.0234038,1.2876711,1.181284,1.2840679,0.7046407,1.0901394,0.4218285,1.3192031,0.9204096,1.0740541,1.3806263,0.7521405,0.7430452,0.89328545,0.96003723,1.0978216,1.1306988,1.3533145,1.1570292,0.84322494,0.765717,0.5747778,0.8529573,0.93810296,0.988132,0.9006916,0.7330867,0.9114199,1.0717976,0.70340043,1.0748382,0.9035472,1.1118509,1.0734018,1.3169748,1.1263651,1.1121042,0.71627235,0.99195445,1.0573709,0.9419555,0.6588595,0.0,1.03181,1.2338524,0.92605036,0.61979055,1.2105501,1.2501713,1.240468,0.7007301,0.8062204,1.0037552,0.8394384,0.8010245,1.0899594,1.3803532,1.0022753,0.65374887,0.70326936,0.90735406
sock,0.94223744,0.52506757,1.1353534,0.77541286,0.9700914,1.1283736,1.0797559,1.087097,1.1023307,0.73875,0.98278797,0.9610675,0.8990555,0.9846134,0.85471046,1.0150641,1.085253,1.1443851,1.1199062,1.1985447,0.91205907,1.203554,1.042804,1.2632642,1.0250795,1.1123209,1.0238866,1.0953387,1.0994799,1.1604217,1.0975841,0.73078966,1.1149731,1.0189171,0.92864645,1.1083174,1.0067487,1.0597104,1.209164,1.0544599,1.1436775,1.1090488,1.2192382,1.1217877,0.9111219,0.7001346,1.2279065,0.83235943,0.89003325,0.66483927,1.1041666,1.2307137,0.5749834,0.9503233,1.2220783,1.2265252,0.8170768,0.7068828,1.0464036,1.0049053,0.9054484,1.1235478,0.7318772,0.88847566,1.0976586,0.96141875,0.686087,1.24353,0.56729937,1.0447851,1.1202382,1.1831247,1.1247252,1.1358838,1.1143941,0.80028355,0.84529227,0.9994989,0.7327049,0.8311908,1.1044027,1.0964364,0.8768904,0.55168676,1.2207005,1.0263528,1.0702718,0.96155417,0.74811804,1.0372897,1.0506905,1.0737514,0.92405105,0.93510157,1.1011171,1.2917533,1.2008121,0.8654801,1.052061,0.8823003,0.6493964,0.4844821,1.0635529,1.2205583,1.1841655,1.0419691,0.89166796,1.03181,0.0,1.1483614,1.1019205,0.7210752,1.1120936,0.6697258,1.0996403,1.1047205,0.6843813,0.9911881,1.1470782,0.99107504,1.1907291,1.1317604,1.2564749,1.0875882,0.8643311,1.1896259
soup,0.69635946,1.2305254,0.83350307,0.91219836,1.0665227,1.1682436,0.85559255,1.166316,0.9997776,1.1118429,1.0298427,1.2462611,0.9390845,0.87175107,0.9349064,1.0438077,0.9117728,1.1489192,0.90738857,1.0553035,0.7129624,0.9575967,0.8302748,1.1946584,1.2982731,1.074295,0.695519,1.0608292,1.1425314,1.2424974,0.9867665,1.0798624,0.90701485,0.7382914,1.0574147,1.008669,1.2616326,1.031416,1.0920836,0.6114606,1.0678852,1.0462847,1.123637,1.0782534,0.9933573,1.046423,0.7937939,1.0538608,1.014404,1.1696345,1.1680865,1.0745695,1.1692,0.98940045,0.7466793,0.6659684,1.2853446,1.1088136,1.0353054,0.9574084,0.90755093,0.74140936,0.92910504,1.2421784,1.1386093,0.9940395,1.020667,0.600186,1.0499135,1.2309475,1.0168209,1.2198031,0.43527555,0.8152541,0.8989091,0.82963043,1.263452,1.0914773,1.1484452,1.0968765,0.917117,0.9513024,0.8887582,1.0975586,1.0161674,1.2263416,1.2605221,0.9809281,1.1495547,0.93222946,0.97619474,1.0921324,1.0918821,1.1485246,1.2351698,0.94970167,1.0995225,1.0608131,0.827738,0.88408333,1.034731,1.1586378,1.0682651,1.0901287,0.8459971,1.1088973,1.342066,1.2338524,1.1483614,0.0,0.8973104,1.2380441,1.0444947,1.0752567,0.9182913,1.2144802,1.2686398,0.947859,1.0172971,1.054633,1.0880278,0.8050653,1.0145091,1.3105569,1.2418033,1.0176525
spoon,1.0939689,1.027097,0.95663005,1.0775816,0.9584855,1.0922116,0.97266906,0.90772676,0.85578316,1.0627097,1.3022149,1.0944089,1.2130696,1.1264751,1.2328646,0.88609457,1.1031578,0.94749296,0.799647,1.0144687,0.9592526,0.5901893,0.78525937,1.0236155,0.71021855,1.1504133,0.9010201,1.1315949,0.99563485,1.0124042,1.1897471,1.1904436,1.0534045,1.2550192,1.3064477,1.2210808,0.9122894,1.2543287,0.8800787,0.99091715,1.058198,0.92920053,0.98441184,0.5983722,1.2057151,1.0758947,0.76893973,1.1418421,1.1172628,0.97502893,1.0551896,0.9712003,0.9531393,0.51530993,0.9978021,0.99430275,1.0309826,1.0543668,1.189482,0.9478515,1.1414568,1.0144435,0.9935908,1.09797,0.9777233,0.8512084,1.2442391,0.849969,1.2593279,0.47680378,1.0709157,0.81293,0.8268584,1.0465695,0.94825286,1.1399394,1.1238047,0.9119719,0.92927116,1.0047961,1.006518,1.1059859,1.1972256,1.2839334,0.9569201,0.5640646,0.7382614,0.80279285,1.2669697,1.2324023,1.055946,0.94863486,0.9469016,1.0913248,0.8947811,1.0153806,0.9147817,1.1169133,0.52984375,1.2461135,1.0198408,1.2161424,0.63825524,1.1285006,0.6793797,1.1159682,1.0305542,0.92605036,1.1019205,0.8973104,0.0,0.9316717,1.1107495,1.2491004,1.1101097,0.9714539,0.9853187,0.9889323,0.58090675,0.9302141,1.0143747,1.0579135,1.1042182,0.6544392,0.9408747,1.1169511
sprinkler,1.1307778,0.6903981,1.0485086,1.1078652,0.969394,0.95563656,1.1211375,0.9810444,1.184015,1.0478727,1.2617142,0.7473241,1.2550678,1.2023084,1.2134011,0.8239792,1.156824,1.0108267,1.0442189,1.0291146,1.0351444,1.075241,1.1209053,0.97735363,0.7272006,1.0829452,1.0627573,0.90262693,1.0516444,0.7580335,1.0101192,0.7082358,1.2802857,1.1743839,1.1719878,1.0710658,0.82042843,1.116031,1.005833,1.1078831,1.0571247,1.1796062,0.96471006,0.98972327,1.1626401,0.82942027,1.3037095,1.0635002,0.9470936,0.5900643,0.8244531,1.0516797,0.60818315,0.8515466,1.2473979,1.3728988,0.5505306,0.82758737,1.1004401,0.85406697,0.9239477,1.2490565,0.8504182,0.7223047,0.80237603,0.8813687,1.0042609,1.334754,1.0252093,0.8219303,1.0585886,0.728077,1.3287098,1.0088507,1.085161,1.1051403,0.61684835,0.7480877,0.6879519,0.91695213,1.1325831,1.1375093,1.2732427,0.96847486,1.0394756,0.87177426,0.8378108,1.0074441,0.70058286,0.9826465,0.71781397,0.87225705,0.8663867,0.95348984,0.9487236,1.2491883,1.0294707,0.9320533,1.1701608,1.2328594,0.8269167,0.8326497,0.81564426,1.0505016,1.2448384,1.1153667,0.64757144,0.61979055,0.7210752,1.2380441,0.9316717,0.0,1.1009612,1.1116064,1.3267245,0.9440814,0.54808617,1.0609531,1.0145333,0.7994236,1.2202587,1.4145117,1.224674,0.6651105,0.67103386,1.1412523
stroller,1.0566657,1.0658673,0.9730409,1.2462736,1.035314,1.1175741,0.89632607,0.9270461,1.224242,1.182429,1.1416337,1.073395,1.1620418,0.86700034,1.1349273,1.2171106,0.8010917,0.94312257,1.1223782,0.83017516,1.0934234,1.0098274,0.8698872,0.9817748,1.1523288,1.0399534,0.9984942,1.2083821,0.9795063,1.0613241,0.81529033,1.0642763,0.92850095,0.9777684,1.0776027,0.8889588,1.0309194,0.7584711,1.0045793,0.9322547,1.0143085,0.8186216,1.1021193,1.086382,0.86248994,1.0646102,0.91184556,1.0960429,1.0625601,1.1258756,1.1608164,0.80141634,1.0905781,1.161838,0.67344385,0.8854023,1.0948893,0.9480096,1.0434341,0.88579893,1.0822933,0.9267997,1.0982598,1.0554713,0.87001544,1.0640045,0.9898696,0.89820623,0.942498,1.0158352,1.0029691,1.171102,0.9774563,0.92593455,0.78377855,0.896296,1.1189191,1.041838,0.97159094,1.0079108,1.1007262,0.8216934,0.9067952,1.155323,1.0885674,0.98876476,1.1184974,0.8887347,1.1795812,0.9257613,0.78154635,0.97913814,0.89013386,0.76064,1.0385572,0.85342515,0.9929058,0.84915835,1.0760733,1.0166793,0.895731,1.0785995,1.0745053,1.1868634,1.2112478,1.1287377,1.0841779,1.2105501,1.1120936,1.0444947,1.1107495,1.1009612,0.0,1.1049325,1.0390855,1.0623927,1.1180315,0.9497515,0.97290224,1.035361,0.42294103,0.70444953,1.0846658,1.0509679,1.0310298,1.202707
sweater,0.76739925,1.0364001,1.32213,0.5364932,1.3111556,1.3259511,1.2186865,1.4222652,0.75054437,0.73979235,0.5007511,1.2615179,0.53196883,0.70650506,0.5453934,1.209172,1.0629307,1.4632721,1.4604605,1.0991063,0.78875935,1.2657439,1.2147883,1.3825244,1.3592631,1.1849399,1.1148093,1.0791628,0.9901399,1.4061835,0.76608396,0.6761078,0.81403315,0.8579058,0.54503405,0.88479567,1.4890842,0.78621566,1.4909668,1.0590848,1.0202895,1.1107243,0.78270197,1.0377781,0.59426594,0.81560254,1.2069951,0.7737267,0.8164065,1.018351,1.3082684,1.3556534,1.0381776,1.0971355,1.1110246,0.8285676,1.1062622,0.98334646,0.827489,1.4354401,0.62542343,0.8770354,0.8046961,1.1563487,1.3061004,1.0370579,0.4013822,0.9903569,0.29986906,1.3879979,0.80595803,1.4180896,0.9638973,1.3355632,1.0951579,0.6611906,1.1458955,1.2579916,1.137294,1.2650306,0.6943533,0.94745165,0.60245985,0.2666006,1.1439111,1.3123374,1.4025588,1.3454347,0.93453383,1.0474725,1.2157177,1.4355183,1.1615157,0.9704422,1.3922006,0.83859557,1.2358886,0.96261764,0.88176334,0.3895709,0.9508107,0.37702298,1.4682736,0.7041132,0.9014289,0.87362206,1.3760242,1.2501713,0.6697258,1.0752567,1.2491004,1.1116064,1.1049325,0.0,0.72462845,1.4351859,1.1938857,1.0482265,1.3468364,1.1996415,1.3853766,0.9071952,0.88318014,1.2216619,1.3519974,0.7666905
table,0.88746077,1.3677082,1.2969569,0.71943617,1.3244902,1.3327916,1.2177634,1.1922791,0.652161,0.95512456,0.45140666,1.4206784,0.30707574,0.78445446,0.633868,1.0485188,0.87682533,1.2882903,1.2964723,0.7164077,0.8672704,0.99308836,1.026714,1.3175747,1.2094766,1.10725,1.0719613,1.0367987,0.3667128,1.4017639,0.692351,1.1056209,0.74938935,0.9174205,0.5019411,0.85443974,1.5261214,0.47970563,1.2791955,1.0284729,0.8577541,0.926138,0.6994879,0.8755423,0.7304229,1.1508963,1.0260248,1.0175819,0.8548852,1.3073983,1.3058803,1.2381872,1.2054888,1.0761738,0.9192582,0.73052216,1.3832991,1.2888393,0.936066,1.369565,0.8674803,0.8585942,0.94948614,1.3733842,1.3540804,1.0828965,0.78788483,0.74955213,0.84112555,1.3369501,0.40060997,1.2654024,0.8313814,1.3700238,0.90448856,0.82792616,1.4447035,1.304292,1.3748591,1.3603287,0.60426396,0.91512454,0.65840846,0.80374557,0.9963186,1.3881656,1.3954651,1.2922314,1.2105628,1.1195352,1.3567792,1.4058409,1.2226999,0.919263,1.1961224,0.5637524,1.0193832,1.2009305,0.773002,0.66975045,1.0219502,0.93126255,1.4018841,0.5583143,0.64937127,0.6766422,1.4849565,1.240468,1.0996403,0.9182913,1.1101097,1.3267245,1.0390855,0.72462845,0.0,1.4068265,1.4124947,0.93781966,1.2341261,1.2437294,1.0814053,0.540009,0.7658655,1.1592169,1.5170445,0.65690464
tape,1.4356912,0.75865346,0.6346327,1.4251287,0.583717,0.27377033,0.89794934,0.5567579,1.3093264,1.2340822,1.4238057,0.41525018,1.496502,1.4284128,1.424634,0.8967369,1.0573093,0.29432428,0.28077757,1.0604267,1.3871365,1.0411415,0.8506088,0.43439037,0.55900466,0.6985694,1.1446255,0.8947581,1.090326,0.25596988,1.3028704,1.2611693,1.2995696,1.2023422,1.3815353,1.1935827,0.20780808,1.3389902,0.24606705,1.0337225,1.0098981,1.0394516,1.241247,1.1118793,1.366366,1.1712463,0.9534373,1.2099844,1.2055624,0.93500173,0.43437362,0.55801183,1.0190763,1.0569825,1.2675483,1.3535886,0.62687254,0.8758971,1.1734345,0.7253151,1.3013237,1.205542,1.3482307,0.49351704,0.5989434,1.0916057,1.4845858,1.251353,1.4277766,0.49279916,1.3491385,0.55566746,1.2221248,0.68312407,1.0743247,1.4694453,0.46569204,0.8015424,0.8213196,0.5768057,1.3878776,1.2733009,1.4915116,1.3872552,0.91236234,0.47946846,0.31898212,0.78460014,0.90183234,0.9579428,0.86722475,0.38797474,0.95002526,1.0229597,0.4120714,1.2692817,0.89583904,1.0195483,1.3463931,1.4761833,1.0842333,1.3167565,0.4695921,1.3364042,1.138954,1.1211222,0.23560762,0.7007301,1.1047205,1.2144802,0.9714539,0.9440814,1.0623927,1.4351859,1.4068265,0.0,0.66103864,1.2053893,0.66750526,0.87076896,0.68597454,1.2879053,1.1395805,0.7033044,0.39446545,1.251298
toe,1.3356227,0.426328,0.72327214,1.0384859,0.6481389,0.5770121,1.0146285,0.8618182,1.3649096,1.1575114,1.362022,0.74696314,1.2461969,1.2960441,1.36339,0.9798207,1.2286927,0.79098547,0.86379313,1.2776306,1.0346353,1.0559037,1.1708193,0.6923553,0.86264896,1.0805358,1.0919335,0.9916362,1.2159334,0.6255351,1.3408056,0.8964466,1.3219916,1.1691084,1.2967982,1.2384992,0.5003004,1.3296988,0.7973188,1.1168534,1.1202438,0.9629756,1.3162527,1.1803417,1.2277812,0.56364226,1.1037235,1.1338515,0.9268106,0.19965184,0.70451164,0.891556,0.16352636,0.9093218,1.3257463,1.3846177,0.26437533,0.7520848,1.2348433,0.6818918,0.9388604,1.2984529,0.648575,0.4260627,0.74617106,0.8925125,1.2349055,1.445503,1.1666684,0.68644357,1.3754315,0.81149185,1.2461504,0.7994295,1.2126609,1.1639497,0.22645515,0.8987638,0.5259826,0.6029383,1.4166496,1.2851582,1.3369179,1.1778929,1.0755876,0.64826864,0.6348053,0.9744175,0.87038213,1.0004848,0.7984249,0.7629025,0.81775534,1.1939509,0.86065066,1.467792,0.96005887,1.0059149,1.3758535,1.334059,0.8521487,1.017468,0.7199886,1.3393372,1.33729,1.1747036,0.3046794,0.8062204,0.6843813,1.2686398,0.9853187,0.54808617,1.1180315,1.1938857,1.4124947,0.66103864,0.0,0.97523075,0.8601372,0.95746785,1.0146815,1.3889667,1.269542,0.7724621,0.38442814,1.3859668
tooth,0.85795486,1.0064034,1.1101263,0.75448984,1.0369663,1.1946361,1.0624949,1.1942279,1.0585998,1.0075568,0.9569007,1.3146473,0.8705709,0.8231423,0.9535164,1.1899008,1.1275642,1.2155932,1.2456375,1.0994401,0.71017176,0.9068239,1.0398275,1.0897825,1.2523632,1.1399608,0.9337215,1.1440332,1.0191416,1.1348541,0.9349238,0.9178016,0.9861915,0.99549675,1.0091608,0.8853259,1.245206,0.955169,1.2024424,1.0850139,0.92856586,0.5922922,1.1186988,1.0818487,0.90031,0.88066125,0.87403,0.97107714,0.85187626,0.9550766,1.2458024,1.0159144,0.84914947,0.96351284,0.66519827,0.85891235,1.0635394,0.926293,1.011699,1.0678691,0.85022545,0.95004565,0.711819,1.1543008,1.0989805,0.83348143,0.96230423,0.8825393,0.93305576,1.1516777,0.9699738,1.1042364,0.81652594,1.145485,1.0547051,0.6907675,1.1039592,1.2357359,1.0926806,1.0517156,1.0921638,0.9274003,0.6406935,1.0569757,1.1577072,1.2309002,1.1912547,1.1368374,1.1736269,1.1621766,1.1211214,1.2648826,0.81072855,1.1389892,1.1711271,1.1015577,0.9721717,1.0967454,0.8111171,0.8970025,1.0098451,1.0147845,1.1862797,1.0332265,1.1106567,1.127148,1.1594644,1.0037552,0.9911881,0.947859,0.9889323,1.0609531,0.9497515,1.0482265,0.93781966,1.2053893,0.97523075,0.0,1.0933378,1.2274512,0.9254323,0.94081247,1.0751374,1.112567,1.0491872,1.0596224
