,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
belt,1.3520324,1.0996755,0.44081134,1.4181426,0.85781497,0.40071315,0.7620895,0.6135563,1.2965653,1.3348022,0.0,1.3348298,1.4880067,1.0399876,1.2893406,1.05114,0.9555275,0.72513396,0.52687323,1.096971,1.2678764,1.3305633,0.69922507,0.987636,0.47657573,0.357207,0.67868507,0.78555274,1.1642631,1.1818867,0.6740848,1.3517085,1.0041459,1.101238,1.2084098,0.3545956,1.3849698,0.62179804,1.0512499,1.0575609,0.9606248,1.1008275,0.8847469,1.3554354,1.1007515,0.8353304,1.1898532,1.1904514,1.0045366,0.27650106,0.57785124,1.0190482,0.8488518,1.0232778,1.1362832,1.3255382,0.6973007,1.1510831,1.1553686,1.151328,1.3108101,1.2697053,1.2711835,0.5449429,1.1159111,1.1651269,1.2812005,1.1563764,1.3461046,0.7479949,1.2699472,0.37546587,1.286644,0.8325689,0.997788,1.4726081,1.3893456,1.228496,0.52768886,0.45182925,0.78404033,0.7864884,1.1758708,0.7777084,1.4930818,1.2159451,0.6430074,0.44407636,0.3981765,0.9404339,1.2461964,0.52992326,1.039664,0.89603853,0.29118168,0.91730523,1.024443,0.57907736,1.2733684,0.65584415,1.119199,1.3607327,1.0722616,1.3916595,1.1522058,1.2638037,1.2155247,1.2771907,1.201869,1.389579,0.34356767,0.9520512,0.8445064,0.86523104,0.6623347,0.8441021,0.5372962,0.38150448,1.2535243,0.9870455,1.2200233,1.4162098,0.73719573,0.8067083,0.7685677,0.8010433,0.5906107,0.93264186,1.4303875,1.1235471,0.822818,0.96936643,0.2760629,1.0837296
bench,0.78159976,1.2036035,1.5021124,0.78054166,1.3199968,1.4562615,1.3751249,1.1626005,0.51894474,0.44895542,1.3348298,0.0,0.7547056,1.1159489,0.45892066,0.863494,0.94023776,1.3233706,1.2545147,0.75883114,0.95024127,0.8110896,1.2530218,1.2239966,1.2835802,1.1859326,1.2459872,0.916033,0.52655876,0.9921201,1.2722063,0.5457392,0.97740495,0.91429454,0.45542789,1.4903696,0.40405273,1.4307318,0.9612432,0.86862874,1.1153105,0.7408575,1.0150068,0.71728045,1.1615134,1.3554705,0.8464867,1.002234,1.3489269,1.4712229,1.2506919,1.2779201,1.1758432,1.1318313,0.6986621,0.836112,1.4353486,1.2264416,0.4748143,0.9577668,0.90727127,0.8780997,1.0975919,1.4951942,0.9601152,0.8070476,0.74414265,0.9767413,0.64076805,1.2477388,0.3856274,1.3865465,0.8142316,1.2548645,1.0871155,0.9295417,0.68401074,0.9503819,1.462196,1.3602576,1.2644432,1.3829411,0.8021334,1.1340542,0.6919705,0.79883265,1.1252738,1.4177018,1.5068984,1.1114479,1.0453469,0.95078,0.9779565,0.9080893,1.4260142,1.1912065,0.9353759,1.1069812,0.8342582,1.3128686,1.133511,0.7194344,1.0302799,0.7399955,0.8343221,0.8215275,0.83218265,0.6190898,0.70078015,0.52772707,1.5045414,0.9303762,1.3697466,1.2926812,1.3966329,1.2876987,1.4049878,1.4142715,0.86196613,0.8364989,0.4314322,0.42657948,1.3432069,1.4063083,1.3285193,1.2497044,1.2330039,1.1638987,0.6302052,0.6120084,1.062625,0.98554915,1.4900196,0.64394176
bib,0.690667,0.83977246,1.4577875,0.3118304,1.2485983,1.4229705,1.2918756,1.4141845,0.80961776,0.42261606,1.4880067,0.7547056,0.0,1.0324455,0.6300389,0.92440426,0.9632878,1.4418318,1.503575,1.0062349,0.5434136,0.9193242,1.5206544,1.0305372,1.5185752,1.4750097,1.1962491,1.0377644,1.0047343,0.83147365,1.2272798,0.75273204,1.0528848,1.1316842,0.5887074,1.5280566,0.75581795,1.5421598,0.93874615,0.9834707,0.8875619,0.9689348,1.1899142,0.5776706,0.9356359,1.3069139,0.61907274,0.71360904,1.0004702,1.4658546,1.3773899,0.99467415,1.3513565,0.9737224,0.90174073,0.77828026,1.1932658,0.90452415,0.87449276,0.9224588,0.5936837,0.76531947,0.70841795,1.3625561,0.86885417,1.0583565,0.5015632,0.88739556,0.5172203,1.3239596,0.9297255,1.4847083,0.9279,1.2557781,1.162304,0.64879894,0.61224777,0.8152665,1.2996585,1.4295868,1.0645003,1.337731,0.93222946,1.2818401,0.15334404,0.6366516,1.330592,1.4929019,1.4350324,1.1116716,0.79579544,1.1981444,0.9551909,1.2711599,1.5085115,1.1821312,1.0436698,1.445231,0.80627906,1.3740903,1.1620739,0.5895143,1.2153391,0.34648645,0.9341331,0.60119426,0.99341434,0.8727249,0.9139074,0.753817,1.4795176,1.0026529,1.1682132,0.9835355,1.5182216,1.3483927,1.2727116,1.4242659,0.82189757,0.737865,0.90184903,0.7397411,1.4534763,1.1333346,1.0449053,1.3077474,1.3267653,1.161158,0.6816803,0.9728818,1.1777943,1.214519,1.421716,0.92551625
bird,0.8387604,1.0397645,0.9993137,1.0912175,1.0149255,1.1052891,0.9526103,1.1527729,0.9883455,1.132097,1.0399876,1.1159489,1.0324455,0.0,1.1199918,0.8857984,1.0085592,1.2226319,1.1112949,1.0791901,1.1192307,1.0336134,1.1222273,0.78078806,1.0300194,1.1130667,1.0114275,0.9941895,1.036607,0.9623401,0.938505,1.0332011,0.983318,1.1123654,1.1030865,0.97121114,1.1078916,1.1403558,0.92194486,1.076864,1.1681052,0.99545366,0.8729193,1.024326,0.7623991,1.096322,0.99748224,1.0233968,1.0505632,0.9456372,0.98630357,0.9238819,0.8726649,0.7941593,0.975122,1.0677886,0.9104198,1.082385,1.0111194,1.0934346,0.9712782,1.0614861,0.99374336,0.9601103,1.133023,0.8191395,1.1374773,1.000378,1.0575408,0.8346817,1.0440377,0.87056845,1.0834056,0.93435264,1.1537952,0.95904917,0.98777884,0.9951563,1.0836033,0.8685858,0.897762,1.102354,0.9944402,0.8778764,1.0910846,0.89721346,1.0230063,0.9859297,1.0064352,1.0201855,0.7610793,1.0329143,0.95806456,0.7665216,1.0168962,0.95011073,1.0470679,1.0726322,1.0155306,0.99098825,1.0093322,1.0795583,0.80111265,1.0205979,0.9992761,0.8950504,0.9729714,1.0741472,1.0405593,1.1214447,1.0491937,0.9946526,0.95502055,1.0145586,0.8487898,0.9141984,1.0490259,1.0637321,1.1635652,1.0821091,0.9964921,1.082885,1.0350306,1.0293068,1.0051993,1.0041363,0.91486406,1.0840793,1.0305961,0.9184194,1.0216962,1.0766335,1.063376,1.0339812
blanket,0.75721323,0.9441495,1.3838077,0.6623496,1.2477219,1.3556643,1.3291496,1.2390714,0.7782413,0.37153268,1.2893406,0.45892066,0.6300389,1.1199918,0.0,1.0129889,1.0703145,1.3037386,1.2657738,0.95204365,0.8251737,0.8056067,1.3132608,1.1275891,1.2197433,1.3140422,1.1252351,0.7432838,0.84564984,1.0201459,1.3345628,0.727175,1.0338665,0.97949123,0.33612835,1.3964207,0.6735349,1.3820498,0.87688965,0.7845231,0.93482095,0.8464669,1.1179754,0.6920301,1.0366132,1.3150471,0.72916245,1.0043914,1.1815379,1.3850275,1.3237846,1.0970346,1.210504,1.1402683,0.9152683,0.9833866,1.2688346,0.92423546,0.80140346,0.9530356,0.856915,0.9539931,0.93035865,1.2896109,0.9690336,0.86691296,0.6552178,1.1275272,0.46373397,1.1275287,0.8184071,1.3242223,0.82049394,1.2504281,1.1342988,0.73731166,0.68906194,0.88830185,1.3365974,1.0707468,1.0946475,1.2826186,0.87617266,1.1446434,0.50590074,0.63744056,1.2102685,1.3520521,1.329161,1.1157157,0.9431416,0.6282095,0.91324615,1.1804717,1.3227048,1.104898,0.86455965,1.2074292,0.9551727,1.2715452,1.1311699,0.71892846,1.0497992,0.70519006,0.766248,0.6601405,0.9611782,0.8507912,0.88620245,0.8034191,1.3200881,1.0605913,1.2928075,0.9685617,1.3896111,1.3914261,1.2647985,1.25794,0.9364158,0.74551463,0.8569182,0.7522887,1.3786011,1.2185384,1.2067215,1.3490531,0.8685733,1.2299371,0.82182837,0.98985374,1.1304337,1.0816964,1.3649007,0.79556537
boat,0.9321374,1.1766133,1.1470449,1.0316468,0.9468769,0.99400216,1.0943917,1.2628132,0.7582152,0.8714441,1.05114,0.863494,0.92440426,0.8857984,1.0129889,0.0,1.0345294,1.2481647,1.1696445,1.0546287,0.99309665,1.0350627,1.203952,0.99927163,1.2628843,1.0090256,1.0311909,0.876351,1.1177378,1.0107219,0.96574473,0.9348972,0.7197714,1.2080418,0.92068213,1.134194,0.9957097,1.1883105,0.93490225,0.99017113,1.1518302,0.93315303,1.0436033,0.9717092,1.0671562,1.078265,0.9935454,0.928765,1.1817364,1.0070461,1.0956154,1.1492555,1.1513121,0.78167987,0.94494444,0.4709432,1.1789777,1.2002825,0.86691767,1.1316932,0.938234,0.9421094,1.0882119,1.1246403,1.021111,1.0305328,0.8173293,0.96590525,1.0152544,1.158622,0.9544843,0.9747209,0.953671,1.0138013,1.1597162,0.9805483,0.8734747,0.9674608,1.136009,1.1366837,1.144514,1.0937554,1.0122056,1.0618385,0.96819955,0.9533456,0.9510386,1.1296079,1.1481876,1.1253084,0.98212045,1.0435383,0.9651945,1.0468359,1.0419505,1.0145932,1.2491894,1.2228105,0.91896653,1.1469198,1.087506,0.94015133,1.1033921,0.8976351,1.157313,0.9904608,1.0001221,0.84485286,0.9307352,0.85739267,1.2114452,0.26950717,1.0393273,1.1335096,1.1832199,0.9717772,1.1726228,1.2018852,1.1308277,0.9468568,0.8951851,0.98135084,1.0844084,1.2082424,1.0655367,1.1601899,1.1635717,1.0682011,0.9439106,0.910819,0.818761,1.1831745,1.1651871,0.86894095
book,1.0246507,0.942415,1.018061,1.0363948,1.0690174,0.999815,0.9352168,0.6654846,1.1306701,1.0696614,0.9555275,0.94023776,0.9632878,1.0085592,1.0703145,1.0345294,0.0,0.9739265,0.93644655,0.48913854,1.0375514,1.0736163,0.8913148,0.89744306,1.0040395,0.80995893,1.0552052,1.2389965,0.9347834,0.8955693,0.9819143,1.050715,1.0923443,0.8789697,1.0746841,0.7500935,0.98364794,0.9556468,1.1579018,1.1612748,0.97184694,1.0765727,0.819847,0.98543274,1.060108,1.0426078,1.2117647,1.1805227,0.95090824,0.9549944,0.9718343,1.0362108,0.7630129,0.92742175,1.0631663,1.1168146,1.0526348,0.9981586,1.1765499,0.84372836,1.1468207,0.9112218,0.90864944,0.93688506,1.1277475,1.1490781,1.0680474,0.9884595,1.04149,0.7347368,0.9357477,1.0283133,1.1445745,0.9957798,0.9422484,1.0620071,1.0735563,1.1359378,1.0640085,0.8761971,0.93230563,0.9932417,0.9757961,1.0164552,1.0645674,1.1024115,0.5172559,0.7249069,0.85320914,1.0527797,0.966263,0.85671604,1.1617246,1.0517832,0.88911694,1.0364565,0.9180072,0.75887835,0.8800139,1.0386837,1.0518599,0.9623457,0.78267014,1.1537985,0.92941636,1.0432432,1.0835925,1.1957045,1.1137238,1.1525328,0.96232545,1.1243038,1.0523655,0.9971141,0.8260112,1.0507588,0.9969156,0.942029,0.8760964,1.2186655,0.9965173,0.9843844,0.9294197,1.0219846,0.9914305,1.0030962,0.9190594,0.7986161,0.7600123,1.1470606,0.9658085,1.0005674,0.9833898,1.1608951
bottle,1.2457677,1.1131907,0.7456021,1.3799503,0.7295414,0.6627232,0.83619976,0.58106726,1.2443194,1.4320091,0.72513396,1.3233706,1.4418318,1.2226319,1.3037386,1.2481647,0.9739265,0.0,0.53873897,0.9555634,1.0843865,1.0264658,0.30196077,1.1089588,0.63957036,0.67890686,0.9641484,1.1568751,1.042102,1.0714992,0.78415513,1.215082,0.9485504,0.7669547,1.3318911,0.7172628,1.2175007,0.2648213,1.2699628,1.0193967,0.85175437,1.0949733,0.88530153,1.1394058,1.2173045,0.7292666,1.2311176,1.2246317,1.1213019,0.791041,0.7673684,1.1215528,0.83444464,0.9938057,1.1876278,1.1081724,1.0454289,0.7572525,1.2432334,0.7988283,1.3082007,1.1254584,1.2738879,0.830826,1.0555029,1.0775115,1.2933788,0.80384785,1.2971699,0.9832282,1.2022991,0.74204874,1.0966499,0.82976127,0.3234111,0.9821174,1.2631886,1.1620462,0.8349792,0.81458306,1.0820013,0.6695364,1.0809286,0.80192035,1.467072,1.3914682,0.73072743,0.7507124,0.79141945,0.7932608,1.3049738,1.0029465,1.2247908,0.9164348,0.7273085,0.9321834,0.7013078,0.62903535,1.1152965,0.78705883,0.70748544,1.2216192,0.9940738,1.3992722,1.006149,1.3653046,0.97451913,1.1934029,0.99385124,1.1632922,0.71165013,1.2033564,0.6924293,0.9712767,0.6691356,0.59295917,0.8697416,0.73762935,0.9313562,1.2416466,1.2275904,1.226869,0.5728404,1.0134864,1.0509889,0.58937556,0.83564943,0.57937145,1.262903,1.2219135,0.9769183,0.6128664,0.78215945,1.2061379
bowl,1.298563,1.1229997,0.5920801,1.5117074,0.6750221,0.5163456,0.7636039,0.6152719,1.202553,1.4027824,0.52687323,1.2545147,1.503575,1.1112949,1.2657738,1.1696445,0.93644655,0.53873897,0.0,0.8900397,1.1983871,1.0101573,0.25664425,1.0754355,0.7221361,0.5788057,0.86486155,1.1246355,1.0998477,1.1251882,0.7869917,1.2720877,0.7693376,0.8681723,1.3068358,0.5633154,1.1425576,0.23918164,1.2343564,1.0946426,0.8895008,1.254895,0.8301629,1.2735707,1.1258994,0.3897984,1.3273073,1.2711451,1.1019373,0.59596264,0.7522912,1.142929,0.73026216,0.9698101,1.1547989,1.2398769,0.90294445,1.0246,1.2352383,0.8945428,1.3877103,1.1536071,1.2942377,0.7223414,1.1273258,1.0344615,1.3994925,1.0249778,1.388666,0.78500175,1.2794139,0.7612859,1.0919253,0.68859124,0.8842174,1.2095062,1.4040076,1.1783085,0.71145415,0.7479266,0.965109,0.41205168,1.1996301,0.8723851,1.5341972,1.4184334,0.68589807,0.60754645,0.62187773,0.9819052,1.2494836,0.77364254,1.201046,0.93403685,0.46744615,0.7381988,0.8422847,0.49999982,1.3029854,0.7600981,0.46189946,1.3174005,0.77035624,1.4998868,1.0356511,1.3868568,0.68141,1.2391293,0.9750452,1.2202729,0.56314725,1.1706599,0.98973787,0.95322907,0.59082997,0.89559793,0.79162085,0.5882274,1.1172532,1.2612671,1.2775993,1.2848082,0.26353967,0.9644768,0.9215234,0.86960787,0.81822014,0.677018,1.1083441,1.1997956,1.0755836,0.9516896,0.61469483,1.2719761
box,0.97599953,1.1640813,1.2305527,0.9997544,1.1870424,1.2643172,1.1345125,0.67430294,0.7676999,0.8778217,1.096971,0.75883114,1.0062349,1.0791901,0.95204365,1.0546287,0.48913854,0.9555634,0.8900397,0.0,1.0218455,0.82023084,0.82040465,1.0903325,0.94558245,1.0996698,1.3128839,1.1048808,0.5913315,0.9161563,0.93606186,0.6868417,1.0327561,0.81530696,0.9196484,1.1402881,0.5129073,0.9545724,1.1064088,1.0120393,0.9787031,0.69182605,0.6806554,1.0545472,1.2417811,1.0998338,1.1602666,1.1240385,1.2322898,1.2763873,1.0924548,1.2384386,0.84381163,1.0409749,1.0260582,0.99880505,1.2649643,1.1362634,1.0438541,0.8772246,1.1241168,0.78115726,1.0661095,1.1848321,1.0135411,0.92155015,1.0735358,0.9992655,1.1228349,0.91787523,0.63676983,1.0153676,1.0589477,1.0490965,0.84655917,1.0817068,0.9226957,1.0975667,1.3169045,1.021158,1.1956345,1.0741256,0.6044673,1.113226,1.031747,1.0938622,0.68726945,1.091333,1.1915077,1.1326166,1.1392841,1.0360363,1.1056068,0.9576465,0.95971406,0.99160093,0.77741885,0.6301651,0.6096569,1.0546706,0.8503581,1.0483711,0.83000237,1.0592097,0.9975197,1.0794965,0.9109393,0.8672812,0.7781363,1.0275145,1.2734063,1.0850406,1.242535,1.2444568,0.9847629,0.99324894,1.2446254,1.0704935,0.77659845,1.1057215,0.94763595,0.6564159,0.9553916,1.2933347,1.2989242,0.9892395,1.069422,0.8965054,0.49625975,1.0619035,1.0666953,0.8354341,1.291847,0.89519227
bread,0.80324996,0.98887503,1.1868067,0.6932545,1.0731434,1.2130725,1.105885,1.1791933,1.0009042,0.75635755,1.2678764,0.95024127,0.5434136,1.1192307,0.8251737,0.99309665,1.0375514,1.0843865,1.1983871,1.0218455,0.0,0.90450835,1.1295445,1.1313818,1.3460548,1.2628525,1.155772,1.1782932,1.0791035,0.8671295,1.2078905,0.8999586,1.0232447,1.1316379,0.8563392,1.3575176,0.9370606,1.1501235,1.0280194,1.0094223,0.7143372,1.0883944,1.2477345,0.84133595,1.0686424,1.0861222,0.89137495,0.890008,0.9172546,1.2658962,1.0158228,1.0452223,1.2337276,0.8833703,0.97265416,0.6968057,1.1953403,0.7244618,0.9909419,0.9836393,0.8912993,0.72519344,0.78467625,1.2539239,0.96501815,1.1301465,0.7503913,0.8871222,0.7719752,1.2870057,1.0462309,1.3545423,0.8383103,1.0334958,1.0130905,0.6409968,0.7732103,0.8463103,1.1885344,1.31498,1.2259061,1.1147276,1.0165204,1.1538682,0.54391104,0.9312921,1.1880188,1.341075,1.2338578,1.0007383,0.7507871,1.1435963,1.012539,1.0345219,1.2754965,1.017564,0.96431404,1.274509,0.9259598,1.1827152,0.9971682,0.6729141,1.235806,0.7055545,0.97926855,0.9032628,0.9437711,0.9572071,0.9381448,0.92090404,1.2413096,1.0162755,1.0507861,1.1091801,1.3794694,1.2389902,1.2006934,1.1818607,0.8425042,0.97391707,1.0042446,0.89867765,1.2257867,1.0613908,1.0680722,1.2010474,1.2061274,1.0100063,0.84277964,1.0262985,1.0831726,1.0425012,1.2868422,1.077963
broom,0.80484325,1.1095543,1.2919629,0.91442394,1.078483,1.265488,1.1691668,1.09613,0.87663627,0.89074814,1.3305633,0.8110896,0.9193242,1.0336134,0.8056067,1.0350627,1.0736163,1.0264658,1.0101573,0.82023084,0.90450835,0.0,0.9084744,1.1746161,1.1379118,1.317893,1.0734491,1.1814133,0.8003431,0.9703309,1.2372751,0.8775297,1.0068187,0.9590987,0.915456,1.25224,0.7508085,1.0520718,1.1485285,0.9387723,0.9577653,0.863698,0.9405176,0.908802,1.0605993,1.0162777,1.0795485,1.0678501,1.169111,1.3400979,1.1367393,1.1944638,0.9185221,1.0730011,1.0202893,0.92167604,1.2796507,0.9876339,0.881103,0.95740116,1.0190237,0.8557673,0.98860615,1.3044264,1.0336555,0.6178744,1.0208892,0.9486422,0.9433745,0.97124714,0.7524946,1.2780004,0.8931877,1.0369728,1.0034869,0.7558579,0.72305924,0.9298874,1.3395456,1.2219061,1.2205664,0.9981836,0.78179,1.1235526,0.93905497,1.1038537,1.1932075,1.1342816,1.1971695,1.1271266,0.96591944,1.1831164,1.147631,0.9417087,1.281381,0.93474597,0.8461261,1.0303379,0.8741759,1.0735921,0.79238105,0.8842424,0.72307444,1.0243313,0.9181071,1.0488254,0.46382678,0.8134376,0.77530193,0.8275161,1.3206751,1.1534472,1.1861417,1.2240018,0.97351056,0.9312244,1.3223042,1.2275492,0.78463906,1.1888448,0.8535646,0.677986,1.026579,1.2756479,1.2606187,0.91029644,1.1618259,0.9322515,0.6723492,1.0625337,1.0962341,0.6652446,1.3598173,0.9917451
bucket,1.2382563,1.0820465,0.7510115,1.509135,0.65701294,0.68852115,0.78054214,0.4727497,1.2607484,1.5121217,0.69922507,1.2530218,1.5206544,1.1222273,1.3132608,1.203952,0.8913148,0.30196077,0.25664425,0.82040465,1.1295445,0.9084744,0.0,1.1088641,0.6366968,0.63236064,1.0440956,1.2536364,0.9148361,1.1062024,0.77130836,1.2762965,0.8452136,0.75234514,1.365975,0.6733055,1.1225697,0.171852,1.3452116,1.0147152,0.76378876,1.1858647,0.8341006,1.2266285,1.1643859,0.55429304,1.2990975,1.3464359,1.1296462,0.80880374,0.68021846,1.1730659,0.63480216,0.9246205,1.1968551,1.1520544,1.0638665,0.82708794,1.3003042,0.7526664,1.4558973,1.1539676,1.2905276,0.75284505,1.0891439,0.9992683,1.4249661,0.8821247,1.3767765,0.84550136,1.1372194,0.77356756,1.1010209,0.70180833,0.6125973,1.078692,1.3683059,1.1295054,0.941864,0.79293114,1.0054983,0.5460565,1.1087495,0.67260647,1.5589755,1.4556253,0.7033787,0.7433889,0.814838,0.8210139,1.3047788,0.8950096,1.2930217,0.8817017,0.6609894,0.8040383,0.60093415,0.45597386,1.180502,0.687755,0.5707865,1.2896333,0.73562956,1.5100303,0.8860684,1.4019638,0.70786655,1.2274926,0.958859,1.2085176,0.6853958,1.2507511,0.9445204,0.9177274,0.54823244,0.71769273,0.94534385,0.7465296,0.9184252,1.3788762,1.2121891,1.1946331,0.30971837,1.0389471,1.1283565,0.7311075,0.84690017,0.5226389,1.1400115,1.2538486,0.93580186,0.6941515,0.79533684,1.3011992
butterfly,0.87371737,0.75596833,0.9081166,1.0179919,0.9955082,0.9428329,0.89303625,1.081708,1.0990396,1.1755576,0.987636,1.2239966,1.0305372,0.78078806,1.1275891,0.99927163,0.89744306,1.1089588,1.0754355,1.0903325,1.1313818,1.1746161,1.1088641,0.0,0.9210688,1.058936,0.86987287,1.0472505,1.1603502,1.082248,0.91375595,1.1381282,1.0927789,1.0551652,1.2045081,0.68755513,1.2096921,1.0412169,0.95139396,1.124384,1.0903744,1.116119,0.89586127,0.989607,0.892205,1.0167587,1.0175465,1.0761034,0.8208245,0.79688156,1.0215809,0.77469236,0.82865244,0.70600766,1.1432335,1.1975349,0.74893457,0.933888,1.1245358,0.94964916,1.0580689,1.1802638,0.8962269,0.840913,1.0786462,0.9894445,1.0502309,1.0206271,1.0139619,0.65037864,1.1899645,0.86393434,1.1359895,1.0346438,1.123648,1.0735939,1.1249145,1.044748,0.89358544,0.76383466,0.74215364,0.98343354,1.1061828,1.0238292,1.0478083,1.0001397,0.94606996,0.71496123,0.72721016,1.0753219,0.98429173,0.98355633,0.9345943,1.071581,0.8685243,1.0800349,1.1320772,1.0056837,1.0780934,0.96487933,1.1114194,1.0819081,0.8181429,1.144308,0.9429563,0.9982761,1.1380415,1.1488729,1.1300868,1.1431534,0.84274036,1.0372362,0.8788258,0.7145301,0.734981,0.99408156,0.9171363,1.0248213,0.9922986,1.1314838,1.1599069,1.1998878,0.966385,0.80384195,0.81868005,1.053401,0.79921806,0.96743894,1.142507,1.1569656,1.0454384,1.2112837,0.8345484,1.0922782
can,1.253371,0.9491263,0.6989728,1.3012234,1.0559593,0.7485905,0.89821196,0.63937646,1.0680068,1.3699561,0.47657573,1.2835802,1.5185752,1.0300194,1.2197433,1.2628843,1.0040395,0.63957036,0.7221361,0.94558245,1.3460548,1.1379118,0.6366968,0.9210688,0.0,0.59690523,0.87955606,0.8414622,0.84922147,1.199238,0.7803411,1.2228473,1.1053189,0.9227324,1.2098039,0.4737996,1.2124317,0.6597684,1.1061819,1.0503129,1.0513537,0.7561281,0.73498994,1.3046572,1.0147028,0.9609465,1.1781247,1.2389805,0.97120035,0.5614978,0.76302576,0.8810958,0.7803761,1.3197188,1.228087,1.3735223,0.7111298,1.0968187,1.1808795,1.0721081,1.2793872,1.363709,1.1730131,0.58794457,1.1633465,0.82526654,1.3497759,1.1585858,1.3071588,0.59809446,1.0292563,0.38309598,1.2558953,1.0295457,0.8617896,1.4517043,1.3679715,1.2057502,0.715238,0.2738031,0.7052795,0.8976149,0.87160337,0.9097041,1.4325037,1.0199313,0.70551467,0.5240366,0.51333606,1.0182676,1.2794807,0.654143,1.1109616,0.9052019,0.39981514,1.0405806,0.9784563,0.4796195,1.0202621,0.70790505,1.1218404,1.450061,0.931106,1.3708086,1.078737,1.0547116,1.1760614,1.116016,1.059664,1.3272142,0.5303123,1.1643821,0.77195364,0.79708827,0.51562047,0.6088855,0.6338717,0.53923017,1.241086,1.0297066,1.1694784,1.1723549,0.8488631,0.8185389,0.8544153,0.616531,0.3950299,1.1299604,1.400574,1.2361104,0.84256434,0.7177378,0.5356858,0.91998875
car,1.4048314,1.1182393,0.49894255,1.4288117,0.8051065,0.4401908,0.6682498,0.5681119,1.286948,1.3227456,0.357207,1.1859326,1.4750097,1.1130667,1.3140422,1.0090256,0.80995893,0.67890686,0.5788057,1.0996698,1.2628525,1.317893,0.63236064,1.058936,0.59690523,0.0,0.6849361,1.0112702,1.1095062,1.2282648,0.8586122,1.3218639,1.1111615,1.0824867,1.1936758,0.37966394,1.3417416,0.6101039,1.1185539,1.0517472,0.91674596,1.1798,1.0082368,1.2443188,1.1476376,0.77789897,1.2681731,1.1442966,0.99731725,0.38855517,0.46762228,1.0699034,0.8370323,1.0121847,1.0882802,1.1815982,0.755887,1.1581858,1.1390692,1.1409811,1.30406,1.2694147,1.324676,0.55387175,1.074054,1.2420889,1.2446667,1.1164298,1.3012906,0.83548456,1.1380813,0.6161902,1.2405219,0.8103789,0.9651771,1.4446255,1.3010405,1.2176678,0.52930045,0.6110361,0.89855397,0.7783949,1.2292455,0.7518715,1.4544146,1.246107,0.71458095,0.45427537,0.5073371,0.8960709,1.2655292,0.57780546,1.1080142,0.8266583,0.46443284,0.87467104,1.0049988,0.6441867,1.2290648,0.6312642,1.1652756,1.2648113,1.046789,1.3783107,1.12176,1.2747748,1.2335551,1.2276331,1.2138764,1.3490703,0.3912326,1.0041249,0.74900687,0.8859495,0.6470721,0.8237816,0.61831456,0.54408944,1.1165833,1.1609468,1.0655029,1.3456072,0.7166294,0.86001414,0.7470921,0.76052123,0.7064372,0.77223516,1.3629785,1.0487634,0.68099767,0.8906021,0.36109072,1.0890018
carrot,1.2631176,0.8302635,0.51643455,1.1388243,0.8395073,0.49785155,0.86428124,1.0915549,1.3379799,1.2231076,0.67868507,1.2459872,1.1962491,1.0114275,1.1252351,1.0311909,1.0552052,0.9641484,0.86486155,1.3128839,1.155772,1.0734491,1.0440956,0.86987287,0.87955606,0.6849361,0.0,0.9832318,1.3136978,1.2200311,1.0097647,1.3481202,1.0927432,1.145467,1.1955196,0.5193463,1.3858654,0.85387754,1.0312339,1.1518829,1.0730071,1.2947395,1.2660728,1.1181539,0.86903024,0.7451878,1.145421,1.0168813,0.8114036,0.4906469,0.8049798,0.8435793,1.0628451,1.1053246,1.0769916,1.0482882,0.6302053,0.9394327,1.005462,1.1364787,1.0701323,1.2086744,1.0387357,0.6731801,1.1210304,1.1867403,1.1192172,1.1767421,1.1132743,0.78707755,1.2525454,0.8501204,1.028455,0.93926644,1.2017634,1.0467328,1.1912276,0.9190886,0.4831227,0.72460926,0.75058454,0.670308,1.2511849,0.9145403,1.2401042,1.1389569,0.9786616,0.63539773,0.552631,0.94070375,0.9870469,0.76650447,1.0659798,0.9656187,0.68807346,0.9044332,1.2383301,1.0276082,1.313621,0.8694843,1.0777133,1.0863384,0.98611134,1.20163,1.197137,1.1195611,1.1571246,1.3251879,1.275535,1.2063843,0.5564521,1.030379,0.81279385,0.7415904,0.8435054,1.0474398,0.5958444,0.58224136,1.2135252,1.008092,1.1160387,1.3791356,0.9507114,0.7443826,0.5302267,0.9880093,0.76691926,1.0241058,1.2912229,1.0303351,0.909269,1.2045536,0.45052052,1.186178
