,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,eye,face,finger,fish,flower,fork,frog,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,lamp,mitten,nail,napkin,necklace,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slipper,soap,sock,soup,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
crayon,1.3096491,0.6542095,0.43246508,1.3115258,0.9112905,0.68481505,0.3498447,0.62215424,1.3426183,1.4764315,0.43130207,1.4351268,1.1060132,1.0631647,1.3902214,1.1609803,0.61069286,0.50320286,0.7606406,0.9576495,1.0546644,0.73081166,0.54748124,1.211763,1.1210223,1.1007177,0.95330197,1.2404172,1.215804,1.4213706,0.9400121,0.0,1.378797,0.5663125,1.2863586,1.055032,1.4123504,1.1603047,0.9857718,1.0642025,0.7934141,1.2788936,0.77731717,0.47190046,0.39644825,0.9117106,1.2016475,0.71215683,1.0113342,0.6077359,1.3818423,1.2074598,1.0579164,1.1234463,0.89961624,0.96537536,1.3426937,1.2460005,0.92396116,0.75238585,1.4511305,0.5176888,1.0879867,0.77077657,1.4248122,0.8939776,1.3316872,1.2756495,1.0598687,0.53604484,0.3742535,0.59434766,1.1499557,0.68339443,0.8892397,0.7749698,0.9880283,0.84964895,1.326529,1.0989127,1.2231383,1.0538768,1.3981217,0.7825451,1.1470475,1.385147,1.3621155,0.5042863,0.9562113,1.1776125,1.2014382,0.97135794,0.8959927,1.4127593,1.4416885,0.42199498,0.5996103,0.67060894,0.5734092,0.8799879,0.7343633,1.3247643,0.92418253,0.4992504,1.3967623
crib,1.0452777,1.115131,1.2441894,1.0612572,1.232529,1.1078551,1.2515512,0.89000887,1.054569,0.68604434,1.2468668,0.6181567,1.115844,1.108699,0.7813252,0.9865166,1.1388956,1.2042525,1.1572807,0.7438632,0.9448425,1.0863607,1.1312892,0.7606512,1.0111146,0.5211141,1.0388309,0.75326204,0.98516136,0.7528366,1.0392873,1.378797,0.0,1.1002753,0.7621274,0.7864438,0.70231915,0.9853353,0.981966,1.0243717,1.1852026,0.85416687,1.1820008,1.2836517,1.2379581,0.9708455,1.0284857,1.2069378,1.1428405,1.3106374,0.8952706,1.0366492,1.0271553,0.99917376,1.1185279,1.0542331,0.95352757,0.97692215,1.0423142,1.0900496,0.85536087,1.2569225,0.9131653,1.2261059,0.71707594,1.0104698,0.93863714,0.8685752,0.9582004,1.2069426,1.2854681,1.1969115,0.79267657,1.1730171,1.0748502,1.1859747,0.9446789,1.0558887,0.67347777,1.0068789,0.97770625,1.0913839,1.0010728,1.0653883,0.919477,0.7898174,1.0517635,1.1793792,1.0771025,0.83876216,0.96237284,0.97558194,1.1080221,0.9174884,0.6928204,1.2066073,1.2074978,1.1504589,1.1961827,0.9057533,0.9685797,0.8408301,0.88176966,1.1520991,0.7453991
cup,1.441112,0.84688723,0.5596018,1.4027829,1.0018007,0.71747756,0.6595532,0.5559098,1.2941962,1.490141,0.6934294,1.4147189,1.1906152,1.0147372,1.4790548,1.1932231,0.7660926,0.46266878,0.85197055,0.66788626,1.1554798,0.6833812,0.47209877,1.226989,1.0425702,0.8259703,0.8354506,1.0968678,1.2067401,1.4536707,0.8486882,0.5663125,1.1002753,0.0,1.0800618,0.99784,1.1315092,1.0251821,0.93402606,1.1992705,0.9410304,1.2943635,1.0230289,0.7670163,0.58782375,0.9920193,1.209308,0.89095646,1.07132,0.62875855,1.3864379,1.3532072,0.9130294,1.1650122,0.8958856,0.65281963,1.3048756,1.2826548,0.9708653,0.5205167,1.4206518,0.79771537,0.8647044,0.8325284,1.2228155,0.9044392,1.3723032,1.2177186,1.0594859,0.79424125,0.6322344,0.56282586,1.0149411,0.8929498,0.79886895,0.83473665,0.610059,0.5453571,1.1171671,0.920687,1.3274018,1.0684289,1.4213877,0.90277845,1.1707268,1.28475,1.327874,0.63964,0.63523614,1.1539301,1.1370839,0.9919972,0.7606021,1.3483255,1.2954369,0.39690554,0.90223294,0.9839642,0.51480514,0.7656648,0.64560884,1.296504,0.7339835,0.61171407,1.227515
dog,1.0548016,1.1453279,1.1669288,1.0389974,1.1019948,1.1191814,1.1546896,1.1190873,1.1014614,0.7479539,1.2662759,0.53125095,1.083674,0.8416482,0.7982335,1.0575951,1.2392113,1.2131399,1.072837,0.97771364,0.9581931,1.1784652,1.1330645,0.89535296,0.58836424,0.85030955,1.13651,0.9505168,0.8824926,0.750177,0.9864051,1.2863586,0.7621274,1.0800618,0.0,0.88575256,0.8746152,1.1591393,1.0623549,0.98852193,1.1701618,1.0590216,1.2134993,1.2067357,1.1641884,1.0353528,0.95212674,1.1251813,1.0904416,1.141568,0.8037921,1.0715046,0.99773544,1.0594012,1.0504462,1.1023096,1.0003712,0.86197686,0.98263955,1.0269783,0.8746722,1.2732289,0.962475,1.186308,0.9148742,1.0503561,0.97972184,0.88350374,1.081424,1.0785748,1.1359265,1.0802938,0.6548778,1.1697562,0.53025174,1.1495328,0.55690706,1.0039496,0.9317081,0.62559116,1.0798037,1.028916,0.8544244,0.6696985,0.9606454,0.8744021,1.1144313,1.0226624,0.9983175,0.99464655,0.93382883,0.96480066,0.9655224,0.9156765,0.86147165,1.1944103,1.1501594,1.121481,1.1717356,1.0224264,1.0763304,1.06297,1.0281274,1.1527458,0.8987814
doll,1.0398666,1.2402446,0.9965353,0.980655,1.0748898,0.92801166,1.0765293,1.0194691,1.1101199,0.84411985,1.094968,0.7769623,1.004682,1.0473319,0.86832356,1.1447526,1.1136721,0.96292716,1.127452,1.13501,0.7958289,1.0787525,1.151237,1.0138563,1.117204,1.0728843,1.078452,1.032833,0.89437443,0.96415675,0.9963971,1.055032,0.7864438,0.99784,0.88575256,0.0,1.0729004,1.1588985,1.0956544,0.96213365,1.1723628,0.95966506,0.99240875,1.161565,0.99482256,0.93080753,1.0062919,1.0815225,0.83155406,0.9232415,0.83326745,0.80563146,1.0252715,1.0689914,1.1177107,1.2062913,0.98058003,1.0014577,1.0553582,1.192241,0.6535409,1.0076727,1.1197864,1.1257763,1.1228317,0.8696061,0.92988193,1.0906799,1.016597,1.0195234,1.0791034,1.103793,1.0391679,1.1358349,0.9712609,1.0510719,1.0660096,0.92817926,0.9683626,0.9255875,0.992513,0.92508674,0.92896444,0.8235272,0.9825587,1.0246599,1.053503,1.1424328,1.0205866,0.7894821,0.9827256,0.9078424,0.8519812,0.9148089,0.9916551,1.004021,0.9993222,1.0276197,1.1463534,1.1550393,0.9368256,0.9686738,0.9598974,1.0614421,1.0596044
door,1.0181761,1.1544437,1.3019086,0.9345547,1.2831746,1.2848618,1.3443223,1.1701396,0.80624044,0.7783401,1.3351046,0.80522966,1.0456343,1.1504613,0.8945447,1.0044758,1.1288929,1.2747817,1.2435478,0.88404727,1.1075197,1.2241495,1.0093645,0.9361081,0.89930135,0.59789884,0.92319363,0.5929662,0.8616431,0.7648115,1.1236115,1.4123504,0.70231915,1.1315092,0.8746152,1.0729004,0.0,0.45086765,1.1295465,1.087025,1.219832,0.9266999,1.2525468,1.310313,1.2906871,1.1670828,1.1036099,1.2302738,1.2255014,1.4404356,0.7814895,1.0393114,1.084949,0.98067725,1.1572897,0.60642225,0.8031207,0.9606068,1.0810436,0.8816605,0.8136216,1.3104469,0.9746229,1.285505,0.2586217,1.2189064,0.87441087,0.89764655,0.9174667,1.1283809,1.2185386,1.2017901,0.9575885,1.2670431,1.1277028,1.2640445,1.0137441,1.0728154,0.50519615,1.065107,0.95071304,1.0175059,0.8522873,1.2134373,0.9983873,0.47541934,0.78091216,1.3067518,0.9911983,0.93789274,1.0366033,1.1729894,1.1222297,0.72621673,0.6269587,1.2956784,1.3395934,1.3212922,1.0366263,1.0106134,1.2764418,0.9099463,0.8298222,1.191572,0.31558597
drawer,0.9981586,0.99314505,1.1921736,0.95470023,1.1698525,1.2099993,1.1962048,1.0957955,0.6615219,1.0403765,1.1903706,1.0819193,1.0392064,1.0888513,1.121571,0.87036145,0.8916565,1.1644797,1.1502851,0.872767,1.1686552,1.1804224,0.8842495,0.99571055,1.0043175,0.92977035,0.89450985,0.91928035,1.0689465,1.0102615,1.0446974,1.1603047,0.9853353,1.0251821,1.1591393,1.1588985,0.45086765,0.0,1.14414,1.1402463,1.0604773,0.94374216,1.1444842,1.0825815,1.1034822,1.0620406,1.0442001,1.1287001,1.1880752,1.1347268,1.0049794,1.0136714,0.9469069,0.9775205,1.0744246,0.5346874,0.9199376,1.1003711,1.0030434,0.846833,1.0082768,1.1735765,0.84767854,1.0975679,0.47950023,1.1607379,0.933355,1.0237709,0.8458679,0.87617767,0.90360767,1.2017225,1.0589528,1.1880535,1.1001936,1.1094303,1.0104316,0.94687325,0.7905746,1.094621,0.94851005,0.87567353,0.99655783,1.2869389,1.0116692,0.8004742,0.64877737,1.1346291,0.99329585,1.0522968,1.0937327,1.0990541,1.036156,0.9293975,0.76161623,1.0937285,1.2340554,1.2344297,0.8979043,0.9951068,1.1442667,0.9750845,0.96254605,1.1205397,0.7458792
dress,0.9216418,1.1078472,0.9686747,1.1629689,1.0389869,1.0918167,0.95907724,1.0654743,1.2020681,1.1541178,0.9097735,1.0290821,1.0388016,0.6554105,1.0939735,0.82289714,1.1541796,0.9102482,1.0263555,1.0961305,1.0728747,0.82755387,0.98181266,0.963416,1.0402277,1.0442029,0.9012006,1.1446406,1.272955,1.2187822,0.94120836,0.9857718,0.981966,0.93402606,1.0623549,1.0956544,1.1295465,1.14414,0.0,1.181674,0.80734944,0.98264587,1.0274945,0.9634416,0.92355496,0.8460549,0.677417,1.1015048,0.7835805,0.90857947,1.2449414,1.1659817,1.0127267,0.81470174,0.76667774,1.0795112,1.1176941,1.120975,0.97712135,0.9665633,1.257338,1.1199261,1.0170021,0.6582674,1.1610392,0.8318839,1.1719255,1.0322753,1.0863634,0.88018984,0.95529145,0.5373436,1.1559604,1.0636796,0.8940655,0.9343335,0.8779672,0.9344513,1.0805358,0.8240909,1.0091237,0.8008883,1.229106,1.1848993,0.99608165,1.2213541,1.2312117,1.0705987,0.8756395,1.1344624,0.9944645,0.83736444,0.9275646,1.1489424,1.2170975,0.974679,1.0996063,1.1038105,0.862314,0.94295615,0.86224127,1.0836414,1.0307565,0.97889876,1.1827761
ear,1.0337396,0.9724115,1.0809994,0.8117112,0.8884713,0.79518366,1.1018374,0.88897014,1.0593508,0.9319379,1.1010282,1.0585546,0.8052106,1.2523682,0.84335375,1.1461842,1.1692538,1.1882851,1.1972029,1.092336,0.6261872,1.2249427,1.2386777,0.9784886,0.98176914,1.1311564,1.1654615,0.91380155,0.864004,0.87943184,1.0185705,1.0642025,1.0243717,1.1992705,0.98852193,0.96213365,1.087025,1.1402463,1.181674,0.0,1.0272832,1.0232236,0.49322957,0.9778804,1.1997534,1.1787763,1.2211585,0.50461745,1.0192627,1.0785586,0.73295254,0.535612,1.1560236,1.1302248,0.9918621,1.1253006,0.99843204,0.5749102,1.1119187,1.1972412,0.8592798,0.8047434,1.138701,1.0964266,1.0668103,1.1445462,1.0141412,0.63457316,1.117137,1.2359884,1.2256058,1.2859299,0.79404074,0.8367878,1.0553048,1.1385077,1.0611703,1.2679354,1.0154729,1.1315796,0.9765362,1.0402325,0.783216,0.8374001,1.1635224,0.9170636,1.0336504,0.92151743,1.2374828,0.9560969,1.1428087,1.1539876,1.0745151,0.9236983,1.1380625,1.161113,0.4906388,0.53078026,1.3242071,1.0854607,1.0938962,1.1202288,1.0811547,1.1224144,1.0520518
eye,0.8987472,0.94040924,0.9066128,1.1841505,0.7192145,0.9404913,0.73231137,0.83875805,1.169583,1.2765334,0.8474138,1.2259464,1.0202732,0.8239152,1.1979542,1.0197778,0.9382963,0.9286347,0.9848415,1.0504159,1.0512505,0.8031941,0.9849115,1.0527606,1.0470291,1.1959834,0.8532378,1.1454166,1.1847805,1.235947,0.911319,0.7934141,1.1852026,0.9410304,1.1701618,1.1723628,1.219832,1.0604773,0.80734944,1.0272832,0.0,0.9552932,0.94843316,0.75913465,0.79469526,0.9562774,0.89224094,0.65013695,0.7645174,0.66212344,1.2658249,1.0815275,1.0426723,0.9594954,0.8517743,1.0006444,1.2035325,1.172091,1.0410576,0.9300321,1.3058823,0.97080296,1.0936323,0.613177,1.2805685,0.7948164,1.1869236,1.1922154,1.0505351,0.909819,0.894717,0.7635881,1.1438481,0.8149016,0.85294926,0.7419066,1.0670595,1.0000749,1.1778468,0.99068445,1.04243,1.0164661,1.2808957,1.110126,1.0777589,1.2068076,1.1682161,0.93730277,1.0095352,1.1776063,1.0709859,0.9396901,1.0896184,1.2567807,1.3289479,0.8319577,0.9050073,1.0169116,0.938515,1.0037937,0.83689827,1.1379986,1.0876532,0.8999451,1.159414
face,0.5444375,1.2689633,1.1826853,0.9214281,0.98116976,1.2866933,1.1701875,1.2982154,0.86111736,0.862644,1.1363318,0.93276954,1.0223938,0.9162372,0.88835144,0.8101854,1.141445,1.2109821,1.1493238,1.2377636,1.1084666,1.181009,1.2275729,0.83015996,1.0105568,1.1480739,1.0254111,0.97032195,1.0228728,0.87690246,1.0625222,1.2788936,0.85416687,1.2943635,1.0590216,0.95966506,0.9266999,0.94374216,0.98264587,1.0232236,0.9552932,0.0,1.1920675,1.2610118,1.2203308,1.1135525,0.64539796,1.0373605,0.96205276,1.1901808,0.72552776,0.89119434,0.9963439,0.76495934,1.0438695,1.1120024,0.79554534,1.0533481,1.1403552,1.1978662,0.84556186,1.1623496,1.0974482,1.0918618,0.9267174,1.0185347,0.816278,1.0938838,0.99936676,1.139211,1.2319831,1.1117287,1.2023289,1.2090719,1.0581932,1.0935371,1.2438008,1.1111416,0.93414974,1.0634505,0.48454762,0.91381294,0.87592447,1.2220385,0.9786848,0.87920374,0.85254747,1.2852213,1.1346225,0.9331124,0.9662901,1.102294,1.1859163,0.76344526,0.8292105,1.2609812,1.1966075,1.2926294,1.1280243,1.242452,1.1832069,0.7760723,1.1581564,1.1944827,0.81556517
finger,1.1456475,0.7793351,0.89577144,0.88838404,0.8726706,0.56317806,0.89801496,0.81288826,1.170314,1.2578113,0.8582595,1.2812579,0.95003724,1.1947166,1.110323,1.1940204,0.9827375,0.95475155,1.072124,1.0226657,0.57124317,1.0027363,0.8933743,1.1578114,1.0966436,1.1163044,1.0977141,1.1939528,1.0859046,1.1699176,1.1012706,0.77731717,1.1820008,1.0230289,1.2134993,0.99240875,1.2525468,1.1444842,1.0274945,0.49322957,0.94843316,1.1920675,0.0,0.6761197,0.9753685,0.98197395,1.2176841,0.6165901,0.8052371,0.8784565,1.0841022,0.42707777,1.1619937,1.2061737,0.8796323,1.0371044,1.1597162,0.9377977,1.0469706,0.96233356,1.1308001,0.62310475,1.0500424,0.88981795,1.2930905,1.03061,1.172948,0.84905094,1.0634907,0.92803174,0.8666738,1.0507648,0.89161164,0.82875407,1.015107,0.9912936,1.0439246,1.0957304,1.2451421,1.1897756,1.1595963,0.9199818,1.0189056,0.86214876,1.1816646,1.2146422,1.133958,0.7084137,1.0237969,0.80020136,1.1593562,1.0323539,0.9064718,1.1888813,1.3362716,0.9242916,0.28341836,0.59554124,1.004718,0.8814273,0.9941753,1.263121,1.0070451,0.94150865,1.2215632
fish,1.193487,0.35211372,0.65432036,1.1490092,0.77937895,0.50919926,0.6427108,0.6711247,1.2801242,1.3834617,0.57785094,1.3624678,1.0275108,0.9843023,1.3019356,1.1852396,0.7881219,0.751242,0.84463567,0.88442594,1.0366387,0.7544611,0.6573286,1.2708402,0.9817366,1.146937,0.95245886,1.2484201,1.1841966,1.323608,0.831684,0.47190046,1.2836517,0.7670163,1.2067357,1.161565,1.310313,1.0825815,0.9634416,0.9778804,0.75913465,1.2610118,0.6761197,0.0,0.54473996,0.97994745,1.1508236,0.7247182,1.036371,0.72672415,1.3658732,1.1399617,1.1755431,1.1174477,0.7696415,0.9213394,1.2532797,1.1607933,1.0172608,0.7382274,1.4592764,0.59455293,1.0955063,0.71810085,1.2947916,0.91299224,1.2754571,1.1632727,1.0324582,0.7726797,0.592347,0.82310164,0.8393115,0.6107684,0.962137,0.81738263,1.0427663,1.030944,1.3071902,0.98634166,1.2531241,1.178427,1.2864525,0.79433835,1.1897222,1.3345499,1.2940392,0.44908857,1.0614125,1.1778485,1.158415,1.0785766,1.0775759,1.3043234,1.449003,0.6511841,0.59157604,0.6994288,0.7280949,0.7298752,0.8582648,1.3251292,1.0166439,0.781648,1.2687514
flower,1.1376241,0.734028,0.6589695,1.3017317,0.91199374,0.71581155,0.2864225,0.79894865,1.2761017,1.3833371,0.6587863,1.3186648,1.1140965,0.8461496,1.300554,1.1728398,0.8520239,0.6365369,0.78784937,1.0177767,1.1500778,0.67446524,0.64363587,1.2258433,1.1063561,1.0956243,0.8750957,1.2221363,1.2536995,1.3826411,0.87106913,0.39644825,1.2379581,0.58782375,1.1641884,0.99482256,1.2906871,1.1034822,0.92355496,1.1997534,0.79469526,1.2203308,0.9753685,0.54473996,0.0,0.8649502,0.99361724,0.94185597,0.98343754,0.62568986,1.3688624,1.2919343,1.016532,1.1059332,0.873883,0.91363317,1.3093456,1.2782764,1.0110738,0.73973405,1.380082,0.8168868,1.0113329,0.7900195,1.2659292,0.8670651,1.317896,1.2927787,1.043647,0.69386244,0.5644498,0.69664514,1.0526447,0.7012422,0.8475596,0.7303201,0.99445224,0.79303336,1.1506484,0.887046,1.1922464,1.1047827,1.4040859,0.9548738,1.067114,1.3029506,1.3120383,0.7526381,0.8784784,1.2116086,0.9877428,0.9120075,0.9854159,1.3447695,1.4097745,0.6294758,0.923704,0.8434454,0.6972547,0.8114047,0.7149877,1.2073141,0.9716889,0.79318506,1.312205
fork,1.0559267,0.9763508,1.0775812,1.1574235,1.1618019,1.0768586,0.92437816,1.0231923,1.0682647,1.280323,1.0396762,1.1454604,1.1607777,0.74940294,1.2082258,1.0260211,0.96166277,1.1534051,0.5744773,1.1059983,0.9351137,0.7501992,1.0139836,1.0191838,1.2059295,1.0432658,0.9093675,1.2173856,1.0101283,1.3319186,0.9259646,0.9117106,0.9708455,0.9920193,1.0353528,0.93080753,1.1670828,1.0620406,0.8460549,1.1787763,0.9562774,1.1135525,0.98197395,0.97994745,0.8649502,0.0,0.8563496,1.0940536,0.8588346,0.9735389,1.189006,1.0069729,1.0397472,0.92434025,0.92480177,1.1078514,1.2173382,1.2643361,0.41487253,1.0003744,1.2024672,1.2267256,1.0360192,0.8342272,1.1987629,0.70494235,1.2216462,1.2817811,0.9227605,0.73267156,0.81400335,0.94573027,1.2031341,0.8518859,0.9669511,0.85345256,0.97462034,0.9211931,1.0579057,0.8203599,1.1076273,0.75347996,1.2843431,1.0377954,0.33283436,1.3073671,1.1060721,1.1639369,1.1281543,1.0296468,0.48458767,0.15634513,0.816445,1.3029643,1.1850717,0.95732814,1.129672,1.0204227,0.92687476,1.0483568,0.95852447,0.7165608,1.046028,1.0805597,1.202171
frog,0.26495272,1.2864187,1.2041041,0.9480451,0.9380002,1.3390131,1.0062356,1.3332074,0.9840966,1.0610621,1.1922724,0.9713591,1.1479874,0.23406279,1.0317662,0.6369073,1.1554618,1.1482645,1.0789664,1.2856742,1.1092199,1.0609,1.2243934,0.7344929,1.1079997,1.2753675,0.9820296,1.2552822,1.1658298,1.1006025,0.9012578,1.2016475,1.0284857,1.209308,0.95212674,1.0062919,1.1036099,1.0442001,0.677417,1.2211585,0.89224094,0.64539796,1.2176841,1.1508236,0.99361724,0.8563496,0.0,1.3013263,0.7024396,1.0378377,1.0571933,0.98301876,0.9801305,0.566556,0.7187318,1.148731,1.0339261,1.1542726,1.0192736,1.2072754,0.94783044,1.319139,1.0792434,0.8343586,1.1270096,0.8349428,1.085319,1.2125765,0.93025136,0.86780465,1.0317518,0.8570157,1.329506,1.202238,0.97061986,1.0120368,1.09526,0.99174243,0.9623269,0.5259112,0.60921896,0.70089173,1.1508455,1.2877758,0.89516276,1.0998583,0.98763853,1.4083984,1.0026743,1.0186787,0.841823,0.8397224,1.0759004,1.0707518,1.0164379,1.2665117,1.340245,1.3099425,1.0066267,1.1876838,1.0267528,0.89811397,1.0993123,1.2472259,1.0716507
glasses,1.2651181,0.8334125,0.62453794,1.1798902,0.9724735,0.7624403,0.82398665,0.73622406,1.2357566,1.2713847,0.75237095,1.3094943,0.8364407,1.2147264,1.176607,1.2166266,0.9759812,0.8650781,1.0627506,1.074952,0.75277317,1.1348383,0.9019339,1.2159083,0.9773022,1.1495535,1.1308119,1.052334,1.0394495,1.2019585,0.95404565,0.71215683,1.2069378,0.89095646,1.1251813,1.0815225,1.2302738,1.1287001,1.1015048,0.50461745,0.65013695,1.0373605,0.6165901,0.7247182,0.94185597,1.0940536,1.3013263,0.0,1.0701685,0.83720815,0.8912032,0.7986864,1.142192,1.137258,1.032249,1.0324352,1.1295614,1.0143147,1.135899,0.9024563,1.176961,0.5340029,1.1676284,0.9049819,1.2834429,0.8640774,1.140427,0.976554,1.1904129,0.96496457,0.88781154,0.89162284,0.95644104,0.77489746,0.8161774,0.9173846,1.0529609,1.0793308,1.238233,1.1479416,0.98936844,1.0149089,0.98373413,0.778221,1.2313285,1.1560936,1.2165269,0.6240728,1.1586831,1.1505159,1.2156968,1.1249392,1.0666149,1.0815916,1.3648036,0.76628184,0.34424782,0.6600585,0.94284415,1.0053768,0.9864002,1.3259988,1.1259689,0.6635536,1.1265652
glove,0.7027984,1.2365309,1.0769001,0.79329085,0.8687527,1.1067922,0.9531857,1.1941103,1.050275,1.1447239,1.0323784,1.1158026,1.0494686,0.7175011,1.0379975,1.0288608,0.99823576,0.9777295,1.0763439,1.2242409,0.762475,0.9168029,1.0809038,0.9390039,1.1612635,1.2672216,1.1035904,1.2810562,1.1968534,1.1869487,0.9366308,1.0113342,1.1428405,1.07132,1.0904416,0.83155406,1.2255014,1.1880752,0.7835805,1.0192627,0.7645174,0.96205276,0.8052371,1.036371,0.98343754,0.8588346,0.7024396,1.0701685,0.0,0.8275101,1.104901,0.5529915,0.80746794,0.9303771,0.8090184,1.1223344,1.1491241,1.0880989,0.97544324,1.0135572,0.8039595,1.1315327,0.8987652,0.63989896,1.2358727,0.92132974,1.156228,1.1346048,0.91057223,0.9103096,0.9959772,0.8632235,1.0838472,1.1382715,1.0205126,0.99693394,1.0156614,0.9742285,1.1027471,0.9964067,0.98799545,0.77365357,1.0978985,0.8898978,0.99328905,1.12097,1.011525,1.1189047,0.955312,0.68025964,0.9542794,0.8151132,0.9421726,1.183849,1.2459397,1.0628164,0.94312036,1.1178002,0.9983091,0.9621249,0.9804451,1.0550936,1.1364081,1.1040287,1.1968269
gum,1.2157987,0.8656616,0.77136993,1.3769002,0.6950335,0.6472062,0.65360045,0.80572385,1.2148057,1.4198472,0.69259155,1.352515,1.1050092,0.88253707,1.3366067,1.1462435,0.94593567,0.5694569,0.9296437,0.92139024,1.081844,0.66240025,0.8560134,1.0843364,1.1289583,1.2278275,0.85904485,1.267193,1.2067809,1.414597,0.95609254,0.6077359,1.3106374,0.62875855,1.141568,0.9232415,1.4404356,1.1347268,0.90857947,1.0785586,0.66212344,1.1901808,0.8784565,0.72672415,0.62568986,0.9735389,1.0378377,0.83720815,0.8275101,0.0,1.3304473,1.1506811,0.835557,1.1038234,0.8702721,1.0027965,1.2932887,1.2583675,1.0510021,0.83745426,1.3124567,0.7776177,0.9430017,0.51242054,1.4441642,0.7330231,1.257016,1.2846036,1.1858786,0.8427701,0.78021324,0.74409354,1.1201178,0.83276,0.6922845,0.6123558,0.75233674,0.69406426,1.3649881,0.9376427,1.2203169,0.88715374,1.320293,0.8868685,1.1884526,1.3542832,1.217279,0.71596444,0.63877946,1.0959388,1.1618605,0.99242866,0.7039206,1.3525119,1.3866234,0.5889525,0.8004288,0.87149465,0.89289653,0.97573763,0.52952766,1.2460147,0.9081349,0.8402812,1.3960779
hair,0.8618957,1.2598593,1.214225,0.77694225,1.175624,1.3159337,1.3409803,1.299893,0.8509914,0.6074415,1.259916,0.7611996,0.82035196,1.1912493,0.70396644,0.94039714,1.331895,1.3029258,1.2428088,1.2816778,0.78844696,1.4075365,1.3777571,0.98187023,0.9304077,1.025564,1.2223742,0.71487916,0.740104,0.6259815,1.0802108,1.3818423,0.8952706,1.3864379,0.8037921,0.83326745,0.7814895,1.0049794,1.2449414,0.73295254,1.2658249,0.72552776,1.0841022,1.3658732,1.3688624,1.189006,1.0571933,0.8912032,1.104901,1.3304473,0.0,0.727224,1.1538858,1.051769,1.1307627,1.1552685,0.48047745,0.75044936,1.1455733,1.266895,0.4932434,1.1020293,1.2282243,1.329147,0.83015215,1.2043341,0.57635415,0.7449174,1.1688235,1.3036932,1.3799822,1.3262787,1.0215807,1.1890187,1.0971686,1.2632387,1.1968812,1.245967,0.887718,1.1302159,0.6579531,1.018214,0.36695123,0.9339325,0.9904543,0.65530825,0.79863566,1.3019373,1.2311605,0.8958248,0.98190284,1.172099,1.1061745,0.32671225,0.6890635,1.3795143,1.055268,1.0242747,1.3527527,1.3445339,1.4069214,0.870955,1.1251022,1.1825181,0.6165155
hand,0.8225155,1.1468697,1.1937729,0.60729563,0.995644,0.97297686,1.2094758,1.1819823,0.94651604,0.9211841,1.2022328,1.0013134,0.9561803,1.1082786,0.842747,1.0285906,1.0534071,1.2454731,1.1460052,1.1869788,0.5153553,1.2543638,1.296326,0.982129,1.1151239,1.2295817,1.180794,1.0918407,0.9357664,0.92070967,1.1520771,1.2074598,1.0366492,1.3532072,1.0715046,0.80563146,1.0393114,1.0136714,1.1659817,0.535612,1.0815275,0.89119434,0.42707777,1.1399617,1.2919343,1.0069729,0.98301876,0.7986864,0.5529915,1.1506811,0.727224,0.0,1.0386744,1.0732789,1.0495818,1.1904483,0.903253,0.81111264,1.0552071,1.2514355,0.66845024,0.9677226,1.0850366,1.0163423,1.0948308,1.1349615,0.89030653,0.86234677,0.9392797,1.1016157,1.2027634,1.3065085,0.9814523,1.12722,1.1780087,1.1502495,1.1335416,1.1548705,1.0275981,1.1687931,0.8909055,0.8128078,0.73316604,0.8908985,1.0126766,0.9594553,0.86650527,1.0917224,1.1766502,0.58038735,0.97169405,0.9882668,1.0270187,0.89091265,1.0165702,1.2798231,0.5735167,0.8799255,1.2342385,1.1843135,1.2373831,0.9353396,1.1361029,1.206111,1.0021127
