,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,sock,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scissors,1.2344073,1.0992645,1.0716803,1.3015978,0.9602821,1.0641706,0.799569,0.7316882,1.167183,1.2335305,1.0636989,1.1724048,1.1551697,0.8754372,1.1830659,1.1280053,0.8586902,0.8561396,0.74653125,0.9704194,0.9963634,0.7219986,0.7751426,0.84767795,0.8992347,0.86806476,1.2478201,0.8814331,0.92645425,1.1405241,1.1591144,0.8717288,1.15904,1.2470384,0.99497736,0.80353993,1.0637795,0.8612384,1.0024426,0.99048716,1.2148423,0.8362022,1.1567075,1.0409005,0.98595196,1.1070595,1.0874265,1.0137415,0.9894755,0.80016685,1.0326104,0.80366415,0.88947815,1.1665779,1.0064026,0.9636545,1.2241595,0.9671718,1.2260568,0.9162035,1.1451833,0.80537754,1.2372774,0.81703186,1.111722,0.8734555,1.1255403,0.7593685,1.0204308,0.96321386,0.88082516,1.2260238,0.9710312,0.99871576,0.70220685,0.9183823,1.0071988,0.96877515,0.9389863,0.9775838,0.9794373,1.1588315,1.0614729,1.2150557,1.184809,1.0517514,0.75368476,0.7288897,1.099908,1.0150278,0.9026996,0.9036105,0.99115276,0.9844313,0.965487,0.9037079,1.1413796,1.2089112,0.92527634,1.1183501,0.0,1.2696905,1.0349432,1.0282587,0.5902134,1.0867773,0.87961257,0.92782456,1.1146823,0.95064825,0.59781325,1.0871693,1.2988855,1.1480448,0.832536,1.007335,0.6855254,0.7616527,0.60861266,0.77451897,1.2382327,0.96164876,0.73967516,0.80245215,1.2596838
shirt,0.54333055,1.0785466,1.337932,0.578791,1.1594734,1.3661733,1.3872674,1.3545301,0.6462129,0.51457256,1.253432,0.58084464,0.5069853,1.2620357,0.48852605,1.1891739,1.4133339,1.4576614,1.435554,1.0145322,1.2805688,1.1534805,1.2908783,1.3089334,1.365531,1.2780612,0.6859429,1.2499012,1.5207963,0.7862251,0.5777281,1.2342683,0.80156547,0.4215433,1.011777,1.4573581,0.7839924,1.5099849,1.0989755,0.933723,1.0906368,1.188614,0.444018,1.0655077,1.1997617,0.77901995,0.75686574,0.99162304,1.3247266,1.0327691,1.0151575,0.90559566,1.2980303,0.86524737,1.0235381,1.0434049,0.8110963,1.1658475,0.38627106,1.2046881,0.7041897,1.3596456,0.47353554,0.76241046,0.5403992,1.3468714,0.35689294,1.0084202,0.8062761,1.4047686,1.0768815,0.7205341,0.85612774,0.7271799,1.1759386,1.1033665,0.94869375,1.3813214,0.96848416,1.1041629,1.2984459,0.9344764,0.94269824,0.29466498,0.4783361,1.2153578,1.4211476,1.3672507,0.7760256,1.2406441,1.2524121,1.2085366,1.1728888,1.0704585,1.047995,1.2741596,0.9150141,0.8202188,1.2363963,0.61411875,1.2696905,0.0,0.7951579,0.7471819,1.1578614,1.0484637,1.427751,1.3937327,0.9943399,1.0699385,1.209049,1.0742494,0.11382437,0.6963693,1.4330289,1.1895812,1.2179633,1.4606072,1.3501124,1.0763066,0.7381276,1.0393088,1.4307245,1.4255059,0.74651647
shoe,0.66004574,0.9792057,1.1664923,0.78685117,0.87176657,1.2626252,1.0909636,1.0456463,0.8889484,0.7838312,1.2745053,0.7981503,0.65211105,1.0665048,0.8126014,1.1780691,1.0786786,1.2187252,1.069007,0.9870389,1.1823039,1.0621018,1.0444484,1.1458172,1.2458422,1.1166683,0.94535494,1.1393557,1.2927634,0.9068558,0.78606033,1.0766649,0.933442,0.7517419,0.85322785,1.3174751,0.8254591,1.1996665,0.9335711,0.9575397,1.1939095,1.0816071,0.7760664,1.2076669,1.2090075,1.0157313,1.0051662,1.0490131,1.2216725,0.95530516,0.9580095,0.858541,0.9871095,0.9007403,1.2221816,0.8754841,0.9366975,1.0139965,0.9165388,1.0444403,0.8981607,1.0803889,0.8885109,0.83787626,0.8822944,1.0673829,0.735842,0.9576405,0.79041374,1.2923194,1.0537567,1.0130162,0.8631254,0.83377385,1.0612624,1.051389,1.0569795,1.2466432,1.2110778,1.1677781,1.274886,1.03908,0.9779084,0.7176385,0.8321005,1.064546,1.3033526,1.2351632,0.9329069,1.2207649,1.1931779,0.9991668,1.1315621,0.9398607,1.0612621,1.0427904,0.89583516,0.8044508,0.99585414,0.82306856,1.0349432,0.7951579,0.0,0.8799817,0.992272,0.98240274,1.1729636,1.1942031,1.0496819,1.0139613,0.9974499,1.0272783,0.7818583,0.78948253,1.0676678,1.1511812,1.157808,1.2328987,1.0433173,0.91254795,0.8597138,1.0606542,1.1897533,1.1217477,0.96405286
shorts,0.9370068,1.0044816,1.2333223,1.0321954,0.966897,1.2075918,1.0497988,1.0161325,1.0968554,0.93686527,1.1627582,0.83955026,0.57458854,0.9086324,0.87226546,1.1181916,1.1814406,1.2546172,1.1997473,0.964909,1.0356787,1.1655136,1.0275946,0.98373234,1.2249582,1.0002993,1.0337751,1.1101449,1.1936362,1.0820388,0.884526,1.2283626,1.0213026,0.8567305,0.9686266,1.1750214,0.96941245,1.2091154,1.0317928,0.92487425,1.1782244,1.0874603,0.7628718,1.0037591,1.0056254,1.0014728,1.1103954,0.913695,1.1528455,0.8432838,0.78639925,0.98013526,0.90504426,1.1100242,0.9403909,0.8017101,1.0736845,0.9358722,0.9176421,1.0061674,0.8188141,1.0353514,0.948764,0.84986377,0.7421665,1.1408318,0.6658901,0.99836695,0.9841535,1.2164384,0.9680075,1.0205249,0.8409356,0.7096151,1.1783407,1.017856,0.9313202,1.1756792,0.91532534,0.9660441,1.0100274,1.0575871,0.75852877,0.74088544,0.70362175,1.176995,1.1453131,1.1182162,0.7671829,0.9743884,0.95477265,1.0642816,0.95129895,0.8595505,1.0223808,1.1576854,0.9844944,1.0554953,0.9827043,0.90889406,1.0282587,0.7471819,0.8799817,0.0,1.1622986,1.0904908,1.1728942,1.2072986,1.0895267,0.93335193,1.025034,1.1446929,0.8400053,1.0147399,1.1606112,0.9980239,1.0811514,1.0868318,0.9183185,0.9890562,1.0482281,1.010875,1.2646784,1.0067179,1.1834129
shovel,1.0876485,1.0637527,1.1700207,1.0817143,0.9362584,1.1486425,1.0976297,0.9710669,0.9291427,1.0587687,1.2144759,1.0564284,1.0088598,1.0389459,1.0104847,1.0690513,0.8911667,1.003558,0.8247252,1.0428904,1.3210466,0.11176264,0.8511859,1.1293318,0.9497946,1.2502778,1.1846018,0.98410565,1.1290332,0.9511705,1.045662,0.8265054,0.9433569,1.1293697,0.9502438,1.0873563,0.95918876,1.0356605,1.0235305,0.9212201,0.81601375,0.57070714,1.0420159,1.1579825,1.3254074,1.1725689,1.0058973,1.2371421,1.1631204,0.8731596,1.2001055,0.52718186,1.0304403,1.0294276,1.2548237,1.1046737,1.1446936,0.8595804,1.0901322,1.2178684,1.0713747,1.1457462,1.2201064,0.75143373,1.0031502,1.0187294,1.0728269,0.5532707,0.9114122,0.95238787,0.95478326,1.1024237,0.9795438,1.0617367,0.100925624,1.0980625,1.1261615,0.91278285,1.118107,1.295957,1.328559,0.78419715,1.1928278,1.1029916,1.1124483,0.7977623,0.9785794,0.83459926,1.1651657,1.2823528,1.0454562,0.8715966,1.0721968,1.2084692,1.0242753,0.9435189,0.94616085,1.0586789,0.9963371,1.0284067,0.5902134,1.1578614,0.992272,1.1622986,0.0,0.8628064,1.0554173,1.2243276,1.0096695,1.2900372,0.5244352,0.8468453,1.1250149,0.92528,0.9710513,1.2857904,0.6306714,0.91006064,0.9893771,1.0455363,1.1453769,1.0866346,0.63371015,1.1572556,0.9463365
shower,1.0325001,1.1247861,1.0318089,1.1247194,0.97390825,1.0226402,1.1385846,0.94477147,0.8519746,0.8653368,1.1600722,0.9437201,1.0484858,0.9884957,0.97726154,0.9431336,1.017162,0.94051695,0.9854619,0.9350433,1.2483647,0.86681163,0.950864,1.1370832,0.89747834,1.1306946,1.0233961,0.7563764,1.0135928,0.8058233,0.97055,0.8440512,1.0507879,0.92051387,1.0160912,1.1340966,0.7925269,0.9448646,0.8595258,0.97764236,0.5494478,0.7792572,0.9261795,1.1120527,1.2054104,1.174347,0.98798096,1.2870584,1.1919346,1.0863657,1.141682,1.0473434,1.0150802,1.0144227,1.1673687,1.1645101,1.0375221,1.0852098,0.99788386,1.1182529,1.1584008,1.0889617,1.0637145,0.9516194,0.9573764,0.85053134,1.046542,1.0235761,0.7878603,0.9438979,1.0592829,0.9788388,1.1456612,1.1915516,0.8837563,1.0442536,1.1927847,0.9619736,1.1589674,1.1732849,1.1906047,0.6792953,1.024124,1.0476525,1.0304313,0.91041243,1.1708968,1.1338375,1.0814562,1.2104223,1.026884,0.99795926,0.90487367,1.1178625,0.8860854,0.8740214,0.71960956,1.0577235,0.9003684,1.119625,1.0867773,1.0484637,0.98240274,1.0904908,0.8628064,0.0,1.0640126,1.1303502,1.0068263,1.2440253,0.9488423,0.9621546,1.0335145,0.7983117,0.90622824,1.202687,1.1336967,0.9839633,0.98078567,1.0899993,1.0381668,1.0100622,0.8125218,1.1718102,0.8010578
sink,1.5006435,1.1475251,0.6075892,1.3657111,1.0230829,0.5327428,0.74316955,0.6875542,1.1620624,1.4247632,0.42148226,1.3265741,1.3966248,1.0067812,1.4052672,0.61033195,0.587925,0.507226,0.39727372,0.93163216,0.77232707,1.0801104,0.62460166,0.71830124,0.476367,0.51951134,1.1836463,0.7541349,0.4644773,1.1958737,1.2783412,0.7739768,1.081178,1.4058129,1.1579714,0.4488536,1.3139501,0.46891272,1.1663553,1.2804179,0.91499,0.8754297,1.4303703,0.7511661,0.8394708,1.1185524,1.2212733,1.035929,0.5323695,1.2387378,1.0881537,1.1054469,1.0344534,1.0571885,0.83770907,1.0350283,1.267688,1.008028,1.3670026,0.9090519,1.3121915,0.6141014,1.3483863,1.2261949,1.3432086,0.6815405,1.4746461,0.91834766,1.2888293,0.52457136,0.9782081,1.1595045,1.3020817,1.4442707,1.0710016,0.9851026,1.1023874,0.48845798,0.90410495,0.807539,0.82765377,1.0004891,1.3007867,1.5067726,1.4162178,0.85410786,0.46444297,0.6819397,1.1237139,0.5649543,0.8826052,0.72143203,1.0538561,1.1643777,0.952641,0.7324988,1.1638325,1.2101104,1.1007259,1.4014869,0.87961257,1.427751,1.1729636,1.1728942,1.0554173,1.0640126,0.0,0.42619693,0.83226323,0.96164453,0.88187426,0.8881266,1.4680276,1.2598135,0.53193086,0.90882885,0.7705623,0.5108765,0.91042566,0.9818202,1.272738,0.7658808,0.6764202,0.682435,1.1297963
slipper,1.4313728,0.954819,0.3027717,1.246029,1.1034766,0.3593806,0.69508624,0.78100836,1.3114166,1.4412057,0.31186163,1.4359219,1.4365072,1.01847,1.3924406,0.7200644,0.7636804,0.34268415,0.7219821,1.1413215,0.51412773,1.142768,0.9882708,0.6967195,0.5386038,0.6465308,1.0386488,0.9246055,0.3687328,1.2774041,1.30157,0.9607121,1.2472711,1.3768588,1.1519784,0.18039769,1.4323763,0.48115396,1.0923706,1.3081801,1.129767,1.1195698,1.3865132,0.783476,0.6607561,1.0149457,1.2227609,0.82686865,0.2532382,1.3021655,0.87203574,1.3720224,1.0571831,1.1801479,0.60569525,0.98811144,1.1535465,1.0987304,1.3111334,0.94260585,1.2399911,0.43504763,1.160114,1.3313508,1.353862,0.7777697,1.4646314,1.1407351,1.4256544,0.6669828,0.9720653,1.1159096,1.2266096,1.3735508,1.120237,0.9704013,0.8987121,0.5440209,0.7093518,0.53848076,0.6266613,1.2756107,1.1568689,1.4552431,1.37993,1.0417196,0.35431826,0.5973363,1.114591,0.6553229,0.8931297,0.9616714,0.9361368,1.0206969,0.8862747,0.88716394,1.3537703,1.1452134,1.0750654,1.3361843,0.92782456,1.3937327,1.1942031,1.2072986,1.2243276,1.1303502,0.42619693,0.0,1.0568787,0.73766613,1.1627074,1.1447995,1.4321337,1.4628613,0.65305126,0.5059514,0.8633746,0.54771984,0.9717602,1.092756,1.1363354,1.0433842,0.5983554,0.50211763,1.2803042
snow,0.9977738,1.1361021,1.0247664,0.95444655,1.0565823,0.9825176,1.082866,1.1417472,0.731804,0.93403316,0.8777906,1.0034261,1.1512905,1.0325361,1.0400462,0.6481973,1.0341151,1.1011386,1.0178412,1.0789348,1.0531222,0.98755485,1.0540816,0.9818874,1.1384269,0.93652326,0.86201143,1.1805067,0.9207517,0.95855206,0.9187744,1.0228688,0.97224355,0.94936776,1.0911659,1.07555,1.0085996,1.0880954,1.1134771,1.0836304,1.0042578,1.0303767,1.045927,0.90377694,1.0533282,0.8135881,0.9721734,1.1297746,0.86681914,1.0476793,1.2112683,0.99025774,1.0384139,0.5931349,1.14571,1.2518952,0.90789735,1.028955,0.9985982,0.9859263,1.1666315,1.1663238,0.9316561,0.9988197,1.2485621,1.0613139,1.0575511,1.0461584,1.0118864,0.98650694,1.1254196,0.8519875,1.1926275,1.1200749,0.98606986,1.0568628,1.0860698,1.1338353,1.1756027,1.0972977,1.1009482,0.9769593,1.0408158,1.055271,1.0778348,0.9193344,1.1147895,1.1460248,1.2229426,0.97608745,1.0159773,0.9471701,1.1543392,1.2613289,1.2320789,1.069998,0.97551185,0.75666344,1.0614582,1.0634465,1.1146823,0.9943399,1.0496819,1.0895267,1.0096695,1.0068263,0.83226323,1.0568787,0.0,1.0576752,1.020703,0.48302567,1.0144501,0.90728873,1.0565985,1.2088109,1.1474928,1.1669714,1.1575311,1.0397485,0.7917048,0.8882849,1.1655347,1.107862,0.8182136
sock,1.0624882,0.86358255,0.9280638,1.017298,1.0669907,0.9687519,0.8150558,1.0096512,1.1723576,1.2798619,0.873731,1.1717604,1.0881597,0.94887215,1.1849669,1.0212264,1.0303369,0.9876307,1.1434538,1.1910634,0.6690498,1.2241778,1.1033417,0.7486684,0.93085027,0.78889763,1.083766,1.0184495,0.80208975,1.2297938,1.0026594,1.1050582,1.0895387,1.1730442,1.1905848,0.74811846,1.2696625,0.94669616,1.1526468,1.2529018,1.35425,1.1459572,1.1838647,0.9679836,0.61916775,0.86863947,1.1504205,0.6549231,0.72193426,1.0394918,0.76690745,1.1992431,0.97611517,1.1256062,0.81863433,0.729455,1.0789875,1.1009216,1.1379097,0.89829916,0.9235573,0.83985144,0.9738477,0.98473406,1.0214777,1.0782614,1.0019469,1.1612569,1.2133989,0.9683187,0.85172975,1.0878472,0.88404816,0.94725937,1.2112566,1.0912534,0.76790833,0.9553376,0.73285776,0.7329227,0.6867192,1.2623718,0.90728295,1.1741637,0.97267646,1.0924995,0.77058816,0.7906289,0.9468829,0.74040544,0.85085034,1.2022027,0.96195805,0.8665012,1.0620288,1.1688889,1.2093873,1.0201875,1.0615695,0.98731226,0.95064825,1.0699385,1.0139613,0.93335193,1.2900372,1.2440253,0.96164453,0.73766613,1.0576752,0.0,1.1795003,1.1390252,1.1015873,1.2826817,0.96111137,0.65999746,0.9393772,0.87083936,1.0494314,1.1074858,1.0885565,1.0443288,1.0364891,0.63602376,1.2462523
spoon,1.1807983,0.99398315,1.1104857,1.1216292,0.7528993,1.0398195,0.9487885,0.95883816,1.0404809,1.208312,1.2135475,1.2249794,0.9580294,0.7857313,1.1993839,1.0375823,0.8444312,0.9606186,0.5074141,1.1232531,1.1848621,0.87138164,0.60143447,1.1190146,1.0370821,1.187818,1.2292991,1.0475816,1.0525362,1.1185979,1.1494973,0.63046414,1.0514413,1.2630352,1.0411433,1.0052127,1.0355585,0.8535504,0.9385741,0.84588397,1.0524365,0.7428086,1.059741,1.1679541,1.1725246,1.1926392,1.0598819,1.1254524,1.0849454,0.83420056,1.0124143,0.26386702,0.77664465,1.0263114,1.1737932,0.89844733,1.1589317,0.5756354,1.146746,1.1121678,0.9824794,0.95599693,1.303098,0.92180955,1.1540508,0.71143275,1.1791435,0.35282665,1.0640185,0.9697075,1.0379874,1.1110446,0.9447518,1.0588049,0.85060257,1.0844921,1.1088243,1.0532821,1.0859637,1.2710481,1.132563,1.0821351,1.1300831,1.1451759,1.2731937,0.90241694,0.8865153,0.74985707,1.1656637,1.1298876,1.116369,0.55465335,0.85413873,0.98146826,1.0663737,0.8570801,1.0994363,1.0907723,0.77017415,1.1844224,0.59781325,1.209049,0.9974499,1.025034,0.5244352,0.9488423,0.88187426,1.1627074,1.020703,1.1795003,0.0,0.881637,1.2157835,0.9508888,0.75689787,1.1059824,0.5795529,0.9397698,0.6989614,1.0204562,1.2114336,1.1271807,0.9536805,0.9810041,1.1803148
sprinkler,1.0673584,1.0894316,1.0403576,1.0579181,0.8969025,0.9524715,1.1301877,1.1039344,0.84468544,1.0429648,1.0910732,1.1209266,1.0445698,1.0137613,1.0615747,0.8104982,0.9167229,1.0075749,0.8399992,1.1129085,1.1630638,0.89387715,0.9334883,1.0165288,1.1024718,1.0427039,1.0135659,1.2000593,0.90237373,0.98336494,1.0575145,0.8837027,0.9600978,1.0525615,0.9565132,1.1185699,1.0350791,1.016179,1.1066691,1.0612098,0.91023403,0.93265224,1.0366563,1.0054849,1.0990833,0.9899196,1.0085473,1.1564358,1.017099,0.9117775,1.1926866,0.89409614,1.0279129,0.69678295,1.1656516,1.2311108,1.010026,0.9258034,0.96812284,1.0543803,1.0738933,1.0994364,1.0459372,0.9362967,1.2037666,0.9140839,1.0649104,0.9353807,1.0433098,0.94098586,1.147341,0.9076114,1.163056,1.0518285,0.8881112,1.0219917,1.0871964,1.1049215,1.1109253,1.1808963,1.1323298,0.9828463,0.99711615,1.0947332,1.1490284,0.76913995,1.1422373,1.1244885,1.240695,1.1252061,1.0030295,0.80090797,1.1229724,1.1596912,1.136464,0.94781005,1.0391785,0.83985186,1.0321246,1.0520118,1.0871693,1.0742494,1.0272783,1.1446929,0.8468453,0.9621546,0.8881266,1.1447995,0.48302567,1.1390252,0.881637,0.0,1.0579408,0.99299765,0.8974664,1.1935261,1.0370004,1.1066672,1.0715089,1.0731372,0.9417987,1.0095983,1.1135137,1.0761479,0.89968795
sweater,0.4225496,1.0698618,1.3423798,0.5575264,1.157232,1.384998,1.386224,1.3284503,0.6624033,0.47439837,1.3311619,0.5331133,0.5528655,1.2451999,0.45362353,1.2016118,1.3911064,1.4633033,1.4338728,1.0508574,1.2812744,1.1169987,1.3145728,1.3290995,1.3867958,1.2908543,0.6626183,1.2210743,1.5453405,0.77710956,0.55416715,1.2048732,0.79490113,0.39048934,0.99409425,1.5255611,0.747176,1.5334764,1.0297835,0.8477731,1.0683235,1.2073205,0.36169875,1.1548916,1.2397871,0.82825917,0.7147058,1.0600444,1.3871635,0.9916888,1.0562123,0.91386503,1.2758037,0.8602213,1.1516953,0.99262977,0.8043567,1.1618576,0.44435656,1.1794174,0.7595664,1.3672982,0.44833696,0.8272161,0.4689551,1.351984,0.32873464,1.0126166,0.776464,1.4017723,1.1046654,0.7082238,0.8379574,0.7519009,1.1380975,1.1037201,1.0001596,1.3989247,1.0751232,1.1866978,1.3283702,0.9530816,0.9455011,0.26626283,0.41782266,1.1890781,1.4927704,1.4119825,0.76545453,1.2954881,1.270056,1.2196405,1.1430156,1.0505338,1.0177367,1.2930732,0.9110195,0.70882255,1.1814158,0.5504536,1.2988855,0.11382437,0.7818583,0.8400053,1.1250149,1.0335145,1.4680276,1.4321337,1.0144501,1.1015873,1.2157835,1.0579408,0.0,0.65256673,1.4349453,1.2356315,1.2482729,1.4549953,1.3516991,1.0921566,0.7328092,1.0542091,1.3907299,1.4680185,0.7113792
table,0.64077556,1.2184253,1.2639177,0.6720207,1.0725937,1.3130964,1.2148483,1.1480901,0.60094565,0.41756016,1.4083898,0.4339471,0.7805196,1.1805497,0.6484592,1.1620739,1.1134369,1.3598287,1.0715165,0.7655748,1.3814566,1.0143818,0.98253244,1.3943481,1.3487916,1.2407436,0.9859004,0.72029865,1.4421647,0.5522322,0.71020305,0.9826337,0.9298499,0.5084282,0.8335606,1.5462546,0.3748231,1.2941206,0.8869976,0.75954294,0.91823655,0.9762645,0.6791997,1.3098023,1.3405421,1.1037543,0.84393895,1.3286395,1.3974376,0.9089918,1.3291833,0.6766035,1.1186202,0.77920896,1.4466147,1.1834686,0.765256,0.92574245,0.8412124,1.2073959,1.0174788,1.4684186,0.9020413,0.7395156,0.77554315,1.0973127,0.6915496,0.7886065,0.26786375,1.3691134,1.1079031,0.95781326,0.8801245,0.91759443,1.030459,1.0473335,1.2152143,1.3540564,1.5105823,1.4203483,1.3689144,0.738746,1.0076357,0.57991,0.7097464,0.96245664,1.47567,1.360466,0.96048975,1.3233106,1.210345,0.78097576,1.1683953,1.139836,1.2212579,1.1154569,0.53196466,0.91411436,1.0784624,0.734084,1.1480448,0.6963693,0.78948253,1.0147399,0.92528,0.7983117,1.2598135,1.4628613,0.90728873,1.2826817,0.9508888,0.99299765,0.65256673,0.0,1.2726899,1.5040314,1.0963559,1.4637406,1.0860997,0.72807616,0.7715349,0.9857667,1.2559402,1.4679494,0.6159153
tape,1.4518604,0.97651887,0.60954124,1.3462784,0.67729545,0.5923024,0.69630086,0.67293507,1.1792969,1.4294863,0.82415247,1.4886842,1.2316815,0.8208222,1.4514679,0.9435176,0.6370794,0.54743797,0.4261297,1.0525019,0.8386812,1.0104764,0.67497134,0.94610244,0.70145696,0.9774693,1.1816847,0.8920137,0.45895267,1.1819962,1.3913665,0.38944292,1.2759103,1.4594193,1.1117401,0.67587984,1.3016957,0.4340738,0.9771446,1.1134408,0.93867266,0.86725825,1.2780333,1.0134351,0.8714634,1.2107272,1.1045647,1.181501,0.8334351,1.1627892,1.0887328,1.1097838,0.79365057,1.1177806,0.99236655,1.0252285,1.2027276,0.91432583,1.4205372,0.85956275,1.4105939,0.6269309,1.337038,1.3280809,1.3852632,0.5058645,1.5555143,1.0532881,1.3196478,0.6148627,1.1264855,1.1425575,1.1963713,1.28457,0.99250025,1.0460999,1.1537582,0.7261583,1.0418555,0.9277353,0.73113394,1.1148435,1.0058572,1.4424553,1.504193,0.7832773,0.70236826,0.76106256,1.313059,0.86614496,0.91749805,0.66665035,0.7527968,0.74956346,0.7319105,0.5237732,1.1771361,1.203589,0.7891725,1.4054158,0.832536,1.4330289,1.0676678,1.1606112,0.9710513,0.90622824,0.53193086,0.65305126,1.0565985,0.96111137,0.75689787,0.8974664,1.4349453,1.2726899,0.0,0.91393775,0.9779809,0.676438,0.6243547,1.075233,1.3043134,1.0460447,0.69118875,0.56370664,1.1801846
toe,1.3360033,0.34707874,0.7035881,0.9587346,1.0345266,0.74833035,0.863474,0.9210689,1.3859154,1.4596126,0.7564601,1.394778,1.1972183,1.0461899,1.3936493,1.0548005,0.995816,0.73632264,1.0432518,1.2660778,0.6347633,1.2274011,1.1385801,0.6739928,0.78064543,0.87268126,1.0841866,1.0703801,0.67044604,1.33353,1.2079259,1.1051348,1.104223,1.3446913,1.2067752,0.47142744,1.4414465,0.7769004,1.1195867,1.1658559,1.1737405,1.1193142,1.2397776,0.870363,0.5415365,1.079001,1.076459,0.27691293,0.68171954,1.1704555,0.33273447,1.2102507,1.03877,1.2978258,0.41584373,0.5999504,1.1311831,0.9937402,1.1018115,0.97515565,0.6441181,0.5641509,1.1103678,1.295392,1.2027869,0.9596526,1.1986729,1.1728857,1.489437,0.8257629,0.86383414,1.0852654,1.069453,1.1429167,1.2096258,1.0658774,0.5228617,0.8141951,0.41676366,0.41897047,0.5735172,1.3603885,1.1018264,1.2509906,1.1769828,1.0624028,0.5357986,0.600464,0.97883856,0.81501627,0.90683585,1.147182,0.79633164,0.8846384,0.8741833,0.976025,1.3816444,1.1593083,1.09257,1.2196392,1.007335,1.1895812,1.1511812,0.9980239,1.2857904,1.202687,0.90882885,0.5059514,1.2088109,0.65999746,1.1059824,1.1935261,1.2356315,1.5040314,0.91393775,0.0,0.8712995,0.76241326,1.0620531,1.2645972,1.1886736,1.1865985,0.8605485,0.5424793,1.3518484
toothbrush,1.2429056,1.05157,0.90131724,1.0914655,1.1203249,0.9166356,0.84639347,1.0070772,1.2240386,1.3302207,0.8739199,1.2296097,1.0675658,1.0784453,1.2579118,0.9718759,0.8411038,0.8521937,0.7696782,1.0548908,0.9238908,0.78431743,0.7970472,0.88195145,0.82461554,0.9058322,1.3606209,0.94231635,0.94844335,1.275353,1.0955228,1.0191692,0.82244104,1.2962162,1.1699934,0.570961,1.1670291,0.8153647,1.2527211,1.0893424,1.1065861,0.8893122,1.2289816,0.9813314,0.954555,1.1505064,1.1531085,0.7515131,0.83683836,0.8699363,0.99819964,0.5176273,1.0385045,1.0781862,0.8296051,0.8558115,1.1918724,0.7437557,1.1600802,1.086526,0.747228,0.9389792,1.3871682,0.77627313,1.1803126,0.92557156,1.1159135,0.39635444,1.1405095,0.91936326,0.9007065,1.1454477,0.9268067,1.0406685,0.76076394,1.1178081,0.8175653,0.80655885,0.7695682,0.95355695,0.9520782,1.1682928,1.169697,1.1968696,1.2676829,0.9998114,0.45075858,0.35390788,1.130028,0.8965539,0.9730786,0.8234613,1.1209732,1.0859889,1.1894499,1.0450152,1.1938872,1.1342795,1.1596802,1.1194971,0.6855254,1.2179633,1.157808,1.0811514,0.6306714,1.1336967,0.7705623,0.8633746,1.1474928,0.9393772,0.5795529,1.0370004,1.2482729,1.0963559,0.9779809,0.8712995,0.0,0.8013296,0.93053234,0.9303859,1.1940511,1.059687,0.83025616,0.8407649,1.1737216
towel,1.5691178,0.97743714,0.72294426,1.5174737,1.0787153,0.5510031,0.68616456,0.56606853,1.3010145,1.5447369,0.59990793,1.4479136,1.3797051,0.8871638,1.3716214,0.8990946,0.6964072,0.35488403,0.65422,1.0651547,0.7265352,0.8236932,0.83494866,0.630932,0.23501611,0.87303996,1.1955891,0.6005603,0.4741782,1.2062926,1.4093913,0.85217816,1.1832446,1.4929936,1.1793858,0.37640798,1.4478209,0.47290683,1.0732394,1.2932326,0.7790656,0.9040325,1.2251457,0.7605044,0.8496275,1.0356096,1.2808809,1.0399418,0.6425033,1.2607057,0.89251524,1.2984893,1.0251485,1.3804986,0.82423407,0.93716675,1.359811,1.0455716,1.3927159,0.8187468,1.3910947,0.5542575,1.2748339,1.3170842,1.0422113,0.6871499,1.467931,1.097305,1.3901608,0.45543778,0.668787,1.1535422,1.2403339,1.4736505,0.8079771,1.1582417,1.1050363,0.15488386,0.686193,0.8283304,0.7948835,0.94772744,1.2909629,1.5329723,1.2985368,0.8802612,0.41478598,0.54974914,1.0439181,0.62105036,0.7268717,0.92854434,0.7920153,0.94567424,0.59871423,0.7361146,1.2153159,1.2074776,0.9798888,1.3075273,0.7616527,1.4606072,1.2328987,1.0868318,0.91006064,0.9839633,0.5108765,0.54771984,1.1669714,0.87083936,0.9397698,1.1066672,1.4549953,1.4637406,0.676438,0.76241326,0.8013296,0.0,0.86983395,1.1171179,1.3551745,1.0702893,0.4005435,0.66329247,1.1762803
