,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,sock,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
clock,1.5687183,0.9580916,0.44072914,1.4139788,0.9339393,0.36890733,0.66720015,0.6981806,1.371059,1.5549586,0.47840613,1.5831647,1.4630332,0.82542,1.5266539,0.76473415,0.7301233,0.34836054,0.64383495,1.1087414,0.6458186,1.0501546,0.8066532,0.5639703,0.5037207,0.74500334,1.1674612,0.8165115,0.0,1.2561682,1.3781006,0.74716616,1.2632575,1.5433096,1.1526487,0.35771132,1.4379432,0.3525139,1.0390193,1.3035798,0.88315797,0.9634327,1.436284,0.7206024,0.6946405,1.1271651,1.124514,0.9986897,0.4739154,1.2417636,0.97214854,1.3494214,0.8860972,1.1203122,0.71237504,1.0669124,1.2545002,1.0030912,1.3765514,0.8182119,1.3931997,0.48564303,1.2902932,1.3557503,1.445745,0.63676834,1.602839,1.1904024,1.4251289,0.43517518,1.0228723,1.1980841,1.2966897,1.478643,1.02958,1.0032555,1.0671486,0.49987894,0.7270657,0.6813865,0.6580578,1.1227459,1.1274186,1.5895832,1.4858222,0.8655312,0.4816181,0.66329485,1.2437453,0.67105824,0.738711,0.86797607,0.8113558,1.0134131,0.7285545,0.68114173,1.2244253,1.2912979,0.8964729,1.3948982,0.92645425,1.5207963,1.2927634,1.1936362,1.1290332,1.0135928,0.4644773,0.3687328,0.9207517,0.80208975,1.0525362,0.90237373,1.5453405,1.4421647,0.45895267,0.67044604,0.94844335,0.4741782,0.89585125,1.1877484,1.31868,1.0238624,0.5501794,0.5212948,1.2279637
closet,0.8328677,1.1103652,1.1228101,0.8292872,1.1167587,1.181809,1.2591305,1.011858,0.43320382,0.56409985,1.1937299,0.70062643,0.9832307,1.158539,0.7691556,1.1395313,1.1753097,1.1609465,1.1234279,0.7819235,1.2620901,0.88520914,1.0389336,1.2537115,1.1108204,1.2840805,0.86906725,0.73418975,1.2561682,0.0,0.7942894,0.92905307,1.0163798,0.77432126,0.85170364,1.362793,0.49921,1.1897032,1.0505112,1.0148138,0.66897404,0.86440307,0.75160307,1.1617851,1.2811234,0.9264062,1.0147046,1.2546262,1.2598182,1.1465786,1.2207828,1.0078027,1.2573369,0.9117997,1.2827435,1.2921896,0.8333655,1.1868736,0.8910916,1.102342,1.1453104,1.286308,0.75875694,0.92834735,0.80194354,1.1067524,0.8681247,1.1086235,0.50892353,1.1414251,0.9977695,0.9027662,1.081762,1.0310274,0.90956014,1.0673676,1.1659318,1.1464155,1.3739771,1.2620177,1.2667015,0.56200457,1.0031883,0.81297344,0.8009347,1.0207663,1.3328058,1.3215868,1.0683546,1.1921449,1.2447156,1.0995245,1.1462045,1.1216388,0.9960278,1.0399072,0.648388,0.85775185,1.1074721,0.93128645,1.1405241,0.7862251,0.9068558,1.0820388,0.9511705,0.8058233,1.1958737,1.2774041,0.95855206,1.2297938,1.1185979,0.98336494,0.77710956,0.5522322,1.1819962,1.33353,1.275353,1.2062926,1.1714774,0.92140514,0.83243144,1.117588,1.0546958,1.3336118,0.59738636
coat,0.49882036,1.0703753,1.2297578,0.54514563,1.1978583,1.3332411,1.2212838,1.3065671,0.7487387,0.5859511,1.2678182,0.59586096,0.8089769,1.1651864,0.6685628,1.0668472,1.263009,1.3670185,1.3791353,1.0003651,1.2449201,1.060052,1.2713829,1.1779325,1.3496027,1.1323586,0.86114854,1.1190372,1.3781006,0.7942894,0.0,1.2303292,0.8975126,0.5634269,0.9710235,1.3714969,0.71917003,1.4415865,1.04286,0.9883528,1.0786526,1.0740908,0.7740438,1.2157644,1.132726,0.94751906,0.97356945,1.0300591,1.2040527,0.9886257,1.0320758,0.8534533,1.197247,0.8894846,1.171942,0.96495616,0.7827652,1.1549357,0.6619805,1.1987437,0.8224484,1.3067758,0.72510475,0.7100633,0.71330726,1.3411527,0.45534658,0.9146747,0.6824353,1.3531358,1.123188,0.87247765,0.82471013,0.8362435,1.0859313,1.0883536,1.0193939,1.3643506,1.2184342,1.1338608,1.2609332,0.9370365,0.9621197,0.65728843,0.55860674,1.1169809,1.358896,1.30758,0.8889529,1.2141182,1.1367835,1.1760287,1.2101483,1.122098,1.2270342,1.2259858,0.84409153,0.7594113,1.1481903,0.7471548,1.1591144,0.5777281,0.78606033,0.884526,1.045662,0.97055,1.2783412,1.30157,0.9187744,1.0026594,1.1494973,1.0575145,0.55416715,0.71020305,1.3913665,1.2079259,1.0955228,1.4093913,1.334644,1.0114708,0.7418896,0.98840123,1.2367412,1.3209877,0.775723
coffee,1.2761377,1.0342904,0.8141873,1.1786444,0.7958497,0.8044465,0.8955508,0.7465204,0.8468417,1.1799772,1.0718061,1.3020725,1.1724274,0.92782784,1.257486,0.9944485,0.7414003,0.7476274,0.5218807,1.0663345,1.1046977,0.9311342,0.645211,1.1200284,0.82979465,1.1803211,1.1664798,0.8501058,0.74716616,0.92905307,1.2303292,0.0,1.2463204,1.2847297,1.0676795,0.9588568,1.0365614,0.5482781,0.9449911,0.9916721,0.8510546,0.83488286,1.0551416,1.1640944,1.1071011,1.1544005,0.9981325,1.3036748,1.0394161,1.1379802,1.1664602,0.86908364,0.93557966,1.0636576,1.1681395,1.0750732,1.0685855,0.899798,1.2187357,0.9995261,1.3271222,0.86448216,1.1698691,1.2513478,1.2312332,0.54177177,1.3521318,0.92015135,1.0796833,0.73181283,1.1115466,1.0761641,1.1562941,1.2755749,0.92271006,1.0999129,1.227286,0.8721063,1.2053317,1.1705096,1.0126467,0.8972578,1.1620771,1.2336938,1.3166234,0.6789331,0.9600712,0.92256,1.2732499,1.0948325,1.068625,0.6720058,0.7616929,0.9795835,0.83332425,0.6316372,0.9955783,1.0812699,0.8179547,1.2500598,0.8717288,1.2342683,1.0766649,1.2283626,0.8265054,0.8440512,0.7739768,0.9607121,1.0228688,1.1050582,0.63046414,0.8837027,1.2048732,0.9826337,0.38944292,1.1051348,1.0191692,0.85217816,0.81555176,1.112884,1.1680976,1.1428027,0.80817413,0.88579696,1.0086265
comb,0.8297067,0.9827977,1.3168442,0.81366265,1.1669763,1.2299616,1.214565,1.1160605,0.91831017,0.85666585,1.0449235,0.77252793,0.8005806,1.2336271,0.7768374,0.9848866,1.1029615,1.2955682,1.1892447,0.9735048,1.1377156,0.972542,1.1196784,1.0990374,1.0286759,0.96376735,0.8443902,1.0384749,1.2632575,1.0163798,0.8975126,1.2463204,0.0,0.8312473,1.0146786,1.173049,0.9204216,1.2851393,1.1422502,1.040267,0.82942116,0.95999247,1.0229771,0.86366326,1.2453893,0.87807107,0.9395016,0.76227206,1.1413594,0.9507688,0.9976967,0.7808745,1.2240822,0.87392044,0.9958984,0.9731998,0.8155138,0.9133787,0.7080669,1.1973665,0.4923582,1.2734065,1.0101273,0.87754524,0.92133707,1.2803782,0.8156448,0.7592368,0.91416156,0.9840519,1.0020398,0.9360786,0.9646708,0.91368574,0.98676777,1.0134593,0.93524736,1.0487999,0.8750149,1.0939542,1.242364,0.83412635,0.9978478,0.81742716,0.89614254,1.0280005,1.0786499,1.0024451,0.8717096,1.0630916,1.1432965,1.0265546,1.2638687,1.1618183,1.1594459,1.189312,1.0003889,0.898767,1.2491724,0.90726715,1.15904,0.80156547,0.933442,1.0213026,0.9433569,1.0507879,1.081178,1.2472711,0.97224355,1.0895387,1.0514413,0.9600978,0.79490113,0.9298499,1.2759103,1.104223,0.82244104,1.1832446,1.3003275,1.0232352,0.85090005,0.9040092,1.1901538,1.221368,0.63250244
couch,0.48730814,1.1578661,1.3327633,0.5677723,1.1357181,1.358604,1.4153768,1.2447712,0.69782376,0.20015097,1.274914,0.20423722,0.6262517,1.2577528,0.21114987,1.1175356,1.3324339,1.4830557,1.4054608,0.8964779,1.3342874,1.1305177,1.3081317,1.3776689,1.3852038,1.2540596,0.6167333,1.07382,1.5433096,0.77432126,0.5634269,1.2847297,0.8312473,0.0,0.8791001,1.5415357,0.52634907,1.5143635,0.93921745,0.6822661,1.064558,1.1607583,0.6240981,1.0948325,1.2856474,0.85949755,0.81815314,1.1312948,1.3612095,1.0062321,1.0570321,0.9503004,1.2835673,0.82492423,1.2254455,1.0410287,0.7137166,1.1703697,0.6192502,1.2299297,0.85050845,1.3681571,0.5439223,0.75296366,0.49447536,1.3343599,0.334468,1.0342563,0.58655393,1.4464204,1.1310921,0.79990864,0.9097671,0.7474798,1.1503876,1.1135577,1.11129,1.4115841,1.2367532,1.2490041,1.3734369,0.9303149,0.8542084,0.36080086,0.47095996,1.1801643,1.5292222,1.4883103,0.5161027,1.2950428,1.2842792,1.2202424,1.2669487,1.0085292,1.1274402,1.2694827,0.85324705,0.6665328,1.2145376,0.65876806,1.2470384,0.4215433,0.7517419,0.8567305,1.1293697,0.92051387,1.4058129,1.3768588,0.94936776,1.1730442,1.2630352,1.0525615,0.39048934,0.5084282,1.4594193,1.3446913,1.2962162,1.4929936,1.2151583,0.84959936,0.6003408,1.0277572,1.3982192,1.4623582,0.7123498
cracker,0.87249863,1.0629414,1.0788558,0.9620714,0.9959184,1.1342307,1.0713065,1.0246975,1.0069678,0.878898,1.1791383,0.78975165,0.87407374,1.0071423,0.89658797,1.1125785,0.7992114,1.1067184,1.0778129,0.78436315,1.227882,0.9826832,1.0587518,1.1434484,1.200029,0.96572024,1.1429243,0.9604182,1.1526487,0.85170364,0.9710235,1.0676795,1.0146786,0.8791001,0.0,1.2152321,0.8389637,1.0432314,0.9241055,0.95142,1.0854812,0.96452504,0.8908663,1.1389802,1.1808977,1.214184,0.98273295,1.1374476,1.1556888,0.8972852,1.1744983,0.9282336,0.97276884,0.85191584,1.2168031,1.2143118,0.82278675,0.92815304,1.0395343,1.0498434,1.0174129,1.1314301,0.94697374,0.93969595,1.0178279,1.0121925,0.95385176,0.97262615,0.7480804,1.1384982,1.0509479,1.0996163,0.94647026,0.9502071,0.97846586,0.78325266,1.1290545,1.150685,1.2472837,1.2421983,1.1342807,0.9569594,0.93102795,0.8361033,0.89203227,0.9630271,1.2369769,1.204454,0.97490627,1.1451617,0.97744805,0.90963674,1.0690075,1.0452582,1.0634996,0.91499364,0.81002384,1.0204328,1.0253301,0.7985963,0.99497736,1.011777,0.85322785,0.9686266,0.9502438,1.0160912,1.1579714,1.1519784,1.0911659,1.1905848,1.0411433,0.9565132,0.99409425,0.8335606,1.1117401,1.2067752,1.1699934,1.1793858,0.97058785,0.61502564,0.93616503,0.90120894,1.0471478,1.1164975,0.9942004
crayon,1.5900302,0.92974055,0.3467691,1.3409523,1.0927047,0.32941985,0.64214015,0.7777908,1.4015166,1.6164343,0.29905033,1.5973964,1.4663957,0.9874817,1.5430356,0.7272808,0.74353105,0.31969213,0.67587525,1.2181797,0.5443684,1.0231487,0.92718345,0.54149175,0.43854332,0.7005453,1.2287053,0.8886958,0.35771132,1.362793,1.3714969,0.9588568,1.173049,1.5415357,1.2152321,0.0,1.5296383,0.46459854,1.1930856,1.3576424,1.0712144,1.0435704,1.4372427,0.69576144,0.6146338,1.0661759,1.234354,0.7338551,0.28661227,1.2614887,0.8831134,1.2474272,1.0390711,1.2476653,0.49995184,1.0253105,1.2527981,0.99449587,1.3364918,0.9055713,1.1923503,0.45918864,1.3176162,1.2755604,1.4298079,0.73590404,1.5109386,0.995997,1.5231642,0.6011815,0.8530338,1.1579349,1.2304302,1.384027,0.99140537,1.0695112,0.7872175,0.43307805,0.5457367,0.5059514,0.59051996,1.3037813,1.1856782,1.5575696,1.4919503,1.0414829,0.13050622,0.29367936,1.2161267,0.5436288,0.8042345,0.9107091,0.91918725,1.0400566,0.9295876,0.89334667,1.4039311,1.2425162,1.0970432,1.3835745,0.80353993,1.4573581,1.3174751,1.1750214,1.0873563,1.1340966,0.4488536,0.18039769,1.07555,0.74811846,1.0052127,1.1185699,1.5255611,1.5462546,0.67587984,0.47142744,0.570961,0.37640798,0.9060704,1.0867563,1.2437091,1.1058592,0.578736,0.49322146,1.3255079
crib,0.68506926,1.1697271,1.2863401,0.7321558,1.08198,1.3187444,1.311239,0.9366077,0.5530813,0.19643557,1.359799,0.489686,0.6881473,1.164362,0.6284617,1.1493566,1.0918981,1.3581911,1.1480857,0.6387811,1.4068444,1.0160446,0.96787053,1.3682321,1.3271924,1.2369974,0.9734102,0.80341613,1.4379432,0.49921,0.71917003,1.0365614,0.9204216,0.52634907,0.8389637,1.5296383,0.0,1.2812891,0.94848454,0.45110965,0.8869638,0.9327104,0.72029996,1.233666,1.3453382,1.1206526,0.7900039,1.2660006,1.3905591,0.8398394,1.2609093,0.82776624,1.161603,0.82020724,1.387269,1.1000183,0.8612222,1.0171118,0.8062275,1.1537194,0.9793275,1.2530046,0.9381295,0.72903335,0.84879875,1.1276522,0.75256705,0.92749333,0.3474825,1.3288937,1.1472123,0.9575429,0.9112657,0.78864896,1.0313057,1.0529028,1.1565515,1.3376626,1.4805894,1.3792903,1.3957297,0.75948197,0.8959991,0.510839,0.8135061,0.9813203,1.4914105,1.4272944,0.8411932,1.3225523,1.2321142,1.0391719,1.1931224,1.1040617,1.173187,1.0731736,0.61620903,0.87185234,1.0814098,0.8754287,1.0637795,0.7839924,0.8254591,0.96941245,0.95918876,0.7925269,1.3139501,1.4323763,1.0085996,1.2696625,1.0355585,1.0350791,0.747176,0.3748231,1.3016957,1.4414465,1.1670291,1.4478209,0.94009113,0.61953336,0.84755963,0.9907455,1.2679675,1.4203541,0.70405686
cup,1.6131164,1.0048457,0.5297494,1.4580594,0.8962771,0.494761,0.6803126,0.49162352,1.3128027,1.5103102,0.62604666,1.5011075,1.4143066,0.85426474,1.5411873,0.8495526,0.66384995,0.24707478,0.5019604,0.91250324,0.78206915,1.0430325,0.48310757,0.7178697,0.40765333,0.7797365,1.2605385,0.5963206,0.3525139,1.1897032,1.4415865,0.5482781,1.2851393,1.5143635,1.0432314,0.46459854,1.2812891,0.0,1.0064012,1.1807361,0.90667653,0.9745686,1.3651474,0.8803551,0.7972285,1.2874724,1.1513306,1.0668437,0.66192627,1.1984843,1.0390975,1.1665492,0.9192062,1.0882657,0.89690876,0.99233156,1.2540357,0.90393364,1.4499267,0.8904823,1.3716784,0.5526331,1.3498833,1.2467818,1.4041066,0.3494867,1.6338363,1.0617839,1.2819178,0.53952646,0.95965236,1.2473999,1.2546322,1.466904,1.0222683,1.029843,1.1939635,0.51604646,0.88949716,0.8386784,0.7433074,1.0742807,1.18825,1.5342067,1.5010757,0.8804695,0.54782236,0.6412467,1.2394291,0.7816944,0.8574041,0.7909063,0.78083146,0.93185896,0.6785739,0.5694564,1.0996169,1.3365135,0.8881633,1.3740771,0.8612384,1.5099849,1.1996665,1.2091154,1.0356605,0.9448646,0.46891272,0.48115396,1.0880954,0.94669616,0.8535504,1.016179,1.5334764,1.2941206,0.4340738,0.7769004,0.8153647,0.47290683,0.7610485,1.03169,1.3596781,1.0210811,0.45460165,0.6036173,1.2287494
dog,0.79695255,1.03673,1.0997071,1.0725282,0.800811,1.080452,1.0333041,0.98489136,1.1255842,0.9018305,1.2014941,0.90205497,0.9158108,0.70553076,0.8769269,1.1013608,1.101572,0.9864965,1.0594742,0.9956094,1.0278648,1.0630447,1.0332383,1.1937217,1.1204249,1.107721,0.6390777,0.93985504,1.0390193,1.0505112,1.04286,0.9449911,1.1422502,0.93921745,0.9241055,1.1930856,0.94848454,1.0064012,0.0,0.8372731,0.9940207,1.0771754,1.0027059,1.1608456,1.1382195,0.9370501,0.8700549,1.2336782,1.157741,0.9193652,1.0182434,1.052979,0.76266026,1.0615039,1.1378708,0.9221334,0.97309315,1.0102576,0.97154355,1.0057994,1.1289911,0.98088783,0.92601234,1.0962913,0.92884547,0.8734608,1.0354576,1.0790848,0.68351054,1.0627457,1.0828829,0.99883956,0.9220755,1.0282774,1.0616485,0.9121179,1.1807942,1.1472759,1.1893367,1.062422,1.0988915,1.0312638,0.94250584,0.9766228,0.92640907,1.0549668,1.1930763,1.1701274,0.9058696,1.2055393,0.89412683,1.0432851,0.74376285,0.8645557,0.78545505,0.929798,0.899602,1.073714,0.48837012,0.9945929,1.0024426,1.0989755,0.9335711,1.0317928,1.0235305,0.8595258,1.1663553,1.0923706,1.1134771,1.1526468,0.9385741,1.1066691,1.0297835,0.8869976,0.9771446,1.1195867,1.2527211,1.0732394,0.9318893,1.0628092,0.99484015,1.0463479,0.9442885,1.0246819,1.0723917
doll,0.7835407,0.9136838,1.2004123,0.7876833,0.94011235,1.1979549,1.154808,1.0054557,0.9581887,0.5115975,1.3245639,0.7554276,0.6290736,0.98596936,0.76832247,1.1040244,1.0788904,1.211741,1.0636531,0.9118916,1.2883904,1.0126226,0.95474374,1.2748792,1.363712,1.1649427,1.048279,1.1138322,1.3035798,1.0148138,0.9883528,0.9916721,1.040267,0.6822661,0.95142,1.3576424,0.45110965,1.1807361,0.8372731,0.0,1.089945,1.0473452,0.7662796,1.2215371,1.2560755,1.1893197,0.6336958,1.128589,1.2644937,0.6709799,1.0202552,0.8123053,0.8760884,0.9619683,1.295162,0.7126661,0.94127417,0.86712587,0.94145435,1.0628183,0.8743385,0.94661057,1.0087696,1.0269657,0.8935503,1.0116438,0.8559515,0.8699236,0.82026607,1.2398622,1.200843,1.0338532,0.8383634,0.6938135,1.0092672,0.95008326,1.1285402,1.294626,1.3129652,1.3226545,1.2232819,1.0890841,0.88554,0.4764912,0.9418693,1.0257474,1.3162601,1.2049294,0.78014314,1.2544975,1.0929277,1.0046324,0.955796,0.9356614,1.0650413,1.0230752,0.94905925,0.95500004,0.896676,0.84735405,0.99048716,0.933723,0.9575397,0.92487425,0.9212201,0.97764236,1.2804179,1.3081801,1.0836304,1.2529018,0.84588397,1.0612098,0.8477731,0.75954294,1.1134408,1.1658559,1.0893424,1.2932326,0.708989,0.7642983,0.928975,0.9836016,1.1895806,1.2260873,1.0188957
door,1.2044249,1.0591317,1.0470321,1.1799458,1.1279869,0.949445,1.1035416,0.79384,0.76927245,0.95122635,0.9111015,1.0179235,1.1292048,1.0797273,1.0064161,0.9772687,0.9229375,0.8950543,0.9340236,0.81351453,1.2065433,0.7116858,0.9411679,1.0584288,0.61263573,1.1431568,0.9039786,0.64644396,0.88315797,0.66897404,1.0786526,0.8510546,0.82942116,1.064558,1.0854812,1.0712144,0.8869638,0.90667653,0.9940207,1.089945,0.0,0.633011,1.0319462,0.72259665,1.216479,1.0467199,0.9721813,1.2185473,1.1522517,1.2707645,1.1244936,1.1397198,1.166447,1.090662,1.0358864,1.2155083,1.1517613,1.1392571,1.0047485,1.073478,1.179981,1.0770502,1.1623371,1.1477365,0.97168154,0.98396593,1.1881939,1.0908996,0.89905095,0.55876803,0.9631048,0.94855165,1.2313051,1.3419793,0.74455416,1.1177931,1.2004685,0.60723686,0.9874708,1.0861222,1.1785595,0.35764277,1.1264144,1.1701946,1.0749028,0.72450966,1.0469325,1.0996403,1.016254,1.0390838,1.0021589,1.0456592,1.0849725,1.2285731,0.7277835,0.7907825,0.6308083,1.1080064,1.0514443,1.2146864,1.2148423,1.0906368,1.1939095,1.1782244,0.81601375,0.5494478,0.91499,1.129767,1.0042578,1.35425,1.0524365,0.91023403,1.0683235,0.91823655,0.93867266,1.1737405,1.1065861,0.7790656,1.1818175,1.1943574,1.1371634,1.0017817,0.7533834,1.1884327,0.54375577
drawer,1.1443977,1.0113161,1.1630604,1.1529373,1.0273423,1.0996566,1.0499465,0.8588523,0.7966225,1.0740964,1.0501149,1.0310272,1.1042137,0.9683956,1.1158519,1.0756496,0.74361545,1.0625459,0.8639807,0.8128377,1.1980462,0.60987514,0.8869266,0.9557133,0.85914755,1.1285425,1.2171069,0.884021,0.9634327,0.86440307,1.0740908,0.83488286,0.95999247,1.1607583,0.96452504,1.0435704,0.9327104,0.9745686,1.0771754,1.0473452,0.633011,0.0,1.1345598,1.0435137,1.1859612,1.2853646,1.1030498,1.0501817,1.1049324,1.1418235,1.0314485,0.7577467,0.9849712,1.070805,1.0444102,1.1406983,1.1941652,0.88279784,1.1241692,1.0779884,1.0366588,1.1704051,1.2695804,1.0036939,1.0601925,1.0887505,1.1987802,0.78093815,0.94782543,0.79597175,0.9478437,1.142913,1.1243281,1.178014,0.6131742,1.1229414,0.97672933,0.81437266,0.98498416,1.1092213,1.2010674,0.51382506,1.1246111,1.233796,1.1649308,0.6286619,0.89194554,0.8963219,1.062116,1.1124012,1.0820403,0.86350113,1.0488503,1.1481601,0.94945484,0.73175013,0.75850797,1.1317255,0.9971704,1.2531067,0.8362022,1.188614,1.0816071,1.0874603,0.57070714,0.7792572,0.8754297,1.1195698,1.0303767,1.1459572,0.7428086,0.93265224,1.2073205,0.9762645,0.86725825,1.1193142,0.8893122,0.9040325,1.0151001,1.0120623,1.2361815,0.9358602,0.8470393,0.9759715,0.8816174
dress,0.6496044,1.04926,1.2352071,0.7662816,1.1271191,1.2894728,1.2873434,1.1762311,0.71445847,0.6178019,1.3939698,0.6906595,0.57449,1.1073385,0.62972546,1.2204039,1.2510567,1.2641747,1.2698115,1.0384004,1.2690344,1.035954,1.2125015,1.2820244,1.3206409,1.3206705,0.96894014,1.1037704,1.436284,0.75160307,0.7740438,1.0551416,1.0229771,0.6240981,0.8908663,1.4372427,0.72029996,1.3651474,1.0027059,0.7662796,1.0319462,1.1345598,0.0,1.2712163,1.2672281,0.9822057,0.85276026,1.2018526,1.3508418,0.9190222,1.0495155,0.91245997,1.1769564,0.95021075,1.2624049,0.9998499,0.882485,1.0926456,0.6988286,1.0695508,0.94422376,1.2225814,0.6644968,0.8784206,0.55676997,1.1548269,0.50765795,1.0307275,0.7787206,1.3501954,1.020677,0.8532429,0.87226677,0.8443464,1.0552143,1.074543,1.0717506,1.2719772,1.2236735,1.272227,1.277919,0.9117624,0.99312174,0.33225632,0.5224234,1.116409,1.4229069,1.322308,0.87568206,1.2803324,1.2582955,1.1106522,0.9716572,0.9875118,0.9371171,1.1272225,0.8786099,0.81176513,1.0535829,0.58822495,1.1567075,0.444018,0.7760664,0.7628718,1.0420159,0.9261795,1.4303703,1.3865132,1.045927,1.1838647,1.059741,1.0366563,0.36169875,0.6791997,1.2780333,1.2397776,1.2289816,1.2251457,1.1218024,0.99291563,0.8294208,1.124214,1.2694206,1.3740845,0.78969216
ear,1.3252124,1.0417886,0.92708945,1.2585785,1.1349227,0.7728586,0.9385632,0.8819837,1.1542273,1.1393645,0.36749244,1.0886575,1.200712,0.9879315,1.0275011,0.787083,1.0373806,0.8959447,0.9133526,0.91880476,0.8801917,1.0599334,0.9964082,0.7702875,0.68594944,0.74947584,0.9217298,0.9729615,0.7206024,1.1617851,1.2157644,1.1640944,0.86366326,1.0948325,1.1389802,0.69576144,1.233666,0.8803551,1.1608456,1.2215371,0.72259665,1.0435137,1.2712163,0.0,0.8435791,0.8861696,1.1014829,0.84734035,0.7661427,1.1839917,0.8439621,1.2504544,1.1132946,1.1032057,0.6063303,1.1280566,1.1092936,1.1510562,1.0834743,0.94917506,1.1051782,0.9016562,1.0730371,1.1498418,1.0974447,1.0550598,1.1697476,1.1812631,1.252131,0.65823364,0.8016558,1.115177,1.1677115,1.1040698,1.0603855,1.0103264,0.9734216,0.673373,0.52351207,0.6149408,0.86476153,1.0135128,0.97292733,1.248473,1.1184613,1.0469607,0.69510525,0.8899113,0.84451413,0.5217868,0.85163856,1.1140808,1.1691124,1.1389277,0.9127155,1.0030109,1.1876341,1.1391023,1.1301218,1.1605661,1.0409005,1.0655077,1.2076669,1.0037591,1.1579825,1.1120527,0.7511661,0.783476,0.90377694,0.9679836,1.1679541,1.0054849,1.1548916,1.3098023,1.0134351,0.870363,0.9813314,0.7605044,1.1146584,1.0207356,1.1113926,0.8820516,0.9749651,0.9617933,1.0782928
egg,1.2497338,0.8709074,0.6811769,1.1264223,0.78742075,0.6768799,0.79049146,0.93918455,1.3326794,1.3741752,0.7196351,1.2603805,1.2426159,0.979849,1.3296087,0.95814246,0.943351,0.79903114,0.9156509,1.0941905,0.69977576,1.2245742,0.9327226,0.59467745,0.864713,0.7732338,1.1654683,1.0643519,0.6946405,1.2811234,1.132726,1.1071011,1.2453893,1.2856474,1.1808977,0.6146338,1.3453382,0.7972285,1.1382195,1.2560755,1.216479,1.1859612,1.2672281,0.8435791,0.0,1.0402156,1.0763615,0.6038831,0.679915,1.0949835,0.8909056,1.2799447,0.93900126,1.1874564,0.7395761,0.92828566,1.1662437,0.9827721,1.256711,0.7956779,1.029772,0.72593915,1.202843,1.0381408,1.1815915,0.97950363,1.1941825,1.2413197,1.3104147,0.97425795,0.8524204,1.1833634,1.0714806,1.0215597,1.2207481,1.0320969,0.78124166,0.9191289,0.7701014,0.5430513,0.20432472,1.2872537,0.90509355,1.3033955,1.1181327,1.1259242,0.7175329,0.838398,1.0622466,0.6251314,0.8721077,1.0064971,0.93204874,0.6789489,1.0034537,1.0207859,1.1950761,1.2468526,1.0579385,1.1636246,0.98595196,1.1997617,1.2090075,1.0056254,1.3254074,1.2054104,0.8394708,0.6607561,1.0533282,0.61916775,1.1725246,1.0990833,1.2397871,1.3405421,0.8714634,0.5415365,0.954555,0.8496275,0.80895233,0.9266746,1.196194,1.0339718,0.96452856,0.6927532,1.3148284
elephant,0.80283403,1.1450037,1.1747062,0.99757624,1.0817217,1.0788362,1.0869541,1.2221433,0.784376,0.9027927,0.9142544,0.9590326,1.0147163,1.0570797,0.8043414,0.9953552,1.2968296,1.1941072,1.2330847,1.1922741,0.789156,1.0968096,1.2750169,1.0767627,1.0119447,1.0801828,0.44951922,1.2094414,1.1271651,0.9264062,0.94751906,1.1544005,0.87807107,0.85949755,1.214184,1.0661759,1.1206526,1.2874724,0.9370501,1.1893197,1.0467199,1.2853646,0.9822057,0.8861696,1.0402156,0.0,1.1056082,0.9808684,0.9512482,1.0954324,0.99110854,1.2029127,1.1524625,0.98385876,0.88711077,1.0420243,0.8788485,1.1952851,0.80702186,0.9327168,0.939786,1.1258298,0.5829667,0.95035154,0.83940923,1.1989543,0.79523164,1.1941541,1.0724275,1.0066415,1.0291238,0.55316013,1.0132991,0.9170642,1.1048288,1.0815088,0.9452859,1.0497227,0.87880576,0.93479776,1.0212362,1.0376805,0.97724146,0.96731496,0.8204415,1.1969926,1.0867596,1.1056612,1.0332599,0.9072526,1.0570216,1.2598411,1.0443745,1.0969105,1.0283542,1.2491313,1.1439792,0.6622834,1.0610512,0.9467935,1.1070595,0.77901995,1.0157313,1.0014728,1.1725689,1.174347,1.1185524,1.0149457,0.8135881,0.86863947,1.1926392,0.9899196,0.82825917,1.1037543,1.2107272,1.079001,1.1505064,1.0356096,1.2039835,1.1803728,0.6339538,1.0384673,1.220607,1.0074761,0.93241096
