,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
closet,0.869164,1.2513194,1.1361656,1.0221083,1.06486,1.2379705,0.9546195,1.3083525,0.9667865,0.68613386,1.2274978,0.7184129,0.99818534,1.149179,0.74775887,0.98841965,1.0600541,1.0744041,0.9107593,1.2380381,0.83270174,0.87694854,0.97194463,0.98524445,1.1611992,1.2811371,0.7656442,0.82342696,1.2280394,0.0,0.8224323,1.192054,0.7036726,1.1796176,1.2787311,0.6408912,1.1545054,0.88323784,0.88624614,0.58911276,0.99000496,0.99776816,1.2978189,1.0035268,1.351222,1.0065935,1.0725434,0.9090583,1.0696666,1.035134,0.9114085,1.2655623,0.98897684,1.0708162,1.3145889,0.9667932,1.103366,1.1027201,1.1999893,1.1463802,0.76427335,0.8899241,1.0698893,0.8312333,1.14135,0.7978288,1.165756,1.0648072,0.92130893,0.90147924,0.8445519,1.1418012,1.2343471,1.2059164,0.9731373,1.2455641,1.1300817,1.2815784,0.9446379,1.0912385,0.8858502,0.9570345,1.0122129,1.024725,1.2695167,1.3270693,1.2403419,1.0626494,1.0544386,0.864696,1.194407,1.0020704,1.1729745,1.104618,1.1791832,0.79969156,1.0474956,0.59363127,1.014205,1.0317118,0.9060333,0.8279501,1.1694651,0.83870614,0.9692169,0.788857,1.2982602,1.0485119,1.156059,0.91854703,1.0579104,0.8494064,0.79035074,0.8238369,1.270498,1.3888274,1.1997585,0.8554594,0.88630897,1.0934119,0.89741445,0.7321926,0.6728835,1.271734,0.7967917
comb,0.8525693,1.271342,1.2469759,1.0526993,0.91248345,1.2434874,1.1498926,1.1635671,0.65369904,0.8372155,1.203809,0.79366285,0.9964433,1.1637305,0.68172145,0.9284915,1.1631961,1.1277444,0.94559556,1.2614144,0.9413168,1.0157458,1.063352,1.1052494,1.1724544,1.1534445,0.76573783,1.0564249,1.1041067,0.8224323,0.0,1.2463931,0.81313086,1.1527388,1.156621,0.7722328,1.2195976,0.9582586,0.9582749,1.0612624,0.98532796,0.9275731,1.3441378,0.99298,1.1357044,0.86222327,1.1750854,0.8748715,0.9406381,1.0464039,0.9404232,1.1976717,0.7984787,0.9083689,1.0982634,0.9069238,1.067362,0.9451291,0.98570955,1.106601,0.91562176,0.9061696,1.2254525,0.85585123,1.0206823,0.99277705,1.1947203,0.9617766,0.67748487,0.9807856,0.8619354,1.0215421,1.2784874,1.2088284,0.9610022,1.1976497,0.9959409,1.3203938,1.0354228,1.0836018,0.8290993,1.0448136,1.0243013,0.9977869,1.1561584,1.1397617,1.238351,0.9154141,0.9647383,0.84561884,1.199649,1.1214919,1.1640711,1.0938572,1.169149,0.8741594,0.93309194,0.9361135,1.0924451,0.9425474,0.934607,0.87686485,1.0427536,0.94032466,1.0253475,0.8952715,1.247975,0.9020517,1.0501928,0.9312041,1.0762324,0.86697185,0.86256593,0.8795522,1.1585753,1.2776955,1.0043968,0.6407856,0.810302,1.0884045,0.8879536,0.8471954,0.71687454,1.2298895,0.994729
cookie,1.3023124,0.8301231,0.71604675,1.1134179,1.2404445,0.76688313,0.8139835,0.6826186,0.7962305,1.30193,0.65640235,1.223005,1.205068,0.9583859,1.4060061,1.0758235,0.7799469,0.7457231,0.92238057,0.1584714,1.2558093,0.9989824,0.9742279,0.8562857,0.79618275,0.90154696,1.2057712,0.95598865,0.670397,1.192054,1.2463931,0.0,1.400351,0.122661114,0.6644372,1.3765315,0.72450167,1.1427695,1.0364152,0.9513059,1.0275483,1.2940781,0.55368114,1.2375747,1.0141743,1.3039553,0.74915004,1.029714,0.9381473,1.1442565,1.2342045,0.89791644,1.3761725,1.1159137,0.97767854,1.3136656,0.8360878,1.2450421,0.9407152,1.0228368,1.2479987,1.3666992,0.7099143,1.3694801,0.7962108,1.1825294,0.6669578,1.0194595,1.4047012,1.1622903,1.2091047,1.0603845,0.5701364,0.7227968,0.8493825,0.9286338,1.1162734,0.59810233,0.88778,0.90943533,1.4333802,1.2891936,0.8588857,0.5073161,0.6324716,0.6410904,0.85203755,1.1506337,1.0320762,0.8790707,0.099012256,0.80731493,0.51489466,1.0010961,0.89698946,1.0404419,0.82432795,1.2263178,0.9880833,0.95254916,1.4051249,1.0495142,0.808194,1.1683335,0.7851772,1.2067568,0.806356,1.233737,0.84604704,1.1290854,0.997498,1.2375449,1.3596759,1.2177534,0.5778095,0.82675755,1.1089051,1.3120184,1.0063614,0.88262296,1.0685503,1.1966362,1.2929103,0.71285623,1.2346271
couch,0.7269646,1.1163003,1.3732884,1.0972736,0.60753393,1.4243987,1.2639866,1.3281381,1.1985364,0.35184377,1.2633013,0.5678773,0.99707115,1.3434882,0.30228662,1.1690767,1.3359001,1.3272452,1.1387829,1.4550296,0.93795836,1.2354795,1.3060312,1.1211294,1.2828823,1.2361003,0.7405298,0.9810772,1.3475661,0.7036726,0.81313086,1.400351,0.0,1.3492644,1.4846897,0.3996169,1.4930844,0.9384309,1.1610852,0.839205,1.080303,0.5832988,1.3953564,0.64839864,1.1191094,0.7623514,1.4422312,1.0386792,1.309063,1.1936202,0.90465796,1.2009795,0.50211996,0.8034767,1.2750375,0.5287612,1.1499493,0.80943835,0.9083913,1.2168977,0.8492441,0.38394117,1.3358607,0.3196258,1.3763416,0.8670072,1.488023,1.111764,0.41371834,0.78218544,0.66796756,1.0679268,1.3869212,1.2540222,1.0872191,1.1504302,0.92036206,1.4667788,1.0977392,1.3103359,0.33379793,0.73727924,1.1736645,1.1932814,1.3733706,1.414958,1.3660485,0.9392656,1.1468327,0.65211207,1.3795321,1.3434892,1.5177946,1.2438531,1.0498395,0.9114412,1.207555,0.6939361,1.1807765,1.1725729,0.43944073,1.0351315,1.2543739,0.6155249,1.2382553,0.79489803,1.1874775,0.69975543,1.432796,1.0213618,1.2536857,0.60354716,0.34118712,0.53583074,1.4795141,1.238169,1.0330268,0.68474764,0.80153555,1.4054861,1.1386997,0.7501214,0.88343066,1.3159986,0.635381
cracker,1.2154356,0.96630865,0.8678789,1.0654027,1.1433096,0.9055183,0.9254636,0.7654022,0.79214096,1.2595952,0.82078075,1.190051,1.1524218,1.0432892,1.298131,1.0953935,0.83655,0.8058961,0.9254478,0.09853202,1.2362524,1.0159695,0.95600605,0.9710177,0.9492813,1.0201914,1.1533594,0.9794529,0.76224226,1.1796176,1.1527388,0.122661114,1.3492644,0.0,0.7756368,1.29997,0.7510896,1.1248205,0.9876907,0.9747553,1.0305878,1.2238462,0.70637953,1.2077038,1.0695953,1.2180518,0.8552183,1.0324957,0.9548652,1.1401889,1.1580142,0.9719502,1.3335356,1.1276609,1.0726626,1.236881,0.7231855,1.1843932,1.0663494,1.0471244,1.2064973,1.2898985,0.6865685,1.2971355,0.811322,1.1871601,0.78156996,1.0266082,1.3312278,1.1027648,1.1828909,1.0748253,0.63624024,0.8792774,0.7978014,1.035923,1.1795151,0.6741754,0.88014466,0.90722513,1.3324871,1.2833819,0.86007166,0.28674436,0.8068737,0.7948016,0.98256373,1.1820997,1.0325748,0.9581595,0.030035377,0.8557466,0.54008186,1.0128909,1.0163524,1.052828,0.8829314,1.1313413,1.0721636,0.95431095,1.3214606,1.0237343,0.8003286,1.1239661,0.89411485,1.139326,0.9667426,1.1776161,0.8745632,1.0619415,0.9723222,1.194739,1.2995381,1.1498618,0.68392164,0.9666119,1.112869,1.2303103,0.9219725,0.98560476,0.9871044,1.1563354,1.2684194,0.8959656,1.1959202
crayon,1.389991,0.5511333,0.48556244,1.1610994,1.3197439,0.73429894,0.82773995,0.61404955,0.7273172,1.4169002,0.28469014,1.3503127,1.245989,0.9235617,1.4992772,1.0440329,0.775079,0.6966928,1.0186068,0.6761874,1.0992919,0.96321917,0.97583205,0.7155989,0.52094567,0.5152981,1.3097695,0.84005326,0.6350955,1.2787311,1.156621,0.6644372,1.4846897,0.7756368,0.0,1.5063305,0.7480848,1.3189523,1.0829452,0.92855227,0.8593013,1.4202404,0.5242911,1.319376,0.7986155,1.4570475,0.626369,1.1007192,0.4331479,1.1273454,1.3602831,0.65179646,1.3209316,0.92713445,0.7578035,1.3772813,1.2011725,1.3038015,0.7780468,0.86614823,1.2684543,1.5154839,0.9640936,1.4891212,0.21604383,0.93053746,0.51136005,1.2081486,1.4606745,1.1918967,1.3645536,0.99751836,0.735121,0.38293552,0.8176734,0.601019,1.0742973,0.6811455,0.760406,0.9586929,1.5162297,1.2745551,0.68131214,1.0794884,0.13084316,0.08892429,0.78579956,1.14819,1.0491848,0.8034198,0.7335566,0.7540057,0.58073264,0.9406279,0.9444422,1.1019424,0.7661499,1.287833,0.9862482,0.7327747,1.5044485,1.1940585,0.6487377,1.1379712,0.6756095,1.1560248,0.42251444,1.1855578,0.3354839,0.9666431,1.0572395,1.4013244,1.4603539,1.3785441,0.49720109,0.57657814,1.1005671,1.3556405,1.1806641,0.90556717,1.1507137,1.2820082,1.1533903,0.3621801,1.26947
crib,0.74631447,1.3926991,1.4199405,1.0697017,0.7090408,1.4137828,1.2793119,1.3721439,1.0577152,0.32847738,1.4649575,0.31919706,0.98841584,1.3347342,0.32483995,0.9520156,1.2951914,1.2985704,0.9826211,1.4160051,0.73070544,1.0875273,1.199856,1.1888897,1.3317058,1.4245334,0.7572212,0.750018,1.2872124,0.6408912,0.7722328,1.3765315,0.3996169,1.29997,1.5063305,0.0,1.3632597,0.8940165,0.96089,0.84306276,0.995995,0.67160434,1.4945567,0.80015886,1.2529523,0.81508064,1.3841753,1.0484278,1.262984,1.198002,0.7637662,1.3782248,0.79653513,0.9891686,1.2835574,0.65862226,1.0276293,0.7998779,1.2638662,1.2568578,0.56757426,0.57630885,1.1547313,0.5521405,1.2887485,0.7659092,1.4431703,1.0716516,0.63383627,0.6986544,0.616444,1.108155,1.4220142,1.4375685,1.0983616,1.3653231,0.9868298,1.5101436,1.1510407,1.2376757,0.47236347,0.85293347,1.1151733,1.11284,1.4755758,1.5015022,1.44729,0.9455399,1.0372525,0.9914826,1.32737,1.2331854,1.4097109,1.2375073,1.1509418,0.97903556,1.2228173,0.6159661,1.1868021,1.0721823,0.6027553,1.009454,1.226307,0.6728421,1.1805191,0.7086126,1.4918118,0.9592074,1.3768793,1.0371628,1.1654783,0.5604888,0.57390773,0.5037874,1.4026008,1.4293122,1.0680693,0.6353588,0.8146978,1.1897014,0.83301216,0.6791632,0.6005793,1.5057433,0.5235971
cup,1.3141072,0.87818575,0.8105494,0.6694956,1.3650148,0.71681774,0.756295,0.8687165,0.72307026,1.382832,0.70288754,1.3186076,1.0725325,0.9113072,1.4876956,0.90252924,0.29420686,0.4835466,0.711095,0.61121976,1.1198661,0.42853087,0.83705795,0.59096444,0.6221565,1.0100536,1.209667,0.8547343,0.73337966,1.1545054,1.2195976,0.72450167,1.4930844,0.7510896,0.7480848,1.3632597,0.0,1.1100261,0.7128273,1.041912,0.9484215,1.2949231,0.7005274,1.3410002,1.1117694,1.2724589,0.5755207,1.0454537,0.8806413,1.0268905,0.86760587,0.90108865,1.3606685,1.1788077,1.0058355,1.3618631,0.8638095,1.2877146,0.9448999,0.9238759,1.1944842,1.4345005,0.31608045,1.4724927,0.84240454,0.94707036,0.5027064,1.1616068,1.4316018,1.1222496,1.259906,1.1666096,0.60329974,0.83613074,0.8880063,1.0321023,1.2663522,0.6988151,0.6992836,0.839422,1.4705919,1.2653084,0.7371903,0.87650657,0.7871198,0.79747295,0.96398056,1.2103825,1.049866,1.0032344,0.6898932,0.542011,0.5176888,0.89360666,0.96477914,0.9643279,0.7255702,1.1372687,0.9707777,1.0484514,1.3920119,1.0518477,1.0051882,1.2159532,0.65132093,1.1372404,0.85423076,1.2336137,0.72466946,1.0436982,0.91118735,1.2852782,1.4732729,1.265913,0.42883718,0.9652417,1.0991464,1.2557828,1.1685697,0.6541834,0.9336411,1.2188435,1.064528,0.7452179,1.2752838
dog,0.60921544,1.317452,1.1503117,1.0472612,1.0820792,0.9456114,1.0554258,1.1706485,1.1927264,0.89953315,1.3377814,0.9013794,0.8210951,0.7113736,0.87024164,0.8596164,1.1617388,1.2033374,1.0704205,1.1419592,1.1383212,1.1270038,0.97081834,1.2565498,1.1482725,1.1609403,0.2905177,1.2327958,1.1733094,0.88323784,0.9582586,1.1427695,0.9384309,1.1248205,1.3189523,0.8940165,1.1100261,0.0,0.832106,1.1367459,1.1236506,0.9193002,1.1962719,0.93539613,1.2298392,0.687752,1.101016,0.9626272,1.1602427,0.6442688,0.938023,1.2294118,0.9312695,1.1189064,1.1543062,0.8349174,1.039526,0.97884685,1.1195694,0.6526814,1.0195312,0.95479023,1.010638,0.9864461,1.2250224,1.0744333,1.225638,0.9344583,0.92208064,1.0559485,0.8769765,1.1373763,1.1034788,1.236135,1.1743647,1.2775035,1.0535717,1.1219991,1.1951554,0.7403773,0.9780274,0.99523556,1.2364026,1.0545306,1.3067154,1.3379316,0.92117625,0.95014715,0.56030303,1.1353644,1.1445737,1.0743794,1.1782981,0.43902218,1.0288005,1.085309,1.1794885,1.0402867,0.38972104,1.0673747,0.9517079,0.95878416,1.0321765,1.0166024,1.1264874,0.8945233,1.3182125,1.0436472,1.1933079,1.1552728,0.8927953,0.9073502,0.9629809,0.9378384,1.2723048,1.274091,0.8537444,0.99922407,0.90235704,0.8878878,0.9556616,0.90355796,1.1128814,1.2239277,0.97047293
doll,0.99054796,1.240922,1.1191226,0.7813694,1.2302637,0.8885891,0.77172625,1.1706502,0.7427627,1.1325151,1.1695205,1.0786408,0.85130095,0.84685946,1.1058363,0.7155806,0.9266549,0.84083396,0.6666923,0.8755609,1.0047413,0.7481892,0.8316311,1.1892854,0.91342014,1.3542994,0.90583766,0.8603529,1.0606291,0.88624614,0.9582749,1.0364152,1.1610852,0.9876907,1.0829452,0.96089,0.7128273,0.832106,0.0,1.1732147,1.0311568,1.0397118,1.0753243,1.1085563,1.234962,0.9740577,0.62500703,1.0097232,0.89426994,0.87627244,0.8210988,1.0970911,1.2114885,1.210525,1.2227468,1.0071015,0.86321175,1.0752842,1.0582117,1.1369452,0.96986735,1.1611134,0.844146,1.2136075,0.9349898,1.133888,0.94844985,1.1235375,1.245448,1.144087,0.9984725,1.2235907,0.9787719,1.1897389,0.819053,1.3219538,1.1730055,0.9495316,0.8138703,0.7629279,1.1561191,1.1759443,0.7971154,0.908489,1.2138101,1.1936923,1.0569931,1.1829057,0.8525641,1.0661111,0.93965185,0.7941278,0.81501293,1.0017668,0.96484756,0.8408911,0.88297176,1.0630436,0.9532987,0.9862749,1.1436564,0.934439,1.0889459,1.1841831,0.86824363,0.8242079,1.3222712,1.2088181,0.8592234,0.8224915,0.9506675,0.9963752,1.193359,1.095391,0.95426434,1.2820786,1.0710461,0.9378351,0.85640705,0.7058717,0.7813181,1.0117103,0.92636555,1.1782863,1.1305693
door,1.1695989,0.88637584,1.084917,1.1549011,1.071867,1.1900368,0.9411526,1.0776588,0.8747507,0.8839398,0.79949176,0.83057296,1.1514744,1.1374099,1.0387992,1.0584686,0.9639201,1.0474851,0.8724305,1.0466608,0.90449834,0.82387066,1.007058,0.59458303,0.84974086,1.0397497,1.0468729,0.6466268,0.9368199,0.58911276,1.0612624,0.9513059,0.839205,0.9747553,0.92855227,0.84306276,1.041912,1.1367459,1.1732147,0.0,0.7335845,1.1701385,1.0753204,1.0868878,1.1179469,1.3373294,1.0659641,1.0026081,0.8810439,1.1904355,1.2090809,0.948874,1.1335902,0.98985434,1.2843258,1.1025465,1.2557333,1.211812,0.9831644,1.0530862,1.0486004,1.0747694,1.0484653,1.0663413,0.8990511,0.54858524,0.8115722,1.2415669,1.1779879,0.7560374,1.0861388,1.1240598,1.1031867,0.96256006,0.9369823,0.9721892,1.0658756,1.1851068,0.6425331,1.0755477,1.1438136,1.0932555,0.79156727,0.9962278,0.91881776,0.915386,1.0872755,1.2030313,1.1525142,0.75363463,0.990128,1.0149933,1.0191486,1.0536081,1.1680027,0.97193635,0.8211295,0.46384466,1.0771396,0.9675105,1.1129296,1.0670979,1.0703542,0.62365794,0.7946308,0.90987444,0.94773656,1.0873802,0.92865777,0.9915598,1.1882399,1.065611,0.9865163,1.0252728,1.0074059,1.0579721,1.2594235,1.1298082,0.98084193,1.2585745,1.076887,0.91937244,0.8196037,0.9930187,0.7228979
drawer,1.2654674,0.8377476,1.0629078,0.9691528,1.059502,1.0202508,0.9723061,1.1060705,0.7938795,1.1718034,0.7447487,0.91000175,1.036251,1.051523,1.1842347,0.853553,1.0476626,0.9021787,0.8355354,1.0169736,1.0760306,0.8569457,0.827115,0.8411169,0.86294097,1.0894154,1.1079593,0.87486327,0.8287993,0.99000496,0.98532796,1.0275483,1.080303,1.0305878,0.8593013,0.995995,0.9484215,1.1236506,1.0311568,0.7335845,0.0,1.11533,1.1545488,1.1886473,0.95514584,1.2236708,1.0438455,0.91643906,0.7125164,1.0577053,1.0704465,0.93182653,1.1534722,1.1553802,1.1033353,1.1998631,1.1468328,1.0523304,1.0017843,0.9423347,1.171479,1.2304416,0.98008525,1.1809304,0.6812682,0.8222556,0.88717973,1.1329195,1.1863157,0.9118456,1.1681423,0.9973011,1.1769168,1.066752,0.89508903,0.92736554,1.0548493,1.0726252,0.50031775,0.972446,1.2219527,1.1255666,0.7102283,0.963551,0.91027105,0.83227885,1.0913852,1.1724737,1.1166475,1.0063403,0.99644816,1.0211774,0.77712846,0.9577421,1.1902668,0.84522605,0.50298655,0.7367945,1.1412251,0.67308664,1.2275581,0.9462688,0.83462185,0.811168,0.5958524,1.1122034,0.9391461,1.152434,0.7324302,1.0075461,1.0171647,1.1864794,1.1144953,1.206182,0.929759,1.0104685,1.0264424,1.0216751,1.0789545,1.0573754,0.7757037,1.0793327,0.97021973,0.9920415,1.0900005
dress,0.77756715,1.24344,1.2974598,1.0531555,0.6222459,1.2106698,1.2079303,1.2933664,1.1866306,0.71104527,1.3749204,0.8403435,0.7780413,1.2079736,0.6093439,1.0289222,1.2471948,1.3477014,1.0802604,1.3162599,0.8978126,1.2248685,1.1535897,1.2652693,1.3376105,1.2466335,0.94632465,1.2257886,1.1831304,0.99776816,0.9275731,1.2940781,0.5832988,1.2238462,1.4202404,0.67160434,1.2949231,0.9193002,1.0397118,1.1701385,1.11533,0.0,1.2912195,0.67283773,1.0776165,0.67439383,1.2553805,1.031929,1.340135,0.9505769,0.80534387,1.2469119,0.75986624,1.0623629,1.100419,0.5278951,0.9622863,0.7907183,1.1386099,1.1218836,0.81302756,0.40096164,1.1455684,0.5218725,1.311451,1.1590123,1.3759121,1.0009458,0.6746001,0.9883665,0.6521888,1.0065222,1.2923905,1.239398,1.2155224,1.1488543,1.0084742,1.3020637,1.2959071,1.0969584,0.35709393,0.7167402,1.2095932,1.0596733,1.3506676,1.381341,1.2187102,1.0058732,0.9810312,1.1620384,1.2591041,1.2752876,1.3430266,1.1280333,1.1122386,1.1259205,1.1709129,0.8917647,1.0737065,1.0505065,0.36819297,0.9331305,1.1159993,0.91454774,1.3046105,1.0020188,1.3044322,0.8405155,1.3959953,1.0370882,1.0605196,0.6299372,0.58844113,0.69959766,1.3804379,1.2294366,0.8270017,0.63983166,1.0779544,1.1179749,1.0611318,0.84744936,0.9311694,1.3102971,0.77379024
egg,1.333569,0.62203455,0.40536714,1.0786265,1.2180177,0.49756968,0.70917684,0.55312896,1.1010298,1.3745474,0.5266864,1.3470539,1.2591254,0.7035696,1.4624155,1.2610003,0.7167576,0.78356755,1.076025,0.50130755,1.2266414,1.0597881,1.021185,0.7952827,0.67482257,0.54651356,1.2521479,1.0074048,0.6871213,1.2978189,1.3441378,0.55368114,1.3953564,0.70637953,0.5242911,1.4945567,0.7005274,1.1962719,1.0753243,1.0753204,1.1545488,1.2912195,0.0,1.1283534,0.71556544,1.246523,0.5182457,1.2494646,1.0010973,1.1240748,1.2651516,0.67298836,1.248581,1.0118462,0.55054367,1.2553362,0.8031446,1.1939732,0.74170995,0.9413731,1.3157903,1.2919149,0.8289498,1.388804,0.93735826,1.0880368,0.5760733,0.919281,1.3274558,1.2220992,1.3176552,0.9928965,0.30467355,0.2905252,1.0615791,0.691133,0.9285201,0.21720624,0.97410506,0.98413163,1.4070177,1.245019,1.0084395,1.0666329,0.4281299,0.47445273,0.5343772,0.98859775,1.087781,0.9607264,0.6668819,0.7893543,0.71524036,0.99750376,0.569821,1.250792,0.95519704,1.2636421,0.76612645,1.1660799,1.3541421,1.2988694,1.0100089,1.1815839,0.97898966,1.2699535,0.50165427,1.1453202,0.8866808,1.1412517,1.0283223,1.3303312,1.309471,1.2753947,0.54544455,0.40979242,1.0214615,1.4372098,1.1248676,0.7501687,1.3282635,1.2897793,1.3446732,0.39498258,1.2346189
face,0.94007933,1.1642617,1.0984272,1.0478618,0.6241985,1.1610451,1.213361,1.1758409,1.3018429,0.8682249,1.289599,0.8342754,1.049701,1.1478786,0.78376746,1.1724811,1.2610068,1.3161242,1.1338887,1.2837305,0.99644196,1.3317925,1.1556888,1.2648283,1.2924678,1.0498425,0.90647274,1.2935022,1.2152207,1.0035268,0.99298,1.2375747,0.64839864,1.2077038,1.319376,0.80015886,1.3410002,0.93539613,1.1085563,1.0868878,1.1886473,0.67283773,1.1283534,0.0,0.8185024,0.8391082,1.2603648,0.98949784,1.2466373,1.1578679,0.8826533,0.7397507,0.7964432,1.0298787,0.8961473,0.40444762,1.0045729,0.669387,0.9877227,1.1566446,0.95430225,0.42793536,1.1845895,0.61539835,1.328598,1.0349578,1.2909305,0.9932587,0.7604861,0.98526555,0.85194457,0.72065055,1.2307367,1.0457261,1.333059,0.8686745,0.5850429,1.2045811,1.3090522,1.2121761,0.59515405,0.82607967,1.2497879,1.1194919,1.2093694,1.2525542,1.140073,0.9581586,0.953331,1.188778,1.2526429,1.1441495,1.3791686,1.1487725,1.054422,1.2479109,1.3056269,0.90444565,0.9150022,1.1775802,0.4905312,1.0349827,1.2566445,0.9336957,1.3300157,0.98892725,1.1766492,0.8659013,1.3313301,1.1181513,1.0303532,0.80000454,0.49760175,0.8983536,1.386399,0.9117512,0.729561,0.74732417,1.1234925,1.257959,1.2006577,0.8253148,1.0582292,1.1419971,0.8108028
finger,1.2002236,0.5565273,0.81107485,1.0272212,0.68468904,0.8745192,1.031787,0.80922717,1.2021376,1.2465842,0.8005901,1.2095222,1.1259024,0.86311334,1.1715331,1.1767297,1.0766851,1.0719573,1.2017212,1.0249504,1.1390811,1.2023021,1.1346867,0.93762904,0.98340565,0.555935,1.2299508,1.1735092,0.96757096,1.351222,1.1357044,1.0141743,1.1191094,1.0695953,0.7986155,1.2529523,1.1117694,1.2298392,1.234962,1.1179469,0.95514584,1.0776165,0.71556544,0.8185024,0.0,1.0524099,1.1344564,1.0587407,1.0640818,1.1457245,1.1791875,0.63710403,0.6990385,0.9141633,0.4473883,1.0202329,1.0028439,0.39853543,0.75651574,1.0577922,1.2867891,0.9852797,1.1235697,1.0542672,1.0104086,0.9342138,1.0506599,1.0046347,0.83855104,1.0589238,1.1962404,0.5444039,0.946272,0.733386,1.2469628,0.3984511,0.5014112,0.7926017,1.1165313,1.1751072,1.063669,1.01369,1.0929295,1.1865396,0.78269804,0.7243537,0.7388988,0.894109,1.0728527,0.93760246,1.1118475,1.1162394,1.1328113,1.1297791,0.7764977,1.2875059,1.110906,1.1587099,1.0335498,1.1565003,1.0128781,1.135797,1.0410856,1.1403967,1.2078816,1.1980171,0.5422225,0.6455466,1.0571586,0.9882797,0.9419664,1.192584,0.9900227,1.2339531,1.0083635,0.18709415,0.6871724,0.93873924,1.1604476,1.1520412,1.3151306,1.1920795,1.2769439,0.7017648,1.1602085
fish,0.53707004,1.3142205,1.3596857,0.913093,0.7532324,1.1105835,1.2255677,1.0789055,1.3285985,0.8265575,1.4785106,0.88330644,0.6262395,0.8616555,0.64978653,1.0354875,1.2997391,1.1875122,1.2441908,1.2539786,1.02682,1.2651603,1.0972126,1.3832532,1.3311932,1.1719964,0.7150375,1.3541023,1.3122991,1.0065935,0.86222327,1.3039553,0.7623514,1.2180518,1.4570475,0.81508064,1.2724589,0.687752,0.9740577,1.3373294,1.2236708,0.67439383,1.246523,0.8391082,1.0524099,0.0,1.255956,0.97864854,1.2689908,0.71731484,0.8327939,1.2853892,0.602124,0.89601845,0.970223,0.79173416,0.8946802,0.67614055,1.1454282,1.0522509,0.83375597,0.65288997,1.1503514,0.63132834,1.339736,1.2319562,1.4410273,0.77994204,0.516919,1.0065633,0.88382655,0.9853562,1.1128777,1.3805238,1.0555998,1.1683662,0.93418145,1.1276189,1.3758264,0.9169126,0.5676263,0.7851001,1.3369627,1.1009725,1.428065,1.4314353,0.9547323,0.73850226,0.9562329,1.0951827,1.2489324,1.2288454,1.2206355,1.0419052,0.9445358,0.9693577,1.3707533,1.0623187,0.8392287,1.1070716,0.6011163,0.8711403,0.8379677,0.99099267,1.3284912,0.9493633,1.3171027,0.761927,1.2491794,0.8094679,1.0354203,0.87157774,0.7623099,0.82483816,1.3557199,1.2078502,0.6821281,0.6665112,0.88477385,1.05971,0.9162589,0.9057275,1.060749,1.3616402,1.059905
flower,1.2493372,0.91441095,0.5941795,0.870129,1.355718,0.65937424,0.5873718,0.8325945,0.86354506,1.3665941,0.67419565,1.3402748,1.0619864,0.7931056,1.4282712,0.97588575,0.7307019,0.66215193,0.8815882,0.68681055,1.0700281,0.86666435,0.526297,0.96731526,0.616356,0.8921191,1.2047967,0.85944784,0.7680013,1.0725434,1.1750854,0.74915004,1.4422312,0.8552183,0.626369,1.3841753,0.5755207,1.101016,0.62500703,1.0659641,1.0438455,1.2553805,0.5182457,1.2603648,1.1344564,1.255956,0.0,1.060623,0.75377244,0.93466544,1.0138907,0.82367945,1.4216783,1.0741313,0.89427197,1.2922823,0.850791,1.3411055,0.9734497,0.9788669,1.0943286,1.3846589,0.8150212,1.4203404,0.8309138,1.1123035,0.43249047,1.0248697,1.502795,1.3233835,1.2426705,1.1434509,0.5738188,0.6021916,0.94380414,0.9964888,1.2184613,0.56974465,0.82666785,0.7676767,1.408159,1.2520944,0.8365433,1.0268635,0.62713164,0.6794586,0.7799256,1.1185932,1.0434661,1.059535,0.78735185,0.5817092,0.64022315,0.95861924,0.7925818,1.1020789,0.7941879,1.2480989,0.88613117,1.0207654,1.3902425,1.0635657,1.080099,1.1929628,0.7490531,1.1251234,0.8307475,1.3465528,0.64810926,1.0280932,0.9855686,1.2648152,1.4133828,1.3245084,0.663043,0.93304557,1.1873,1.3410344,1.1068429,0.50463927,1.0201261,1.1155301,1.1256093,0.5900588,1.1783164
