,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
ladder,1.1050239,0.86344266,1.0820684,1.1047515,1.0372978,1.1848986,1.1553679,0.99403363,0.96041554,0.89642656,0.8007133,0.74631137,1.1688944,1.0907654,0.95831347,1.086059,0.8609411,1.0006764,1.0295973,1.219342,0.93018365,0.815275,1.1378723,0.5738752,0.72222817,0.8730358,1.0093755,0.66509175,1.0335317,0.7978288,0.99277705,1.1825294,0.8670072,1.1871601,0.93053746,0.7659092,0.94707036,1.0744333,1.133888,0.54858524,0.8222556,1.1590123,1.0880368,1.0349578,0.9342138,1.2319562,1.1123035,0.96844375,0.97237813,1.2360767,1.0311701,0.90437096,0.8492699,1.0509732,1.0378703,1.0885453,1.2831807,1.0478503,0.94284725,1.0950791,1.0581367,1.0207098,0.98742515,0.987234,0.95986617,0.0,0.94767547,1.2200384,0.8950442,0.658917,1.0338045,1.0853045,1.1289319,0.96818167,1.154174,0.9579892,0.9810897,1.2174898,0.81245065,1.1422213,1.0430702,0.9730885,0.9119889,1.2214059,0.8821801,0.8584814,1.1113157,1.0405723,1.1260164,0.7586503,1.1863393,0.93343866,1.0799226,1.1090577,1.1103828,1.067172,0.99009985,0.6665896,0.9809541,1.0482495,1.0850921,1.1567826,1.017413,0.82006836,0.9278923,0.8033352,0.820254,0.9422625,0.9566626,1.099381,1.120822,1.0360903,0.9036582,1.0057939,1.048995,0.93285483,1.2186506,1.1071562,1.0695034,1.2487822,1.0740795,0.85162383,0.79158664,0.92157936,0.8181069
lamp,1.3969125,0.6582188,0.65347934,1.0213178,1.3788755,0.6818049,0.6671199,0.75877166,0.78148806,1.4349759,0.41843903,1.2804396,1.1098828,0.81498826,1.553644,1.0905514,0.66365755,0.65983546,0.86074054,0.6649068,1.088589,0.7482838,0.6566942,0.66707945,0.4425283,0.80214846,1.2819772,0.73502815,0.522956,1.165756,1.1947203,0.6669578,1.488023,0.78156996,0.51136005,1.4431703,0.5027064,1.225638,0.94844985,0.8115722,0.88717973,1.3759121,0.5760733,1.2909305,1.0506599,1.4410273,0.43249047,1.0331005,0.730112,0.986654,1.2367241,0.6794269,1.3979492,1.0547775,0.9697495,1.362153,1.0645846,1.4283507,0.83214986,0.82224274,1.2878888,1.4502491,0.7933454,1.4802475,0.7212915,0.94767547,0.0,1.1780816,1.5493838,1.1957242,1.3427329,1.0918436,0.6448483,0.54127884,0.8889922,0.82688385,1.1758046,0.67353714,0.6869367,0.7189695,1.5241587,1.2483025,0.73020494,1.004521,0.5083803,0.5328622,0.73619354,1.2754695,1.1144288,0.95471686,0.70956993,0.60543287,0.597648,0.86729234,0.9191658,0.99109143,0.6012835,1.173732,0.9081046,0.9473322,1.4609718,1.0939578,0.94808316,1.1249247,0.51652074,1.196232,0.61685944,1.2625134,0.60007846,1.0963062,1.0726924,1.3664072,1.4215081,1.3984455,0.5062228,0.765684,1.1596317,1.4391675,1.1806918,0.8117665,1.1591775,1.1466231,1.1519678,0.5099263,1.150606
melon,0.88160855,1.2246939,0.8585728,0.8500881,0.97679687,0.82088274,0.8000339,0.8873424,1.232343,1.1169418,1.2936124,1.0086268,1.060919,0.73899126,1.0483274,0.96549255,1.0326864,0.9474733,1.0989199,0.9794551,0.9961984,1.0427699,0.8737072,1.1156301,1.189603,0.9788335,1.0093524,1.2925824,1.0367694,1.0648072,0.9617766,1.0194595,1.111764,1.0266082,1.2081486,1.0716516,1.1616068,0.9344583,1.1235375,1.2415669,1.1329195,1.0009458,0.919281,0.9932587,1.0046347,0.77994204,1.0248697,0.9678736,1.1401631,0.8824188,0.8366404,1.1990561,1.0186523,0.9617324,0.745071,0.9766484,0.5181192,0.88948476,1.1304002,1.0540799,0.94628406,1.0168896,1.0345691,1.034461,1.185416,1.2200384,1.1780816,0.0,0.8861069,0.93896013,1.0401272,0.9444071,0.7508017,1.151347,1.1453297,1.1757067,0.9540117,0.62996876,1.1885687,1.0487027,1.013412,1.073783,1.1953163,0.9616098,1.246058,1.2574813,0.71859086,0.5709308,0.9290499,1.3089039,1.058327,1.1551654,1.0659382,1.0064746,0.7455501,1.1072475,1.1810925,1.1007453,0.9893615,1.0932728,1.0675838,1.0831245,1.0069146,1.0048039,1.1476775,1.1421126,1.1882035,1.0769513,1.1474531,1.0711441,0.6079598,1.0518441,1.0109537,1.020277,0.97777814,1.0772612,1.0223563,0.98667014,1.1145127,0.8137965,0.87620217,1.0189861,1.018656,1.2437773,1.0949895
mitten,0.63505656,1.0957083,1.3554411,0.9892522,0.59903586,1.313118,1.316504,1.1311228,1.2718503,0.6213996,1.3656623,0.6692859,0.9235789,1.1345251,0.3782962,1.1801358,1.281646,1.2671185,1.2538866,1.4339033,0.98506355,1.178438,1.2947004,1.1494677,1.295877,1.040274,0.8197294,1.2183236,1.3488284,0.92130893,0.67748487,1.4047012,0.41371834,1.3312278,1.4606745,0.63383627,1.4316018,0.92208064,1.245448,1.1779879,1.1863157,0.6746001,1.3274558,0.7604861,0.83855104,0.516919,1.502795,0.84434974,1.3757031,1.0671254,0.87276256,1.2208123,0.10569441,0.8340611,0.9513673,0.7583969,1.0278112,0.55385506,0.8940543,1.1921929,0.8622024,0.46789157,1.3169374,0.3638121,1.3877897,0.8950442,1.5493838,0.8861069,0.0,0.7928393,0.7934811,0.9805207,1.2887456,1.301863,1.1169646,1.0763131,0.81684643,1.3289101,1.3593792,1.2848191,0.3879646,0.67905426,1.3573835,1.2117796,1.3842748,1.3791776,1.1460224,0.67027736,1.0996878,0.7282702,1.3912511,1.3746341,1.4922891,1.2437053,0.9507693,0.8833721,1.3471534,0.9426551,1.0982406,1.1880016,0.5894562,0.8585211,1.0873704,0.884104,1.3262172,0.9281747,1.035963,0.30286562,1.4665616,1.0378602,1.1200656,0.75945127,0.457264,0.7405352,1.3905778,1.0334948,0.9037885,0.60573804,0.75041866,1.250114,1.1316267,0.90943706,0.960135,1.3108442,0.97371715
mop,0.97068775,1.1252544,1.2537026,0.98283106,0.91923606,1.2320163,1.1987033,0.90984344,1.0487884,0.8533888,1.1395843,0.7866963,1.0586075,1.0827651,0.8589673,1.0343317,1.0870911,0.95596087,1.0562546,1.1606648,0.75986433,0.93865085,1.2068657,0.85053957,0.9961719,1.0364476,1.0067445,0.87530106,1.1610652,0.90147924,0.9807856,1.1622903,0.78218544,1.1027648,1.1918967,0.6986544,1.1222496,1.0559485,1.144087,0.7560374,0.9118456,0.9883665,1.2220992,0.98526555,1.0589238,1.0065633,1.3233835,0.9359242,1.092438,1.1636882,0.90787566,1.1148524,0.86957353,1.0706977,1.1272273,0.96895236,1.1616395,0.9701046,1.0343148,1.1147876,0.81973565,0.93414515,1.11024,0.84674174,1.1089183,0.658917,1.1957242,0.93896013,0.7928393,0.0,0.92893744,1.068424,1.1419108,1.2368176,0.9792427,1.1253275,1.0037857,1.210674,0.96582,1.1545438,0.8805704,0.94049245,1.034078,0.9967961,1.1885588,1.172389,1.082975,0.9677588,1.0732062,0.98656803,1.1222667,1.1941842,1.0478544,1.1178603,1.1931382,0.93438596,1.0849305,0.4948541,1.1115241,1.0833946,0.9486271,1.0874586,0.9927213,0.7370765,1.0154358,0.85323834,1.1235013,0.9822323,1.1055481,0.9759905,1.0142016,0.9096452,0.8713094,0.8844884,1.1919897,1.1376956,1.1483989,0.93032795,0.9398612,1.2621118,0.8320818,0.97893834,0.6558639,1.2336166,0.8659663
motorcycle,0.8207531,1.2766101,1.2484845,1.0803275,0.83717346,1.275289,1.2143718,1.2218455,1.0538384,0.6428718,1.3198771,0.72071505,1.0229161,1.2054856,0.6598229,0.9233471,1.1535933,1.2776291,0.98234284,1.2839798,0.87352127,1.1116735,1.1090517,1.1751939,1.2198092,1.2572513,0.8772284,0.9882735,1.2000494,0.8445519,0.8619354,1.2091047,0.66796756,1.1828909,1.3645536,0.616444,1.259906,0.8769765,0.9984725,1.0861388,1.1681423,0.6521888,1.3176552,0.85194457,1.1962404,0.88382655,1.2426705,0.96831423,1.1956284,1.0628914,0.82657355,1.3152515,0.88911617,1.0644091,1.1971862,0.72781324,1.0028032,0.9044205,1.2176276,1.0504241,0.748576,0.68719673,1.1165795,0.667884,1.2236379,1.0338045,1.3427329,1.0401272,0.7934811,0.92893744,0.0,1.0931947,1.3178124,1.2840619,1.156414,1.3407263,1.0834472,1.3379002,1.2126888,1.1566113,0.6522831,0.7918706,1.1734327,1.0317861,1.3210245,1.3454816,1.2282501,1.0286663,0.9400425,1.1552051,1.1984243,1.1366965,1.3006449,1.038724,1.1799376,0.9295948,1.083964,0.86963284,1.0796306,0.956129,0.6948885,0.90344626,1.1331973,0.9591024,1.2180285,0.95223534,1.3249311,0.9008311,1.2718941,1.1183956,1.0692201,0.026141167,0.70577663,0.64761543,1.3017217,1.3301002,1.0685657,0.79165477,0.98187584,1.0824771,0.9578874,0.8464453,0.73588413,1.3097667,0.71980447
mouth,1.0400113,0.90721333,0.9504713,1.0142926,0.7968167,1.0573933,1.0475011,1.0219486,1.167187,1.1063634,1.0421678,1.0441253,1.0542426,1.0309001,1.0563066,1.1509792,1.1353921,1.1589038,1.1777421,1.1386987,0.9707811,1.2080746,0.9573615,1.1290702,1.122144,0.8909153,1.1154146,1.197124,1.1138508,1.1418012,1.0215421,1.0603845,1.0679268,1.0748253,0.99751836,1.108155,1.1666096,1.1373763,1.2235907,1.1240598,0.9973011,1.0065222,0.9928965,0.72065055,0.5444039,0.9853562,1.1434509,0.96616054,1.0303316,1.0636878,0.9920328,0.7240732,0.94235176,0.9243107,0.58866566,0.894635,1.0598902,0.71770275,1.0540392,0.97652113,1.0306886,0.9462728,1.1137367,0.95937145,1.0693969,1.0853045,1.0918436,0.9444071,0.9805207,1.068424,1.0931947,0.0,1.0630859,0.9335736,1.2312008,0.50202084,0.58604866,1.0335444,1.1641915,1.1481154,0.9486139,0.924513,1.1920803,1.0862647,0.990571,0.96397096,0.96076035,0.96599925,1.0902576,1.1879599,1.1298705,1.1250944,1.1812946,1.0351311,1.0773661,1.1981709,1.1541462,1.0851134,1.090691,1.0805691,0.8818941,0.95668155,1.0887747,1.0363164,1.1865005,1.0179801,0.88028663,0.8912656,1.0679832,0.94815,0.91344017,1.0798098,0.9458656,1.1043878,1.1365168,0.60640407,0.4809264,0.9528888,1.1812199,1.1685638,1.1303513,1.0040109,1.1235411,0.9234609,1.0406595
muffin,1.2262628,0.84509766,0.6237833,0.8242416,1.2747574,0.6351507,0.70808244,0.6639461,1.0232528,1.3576949,0.7573937,1.314242,1.2364901,0.7545591,1.435451,1.2542211,0.68410015,0.6937508,1.011094,0.41806543,1.1754963,0.92132986,0.9380769,0.79427457,0.77446747,0.69258803,1.1672772,0.9843651,0.7818789,1.2343471,1.2784874,0.5701364,1.3869212,0.63624024,0.735121,1.4220142,0.60329974,1.1034788,0.9787719,1.1031867,1.1769168,1.2923905,0.30467355,1.2307367,0.946272,1.1128777,0.5738188,1.1450152,0.9530385,1.0947057,1.1507277,0.8769955,1.2753496,0.97862697,0.8174094,1.2242953,0.6742095,1.219476,0.922042,0.947282,1.2456647,1.342503,0.74243236,1.3774812,0.9872458,1.1289319,0.6448483,0.7508017,1.2887456,1.1419108,1.3178124,1.0630859,0.0,0.62428606,0.9389704,0.9006136,1.0189555,0.22699475,0.94539255,0.9728142,1.4026521,1.3109035,1.0005791,0.9131909,0.70803547,0.7196243,0.677739,0.9889677,1.1297138,1.0291358,0.6070551,0.7944279,0.6446084,0.95687556,0.49727702,1.0832688,0.9648059,1.233215,0.88547724,1.1262139,1.3799728,1.2148621,0.9584446,1.17267,0.95544434,1.1997758,0.7306651,1.1801333,0.83289677,1.0374898,0.885749,1.3123891,1.3579264,1.2400509,0.6319604,0.69728935,1.1244235,1.4081913,1.0097649,0.7459451,1.1117067,1.216169,1.2438467,0.69111216,1.2721468
nail,1.3637757,0.52151096,0.23215002,1.2498279,1.1501743,0.6071256,0.80427915,0.714458,1.0529805,1.2944937,0.35081995,1.2901932,1.2730451,0.9171259,1.3766848,1.2475681,0.75676,0.8696438,1.085325,0.79036415,1.2022612,1.1017003,1.1183372,0.71485233,0.6612445,0.44247627,1.2223814,1.0407195,0.6013468,1.2059164,1.2088284,0.7227968,1.2540222,0.8792774,0.38293552,1.4375685,0.83613074,1.236135,1.1897389,0.96256006,1.066752,1.239398,0.2905252,1.0457261,0.733386,1.3805238,0.6021916,1.1648954,0.9108418,1.1653394,1.3357888,0.5546134,1.1973686,0.89983964,0.5566956,1.1633317,1.1406895,1.2332968,0.65559244,0.9168611,1.3137094,1.2136445,0.9921245,1.2790552,0.89918673,0.96818167,0.54127884,1.151347,1.301863,1.2368176,1.2840619,0.9335736,0.62428606,0.0,1.0876971,0.5221824,0.8619716,0.58492094,0.9238762,1.0531348,1.3167334,1.1789707,0.9717749,1.1610427,0.20327187,0.3086524,0.71765494,1.0949259,1.0767405,0.8609236,0.8557975,0.8167653,0.83453757,0.99166554,0.7803843,1.2303123,0.8553629,1.2067327,0.8242476,1.1780864,1.2625537,1.2615459,1.102839,1.0753309,0.89257836,1.2309377,0.33216292,1.1101907,0.84755474,1.1424711,1.1223785,1.2931068,1.2274098,1.2691603,0.66806334,0.40951264,0.9468019,1.3788953,1.1550182,0.87639225,1.4258581,1.1847713,1.2901661,0.14805353,1.169949
napkin,0.95377976,1.0065174,1.094483,0.8919693,1.205965,1.0929294,0.8146308,1.0661795,0.76295114,0.9616895,0.91979384,1.0631655,1.013633,1.0533816,1.0162233,0.825413,1.045606,0.6972061,0.8959256,0.7566208,0.94181037,0.8640244,0.9579247,1.0200497,0.9350636,1.1075635,1.0827233,0.81863654,0.96641564,0.9731373,0.9610022,0.8493825,1.0872191,0.7978014,0.8176734,1.0983616,0.8880063,1.1743647,0.819053,0.9369823,0.89508903,1.2155224,1.0615791,1.333059,1.2469628,1.0555998,0.94380414,1.0061002,0.6775025,1.0363202,1.0034059,1.132597,1.1594124,0.9758351,1.2753623,1.2791,1.0095801,1.2557927,0.92446756,1.0294584,0.96288925,1.2966576,1.0978957,1.1504678,0.6555321,1.154174,0.8889922,1.1453297,1.1169646,0.9792427,1.156414,1.2312008,0.9389704,1.0876971,0.0,1.1062381,1.2127353,0.98135376,0.753798,0.99934375,1.2277569,1.1596837,0.42923403,0.7715162,0.95609874,0.9017216,1.0583874,1.1708612,1.1180646,0.68603975,0.75986576,1.0101384,0.5705814,1.0389001,1.0268952,0.59687775,0.8768019,1.0208849,1.2118931,0.79158545,1.2708802,0.9162448,0.711411,1.1119806,0.678733,0.8466356,1.0424744,1.0960772,0.6667223,0.76486456,1.1037306,1.1597277,1.2817271,0.9028858,0.82849544,1.2032328,1.222756,1.0849767,0.45798367,1.0109949,0.53576386,1.1527112,0.9629066,1.1166934,1.1382905
necklace,1.2954245,0.44735628,0.6990143,1.1435746,0.8965991,0.87986356,1.026882,0.8092939,1.1207798,1.2821345,0.5388628,1.2333801,1.0606316,0.95349926,1.280539,1.2256656,1.0104126,0.9874876,1.2105665,1.0042771,1.0826949,1.1819496,1.0926892,0.8245032,0.809192,0.49942744,1.2559484,1.0709945,0.8525865,1.2455641,1.1976497,0.9286338,1.1504302,1.035923,0.601019,1.3653231,1.0321023,1.2775035,1.3219538,0.9721892,0.92736554,1.1488543,0.691133,0.8686745,0.3984511,1.1683662,0.9964888,1.0741826,0.8982668,1.1172324,1.3297539,0.433169,0.9055543,0.87137413,0.5867514,1.0981321,1.2599311,0.8838185,0.6703638,0.9214077,1.2696557,1.0737395,1.104003,1.0668098,0.9053183,0.9579892,0.82688385,1.1757067,1.0763131,1.1253275,1.3407263,0.50202084,0.9006136,0.5221824,1.1062381,0.0,0.51019084,0.8532424,1.0357561,1.1170063,1.1359982,0.97810394,1.0098904,1.2032089,0.5315132,0.51665395,0.7979194,1.071145,1.0972095,0.85036767,1.0349568,1.0784564,1.0005195,1.0208491,0.8744166,1.195558,1.0015945,1.1933149,0.98435736,1.1125653,0.9818389,1.1397789,0.9822226,1.0735629,1.0733238,1.2014349,0.39628017,0.8574608,0.8764419,0.87882066,1.1115301,1.3159511,1.0390744,1.3004684,0.8974991,0.30380666,0.73084396,1.1620532,1.202446,1.1477673,1.3393613,1.1931002,1.2535634,0.46016192,1.2263209
nose,1.0918149,0.8262509,0.9601221,0.96776974,0.7740264,0.9788793,1.218759,0.97113997,1.3058188,1.0741186,1.017151,1.0098718,1.0819358,0.9596715,0.9847817,1.1542166,1.2105343,1.1848159,1.220168,1.2026597,1.0435427,1.3229418,1.1926739,1.091326,1.1332504,0.71262497,1.0366151,1.2065678,1.064144,1.1300817,0.9959409,1.1162734,0.92036206,1.1795151,1.0742973,0.9868298,1.2663522,1.0535717,1.1730055,1.0658756,1.0548493,1.0084742,0.9285201,0.5850429,0.5014112,0.93418145,1.2184613,1.0031309,1.1364174,1.1394845,1.0471219,0.48761326,0.77937335,0.91675556,0.6143167,0.768247,1.0986042,0.5943568,0.799973,1.0527833,1.0957,0.86812174,1.1862206,0.93932563,1.232028,0.9810897,1.1758046,0.9540117,0.81684643,1.0037857,1.0834472,0.58604866,1.0189555,0.8619716,1.2127353,0.51019084,0.0,1.0238926,1.2134831,1.1847557,0.93900484,0.91507965,1.2077948,1.1688788,0.9746431,0.97875196,0.8827533,0.8872025,0.9688694,1.0382464,1.2253375,1.1881604,1.267846,1.0929786,0.8640975,1.2095771,1.2120434,1.0097505,0.92573565,1.1706324,0.8736335,1.133445,1.1731516,0.99067885,1.2904823,1.0932353,0.8087837,0.8332776,1.2037497,0.95393676,1.0531627,1.0322484,0.85529995,1.1093878,1.2298857,0.5374501,0.69243944,0.8920835,1.0419803,1.1837205,1.2265081,1.0773822,1.141316,0.8217849,1.0699425
orange,1.2715626,0.77783096,0.5185504,0.9659864,1.2274332,0.4787861,0.5907736,0.6370785,1.0470892,1.4356587,0.73798233,1.3405831,1.2142086,0.599756,1.4974893,1.1390089,0.79587793,0.6859572,1.0050063,0.37990206,1.2588797,0.9916062,0.87673855,0.92814606,0.75100076,0.63829976,1.228104,1.073898,0.72348744,1.2815784,1.3203938,0.59810233,1.4667788,0.6741754,0.6811455,1.5101436,0.6988151,1.1219991,0.9495316,1.1851068,1.0726252,1.3020637,0.21720624,1.2045811,0.7926017,1.1276189,0.56974465,1.1760204,0.96316284,1.0172808,1.1859095,0.8487488,1.3052058,1.0679832,0.6304419,1.2722511,0.5634823,1.1573538,0.8547978,0.88621604,1.2929442,1.3537955,0.81907934,1.4143088,0.94700146,1.2174898,0.67353714,0.62996876,1.3289101,1.210674,1.3379002,1.0335444,0.22699475,0.58492094,0.98135376,0.8532424,1.0238926,0.0,0.93617135,0.9268766,1.453409,1.2921644,0.9364835,0.92131317,0.6884281,0.69502085,0.5233874,0.9527528,1.0413055,1.095212,0.6319486,0.83455646,0.5999106,0.9185758,0.41534197,1.1757063,0.90038216,1.2904851,0.85636216,1.1545027,1.4021956,1.2349585,0.9724184,1.2530906,0.92796314,1.3095963,0.67789066,1.1914788,0.839455,1.1101849,0.7998719,1.3617054,1.345879,1.3005812,0.53348756,0.57554746,1.0897117,1.4150074,1.1243917,0.6946868,1.139827,1.2817817,1.3678707,0.6642171,1.2832848
oven,1.324259,0.7294761,0.9427307,0.90944463,1.2238226,1.016225,0.8080852,1.0210966,0.66524076,1.2362353,0.5634393,1.0430928,1.1195475,1.0590904,1.3209686,0.81481487,0.80990434,0.7476846,0.70936674,0.8260529,1.1133852,0.6189098,0.89605516,0.57066643,0.7876539,1.0577244,1.1339006,0.74877703,0.73895335,0.9446379,1.0354228,0.88778,1.0977392,0.88014466,0.760406,1.1510407,0.6992836,1.1951554,0.8138703,0.6425331,0.50031775,1.2959071,0.97410506,1.3090522,1.1165313,1.3758264,0.82666785,0.9868063,0.7180135,1.1133714,1.179913,0.9334597,1.2417508,1.0536765,1.2013015,1.2838972,1.1354473,1.253865,0.91525066,0.9648563,1.2716126,1.3666482,0.93510675,1.2939854,0.6952859,0.81245065,0.6869367,1.1885687,1.3593792,0.96582,1.2126888,1.1641915,0.94539255,0.9238762,0.753798,1.0357561,1.2134831,0.93617135,0.0,0.93043035,1.3500302,1.2298954,0.5573333,0.8947045,0.8239603,0.77881336,1.074361,1.2572635,1.1365705,0.8059207,0.83730507,0.85142875,0.68882585,0.97299564,1.0794926,0.75320286,0.40393615,0.79320234,1.1711179,0.8382446,1.3599983,0.9876935,0.95456463,0.94824,0.55618536,1.0664562,0.8250339,1.1228067,0.693125,0.8614019,0.98415214,1.2284415,1.2489599,1.2459693,0.6826862,1.0478923,1.2588694,1.1946516,1.0158715,1.0039455,0.864995,1.1705422,0.9848488,0.8645531,1.1315753
owl,1.0354545,1.0181046,1.0435504,1.0216745,1.23513,0.79177475,0.98625773,0.94599885,0.99072605,1.2374177,0.9616748,1.2359388,0.33342177,0.6762049,1.2511783,0.79875314,0.94646376,1.0265166,0.92603827,0.8579467,1.1574321,0.9437916,0.8250568,1.0660162,0.8112024,1.0637954,0.9288771,1.0098346,0.83867574,1.0912385,1.0836018,0.90943533,1.3103359,0.90722513,0.9586929,1.2376757,0.839422,0.7403773,0.7629279,1.0755477,0.972446,1.0969584,0.98413163,1.2121761,1.1751072,0.9169126,0.7676767,0.9585566,0.9118877,0.3848014,1.1328982,1.0339973,1.1936766,1.0794744,1.138018,1.201567,1.0537868,1.2318239,1.0315284,0.78827596,1.2092935,1.1768026,0.8472821,1.2778699,0.94340867,1.1422213,0.7189695,1.0487027,1.2848191,1.1545438,1.1566113,1.1481154,0.9728142,1.0531348,0.99934375,1.1170063,1.1847557,0.9268766,0.93043035,0.0,1.2117381,0.8651166,0.95709383,0.9188842,1.0199461,1.0086886,0.761194,1.0831504,0.75327694,1.1569171,0.8691667,0.89179087,0.83373404,0.7404719,1.0399396,0.9914241,0.90841573,1.1255436,0.7621577,1.0036428,1.0609597,0.91980547,0.94857603,1.1009549,0.9452893,1.0408533,1.0778131,1.1807103,0.84628016,0.9664626,1.0004569,1.2011769,1.2632217,1.1957207,0.90696394,1.1320572,0.9076725,1.2062714,1.0852649,0.8057288,0.95667875,1.1234956,1.2206576,0.9067962,1.1673119
pajamas,0.64727724,1.2949886,1.3591876,1.0982529,0.4778511,1.3972391,1.3622329,1.324384,1.2741562,0.39459223,1.4360938,0.70327026,0.79349345,1.3269138,0.24342883,1.1278558,1.3753538,1.4244611,1.1991669,1.4507877,0.9238378,1.2878264,1.2636477,1.3381159,1.3817993,1.2762628,0.87176204,1.1903859,1.3510511,0.8858502,0.8290993,1.4333802,0.33379793,1.3324871,1.5162297,0.47236347,1.4705919,0.9780274,1.1561191,1.1438136,1.2219527,0.35709393,1.4070177,0.59515405,1.063669,0.5676263,1.408159,1.0640076,1.3540876,1.0704056,0.819383,1.2588316,0.48214126,0.84046495,1.1168281,0.46558273,1.0121821,0.6490966,1.1170704,1.2159268,0.77251756,0.16706741,1.2855477,0.22405219,1.40826,1.0430702,1.5241587,1.013412,0.3879646,0.8805704,0.6522831,0.9486139,1.4026521,1.3167334,1.2277569,1.1359982,0.93900484,1.453409,1.3500302,1.2117381,0.0,0.58666396,1.3047444,1.1618974,1.4255302,1.4690309,1.3477806,0.8208208,1.0827725,0.9822448,1.3670803,1.3276863,1.5341645,1.2488698,1.0995698,1.0582592,1.3642442,0.8611163,1.2138859,1.1994445,0.17392635,0.9652798,1.2182763,0.80299133,1.4195932,0.88524497,1.3252747,0.6797838,1.460424,0.9667761,1.1634674,0.6119571,0.31447482,0.49955153,1.480286,1.2465386,0.8748927,0.58249545,0.95014244,1.3127583,1.1255888,0.7527108,0.94481766,1.3672904,0.6709672
pants,0.8992125,1.072326,1.190434,1.1068909,0.93001735,1.1330265,1.2104623,1.0832536,1.2363652,0.79031885,1.1999913,0.9334602,0.5446933,1.1130745,0.71539843,0.9226756,1.1422298,1.237214,1.0607882,1.3484132,0.9152796,1.0918576,1.1192666,1.0737344,1.1381564,0.99892527,1.0487311,1.1351516,1.1776812,0.9570345,1.0448136,1.2891936,0.73727924,1.2833819,1.2745551,0.85293347,1.2653084,0.99523556,1.1759443,1.0932555,1.1255666,0.7167402,1.245019,0.82607967,1.01369,0.7851001,1.2520944,0.95124584,1.2145019,0.83240616,0.86529374,1.1033505,0.6889824,1.0061455,0.9509657,0.83784604,1.164901,0.9022004,1.0013521,1.0701507,0.83139706,0.61574584,1.156829,0.69445026,1.2464964,0.9730885,1.2483025,1.073783,0.67905426,0.94049245,0.7918706,0.924513,1.3109035,1.1789707,1.1596837,0.97810394,0.91507965,1.2921644,1.2298954,0.8651166,0.58666396,0.0,1.2165413,1.1611967,1.2390116,1.2482837,1.0839211,0.85179293,1.0009837,1.0373057,1.3033185,1.1848295,1.3169607,1.1066762,1.0749408,0.9924069,1.2760532,0.9132802,1.0476559,1.1472789,0.56279373,0.94114375,1.074457,1.0434501,1.267424,1.010839,1.1066151,0.8076588,1.258628,0.98720527,1.0266666,0.8014582,0.69018835,0.85271263,1.2579658,1.0906793,0.83158076,0.85492206,1.0642035,1.0968537,1.0294083,0.92699325,0.9425816,1.1111745,0.9072186
paper,1.179497,0.8918258,0.9518361,1.0087023,1.1923339,1.0277474,0.8098495,1.0281439,0.66328007,1.1480883,0.7299458,1.1028378,1.0746462,1.0750648,1.2532446,0.69575584,0.8560249,0.7553735,0.71660537,0.7913272,1.0807126,0.7025493,0.9188905,0.7881719,0.7866607,1.0758288,1.1969527,0.7956637,0.629143,1.0122129,1.0243013,0.8588857,1.1736645,0.86007166,0.68131214,1.1151733,0.7371903,1.2364026,0.7971154,0.79156727,0.7102283,1.2095932,1.0084395,1.2497879,1.0929295,1.3369627,0.8365433,1.0174947,0.68704396,1.132025,1.0725403,1.021124,1.3116655,1.1454351,1.1825664,1.2318653,0.98874635,1.228525,0.91400665,1.0117143,1.1801864,1.3020959,0.94338906,1.2902714,0.5788478,0.9119889,0.73020494,1.1953163,1.3573835,1.034078,1.1734327,1.1920803,1.0005791,0.9717749,0.42923403,1.0098904,1.2077948,0.9364835,0.5573333,0.95709383,1.3047444,1.2165413,0.0,0.9474784,0.7901031,0.7654077,1.0973005,1.2617673,1.0111197,0.77364004,0.8046755,0.8538029,0.63268626,1.0288211,1.064365,0.8889802,0.6155148,0.93203187,1.2296654,0.8076809,1.3108532,1.011631,0.899198,1.1110688,0.63234293,0.9090005,0.96383744,1.215202,0.65882695,0.8748088,1.0564694,1.1967019,1.2626263,1.116104,0.7321548,1.060897,1.2475601,1.0552864,0.9404801,1.0370474,0.7498743,1.05012,0.9832672,0.9604866,1.0635903
