,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
mitten,0.89999086,1.2330637,0.9108212,0.93007374,1.1098617,1.1789134,1.0557388,1.1032846,0.9376574,0.82572484,1.3319569,0.94596887,0.8889619,1.1519911,0.74441063,1.1313695,1.2656873,0.99891436,1.0790154,0.9967048,1.2445575,1.266298,1.3719097,1.2551663,1.1188177,1.1135262,1.2451708,0.9716449,0.8226304,0.9033379,1.0815704,0.85828996,0.79969597,1.3024992,0.93012434,1.1397514,1.0060561,0.6845564,1.1409521,1.2052927,0.848575,0.8331182,0.99067163,1.0819097,1.0086305,0.934906,0.7310201,1.1906471,0.9447925,1.1835465,0.77436954,1.1044399,1.1928687,0.24554455,0.9153208,1.041661,0.8782529,0.6613785,1.1530633,0.8211584,0.92171186,1.2095101,0.9312752,1.2594537,0.9328032,1.191319,0.8728767,0.0,0.9910777,0.88943386,0.96811914,1.082585,0.4500594,1.1737999,1.0804309,1.2033588,1.2137164,1.1801689,0.709953,0.9117071,0.9088314,1.2736089,1.2764577,0.89335537,0.7627887,1.0395582,1.0955656,1.0814197,1.2158449,0.88240784,1.1197199,1.1167611,0.9424664,0.73771405,1.139915,0.9681687,0.9475551,0.98023325,0.98462903,1.2125078,0.9585876,1.1966126,1.2387041,1.0723758,1.135367,1.3447573,0.9821384,0.8309764,0.8688449,1.0796659,1.0172949,1.005061,1.22695,0.3256948,0.8082538,0.9246431,1.2607653,1.2505927,1.0031829
motorcycle,0.83998936,1.1733906,1.0398049,0.9499236,1.1350982,1.2151505,1.347722,1.0634243,0.97529465,0.69084066,1.267789,0.6927831,0.97738063,1.0240437,0.8316195,0.9809606,1.1481515,1.109119,0.9060648,1.194702,1.0738747,1.0587417,1.1613401,1.1485965,1.0194753,0.86668056,1.1136248,0.74449277,0.9702837,0.9665483,1.148927,1.0519245,0.7080592,1.3481597,0.6260848,1.1964763,0.8531729,0.9029807,0.8503143,0.985871,1.0993541,1.1477727,1.2427084,1.1460112,0.81490415,1.2816372,0.9295772,1.1008226,0.8631555,1.3309407,0.9482642,0.93354064,1.2090034,1.0161439,1.1366923,0.8088777,0.9467865,1.0204737,0.9609859,0.8599908,0.8080424,0.98005575,0.9421364,1.1726213,0.9093472,1.2373362,0.9267371,0.9910777,0.0,1.0300092,1.1399702,1.3377515,1.1172309,1.1564219,1.1646216,1.3400543,1.0114591,1.0740623,0.989142,0.83356535,1.0430062,1.3234485,1.3278725,0.94663477,1.0106595,1.2385128,0.91777456,1.2414621,1.141082,0.77797496,0.9040978,0.71135515,0.87069327,0.96444297,1.0056438,0.95853865,0.8605344,1.0045403,1.0491258,1.0973499,0.87868524,1.262861,1.3143976,1.1297697,1.2807468,1.1399969,0.07039368,0.86400527,0.800109,1.1263596,1.321748,1.1662886,1.1751754,1.1203707,0.937474,0.8707091,0.7264597,1.2714202,0.8040443
mouth,1.0109493,1.1298748,1.074286,0.8646667,1.0353621,1.0718102,1.1003497,1.2855752,0.9964477,1.0184598,1.068552,1.0950638,0.6262317,1.1289617,0.9863586,1.2993075,1.3160799,1.169489,1.2047421,1.1852738,1.2139382,1.3203044,1.2923665,1.258904,1.1982174,1.2118374,1.1870009,0.97914463,0.9635695,1.1431237,1.1231155,0.9994054,1.0092485,1.1005691,1.0816835,1.2433691,1.1142131,0.95461965,1.0102535,1.128033,0.82205534,0.5931769,1.109175,0.7061872,0.68325436,0.59947956,0.83655715,1.2368445,0.96540517,1.1102741,0.89956015,0.79991317,0.6599184,1.0176259,0.9627086,0.60652286,0.9699158,0.6914282,0.98888314,0.9881756,0.8885329,1.1816285,0.89219177,1.259342,1.0515901,1.2304071,0.8332783,0.88943386,1.0300092,0.0,1.1816343,0.69566655,1.1855822,1.0151981,0.69452083,1.1329674,1.2131951,1.2249091,0.83655775,0.87517816,1.0594771,1.1058791,1.0879343,0.99138343,1.1361814,0.9442596,1.2596916,1.2857299,1.1483845,1.1030512,1.1784341,1.0623504,1.0279797,1.0134265,0.9847539,0.56118906,0.9325304,0.8728924,1.0177606,1.2924333,1.008474,1.033056,1.0579485,1.2174304,1.1343822,1.1874126,1.0455765,0.8291694,1.0519131,1.2441609,0.7010431,0.35793006,1.0076518,1.1543819,1.1349322,1.2283169,1.1365113,0.9358136,1.0139066
muffin,1.0850482,0.6023452,0.9009403,1.2748163,0.8412123,1.0138525,0.6023389,0.82438993,1.0523804,1.2816973,0.9551498,1.2296315,1.3164775,0.90674996,1.2647892,0.9513153,0.9060886,0.9743125,0.9680001,0.03252983,1.0845844,0.90652925,0.9342003,0.84262675,0.9078345,1.0601432,0.78346026,1.126853,1.0937932,1.0072744,0.92683667,1.1114191,1.3092251,0.8493146,1.212874,0.7928411,0.96899414,0.98082,1.2518501,0.9423099,1.1742016,1.2244622,0.697359,1.1245899,1.131542,1.091838,1.2004347,0.75604534,1.0621806,0.78997934,1.1261129,1.1754278,0.91547513,0.9268736,1.0723644,1.2294215,1.1034157,1.1792687,0.8693125,1.0660484,1.2369626,0.9483708,1.311945,0.71804404,1.1060567,0.7902299,1.1366342,0.96811914,1.1399702,1.1816343,0.0,0.9468463,0.77654696,0.93749386,0.9884909,0.62684315,1.0703208,0.9091253,1.2890928,1.3507098,1.0340314,0.82399994,0.76083815,1.0861092,1.1062562,0.59319973,0.85519516,0.36307526,0.58067685,1.1165675,0.93272513,1.2653503,1.1589158,1.159831,1.0385075,1.3188943,1.0566412,1.2039641,1.0039783,0.87717086,1.175662,0.9457096,0.8804279,0.9529443,0.7751237,0.94624287,1.1281291,1.2358034,1.1054001,0.6816273,1.0087813,1.1580764,1.039534,0.812385,0.9402975,0.9969908,1.2612274,0.92890465,1.2113247
nail,1.2139438,0.6153898,1.2020473,1.1509131,0.5636405,0.5991184,0.64771074,1.2239507,1.2198515,1.4112256,0.40983176,1.4327257,1.0439113,1.0345618,1.3538253,1.1187212,0.9554854,1.1383909,1.3429881,0.8965973,1.0864719,1.1638622,0.79220456,0.83542097,1.1163311,1.2839047,0.96754295,1.2729325,1.157148,1.2616667,1.0212698,1.1151123,1.3404163,0.37202728,1.469244,0.9752871,1.2818686,1.0926127,1.1695068,1.1613164,0.9799538,0.5976737,0.5753887,0.51228577,0.956745,0.3268109,1.2140744,0.7645856,1.1759531,0.6512499,1.1388158,1.0778409,0.39151424,1.0926155,0.84485036,1.0421174,1.1844254,0.897946,0.71846235,1.2422634,1.1981231,1.2635518,1.0923018,0.8107211,1.3191069,0.8527925,1.1400301,1.082585,1.3377515,0.69566655,0.9468463,0.0,1.0361905,0.8090171,0.4845205,0.47842604,1.1936165,1.0712467,1.1639795,1.2255744,1.0264176,0.48307955,0.5010523,1.2014248,1.1031013,0.573743,1.1167978,0.92740774,0.73205096,1.408973,1.050682,1.3510236,1.164827,1.284376,0.7800414,0.93449205,1.2061577,1.0887496,1.144516,1.0949099,1.2521968,0.5088467,0.4100945,0.9409238,0.76310086,0.88659745,1.3438321,1.2380124,1.2932581,0.9456184,0.2432282,0.5311853,0.69238204,1.0627885,1.1445626,1.4413767,1.2913603,0.35106993,1.2379992
napkin,1.1504455,1.049848,0.9749844,1.2251551,1.0484359,1.0020977,0.8662016,0.7436365,1.0813322,1.0884126,1.0949439,1.0180812,1.2186506,1.029145,1.0468395,0.6417383,0.8314804,0.9004038,0.8800394,0.7657081,0.98984843,0.83456576,0.933008,0.7734553,1.0129547,0.9461417,0.9792302,1.1894875,1.1058931,0.7227603,0.8695203,0.8046572,1.0226786,0.9220809,1.0662208,0.82699007,1.0196788,0.9591316,1.2783997,0.96467835,1.0680101,1.1107585,0.8093766,1.2195225,1.3377316,1.0578427,1.0959632,0.84816283,0.89053476,0.88821113,1.1158783,1.3161616,1.1331536,0.41221768,1.0147002,1.4063878,1.1611336,1.0224656,0.895744,0.9712225,1.2797353,1.029968,1.1601636,0.7694674,0.9773369,0.8673528,1.2106096,0.4500594,1.1172309,1.1855822,0.77654696,1.0361905,0.0,0.8940045,1.2076448,0.9314578,0.94982404,0.9416476,0.9888718,1.2360761,0.6722229,0.885651,0.8877134,1.1440507,0.59023964,1.0061967,0.83493817,0.69381803,1.06368,0.832714,0.7516356,1.2478423,1.1465284,0.73282135,0.9984683,1.3345482,0.94082206,1.1837281,1.0253673,0.9086071,1.1920958,0.90580726,1.0468895,0.8515369,0.8904348,1.0548675,1.0650104,1.1964339,1.0636358,0.79814374,1.016255,1.2243934,1.0895168,0.05660665,0.9366462,0.87265706,1.2122945,1.0739332,1.1949735
necklace,1.1928542,0.86493397,1.1228787,1.2771173,0.8402765,0.8283977,0.8527722,0.66913044,1.1350145,1.2579291,0.68370897,1.2005141,1.2011759,1.0677636,1.2384349,0.72790647,0.87470233,0.94087416,0.89873374,0.9041646,0.95595044,0.8510206,0.7658441,0.7216757,1.0568162,1.0358967,0.7421552,1.1803043,1.2001916,1.0313151,0.7608285,0.9783356,1.2920047,0.59533817,1.2146158,0.9183161,1.1279333,1.1853852,1.1300012,0.7673001,1.1059866,1.1242019,0.97332054,0.8870089,1.1965911,0.99960715,1.1935995,0.7143108,0.93968415,0.7827536,1.1602795,1.2260063,0.8434888,1.0584465,0.92763954,1.2424082,1.2456129,1.2300457,0.9146716,0.9696132,1.2860508,0.95757115,1.237246,0.7344574,1.0456808,0.55740535,1.2572412,1.1737999,1.1564219,1.0151981,0.93749386,0.8090171,0.8940045,0.0,0.9574132,0.80973786,0.90811306,0.9329599,1.1357172,1.3192389,0.72184277,0.6001729,0.6049395,1.2280128,1.0020411,0.9246677,0.8513247,0.7859504,0.92127705,1.0324204,0.8455,1.2259061,1.0883199,1.0852591,0.8807601,1.1824195,0.98421097,1.1158783,1.1148059,0.8187543,1.2032241,0.6499351,0.75522566,0.8908193,0.78482425,0.8963556,1.1645436,1.2872308,1.1926935,0.69661546,0.87781566,1.0381734,0.82339525,0.95996046,1.0184019,1.0540161,1.0835754,0.81987274,1.1595078
nose,0.9920191,0.7897496,1.1415384,0.99081016,0.768394,0.8068678,0.93545556,1.266227,1.188092,1.1393198,0.6135919,1.2657413,0.95106184,0.9112847,1.1063606,1.1889055,1.1023586,1.2397957,1.1916275,0.99368733,1.1054577,1.178897,0.83197296,1.0720953,0.96997416,1.2160114,0.9943168,1.022428,1.1765947,1.193986,1.1877632,1.1718383,1.1022199,0.7941872,1.1440336,1.1060549,0.9893089,0.9200852,0.9446973,1.0336177,1.0193495,0.55645263,0.88338685,0.34432197,0.75167364,0.5316345,1.0537574,1.0102763,1.1329454,1.0247829,1.094653,0.89925873,0.5364312,1.0719267,0.9731091,0.9150697,1.2049273,0.8647604,0.8544942,1.2326145,1.1496172,1.111638,0.9828875,1.1270909,1.224051,1.0121133,1.0167539,1.0804309,1.1646216,0.69452083,0.9884909,0.4845205,1.2076448,0.9574132,0.0,0.7736292,1.0438049,0.9455433,1.0738751,1.0809913,1.0426389,0.888766,0.85949594,1.2023948,1.0302016,0.7415274,1.1119319,1.1471491,0.8449447,1.2460043,1.0886225,1.1577921,0.8681611,1.1943384,0.9814627,0.84547496,1.1421942,1.0972764,1.0792023,1.238509,1.2621641,0.72529733,0.7266449,0.92783237,1.0417333,1.0301692,1.1764623,1.1070803,1.1626413,1.0549117,0.4447344,0.71645373,0.911919,1.2138132,1.1591088,1.302593,1.0328425,0.6781334,1.1318374
orange,1.260057,0.21346188,1.1617521,1.3000667,0.41666067,0.57676524,0.2987224,0.93993914,1.231079,1.498004,0.4629255,1.4316301,1.4155284,0.9611544,1.4610455,0.96542454,0.7027982,0.9131328,1.1220595,0.51221126,1.0193456,0.8645639,0.6080519,0.6320338,0.962731,1.1208894,0.75026506,1.1962683,1.2880071,1.1558598,0.95610064,1.1277804,1.4675831,0.37180477,1.4622858,0.74656487,1.1527114,1.0742841,1.2923431,1.0944644,1.213862,0.9491593,0.42904472,0.82837504,1.1749041,0.8099958,1.3329556,0.49656844,1.2068474,0.6114359,1.1302168,1.2512208,0.7059201,1.2001832,0.8787693,1.3444116,1.1309046,1.2564087,0.75315905,1.2166204,1.4021292,1.0001184,1.3046981,0.63351226,1.2541692,0.63820386,1.1967432,1.2033588,1.3400543,1.1329674,0.62684315,0.47842604,0.9314578,0.80973786,0.7736292,0.0,1.072795,0.83432347,1.3934648,1.4259244,1.1468396,0.49381113,0.47816724,1.1181185,1.1161554,0.39821476,0.9359894,0.5692573,0.2755021,1.280627,0.94256324,1.3708389,1.1420618,1.3644469,0.8227346,1.3652203,1.2977014,1.2362634,1.1965077,0.80645454,1.2629901,0.61193293,0.36061168,0.798975,0.720708,0.7362716,1.3241779,1.4434581,1.2995796,0.7260884,0.6261137,1.0587829,0.691712,0.9848876,0.8458965,1.2441881,1.2820925,0.48437977,1.3561548
oven,1.0878792,1.1098156,1.1561253,1.0330348,1.1532233,1.0109297,1.2000883,0.6107015,1.0633855,1.0626177,0.8253542,0.7191437,1.2276273,0.9332903,1.0937954,0.57379913,0.8265853,1.0228838,0.5762924,1.065117,0.67707175,0.6183818,0.5923579,0.8078107,0.9752323,0.8879683,0.7624095,0.90885055,1.2096643,0.8407448,0.9415851,0.98927754,0.9751733,0.9037261,0.77766746,0.9279279,0.97703576,1.2502723,0.6536044,0.569685,1.1682159,1.189785,1.1328359,0.9608286,1.1349288,1.1518205,1.2318763,0.98244566,1.0329285,1.0463928,1.3301737,1.0902555,1.1118834,1.2077429,1.2088535,1.1421521,1.2697266,1.229392,1.0677304,1.1751158,1.1932043,0.7209662,1.023671,0.7931906,0.7310311,0.7696991,1.2098861,1.2137164,1.0114591,1.2131951,1.0703208,1.1936165,0.94982404,0.90811306,1.0438049,1.072795,0.0,0.92237455,1.1571791,1.0640852,0.873614,0.89875376,0.9055899,1.2541213,0.93230796,1.2374595,0.9203327,0.929286,1.1186763,1.002616,0.6121944,0.5124561,0.9899131,0.9170296,1.1366824,1.1706215,1.0258874,1.0667125,1.1063735,0.6770094,1.1836493,0.9845042,1.0140724,0.8375452,1.0566137,0.8567209,0.9682425,1.1938609,1.1238364,0.91494524,1.1434065,1.2912855,1.1107823,0.98813605,1.1650612,0.7605965,0.58913004,1.0626478,0.7997433
owl,1.1124417,0.80042565,1.1361413,1.1262064,1.0038927,0.883959,0.96824956,0.9670314,1.1519374,1.1156281,0.9432825,1.1390257,1.1179856,0.6240432,1.1259311,1.0151492,0.690362,1.0644915,1.062524,0.9006794,0.8965432,0.7639641,0.7618914,0.70668125,0.24752319,0.81400335,0.8442143,1.1648717,1.057803,0.84626484,0.9469534,1.192797,1.1018808,0.87673795,1.1319208,0.86091864,0.7261152,1.1404792,1.0570984,1.1283422,1.01266,1.0383776,0.8406383,1.1165768,1.1646831,1.1885403,1.206218,0.7882606,0.93745434,0.97974384,1.287673,1.1402092,1.0211358,1.1112481,1.2121243,1.079078,1.2558147,1.3007061,0.74935055,1.074233,1.0649582,0.8976579,1.0949548,0.8855045,1.0697781,0.8920406,1.2369729,1.1801689,1.0740623,1.2249091,0.9091253,1.0712467,0.9416476,0.9329599,0.9455433,0.83432347,0.92237455,0.0,1.1262155,0.99220943,1.2168696,0.8932987,0.8994003,1.2253988,0.9857299,0.99967086,0.78236616,0.89981663,0.79217327,1.0214858,0.9324827,1.0867155,0.94576687,0.9268539,1.084032,1.175827,1.0331312,1.1034262,1.227402,0.9434853,1.1779134,0.85900414,0.8772236,0.6599166,1.0367261,0.6426877,0.9814878,1.0953573,1.0836169,0.996854,1.0506524,1.2506835,1.0048182,0.95533353,1.0550086,1.1101004,0.93674475,0.7574588,1.1532972
pajamas,0.9030756,1.360028,1.0637627,0.7227532,1.2302346,1.1843886,1.3422307,1.1898528,0.8731057,0.60284287,1.2335826,0.9507454,0.50983584,1.1534414,0.37324607,1.2322836,1.3286275,1.1115252,1.1214536,1.3558276,1.1539869,1.2912188,1.3359413,1.3008904,1.1233681,1.0618564,1.2884426,0.94241345,0.6561843,1.0087783,1.1172414,1.017043,0.5265778,1.3008845,0.8872042,1.2924563,1.0858983,0.9628403,0.91416335,1.1344665,0.48069662,0.75132126,1.2096869,0.99901885,0.94028217,0.98618656,0.79330647,1.3394341,1.083187,1.199871,0.86037576,0.8831419,1.1248782,0.73980725,1.0897664,0.72971016,0.87872493,0.76327,1.1610404,0.9696801,0.6155885,1.1801245,0.51020974,1.3252693,0.98636323,1.3853592,0.8643086,0.709953,0.989142,0.83655775,1.2890928,1.1639795,0.9888718,1.1357172,1.0738751,1.3934648,1.1571791,1.1262155,0.0,0.58125085,0.9847698,1.2639647,1.2910829,0.89293903,0.76204455,1.2206097,1.1994613,1.3735262,1.3300211,0.95157635,1.2465003,0.9190401,0.9457102,0.56215507,1.0985656,0.5645202,0.967494,0.825835,0.97959626,1.281212,0.9001665,1.1721411,1.2785859,1.1165386,1.2032312,1.25318,0.9628277,0.45712388,0.7821858,1.3129988,1.1308187,0.89682454,1.1510719,0.9035682,1.1230865,1.025422,0.98395467,1.1656126,0.923951
pants,0.74511874,1.3792682,1.0871465,0.41742074,1.3172792,1.2424693,1.4537071,1.4241617,0.8776746,0.53965425,1.2244171,0.77560115,0.4678678,1.0055823,0.5048052,1.3546509,1.3933747,1.1787263,1.1622007,1.4145168,1.0879291,1.2842108,1.3306353,1.3267348,0.8843672,0.96160495,1.3874476,0.77974266,0.60414493,1.0036981,1.3782963,1.1969084,0.4160905,1.4177324,0.76728594,1.3978984,0.91520685,1.056283,0.6209824,1.1971316,0.6028444,0.77887106,1.2892673,0.98083955,0.7397239,1.0663148,0.88850796,1.471309,0.93426275,1.4369179,0.9751834,0.7818596,1.1391103,0.985295,1.2646966,0.5489717,0.9318474,0.84624326,1.2342973,0.94999313,0.33467245,1.1235185,0.358989,1.449758,0.9528443,1.5025346,0.81203115,0.9117071,0.83356535,0.87517816,1.3507098,1.2255744,1.2360761,1.3192389,1.0809913,1.4259244,1.0640852,0.99220943,0.58125085,0.0,1.1598842,1.4123819,1.4891703,0.95709,0.8624336,1.2911115,1.3373393,1.5343258,1.3455706,0.93848044,1.2790279,0.65576243,0.71696496,0.68087333,1.1529279,0.39698327,0.86256963,0.54704887,1.1107913,1.333899,0.85438746,1.2508721,1.3682927,1.0296601,1.4572818,1.2020162,0.8447472,0.38405013,0.71970904,1.4973812,1.1568669,0.9282188,1.2898166,1.1526432,1.3374414,1.1415428,0.78125477,1.195393,0.7165648
paper,1.0699954,1.1746194,0.9508913,1.0772579,0.9982164,0.9878565,1.0432111,0.8276796,1.1025891,1.0370018,1.0070049,0.9528718,0.99774814,1.0785755,1.0724565,0.4059676,0.95895123,1.0465826,0.68232787,1.0310847,0.9890958,0.97669953,0.96115994,0.9884304,1.2758636,1.2003697,0.94195294,1.1426013,1.1576496,1.0026354,0.9322965,0.76392376,0.9945224,0.9875823,0.9988289,0.98531586,1.1410028,0.9898375,1.0811293,0.7118096,1.0890106,1.0126419,1.0717381,0.9807654,1.1134559,0.9132116,0.9348033,1.0036421,1.019026,0.9793583,0.97752446,0.9776687,1.0478064,0.7125654,0.79381967,1.1266809,1.0702766,0.8715149,1.0639188,0.9747443,1.0926007,1.0038767,0.97096926,0.92956394,0.98789847,0.9296931,0.99613696,0.9088314,1.0430062,1.0594771,1.0340314,1.0264176,0.6722229,0.72184277,1.0426389,1.1468396,0.873614,1.2168696,0.9847698,1.1598842,0.0,0.9228263,0.9150433,1.0744799,0.7910482,1.0663767,0.9509755,0.9558703,1.1822343,0.9603811,0.8738756,0.9361054,1.044313,0.9403544,0.9852699,1.0441744,0.9640354,1.0522394,0.81492853,0.9673374,1.1901366,0.99373937,1.0939716,1.0949286,0.9300653,1.2083625,1.0697377,1.1334348,1.0251343,0.90812385,0.93487406,0.96414226,0.9644897,0.80017936,1.04886,0.8441203,1.0868348,1.1308265,1.0168054
pen,1.3268156,0.561152,1.2078855,1.30973,0.7166016,0.6983166,0.5968218,0.8305119,1.2952905,1.5585635,0.2979082,1.4015512,1.3777325,0.9875761,1.4821502,0.762539,0.6789489,1.0172594,1.1511259,0.76306593,0.7876206,0.8470576,0.47730798,0.5156995,1.0236216,1.0716217,0.7294909,1.3999748,1.246047,1.126983,0.8006003,1.0503324,1.4869504,0.06389171,1.4230173,0.7710577,1.2658012,1.2499423,1.2197611,0.90147465,1.1376288,0.99772495,0.7223035,0.8224623,1.263262,0.6718048,1.3353834,0.5459695,1.1440452,0.30538833,1.2336456,1.2278708,0.6167224,1.1934414,0.9848575,1.3169918,1.245835,1.1229109,0.6865516,1.2899716,1.4312503,1.0796578,1.2809607,0.2881043,1.2052102,0.62153995,1.4394335,1.2736089,1.3234485,1.1058791,0.82399994,0.48307955,0.885651,0.6001729,0.888766,0.49381113,0.89875376,0.8932987,1.2639647,1.4123819,0.9228263,0.0,0.08071065,1.231442,1.0499781,0.56618154,0.89881986,0.62273204,0.66660494,1.2993627,0.79664475,1.3585254,1.2770059,1.2360432,0.6122745,1.3497746,1.1466756,1.1886637,1.086748,0.8009586,1.3201531,0.38162124,0.41810882,0.7845094,0.42879528,0.6135527,1.3073562,1.4748151,1.3705473,0.78610516,0.5786807,1.0497483,0.4496622,0.94498116,1.0625216,1.2634717,1.0877079,0.34982455,1.3181136
pencil,1.3088461,0.5651494,1.1555359,1.3056073,0.7315993,0.7398151,0.55838084,0.80451715,1.2943213,1.5864645,0.35774982,1.4379387,1.3712497,0.960562,1.507922,0.7727562,0.6975684,1.0412346,1.1243591,0.69114625,0.87220335,0.83103645,0.53411096,0.54597616,1.0036658,1.0680296,0.7000754,1.3888261,1.2296782,1.11616,0.7583882,1.0277557,1.5522599,0.13324273,1.4620433,0.7523482,1.2344648,1.1634884,1.2772702,0.88406086,1.1418471,1.0317984,0.6776757,0.885957,1.2468684,0.65630984,1.3011386,0.5350454,1.1751983,0.29168665,1.2461298,1.2279756,0.6108826,1.1785448,0.9947765,1.3049015,1.2071996,1.0475124,0.66687894,1.2937537,1.4564028,1.0569263,1.3614923,0.31666923,1.2330549,0.5828987,1.4041586,1.2764577,1.3278725,1.0879343,0.76083815,0.5010523,0.8877134,0.6049395,0.85949594,0.47816724,0.9055899,0.8994003,1.2910829,1.4891703,0.9150433,0.08071065,0.0,1.1884027,1.1039592,0.50486344,0.87480116,0.5811442,0.664127,1.326033,0.77446955,1.3701386,1.2840077,1.2230542,0.68625486,1.3481498,1.1670353,1.1946647,1.0666406,0.7750561,1.3207982,0.47112536,0.4544679,0.8397621,0.40674222,0.66635746,1.3121195,1.4699711,1.3810121,0.733595,0.5860277,1.0240383,0.4802702,0.9638529,1.0468986,1.2610807,1.1556718,0.41261292,1.3587722
pickle,0.92714137,1.1004893,0.8946034,0.86668265,1.0978097,1.1850522,0.9431594,1.2405714,0.8001026,0.9158138,1.2868518,0.98027164,0.97525096,1.1160324,0.88631713,1.206508,1.2092434,0.8270071,1.1140865,1.075433,1.2433271,1.2533355,1.3788456,1.2996781,1.2369245,1.1612787,1.1718047,0.94086725,0.91151524,1.1527234,1.0613194,0.8856649,1.0249658,1.2576017,1.067148,1.1743228,1.102394,0.74655163,1.1507099,1.076292,0.95186555,1.0217022,1.1473707,1.1762465,0.9191825,1.0733063,0.6075143,1.1028768,1.0783403,1.0981399,0.48464453,0.86135167,1.1560919,1.0463691,0.67928654,0.86394745,0.011470139,0.79465395,1.1942773,0.8237444,0.889601,1.0631453,0.973426,1.1637975,1.0196776,1.2361691,0.7083262,0.89335537,0.94663477,0.99138343,1.0861092,1.2014248,1.1440507,1.2280128,1.2023948,1.1181185,1.2541213,1.2253988,0.89293903,0.95709,1.0744799,1.231442,1.1884027,0.0,1.1677818,0.98827404,1.1386801,1.0958145,1.0727862,0.9284694,1.111818,0.994969,0.9605708,1.0995185,1.0336323,0.9404721,1.0318947,0.88276273,0.8493329,1.056726,0.71851236,1.255851,1.2149253,1.2478172,1.0787011,1.2053332,1.0296005,0.91746205,0.93509287,1.1214234,1.1687815,0.99766743,0.8894067,1.1244092,0.70306695,0.84749603,1.179533,1.266184,1.0080051
pillow,0.99269336,1.1095726,1.150594,0.92927885,0.99361783,0.95796305,1.2481842,1.0773281,1.0612917,0.72569406,0.95055187,0.9152117,0.89896375,1.0379612,0.69455314,0.91492754,1.055512,0.8906412,1.0895436,1.1522503,0.9988483,1.0510747,0.92912704,0.8659211,0.9695133,0.9789238,1.2038287,1.0486976,1.058554,0.7793342,1.1802496,1.0180453,0.45971668,1.0564708,0.92335325,1.0988747,0.9588696,0.9144353,0.98918045,1.0438085,0.93351567,0.93589544,1.090843,0.9933197,1.1175212,1.0037142,1.0574814,1.0563852,1.0262009,1.1395414,1.0161356,1.1860126,1.1446861,0.61316276,0.95870316,1.0795529,1.1844734,0.9885431,0.889122,0.96933997,0.94651484,1.1598794,0.5604973,1.1451694,1.0360711,1.2115555,1.1251576,0.7627887,1.0106595,1.1361814,1.1062562,1.1031013,0.59023964,1.0020411,1.0302016,1.1161554,0.93230796,0.9857299,0.76204455,0.8624336,0.7910482,1.0499781,1.1039592,1.1677818,0.0,1.185734,0.9331651,1.1592581,1.1068758,0.7056227,0.90095305,1.033808,0.90807784,0.73053104,0.926675,0.9424846,0.9794914,0.99487746,1.0562853,1.1076177,1.1192709,0.8246051,1.1475333,0.705085,1.1647415,1.1679635,0.9683777,0.9497904,0.9851621,1.1193093,1.02045,1.115088,1.1196469,0.59815,1.010461,0.95755655,0.9458175,1.029278,1.0277289
pizza,1.094916,0.44773823,1.0525494,1.1586037,0.67062736,0.8315122,0.3245542,1.0864621,1.2976213,1.426836,0.66884226,1.3830595,1.2405283,0.97667384,1.3784482,1.0845548,0.9884874,1.1482695,1.2020382,0.49703407,1.0825591,1.1140144,0.8639792,0.8618549,1.0875721,1.2275218,0.9168815,1.2516983,1.2142779,1.2393509,1.0590426,1.112179,1.4003158,0.53187585,1.335137,0.93336827,1.1459572,0.9212366,1.2826036,1.1151661,1.0839043,0.832797,0.60740244,0.91873693,1.002731,0.7376469,1.0558262,0.71924216,1.1971025,0.5823272,0.97846955,1.1388019,0.7226349,0.98362094,0.9599143,1.1346563,0.98422396,1.0106025,0.8063873,1.136744,1.2446897,1.1399318,1.1959777,0.7427301,1.242356,0.8170848,1.0927987,1.0395582,1.2385128,0.9442596,0.59319973,0.573743,1.0061967,0.9246677,0.7415274,0.39821476,1.2374595,0.99967086,1.2206097,1.2911115,1.0663767,0.56618154,0.50486344,0.98827404,1.185734,0.0,1.0359635,0.66112274,0.5160088,1.2880094,1.0479935,1.3368921,1.0344874,1.2871199,0.81743157,1.1599993,1.1758182,1.1674223,0.99095744,1.0159976,1.2821442,0.7252922,0.51395583,1.0606601,0.65600836,0.9076707,1.2572764,1.3015556,1.2862138,0.8405718,0.6389059,0.81297827,0.63203984,1.0321002,0.92977625,1.2078776,1.2500048,0.56084967,1.3734031
