,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
coffee,1.1459684,1.1742649,0.77824455,1.049378,1.2348197,1.1162791,1.188184,0.7908908,0.994964,1.0049057,1.1384062,0.9909968,1.128116,0.93691456,0.9856227,0.89640886,0.85021186,0.81006044,0.75872135,1.0317376,1.1196594,0.48182356,0.8611478,0.9513973,0.81792617,0.7214581,1.001973,1.1797924,1.0304537,0.0,1.026967,0.949638,0.93570304,1.1508269,0.94735277,0.51393,0.8738303,1.0565184,1.1641575,0.8839715,0.9471656,1.2086995,1.0600952,1.1703562,1.210428,1.2276579,1.1141859,1.0805732,0.846105,1.0680381,1.1883025,1.0382423,1.1129895,0.883306,1.2306294,1.1816884,1.1606622,1.1637995,0.8811376,0.92253965,1.096987,0.79748106,1.0796852,0.9984705,0.93762517,0.94804275,1.2597004,0.9033379,0.9665483,1.1431237,1.0072744,1.2616667,0.7227603,1.0313151,1.193986,1.1558598,0.8407448,0.84626484,1.0087783,1.0036981,1.0026354,1.126983,1.11616,1.1527234,0.7793342,1.2393509,0.79554164,0.96797997,1.1547712,0.6033475,0.6791144,1.0386113,0.985512,0.6580807,1.0813894,1.1858221,0.7737496,1.0037335,1.0040135,0.98258454,1.0392258,0.9750853,1.2069438,0.900579,1.0087217,1.013656,0.87424064,1.0524442,1.0192815,0.8414802,1.1958597,1.2255071,1.3003712,0.72996026,0.9447933,0.7764063,1.0300548,1.1402752,1.0755773
comb,1.0135797,1.011386,1.016104,1.191049,0.9548971,0.983317,0.8447809,0.5952445,0.87952775,1.23651,1.0609512,0.9538129,1.1919454,1.1021307,1.2109082,0.7789266,0.6673714,0.89917916,0.93383396,0.9047091,0.91260326,0.87402487,0.9581492,0.9072094,1.0211438,1.0331209,0.7661704,1.112635,1.0021622,1.026967,0.0,0.5003159,1.3417363,0.8212399,1.1820307,0.7987134,1.0817487,1.1675138,1.2184759,0.9762588,1.1501427,1.2815536,0.86462855,1.2257187,1.2183607,1.0969574,1.0545852,0.8932579,0.9007848,0.842802,1.1499846,1.2662929,1.0959692,1.0439243,1.0062106,1.1599357,1.0654923,1.0991707,0.9607292,1.0282054,1.2449002,0.9103819,1.4158852,0.61096853,0.9259505,0.7030411,0.9676628,1.0815704,1.148927,1.1231155,0.92683667,1.0212698,0.8695203,0.7608285,1.1877632,0.95610064,0.9415851,0.9469534,1.1172414,1.3782963,0.9322965,0.8006003,0.7583882,1.0613194,1.1802496,1.0590426,0.84147453,0.766052,1.0178117,1.0858561,0.868047,1.2246212,1.3215803,1.0249845,1.0444721,1.2444263,0.9746563,1.1425273,0.9801704,0.85632646,0.9628544,0.98408806,0.86687815,0.9995659,0.84304744,0.9401825,1.1222742,1.1935555,1.0851914,0.7890882,1.0818261,1.0714415,0.8551074,0.9063685,0.9743728,0.9545325,1.1208822,1.0275911,1.1041027
corn,0.98568,1.1824079,0.7942842,1.1111536,1.0899093,1.081171,0.9272753,0.77953464,0.96871847,1.1038977,1.2370902,0.8540007,1.0744419,1.1866555,1.0618638,0.7618309,0.8674581,0.98428583,0.8107831,1.0994776,1.0071086,0.9884791,1.139103,1.09895,1.1979556,1.0240574,1.0531247,1.0566999,0.9979705,0.949638,0.5003159,0.0,1.1343423,1.0988153,0.9949251,0.8657681,1.008109,0.920614,1.1597431,0.95876527,1.0805573,1.1784647,1.115544,1.1878774,1.140999,0.9727783,0.74673116,1.058713,0.9180322,1.0137322,0.89641863,0.9382899,1.125407,0.8865928,0.7369131,1.0902202,0.90039897,0.74026704,1.1754797,1.0312973,1.1714407,0.93470466,1.1895447,0.8766883,0.88532484,1.028645,0.79623336,0.85828996,1.0519245,0.9994054,1.1114191,1.1151123,0.8046572,0.9783356,1.1718383,1.1277804,0.98927754,1.192797,1.017043,1.1969084,0.76392376,1.0503324,1.0277557,0.8856649,1.0180453,1.112179,0.9314896,1.0626122,1.1854372,0.9766818,0.9558033,1.1293156,1.1459346,0.8567596,1.1418335,1.1343697,0.9614272,1.0974203,0.86100686,1.0165603,0.9791873,1.2171614,1.0181451,1.1972727,0.9531638,1.1264772,1.0453695,1.0780959,1.0656374,0.9946649,1.0868607,0.99423397,0.93911964,0.8141839,0.86654156,0.9215158,1.1111006,1.2515817,1.0788461
couch,0.68162596,1.388164,1.1404485,0.5936455,1.2839618,1.2270248,1.5544968,1.2904109,0.76435757,0.17292905,1.2464876,0.60007066,0.5680837,1.1024979,0.20434773,1.1829123,1.40521,1.0359464,1.1107576,1.3973365,1.0217978,1.2923558,1.3180302,1.2115469,0.9474807,0.85870045,1.3679963,0.615855,0.71807516,0.93570304,1.3417363,1.1343423,0.0,1.4912877,0.5345058,1.3925425,0.81864905,1.026714,0.5977848,1.1699545,0.7845595,0.97249687,1.375044,1.0613735,0.7921901,1.2263131,0.9307989,1.3755119,1.1000762,1.4894208,0.9800783,0.94520193,1.2864429,0.81476176,1.2427143,0.6318507,1.0106126,0.92274797,1.2414321,0.89993316,0.46810538,1.1573734,0.36893773,1.4306479,0.91611755,1.4870055,0.8435997,0.79969597,0.7080592,1.0092485,1.3092251,1.3404163,1.0226786,1.2920047,1.1022199,1.4675831,0.9751733,1.1018808,0.5265778,0.4160905,0.9945224,1.4869504,1.5522599,1.0249658,0.45971668,1.4003158,1.1872382,1.4672818,1.3497465,0.798296,1.1910944,0.61669767,0.8063665,0.6903971,1.1794311,0.54498935,1.0472771,0.81460786,1.0683588,1.2540618,0.7895216,1.329415,1.4226732,0.90245074,1.4689634,1.2903047,0.71272814,0.4118123,0.50057614,1.3943437,1.3493354,1.0981356,1.3858061,0.9535115,1.2260454,0.91342044,0.6863211,1.319469,0.5794564
crayon,1.3636218,0.48897016,1.2988489,1.338583,0.63203585,0.65153074,0.5189669,0.8422898,1.2987237,1.5677195,0.17838126,1.3886331,1.4173434,0.98538834,1.4932654,0.7750099,0.6363286,0.98459774,1.1446856,0.76976275,0.829071,0.8307611,0.3989687,0.50324285,1.0220096,1.086987,0.7422276,1.3725452,1.2935045,1.1508269,0.8212399,1.0988153,1.4912877,0.0,1.442876,0.77916926,1.2942083,1.2907739,1.2171328,0.94650036,1.1258094,0.961461,0.69871485,0.728899,1.2643366,0.65810394,1.4026561,0.50898314,1.1696707,0.37804353,1.2284245,1.2869555,0.5612803,1.2397983,0.959196,1.3323678,1.269702,1.2364299,0.64974254,1.262615,1.4416802,1.0957878,1.268378,0.31807578,1.1914687,0.625481,1.4420761,1.3024992,1.3481597,1.1005691,0.8493146,0.37202728,0.9220809,0.59533817,0.7941872,0.37180477,0.9037261,0.87673795,1.3008845,1.4177324,0.9875823,0.06389171,0.13324273,1.2576017,1.0564708,0.53187585,0.91481763,0.64139134,0.61707556,1.30385,0.8059309,1.3608749,1.2752997,1.2890774,0.58310044,1.3541949,1.1838214,1.1997896,1.1495428,0.77736187,1.3080117,0.2866621,0.28147924,0.74906397,0.5129475,0.5973541,1.3362116,1.5001141,1.3879374,0.759829,0.5220626,1.0178945,0.46869004,0.96950215,1.0475227,1.2959528,1.1199862,0.2702834,1.3465413
crib,0.8230674,1.3171322,1.0275253,0.9003896,1.375591,1.3614448,1.3954151,0.86179113,0.8696192,0.43167764,1.2718441,0.35965526,0.9052809,0.9601599,0.64205194,0.92131996,1.1748428,1.0748023,0.7100579,1.2717109,0.8100362,0.9852106,1.0819755,1.1509407,1.0088476,0.4819194,1.1068686,0.5192507,0.98865825,0.94735277,1.1820307,0.9949251,0.5345058,1.442876,0.0,1.220418,0.78657037,0.93876225,0.5296588,0.8422015,1.0623986,1.1693722,1.414784,1.141398,0.8847307,1.3387388,0.9808696,1.2192022,0.9673909,1.4822309,0.964369,0.9534906,1.3276155,0.9991944,1.1898885,0.914331,1.066816,1.0736806,1.3316462,0.833985,0.82342863,0.9282729,0.83133364,1.2552423,0.49355012,1.2352927,0.9900403,0.93012434,0.6260848,1.0816835,1.212874,1.469244,1.0662208,1.2146158,1.1440336,1.4622858,0.77766746,1.1319208,0.8872042,0.76728594,0.9988289,1.4230173,1.4620433,1.067148,0.92335325,1.335137,1.0356371,1.2601768,1.2675303,0.7314911,1.0935023,0.51712185,0.8201145,0.89285725,1.1345702,0.9639948,0.997681,1.0134517,1.0187958,0.9848494,0.8127668,1.381136,1.3687042,1.0906603,1.3987254,1.1014781,0.59928095,0.8117151,0.7215565,1.2314545,1.4024613,1.1965327,1.2715625,0.99946254,0.9313342,0.71368647,0.48543096,1.4120917,0.5759298
cup,1.3208086,0.8432079,0.4982792,1.3272672,0.8858448,0.7934754,0.7468696,0.6803288,1.080023,1.4085543,0.8654925,1.2818393,1.3289034,0.9614413,1.4072961,0.80152345,0.26683772,0.7553115,0.7713587,0.7406863,0.9268096,0.3863777,0.564286,0.67743075,0.94551265,0.9488031,0.8030484,1.3293602,1.2231714,0.51393,0.7987134,0.8657681,1.3925425,0.77916926,1.220418,0.0,1.0640516,1.1677854,1.2769455,0.9925282,1.1709137,1.2733583,0.7859752,1.1364393,1.3132555,1.1283002,1.1466682,0.7247447,0.9544978,0.623589,1.2013279,0.81425285,0.9545056,1.0687017,0.9316986,1.4079392,1.1843703,1.2110292,0.8906014,1.0951132,1.3396124,0.6453786,1.4120374,0.73772585,1.1032677,0.65084517,1.1817254,1.1397514,1.1964763,1.2433691,0.7928411,0.9752871,0.82699007,0.9183161,1.1060549,0.74656487,0.9279279,0.86091864,1.2924563,1.3978984,0.98531586,0.7710577,0.7523482,1.1743228,1.0988747,0.93336827,0.71708804,0.6226419,0.8734803,0.91010684,0.85021967,1.2098656,1.2321175,1.0719246,1.0275385,1.447534,1.00767,1.220773,0.8807894,0.82617927,1.1336603,0.84666646,0.7455788,0.9780802,0.5728016,0.6348433,1.1533929,1.3775661,1.1705018,0.6214621,1.04391,1.178199,0.90937716,0.8633529,0.89640534,0.9510773,1.136683,0.85285103,1.264018
dog,0.38104784,1.0637434,0.97303915,0.9530843,1.1289485,1.1242996,1.1828747,1.0291443,1.0174187,0.7755379,1.2101183,0.8743551,1.0281782,0.6238837,0.88470435,1.0721767,1.0842997,1.1265317,0.9692788,1.0066165,0.8958988,0.9731777,1.1110166,1.0328236,0.35510314,0.800782,1.1015605,0.82286036,0.9529717,0.8738303,1.0817487,1.008109,0.81864905,1.2942083,0.78657037,1.0640516,0.0,0.9047733,0.8990329,1.0685635,1.0862138,1.1685424,1.1449369,1.1907578,0.89016056,1.2917433,0.96111107,1.0153064,0.95084834,1.2597958,1.1017193,1.0203651,1.1525017,1.0162611,1.174329,0.83849263,1.1131479,1.1135291,1.1066716,1.0908223,0.9406942,0.91551703,1.0551037,1.1797078,0.9939018,1.1096004,1.0013708,1.0060561,0.8531729,1.1142131,0.96899414,1.2818686,1.0196788,1.1279333,0.9893089,1.1527114,0.97703576,0.7261152,1.0858983,0.91520685,1.1410028,1.2658012,1.2344648,1.102394,0.9588696,1.1459572,0.8979189,1.0650467,1.029503,0.9479829,0.9764042,0.9411285,0.8801864,0.9521081,1.2112727,1.044025,0.96327615,1.014302,1.0078361,1.0661384,1.0432383,1.2715037,1.2102945,0.8382194,1.1814829,1.0220315,0.8004292,0.9610139,0.8697631,1.1479098,1.2121896,1.176177,1.2581818,1.0091076,1.0028836,0.94413006,0.84388125,1.2594714,0.8710519
doll,0.80284226,1.0043222,0.8675655,0.9569129,0.9973818,1.074133,0.9240453,1.1910424,1.0960455,0.9567229,1.279105,1.0684263,0.96349853,0.8942463,0.9446094,1.1409835,1.2271678,1.0774072,1.0077398,1.0027294,1.2498623,1.184649,1.2741138,1.2481081,1.1450552,1.1180224,1.1133857,0.90472245,0.9851831,1.0565184,1.1675138,0.920614,1.026714,1.2907739,0.93876225,1.1677854,0.9047733,0.0,1.1295658,1.0293794,1.0277977,0.91638863,0.85897124,1.0556738,0.82403386,0.86870915,0.66869783,1.0072658,1.0620246,1.159338,0.53296775,0.95471656,1.1616936,0.6864129,0.73741186,1.0428207,0.7606175,0.6242117,1.1152089,0.9668041,1.0591252,1.0687783,1.0116963,1.2571588,1.0501221,1.1231073,0.9025555,0.6845564,0.9029807,0.95461965,0.98082,1.0926127,0.9591316,1.1853852,0.9200852,1.0742841,1.2502723,1.1404792,0.9628403,1.056283,0.9898375,1.2499423,1.1634884,0.74655163,0.9144353,0.9212366,0.9428363,1.1701694,0.9367486,0.9291548,1.1257778,1.1089306,0.58627695,1.0496973,1.1484756,1.0137275,1.0523539,0.9926837,0.9613801,1.1491672,0.9618568,1.2279831,1.203525,1.1903203,1.1235738,1.2939417,0.9305126,1.0148953,1.083791,1.0193232,0.87740207,0.8987981,0.98632574,0.95097435,0.44412994,0.94390875,1.1582317,1.2663183,1.1011583
door,0.8721544,1.2125365,1.1201295,0.78141665,1.2184993,1.0903741,1.3912308,1.0203038,0.9115516,0.6858995,1.0059534,0.69415116,0.803187,0.89741033,0.76849604,1.1187372,1.1808738,1.1913033,0.89170676,1.3077495,0.61780715,1.0293336,0.9260787,1.065683,0.9518781,0.82957894,1.0820262,0.5387463,0.9510229,1.1641575,1.2184759,1.1597431,0.5977848,1.2171328,0.5296588,1.2769455,0.8990329,1.1295658,0.0,0.8983005,0.96282494,0.96034336,1.3104092,0.9021817,0.8021507,1.1035125,1.1030089,1.197465,1.1283588,1.3046985,1.2004089,0.89708793,1.0556024,1.2029455,1.2683628,0.72334456,1.1416862,1.055612,1.234562,1.1007926,0.7182257,0.9459928,0.69382834,1.2656935,0.7520777,1.109127,0.952075,1.1409521,0.8503143,1.0102535,1.2518501,1.1695068,1.2783997,1.1300012,0.9446973,1.2923431,0.6536044,1.0570984,0.91416335,0.6209824,1.0811293,1.2197611,1.2772702,1.1507099,0.98918045,1.2826036,1.1328611,1.3513721,1.1864874,1.0736158,1.2030758,0.3774072,0.80120146,0.94528943,1.1299088,0.75627786,1.1535821,0.9514073,1.0485079,1.0249017,0.93301886,1.2170085,1.1531676,0.96610224,1.2749326,0.9828368,0.8515166,0.776339,0.8781672,1.2216669,1.1554272,1.0602456,1.1659558,1.2375396,1.3101878,1.0536411,0.27749354,1.1310014,0.5021569
drawer,1.1722046,1.0815442,1.0087482,1.1177187,1.1648165,1.1473441,1.0639024,0.58604085,1.0438862,1.1983743,0.9707461,0.8274834,1.1922114,1.0381161,1.1932837,0.58698213,0.9694803,0.94320434,0.52840495,0.95676774,0.9059824,0.71415806,0.7479823,0.96822995,1.1436388,0.91185546,0.70270383,1.0615147,1.2473034,0.8839715,0.9762588,0.95876527,1.1699545,0.94650036,0.8422015,0.9925282,1.0685635,1.0293794,0.8983005,0.0,1.1420066,1.1939957,1.1330731,0.9885351,1.1822374,1.0021318,1.1434224,1.02715,0.9357046,0.9509268,1.0818594,0.99340904,0.97418857,1.0819529,1.0703435,1.2133868,1.0995698,1.0840216,0.97957456,1.047394,1.2816558,0.78675365,1.0808101,0.7068881,0.7740264,0.8204942,1.2096735,1.2052927,0.985871,1.128033,0.9423099,1.1613164,0.96467835,0.7673001,1.0336177,1.0944644,0.569685,1.1283422,1.1344665,1.1971316,0.7118096,0.90147465,0.88406086,1.076292,1.0438085,1.1151661,0.97667706,0.8546345,1.0615427,0.8476812,0.5862929,0.85211635,1.0156782,0.9742553,0.8855152,1.1726838,0.84463245,1.111502,0.9788923,0.7142905,1.145744,0.9016227,1.1220226,0.9137478,0.91228855,0.9963133,1.0198935,1.2974219,1.2597618,0.7998425,1.0502467,1.0647745,1.1278106,1.0444444,1.0414898,0.746747,0.8426075,1.0411376,1.0878931
dress,1.0244303,1.1748329,1.0561317,0.7679796,1.2183876,1.1734884,1.1738033,1.2064409,0.9700862,0.8774253,1.0912285,1.048016,0.6055299,0.9959663,0.66313523,1.2894276,1.2206942,1.1636975,1.1576537,1.2000849,1.2260342,1.1867468,1.2330253,1.2661371,0.99241304,1.0460448,1.2152182,1.0393947,0.74311745,0.9471656,1.1501427,1.0805573,0.7845595,1.1258094,1.0623986,1.1709137,1.0862138,1.0277977,0.96282494,1.1420066,0.0,0.6981253,1.1205204,0.934451,0.9507355,0.9042271,0.9571998,1.2444061,1.1428033,1.1218008,0.9571484,0.91980636,0.9615308,0.9296056,1.1335493,0.7970164,0.93603843,0.8925482,1.1330291,1.0202061,0.65740716,1.2046555,0.7041624,1.2087444,1.0506986,1.2732787,0.9974998,0.848575,1.0993541,0.82205534,1.1742016,0.9799538,1.0680101,1.1059866,1.0193495,1.213862,1.1682159,1.01266,0.48069662,0.6028444,1.0890106,1.1376288,1.1418471,0.95186555,0.93351567,1.0839043,1.245276,1.2520747,1.1662573,1.0798328,1.154478,1.0114107,0.9035708,0.6223303,1.0943003,0.6359311,1.047185,0.67372227,1.0735229,1.2706206,0.97058904,1.0788429,1.1010661,1.0520337,1.134067,1.0835165,1.0756636,0.61949503,0.9227872,1.2620386,0.99851596,0.81821215,1.1327069,0.9841225,1.1218839,1.1256741,1.0930864,0.94855493,1.0385896
ear,1.0586853,0.9797425,1.1802461,0.80241895,0.8158578,0.8070513,1.0092452,1.4475489,1.1746889,1.0838255,0.8726217,1.2199078,0.66568285,0.963042,1.0217336,1.3150003,1.2382506,1.2274076,1.2828398,1.2078903,1.1736815,1.2895479,1.0473274,1.2384341,1.0856116,1.2634987,1.1756389,1.1061018,1.0551721,1.2086995,1.2815536,1.1784647,0.97249687,0.961461,1.1693722,1.2733583,1.1685424,0.91638863,0.96034336,1.1939957,0.6981253,0.0,0.81314003,0.5052513,0.8058841,0.42832327,0.9969565,1.2041658,1.1586413,1.0607293,0.93523324,0.85158294,0.7418251,0.8449243,0.8658994,0.80684924,1.0013767,0.71112967,0.89287966,1.0769339,0.9056547,1.2562219,0.66269475,1.3224554,1.1695226,1.1994419,0.87181777,0.8331182,1.1477727,0.5931769,1.2244622,0.5976737,1.1107585,1.1242019,0.55645263,0.9491593,1.189785,1.0383776,0.75132126,0.77887106,1.0126419,0.99772495,1.0317984,1.0217022,0.93589544,0.832797,1.2731413,1.3346777,0.9901648,1.2184702,1.1893977,1.0872041,0.77182204,1.0345716,0.9594936,0.6208666,1.1268938,0.913464,1.0338597,1.3596158,1.1528227,0.808252,0.9532343,0.98825467,1.116034,1.0909736,1.1513851,0.9419583,1.1476749,1.208203,0.44982886,0.5672406,0.9013398,1.1049458,1.1621199,1.3270417,1.0725274,0.71644044,1.1396527
egg,1.1769521,0.6174944,0.99880373,1.1482537,0.49420637,0.45066345,0.5140704,1.0517974,1.251934,1.4090066,0.83783454,1.4105241,1.1948625,0.923849,1.4008739,0.98893774,0.801201,1.0550872,1.1466534,0.6132457,1.082921,0.90706927,0.84231603,0.78779095,0.95369905,1.1603934,0.7665658,1.2677133,1.2038467,1.0600952,0.86462855,1.115544,1.375044,0.69871485,1.414784,0.7859752,1.1449369,0.85897124,1.3104092,1.1330731,1.1205204,0.81314003,0.0,1.00981,1.1413869,0.775354,1.2307544,0.73372245,1.1167763,0.6475998,1.1592921,1.127626,0.8316771,0.9131919,0.9398013,1.2556261,1.1467092,1.0613637,0.68520206,1.1672225,1.2512827,1.0166276,1.2645977,0.7501299,1.2691097,0.60204667,1.084473,0.99067163,1.2427084,1.109175,0.697359,0.5753887,0.8093766,0.97332054,0.88338685,0.42904472,1.1328359,0.8406383,1.2096869,1.2892673,1.0717381,0.7223035,0.6776757,1.1473707,1.090843,0.60740244,0.9269865,0.64188504,0.61780876,1.2855297,0.94700223,1.3806543,1.0077577,1.1513135,1.0004815,1.2243078,1.1811526,1.1149132,1.0672014,0.93733,1.2507534,0.813731,0.677309,0.8724466,0.7130027,0.9146559,1.2161639,1.2806923,1.2863127,0.6550709,0.65847605,0.88303983,0.863374,0.8939573,0.9259158,1.1988025,1.3119175,0.6517652,1.3311551
eye,1.1023989,0.8703935,1.2349206,0.99095476,0.82587886,0.8098014,1.0234728,1.2225955,1.0979899,1.1419573,0.5559786,1.2103475,0.93966955,1.0193722,1.0954946,1.1173874,1.0897502,1.1323545,1.1387413,1.1234143,1.095029,1.1617702,0.78593034,1.0863601,1.139536,1.1959609,1.0036178,1.0299937,1.1614323,1.1703562,1.2257187,1.1878774,1.0613735,0.728899,1.141398,1.1364393,1.1907578,1.0556738,0.9021817,0.9885351,0.934451,0.5052513,1.00981,0.0,0.74491674,0.5051254,1.1364815,1.046639,1.1508174,1.0300378,1.0469879,0.91048014,0.50386524,1.1261374,0.93854177,0.9012444,1.1634314,0.9339418,0.9072015,1.1576633,1.1019387,1.1315873,0.8156264,1.1245418,1.1498659,1.0324886,1.0359954,1.0819097,1.1460112,0.7061872,1.1245899,0.51228577,1.2195225,0.8870089,0.34432197,0.82837504,0.9608286,1.1165768,0.99901885,0.98083955,0.9807654,0.8224623,0.885957,1.1762465,0.9933197,0.91873693,1.2021974,1.1984793,0.9201658,1.2216456,1.1061131,1.0818999,0.84590197,1.2205377,0.8997431,0.82317114,1.1127542,0.9992404,1.0900462,1.1860081,1.170769,0.5985832,0.75567853,0.9403819,1.0769625,1.0191994,1.1609503,1.1119623,1.185025,1.0652984,0.49286282,0.7440558,0.90797675,1.2038962,1.1643056,1.2477856,1.0177202,0.6344502,1.0453193
face,0.717926,1.0532206,1.1436174,0.7409458,1.0709903,1.1289911,1.253599,1.349075,1.0113308,0.7441909,1.0797844,0.95300907,0.69785273,0.9679372,0.8140391,1.2520603,1.3065546,1.2965267,1.1196053,1.1716062,1.1583248,1.3109214,1.2734623,1.2776971,1.0220164,1.1974785,1.145771,0.6971798,0.8989616,1.210428,1.2183607,1.140999,0.7921901,1.2643366,0.8847307,1.3132555,0.89016056,0.82403386,0.8021507,1.1822374,0.9507355,0.8058841,1.1413869,0.74491674,0.0,0.9391373,0.9151286,1.2093053,1.1162255,1.3161533,0.941375,0.845528,0.7637322,1.08003,1.0546625,0.41462517,0.89572227,0.8305031,1.0751641,1.0774848,0.6296315,1.0679286,0.7536324,1.3518038,1.0223125,1.2691317,0.75938004,1.0086305,0.81490415,0.68325436,1.131542,0.956745,1.3377316,1.1965911,0.75167364,1.1749041,1.1349288,1.1646831,0.94028217,0.7397239,1.1134559,1.263262,1.2468684,0.9191825,1.1175212,1.002731,1.2144626,1.3706282,1.0380371,1.1811655,1.1936139,0.80169797,0.8867636,1.1704177,1.2382778,0.5302377,1.103624,0.8686043,1.0575712,1.2546731,0.9146361,1.240524,1.1956977,1.2856569,1.3178176,1.2665327,0.8714616,0.64332414,0.84763306,1.2880874,0.95825887,0.79872745,1.106045,1.3145015,1.0603776,1.156318,0.96198946,1.089975,0.7707551
finger,1.1744757,0.9588944,1.0878593,0.9591896,0.8330152,0.85758096,0.82894117,1.2766335,1.1774572,1.3200347,0.65460455,1.3064271,0.83789796,1.0856203,1.2196664,1.1683507,1.1477119,1.1777728,1.3040309,1.0699615,1.1314046,1.2716212,0.94177914,1.0924293,1.1879125,1.2760671,1.1532811,1.2342286,1.0290575,1.2276579,1.0969574,0.9727783,1.2263131,0.65810394,1.3387388,1.1283002,1.2917433,0.86870915,1.1035125,1.0021318,0.9042271,0.42832327,0.775354,0.5051254,0.9391373,0.0,1.0123374,1.1069331,1.1451646,0.75280285,0.9971295,0.89745265,0.55673414,0.92071843,0.7709811,0.9575504,1.0676284,0.39252853,0.8238663,1.2214135,1.1085528,1.2863255,0.895044,0.974371,1.2056117,1.1037791,1.005216,0.934906,1.2816372,0.59947956,1.091838,0.3268109,1.0578427,0.99960715,0.5316345,0.8099958,1.1518205,1.1885403,0.98618656,1.0663148,0.9132116,0.6718048,0.65630984,1.0733063,1.0037142,0.7376469,1.224763,1.1540802,1.0127398,1.329204,1.0860682,1.268192,1.0293163,1.122989,0.8724782,0.7663624,1.0902418,1.0062987,1.0431206,1.2192256,1.1887915,0.6617394,0.7372204,0.99694777,0.8517996,1.0377579,1.2989388,1.0997388,1.2536778,1.110054,0.18892628,0.45200217,0.7645856,1.0789607,1.1755157,1.3822715,1.2425723,0.5197871,1.2179608
fish,0.7701069,1.273792,0.643732,0.8566994,1.1731219,1.1036838,1.0937703,1.2213103,0.87032807,0.8322921,1.4344225,0.94880015,0.786775,1.151789,0.7809057,1.169485,1.2883736,0.9927186,1.0803618,1.2118686,1.1673477,1.3326838,1.501775,1.4010255,1.2165794,1.1982841,1.2683498,0.94995105,0.87519056,1.1141859,1.0545852,0.74673116,0.9307989,1.4026561,0.9808696,1.1466682,0.96111107,0.66869783,1.1030089,1.1434224,0.9571998,0.9969565,1.2307544,1.1364815,0.9151286,1.0123374,0.0,1.2353184,0.8318034,1.0692921,0.45376885,0.6916684,1.2458726,0.82901245,0.6822384,0.89852726,0.59475935,0.5534918,1.3080945,0.8709312,0.94298804,1.1017007,0.97812825,1.3414829,1.0005375,1.2902617,0.5888592,0.7310201,0.9295772,0.83655715,1.2004347,1.2140744,1.0959632,1.1935995,1.0537574,1.3329556,1.2318763,1.206218,0.79330647,0.88850796,0.9348033,1.3353834,1.3011386,0.6075143,1.0574814,1.0558262,1.0278152,1.2328094,1.2402847,0.8876135,1.2381269,0.9607592,0.8356427,1.0030013,1.0293512,0.8579767,0.72272724,0.8953063,0.6417725,1.1982168,0.86293525,1.3103964,1.2770641,1.3217806,0.97386855,1.3158283,0.9563218,0.8505093,0.9060482,1.2150688,1.069037,0.82827485,0.9341968,1.0681865,0.75555,0.76475394,1.112945,1.4075764,0.9971421
flower,1.2640207,0.4929886,1.1295756,1.431049,0.66230637,0.74648464,0.6117866,0.80901533,1.2227726,1.346978,0.62883824,1.3765996,1.4828352,0.854671,1.3355244,0.7528687,0.5926094,0.9372767,0.9436294,0.7022464,0.83626676,0.7265414,0.5764761,0.3918661,0.9266761,0.98125243,0.7059413,1.1677289,1.2471282,1.0805732,0.8932579,1.058713,1.3755119,0.50898314,1.2192022,0.7247447,1.0153064,1.0072658,1.197465,1.02715,1.2444061,1.2041658,0.73372245,1.046639,1.2093053,1.1069331,1.2353184,0.0,1.0914576,0.725029,0.9567744,1.2509992,0.86791706,1.14469,0.8587198,1.3324013,1.1171477,1.3500943,0.7913243,1.1547347,1.3982857,0.9392036,1.3785479,0.6271286,1.1942403,0.6761596,1.3207109,1.1906471,1.1008226,1.2368445,0.75604534,0.7645856,0.84816283,0.7143108,1.0102763,0.49656844,0.98244566,0.7882606,1.3394341,1.471309,1.0036421,0.5459695,0.5350454,1.1028768,1.0563852,0.71924216,0.4123453,0.60803384,0.5694234,1.1513777,0.932894,1.2201302,1.0908532,1.2753611,0.84738207,1.4741796,1.14999,1.280812,1.1321716,0.695735,1.2475162,0.68867135,0.557863,0.99192345,0.77017975,0.63543576,1.084672,1.417451,1.25312,0.75534236,0.92852443,1.2022265,0.6489301,0.9197726,0.67112577,1.0671554,1.0601394,0.69109756,1.1777538
