,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jeans,1.1661245,1.0602983,1.3943131,0.46981788,1.3267934,1.3286052,1.1378534,1.4269274,0.73449945,0.6275746,1.174845,0.6785083,0.73327637,1.0566009,0.40012902,1.1349242,1.2132131,1.3528773,1.5023701,1.0316275,1.3916839,1.2683238,1.3042339,1.1904355,1.2474537,1.237967,1.1989038,0.7800819,0.921201,1.374321,0.66344696,1.3521464,0.64763474,1.3417788,0.8259727,0.31597722,0.8962758,1.3634514,0.7428441,1.4643021,1.0782546,1.0105193,1.1346898,0.6735474,1.1508044,1.330581,1.3206674,0.8040344,1.0500159,0.8904841,1.4638147,0.718449,1.3225863,1.083771,0.897908,1.1428845,0.64449537,1.2403259,0.9581498,0.8084003,1.1922835,1.050154,0.33378005,1.3751023,0.0,1.3204997,1.1449459,1.5096378,0.6743796,1.1671281,0.5724315,1.0847712,0.66710484,1.2356491,1.1270405,0.97826964,1.3574729,0.64694273,0.16102111,0.2536596,0.91325307,1.3794984,1.3627603,1.0786512,0.5774161,0.86534435,1.3287714,1.2197208,1.453677,1.0461041,1.4421953,0.97727954,1.18877,1.1046876,0.5989669,1.2179675,1.30558,0.32289934,0.99808335,0.7489903,1.3981943,0.6814208,0.84230435,1.1319956,1.2522894,0.570717,1.4342082,1.1327616,0.7082667,0.3427009,0.61263114,1.4151014,1.0857103,1.033961,0.90191555,0.92282784,1.2955163,1.1042926,1.2318304,1.2851676,0.6983896
knife,1.2511926,0.6116752,0.6834424,1.3567458,1.1565845,1.0718255,1.2052255,0.6153996,1.3434304,1.373847,0.36402762,1.2580631,1.4540137,0.78994834,1.3721285,0.9261444,1.1122007,0.68278515,0.69515705,1.1617073,0.28254122,0.5112238,0.6666109,0.5459697,0.3920917,0.62033063,0.6958066,1.2544434,1.0003483,0.43512356,1.2327743,0.7353548,1.3726385,0.7445823,1.2787509,1.2650057,1.2475327,0.15993631,1.3144324,0.7575745,1.276189,1.2399725,1.1602906,1.1534445,0.9752649,0.5657536,0.8534094,1.1804495,0.84341675,1.2779166,0.69628423,1.1868886,0.4817965,1.4160464,1.3789405,0.49165797,1.1594553,1.3324641,1.3696436,1.3430243,0.6167218,1.1463724,1.2294463,0.89674807,1.3204997,0.0,0.6932887,0.46838832,1.2272897,1.1341854,1.5034482,0.7872472,1.2682439,0.45159042,0.9929462,0.6636296,0.77772903,1.1350608,1.3208402,1.2707471,1.1447055,0.3432349,0.2768379,1.1916485,1.2421453,1.2156014,0.91126436,1.1640513,0.6342276,1.1656735,0.8614854,1.1697881,0.8403309,1.0765331,1.2257546,1.1896746,0.9266796,1.3547051,1.0265293,0.9000541,0.076352954,1.1470766,1.4584274,0.51745343,0.48581415,1.3396623,0.3394823,0.86778915,1.362619,1.2679936,1.402077,1.0480491,0.6873324,1.2621372,1.2806305,1.2424508,1.294989,1.2325011,0.441666,0.24770033,1.304728
ladder,0.93457913,0.9263401,1.167234,1.1968852,1.2742267,1.1941367,1.2667232,0.6642318,1.1253059,1.0780673,0.8468106,0.74664617,1.2498263,0.88849753,1.138437,0.9354344,0.920413,0.83718085,0.9183302,0.94848424,0.874458,0.11176884,0.78934246,0.81567883,0.49985433,0.58453745,1.0452574,1.0867467,0.35457808,0.906643,0.8760139,0.9700966,1.2200781,0.9400605,1.1803942,1.0714282,1.1754931,0.80419993,0.6327214,0.9264171,1.1888803,1.0514201,1.1086248,0.7366952,0.9105077,0.89464843,1.0474478,1.141683,1.1537193,1.2979814,1.0380492,1.1733991,0.78474927,1.32599,1.1973373,0.9131269,1.2315303,1.3626462,1.2445945,1.2898391,1.1050558,1.0310184,1.0796304,0.95132506,1.1449459,0.6932887,0.0,0.74878466,1.164098,1.297979,1.3785455,0.6265957,1.0629292,1.0383029,1.0989788,0.97836477,1.0516472,0.92122537,1.0984877,1.0763066,1.0659187,0.6656086,0.6305389,1.2103384,1.220786,1.1829728,0.99240273,0.8791988,0.8830153,1.0492363,1.1348878,0.92997164,0.96372265,1.1232716,0.7747816,0.89975154,1.1292043,1.2136737,1.087596,1.0378101,0.63146603,1.0807279,1.181141,1.031684,0.86245024,1.2485102,0.756789,1.0796931,1.0817655,1.101169,1.1647258,1.0567079,1.0914589,1.3359244,1.2833483,1.2133033,1.3090936,1.1033694,0.103007674,0.9234131,0.82744306
lamp,1.0726149,0.7618897,0.7177023,1.4351058,0.8473544,0.67784,1.0495365,0.49164498,1.2757192,1.4168296,0.5473829,1.2818615,1.3380437,0.83397484,1.430548,0.8627391,0.9640085,0.69778943,0.44211972,1.0917777,0.5306256,0.58169436,0.6138656,0.6365145,0.5830829,0.6229801,0.84799063,1.2832956,0.937186,0.30823314,1.2243286,0.65153193,1.4265015,0.64442414,1.4137311,1.3941991,1.3201048,0.48560452,1.3165362,0.6295482,1.0298886,1.1573662,1.0931935,1.1352633,0.77507937,0.5497546,0.6989118,1.2307583,1.0255486,1.3497466,0.7463151,1.2658007,0.46502972,1.271512,1.254242,0.7069193,1.2907566,1.1006912,1.3181185,1.3901632,0.72534275,1.0544258,1.34645,0.7428902,1.5096378,0.46838832,0.74878466,0.0,1.3405023,1.0001246,1.5864007,0.78101957,1.452295,0.69855493,0.9215297,0.75185204,0.6462785,1.1839479,1.5402074,1.4676111,1.0916742,0.41745317,0.4705485,1.1711142,1.3980744,1.2388957,0.7390479,1.0116898,0.5473828,1.0845549,0.68336207,1.0774022,0.77817166,1.0441074,1.3087788,1.004191,0.71217453,1.4120182,0.97177404,0.98654467,0.44456053,1.0314214,1.3237631,0.7457061,0.5930438,1.4524478,0.3579496,1.0557483,1.4422208,1.4771178,1.4180336,0.6324457,0.82374036,1.3379719,1.3328326,1.1693226,1.0341525,1.0055767,0.58788466,0.46994424,1.2637169
leg,1.0959426,0.7927449,1.2270417,0.6181873,1.2320346,1.1973453,1.0363243,1.2471684,1.0843257,0.91080946,1.2237499,0.8746127,0.77757394,1.1325455,0.7177878,1.08513,1.1357496,1.2533882,1.3331646,1.0659637,1.1615292,1.1724644,1.2524765,1.0882909,1.1958559,1.2904302,0.9933216,1.017049,1.0491322,1.2356141,0.9792924,1.2147839,0.6425515,1.2150846,0.78940445,0.6681367,0.69715774,1.2545567,0.96006894,1.2445319,1.1028602,1.0825666,0.84049195,0.9748637,1.155591,1.2550871,1.1405267,0.96972394,0.76299536,0.8221338,1.2878852,0.622509,1.1574835,1.0432833,0.95386565,1.0727298,0.4366039,1.142518,0.9941327,0.649689,1.063657,0.99363536,0.840276,1.1971359,0.6743796,1.2272897,1.164098,1.3405023,0.0,1.1444788,0.36576235,1.2274026,0.8919318,1.0332193,0.90940875,0.9645901,1.1818467,0.96886164,0.5901506,0.58342713,0.9057278,1.2936028,1.1994313,0.96658,0.6991459,0.8736664,1.274574,1.135731,1.3180373,1.0181799,1.2498705,1.0467356,1.1878992,1.0555681,0.9747447,1.1250457,1.1872181,0.76047254,0.87137604,0.9922799,1.2547396,1.0847739,1.037483,0.93056,1.2619421,0.28250444,1.2399318,0.83542705,0.94090754,0.7802782,0.8720825,1.2601008,0.7685453,0.78590083,0.75796086,0.77206045,1.1721689,1.183752,1.1777048,1.2343305,1.0425707
melon,0.9011576,1.0529516,0.3094083,1.1266078,0.44156468,0.6588988,0.31691056,1.140729,0.7905853,1.2171091,1.0618982,1.0669847,0.97465503,1.1700925,1.2679391,0.80672145,1.1590104,1.2951021,0.99626225,1.1755362,0.95254874,1.2171111,1.179844,0.9988919,1.2678672,1.2619758,0.6309852,1.0861714,1.3128929,0.9195048,1.2186031,0.82423633,0.980293,1.0366962,0.8155236,1.2161845,0.9874562,0.98164725,1.1730337,1.1742327,0.59631974,1.1687182,1.1203684,1.1508324,1.1595852,0.91557556,0.78488755,0.9665548,0.7831738,0.5552351,0.7992891,1.0947108,1.117918,0.50550723,0.78543425,1.033664,1.171476,0.52649695,0.8857121,0.75632644,0.8976551,1.1557099,1.2566295,1.1568844,1.1671281,1.1341854,1.297979,1.0001246,1.1444788,0.0,1.039635,1.229105,1.137665,0.82020247,1.1454501,1.1396009,0.75444704,1.2076964,1.1390013,1.1397176,1.0062345,1.2222333,1.1593752,0.31343395,0.9934324,0.98958516,1.0178351,0.87790054,0.95558167,1.1494672,0.66316026,1.2677124,1.1328363,0.7398329,1.1629349,0.92534024,1.0177227,1.1825631,1.1712372,1.0924287,1.1824782,0.97722673,0.7353809,1.1203618,0.8753787,1.1445009,1.068264,0.94301444,1.1212275,1.1214813,1.1273508,0.9199084,0.9943816,0.73872185,0.7416583,1.1810288,0.5642717,0.9549534,1.2900262,1.0680737,1.2027552
mitten,0.99384725,1.0686412,1.2979106,0.58391315,1.0979185,1.1829314,0.98831284,1.4177735,0.8924264,0.6782714,1.3840785,0.8724667,0.56497335,1.1697199,0.4984392,1.1315744,1.1267141,1.3061457,1.481493,1.0299422,1.4026127,1.4595553,1.3834689,1.2841136,1.4710634,1.422571,1.1647301,0.85603166,1.1724772,1.4792384,0.9097835,1.3258485,0.4187081,1.2462428,0.68270886,0.58429044,0.48117912,1.5186434,0.86266327,1.301335,0.9960754,0.97023386,0.8065972,0.9729259,1.2085388,1.4353695,1.289557,0.94608915,0.9642936,0.63597864,1.2397016,0.43935323,1.3710961,0.77626765,0.771297,1.3002274,0.2601576,0.89303744,0.7713119,0.5844395,1.1293018,1.0267308,0.7435727,1.2279397,0.5724315,1.5034482,1.3785455,1.5864007,0.36576235,1.039635,0.0,1.3020135,0.7811438,1.283056,0.72262466,1.1438179,1.3473694,1.0002279,0.5152489,0.54618645,0.8735477,1.495075,1.4938753,0.9571768,0.6125939,0.6203799,1.2730868,1.0586213,1.429192,1.0183138,1.3226564,0.9725539,1.31726,1.0509523,0.91314125,1.0497162,1.1621789,0.662826,0.84762466,0.9272751,1.5271466,1.0125209,0.8179695,1.0029688,1.3924766,0.1717186,1.4574686,0.97772914,0.6951463,0.73549366,0.59992605,1.2739035,0.94161135,0.7198192,0.66956943,0.51100886,0.9525821,1.0814583,1.4754704,1.3789399,0.96116257
mop,1.0105482,0.8760161,1.1751446,1.1862817,1.1696289,0.97878945,1.2692856,0.76237416,1.1445537,1.0800573,0.74526656,0.9308974,1.2015443,0.92316043,1.137727,0.8505658,0.80058277,0.7119736,0.86944777,0.939668,1.0064934,0.69606376,0.65528774,0.9555711,0.57817423,0.64826727,1.1007807,1.1458241,0.723199,0.9031172,0.88880366,0.9045366,1.2698599,0.9425465,1.2281569,1.1042291,1.222077,0.82253796,0.9500685,0.8766065,1.2024858,1.0698498,1.0389665,0.7403258,0.7055209,0.9066324,1.0990609,1.1802814,1.1138941,1.2802181,0.9951247,1.0853541,0.74946594,1.2969668,1.2373399,1.0086752,1.1185472,1.1725264,1.2238257,1.2517345,1.0726843,1.0213792,1.0956398,0.88049185,1.0847712,0.7872472,0.6265957,0.78101957,1.2274026,1.229105,1.3020135,0.0,1.1962688,1.1007662,0.9229762,0.95450777,1.0994037,0.7892376,1.08766,1.1155206,0.9097083,0.59305775,0.6297944,1.157004,1.2798429,1.0122197,0.99362767,0.9915315,0.9553022,1.036804,1.1063191,0.77721846,0.6880887,1.1070919,0.81408256,0.98367095,0.83836746,1.209992,0.9339826,0.77591974,0.8073509,1.080391,1.2347497,0.89000976,0.94931865,1.1656821,0.84577477,1.0916109,1.1455377,1.1401123,1.1722193,0.9599756,1.0347874,1.2563517,1.2384983,1.1026367,1.156297,1.0639411,0.56373614,0.85571903,0.98722166
motorcycle,1.0792006,1.1915143,1.3013601,0.7721631,1.2116387,1.2701643,1.1381774,1.2982931,0.8702256,0.6997905,1.2145828,0.7289979,0.87512505,1.1112427,0.71601504,1.1924244,0.9930319,1.1994029,1.3677227,0.8804685,1.2784936,1.1781609,1.2972786,1.1429192,1.2532046,1.2053014,1.130269,0.74820024,0.9469726,1.3533688,0.782827,1.260721,0.67055166,1.2086946,0.86648124,0.67458284,0.8019557,1.2975334,0.7223035,1.2242978,1.1172037,0.8967544,1.0314142,0.8004455,1.1301951,1.227921,1.218466,0.78008837,1.1026711,0.95028126,1.2244265,1.0447,1.2957623,0.9792301,0.7782043,1.1228873,0.9093014,1.0956727,0.91817,0.8933635,1.2196181,1.0027716,0.7340317,1.1140885,0.66710484,1.2682439,1.0629292,1.452295,0.8919318,1.137665,0.7811438,1.1962688,0.0,1.189407,1.1234412,1.2020762,1.2489861,0.7879385,0.66697145,0.6722058,0.8441167,1.2845085,1.261724,1.0596623,0.63981044,0.9787641,1.1253598,1.1113874,1.258253,0.9864468,1.2833483,0.8282671,1.0987936,1.0620708,0.67060363,1.1057175,1.2407835,0.72500986,0.97927463,1.1614108,1.236202,0.91503745,0.90160227,1.2745869,1.1939917,0.9088686,1.3094682,1.0826807,0.29379165,0.58195835,0.7249726,1.3060915,1.2209197,0.9597252,0.9198416,0.9495637,1.1544036,1.0076394,1.1683074,1.217444,0.762931
nail,1.2791497,0.52919394,0.34555578,1.1663294,0.85693365,0.81416595,1.0070112,1.0016181,1.2886981,1.3005962,0.6310202,1.308965,1.3025545,0.98962647,1.356013,0.94440955,1.3089299,1.0321327,0.941518,1.2963253,0.30793607,0.8283005,0.98953724,0.6437268,0.8205226,0.87454414,0.46462864,1.2514756,1.3009555,0.48185146,1.2378877,0.89253074,1.1539991,0.99438125,1.118054,1.3043765,1.06418,0.26346505,1.4255962,0.9827958,1.1754934,1.3372784,1.1626008,1.2401233,1.1056366,0.6360794,0.58847916,1.0567875,0.43021393,1.0444096,0.64178467,1.117455,0.77944165,1.225705,1.1689913,0.43893296,1.1949171,1.0730675,1.2001324,1.0065397,0.50148857,1.1964046,1.1800961,1.0664419,1.2356491,0.45159042,1.0383029,0.69855493,1.0332193,0.82020247,1.283056,1.1007662,1.189407,0.0,1.1273515,0.59650683,0.5174248,1.2968593,1.159558,1.1647599,1.0631638,0.79890704,0.5758074,0.9193138,0.86693984,1.1934481,1.1052669,1.2211998,0.8752959,1.2108006,0.8132169,1.3774984,1.0824393,0.76755,1.3314483,1.2379997,1.0325726,1.1714112,1.1804175,1.0099853,0.56516886,1.1612016,1.364272,0.64914817,0.4882933,1.1312076,0.6216291,0.70371044,1.3065878,1.1633046,1.3398398,1.1549019,0.3762263,0.87084764,1.002632,1.3347303,1.1494654,1.3231138,0.85372937,0.43263054,1.2489018
napkin,0.88938403,0.9728436,1.1475701,1.2410423,0.9946598,0.94303983,1.2383372,0.74612546,1.1961651,0.94289815,0.8334342,1.1020354,0.7888731,0.91675043,0.83611727,0.90493643,0.89888257,0.81677854,0.80275846,0.9176016,1.0077068,1.1112128,0.77596986,1.0303824,0.89176816,0.93304825,1.0701346,1.1436703,0.99065995,1.0276537,1.1181531,1.0526117,1.0593811,0.8060924,1.1851882,0.937946,0.9591305,1.0261102,1.0461745,0.87576395,1.134697,1.050125,0.86161786,1.1554868,0.9083911,0.93653727,1.094641,1.1633667,1.18312,1.0447712,0.8603737,0.8174583,0.9187069,1.105995,1.3339884,1.1210556,0.5524789,1.0601878,1.1188105,1.2158256,0.89485073,1.0806913,1.1091583,0.9380289,1.1270405,0.9929462,1.0989788,0.9215297,0.90940875,1.1454501,0.72262466,0.9229762,1.1234412,1.1273515,0.0,1.0350178,1.1040679,0.9881489,1.1797905,1.1353679,0.91869295,0.9212077,0.9968725,1.2109662,1.113134,0.5943076,0.9060165,0.9191041,0.9141944,1.0520315,0.98786885,0.6522297,0.7954922,1.1778232,1.1517091,0.8815139,0.80240726,1.2155443,0.71315587,0.76271284,0.9894648,1.0948819,1.1859965,0.76600623,1.0920972,0.83171153,0.84067094,1.1596602,1.002355,1.2266054,0.900527,0.85860306,0.8854814,1.1000725,1.2833519,0.25852948,0.997509,1.0254383,1.0769358,0.817699,1.2387012
necklace,1.1912258,0.58802605,0.9028021,0.98130214,1.1823272,1.0532534,1.2633822,0.9990531,1.3334848,1.225389,0.58954763,1.1699669,1.1918898,0.9444548,1.1037205,0.87132096,1.121133,0.92477655,1.0522361,1.1247815,0.63594174,0.8374504,0.95929813,0.6123572,0.7537775,0.86436677,0.8140409,1.2595954,1.0303825,0.7139292,1.1742685,0.88453466,1.0951113,1.0577087,1.1730839,0.99931145,1.0962895,0.68649596,1.2326477,0.9888671,1.14686,1.2466155,1.0249008,1.09801,0.9569504,0.8239758,0.96029174,0.9199574,0.5543824,1.2242029,0.9875624,0.9267117,0.7983359,1.3714665,1.2630213,0.48539114,0.922883,1.2815971,1.3365504,0.9470433,0.6627555,1.0527029,0.9458046,1.0223033,0.97826964,0.6636296,0.97836477,0.75185204,0.9645901,1.1396009,1.1438179,0.95450777,1.2020762,0.59650683,1.0350178,0.0,0.93616784,1.1007348,0.8862277,1.0063621,1.03361,0.830637,0.71627694,1.16058,0.9091768,1.0484856,1.1188457,1.1461579,1.030087,1.1152275,0.9741349,1.1535602,0.9538015,0.95247406,1.1652501,1.1590431,1.086225,0.8153286,1.0184062,0.74874103,0.7501126,1.0587596,1.3788869,0.6989952,0.8947275,0.9419527,0.79759455,0.7884201,1.2803997,0.9673433,1.2448215,1.1591172,0.4386046,1.0966051,1.158904,1.1420214,1.3565669,1.2921524,0.83846474,0.6226846,1.2011082
orange,1.111245,0.9232712,0.33557808,1.2648575,0.45730615,0.5961431,0.7397617,0.7839178,1.2896001,1.2629223,0.90833944,1.2712418,1.2929999,0.9337078,1.3515235,0.94898516,1.06431,0.95257235,0.6206428,1.1905767,0.4840312,0.8951142,0.9277166,0.84408134,0.90858364,0.91647947,0.60845053,1.2022469,1.2711344,0.614778,1.2473494,0.77199876,1.2311968,0.7378149,1.1334469,1.3685797,1.123743,0.67052644,1.3704737,0.8013591,1.0691922,1.1344326,1.1166993,1.3215214,1.0659562,0.6492982,0.016007662,1.1259775,0.8183812,1.0674771,0.7237393,1.244,0.8738215,1.0830433,1.0995504,0.85483104,1.340112,0.85729325,1.1510108,1.1678721,0.7273254,1.121603,1.2309062,0.9385643,1.3574729,0.77772903,1.0516472,0.6462785,1.1818467,0.75444704,1.3473694,1.0994037,1.2489861,0.5174248,1.1040679,0.93616784,0.0,1.3044572,1.3990823,1.2808528,1.0576816,0.8452345,0.81209856,0.81342125,1.163767,1.2157874,0.80634195,1.0539508,0.707039,1.1090626,0.51538444,1.1348921,1.0090808,0.7537802,1.4056356,1.049537,0.9200338,1.2822227,1.1183584,1.1095006,0.75893724,1.1887174,1.234553,0.86489975,0.68778837,1.2809725,0.7326924,0.93533623,1.2931377,1.2688355,1.246452,0.63404834,0.7542105,1.0438197,1.112676,1.2499362,0.8794377,1.0156504,0.9421409,0.80459976,1.2177085
oven,1.062576,1.0325716,1.4066875,0.8669424,1.279618,1.1958395,1.2301791,1.0700402,0.8273485,0.8806871,0.91904473,0.6608074,0.9318963,1.1333799,0.78389776,1.0577419,0.9252626,1.0399617,1.1134835,0.856755,1.3371825,1.0713494,0.924996,1.1330484,0.9046205,0.9968461,1.2325084,0.8579323,0.7603046,1.1569287,0.6682092,1.0711087,1.0024021,1.1995549,1.137291,0.65136135,1.0875795,1.2265117,0.70782864,1.1386504,1.089103,0.9787331,1.1587713,0.42578256,0.60219634,1.0313661,1.2947261,0.9631327,1.1692343,1.200103,1.3424158,1.091502,1.13488,1.1915692,0.9794034,1.1397697,0.9304116,1.2197382,1.0872182,1.088881,1.1653943,1.0185524,0.90253496,1.0560656,0.64694273,1.1350608,0.92122537,1.1839479,0.96886164,1.2076964,1.0002279,0.7892376,0.7879385,1.2968593,0.9881489,1.1007348,1.3044572,0.0,0.6899848,0.7552157,0.765437,1.1221436,1.1376287,1.1618854,0.91839737,0.9529571,1.04546,1.0936484,1.1938089,1.0443313,1.3341634,0.7358195,0.48886132,1.0696723,0.34674364,1.0851189,1.1719007,0.8649777,0.8825471,0.85984576,1.1538606,0.73971426,0.99437124,1.1113821,1.2097976,1.0021633,1.2263145,1.1579748,0.8752832,0.7420489,0.8976314,1.141712,1.1931323,1.2105893,1.2001114,0.94720733,1.2373443,0.88989836,0.99879164,1.0666537,0.82176924
pajamas,1.1494751,0.96828246,1.3581901,0.49482733,1.3208612,1.2972518,1.1284065,1.4626067,0.7525523,0.66450655,1.1602236,0.6944007,0.6330459,1.1412712,0.42998034,1.0828543,1.179297,1.3399878,1.5806664,1.0433917,1.3906133,1.2197816,1.3214344,1.1140102,1.2397306,1.2738023,1.0750065,0.83686846,0.87838787,1.4030377,0.7722349,1.3378913,0.5025646,1.4437559,0.7770853,0.35040772,0.81014717,1.321566,0.7013166,1.4706986,1.0447339,1.0682217,1.1356866,0.66394067,1.1614215,1.3452554,1.3623511,0.84388405,0.93636256,0.8163953,1.4390457,0.7660247,1.335531,1.0564734,0.866027,1.1256644,0.61309403,1.2161827,0.9994709,0.7046252,1.1270182,1.0684389,0.46906662,1.3467562,0.16102111,1.3208402,1.0984877,1.5402074,0.5901506,1.1390013,0.5152489,1.08766,0.66697145,1.159558,1.1797905,0.8862277,1.3990823,0.6899848,0.0,0.34929597,0.85817933,1.4156291,1.3326293,1.0197554,0.5375005,0.7606154,1.413667,1.1932049,1.53228,1.0784899,1.4460719,0.9721749,1.208864,1.0080906,0.59030205,1.2085066,1.3645989,0.34772938,1.0625284,0.8028978,1.4220254,0.7358434,0.8180562,1.1160696,1.2623216,0.5369592,1.4592599,1.0242627,0.72444797,0.40456998,0.6675908,1.510934,1.0344174,0.9368731,0.8704233,0.9846037,1.2903538,1.1956055,1.2078801,1.2729399,0.741912
pants,1.093184,0.9682874,1.3344288,0.61111414,1.294807,1.2979429,1.1021284,1.3885146,0.8237256,0.7116772,1.2194468,0.681091,0.8323501,0.9253417,0.649354,1.1634611,1.209903,1.3397427,1.4684898,1.0971642,1.3286171,1.1860098,1.2823546,1.1955241,1.1829171,1.2297604,1.1395568,0.78125596,0.9293432,1.333789,0.793278,1.3116325,0.6364733,1.2762029,0.9284601,0.51534945,0.7933454,1.3514502,0.7698342,1.3877417,1.1134154,0.9888184,1.0724188,0.705676,1.2246388,1.2608848,1.2383283,0.879712,0.9973061,0.9202127,1.4096911,0.73124474,1.338389,1.0874292,0.8591727,1.1263167,0.6484528,1.2197922,0.96705854,0.816121,1.1759479,1.0200803,0.5110333,1.304404,0.2536596,1.2707471,1.0763066,1.4676111,0.58342713,1.1397176,0.54618645,1.1155206,0.6722058,1.1647599,1.1353679,1.0063621,1.2808528,0.7552157,0.34929597,0.0,0.895131,1.3417859,1.3318537,1.0714661,0.57122934,0.98336405,1.3246202,1.1202269,1.4238424,1.0321572,1.412965,1.0144068,1.2164843,1.0592959,0.6818919,1.1224015,1.2911739,0.51438487,0.9274629,0.87459874,1.3265162,0.8270866,0.91462827,1.0656061,1.2179937,0.48121053,1.3975958,1.042835,0.7818604,0.3760401,0.72594535,1.3703102,0.9625115,0.99508,0.86223084,0.95518667,1.2576876,1.1750733,1.1423161,1.2961525,0.8270958
paper,1.1238403,0.9568693,1.1396178,0.8531284,1.0776347,0.94697547,1.0744462,1.0620347,0.8750087,0.8564185,1.0217689,0.83506817,0.86409533,1.257422,0.926857,0.8849881,0.8430143,1.068791,1.0657321,0.70987576,1.175702,1.1283584,1.0655563,1.1144911,1.0436556,1.0654519,0.98575366,1.0045139,0.9898406,1.0562483,0.86584556,1.1652702,0.8686072,1.1937903,0.9913925,0.83892477,0.8921757,1.1135381,0.899262,1.142415,1.0641016,1.0913398,1.1512446,0.6852956,0.9420273,1.089141,1.0310656,0.98571575,0.99179715,0.9688825,1.2051523,1.1129112,0.9764594,1.1127386,1.0193983,1.079426,0.98478824,1.0688595,1.0346907,0.9174446,1.0765421,1.085878,1.0165145,1.0819862,0.91325307,1.1447055,1.0659187,1.0916742,0.9057278,1.0062345,0.8735477,0.9097083,0.8441167,1.0631638,0.91869295,1.03361,1.0576816,0.765437,0.85817933,0.895131,0.0,1.0560659,1.0309612,1.0753871,0.8296628,0.871767,1.0642956,1.1316521,1.1238146,1.0986102,1.1989264,0.8959472,0.99121803,1.0365295,0.65652317,1.140358,1.1384902,0.9516443,1.0122974,0.95192635,1.2420332,0.86964333,0.99706393,1.1345811,1.042762,0.92510664,1.0821074,1.0619944,0.9453572,0.8562366,0.8367334,1.0808243,0.9927201,1.0595571,0.979651,0.95989823,1.1577795,0.95297617,1.1192296,1.1170101,0.9485469
pen,1.2048708,0.81824714,0.90019387,1.290407,1.0598006,0.97004807,1.202878,0.52738255,1.2849411,1.3451908,0.5453312,1.2324653,1.3344812,0.914912,1.3475844,0.9260373,0.9944172,0.65327406,0.58233595,1.0147724,0.5897412,0.52465725,0.63466394,0.77270246,0.55303127,0.66170555,1.0315282,1.2072725,0.988209,0.52535516,1.1261023,0.81305194,1.3765136,0.7013696,1.2501898,1.3330598,1.2609538,0.42514092,1.2647867,0.70707345,1.243766,1.1412886,1.0595644,1.1213733,0.78534645,0.6050638,0.87878025,1.2366091,1.0233797,1.3575377,0.7494842,1.1298655,0.31052053,1.2863048,1.3312367,0.7547216,1.2009333,1.2047803,1.2623158,1.3002393,0.907501,1.0991397,1.2641963,0.8253343,1.3794984,0.3432349,0.6656086,0.41745317,1.2936028,1.2222333,1.495075,0.59305775,1.2845085,0.79890704,0.9212077,0.830637,0.8452345,1.1221436,1.4156291,1.3417859,1.0560659,0.0,0.122269094,1.214871,1.3501575,1.2031554,0.7628046,1.1539745,0.5838274,1.1209248,0.8482471,1.0385454,0.752298,1.1458749,1.235025,1.1412696,0.7580451,1.3251038,0.9054266,0.9419216,0.32516944,1.1562787,1.337924,0.70312655,0.70108926,1.3308319,0.36052477,0.9709395,1.306001,1.3573066,1.3496213,0.82958114,0.902483,1.2195228,1.2035381,1.145613,1.1438787,0.9966986,0.45859873,0.49890006,1.2577531
