,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
chair,0.7554811,0.99029326,1.414491,1.018702,1.360778,1.2119074,1.2809199,0.75523067,0.8761575,0.78862846,0.9161517,0.5085133,0.99140817,0.91352534,0.8139997,1.0165322,0.8528416,0.90152055,1.0261611,0.8960201,1.1864885,0.6013362,0.79473615,0.9484793,0.64839476,0.6625371,1.1984526,0.9977813,0.0,1.0957046,0.8539173,1.0395619,1.046815,1.033425,1.111122,0.72937775,1.1774149,1.1222578,0.3549291,1.0422686,1.0884217,0.93666714,1.1119578,0.67692953,0.9316405,1.0540078,1.2589331,1.1068248,1.2938635,1.2821333,1.3310301,1.1043175,1.03431,1.2932581,1.1610863,1.1240144,1.0149829,1.4253037,1.2418649,1.2399131,1.1484901,0.92600065,0.88504833,1.0059956,0.921201,1.0003483,0.35457808,0.937186,1.0491322,1.3128929,1.1724772,0.723199,0.9469726,1.3009555,0.99065995,1.0303825,1.2711344,0.7603046,0.87838787,0.9293432,0.9898406,0.988209,1.0091058,1.272393,1.17633,0.9390976,1.1239284,0.76682746,1.095277,0.94197595,1.2954003,0.7479663,0.9386187,1.1961255,0.6313944,0.7606058,1.1212144,0.99128866,1.0809036,0.9826535,0.94917107,0.7454238,0.98495597,1.1388209,1.1283255,1.129539,1.0659219,1.1883699,0.9530073,0.9062872,0.87558186,1.107035,1.1995761,1.3748796,1.3374317,1.0354018,1.2970783,1.042388,0.55224586,1.0712148,0.66640556
clock,1.2373207,0.70916,0.5936289,1.3600264,0.78393406,0.7264081,1.0508109,0.6554611,1.2602617,1.3057724,0.5968344,1.2862953,1.302624,0.9085719,1.376696,0.9754033,1.0841812,0.82555044,0.6054557,1.1282606,0.45517075,0.73096037,0.7182683,0.666527,0.6654148,0.7275952,0.7945829,1.2583258,1.0957046,0.0,1.0992179,0.7165549,1.3238286,0.75146484,1.3438908,1.3596222,1.1918697,0.4472208,1.3737993,0.72978145,1.0574722,1.2170075,1.1511395,1.0450329,0.8544539,0.5314381,0.682438,1.1457832,0.92458445,1.2829399,0.79612416,1.2407672,0.62961596,1.3375039,1.1998072,0.60972595,1.3069092,1.1142787,1.3058697,1.3159235,0.5946793,1.1413846,1.2826223,0.78258425,1.374321,0.43512356,0.906643,0.30823314,1.2356141,0.9195048,1.4792384,0.9031172,1.3533688,0.48185146,1.0276537,0.7139292,0.614778,1.1569287,1.4030377,1.333789,1.0562483,0.52535516,0.54924804,1.1990488,1.2082888,1.2268345,0.82783335,1.1776091,0.601931,1.147581,0.6961467,1.1953915,0.9103607,0.9776758,1.2447398,1.1702833,0.8562574,1.3082689,1.0617431,1.0215354,0.45206106,0.9889781,1.3170695,0.7213346,0.56975317,1.3694258,0.44488811,0.95811266,1.3599827,1.2910131,1.3324453,0.825457,0.6687712,1.2362286,1.2869877,1.2651981,1.0825702,1.090151,0.7140784,0.4513468,1.2376862
closet,1.0983154,1.0518796,1.3962466,0.75224066,1.2155216,1.1636744,1.2021981,1.1366675,0.77444315,0.6362865,1.2016141,0.6812725,0.8755673,1.1654094,0.692654,1.1360462,1.0088964,1.1478629,1.1960678,0.82343227,1.340642,1.0647714,1.0989063,1.1843736,1.1301144,1.0760211,1.2086809,0.85229766,0.8539173,1.0992179,0.0,1.2215929,0.9116808,1.1796218,0.99264526,0.78861153,0.97394663,1.2392246,0.68377954,1.1644571,1.0744022,0.98959136,1.112591,0.4617536,0.8809055,1.1768141,1.2295969,0.9372683,1.211232,1.0709653,1.2473712,0.99741197,1.1457671,1.1087494,0.992815,1.2051792,1.0761462,1.1897364,0.96643054,1.0760885,1.3059174,1.0022128,0.7116453,1.0722072,0.66344696,1.2327743,0.8760139,1.2243286,0.9792924,1.2186031,0.9097835,0.88880366,0.782827,1.2378877,1.1181531,1.1742685,1.2473494,0.6682092,0.7722349,0.793278,0.86584556,1.1261023,1.1701009,1.2263511,0.87390584,1.1397567,1.0546829,1.1386299,1.1899581,0.98275495,1.290758,0.93137795,1.1390882,1.2476408,0.47364438,1.1134143,1.1146759,0.6968453,1.0495528,1.045469,1.2169251,0.83883524,0.87360203,1.2418681,1.1719545,0.90352035,1.2283688,1.1216573,0.74963677,0.72960126,0.66269225,1.1158644,1.2450076,1.0855409,0.9750753,0.97109646,1.1729281,0.90754193,1.014703,1.2279667,0.622149
coffee,1.0109726,0.82339454,0.7302027,1.2696754,0.85716593,0.91959405,0.90706843,0.64516616,1.1801827,1.2601591,0.68051666,1.1618944,1.3065772,0.9759351,1.2920996,0.7877215,0.8823694,0.65045893,0.6012888,0.95729154,0.7146762,0.84913516,0.59651613,0.7366556,0.5724064,0.849042,0.8113308,1.2679238,1.0395619,0.7165549,1.2215929,0.0,1.2895942,0.7973037,1.2264965,1.2379446,1.2706672,0.7469437,1.221251,0.48623812,0.8435029,1.2074568,1.1598239,1.208462,0.8847442,0.6818878,0.8031539,1.1642592,0.9741238,1.1019815,0.84417856,1.1560116,0.8573536,1.1376789,1.1520773,0.92806923,1.1647961,0.9862267,1.2325671,1.2612243,0.88520914,1.1416554,1.2833241,0.5707246,1.3521464,0.7353548,0.9700966,0.65153193,1.2147839,0.82423633,1.3258485,0.9045366,1.260721,0.89253074,1.0526117,0.88453466,0.77199876,1.0711087,1.3378913,1.3116325,1.1652702,0.81305194,0.8061929,0.8931954,1.2836046,1.0617958,0.84505486,0.9357159,0.6893888,1.1647869,0.64202976,0.98249793,0.8172203,0.9588056,1.2159116,0.9705373,0.88877654,1.3445306,1.0092157,0.94266754,0.721144,1.0658201,1.1970251,0.75516415,0.7982384,1.2933719,0.72617424,0.98820996,1.3540385,1.234932,1.2452523,0.68319833,0.9804861,1.2025632,1.2849603,1.1302707,0.9829378,1.0008006,0.8536643,0.70010257,1.2720894
comb,1.0492088,1.128412,1.1899437,0.67088664,1.0762023,1.0651348,0.9394101,1.3463049,0.8503265,0.7379351,1.3589611,0.8820979,0.6673337,1.2056208,0.5961194,1.0994147,1.1914052,1.3389678,1.441329,1.0979959,1.3606238,1.3027556,1.3647724,1.268696,1.4227333,1.2758086,1.1204054,0.85653913,1.046815,1.3238286,0.9116808,1.2895942,0.0,1.2370341,0.7539574,0.6293681,0.54548085,1.3728579,0.8186116,1.3355329,0.87881106,1.0769626,1.00793,0.960058,1.1456825,1.2977698,1.1837851,0.9039316,0.88942194,0.7697153,1.3460698,0.80568916,1.2189704,0.8547108,0.6532645,1.2388408,0.62633544,0.9207429,0.7677362,0.52355146,1.0646123,1.0742153,0.6544678,1.2398597,0.64763474,1.3726385,1.2200781,1.4265015,0.6425515,0.980293,0.4187081,1.2698599,0.67055166,1.1539991,1.0593811,1.0951113,1.2311968,1.0024021,0.5025646,0.6364733,0.8686072,1.3765136,1.3351293,0.9778418,0.7228285,0.8054035,1.2664567,1.1153394,1.4030802,1.0841068,1.274762,1.0001899,1.2406545,1.0023508,0.87449074,1.1096983,1.2138038,0.5802725,1.0318031,1.1198523,1.3989267,0.93143314,0.76546043,1.2286799,1.2702553,0.60852283,1.3429692,0.9759187,0.64714587,0.7177324,0.742097,1.2959548,1.0840404,0.80511844,0.6657073,0.916144,1.0185064,1.025354,1.3280724,1.2893925,0.86553085
cookie,0.9975667,1.0940974,0.87204176,1.2448826,0.90761334,1.0263658,0.9187736,0.6073189,1.1711406,1.1763549,0.8779757,1.2249267,1.2544079,0.77092844,1.2186654,1.0555273,0.9816931,0.817357,0.5614865,1.0613749,0.5983013,0.88078755,0.79111904,0.94866246,0.83548355,0.7046635,1.0770731,1.0192482,1.033425,0.75146484,1.1796218,0.7973037,1.2370341,0.0,1.2122992,1.2864151,1.0779209,0.8201196,1.2227794,0.7515627,1.0699842,0.925137,0.941117,1.1869977,0.9948175,0.73487675,0.75072443,1.1400963,1.1513482,1.1808836,0.7636509,1.1195241,0.7422177,1.1449499,1.3236969,0.99825376,1.1524466,1.1024847,1.0786625,1.2499994,0.89017445,1.0843197,1.1741949,0.8596599,1.3417788,0.7445823,0.9400605,0.64442414,1.2150846,1.0366962,1.2462428,0.9425465,1.2086946,0.99438125,0.8060924,1.0577087,0.7378149,1.1995549,1.4437559,1.2762029,1.1937903,0.7013696,0.8295095,1.0397549,1.1924357,1.1178111,0.58625627,0.97054416,0.4700603,1.0561202,0.69090927,0.9795344,0.87354714,1.0827628,1.2713256,0.9554298,0.8377658,1.2866764,0.94899285,1.0976532,0.62769663,1.1119702,1.2132179,0.8242868,0.8701919,1.2442067,0.60759956,1.1215876,1.2205235,1.3019089,1.1749243,0.6434825,0.9742197,1.1959988,1.2338421,0.94985396,1.0266181,0.84560657,0.8640506,0.85807395,1.1558236
corn,0.91010725,1.2494578,0.9789524,0.68422323,1.01528,1.0950027,0.7413335,1.3016336,0.7169062,0.8910447,1.306816,0.8979829,0.8174278,1.2420945,0.82690984,0.9913504,1.1626822,1.3671455,1.3304696,1.0006368,1.2241728,1.224818,1.4148561,1.1661946,1.4255393,1.3473381,1.0321798,0.8569414,1.111122,1.3438908,0.99264526,1.2264965,0.7539574,1.2122992,0.0,0.87602466,0.70617354,1.239359,0.8781282,1.3418325,0.9071245,0.92079353,0.94400626,1.0310545,1.2110057,1.3412266,1.103086,0.8023704,0.90116894,0.6477692,1.0044929,0.88867694,1.2133822,0.56689256,0.7827288,1.1698921,0.9294811,0.8268219,0.73219085,0.60702914,1.1620557,1.0008558,0.91816425,1.3065879,0.8259727,1.2787509,1.1803942,1.4137311,0.78940445,0.8155236,0.68270886,1.2281569,0.86648124,1.118054,1.1851882,1.1730839,1.1334469,1.137291,0.7770853,0.9284601,0.9913925,1.2501898,1.2535715,0.6611938,0.7607851,0.93063736,1.1381687,0.94730747,1.2340873,1.010132,1.1349075,1.2383087,1.3051558,0.9656054,0.9645416,0.9725696,1.0764453,0.78915626,1.106554,1.1356161,1.3187885,0.9996774,0.65106744,1.2775366,1.2422279,0.83105123,1.3519375,0.93697,0.8400984,0.8590711,0.82385814,1.2349993,1.1445792,0.6222963,0.5523815,1.0205497,0.8334938,0.9574632,1.2759022,1.3603572,0.88975203
couch,1.1201922,1.0826803,1.4536227,0.550261,1.2965661,1.2549602,1.1134952,1.2885853,0.7402867,0.6087336,1.0640714,0.6866472,0.67196906,1.1052859,0.18354642,1.0754911,1.136085,1.2829237,1.4025596,0.96191233,1.3436023,1.1928046,1.234652,1.0225317,1.130707,1.2095231,1.2022872,0.87494606,0.72937775,1.3596222,0.78861153,1.2379446,0.6293681,1.2864151,0.87602466,0.0,0.95821416,1.3502275,0.6710362,1.4025636,1.0413427,1.0355256,1.1485999,0.7315425,1.1183069,1.2381457,1.3376286,0.8716674,1.1615419,0.88773465,1.4658992,0.8531227,1.2372215,1.1146344,1.0221102,1.1212575,0.47850096,1.3478441,1.0540185,0.941956,1.0737361,1.0972028,0.3334961,1.3430719,0.31597722,1.2650057,1.0714282,1.3941991,0.6681367,1.2161845,0.58429044,1.1042291,0.67458284,1.3043765,0.937946,0.99931145,1.3685797,0.65136135,0.35040772,0.51534945,0.83892477,1.3330598,1.3369818,1.0634995,0.723314,0.6049784,1.2763588,1.1856503,1.3781195,1.0981487,1.3419214,0.87045014,1.066985,1.133718,0.5725451,1.1696236,1.3233942,0.43381107,1.0004861,0.8323293,1.3027582,0.5781903,0.81073666,1.14707,1.268532,0.6871681,1.3442392,1.2055863,0.78285944,0.53237253,0.63412935,1.3429176,1.1492496,1.1506033,1.0913615,0.7875571,1.2852173,1.0514103,1.1630126,1.160008,0.7635694
cracker,1.0297327,1.1013474,1.0751576,0.7813763,1.0984652,1.092591,0.959222,1.2984053,1.049159,0.83997893,1.3088263,1.0251354,0.8746407,1.1821438,0.9232452,1.1559603,1.1233662,1.2301472,1.2904764,1.0186454,1.1163049,1.2313182,1.3710613,1.2167387,1.3754494,1.2004465,1.1303204,0.8934557,1.1774149,1.1918697,0.97394663,1.2706672,0.54548085,1.0779209,0.70617354,0.95821416,0.0,1.2888297,0.9850211,1.1641977,1.0814693,0.9224218,0.8381809,0.9910622,1.0454986,1.3216392,1.0785404,0.9895471,0.8686875,0.8411735,1.0912966,0.80508506,1.0647819,0.8758159,0.67767817,1.1698567,0.6893232,0.8551121,0.8077917,0.58530897,1.1918738,1.0171648,0.9439114,1.0762603,0.8962758,1.2475327,1.1754931,1.3201048,0.69715774,0.9874562,0.48117912,1.222077,0.8019557,1.06418,0.9591305,1.0962895,1.123743,1.0875795,0.81014717,0.7933454,0.8921757,1.2609538,1.2407192,0.9432176,0.6549791,0.99511725,1.0410483,1.0288194,1.1442559,1.0405602,1.2447948,1.1054533,1.3190335,0.84094644,0.98584086,1.0672268,1.1744705,0.88050354,0.92736226,1.150224,1.2647442,1.1111109,1.0451002,1.1545027,1.237078,0.55112773,1.1281136,0.9466897,0.77370304,0.8674519,0.8205309,1.1736791,0.8147445,0.6996423,0.61512196,0.92888445,1.066053,0.95386624,1.2432836,1.2416097,0.9261674
crayon,1.2446748,0.50035095,0.49377227,1.3284541,1.0181676,0.9537039,1.0997672,0.7078533,1.2990243,1.3586764,0.37050384,1.2757032,1.4018339,0.9084142,1.404926,0.8631588,1.1459241,0.79175806,0.71508306,1.2377466,0.25064516,0.6047646,0.74403906,0.56447285,0.5250583,0.6772205,0.48406333,1.3027066,1.1222578,0.4472208,1.2392246,0.7469437,1.3728579,0.8201196,1.239359,1.3502275,1.2888297,0.0,1.363482,0.8233665,1.2440594,1.3089668,1.1986669,1.2015941,0.9905912,0.5098775,0.77186084,1.1947298,0.7081173,1.1526306,0.6247064,1.2016007,0.5365443,1.3316259,1.3838674,0.5045406,1.2481358,1.2184708,1.30775,1.264593,0.59651196,1.1948712,1.2786188,0.9538184,1.3634514,0.15993631,0.80419993,0.48560452,1.2545567,0.98164725,1.5186434,0.82253796,1.2975334,0.26346505,1.0261102,0.68649596,0.67052644,1.2265117,1.321566,1.3514502,1.1135381,0.42514092,0.2735629,1.025729,1.2122985,1.1863661,0.9642015,1.1659516,0.65860075,1.2062546,0.77611613,1.232306,0.87597513,1.0018225,1.3066766,1.1931863,0.9058403,1.36116,1.1147351,0.8842671,0.24260259,1.1650218,1.3966379,0.531878,0.31362414,1.36358,0.38451803,0.8484413,1.351762,1.3167206,1.3986905,1.044993,0.68125784,1.1438278,1.1910126,1.2637334,1.185163,1.2556274,0.5762444,0.20528865,1.300326
crib,0.80124056,1.1304872,1.4367517,0.8834458,1.2197957,1.2227603,1.1106366,0.95399594,0.72447747,0.6394906,1.2086318,0.16588295,0.75893885,1.1007314,0.69282824,1.0838444,0.8955639,1.1623645,1.2630965,0.82406855,1.4082707,0.9625287,1.1002072,1.2025203,1.0617225,1.0791954,1.1958104,0.8019644,0.3549291,1.3737993,0.68377954,1.221251,0.8186116,1.2227794,0.8781282,0.6710362,0.9850211,1.363482,0.0,1.2140212,1.0278242,0.8361975,1.0680159,0.6061022,1.0287726,1.1982068,1.344876,0.9775178,1.3232732,1.0322281,1.3623526,1.0047878,1.3763883,1.0007219,0.93432724,1.2891966,0.93892807,1.1478311,0.9986936,1.0501562,1.3017902,0.94055307,0.7773497,1.1096418,0.7428441,1.3144324,0.6327214,1.3165362,0.96006894,1.1730337,0.86266327,0.9500685,0.7223035,1.4255962,1.0461745,1.2326477,1.3704737,0.70782864,0.7013166,0.7698342,0.899262,1.2647867,1.2987896,1.1807934,0.95866144,0.89105815,1.1768782,0.87121475,1.297289,0.9214448,1.3072726,0.81705827,1.0656703,1.1971542,0.54116607,0.858402,1.1622698,0.8118736,1.0581088,1.0329764,1.2909695,0.88714063,0.71810114,1.3024619,1.255225,0.9421536,1.4044745,1.1696852,0.67550457,0.75189435,0.6902325,1.1864915,1.4060678,1.1225734,1.0042665,0.89338917,1.0211462,1.0040311,0.94663775,1.3468673,0.64996076
cup,1.0168211,0.9806992,0.9268751,1.3481113,0.88862133,0.87981665,1.2041186,0.48800266,1.2709532,1.1744971,0.8724417,1.2591184,1.2692724,0.8976366,1.3425279,1.1044166,0.6810305,0.2547531,0.3315314,0.76894367,0.7835929,0.86992925,0.34246564,0.9422588,0.49737543,0.7244256,1.0603408,1.1991018,1.0422686,0.72978145,1.1644571,0.48623812,1.3355329,0.7515627,1.3418325,1.4025636,1.1641977,0.8233665,1.2140212,0.0,0.96364784,1.0610601,0.96501607,1.2309005,0.8363193,0.86369526,0.8169281,1.2431712,1.1700612,1.3631845,0.7312752,1.174065,0.7655669,1.1907158,1.1112605,0.9698186,1.1757163,0.9088211,1.127075,1.3245134,0.9464962,1.0707461,1.307908,0.13923144,1.4643021,0.7575745,0.9264171,0.6295482,1.2445319,1.1742327,1.301335,0.8766065,1.2242978,0.9827958,0.87576395,0.9888671,0.8013591,1.1386504,1.4706986,1.3877417,1.142415,0.70707345,0.7758479,1.2721071,1.3752325,1.1465396,0.64860743,0.9455338,0.5990353,1.0755565,0.69882077,0.7785586,0.86018455,1.0926414,1.2547421,0.9485988,0.74136704,1.3874874,0.9227885,1.021975,0.6920172,1.1839417,1.2900417,0.8132585,0.87771344,1.2694125,0.6822297,1.003445,1.1673715,1.3004686,1.1576655,0.3885318,1.0174495,1.1742516,1.2365556,0.988746,0.9338943,0.8466784,0.8498813,0.76907325,1.2598209
dish,0.8335097,1.2669005,0.8574506,0.993001,0.8289093,0.8660976,0.62238246,1.1008457,0.7869824,1.0864773,1.2895805,1.0360138,0.7909876,1.1602038,0.9972886,0.9509766,0.92490053,1.027869,0.9700407,0.9845109,1.2737361,1.1617866,1.0538988,1.1582329,1.2283632,1.232864,1.055075,1.0819904,1.0884217,1.0574722,1.0744022,0.8435029,0.87881106,1.0699842,0.9071245,1.0413427,1.0814693,1.2440594,1.0278242,0.96364784,0.0,1.0407888,1.0014932,1.0867369,1.0374696,1.1256639,1.0590872,0.9383443,1.0083789,0.85727966,1.0542094,0.98219544,1.0651555,0.6275104,0.69006515,1.1645683,1.123844,0.5668694,0.720243,0.7513304,1.1102102,0.90862364,1.0569482,0.93357146,1.0782546,1.276189,1.1888803,1.0298886,1.1028602,0.59631974,0.9960754,1.2024858,1.1172037,1.1754934,1.134697,1.14686,1.0691922,1.089103,1.0447339,1.1134154,1.0641016,1.243766,1.241359,0.7234769,1.1290076,1.0095756,1.0110261,0.8418724,1.0806448,0.94673437,0.9126812,1.0631464,1.0445853,0.99526936,1.072552,0.8627965,0.91714483,0.96768403,1.0717283,1.1069994,1.2792073,0.9164754,0.68959594,1.2132926,1.1291217,1.1361165,1.1303123,1.0842563,1.0546016,1.1216447,0.9979236,0.8321016,1.2693768,0.78907025,0.77954465,1.002902,0.6486678,0.8283147,1.2380005,1.2685595,1.1096781
dog,0.8076246,1.2545068,1.2811424,0.9523362,1.0822554,1.1082994,1.1019557,1.1183267,0.9117613,0.88052785,1.270929,0.97434473,0.94321346,0.657196,0.9795858,1.1625824,0.8062125,1.0360695,1.1359057,0.8872451,1.2334287,1.1397488,1.1707002,1.178735,1.2367655,1.0225911,1.3001515,0.35187864,0.93666714,1.2170075,0.98959136,1.2074568,1.0769626,0.925137,0.92079353,1.0355256,0.9224218,1.3089668,0.8361975,1.0610601,1.0407888,0.0,0.5407263,0.92707676,1.0806513,1.2212602,1.1168298,0.8866499,1.3052878,1.0610363,1.0741848,0.9985883,1.2331053,0.883523,0.9624244,1.1733544,1.072361,1.0644681,0.9215373,1.0617032,1.2672358,0.4132948,0.9733137,1.0033336,1.0105193,1.2399725,1.0514201,1.1573662,1.0825666,1.1687182,0.97023386,1.0698498,0.8967544,1.3372784,1.050125,1.2466155,1.1344326,0.9787331,1.0682217,0.9888184,1.0913398,1.1412886,1.2764081,1.177213,1.0209316,1.1051195,0.9395458,0.88047767,1.127879,0.30061173,1.1269546,0.92045695,1.0199479,1.1183332,0.92057043,0.81465405,1.0465661,0.9828381,1.0014924,1.135902,1.1673093,1.1259546,0.9272653,1.2988917,1.180836,0.97424203,1.262795,1.1633857,0.82926196,0.98085964,0.9171694,1.006022,1.2037113,0.97557443,0.99899364,0.94335353,0.96240616,0.95788455,1.139878,1.2726712,0.68253493
doll,0.9324982,1.0972807,1.1080737,0.9649522,1.0733123,1.0725393,1.0190552,1.064679,1.2388207,1.1165314,1.2463589,1.1156166,1.092906,0.8855833,1.1275214,1.1522125,0.8730942,0.94272256,1.0970334,0.9169152,1.0968356,1.1302776,1.1266328,1.140802,1.1971357,1.0393832,1.210589,0.9671147,1.1119578,1.1511395,1.112591,1.1598239,1.00793,0.941117,0.94400626,1.1485999,0.8381809,1.1986669,1.0680159,0.96501607,1.0014932,0.5407263,0.0,1.1251262,1.0279756,1.2135128,1.0973783,1.0215532,0.93959063,1.1281893,0.8886859,0.8065126,1.0820235,0.8144767,0.9915219,1.0632387,0.7830478,0.89075685,0.94399774,0.758402,1.1452892,0.3482576,1.1274924,0.9575676,1.1346898,1.1602906,1.1086248,1.0931935,0.84049195,1.1203684,0.8065972,1.0389665,1.0314142,1.1626008,0.86161786,1.0249008,1.1166993,1.1587713,1.1356866,1.0724188,1.1512446,1.0595644,1.1380296,1.0071713,1.0710421,1.0657449,0.8869474,0.9736103,1.0437013,0.39402646,1.0102562,1.022987,1.0106707,1.073342,1.1849594,0.9381528,0.8967391,1.0814277,0.8912467,1.1259977,1.0676142,1.3472888,1.1056014,1.0851498,1.2320049,0.72671926,1.1316063,0.86710465,0.90445626,1.1646428,1.1171511,0.9555846,0.8807597,0.7027334,0.78881323,0.8624426,0.83140826,0.9451821,1.1450311,1.1334996,1.0881802
door,1.0465814,0.930478,1.3395736,0.8980221,1.2926921,1.1810777,1.2218965,1.112075,0.7892114,0.8090855,1.0050244,0.580093,0.96115977,1.1197548,0.82561225,1.1109288,0.95147425,1.1309531,1.2328773,0.8074982,1.3148992,0.94106656,1.0366322,1.0653085,0.94330674,0.9460447,1.2093084,0.81900644,0.67692953,1.0450329,0.4617536,1.208462,0.960058,1.1869977,1.0310545,0.7315425,0.9910622,1.2015941,0.6061022,1.2309005,1.0867369,0.92707676,1.1251262,0.0,0.7694586,1.1548643,1.3138869,0.92111206,1.1913179,1.128813,1.3102773,1.1174457,1.1915975,1.208247,0.9933293,1.1043617,1.0764121,1.2679695,1.0977837,1.0494815,1.2344298,0.9833024,0.88852215,1.0999548,0.6735474,1.1534445,0.7366952,1.1352633,0.9748637,1.1508324,0.9729259,0.7403258,0.8004455,1.2401233,1.1554868,1.09801,1.3215214,0.42578256,0.66394067,0.705676,0.6852956,1.1213733,1.1570824,1.1930724,0.75741255,1.0519017,1.1706666,1.0742824,1.2701144,1.0137914,1.4078192,0.90862083,0.9974984,1.1219628,0.16003323,1.0635767,1.3009088,0.8495343,1.073192,0.86509323,1.1844766,0.8387729,1.0004543,1.2313989,1.1070194,0.9563415,1.2542807,1.1704239,0.8484541,0.70969856,0.8846502,1.2576149,1.1336485,1.2032001,1.106549,1.0935946,1.3109403,1.0857865,0.8623159,1.1621197,0.6305837
drawer,1.052139,0.970358,1.1691105,1.1660284,1.0865786,0.9252509,1.208951,0.84248406,1.0777626,1.169785,0.75809425,0.9405522,1.1707714,1.0889577,1.1577718,0.9425297,0.89912814,0.8538904,0.8334315,0.90702933,1.1288269,0.9504777,0.7796555,0.9906726,0.847479,0.84712267,1.1654449,1.1013126,0.9316405,0.8544539,0.8809055,0.8847442,1.1456825,0.9948175,1.2110057,1.1183069,1.0454986,0.9905912,1.0287726,0.8363193,1.0374696,1.0806513,1.0279756,0.7694586,0.0,0.8791642,1.0593637,1.1160334,0.9481735,1.3154873,1.0139396,1.1313972,0.73018944,1.1464608,0.981864,1.0211307,1.0720952,0.9274235,1.0437016,1.0571767,1.0976193,1.0133067,1.2041587,0.80136764,1.1508044,0.9752649,0.9105077,0.77507937,1.155591,1.1595852,1.2085388,0.7055209,1.1301951,1.1056366,0.9083911,0.9569504,1.0659562,0.60219634,1.1614215,1.2246388,0.9420273,0.78534645,0.798157,1.1598635,1.1466012,1.1169428,0.95892966,1.0322376,0.9323497,1.0828172,1.098694,0.879293,0.5249889,0.95974904,0.83507234,1.0284956,0.8621059,1.1982226,0.817099,0.91582656,0.95523953,0.95234245,1.176671,0.9551654,1.1103495,1.1754951,0.8232956,0.935559,1.1518265,1.1704109,1.2133195,0.90103245,0.987054,1.1380746,1.1618271,1.0449388,1.055605,0.89777035,0.9168184,0.7920117,1.039479
ear,1.1190419,0.7305405,0.68509966,1.3443856,0.8015245,0.85632795,0.9786329,0.6903771,1.1920233,1.3322661,0.52902097,1.1114717,1.2703784,0.9224633,1.3528358,0.9400133,1.123889,0.9483179,0.68886644,1.1514397,0.49881095,0.7492642,0.76514703,0.6122109,0.66943663,0.90856916,0.71325254,1.18976,1.0540078,0.5314381,1.1768141,0.6818878,1.2977698,0.73487675,1.3412266,1.2381457,1.3216392,0.5098775,1.1982068,0.86369526,1.1256639,1.2212602,1.2135128,1.1548643,0.8791642,0.0,0.69995975,1.1491311,0.8948637,1.1397948,0.8563545,1.2044122,0.73314995,1.1950155,1.3051893,0.7192763,1.198589,1.0816927,1.2942675,1.3333409,0.58423156,1.2077208,1.2495415,0.86375487,1.330581,0.5657536,0.89464843,0.5497546,1.2550871,0.91557556,1.4353695,0.9066324,1.227921,0.6360794,0.93653727,0.8239758,0.6492982,1.0313661,1.3452554,1.2608848,1.089141,0.6050638,0.5610313,1.0316268,1.2108065,1.0830681,0.90146685,1.0821221,0.747836,1.1875627,0.65101427,1.091245,0.69597435,0.91424745,1.2357023,1.0570654,0.8064432,1.3238636,0.9408828,1.0052525,0.5208269,1.0000199,1.25982,0.6310769,0.71973264,1.3839204,0.6131452,0.9594974,1.3130358,1.270721,1.3814983,0.854073,0.8202922,1.159631,1.316333,1.1435752,0.99463755,1.0905871,0.73887753,0.4784913,1.3005066
