,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sprinkler,1.2235222,0.4143871,0.59716964,0.9648893,1.0326737,0.8882445,0.7599549,1.1968524,1.0694675,1.1825738,1.2882204,0.37803346,1.2433008,1.2071424,1.1384127,1.2308422,0.9939282,1.1862923,0.77010566,1.1496259,1.2071326,0.9538242,0.7808325,0.9707144,1.1616926,0.6164248,0.86029565,1.0756854,1.0579603,0.98307866,0.78521156,1.2269423,1.1067586,0.90906787,1.020701,1.1995397,1.0763016,0.69301414,1.288753,1.0432397,1.0721011,1.1854514,1.1516771,1.1006271,0.9536972,1.1083583,0.5193566,0.948991,1.1759346,0.8196543,1.0730102,0.8054057,0.86837286,0.84778243,1.1283491,0.9759382,1.0906664,1.1825478,1.2413875,0.60270673,0.9413986,1.0495139,0.92887443,1.1740558,1.0907911,0.7004974,1.1688392,1.2550454,1.0962111,1.0706315,0.8974447,1.2624102,0.7474522,1.215265,0.98909,1.1288931,1.2264775,0.98730654,1.044395,0.9053172,0.5928691,0.96143633,0.53984314,0.97680014,0.75930095,0.9080234,0.91409445,1.2572567,1.0618461,1.2462198,0.6337468,0.57222575,0.8115513,1.142978,0.8938136,1.1393757,0.72624004,1.1617327,0.84899735,0.85553396,0.88606244,1.2298665,0.9430494,1.0416507,1.0993546,1.1118009,1.2102201,1.2468077,1.168328,1.1675587,1.0093532,0.9872612,1.2006876,1.3345038,0.53532755,1.1411545,1.1085457,1.146559,1.1368968,0.8824475,0.0,0.8920181,0.9134984,1.113053,1.3253621,0.7871274,0.5930353,0.68246305,1.1050584,0.9478842,1.0710196,1.2486354,0.9306598,0.6915905,0.83069336,0.4477659,1.106634
stick,0.9330636,1.0263432,1.0216674,1.0180924,0.8601013,1.1116757,1.0624052,1.1040664,1.1774299,0.895033,0.97323745,0.91064656,1.0205562,1.2171744,0.94376695,0.9715269,1.0513659,1.1118588,1.0770233,1.2016783,1.051428,1.125844,0.69503033,1.1670876,1.0777009,0.9009254,1.160359,0.89421886,1.0309018,0.99769545,1.0365427,1.0582378,1.1469195,0.75361335,0.84428984,0.95045334,0.9262285,0.97994936,1.0304204,1.2076274,0.8966192,1.0481428,1.0937414,0.90187943,0.7909144,0.9603723,0.970951,1.1211982,1.1124752,0.993949,1.0636474,0.9796131,0.605251,1.1010553,0.97996736,1.1571168,0.9848816,0.9761785,1.1163311,1.1014295,1.0303054,0.93706626,1.0380938,1.2115543,1.0405759,1.1808946,1.1166712,1.0726368,1.1795189,0.93164635,1.03937,1.0646085,1.1381098,1.0602047,0.931115,1.0396695,0.9750648,0.6248903,1.1711673,0.92703265,0.97787905,1.1861097,0.90078557,0.97666585,1.0031458,0.930833,1.0200738,1.0877957,0.95654714,0.9982656,0.90627795,0.7627962,1.0748872,0.91099507,1.038522,1.1375371,1.0042588,1.1894296,1.0762426,1.0809427,0.9561964,1.1920007,1.0981903,1.0312752,0.9450316,1.0461001,1.095095,0.9879179,1.0636685,1.1286633,0.89349455,1.030537,0.99375427,1.0442376,1.0596701,0.9424051,0.8435951,0.98569053,1.0730017,0.98698604,0.8920181,0.0,1.1145558,1.031017,1.0040576,1.2087686,0.9857655,0.8168439,0.93713546,1.1597934,1.2120265,1.0149975,0.9639256,0.87288046,0.7982731,1.0277721,1.0643898
stroller,0.96268356,1.1981865,1.2932706,0.93744606,1.0814215,1.3416846,1.2313536,1.162451,0.92924047,0.97242284,0.8183307,0.95313615,0.81640226,0.8710904,0.97852224,0.8457668,1.1276699,1.0704193,1.0871234,1.0166044,0.8849526,1.2187366,1.0932442,0.98370767,1.1520929,0.9156538,0.7751852,1.0721265,0.8825207,0.70264906,1.1769435,0.9502975,0.955401,1.0191969,1.3006341,0.8136121,1.0787446,1.2602692,0.83718526,1.0442451,1.0748491,0.84168327,0.9421654,0.895021,0.89403844,0.8103392,0.8701073,1.362792,0.9402002,1.128217,0.9358752,1.1915652,1.0866399,1.0881696,1.0282294,1.0973676,1.0991352,1.102695,0.84610313,1.0400119,0.7458477,1.1102167,0.8121375,0.96199274,0.94389343,1.0145226,0.8617947,0.97202927,0.988328,0.7549288,1.1042713,0.73585725,1.180298,1.0544577,1.002364,1.056028,0.74132407,1.0905232,0.22833204,0.97989184,1.3178145,1.0459131,1.1629311,0.8724788,1.2653296,0.7953661,1.0199713,0.88070923,0.69059515,1.0559721,1.1916162,1.1827519,0.98002625,1.0817716,0.8443316,1.1656201,1.0686224,1.1193365,1.1093135,0.9297809,1.2506589,0.77091837,0.8441701,0.932747,0.7693393,1.0364838,0.8236762,1.1114862,0.8632492,0.8866463,0.8239857,1.1117848,1.0066196,1.0830966,1.1119595,0.9158998,1.0737338,1.0920538,1.1732492,1.1612225,0.9134984,1.1145558,0.0,0.7604655,0.9907002,1.2233039,1.2232554,1.0686437,1.1432223,1.049834,1.1265645,1.1023895,0.91586375,0.61745,0.7769222,1.0243355,0.9518973
sweater,0.6638074,1.2571158,1.4291911,0.8777205,0.5294482,1.385155,1.33571,1.4033004,1.3740269,0.6826927,0.38776588,1.3476774,0.8255807,0.62535393,1.0700642,0.4725319,1.0370929,1.0728076,1.4807537,1.3175633,0.86391354,1.4868798,1.2524469,1.3392522,1.100973,1.2755175,1.2530589,1.0874362,0.70017517,1.0729015,1.3505999,0.6754263,1.2448666,1.1487321,1.2831227,0.55386615,0.946833,1.4294086,0.7636936,1.428392,0.94936854,0.7602625,0.9485487,0.62225986,1.1582223,0.5480758,1.0686221,1.4007442,0.64670515,1.0520613,0.4811628,1.076196,1.0938095,1.3633735,0.9241207,1.5070305,1.2398711,0.908247,0.7933647,1.1860056,0.8701369,1.1006392,0.41331863,1.153262,0.676248,1.2131709,0.59623504,0.36079586,1.2792559,0.2552246,1.4877511,0.72262526,1.515929,0.8523265,1.1763963,1.0869812,0.65217024,1.1480019,0.8964367,0.7830306,1.235554,1.4884776,1.2770581,0.8040291,1.4448292,0.7435187,1.1056054,0.20734918,0.26089483,0.68886197,1.4661758,1.4297624,1.2933221,1.0543233,1.0882001,1.2787044,1.36607,1.3611448,1.1869414,1.0713005,1.3197179,1.1353683,1.284009,1.2273791,0.5397381,0.97116053,0.66418797,1.3019832,0.124955535,1.0233318,0.4660411,1.4341857,0.6940942,0.866969,1.4376354,0.68627083,1.2298622,0.8987084,0.9212632,1.5421302,1.113053,1.031017,0.7604655,0.0,0.7163645,1.5811363,1.1509964,1.2389374,1.2568145,1.4806087,1.351129,1.0419233,0.9057424,1.0236249,1.1074303,1.3298763,0.6733685
table,0.7795354,1.385807,1.3676151,1.0141141,0.73427844,1.2310872,1.3519974,1.1606025,1.1293851,0.61253643,0.4572053,1.4415421,0.6998428,0.8830861,1.0403974,0.58022517,0.67717046,0.8421756,1.3726097,0.8136912,0.7367421,1.3155634,1.3425028,1.0504973,1.0426551,1.2932839,1.1264558,1.1076303,0.7302367,0.86684227,1.2494267,0.7385014,1.0340954,1.0568331,1.1142132,0.5962668,1.0131847,1.3714927,0.6099117,1.0849892,0.7669319,0.7269256,0.97963715,0.7415967,1.0595418,0.8763404,1.3442708,1.2893322,0.89605993,1.0328306,0.79362875,1.2993942,1.0535495,1.2006085,1.0541902,1.1967816,1.1665199,0.93552274,0.66443765,1.4403532,1.1840237,1.0827454,0.87861586,1.1001332,0.9024124,1.4282565,0.7763785,0.7443375,1.0238717,0.7679088,1.3745311,0.655283,1.3699399,0.8501332,1.0688081,0.9478425,0.82625884,1.1698562,0.9676454,1.0637832,1.350105,1.2768126,1.5231608,1.0236235,1.3331108,0.7747271,1.0352092,0.64072144,0.81969535,0.64209485,1.4563102,1.4872708,1.3818452,0.9030573,1.2060935,0.9339546,1.3513845,0.7508348,1.206206,1.2770965,1.2508795,0.8997897,1.1057104,1.052699,0.6705884,0.9266184,0.8184459,1.1469134,0.6893462,1.0628569,0.80090386,1.3188491,0.40331143,0.6515251,1.5064753,0.8343656,0.95941633,1.0350685,0.6930533,1.3012235,1.3253621,1.0040576,0.9907002,0.7163645,0.0,1.3392863,1.4513865,1.2428701,1.141055,1.3071721,1.1853429,0.55112743,0.82272154,1.1776834,1.133897,1.4697572,0.45752966
tape,1.458765,0.6148052,0.3300072,1.026168,1.4231439,0.37635273,0.4924307,0.6262666,0.6357819,1.4071231,1.570495,0.55830467,1.3219815,1.265031,1.2082412,1.5098028,0.94450897,0.9525722,0.4518035,0.65664,1.1842958,0.48122263,0.80829203,0.58678144,1.0262762,0.69674134,0.68276036,1.1344788,1.3351188,1.0948588,0.40073466,1.3246868,0.7433924,0.9877685,0.843927,1.4923662,1.2177842,0.34298486,1.32578,0.55319095,1.1567959,1.3460727,1.0677783,1.4390213,0.9866956,1.3801728,0.86677766,0.4939406,1.2249486,0.84994954,1.4068494,0.99660766,1.0253147,0.58753204,1.2005885,0.4924019,0.9189894,1.2311561,1.3751742,0.7047121,1.1577764,0.97642684,1.4614084,0.8282472,1.4412736,0.5295729,1.4240723,1.3876734,0.6276529,1.5797669,0.5059736,1.4482445,0.42693472,1.2854563,0.8327842,0.95432925,1.4742328,1.018079,1.074651,1.3000228,0.4988634,0.4972381,0.59591234,1.3155066,0.43212533,1.2615818,0.9299144,1.5536575,1.6214037,1.3479412,0.37392497,0.46330023,0.708003,1.0446643,0.8594202,0.7645271,0.62103385,0.66834956,0.8280726,0.8091923,0.638042,0.92585737,0.6831183,0.89905864,1.4779295,1.1819214,1.2959031,0.8208062,1.5370619,1.0614437,1.4012572,0.5723004,1.2937416,1.2034826,0.35936856,1.2586535,0.92068034,1.1871213,1.1157223,0.4725293,0.7871274,1.2087686,1.2233039,1.5811363,1.3392863,0.0,0.7425593,0.8625938,0.7864691,0.5151253,0.5466283,1.0314357,1.2161058,1.1038682,1.0285285,0.53103554,1.3249309
toe,1.3721278,0.3325584,0.5125794,0.9829197,0.91655844,0.70588255,0.5828428,1.0419827,1.2091563,1.3459048,1.3996251,0.5441438,1.4069175,1.1901345,1.2575874,1.2694006,1.0980008,1.298497,0.7466339,1.2407128,1.4403965,0.6113367,0.8271437,1.1075258,1.1687384,0.81762683,1.0508163,0.8244407,1.2821006,1.1650792,0.8621428,1.3070307,1.1771518,0.997213,0.898749,1.3541783,1.0745952,0.5359748,1.4691694,1.0800132,1.1529534,1.3013462,1.1344267,1.3067865,1.1120102,1.1054056,0.47408348,0.5306051,1.1346878,0.9541294,1.1278043,0.18700528,0.87341124,0.9930154,0.8888716,0.8601017,1.2022057,1.2539508,1.3134501,0.3674568,0.7447323,0.82738924,0.9603927,0.9493371,0.7110195,0.5655285,1.2314675,1.1808355,1.1952697,1.0564717,0.6539055,1.4354656,0.85016775,1.2796106,1.0081543,1.1726577,1.059769,0.8770406,1.3207488,0.641575,0.25059044,0.8600331,0.35914862,0.86807144,0.61162376,1.258164,1.065385,1.1562674,1.1105015,1.3051207,0.523036,0.4041103,0.8180354,1.2273633,0.83045495,1.0896871,0.8203387,1.1675622,0.9135633,0.5933016,0.6524549,1.3210847,1.1028264,1.106012,1.358577,1.2344908,1.1800187,1.1383609,1.1639587,1.048077,0.92938554,0.85216963,1.3185785,1.3484306,0.35513592,1.2340633,1.2114174,0.7960862,1.2335122,0.67852527,0.5930353,0.9857655,1.2232554,1.1509964,1.4513865,0.7425593,0.0,0.64805174,1.0308633,0.8018184,1.0625666,1.3507955,1.2206488,0.99003416,1.0915681,0.2835042,1.3104395
tooth,1.1608216,0.71563923,0.70549536,1.0900565,1.05172,0.9761221,0.81464934,1.0476682,1.097091,1.1007396,1.3299748,0.48506385,1.1958661,1.0503725,1.155334,1.1806717,0.9830279,1.1716106,0.8826207,1.1771121,1.3003261,0.73518693,0.9061104,1.029482,1.0395479,0.78659403,0.99653226,0.8152863,1.0554461,0.90447783,0.8167784,1.2382092,1.0998245,0.978273,0.99791914,1.2304915,1.0465754,0.7288132,1.2850932,1.073672,0.94047785,1.116694,1.1778743,1.2028409,0.8582473,1.1094065,0.72421455,0.9362669,1.1130214,0.9573866,1.2907076,0.7143409,0.7347579,0.8610124,1.0652337,0.8359809,0.94257504,1.2384009,1.28646,0.6981529,0.86510557,0.85657716,1.2536474,1.0449419,1.0121276,0.76229954,1.1066865,1.3217475,1.090775,1.1437054,0.7291107,1.3240134,0.88326025,1.2441255,0.8679242,1.2038077,1.1303126,0.8182231,1.2056111,1.0241265,0.6352584,0.8045211,0.4994415,1.0943749,0.7365263,1.1630944,0.841051,1.2452404,1.165202,1.3072453,0.64908755,0.53824675,0.7603123,0.9936173,0.6888964,1.079094,0.7635362,1.0631757,0.8987652,0.72982836,0.8378857,1.2311137,0.95208234,0.9041444,1.2957127,1.1312823,1.1218265,1.0873445,1.3287835,1.0307577,0.99280846,0.93243635,1.1381856,1.1738198,0.51812184,1.0184599,1.0330821,1.0443401,1.0704372,0.6530086,0.68246305,0.8168439,1.0686437,1.2389374,1.2428701,0.8625938,0.64805174,0.0,0.9775078,0.7772049,1.0992497,1.1075033,1.0578797,0.9464793,1.0048004,0.5339049,1.2811124
toothbrush,1.0881904,1.0607022,1.029045,1.1146733,1.234188,0.93101144,0.96549505,0.7463124,0.707065,1.1529878,1.2037233,0.8980096,1.0877001,0.8982848,0.9566034,1.1993672,1.0488747,0.9190173,0.8707365,0.9626679,1.0152701,0.8940105,0.7875953,0.92315245,0.9050296,0.9466102,0.89171964,0.996429,1.1933061,1.0060298,0.85504925,1.1482594,0.85698485,0.9130726,0.9633388,1.2381331,1.1174266,0.9212769,1.1389233,0.9420893,1.1037198,1.2019678,1.0391912,1.1914341,0.8171687,1.1595826,1.0131148,0.9713173,1.1399229,0.92787075,1.176063,1.0670072,0.9411009,0.95875067,0.86197287,0.71309924,0.8529358,1.0773536,1.1410725,0.9875197,0.96549946,0.7195362,1.238882,0.8930775,1.1807811,0.906032,1.1571798,1.1861018,0.8624025,1.2160043,0.6769843,1.1505147,0.8251742,1.1152592,0.97966105,0.9720805,1.0628306,0.6827913,1.0369133,1.0974046,1.0757334,0.7157061,0.9161775,1.1410767,0.99541116,1.17858,0.9668549,1.2122738,1.2474309,1.0981951,0.78728116,0.8812627,0.770303,1.0713549,0.99530923,0.9357914,0.92733645,0.8705342,0.99735224,1.0386938,1.0686551,0.75683296,0.6696642,1.0084525,1.2161088,1.1001935,1.1357706,0.3207314,1.2700319,0.6513027,1.1773638,0.7159569,1.176062,1.087045,0.81829274,1.1850629,0.94135785,0.916752,1.1466812,0.7760262,1.1050584,0.93713546,1.1432223,1.2568145,1.141055,0.7864691,1.0308633,0.9775078,0.0,0.69027704,0.8506584,1.0049108,1.1376092,1.0503193,0.8524944,0.98395777,1.184049
towel,1.3522232,0.77450764,0.689723,1.2947663,1.4065614,0.7617421,0.74146044,0.65272915,0.58033705,1.3917456,1.3502994,0.5823022,1.1162738,1.1322657,1.1014688,1.1876756,0.86838806,1.0316012,0.41272008,0.7935357,1.2608576,0.2609328,0.7624547,0.7522088,1.0253744,0.6870686,0.7282674,1.036023,1.2165313,0.70610076,0.7311942,1.3053678,0.8670559,0.963954,0.8971789,1.2963943,1.2445612,0.550055,1.2716706,0.6783368,1.3482084,1.2038842,1.0911654,1.3848011,1.041769,1.1490724,1.0083268,0.7167818,1.1626654,1.1673927,1.4114665,1.03259,0.9869178,0.6753863,0.9745028,0.29385543,1.0015566,1.2745577,1.3699036,0.7314459,0.8174785,1.1055933,1.419854,0.6338402,1.3999051,0.5333128,1.2809417,1.3786931,0.86772406,1.4077271,0.30666983,1.1799446,0.451764,1.307861,1.0156108,1.1060405,1.2568462,0.93695176,1.0329347,1.3228152,0.80691695,0.035808265,0.65227205,1.2926998,0.5733387,1.2551241,1.0595266,1.4171056,1.3777595,1.4248822,0.4623773,0.5725456,0.5678913,1.3174193,0.5183588,0.6456534,0.6143302,0.64371717,0.8181572,0.6225328,0.8460179,0.78626657,0.692543,1.0072972,1.4041585,1.2090827,1.2574866,0.79244435,1.5052103,0.90735584,1.356838,0.5504128,1.4151381,1.2277272,0.4458344,1.1426296,1.0336698,1.016094,1.4147258,0.39617896,0.9478842,1.1597934,1.049834,1.4806087,1.3071721,0.5151253,0.8018184,0.7772049,0.69027704,0.0,0.80127454,1.1575469,1.1640344,0.9720901,0.8266907,0.6590197,1.2859285
toy,1.0259273,0.9848105,0.7344899,0.871269,1.3995581,0.60371125,0.68164825,0.57158023,0.82858765,1.4153441,1.2967794,1.0018688,1.2080443,0.8576873,0.8737267,1.2218446,1.0716358,0.66451883,0.81445,0.845823,0.9640813,0.78198844,1.0177456,0.824676,0.89007825,1.0536613,0.8591969,0.93664026,1.2169299,1.2163299,0.74784577,1.3076434,0.8384038,1.1971488,0.8622938,1.2344124,0.9170316,0.8160884,1.1627958,0.71572983,1.1189492,1.110474,0.39042825,1.3794279,1.103385,1.1396178,1.090337,0.6799712,1.2711662,0.88314706,1.2767795,1.1121303,1.0803773,0.5939201,1.0714658,0.85406053,0.4887687,0.8143196,1.2020034,1.0486915,1.0228117,0.7661325,1.3002782,0.8343086,1.2194409,0.67508316,1.3012756,1.1641079,0.69901884,1.4220979,0.89988667,1.2296852,0.6755902,0.96556675,0.88194174,0.79699194,1.0636959,1.0837717,1.0078223,1.2227434,0.9608496,0.74805164,0.98998874,1.1851757,0.7183091,1.3502235,0.89081985,1.3088162,1.4406843,1.0201279,0.86952275,0.9620453,0.8545588,0.8232604,0.98435754,0.846225,0.7647667,0.89985144,0.9002303,0.8608928,0.7510561,0.85864985,0.8983648,0.86692554,1.3987625,0.84143823,1.0456088,0.6550567,1.3850796,0.9992869,1.3521162,0.7038074,1.3112826,1.0530667,0.79465044,1.2518069,0.7923695,1.0423987,1.1623622,0.8789819,1.0710196,1.2120265,1.1265645,1.351129,1.1853429,0.5466283,1.0625666,1.0992497,0.8506584,0.80127454,0.0,1.0059804,1.1728067,1.1961911,1.109578,1.0080951,1.2370901
tray,0.9487682,1.3407246,1.1663476,0.86715156,0.9661357,1.1031477,1.1241488,0.8204957,0.9477102,0.62556547,0.91018325,1.2411091,0.83296645,0.954884,1.0499194,0.9547495,0.84781367,0.8245086,1.2932835,0.5246265,0.85454345,1.0470253,1.2231345,0.9201978,0.95643616,1.2299565,1.1422149,0.88515526,1.0416788,0.97944164,1.015052,0.86903167,0.94361556,0.955916,0.79878104,0.890267,1.0039666,1.2459713,0.88423246,0.97859627,0.79697067,1.0502045,1.0288949,0.9249528,0.76827264,1.1745747,1.2185717,1.1114192,0.9865481,0.9391666,1.0388004,1.1361077,0.9114078,1.1146032,1.2560366,0.9296547,0.92319924,0.9779342,0.7832915,1.2990983,1.3218834,0.9814597,1.1168604,1.1322361,0.89506984,1.2570944,1.0128086,0.94131714,0.95327204,1.0442799,1.1147538,1.0261971,1.1832217,0.9660462,0.8435548,0.98370326,1.0062497,1.0846326,1.0496749,1.1745822,1.245148,1.0968909,1.2586251,1.0837203,1.1435758,0.83489895,0.9648293,0.9843581,1.1239921,0.837079,1.2407148,1.2232401,1.1470873,0.6869152,1.1334643,0.71402276,1.2634528,0.36983573,1.2517538,1.2291867,0.98621184,0.9063896,0.9967442,0.77707255,0.9301232,1.0303235,1.057663,0.81960535,1.0003718,1.0564355,0.9667285,0.8925248,0.29084337,0.9399769,1.2884696,0.9355141,0.88467836,1.233823,0.5796286,0.88496655,1.2486354,1.0149975,1.1023895,1.0419233,0.55112743,1.0314357,1.3507955,1.1075033,1.0049108,1.1575469,1.0059804,0.0,0.9547039,1.1828349,1.1982045,1.3394041,0.99049956
tree,0.83812445,1.1732246,1.0557783,1.0514202,0.9709085,1.1939996,1.1608179,1.2125852,1.1098411,0.7953293,0.8551139,1.0686582,0.82204115,1.0191615,0.970911,0.92960393,0.86889774,0.9051294,1.160486,1.0954208,0.8724453,1.2401386,1.1471387,1.1657053,0.97149515,1.09012,0.8907932,1.1173226,0.8347702,0.8739959,1.1565002,0.8349892,1.1531597,0.94233334,1.1215532,0.89852154,0.959128,1.0997516,0.8551686,1.1654862,0.8717483,0.8606899,1.0142404,0.8114162,1.0037409,0.92903626,1.1782397,1.2388114,0.9423644,0.97016954,0.8506687,1.1397271,0.88395184,0.88018185,1.0888417,1.1495879,0.9508324,0.9499382,0.84454095,1.1290774,1.1393281,0.9918282,0.77539116,1.1106162,0.9596663,1.235198,0.935673,0.9418126,1.1529053,0.92173684,1.1838238,0.7627326,1.0314085,0.9225437,0.9370368,1.0666701,1.0129912,1.0566701,0.9078267,0.99883384,1.1216115,1.1869555,1.1576817,0.9384902,1.1430788,0.8393851,0.99031556,0.92123836,0.9206282,0.7896519,1.0969385,1.1571116,1.1704304,0.9504526,1.237055,1.0599688,0.86470693,1.0455648,1.0905597,1.2006743,1.1706967,1.0869304,1.0822415,0.924548,0.821784,0.9202813,0.943488,1.194571,0.87038887,1.1063921,1.0480473,1.3238978,0.84145725,0.943396,1.2190697,0.88608515,1.1163784,1.1257082,0.8849126,1.1714861,0.9306598,0.9639256,0.91586375,0.9057424,0.82272154,1.2161058,1.2206488,1.0578797,1.1376092,1.1640344,1.1728067,0.9547039,0.0,0.7642461,1.0281926,1.1307702,0.61418945
truck,1.0561523,0.99341214,1.0585606,0.9938713,1.130087,1.2422686,1.0877913,1.2531241,0.9644463,0.9456284,1.0464163,0.81365615,0.825497,1.0610362,0.98724306,1.1172664,1.0399774,0.9935401,0.845528,1.133396,0.84799385,1.1873624,0.83917415,0.89040536,1.1229309,0.57255316,0.52240944,1.0476773,1.056612,0.6813151,0.99736404,1.1185272,1.110017,0.80479646,1.1768072,1.0130955,0.97747034,1.0742942,0.9887257,0.996449,0.9757,1.0471219,1.0441337,0.8770828,0.72166,0.8580928,0.84630656,1.1821034,1.1835852,0.9388386,1.1329118,1.0562886,1.0157676,1.0155838,1.0215808,1.1543617,1.1249161,1.0933907,0.9860603,1.035563,0.8555738,0.9619478,0.93097615,1.0668716,1.1197557,1.06903,1.1650559,1.2415036,1.1303623,0.91772175,1.0959179,0.89899874,1.0264767,1.0959232,0.91451687,0.997681,0.98090464,0.86524576,0.76865983,0.8967621,1.0895259,0.99237883,0.95607305,0.93945724,1.0509107,0.77547574,0.92683816,1.1420162,0.859202,1.0938143,1.0473808,0.97766656,0.9357189,1.0249339,1.0339115,1.2390081,0.87793565,1.1726043,1.0676378,0.9530237,1.0998946,1.0240092,0.88732874,0.9652555,0.7806993,1.0396423,1.0193076,1.1367369,1.0890789,1.0506097,0.9007584,1.094794,1.1878327,1.1617516,0.9822501,0.97845036,0.9210654,1.0704693,1.1492877,1.1533835,0.6915905,0.87288046,0.61745,1.0236249,1.1776834,1.1038682,0.99003416,0.9464793,1.0503193,0.9720901,1.1961911,1.1828349,0.7642461,0.0,0.65646863,0.92652106,0.93057525
vacuum,1.1715043,0.88557166,1.0966048,1.2091191,1.1100789,1.1768199,1.0896093,1.0727191,0.7808418,0.9778422,1.0788763,0.7289306,0.890102,1.1418464,0.9582908,1.103085,1.049416,0.9926466,0.65339017,1.0721371,0.898801,1.1073916,0.27129138,0.80266285,1.1104599,0.38099408,0.7933731,1.0754675,1.0757244,0.5757442,0.86770093,0.91741914,0.9493784,0.8116482,1.1708281,1.0424889,1.0494828,0.86808395,0.99808174,0.9027834,1.2329603,1.1569234,1.118799,0.728732,0.6863727,0.9806978,0.91948795,1.2367342,1.0398568,1.1352608,1.1669927,1.1680766,1.194772,0.9837784,0.97609985,0.86154497,1.1360013,1.0529995,1.0768235,1.0096964,0.9561856,1.1355491,1.1487004,1.1598169,1.2420682,0.9189494,1.1341622,1.1947811,0.9213459,1.0545855,0.8053355,0.8358341,0.8445215,1.1789904,1.0831069,1.0292193,1.0650299,0.65506655,0.86266774,1.1102426,1.1512789,0.8766343,0.8791802,1.156437,1.0733382,0.6927452,1.1518065,1.2051382,0.9596431,1.2101269,0.755354,0.79209137,0.76523757,1.3100535,0.8743603,1.1779251,0.83668405,1.1165887,1.0368952,1.0732452,1.1575102,0.8738641,0.68288195,1.2496024,0.69744223,1.1112059,1.1170357,0.9086111,1.1544174,1.0298395,1.0690049,0.72796965,1.2269548,1.0578336,0.92473656,1.0442643,0.96232563,1.0391805,1.1925547,0.97881556,0.83069336,0.7982731,0.7769222,1.1074303,1.133897,1.0285285,1.0915681,1.0048004,0.8524944,0.8266907,1.109578,1.1982045,1.0281926,0.65646863,0.0,0.93640757,0.9717997
watch,1.4545499,0.3180787,0.41140836,1.0879222,1.1543121,0.6856535,0.6568628,1.0047753,0.9991328,1.4160409,1.5430508,0.3326518,1.3669469,1.330492,1.256645,1.4313297,1.0592204,1.2461885,0.5087261,1.1201309,1.4021026,0.55148125,0.73156095,0.986851,1.1675203,0.67298937,0.8831688,0.9394376,1.233242,0.99650013,0.67141753,1.303291,1.0679965,0.99805456,0.96932614,1.4679605,1.133167,0.3021081,1.4501534,0.9496326,1.1113616,1.2823408,1.2234867,1.3048515,0.97740895,1.2370632,0.46806163,0.6469246,1.2247474,0.9490918,1.2031114,0.540637,0.87588257,0.7656846,1.1373765,0.6118597,1.1456091,1.3377352,1.2820829,0.23754299,0.904657,0.884687,1.085125,0.97177756,1.044274,0.5184705,1.252279,1.3959652,1.0053333,1.2982528,0.44969153,1.3537955,0.6202402,1.3256607,1.0611956,1.2220917,1.3277327,0.88844573,1.1405426,0.8445413,0.23795182,0.7187661,0.32182807,0.94133306,0.5132422,1.2034161,1.0360895,1.4072483,1.2996376,1.4243057,0.29265618,0.22281045,0.71814144,1.2737974,0.80616677,1.0043676,0.62049484,1.0376643,0.8483046,0.6822995,0.7333591,1.2129259,0.8631445,1.0227365,1.3815589,1.2187893,1.1478591,1.102201,1.3657048,1.1015742,1.1318048,0.75882345,1.3702857,1.3607962,0.21032852,1.2946758,1.2048736,1.1088817,1.2659413,0.4779806,0.4477659,1.0277721,1.0243355,1.3298763,1.4697572,0.53103554,0.2835042,0.5339049,0.98395777,0.6590197,1.0080951,1.3394041,1.1307702,0.92652106,0.93640757,0.0,1.297335
