,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
comb,1.0217177,0.9308024,1.2288114,1.095701,0.88652545,0.7549561,1.1709731,0.8162483,1.0981063,1.1170452,0.80799496,1.0095603,1.0378275,1.1980679,0.97441214,0.79757714,0.85248655,0.7046815,0.90354884,0.9246561,1.0802891,0.7767756,1.0588565,1.0646904,0.88810503,1.1995788,1.1278325,1.0798182,1.0966147,0.0,1.1156731,1.209602,1.1908988,1.0388651,1.1729593,0.75987875,0.9986456,1.0295889,0.9181469,1.1352333,0.69542307,1.2153573,1.0742873,0.99114263,1.1694691,1.2077278,0.98884964,1.1110641,0.91773075,1.0979352,0.82483125,1.14164,1.1336226,0.9134585,1.2124928,1.1593982,0.9395442,1.1467141,1.0570825,1.1958363,0.6801251,1.2337652,0.4732386,1.0718529,0.723968,1.0089672,0.9055774,0.70037735,1.0859735,0.9161439,1.1787374,0.8381717,1.1761839,0.9866087,0.83993137,0.9185291,1.2991221,1.1588273,0.9813166,0.98303103,0.98031646,1.1457477,1.158581,1.1112064,0.82367665,1.0824445,0.8259679,1.0712105,1.0211056,0.4758649,1.089541,1.0926751,1.0079883,1.2366053,0.700882,0.8481112,1.1249155,1.0833646,0.9894638,0.7895998,1.0902284,0.9091964,0.949026,0.92008716,1.2188388,1.1088146,0.7828414,1.1934072,1.205494,1.0911262,0.9044483,0.8704791,1.1067466,1.0599205,1.0714715,1.1378126
cookie,1.1440381,0.83277476,0.607182,0.8528009,0.8750236,1.0593879,0.8092128,1.1285049,1.1590142,1.2600539,1.0389674,1.0897007,1.0789764,1.2866578,1.2202777,1.203083,1.1221192,1.1137564,1.1757226,0.77259076,1.0343467,1.2738332,0.97704065,1.02953,0.5911131,1.1390276,1.2146524,0.8260208,1.0979356,1.1156731,0.0,1.2632103,0.5228763,0.75352234,1.2503397,1.1323262,0.8159862,1.0800151,0.99758995,1.2148817,1.0792495,1.0761123,1.0544642,0.80101526,0.983047,0.48085558,0.9542799,0.94524556,0.97548306,1.0292199,1.1442783,0.8647008,0.8481041,0.7971232,0.85247815,0.6737623,0.90858084,1.1958683,1.0486466,1.0930238,1.1261051,1.06046,0.9453726,1.184115,0.986168,0.8801252,0.9704262,1.3024875,0.9051985,0.94905543,0.75259686,1.0091801,0.7345611,0.7442669,1.0895668,1.0109624,1.0644232,1.0302386,1.0583949,0.8775252,0.83568597,0.7981448,1.0779626,1.0657012,0.8990797,1.0796013,0.93270206,0.86488557,1.2171583,1.1233947,1.1076953,1.0618484,0.93489045,1.0887573,1.142439,1.2088099,1.077,1.191749,0.8348142,1.0490913,1.0336174,0.92573124,1.025042,1.26096,1.1528525,1.1845187,1.0046192,0.5960522,0.77520144,0.93600667,1.0803633,1.0254806,1.0962834,1.1453314,0.8743726,1.2206967
couch,0.6948664,1.3893452,0.98093504,0.75620174,1.1686436,1.278276,1.2045419,1.36544,0.70826983,0.47098458,1.4088885,0.72403073,0.8618302,0.32844102,0.6398201,0.9949345,1.4776936,1.4407761,1.0716337,1.3995621,1.2738948,1.173378,1.3417066,1.4050778,1.2857517,0.6783477,0.65937775,1.4792435,0.7263049,1.209602,1.2632103,0.0,1.3097411,1.4739921,0.51734704,1.4956834,1.0450066,0.7168206,1.1957088,0.77509165,1.2330576,0.5597265,0.76304984,1.3772296,0.8828389,1.321676,1.1572858,0.93263394,1.4848604,0.72600996,1.185418,1.3615404,0.8274395,1.4269487,1.0458857,0.957783,1.437464,0.56571066,0.7399914,0.6392197,1.3258204,0.37261117,1.3758825,0.68793505,1.5365665,0.93034333,1.0765749,0.99149173,1.0617685,1.0868977,1.3468078,1.389246,1.388016,1.2120278,0.98973805,1.0908508,0.57259893,0.5479521,0.9759419,1.4489374,1.4439383,0.92389464,0.6515977,0.6879356,1.3238062,1.0970892,1.3774745,0.9653069,0.58414054,1.1816652,0.7057465,0.7323138,1.3569379,0.54636616,1.1764092,1.013557,0.66983795,0.6134176,1.4383686,0.8931043,0.9282019,1.4244256,1.2995054,0.69364005,0.53372097,0.5768593,1.367851,1.3332145,1.21684,1.0540396,1.3296771,1.0878805,0.6390422,1.012601,1.4166152,0.6424464
cracker,1.2780312,0.83466446,0.66634214,1.1343907,0.9677538,1.1321268,0.65449905,0.9980686,1.2694893,1.3524199,0.8048104,1.1651593,1.1072466,1.2636125,1.3532656,1.1518366,0.9936473,1.1284378,1.1524427,0.610669,0.92148036,1.256692,0.69910824,0.8571973,0.590678,1.1119235,1.1556474,0.5542277,1.2048875,1.1908988,0.5228763,1.3097411,0.0,0.49782872,1.2389604,1.1046004,0.8612448,1.1785481,1.0159502,1.28781,1.0394002,1.0966015,1.0448403,0.6075704,1.0902225,0.3879161,0.9847639,0.97848547,0.7227994,1.1536998,1.2222148,0.640468,0.9829009,0.6971847,0.74343884,0.8483825,0.6712284,1.1709579,1.1227593,1.1800239,1.1221026,1.117847,0.86367023,1.2539761,0.88054335,0.9826399,1.1802194,1.3410752,0.8856276,1.1191113,0.46320897,0.9952001,0.43414414,0.7660755,1.214656,1.0424137,1.0219696,1.1867995,1.0689411,0.6332466,0.6037048,0.79108775,1.0752401,1.1747179,0.77536327,0.9682155,0.7566712,0.8853146,1.3470757,1.1430503,1.2986456,1.0757045,0.79194236,1.1914742,1.1084962,1.1490426,1.177998,1.2883786,0.59855175,1.0642397,1.101329,0.65293336,1.0721802,1.4372678,1.208315,1.2697375,0.98557866,0.50649005,0.48338515,0.8382487,1.0476646,1.1146004,1.2149175,1.1738224,0.57372034,1.2862488
crayon,1.3903754,0.6507212,0.8839108,1.4028797,0.9903369,1.1001415,0.4688077,0.5878088,1.2523508,1.5314349,0.45339495,1.2502154,1.2537754,1.4657737,1.3972116,1.124307,0.5283136,0.82074296,0.9655169,0.53540695,0.66746795,0.9936446,0.3794322,0.44205743,0.5957236,1.24505,1.1773494,0.27877188,1.2291692,1.0388651,0.75352234,1.4739921,0.49782872,0.0,1.4371963,0.7319078,1.0475278,1.3405867,0.9969101,1.3036718,0.96520823,1.3353823,1.078531,0.30890125,1.3398404,0.5191916,0.85996157,1.0245811,0.24217618,1.09431,1.2345033,0.542071,1.2873936,0.37318087,0.97331005,1.216509,0.3539908,1.2907891,1.2766616,1.3678803,0.96867776,1.3795576,0.6246729,1.3730316,0.59879535,1.2109517,1.3670074,1.1613958,1.0829298,1.311095,0.34983683,0.7131374,0.4582101,0.68760437,1.093284,0.9663983,1.3580468,1.4199648,1.29988,0.19070363,0.20555687,0.92482615,1.238157,1.2667617,0.71203965,0.86840665,0.64130247,1.0745339,1.4131563,0.92574775,1.3326955,1.279221,0.25547856,1.4919546,0.9238336,0.9342317,1.3272028,1.3557234,0.22180796,1.1659895,1.2912374,0.33011377,0.7644702,1.3911991,1.3906187,1.4731488,0.9062455,0.62693995,0.64961785,1.0473303,0.7526288,0.9733213,1.4832008,1.0382085,0.16084766,1.3127015
crib,0.6905364,1.5026128,1.1650435,0.7136116,1.3309271,1.2358011,1.3430321,1.1429075,0.95786774,0.53730714,1.3592203,0.5019498,0.8571537,0.5289149,0.8601255,0.97724074,1.2337282,1.3860414,0.9366127,1.3494811,0.9234616,1.0825585,1.142127,1.2665746,1.2992322,0.7275878,0.42316985,1.3614494,0.85500526,1.1729593,1.2503397,0.51734704,1.2389604,1.4371963,0.0,1.3286167,1.1185302,0.78147215,1.1073897,0.4423145,1.0719408,0.69519186,0.95286596,1.3811829,0.8602247,1.2638904,1.1418453,1.0645931,1.407289,1.0530217,1.0671062,1.2674253,0.9390908,1.4866033,0.9686833,0.9968727,1.3996359,0.626798,0.9078697,0.73920745,1.2045559,0.6233607,1.2653481,0.30172336,1.3533232,1.1493018,1.0492384,1.0026932,1.0185382,1.0551716,1.3243549,1.2439306,1.2653435,1.4251187,0.7867712,1.1035775,0.6970015,0.6215825,0.78554064,1.3522449,1.3409332,1.1295118,0.92912096,0.6351297,1.2751315,1.0347861,1.2544522,1.172324,0.6161631,1.219067,0.55087197,0.70003414,1.3246529,0.6422076,1.2186935,0.96142846,0.90459573,0.84817064,1.4124765,0.9196929,1.0439175,1.3006858,1.2154644,0.71694833,0.64501864,0.6520314,1.3673472,1.2645036,1.1396164,1.1066879,1.1568103,1.2247268,0.8984963,0.6647243,1.384398,0.5168692
cup,1.198985,0.72231257,1.2209989,1.2791218,1.0190843,0.66470176,0.9542084,0.49223924,1.1313547,1.3009398,0.62508,1.1574736,1.1152816,1.4410865,1.1531842,0.818578,0.2686212,0.19190812,0.73578393,0.7893208,0.74245095,0.34209168,0.5854525,0.57199585,0.9379437,1.281764,1.0906178,0.7558003,1.2758465,0.75987875,1.1323262,1.4956834,1.1046004,0.7319078,1.3286167,0.0,1.1159667,1.2930119,0.7588067,1.237843,0.7320477,1.4251742,1.2096457,0.8372186,1.3025568,1.0494084,0.8301799,1.062563,0.6013188,1.2074955,0.42323136,0.9020417,1.2749364,0.72531277,1.253791,1.2498925,0.69845426,1.2762458,1.3280718,1.434473,0.3509208,1.5463382,0.65270376,1.1822492,0.4755578,1.226124,0.8017555,0.8773288,1.127876,0.820101,0.92245334,0.5811174,0.91407484,1.0100247,1.0493938,0.90594846,1.4490674,1.4038337,1.0316899,0.69758797,0.70628375,1.2666006,1.3312938,1.2577703,0.77758634,0.86549073,0.69573396,1.2457768,1.1791775,0.72980344,1.3568546,1.241797,0.6843233,1.4914622,0.7391782,0.8501042,1.2418886,1.2254887,0.6690556,0.9351997,0.9724252,0.63156885,0.72304267,1.1266409,1.4062047,1.2082862,0.4962005,0.94838303,1.0928657,1.1038896,0.64181566,0.9137691,1.1938107,0.88453996,0.73285013,1.249285
dish,0.98408985,0.8209105,0.7636788,1.133026,0.6885674,0.92519855,0.67209506,1.1837125,0.7250173,1.1535971,1.1676857,0.9657601,0.973689,1.1012833,0.69913584,0.97319746,1.2416365,0.96759975,1.1165853,1.0413368,1.1090114,1.1744833,1.0945765,1.2195086,0.7542448,1.2480918,1.1047869,0.93118924,1.1220143,0.9986456,0.8159862,1.0450066,0.8612448,1.0475278,1.1185302,1.1159667,0.0,1.0790267,1.1704873,1.0859652,1.0353314,1.1629585,0.9438201,0.9292438,1.0742949,0.9944123,0.9489843,0.985699,1.2233038,0.79208493,1.0471452,1.1083379,0.929152,0.82224774,0.9939255,0.9244191,1.1768521,1.2028503,0.8444514,1.1526506,1.0717856,1.0784898,1.0626749,1.108466,1.0229963,0.48425072,1.0554681,1.1069329,0.9407567,1.0272084,1.0525475,1.2867959,1.0663867,0.67348677,1.0763612,1.0158677,1.0902923,1.0183175,0.97570187,1.1849506,1.1608496,0.7201075,0.9945392,0.97921187,1.0463946,1.0293727,0.92775583,0.55275077,1.0892149,1.1016859,1.0545827,1.1862159,1.1387784,1.1426852,1.1401145,0.8812945,0.9230049,0.7795287,1.0849681,1.0979224,0.74886525,1.0772582,1.1252843,1.0904696,1.1987058,1.1001108,0.594733,1.1095182,0.9215136,0.93437314,1.3450625,0.7730628,0.83583164,1.0671687,1.1815413,1.1797719
dog,0.92045736,1.1700253,1.0274047,0.76234055,1.0353477,1.072335,1.2483923,1.2728155,0.9631135,0.7315769,1.3140823,0.9651028,0.91188884,0.642288,0.87988675,1.0665346,1.2984812,1.2507236,1.0977883,1.1159686,1.2845598,1.2070922,1.3727081,1.2459321,1.1278064,0.49993956,1.0922016,1.2850226,0.27123505,1.0295889,1.0800151,0.7168206,1.1785481,1.3405867,0.78147215,1.2930119,1.0790267,0.0,1.0257351,0.9337958,1.1260141,0.8197891,0.84440845,1.1759051,0.92379665,1.2622659,1.0953747,0.998253,1.2923524,0.96386224,1.0896505,1.2383776,0.9260682,1.2206815,0.97752315,0.9661439,1.2709248,0.87836885,1.0012592,0.5460233,1.0775853,0.76754594,1.221033,0.9213808,1.2849282,0.99954736,0.91616625,0.91153723,1.0101929,0.93464744,1.2177993,1.1686794,1.3635564,1.1436173,1.0571322,0.94240385,0.81194556,0.78829074,0.9958255,1.2852907,1.2805228,1.0915833,0.81038666,1.0102413,1.0634828,1.154725,1.2186897,1.0507452,0.8843353,1.0969226,0.87842435,0.9325376,1.285344,0.74319047,1.0840518,1.1262193,0.9400551,0.89298487,1.3494616,1.0428554,0.93884104,1.2539614,1.1299257,0.8160637,0.69863623,0.7882638,1.243039,1.2401004,1.1004457,1.0565184,1.1129187,1.02069,0.85048825,1.1667637,1.2606716,0.83801705
doll,1.0854135,0.75078523,1.0073886,1.0931871,0.80307686,0.8832728,1.0028602,0.87074435,1.2639449,1.3090615,1.0393213,1.0037727,0.7946825,1.2703636,1.02166,0.917928,0.7692207,0.9234443,0.865573,0.80895025,0.9504809,0.75583494,0.9581903,0.9099839,1.0488179,1.1117302,1.179179,1.0581123,1.1151557,0.9181469,0.99758995,1.1957088,1.0159502,0.9969101,1.1073897,0.7588067,1.1704873,1.0257351,0.0,1.2069861,0.9760361,1.2094795,1.0875201,1.1007643,1.1063477,1.0154619,1.2293899,0.9145626,0.9573607,0.7240138,0.82909995,0.95184493,0.86421144,0.97047406,1.10501,0.883924,0.961082,1.1658434,1.0594323,1.1880339,0.7715694,1.3592238,0.93414813,0.9454723,0.90594584,0.9123745,0.60957694,0.85299146,1.0584326,0.7506285,1.0310751,0.86059797,1.0021052,0.93718106,1.2501718,0.7569903,1.1890781,1.1521155,0.92516273,0.9043864,0.8977573,1.0501363,1.1537473,1.2766407,0.81605697,0.78013206,0.92979157,1.0092214,1.2648717,0.99011564,1.3092198,1.096142,0.9552971,1.2227042,0.86796796,0.8252206,1.4448574,1.1486514,0.9666007,0.9911114,1.2611175,0.9210719,0.87760746,0.8408425,1.1833454,1.2023106,0.9132739,0.7973109,0.87756556,0.916774,0.82881904,0.6047132,1.2083161,0.9670413,1.0186726,1.177143
door,0.70483327,1.4315715,1.2377471,0.85751176,1.275765,1.1568882,1.362732,0.92548615,0.9393292,0.6797189,1.0977209,0.72135305,0.9658346,0.7275097,0.99271154,0.9411662,1.097333,1.2117156,0.8060919,1.2957399,0.71804816,1.0913432,0.92521346,1.062736,1.2763473,0.79238856,0.50717866,1.1411631,0.94498587,1.1352333,1.2148817,0.77509165,1.28781,1.3036718,0.4423145,1.237843,1.0859652,0.9337958,1.2069861,0.0,0.8526149,0.858768,0.9534359,1.2684356,0.8601048,1.2484523,0.99235296,1.233113,1.2060242,1.1847625,1.109128,1.1106097,1.0462167,1.4360421,0.93331945,1.117628,1.1817362,0.7323758,0.890643,0.87401605,1.1700864,0.73591214,1.144318,0.49597573,1.1853894,1.2021751,1.1871505,1.0326468,1.0545125,1.1496274,1.2459054,1.039809,1.1345309,1.3352101,0.3611226,1.1438546,0.8465839,0.7404087,0.9038081,1.2434546,1.2610508,1.210239,0.94310427,0.63699573,1.2431923,1.0627216,1.1936979,1.1375939,0.66532665,1.0450637,0.2590438,0.8521018,1.1189284,0.8052368,1.133017,0.9735977,0.76262647,0.9638933,1.2460272,1.0375576,1.0569274,1.23002,1.0977876,0.8654529,0.8229265,0.84486735,1.299783,1.2459834,1.1529737,1.1067839,0.959879,1.3490419,0.9377808,0.5793539,1.2209781,0.47815442
drawer,1.1904398,1.0594913,1.1152654,1.089997,1.0636239,0.8266221,1.1752986,0.62487566,1.0783049,1.0478685,0.62307984,0.9690664,1.06872,1.1631888,1.073169,0.8553678,0.84949434,0.6477088,0.81656355,1.0080734,0.83449125,0.8171892,0.80660355,0.9464933,0.97996294,1.1965514,0.8983118,0.9507772,1.1465467,0.69542307,1.0792495,1.2330576,1.0394002,0.96520823,1.0719408,0.7320477,1.0353314,1.1260141,0.9760361,0.8526149,0.0,1.2266797,1.1984348,1.0814127,1.1243446,0.9511206,0.9842393,1.1762732,0.81495744,1.123754,0.80254954,0.9639933,1.0956302,1.0433053,1.093539,1.0173255,0.850824,1.1888003,1.2158136,1.2328396,0.8068624,1.2574229,0.6948873,1.0223389,0.7121862,1.1547313,1.0331903,0.9573698,0.99043924,1.0306466,1.10885,0.88747114,0.96664065,1.1376166,0.5909053,0.99385864,1.1829401,1.231194,0.93581563,0.9477619,0.96435344,1.1478312,1.2490156,1.046558,0.9590113,0.9758961,0.7423651,1.1798592,1.0324218,0.5113975,0.83377564,1.0937214,0.95891345,1.2430611,0.8034932,0.9568454,1.0261223,1.1213636,0.8637216,0.9009074,1.0189633,0.8604953,0.9092671,1.0579101,1.2652744,1.1370043,0.87228096,1.0425038,1.0971501,1.0992332,0.951125,1.0578562,1.0336214,0.82771033,0.97835225,1.022436
dress,0.8080243,1.3923755,1.0383424,0.6872233,1.256912,1.2860909,1.2803158,1.3561769,0.9784814,0.5929865,1.3075864,0.9330489,0.9910972,0.4737686,0.92830354,1.1534977,1.3505963,1.462386,1.2064675,1.293761,1.1981276,1.1930696,1.3238902,1.2307383,1.251406,0.5906228,0.902273,1.2657216,0.70667297,1.2153573,1.0761123,0.5597265,1.0966015,1.3353823,0.69519186,1.4251742,1.1629585,0.8197891,1.2094795,0.858768,1.2266797,0.0,0.81879646,1.2213655,0.65568113,1.101481,1.1497235,1.0136963,1.3199046,1.1033247,1.1953617,1.116296,0.8138365,1.3713231,0.9305146,0.9263958,1.2810473,0.6543302,0.974741,0.34069735,1.2697268,0.44031543,1.4095522,0.95890313,1.3374748,1.1743531,1.1275243,1.1471006,0.8662205,1.1375248,1.1169753,1.2417868,1.0573975,1.251997,0.97707134,1.091264,0.28989792,0.68633306,0.9544607,1.2946463,1.3030622,1.0790677,0.5927283,0.7882184,1.2463171,1.1137942,1.3437545,1.1570699,0.75731206,1.2351863,0.7648525,0.7411782,1.3059903,0.26781356,1.2379216,1.296246,0.74252427,0.9087475,1.3726454,0.9232361,0.91537976,1.4025979,1.1600795,0.9841077,0.26807863,0.58795136,1.4030747,1.1148295,1.1225728,0.98647314,1.1396651,1.3289396,0.77564776,1.1033083,1.2071085,0.7127618
ear,1.0143158,1.0885644,1.0115563,0.9651932,1.0384436,1.2390696,1.045808,1.1270952,0.88483995,1.0349118,1.0977163,1.0276328,0.9703036,0.6968421,0.9442642,1.056677,1.2211426,1.184282,1.1495123,1.0203421,1.1204696,1.1631838,1.0525128,1.1442924,1.0958107,0.6972262,1.0075066,1.1345323,0.9220549,1.0742873,1.0544642,0.76304984,1.0448403,1.078531,0.95286596,1.2096457,0.9438201,0.84440845,1.0875201,0.9534359,1.1984348,0.81879646,0.0,1.1019343,0.9974519,1.0801361,1.0891979,0.8268869,1.0427388,0.87954706,1.2251899,1.0727029,0.8846308,1.1066618,0.9752644,0.96006715,1.1225213,1.063967,0.95788157,0.9097869,1.1336014,0.91508037,1.0892017,1.1077936,1.261845,0.97499573,1.0160029,1.097651,1.0163491,0.99215835,1.1171881,1.0881627,1.0512763,0.9955805,1.0654776,0.9661515,0.7721607,0.95615,1.1193764,1.0524745,1.0568019,0.9584452,0.40928328,1.0205878,1.0338434,1.0327225,1.1428127,0.93932855,1.0437722,1.1173596,1.0123551,0.9990296,1.0833197,0.839746,1.034612,1.0671308,0.89566207,0.9049248,1.0900809,0.95247597,0.88051635,1.1053503,1.0356452,1.0765079,0.8940921,1.044074,1.2143445,1.1020653,0.97212815,0.86813235,1.0718588,1.0368267,0.93909675,1.161207,1.0424747,1.0429223
egg,1.1703045,0.47302973,0.9917088,1.311559,0.6892304,0.8786416,0.6028117,0.80246556,1.2428792,1.3210409,0.70615023,1.2059113,1.2003162,1.3727918,1.2910565,1.1148665,0.728291,0.86601436,1.01065,0.50550693,0.9164105,1.1152742,0.7093359,0.5984769,0.6723483,1.1982168,1.2518314,0.29670036,1.1029608,0.99114263,0.80101526,1.3772296,0.6075704,0.30890125,1.3811829,0.8372186,0.9292438,1.1759051,1.1007643,1.2684356,1.0814127,1.2213655,1.1019343,0.0,1.2503569,0.78093576,0.9126843,1.0032711,0.47697282,1.2269082,1.2202218,0.76919675,1.384043,0.16645324,1.1376119,1.3094153,0.52674043,1.1653372,1.2399349,1.2206223,0.9780368,1.2188994,0.8823401,1.3518604,0.55815566,1.0035394,1.2381403,1.133388,1.1605942,1.126658,0.3911407,0.85430783,0.74117076,0.46273118,1.1249728,0.9536745,1.3381443,1.3373462,1.2146161,0.47539598,0.47873628,1.0536859,1.1965859,1.2696458,0.6300075,1.032803,0.6862565,0.85014343,1.3056283,1.0174038,1.2722771,1.1653404,0.5390189,1.3699849,0.98991746,1.1340146,1.1860892,1.284629,0.4302312,1.1483588,1.1548581,0.5822952,0.85856205,1.3651149,1.2459193,1.2372651,0.8434018,0.78797626,0.8123338,1.1208516,0.8753688,0.8704884,1.3137406,1.2367005,0.3710947,1.2255995
face,0.9131397,1.1749892,0.9653474,0.57915354,1.0709183,1.0814213,1.2642077,1.3808826,1.005744,0.799617,1.3473775,1.0417012,0.98826396,0.8497443,0.9935993,1.1772853,1.3298061,1.3245478,1.1219798,1.3076851,1.2278839,1.2707242,1.3577933,1.2722481,1.1553417,0.9288613,1.1709212,1.2228035,0.88726664,1.1694691,0.983047,0.8828389,1.0902225,1.3398404,0.8602247,1.3025568,1.0742949,0.92379665,1.1063477,0.8601048,1.1243446,0.65568113,0.9974519,1.2503569,0.0,0.8809289,1.0156031,0.9780824,1.3658311,1.114655,1.0356517,0.9730682,0.7983943,1.2697886,0.80665797,0.7002109,1.27302,0.7464071,0.9590929,0.5854909,1.1489074,0.71246815,1.3386039,0.8888814,1.2689453,0.9979859,0.89984477,1.0591724,0.53024745,0.91906273,0.96852136,1.3183885,0.91888034,1.14007,0.98683894,1.1641546,0.65520704,0.73806894,1.0182961,1.2524674,1.2491531,0.9663357,0.8330625,0.9728238,1.2723207,1.1778789,1.3878229,1.0676543,0.9251398,1.2537669,0.6908744,0.60526764,1.3807895,0.39840758,1.1930068,1.2309694,0.99138594,0.98443377,1.3671906,1.0489534,0.8934219,1.4532456,1.1824927,0.95489836,0.6467168,0.8864858,1.2844393,0.7842404,0.8853806,0.68875325,1.2476935,1.229571,0.954854,1.1479754,1.2263538,0.8561498
finger,1.3617431,0.81608546,0.5220035,0.9414233,1.0351868,1.1379066,0.6771202,1.0651,1.2823625,1.3846607,0.81123614,1.2592245,1.1269631,1.3106714,1.3966625,1.232046,1.0090508,1.1113163,1.1993644,0.9073216,0.9790263,1.2596831,0.73268664,0.89819145,0.71696323,1.2300115,1.187732,0.6708235,1.1793027,1.2077278,0.48085558,1.321676,0.3879161,0.5191916,1.2638904,1.0494084,0.9944123,1.2622659,1.0154619,1.2484523,0.9511206,1.101481,1.0801361,0.78093576,0.8809289,0.0,0.8150499,0.9251196,0.76249254,1.0553807,1.1593016,0.5349308,0.7707091,0.7343589,0.6725406,0.46090662,0.72729397,1.1702129,1.187392,1.1841638,1.167152,1.1265442,0.95919204,1.288425,0.97790194,0.9850372,1.0948311,1.3050239,0.7425653,1.1276122,0.42004323,1.085981,0.34174693,0.7769964,1.0733371,1.1132808,0.98419297,1.0772032,1.0728633,0.64709914,0.63415015,0.7207048,1.0954481,1.118986,1.0853978,1.1023725,0.96221864,0.95626676,1.2796302,1.0803417,1.1276723,1.0070692,0.7514889,1.0984887,1.1179774,1.2588501,1.2261418,1.3259485,0.5829572,1.0045161,1.0383093,0.84840924,1.0900456,1.3703755,1.1907362,1.3228331,1.0883411,0.32213867,0.5581354,0.7564895,1.1517572,1.1199585,1.2292402,1.1580656,0.52938586,1.2284721
fish,0.94615483,0.97125137,1.0914676,0.95853657,1.1529189,0.99928087,0.9117005,0.94674325,1.0043262,0.9431113,0.8762946,1.1865346,1.167398,1.1050138,1.1497098,1.0303366,0.86342835,0.84194875,1.0355426,1.116426,0.9848934,0.9734232,0.90158206,0.8786487,0.94732255,1.1362052,1.1092762,0.8602011,1.0476221,0.98884964,0.9542799,1.1572858,0.9847639,0.85996157,1.1418453,0.8301799,0.9489843,1.0953747,1.2293899,0.99235296,0.9842393,1.1497235,1.0891979,0.9126843,1.0156031,0.8150499,0.0,1.1183355,0.833966,1.1203089,0.88985765,0.96624476,0.9590243,0.86967516,0.9365471,1.008449,0.903923,1.0139282,1.0495632,1.0693825,0.9786433,1.0897094,0.9004468,1.0741879,0.8952639,1.0816255,1.0150816,1.1088202,0.97496367,1.0303354,0.895219,0.88978523,0.8756164,1.0255957,0.9604126,1.1461259,1.0730084,1.0246714,1.0169286,0.8935354,0.92376935,1.0001206,1.1256084,1.0164033,1.1218642,1.1554363,1.0442309,1.1015652,1.0095701,1.0764085,0.92812806,1.0401798,0.859999,1.0608143,1.1118875,0.9785807,0.9426817,1.1087649,0.8259128,0.94477373,0.8230338,0.9327596,0.9687804,1.1363906,1.0868951,0.91140807,0.87682295,1.0166242,0.77817345,1.0116409,0.9570195,1.1805192,0.944784,1.0097132,0.8243032,0.9923104
flower,1.0303282,0.671206,0.7223369,1.0683205,0.6586261,0.9178555,0.7779822,1.2551244,0.85519755,1.0813318,1.2525257,1.0056382,1.0566359,0.9883697,0.95218515,1.1484914,1.1734223,1.0808036,1.1842024,1.0700408,1.191673,1.0536911,1.2366482,1.1779974,0.895668,0.95671946,1.2156706,1.1394844,1.0186336,1.1110641,0.94524556,0.93263394,0.97848547,1.0245811,1.0645931,1.062563,0.985699,0.998253,0.9145626,1.233113,1.1762732,1.0136963,0.8268869,1.0032711,0.9780824,0.9251196,1.1183355,0.0,1.1555636,0.7747295,1.0001086,1.1094148,0.90580404,0.790346,1.0684369,0.80073243,1.2032518,1.0841004,0.88725066,1.0534835,1.0448822,1.1179699,1.2375461,1.1066096,1.1723397,0.6249031,0.698938,1.0732902,0.9838014,0.71111655,0.90428865,1.2585555,1.1416528,0.7404714,1.2273419,0.99396837,1.0109187,0.9140472,1.0758107,1.1337593,1.1387469,0.6312612,0.8138807,1.0975026,1.0683308,1.0141162,1.1517556,0.71875024,1.1037673,1.1785395,1.1514815,1.049282,1.0686342,1.0595156,1.1627476,1.121797,1.0473825,0.88706166,1.1468079,1.1056186,0.86110157,1.1727245,1.0850842,1.0344349,1.019339,1.0748004,0.97548527,0.9035637,0.94968027,0.9930206,1.2146739,0.60173464,0.97091585,1.1377137,1.0860502,1.1358205
