,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
soap,1.2820203,0.99543136,0.509151,1.2919319,0.4118389,0.7467113,0.78417397,1.0464916,1.2195678,1.4065113,0.61002076,1.2954128,1.2149254,1.1516514,1.4509085,1.1024286,1.1481305,0.43919146,0.66519946,1.2499549,0.6182004,0.68493646,0.72471887,0.6853258,0.8005408,0.8017323,1.2178936,1.1506938,0.4595896,1.0065901,1.2172384,1.0019274,0.973683,1.3734407,1.2035358,0.317375,1.3248667,0.4768176,1.1054794,1.0629245,1.2360716,1.1219883,1.3014097,1.1116515,0.7156547,1.1803317,1.1777544,0.86290526,0.6271053,0.68203604,1.2006029,0.5928063,0.9301177,1.1966068,0.8194096,1.157733,1.1300286,0.79671144,1.2267594,0.9026808,1.306248,0.604624,1.0250578,1.2368212,1.2628274,1.3446112,0.4733441,1.3143599,0.5629445,1.0168092,0.96744543,1.1513882,1.3342371,1.1311924,1.3411722,0.88525707,0.50124574,0.53439635,0.9443019,1.1166308,0.9591073,1.3251458,1.2305965,1.4247772,1.3252723,1.2684519,0.5557582,0.81201077,0.90219796,1.1213555,0.91844887,0.85669434,0.6622089,0.6975262,0.46938026,0.7216513,1.2616999,0.9267713,1.0683252,1.2855394,1.0893888,0.8698527,0.9404758,0.88010746,1.3138847,1.222764,1.3000443,1.0437917,1.0366017,1.1524718,1.3324585,0.76070696,0.0,1.2640439,0.5468363,1.0403767,0.7952524,1.326339,1.2418306,1.3013299,0.55128783,0.77321935,0.8862364,1.1942729,0.58043987,0.89019364,1.3108282,1.1026847,1.1395161,1.144834,0.70020974,0.7997595,1.1080284
sock,0.62438464,0.97783196,1.230787,0.6811799,1.3076862,1.0929383,1.0458989,1.162161,0.92034113,0.88151723,1.3638585,0.96291,0.88800645,1.0562911,0.7263511,1.094841,0.9868409,1.3300809,1.2122737,0.9167572,1.1658219,1.2546775,1.1973486,1.3176627,1.2479815,1.12347,1.0020465,1.0522082,1.390614,1.1512631,0.84232026,0.91093856,0.8985074,0.7708359,0.7544297,1.3872199,0.87047476,1.2488297,1.0581789,1.1103184,0.9882555,1.0105087,0.7330892,1.0117476,1.0706846,0.9443308,1.0643544,1.0835495,1.2096239,1.2094665,0.81973165,1.3829191,0.83594865,0.8478902,1.2792723,0.5678303,1.1108949,0.9373276,0.98354286,0.9618952,0.72918475,1.3019896,1.0735551,0.98123693,0.83399,0.59045184,1.3844461,0.94718516,1.4314134,0.9187755,0.82811,0.86171556,0.35971153,0.9223505,0.83895695,0.9960184,1.2724359,1.2545516,1.1752777,1.042952,0.91169184,0.8734296,0.9714811,0.59614486,0.6927021,0.8685895,1.3256407,1.0471605,0.9660688,0.9636371,1.0205158,0.9915774,1.3332102,1.1265395,1.3028171,1.1788299,0.8481367,1.1425651,0.95568115,0.90643764,0.9389595,1.106254,0.94490975,1.0312815,0.86499804,0.65525186,0.73562783,0.9372592,1.1174672,0.8895104,0.9030673,0.9618834,1.2640439,0.0,1.3528452,1.0024886,0.9710682,0.8343169,0.85513854,0.8039044,1.2881944,1.1351124,0.9689264,0.8294023,1.2300953,1.0035335,0.7105906,1.0212475,0.9955548,0.93335474,1.2898512,1.0780861,1.1082447
spoon,1.4640067,0.89654654,0.5937098,1.4900872,0.46948826,0.7527353,0.5904135,0.7849332,1.3282351,1.5368127,0.4474473,1.3060925,1.3689435,1.037688,1.5970328,0.9068121,1.2587353,0.29443455,0.45622617,1.3855748,0.37048596,0.5929163,0.51384246,0.549315,0.5278652,0.9469015,1.1519887,0.8743572,0.39401364,0.91762733,1.2373807,1.0686463,0.80730736,1.5291709,1.3294017,0.35830367,1.4413033,0.46766555,0.9153894,1.0305797,1.2914459,1.1552274,1.4517382,1.1256512,0.7743776,1.2966998,1.2364173,0.88133854,0.70406,0.5120675,1.0803672,0.13550067,1.104222,1.1619271,0.64601743,1.1499444,1.1278722,1.130241,1.2688482,0.77257615,1.3429172,0.49818575,1.0276653,1.2210865,1.3498538,1.5569842,0.097555995,1.3428077,0.23783702,0.87858135,1.2537769,1.2693006,1.5278488,1.1410307,1.3278662,0.8883664,0.64146864,0.34423935,0.7212446,1.0891727,1.1636031,1.3251162,1.2273288,1.5768119,1.5002397,1.4374036,0.45714563,0.7780517,1.265193,1.2184863,0.75135016,0.63609,0.46606344,0.4312927,0.45207417,0.81144845,1.3637155,0.69643545,1.1013187,1.3576324,1.3007015,0.75398976,1.083706,0.76483417,1.4981067,1.1609812,1.4636959,0.62442327,0.9744271,1.0413582,1.4162455,0.66562575,0.5468363,1.3528452,0.0,1.1911157,0.60037166,1.3739297,1.4680027,1.4451847,0.5583624,0.7700485,0.9475182,1.2458951,0.4408729,0.9849652,1.3170468,1.217123,1.1106838,1.1688153,0.6048657,0.5278751,1.1006866
sprinkler,0.74404997,1.023094,0.8985719,0.9568623,1.012574,0.85877955,1.0481164,1.2208313,0.91958916,0.97298896,1.1923082,0.98193264,1.0424305,1.0431719,1.0305005,1.055538,1.1031973,1.2255428,1.0482452,1.0318453,1.1673114,1.1732582,1.1239252,1.2127504,1.0257396,0.97468996,1.017612,1.1944454,1.0207345,1.0182165,0.96744424,0.9172073,1.1204374,0.9539091,0.9155712,1.1352311,0.94031906,1.1536846,1.0462528,1.0944896,0.8963108,1.005743,1.0475345,0.9014305,0.85116905,0.7339224,0.99070084,0.87762517,0.915092,1.3237776,0.9834643,1.308145,0.9618229,0.857754,0.9427368,0.9773128,0.968994,0.98014045,0.8961508,1.1549102,0.9906197,1.0527519,0.95725566,0.91422796,1.1808064,0.92843527,1.2271488,0.87252504,1.1882465,1.1405783,0.85066766,0.88830376,0.8061514,0.9607999,0.88829046,1.0329624,0.9543266,1.2993896,1.1172078,0.90545654,0.73405755,0.935317,1.0571039,0.920052,0.84708583,0.9930283,1.211478,1.1523999,0.719339,0.99790347,1.079119,1.247437,1.2194425,1.230768,1.0330186,0.812628,1.0280151,1.2312523,0.8047944,0.8758817,0.917017,0.9879558,0.9170558,1.116294,0.9400517,0.9922601,0.9105316,1.2132246,0.947184,1.0212188,0.9006269,1.0281494,1.0403767,1.0024886,1.1911157,0.0,1.1969373,0.8845821,0.96930516,1.0693665,0.87561953,0.96683204,0.8690684,0.9475916,1.2806671,1.1001759,0.96842515,1.0004687,0.9239826,1.0275921,1.125583,1.1369684,1.0286801
strawberry,1.2472167,1.1254139,0.64116436,1.247854,0.55772555,0.7286844,0.7436099,0.6927431,1.1690885,1.3790188,0.95392096,1.2123424,1.1091242,0.9475026,1.3366361,1.0110584,1.0370095,0.6263593,0.59679633,1.1448659,0.5297413,1.0341109,0.677404,0.9696048,0.95280963,1.0004665,1.2319219,1.0119985,0.6871321,1.0792576,0.94876504,0.9147173,0.7511765,1.4374903,1.0396304,0.75651145,1.1617525,0.577327,0.9106822,0.9825002,1.3033022,1.1739293,1.3269558,1.1085622,0.63867056,1.3407385,1.1589017,1.070615,1.0016587,0.5032195,1.2015703,0.59784985,0.82543105,1.0823052,0.9950334,1.0337949,1.1512368,0.9022192,1.2194737,0.67421526,1.1557472,0.7942915,1.0856105,1.1185206,1.1706705,1.2882321,0.6917313,1.2625539,0.5934453,0.6195885,0.96556795,1.1926854,1.2109483,1.2570546,1.1692071,0.71804565,0.9113465,0.7213717,1.0378646,1.2414899,0.96313226,1.261873,1.0183126,1.3773496,1.3054352,1.1310008,0.8945756,0.9197563,1.1770114,0.9598452,1.0730444,0.55059284,0.6420236,0.5838245,0.6941722,0.82554126,1.2814573,0.905536,1.2092924,1.3254476,1.1321495,0.9339468,1.283138,0.8820611,1.3586364,1.0746387,1.3970969,0.6523682,1.1246351,1.0695806,1.2697117,0.9965716,0.7952524,0.9710682,0.60037166,1.1969373,0.0,1.2900662,1.2789443,1.093303,0.6773907,0.9802015,1.1918585,1.1130371,0.80741847,0.74218667,0.9932131,1.0562959,1.1515623,1.1493582,1.0539699,0.8399059,1.0186914
stroller,0.70920694,1.2605613,1.3998961,0.8728601,1.3974953,1.219404,1.2397543,0.8716358,0.72917366,0.5781828,1.3382218,0.67664135,0.8692174,0.8546649,0.6910221,0.84616435,0.9567655,1.3591465,1.3038228,0.7675185,1.3696598,1.2099545,1.1821882,1.2682383,0.9094956,1.3564954,0.89026684,0.8234209,1.3913214,1.0155599,0.807861,1.2526066,1.220931,0.46023536,1.0519955,1.4728057,0.66475296,1.2871066,0.876136,0.9533981,0.79643345,0.9124155,0.81597894,1.0453945,1.3759273,0.8294064,0.91094637,1.370084,1.2968893,1.2071801,0.8474189,1.3655524,1.0835348,0.793802,1.3114929,0.85339224,0.89589834,1.1326975,0.83915776,1.1398191,1.0253055,1.2930198,0.9983905,0.8057482,0.77849203,0.50777596,1.3912703,0.5737689,1.357552,1.1675546,1.0896509,0.71960795,0.7145518,0.8288467,0.121169806,1.2882209,1.4155093,1.3614142,1.3873844,1.2289127,1.2137048,0.6908834,0.9509958,0.7334049,0.6006405,0.86884063,1.3587933,1.2060888,1.0414165,0.9342635,1.142442,1.3019168,1.209012,1.3481295,1.3796582,1.3206855,0.31521714,1.0759974,1.0973934,0.69480634,0.9494537,1.2450802,1.0601193,1.0891026,0.7010241,0.6979777,0.5923007,0.9626041,0.9446007,0.8547693,0.66354996,1.2263947,1.326339,0.8343169,1.3739297,0.8845821,1.2900662,0.0,0.72389776,0.75861794,1.3523154,1.4131055,1.2742413,0.88346696,1.2778124,1.0010453,0.741962,0.9699151,0.6514065,0.89902276,1.1944023,1.2789156,0.9639516
sweater,0.68977815,1.0775249,1.2617049,0.50368947,1.3582262,1.2519236,1.2619305,1.2119967,0.7977506,0.5802074,1.3121817,0.81024265,0.81980366,0.9515905,0.6217767,1.0345707,0.9747742,1.4350947,1.4271034,0.9159646,1.3837585,1.2308617,1.4480333,1.3806019,1.2478571,1.2127924,0.8502394,1.1483483,1.3798696,1.1923265,0.9363121,1.2244985,1.2244526,0.4955865,1.0014801,1.3535304,0.5853536,1.3475139,0.97789747,1.0287275,0.8839255,1.1265574,0.46505803,0.9645602,1.2085588,0.7326425,0.6950258,1.0419191,1.1947645,1.2918713,1.0169469,1.3766904,1.0783703,0.86557317,1.1299009,0.87848157,0.9289053,1.1624897,0.6049703,1.2381049,0.74487376,1.2962885,1.1781889,0.9341713,0.45197344,0.4536243,1.3981732,0.86393523,1.393587,1.1192254,1.095964,0.8805191,0.7038512,1.0366373,0.77160275,1.31955,1.1541817,1.4462907,1.0677161,0.97498345,1.1164428,0.7748657,0.73183465,0.49637157,0.46040368,0.76042145,1.3518107,1.0539027,0.9111334,0.83009547,1.178332,1.3221908,1.3414273,1.3716323,1.3093462,1.2750486,0.8135308,1.267567,1.0620643,0.77184296,0.8045102,1.144737,0.98356277,1.1063821,0.3479035,0.94074386,0.45075655,1.2593167,0.9436367,0.9673307,0.74584055,1.1894743,1.2418306,0.85513854,1.4680027,0.96930516,1.2789443,0.72389776,0.0,0.6917541,1.4024373,1.1236355,1.0138514,0.8532593,1.3464789,1.1542671,0.9117332,0.8529787,0.9710919,1.0558776,1.2865436,1.1908677,0.9174617
table,0.67745817,1.3598497,1.4032592,0.69420403,1.3800597,1.0893358,1.1779613,1.0267924,0.6047571,0.4854697,1.4824778,0.6385009,0.4996525,0.9149215,0.45991886,0.963971,0.5459231,1.4079525,1.2728221,0.57948804,1.24405,1.3497467,1.3149922,1.4307362,1.2030363,1.302022,0.923284,0.9759611,1.3575945,1.0978292,0.8242452,1.1481036,1.1572857,0.6574188,0.86651224,1.4139053,0.6421821,1.2702909,0.96733785,0.86405563,0.9183979,0.9728075,0.79075706,1.0769751,1.294732,1.0133953,0.85782015,1.3856268,1.3938662,1.1769575,1.3080096,1.3930897,0.8443707,0.88308465,1.3824117,1.0954466,0.83048344,0.87508774,0.9378373,1.0147415,0.84585416,1.4954307,1.0462956,0.6996923,0.7723019,0.6129312,1.4393946,0.6779461,1.3705256,0.9890663,0.92633116,0.7145581,0.7616093,0.96592975,0.6879056,1.1412836,1.4061165,1.3518755,1.4189622,1.2042621,1.0760082,0.7416094,0.73515445,0.76465416,0.8135458,0.40204668,1.3268117,1.1260158,1.1155883,0.8035691,1.4206946,1.0044955,1.3239982,1.0813161,1.3507565,1.3481486,0.8661695,1.1876605,1.2189333,0.77135646,0.7643161,1.3337628,1.2598559,0.93432087,0.7702889,1.0436735,0.94593495,0.9433073,0.9015948,0.77855533,0.53552616,1.5232232,1.3013299,0.8039044,1.4451847,1.0693665,1.093303,0.75861794,0.6917541,0.0,1.357493,1.4380381,1.2947304,0.70903563,1.3583484,0.8701011,0.5579622,0.7577272,0.8748492,0.9697385,1.4025093,1.4724598,0.77744305
tape,1.4292469,0.90403485,0.39933807,1.4095104,0.38795084,0.5448709,0.63845325,0.9097249,1.214664,1.4549305,0.6003097,1.3034277,1.084673,1.100749,1.4952847,1.1375912,1.1221266,0.56735957,0.31714535,1.2223519,0.512211,0.84093237,0.5051536,0.75223535,0.919292,0.73257935,1.3111478,1.0012027,0.4284122,0.964841,1.1403623,0.7756516,0.9283177,1.5172246,1.1808361,0.51370585,1.4926708,0.4570588,1.149765,1.0532746,1.3391564,0.9568859,1.4515331,1.0863488,0.48348403,1.286402,1.2201626,0.8306995,0.6824474,0.7420838,1.1128829,0.6125444,0.89188373,1.1895688,0.81283534,1.1032921,1.1967705,0.7271726,1.3314707,0.72146565,1.3149892,0.5260605,1.0307806,1.3127911,1.3893567,1.4584918,0.5877215,1.3570695,0.48121238,0.89317626,0.7076894,1.2337267,1.3802843,1.2518818,1.3357364,0.6521975,0.6553727,0.55991143,0.90183175,1.0282604,0.6562377,1.3796031,1.2944553,1.5198641,1.4541152,1.3102615,0.64971566,0.9226244,0.8985528,1.2027969,0.7796192,0.67075074,0.6624458,0.55828893,0.5383836,0.43519253,1.2768365,0.7759917,0.9921293,1.4517574,1.1385798,0.8513932,0.96474665,0.87987995,1.3849969,1.0769107,1.4226294,0.94343746,1.1316459,1.0980012,1.4210057,0.6502579,0.55128783,1.2881944,0.5583624,0.87561953,0.6773907,1.3523154,1.4024373,1.357493,0.0,0.7758332,0.993392,1.2512331,0.6835971,0.74369943,1.187771,1.1724746,1.1466961,1.1893188,0.7789927,0.7129521,1.2693276
toe,1.141432,0.3421178,0.4111495,0.9308915,0.56194365,0.8789476,1.0158167,1.3685703,1.3916258,1.4210584,0.6334052,1.4173203,1.2789396,1.2121471,1.3943123,1.3498328,1.2446702,0.802377,0.9724832,1.397645,0.93816864,0.7979097,1.0333635,0.84063387,1.1045344,0.58450496,1.173497,1.3047029,0.71303266,1.0525827,1.2540977,0.8551972,0.9375003,1.3259386,1.1283633,0.46087646,1.424691,0.8934189,1.1970026,1.0405736,1.2294868,1.1007813,1.0891824,0.64365447,0.5361601,1.0012134,0.9337848,0.076575756,0.6087941,1.0530154,0.76924586,0.73583937,1.0816777,1.1131735,0.40624,0.88378394,1.2321801,0.90890205,0.9283596,1.130886,0.60554004,0.5192845,1.0346684,1.3783054,1.2163699,1.2863066,0.64367574,1.4411039,0.8697392,1.0687166,1.1073358,1.3163469,1.0347798,1.2774775,1.4177479,0.93656904,0.2002368,0.8939291,0.3713684,0.46903986,0.8128296,1.4142258,1.2588261,1.0718398,1.1169218,1.2783886,0.68601155,0.522004,0.7423601,1.2037015,0.7286191,1.1653124,0.9980063,1.0698282,0.51422405,0.54902166,1.3210464,1.0550463,0.69982064,1.3941963,1.2102742,0.6914131,0.7447454,1.1145586,1.118477,1.0327411,1.092604,1.2706453,1.1338942,1.4882733,1.4118397,0.3317997,0.77321935,1.1351124,0.7700485,0.96683204,0.9802015,1.4131055,1.1236355,1.4380381,0.7758332,0.0,0.42003107,1.0361503,0.8737216,1.1904424,1.4999605,1.2568736,1.2184254,1.2393824,0.67601615,0.47921085,1.3194234
tooth,0.8795935,0.58090246,0.72096765,0.8950448,0.9244837,1.016227,0.9824684,1.4557102,1.2504016,1.2496436,0.7582762,1.2405382,1.2244323,1.2180012,1.1912951,1.3061872,1.2224048,1.048624,1.1517005,1.2874418,1.1522902,0.8005836,1.2224826,0.936893,1.1230911,0.61193573,1.0792031,1.2877238,0.9645014,1.0141768,1.1627486,0.7851291,0.87953055,1.1509502,0.828348,0.6552369,1.2468724,1.1581261,1.2345672,1.0761515,1.0358737,1.0662946,0.9444504,0.7692863,0.8411681,0.9032304,1.0526477,0.36392027,0.5597898,1.1399511,0.8118843,0.9985086,0.9392725,1.0613166,0.6155924,0.97758806,1.182629,0.894889,0.92508715,1.3206236,0.736407,0.81557196,0.898618,1.1018821,1.114889,1.1143365,0.85429436,1.243415,1.0811319,1.1496731,1.0084538,1.1127924,0.8654135,1.0353602,1.3024352,0.99183095,0.5349312,1.0321143,0.64042836,0.5221887,0.8256551,1.2093428,1.1559292,0.84783214,0.97708124,1.1850641,0.72071147,0.7068497,0.7202281,1.2040601,0.80381346,1.2307732,1.110852,1.1809311,0.8529042,0.73236763,1.2679883,1.2082522,0.67449,1.1534569,1.0450594,0.74190944,0.5759224,1.0482528,1.0121708,1.0888288,0.95121217,1.3227888,1.087597,1.2901441,1.2193482,0.58871114,0.8862364,0.9689264,0.9475182,0.8690684,1.1918585,1.2742413,1.0138514,1.2947304,0.993392,0.42003107,0.0,0.84144294,1.0134653,1.24011,1.3068109,1.0659201,1.1464516,1.0882946,0.7485292,0.69153935,1.2725358
toothbrush,0.6554027,1.0801439,1.2534897,0.6726534,1.2773557,1.0248426,0.9999055,1.0916501,0.73904836,0.9394051,1.3383138,0.82973707,0.7209268,0.9795299,0.95920676,1.0376983,0.8091972,1.3086138,1.265223,0.8223615,1.314743,0.98113394,1.1691282,1.2155838,1.2548743,1.1212016,1.1486335,1.1300707,1.3234377,1.1616063,0.9425718,1.1443813,1.0300179,0.9423536,0.80778104,1.1557885,0.85254896,1.248094,1.1053975,0.9264414,0.97119206,0.9808739,0.97016126,0.9321552,1.0688034,1.1314572,0.9482933,0.971898,1.2087319,1.22766,1.1045853,1.2245327,0.66849387,0.7185729,1.1586685,0.944283,1.0301118,0.792441,1.0163665,1.2827237,0.595212,1.2937036,0.9613766,0.5283259,0.9758709,0.7579895,1.28058,0.74701023,1.2151335,1.0053333,0.94912136,0.9000996,0.63249075,0.7476288,0.858088,1.3294897,1.17941,1.2199094,1.138884,0.98912895,0.9977648,0.97681,1.0151653,0.8426587,0.7286287,0.6706965,1.0584164,0.5981634,1.0553766,0.93131465,1.2735546,1.191803,1.2926204,1.2569661,1.2635937,1.305136,1.0303897,1.1612773,1.1191993,0.97108346,1.0614778,1.1946627,1.0580087,0.69550705,0.92221826,0.8737385,0.9098846,0.92892575,1.1186641,0.959633,0.6760973,1.20708,1.1942729,0.8294023,1.2458951,0.9475916,1.1130371,0.88346696,0.8532593,0.70903563,1.2512331,1.0361503,0.84144294,0.0,1.2748349,0.7851062,0.825083,1.0457546,1.0051147,0.8434217,1.0419401,1.2200464,1.0530125
towel,1.4936053,0.8044611,0.8169457,1.3846762,0.67278194,0.9049565,0.76769453,0.7945898,1.384001,1.3138583,0.50761926,1.3013011,1.1543872,1.1071227,1.311079,0.9414672,1.1143756,0.3203987,0.6730273,1.2573153,0.6201068,0.5037381,0.5166661,0.38658953,0.6897587,0.8673818,1.1756178,0.69309455,0.6229421,0.72931784,1.1649005,1.1005602,0.9525614,1.3808554,1.3063413,0.51050335,1.3820161,0.47165358,1.0253096,0.9156915,1.1755385,1.0740879,1.1752149,1.1485686,0.9969267,1.2420266,1.231534,0.9839796,0.8455271,0.5930977,0.9696405,0.41445905,1.1448026,1.2599934,0.87500453,1.0928029,1.1360662,1.0238519,1.3518392,0.809718,1.3637129,0.6207335,1.0801976,1.2552049,1.0789351,1.3565638,0.42757916,1.23735,0.46975154,0.898207,1.2217873,1.3035393,1.3574897,0.9750808,1.3885019,0.92792284,0.8024002,0.11495662,0.72121245,1.155689,1.2243934,1.3166087,1.2964581,1.3569024,1.3771136,1.3606633,0.6094844,0.89997727,1.218621,1.2363765,0.62337995,0.73583055,0.50776166,0.6130739,0.70033264,0.8738615,1.1296419,0.67967224,1.1961409,1.3192594,1.2623996,0.8332961,0.8409641,0.87019384,1.2459495,1.1100597,1.1599779,0.8242612,0.9914359,1.1318516,1.3376484,0.73194855,0.58043987,1.2300953,0.4408729,1.2806671,0.80741847,1.2778124,1.3464789,1.3583484,0.6835971,0.8737216,1.0134653,1.2748349,0.0,0.942815,1.2756076,1.1611319,0.9074123,0.95919806,0.5231204,0.69265366,1.0323853
toy,1.0709815,1.2076972,0.9215608,1.1726508,0.8415479,0.66837347,0.69967103,0.8022599,0.9664803,1.2376907,1.1625419,1.0496268,0.5104283,0.8674946,1.1942549,0.97120214,0.70969677,0.92067057,0.7042814,0.89852345,0.93315065,1.1661192,0.77606785,1.1199315,1.1753371,1.0205272,1.2222883,0.98737377,0.9612659,1.1205186,1.1163658,1.0775429,1.0558792,1.2991185,0.9864348,1.0170252,1.0873096,0.81255096,0.99705946,0.64934087,1.2634667,1.0053282,1.251332,1.0702034,0.8162695,1.3259765,1.0330976,1.214972,1.1730897,0.749286,1.1683121,1.0002964,0.34669614,0.7283964,1.1231309,1.0396316,1.1102855,0.34882605,1.258206,0.8886938,1.0133762,0.9862691,0.90200067,0.8246926,1.1273452,1.1257461,1.1210674,1.1455946,0.82577366,0.7568269,0.7673326,1.012703,0.9951323,1.147765,0.9939179,0.9600623,1.1906112,0.8442056,1.1081306,1.2003539,0.94856185,1.1699518,1.1579121,1.2522992,1.1852804,0.8607235,1.0780697,0.9358462,1.1180631,1.0371144,1.216171,0.76246345,0.9130714,0.8610988,1.0733607,1.0143694,0.9592292,0.85288846,1.1644609,1.3139948,1.0737977,1.0824617,1.2041951,0.4281304,1.2806393,0.9317391,1.2162741,0.6542913,1.1333015,0.9875473,1.0494901,1.1812326,0.89019364,1.0035335,0.9849652,1.1001759,0.74218667,1.0010453,1.1542671,0.8701011,0.74369943,1.1904424,1.24011,0.7851062,0.942815,0.0,0.8003543,1.1331613,1.009002,1.0429698,1.1560978,1.1762729,1.0239681
tray,0.7509593,1.4087777,1.264957,0.9495867,1.3594844,1.0646081,0.7816762,0.8573353,0.716203,0.7867749,1.3477929,0.74677145,0.668345,0.81813633,0.72231376,0.8895537,0.682447,1.368666,0.9825243,0.6436534,1.1619117,1.3178732,1.1502479,1.3308394,1.138833,1.3215884,1.041703,0.93087965,1.3364813,1.0628505,0.894518,1.1127965,0.91191846,0.82778037,0.8197955,1.435802,0.74648535,1.261053,1.0136497,0.9367673,0.90084106,0.78979945,0.99186414,1.093059,1.1164702,1.117984,1.0515691,1.4333475,1.2818642,1.0954747,1.0785433,1.3552811,0.7751341,0.7815056,1.3928955,0.91372454,0.99331695,0.8582788,1.1169866,0.9381603,0.93707186,1.3995135,0.9785714,0.8075227,1.0034279,0.71922743,1.4333872,0.76874864,1.288229,0.89774776,0.8191644,0.8252311,0.73326653,0.8829875,0.7276163,1.1462783,1.5321903,1.2153604,1.3729591,1.2610273,0.9811415,0.6948289,0.8658425,0.8566846,0.8379656,0.65535396,1.2946192,1.1639462,1.1142913,0.875789,1.2673551,0.92345905,1.1218415,0.960266,1.4191725,1.2356961,0.790171,0.96156585,1.1782937,0.8115623,0.9189376,1.2105656,1.1885049,0.89069134,0.9746331,0.78572816,0.9071319,0.7085246,1.0598352,0.5328371,0.72151005,1.375526,1.3108282,0.7105906,1.3170468,0.96842515,0.9932131,0.741962,0.9117332,0.5579622,1.187771,1.4999605,1.3068109,0.825083,1.2756076,0.8003543,0.0,0.8663195,0.8128483,0.8748127,1.354074,1.3794296,0.9447785
tree,0.9698672,1.2248912,1.1663333,0.8514873,1.2030598,1.1615598,1.049448,1.0562828,0.8628448,0.73320496,1.1320115,0.8322207,0.9410865,0.9340812,0.75566244,0.8443788,0.9760192,1.2169309,1.1928551,0.89518726,1.1532937,1.0765706,1.2204506,1.146888,1.0686675,1.0343205,0.90013033,1.0706595,1.1578946,0.92477834,0.9295784,1.0071133,0.97717327,0.8681208,0.7865913,1.1861902,0.82115716,1.2060468,1.1027578,1.0699717,0.8508567,0.9219893,0.92343575,1.0368654,1.1834393,0.7914417,1.0153717,1.2114735,1.0326264,0.9488894,1.1839993,1.2358549,1.043708,1.1558684,1.2342882,1.2215159,0.7694336,1.1655682,0.9731274,1.0715556,1.1110734,1.2928934,1.0422283,0.94655544,0.8427826,0.94898593,1.2182488,0.83665824,1.1583856,1.0363837,0.9657286,0.90112436,1.0753616,1.0447519,0.9774186,0.9682555,1.1856464,1.1702828,1.1743299,1.066841,1.0666075,0.87261474,0.73953533,0.96510804,0.9705108,0.8998534,1.1312163,1.2660015,0.9696714,0.94388163,1.2111346,1.043549,0.97998124,1.1097828,1.16931,1.106799,0.9318687,1.0878375,1.0536319,0.8126274,0.65294826,1.1429329,1.0534967,1.0827581,0.9106848,1.1160367,1.0008962,1.1061767,0.7656309,0.9811935,0.8013753,1.3023679,1.1026847,1.0212475,1.217123,1.0004687,1.0562959,0.9699151,0.8529787,0.7577272,1.1724746,1.2568736,1.0659201,1.0457546,1.1611319,1.1331613,0.8663195,0.0,0.9153519,0.8982014,1.1695479,1.2498531,0.70440817
tricycle,1.0291759,1.1239535,1.2092754,1.0617223,1.151054,1.2039261,1.0971802,0.89047194,1.0287684,0.8387538,1.1108054,0.94973934,0.88294023,0.9902619,0.7967703,0.85176945,0.9055612,1.0934641,1.1560656,0.91467714,1.0951447,0.9583201,1.0252221,1.057794,0.89676416,1.1187444,1.0332718,0.8537341,1.148244,0.9345586,0.87534773,1.1858865,1.1147895,0.9371551,1.0037358,1.1487919,0.94400877,1.1181988,0.9985922,0.97741026,0.975691,0.8984035,0.9759258,1.0549921,1.2596265,0.9811573,1.0608245,1.1725074,1.1302575,1.0469619,1.021257,1.0799487,1.1599485,0.94744337,1.0880773,1.1075993,0.8582057,1.0094193,1.0372113,1.0234456,1.1378144,1.1203064,1.0224274,0.9620147,0.9465055,0.9358154,1.1088815,0.8390615,1.1465456,1.034279,1.1176233,0.97010845,0.91989183,0.89963216,0.7762914,1.1585959,1.1896021,1.0235708,1.1219105,1.1068785,1.1968573,0.9147307,0.9483827,0.9743515,0.96788377,0.9876431,1.1048119,1.1109442,1.0725224,1.0408144,1.0499301,1.0948812,1.0136884,1.1017568,1.1996886,1.1441354,0.64818585,0.9540555,1.1498183,0.98656386,0.92621315,1.2120988,0.9737851,1.0591155,0.97838086,0.9169424,0.8295249,1.0139953,0.87265396,0.9628036,0.91571164,1.1368209,1.1395161,0.9955548,1.1106838,0.9239826,1.1515623,0.6514065,0.9710919,0.8748492,1.1466961,1.2184254,1.1464516,1.0051147,0.9074123,1.009002,0.8128483,0.9153519,0.0,0.8680867,0.9462014,1.1287096,0.97842056
