,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
chair,1.2420828,1.0462598,1.2795883,1.1812762,1.1690799,1.0605254,1.0313237,0.5456379,0.99498004,0.77615047,0.9317876,0.7169894,1.1090256,1.0734866,0.91047996,0.77360475,1.0237874,0.818823,0.8004344,0.9106093,0.95444727,0.83292127,0.7385303,0.5343069,0.67427444,1.1256112,1.0011466,0.0,1.0485644,0.5928213,0.8775482,1.1151053,1.1147896,0.80515796,1.1918988,1.1544065,0.8524383,0.7698144,0.9536423,1.028855,0.7446778,0.7952498,1.0937064,1.1949861,1.2583356,1.1507694,1.1545782,1.3344662,1.2884847,0.9056051,0.9618525,0.8114022,1.1475532,1.0562118,1.2000363,1.0901891,0.9837533,1.1856554,1.1438268,0.92751473,1.2484988,1.0569195,1.0617727,0.8505033,0.97836155,1.0462596,0.91463727,0.59481394,0.8227266,0.9403887,1.0733862,1.0299853,1.2097676,0.7154143,0.87439895,1.0309486,1.3252255,0.7207776,1.0496033,1.2953639,1.1864934,0.8353645,1.1896865,1.0832921,1.0878179,1.1645325,1.0387143,1.1720202,1.2263509,1.0943336,0.7911429,0.9669661,0.75683886,0.8577781,1.1147333,1.1085619,0.8251475,0.7922591,1.2104499,0.79662484,1.2185212,1.1127617,1.145056,0.9909942,1.0647804,1.1026568,1.077204,0.6696844,1.0033839,0.7727243,0.8344857,1.1416441,1.1506938,1.0522082,0.8743572,1.1944454,1.0119985,0.8234209,1.1483483,0.9759611,1.0012027,1.3047029,1.2877238,1.1300707,0.69309455,0.98737377,0.93087965,1.0706595,0.8537341,0.8217105,0.79108256,1.0816951,0.6984168
clock,1.446351,0.9531812,0.4764142,1.4285218,0.30277717,0.6199538,0.84319997,0.9683037,1.3180168,1.3835255,0.51617086,1.2938027,1.2295464,1.044586,1.4451061,1.1700822,1.1347988,0.40129554,0.5444758,1.2744731,0.52403694,0.7000578,0.61062706,0.67393214,0.8303981,0.72500163,1.1620412,1.0485644,0.0,0.9211249,1.2114924,0.7695748,0.93663013,1.4710354,1.2498178,0.373123,1.4163067,0.5063361,1.0322412,0.99528486,1.1610427,0.9666035,1.3990917,1.1352373,0.5553001,1.19489,1.077444,0.8606935,0.66301847,0.623266,1.1680084,0.4691518,1.1293414,1.1536586,0.6361767,1.2736702,1.1552556,0.94144243,1.1815158,0.86336786,1.3770576,0.45139444,1.0441452,1.3335055,1.3510389,1.5355066,0.36474484,1.3609631,0.32677627,0.9723356,0.9403794,1.236279,1.5634583,1.2623098,1.3080115,0.64212435,0.4559042,0.586769,0.8594507,1.0015552,0.7955519,1.3723336,1.2476851,1.5451748,1.4952476,1.2869713,0.5235762,0.89621645,1.0372673,1.2157784,0.8716577,0.73274124,0.6153975,0.6245929,0.29038835,0.55078197,1.3434665,0.85996175,0.8788718,1.3517852,1.1796705,0.82466173,1.1125946,1.0291575,1.3574625,1.2490284,1.4674013,0.9875946,1.0620475,1.2010049,1.4542847,0.7089784,0.4595896,1.390614,0.39401364,1.0207345,0.6871321,1.3913214,1.3798696,1.3575945,0.4284122,0.71303266,0.9645014,1.3234377,0.6229421,0.9612659,1.3364813,1.1578946,1.148244,1.2051461,0.69159114,0.5800858,1.1156453
closet,1.1666265,0.9710833,1.0565479,1.1791869,1.0711684,0.9857046,1.0132816,0.8906188,1.0118233,0.8604926,0.851845,0.8939302,1.1404485,1.1736174,0.9581237,1.0178397,1.0899159,0.80768657,0.99724466,0.9838005,1.0236969,0.7468781,0.8843526,0.5891673,0.78831434,1.011786,1.0069286,0.5928213,0.9211249,0.0,1.0886153,1.0238569,1.0499674,0.9900738,1.1442587,0.9731103,0.99613905,0.8975524,1.0364206,0.9974712,0.4474833,0.76918554,1.0664084,1.0607593,1.1489667,0.95063776,1.102825,1.0808889,1.1181535,0.94980216,1.0696716,0.9376305,1.2007993,1.0883093,1.0671854,1.1885823,0.984379,1.1289473,1.1028341,1.0610988,1.2263272,1.0659122,1.0220449,1.0221637,1.0028131,1.1338303,0.9247553,0.67882204,0.9288915,1.1436245,1.1657455,1.0286708,1.2026196,0.7325125,1.0528446,1.0388683,1.0627463,0.8142284,1.0323976,1.1355059,1.1299126,0.916513,1.1507013,1.1138811,1.0817891,1.1860676,0.9730308,1.0956463,1.0838568,1.0988663,0.9286939,0.9928842,0.79975593,1.0026623,1.0038023,0.97816,0.96599054,1.0030445,1.0772154,0.7045373,1.1257143,0.9795228,0.96892536,1.1228137,1.062143,1.1425986,1.0894439,0.9790975,0.8559065,1.0200006,0.8910136,1.0530286,1.0065901,1.1512631,0.91762733,1.0182165,1.0792576,1.0155599,1.1923265,1.0978292,0.964841,1.0525827,1.0141768,1.1616063,0.72931784,1.1205186,1.0628505,0.92477834,0.9345586,0.9027211,0.7203652,1.0472243,0.6702096
comb,0.8361058,1.1863257,1.3669832,0.9012012,1.250016,1.0393347,1.2724105,0.69496727,0.7950394,0.7309183,1.1647909,0.78639764,0.95615894,0.93007493,0.7102421,0.9077344,0.9240045,1.2038063,1.1300772,0.82768935,1.1576064,1.0573542,1.0361383,1.0290673,0.8911856,1.1723394,0.8901112,0.8775482,1.2114924,1.0886153,0.0,1.0189564,1.0274154,0.8333534,0.9162009,1.2447835,0.6849673,1.1374303,0.979208,1.1742048,0.8703513,0.83186877,1.0269973,1.0166309,1.2460471,0.9004543,1.1193864,1.2159095,1.1965954,1.1878831,0.9667491,1.1670029,1.1178093,1.0301002,1.2666123,0.9240742,1.0235976,1.0675495,1.0008821,1.0542561,1.0095526,1.2227451,1.070197,0.8888331,0.9384709,0.80505186,1.209846,0.78115803,1.1839235,1.03125,0.97492844,0.91793495,0.83557785,0.81909925,0.7584766,1.042054,1.2393762,1.1249104,1.2503381,1.1414614,1.0920345,0.7839005,0.80106723,0.885444,0.91930956,0.8644984,1.1098063,1.1849293,1.0606498,0.8278806,1.0601369,1.1083786,1.1518604,1.1705128,1.2700132,1.2372937,0.868639,1.0095799,1.1784503,0.74445605,0.81889653,1.2888572,1.079703,1.1530268,0.93568087,0.8574682,0.97668135,0.98136777,0.94917583,0.7940414,0.76736045,1.1928961,1.2172384,0.84232026,1.2373807,0.96744424,0.94876504,0.807861,0.9363121,0.8242452,1.1403623,1.2540977,1.1627486,0.9425718,1.1649005,1.1163658,0.894518,0.9295784,0.87534773,0.85646355,1.0501401,1.1624814,0.79367363
cookie,1.0761415,0.82006556,0.760964,1.0836903,0.79596406,0.8789872,0.9571034,1.319546,1.2035387,1.1573056,0.81773114,1.2243887,1.1922472,1.1664642,1.0069525,1.327313,1.161587,1.0543869,0.8402965,1.1887217,0.89267427,0.9948247,1.0938348,1.0259684,1.1584619,0.38177943,0.8293294,1.1151053,0.7695748,1.0238569,1.0189564,0.0,0.76426136,1.121854,0.57793653,0.93527,1.2590225,1.0320123,1.0863942,1.1400406,1.0408295,0.88604957,1.0553327,1.051098,0.6612733,0.91791034,0.9979082,0.90910083,0.6398233,1.0579197,0.90536594,1.1178669,0.9577749,1.1274416,1.020386,1.0318149,1.1461217,0.8798623,1.0203184,0.96727496,1.0809373,0.9541611,0.94530296,1.165071,1.1166791,1.2077167,1.0325549,1.1948419,1.0278019,1.0060265,0.3941251,1.1617063,1.0664175,1.1014019,1.1570863,0.3246019,0.88365316,1.0732738,1.0205665,0.81458616,0.30625272,1.2088661,1.0982685,1.0035433,1.2113142,1.1853818,0.89188695,1.1891248,0.71999866,1.1150843,0.80668855,0.862925,1.0474819,0.91588205,0.7926914,0.39171886,1.2113225,1.1359639,0.5317994,1.169369,0.94523656,0.9509734,0.8812773,1.1712983,1.0729406,1.0852431,1.207858,1.2365347,1.1069763,1.1364955,1.2870123,0.78443784,1.0019274,0.91093856,1.0686463,0.9172073,0.9147173,1.2526066,1.2244985,1.1481036,0.7756516,0.8551972,0.7851291,1.1443813,1.1005602,1.0775429,1.1127965,1.0071133,1.1858865,1.1438518,1.0275238,0.8269917,1.1906896
corn,0.979912,1.0269336,0.90052587,1.1241664,0.9679334,1.1576238,0.47852874,1.0049572,1.2195027,1.3166947,0.97555983,1.1548027,1.1265252,0.9256259,1.2019695,1.0667082,1.1236126,0.93686914,0.928918,1.1563635,0.6398284,0.9865617,1.0164547,1.0440559,1.0975889,0.98494494,1.1132883,1.1147896,0.93663013,1.0499674,1.0274154,0.76426136,0.0,1.2745421,0.6793288,0.9179014,1.1661122,1.0201281,1.0291214,1.0574555,1.1867733,1.1338112,1.1524504,0.9699778,0.9252851,1.0660789,1.1717892,0.93942225,0.812797,0.80955553,0.85008794,0.8765234,0.8751864,1.1728399,0.98917085,0.8917813,1.1214627,1.0385017,1.2102469,0.736829,1.0089306,1.0544856,0.8914414,1.1582079,1.1154428,1.236353,0.8498061,1.2149798,0.96606016,0.8007027,0.962229,1.1393148,1.0388372,1.099633,1.1612074,0.74378014,1.036011,0.9256184,0.9233545,0.971121,0.9204933,1.219635,0.78773344,1.1626987,1.2146451,1.173384,0.9789112,0.98695546,1.0029302,1.0349227,0.8669716,0.6347956,0.79482317,0.75131273,0.9477955,0.9147784,1.1479378,1.0453606,0.9718495,1.2366092,0.9786452,0.89239967,0.9895026,0.88290197,1.2659273,0.84284085,1.2300515,0.95326924,1.0819315,1.1587254,1.1538085,0.8686801,0.973683,0.8985074,0.80730736,1.1204374,0.7511765,1.220931,1.2244526,1.1572857,0.9283177,0.9375003,0.87953055,1.0300179,0.9525614,1.0558792,0.91191846,0.97717327,1.1147895,1.0924023,1.0020932,0.8610393,1.1306036
couch,0.68253803,1.1068639,1.4687445,0.58282834,1.5012157,1.3257451,1.3792403,1.1002257,0.65764976,0.2852372,1.2916591,0.51383543,0.9437578,1.0195019,0.3901354,0.96008897,1.0053759,1.488325,1.4798341,0.7284456,1.457995,1.2073168,1.4330198,1.2116538,1.0244588,1.2381748,0.675326,0.80515796,1.4710354,0.9900738,0.8333534,1.121854,1.2745421,0.0,0.998069,1.5416114,0.5416377,1.4526228,0.9160502,1.155123,0.5593206,0.8895018,0.48235202,1.0353322,1.4122788,0.66941136,0.8250352,1.2618484,1.296608,1.4520469,0.90369993,1.4735643,1.2133962,0.91887534,1.3061969,0.80246174,0.8880526,1.3298999,0.65180886,1.2601526,0.8506352,1.3658217,1.2059245,0.7329362,0.5302571,0.37249064,1.469347,0.5932746,1.5285925,1.1790566,1.0756246,0.760137,0.6485478,0.76431304,0.5277674,1.2969525,1.355247,1.4815396,1.2607012,1.0697043,1.1538011,0.48160338,0.7843092,0.4052434,0.44668162,0.7913003,1.4029142,1.2242415,0.94058603,0.9458311,0.9770668,1.3924792,1.4248735,1.4328843,1.3714269,1.3360105,0.5710659,1.1656117,1.0179456,0.43102938,0.88789535,1.2596912,1.0188186,1.2697096,0.4221779,0.89434683,0.4670453,1.2029251,0.9110662,0.7652924,0.60032594,1.2277827,1.3734407,0.7708359,1.5291709,0.9539091,1.4374903,0.46023536,0.4955865,0.6574188,1.5172246,1.3259386,1.1509502,0.9423536,1.3808554,1.2991185,0.82778037,0.8681208,0.9371551,0.9369226,1.2177116,1.2632964,0.83901036
cracker,0.70264244,1.1298587,1.1338984,0.85264957,1.1977379,1.1836497,0.95746887,1.2140107,1.0677968,0.9737699,1.2533948,0.97340035,0.8391921,1.0288486,0.76410246,1.1715587,0.78713506,1.3621203,1.211378,0.8558763,1.1002858,1.1621889,1.3233346,1.3156931,1.3105662,0.8453243,0.9838026,1.1918988,1.2498178,1.1442587,0.9162009,0.57793653,0.6793288,0.998069,0.0,1.2328762,0.9342168,1.3625689,1.0250131,0.95438945,1.0292836,0.93329585,0.9426889,0.98166144,0.9965728,0.83169484,1.042532,1.0475075,0.73518234,1.0038433,0.89555216,1.3369262,0.7463738,1.019179,1.2196178,0.95147705,1.0647446,0.78409314,0.9858114,1.0434912,0.8054426,1.3108011,0.7301309,1.0453622,1.0764095,0.9680742,1.3207216,0.9905592,1.3021717,0.9926299,0.6580772,0.94856006,0.6864681,0.98996496,1.0285681,0.71700156,1.2143972,1.2789032,1.1476665,0.9514505,0.64794457,1.066763,0.8672873,0.7628927,0.9821764,0.78858477,1.1526238,1.0147585,0.8533831,0.9499687,1.0161595,0.8592888,1.08534,1.1230105,1.2306668,0.93204784,1.0008957,1.2190406,0.8402873,1.0935798,0.71905816,0.9999689,0.86851716,0.991201,1.0280538,0.99220574,1.0039426,1.1962414,1.1647452,1.1002666,0.97573996,1.1546807,1.2035358,0.7544297,1.3294017,0.9155712,1.0396304,1.0519955,1.0014801,0.86651224,1.1808361,1.1283633,0.828348,0.80778104,1.3063413,0.9864348,0.8197955,0.7865913,1.0037358,0.9721674,1.2289696,1.1852938,1.1309747
crayon,1.4585109,0.75329506,0.36028636,1.3533616,0.28854996,0.7738451,0.7555814,1.084427,1.3870958,1.5240915,0.33422828,1.357732,1.3092096,1.1981988,1.5449982,1.1487582,1.1731446,0.40648854,0.6487658,1.3671665,0.61520123,0.5008133,0.7351891,0.5550794,0.73169994,0.65775955,1.2244946,1.1544065,0.373123,0.9731103,1.2447835,0.93527,0.9179014,1.5416114,1.2328762,0.0,1.4713917,0.5238185,1.1538359,1.0762268,1.3128898,1.134653,1.4100285,1.0040362,0.6506955,1.2372844,1.214369,0.5704844,0.46616983,0.61504376,1.0837718,0.3576491,1.0592266,1.2762105,0.5218123,1.208993,1.1532701,0.8688912,1.2608881,1.0124946,1.226014,0.3955497,1.0713348,1.3392284,1.3479896,1.528217,0.20290357,1.3949908,0.45047718,0.9840694,1.1483779,1.31829,1.4586554,1.1991926,1.4591866,0.9029783,0.22226405,0.45205307,0.6671623,0.89120007,0.9987026,1.4830027,1.291086,1.489499,1.4737091,1.329186,0.21036816,0.5759988,1.0216882,1.2206682,0.76883763,0.8756392,0.6248386,0.6773728,0.30681145,0.58402306,1.4170516,0.83692855,0.966593,1.4604764,1.1977683,0.7675561,0.82486403,0.8677601,1.413363,1.273649,1.4296052,1.0402545,1.0562822,1.2649596,1.4500903,0.51798856,0.317375,1.3872199,0.35830367,1.1352311,0.75651145,1.4728057,1.3535304,1.4139053,0.51370585,0.46087646,0.6552369,1.1557885,0.51050335,1.0170252,1.435802,1.1861902,1.1487919,1.2257798,0.48290753,0.51600796,1.1638979
crib,0.6815531,1.3453164,1.4473352,0.6943612,1.423676,1.2541609,1.3041092,0.6534594,0.6347628,0.47806102,1.4369501,0.5932662,0.82434595,0.9141411,0.6015081,0.8190409,0.89818466,1.3852152,1.347798,0.75558275,1.3585483,1.2454433,1.2932138,1.2402956,1.0242277,1.4044048,0.79887295,0.8524383,1.4163067,0.99613905,0.6849673,1.2590225,1.1661122,0.5416377,0.9342168,1.4713917,0.0,1.3264692,0.76690984,1.0624448,0.6941891,1.0045172,0.8026011,1.0517812,1.3568655,0.9039616,0.91001916,1.34451,1.3807352,1.2025306,1.0628226,1.3639973,1.0689195,0.8337852,1.3174964,0.92955256,0.7516024,1.1911447,0.8662263,1.2109855,0.8996889,1.4246272,1.0682344,0.6832249,0.6676927,0.6177701,1.4204443,0.5206357,1.3620209,1.0891234,1.1692966,0.75714874,0.7755494,0.79883057,0.64872354,1.3143563,1.3871809,1.4225726,1.343068,1.2198517,1.2636302,0.60683274,0.6558242,0.6784874,0.61170816,0.7516887,1.4055967,1.1689327,1.1606631,0.4841256,1.2297668,1.230211,1.2625184,1.3453104,1.3827275,1.405478,0.80188584,1.2566422,1.1722635,0.54054004,0.93065065,1.2708992,1.2449789,1.1087465,0.75192463,1.0067513,0.7563389,0.97954303,1.0040796,0.7918343,0.5085076,1.461085,1.3248667,0.87047476,1.4413033,0.94031906,1.1617525,0.66475296,0.5853536,0.6421821,1.4926708,1.424691,1.2468724,0.85254896,1.3820161,1.0873096,0.74648535,0.82115716,0.94400877,0.81783986,1.2623277,1.3706901,0.47144258
cup,1.4485486,0.94363064,0.62622815,1.3995037,0.47197515,0.6163777,0.83757865,0.69362223,1.1676037,1.4147848,0.67396796,1.2516294,1.2215496,1.0705551,1.4669291,0.97711897,1.1005832,0.19898951,0.34333384,1.1598045,0.51264423,0.7751807,0.29952228,0.5099388,0.7148306,0.91002846,1.1972476,0.7698144,0.5063361,0.8975524,1.1374303,1.0320123,1.0201281,1.4526228,1.3625689,0.5238185,1.3264692,0.0,0.9767499,1.0171181,1.2584276,1.1341758,1.383429,1.2074288,0.71908885,1.3558762,1.1833074,1.049941,0.91014516,0.48037124,1.1549177,0.42359114,1.0712675,1.0908918,0.87118423,1.1919383,1.1022846,0.9387629,1.3074602,0.75215775,1.3572752,0.6454825,1.0960774,1.1612948,1.2215389,1.4121587,0.46568865,1.2493558,0.36492026,0.883911,0.9860031,1.1222293,1.4727154,1.170896,1.2598276,0.7805159,0.73967093,0.3911577,0.963632,1.2334365,1.0095994,1.2596872,1.3109161,1.5433714,1.4160407,1.3025239,0.67937076,0.882625,1.1834387,1.1345114,0.86140674,0.70158184,0.46657282,0.5382389,0.5711912,0.71109724,1.2440946,0.7680514,1.2000605,1.2360253,1.2166878,0.9170679,1.2038531,0.95566845,1.3715096,1.2292098,1.4037985,0.6991263,1.0423298,1.0114129,1.3339434,0.8436777,0.4768176,1.2488297,0.46766555,1.1536846,0.577327,1.2871066,1.3475139,1.2702909,0.4570588,0.8934189,1.1581261,1.248094,0.47165358,0.81255096,1.261053,1.2060468,1.1181988,1.1110926,0.72061336,0.75138766,0.9970129
dog,0.84846604,1.25673,1.1429216,1.0600784,1.0722747,1.0918262,1.1609864,0.78130853,1.0420392,0.93942726,1.1361597,0.95125324,1.0693842,0.8001658,0.9384237,0.78449106,1.0296768,0.9648173,0.99518746,1.0295786,0.86293954,1.199414,0.997414,1.1393096,0.9098946,1.2417184,0.36415827,0.9536423,1.0322412,1.0364206,0.979208,1.0863942,1.0291214,0.9160502,1.0250131,1.1538359,0.76690984,0.9767499,0.0,0.7904326,1.0260017,1.1562142,1.0216503,1.1246696,1.1183362,0.9896454,0.8852084,1.2541757,1.0232499,0.8262642,1.0519611,0.928016,1.0398402,1.00686,1.0514983,0.8744657,0.93216294,1.1640738,0.85463035,0.8935855,1.0618386,0.9916049,0.91285247,0.9932121,0.9122534,1.0220121,0.9700703,1.0183569,0.9310957,0.98507285,1.1496702,1.0416336,0.99722016,1.1160485,0.7593659,0.89186275,1.158325,1.0412632,1.157777,1.2000449,1.1744763,0.99015653,0.74661684,1.0569341,1.0050756,1.0304873,1.1735492,1.156107,1.2312139,0.65289354,0.9832797,0.9241591,0.87695926,0.99747884,1.0525634,1.1122814,1.0205649,0.97793937,1.1116614,1.0070943,0.93741316,0.9085349,1.2868191,1.0780137,1.0379987,0.94891036,1.0698831,0.89456874,0.94061446,1.0359162,1.0716951,1.1276228,1.1054794,1.0581789,0.9153894,1.0462528,0.9106822,0.876136,0.97789747,0.96733785,1.149765,1.1970026,1.2345672,1.1053975,1.0253096,0.99705946,1.0136497,1.1027578,0.9985922,1.0027424,1.2397138,1.0914602,1.0307716
doll,0.90198064,1.1572444,1.0391333,1.0193316,1.0360155,0.99311197,0.98344254,0.9618944,1.1584663,1.0701697,1.0876393,1.0311383,0.6320365,0.6862531,1.0468457,0.9794257,0.5895727,1.0091047,1.0090759,0.8099047,0.9977227,1.1500067,1.0058435,1.149216,1.0996054,1.0629259,1.0437126,1.028855,0.99528486,0.9974712,1.1742048,1.1400406,1.0574555,1.155123,0.95438945,1.0762268,1.0624448,1.0171181,0.7904326,0.0,1.1735517,1.1121298,1.0013179,1.0432967,1.0423435,1.1379616,0.71863353,1.080917,1.0541092,0.821708,1.1170537,0.99822915,0.716246,1.0420969,1.0592326,1.0657368,1.0090466,0.77558887,1.0477163,0.9727095,0.8889008,1.0221502,0.7100934,1.0362248,1.0399047,1.1232108,1.090377,1.0901929,0.8991334,0.901785,1.0977777,1.035932,0.9516228,1.1625905,0.9923947,0.9886021,1.0927225,0.948565,1.0431397,1.1248996,1.0284494,1.1509213,1.06777,1.0573878,1.0249499,0.7008692,1.069207,0.93439174,1.1547335,0.97948074,1.0776771,0.84051764,0.8933007,0.98453,1.0553039,0.9976777,1.0285001,0.919374,1.1332033,1.2428087,1.0538012,0.80386114,1.032424,0.863297,1.0856439,1.0371678,1.0373138,0.96479005,1.0983081,1.1815758,0.9924558,1.1771524,1.0629245,1.1103184,1.0305797,1.0944896,0.9825002,0.9533981,1.0287275,0.86405563,1.0532746,1.0405736,1.0761515,0.9264414,0.9156915,0.64934087,0.9367673,1.0699717,0.97741026,1.0359015,1.1575296,1.2040138,1.0767984
door,0.85086906,1.092145,1.3848131,0.8483934,1.3480693,1.1407279,1.262353,1.0239986,0.68435425,0.5573807,1.0800629,0.63237584,1.0556438,1.1293947,0.6692208,1.036943,1.0753103,1.2055905,1.3132197,0.8283577,1.3308505,0.90656275,1.1838046,0.79795706,1.0159309,1.1527387,0.7660041,0.7446778,1.1610427,0.4474833,0.8703513,1.0408295,1.1867733,0.5593206,1.0292836,1.3128898,0.6941891,1.2584276,1.0260017,1.1735517,0.0,0.7564817,0.8365863,1.044901,1.3208114,0.6995952,0.9926476,1.2015178,1.2359467,1.2904108,1.0430187,1.3267269,1.2140884,0.97624004,1.1651151,1.1047398,0.9382042,1.2750479,0.8324957,1.2423717,1.0297803,1.3041133,1.0860717,0.72376555,0.88217074,0.80006945,1.2931912,0.47771013,1.2252803,1.2225394,1.0605171,0.84385306,0.98851794,0.62918943,0.7761558,1.1541146,1.2323816,1.2348576,1.2035123,1.0759503,1.1171589,0.51453936,0.9356726,0.76813126,0.69483924,0.9322752,1.218923,1.222587,0.97960305,1.0201433,1.1254848,1.266072,1.1790706,1.2933342,1.2652256,1.2319317,0.8451289,1.1931498,0.9989955,0.26010084,0.94719094,1.1863055,1.0356872,1.2247227,0.74328035,1.1082261,0.77844286,1.0742877,0.8567296,0.7789767,0.6406177,1.2490315,1.2360716,0.9882555,1.2914459,0.8963108,1.3033022,0.79643345,0.8839255,0.9183979,1.3391564,1.2294868,1.0358737,0.97119206,1.1755385,1.2634667,0.90084106,0.8508567,0.975691,0.7877633,0.9122718,1.2304765,0.6256318
drawer,1.0334668,1.0716677,1.2118574,1.0504214,1.1931968,1.0568442,1.1188905,0.914728,0.92603457,0.8240774,0.8778245,0.84911186,0.89849865,1.0897253,0.849334,1.0114797,0.87748814,1.1727091,1.025644,0.77304316,1.2282069,0.9952246,1.0427624,0.9163308,0.9600831,0.947634,1.0489286,0.7952498,0.9666035,0.76918554,0.83186877,0.88604957,1.1338112,0.8895018,0.93329585,1.134653,1.0045172,1.1341758,1.1562142,1.1121298,0.7564817,0.0,1.1045964,1.0200305,1.16277,0.9703709,1.1204383,1.0615803,1.045205,1.1779878,0.89168555,1.1680061,1.067076,1.0086241,1.1334484,1.0258472,1.0041957,0.88877237,1.1215296,1.1478939,1.0215423,1.1229975,0.90743446,1.0609248,1.1397662,1.0032609,1.156422,0.81921697,1.0919421,1.0323675,0.88417035,1.0064502,1.0339742,0.8202945,0.96413416,1.0229287,1.1654301,1.0416963,1.0537943,1.000084,0.9662079,0.73190635,1.1863021,1.0243578,1.0517867,0.97465265,0.9269126,1.0660979,1.0042853,1.117146,0.8931822,1.0947406,1.0602275,1.0848323,1.1307993,1.0393395,0.80273324,0.6637892,0.9585191,0.84532654,0.9654513,1.2032996,0.9653958,1.1260456,1.0405568,0.82393914,0.99949795,1.0778033,1.0162563,0.9140255,0.91037875,0.9158118,1.1219883,1.0105087,1.1552274,1.005743,1.1739293,0.9124155,1.1265574,0.9728075,0.9568859,1.1007813,1.0662946,0.9808739,1.0740879,1.0053282,0.78979945,0.9219893,0.8984035,0.7257528,0.8868317,0.965661,0.9942088
dress,0.739875,0.8653429,1.2563982,0.48168504,1.3595562,1.2774607,1.2865591,1.3485813,0.86005473,0.53264785,1.270392,0.8854425,0.854962,1.0286342,0.45476782,1.1411686,1.0145451,1.3860575,1.4885235,0.9080879,1.3664614,1.1729409,1.3935248,1.3001475,1.2703419,1.0201218,0.7651991,1.0937064,1.3990917,1.0664084,1.0269973,1.0553327,1.1524504,0.48235202,0.9426889,1.4100285,0.8026011,1.383429,1.0216503,1.0013179,0.8365863,1.1045964,0.0,0.97599614,1.2166088,0.69824004,0.77219474,1.0239537,1.2147286,1.3387072,0.8886963,1.3936167,1.1404977,0.95784163,1.1969857,0.8329111,0.971368,1.1850067,0.6956043,1.2025647,0.7260673,1.2844611,1.0964772,0.9540045,0.3902402,0.456307,1.3794582,0.90966964,1.4525819,1.184864,1.0002375,0.93190104,0.6369632,0.92922986,0.87677675,1.2403584,1.2126579,1.3779736,1.0228374,0.9209238,1.0402491,0.79598475,0.74311674,0.31520855,0.5039028,0.81718576,1.3678718,1.1229517,0.86146057,0.934987,1.019687,1.279465,1.3695054,1.3892097,1.2714591,1.2564806,0.79204863,1.2604376,0.9689615,0.7710459,0.879913,1.0095782,0.81387264,1.2243453,0.2936548,0.9369564,0.42211473,1.3203917,0.92761093,1.0052601,0.7843294,1.0960917,1.3014097,0.7330892,1.4517382,1.0475345,1.3269558,0.81597894,0.46505803,0.79075706,1.4515331,1.0891824,0.9444504,0.97016126,1.1752149,1.251332,0.99186414,0.92343575,0.9759258,1.006784,1.2342446,1.1168845,1.0545825
ear,0.9525289,0.77620435,0.9165855,0.9419307,1.0354786,1.0997968,1.0654926,1.1958783,1.1213417,1.1135468,1.0972774,1.1860962,0.98400253,1.0947597,1.0890372,1.1411439,1.0493182,1.2117009,1.2127671,1.1361128,1.1731173,0.9719961,1.2108603,1.1105978,1.1714507,1.0071143,1.149215,1.1949861,1.1352373,1.0607593,1.0166309,1.051098,0.9699778,1.0353322,0.98166144,1.0040362,1.0517812,1.2074288,1.1246696,1.0432967,1.044901,1.0200305,0.97599614,0.0,0.956771,0.94521314,0.8769034,0.5644355,0.9743762,1.1686068,0.9030257,1.1063354,0.93245727,0.8103322,0.63575584,0.91889197,1.0999547,0.9577051,0.7574288,1.0922792,0.6984585,0.89173365,1.0281345,1.0255455,1.0565027,0.9729115,1.130786,1.1616127,1.1938262,1.1268474,1.0251781,1.0531455,0.8108424,1.0453864,1.0596032,1.1470425,0.81360584,1.1951284,0.61192375,0.60711664,0.9303503,1.1219742,1.0417764,0.8900207,0.8900296,0.99225724,1.1083176,0.8398608,0.7282766,1.0258406,1.0918221,1.1993719,1.1164466,1.1994364,1.1133046,0.98003066,0.9892046,1.1790141,0.7943317,1.1214631,1.0564082,0.8914896,0.8267555,1.0406426,0.95495564,0.9117625,0.89801055,1.2806721,1.0843883,1.2276509,1.1090653,0.87799984,1.1116515,1.0117476,1.1256512,0.9014305,1.1085622,1.0453945,0.9645602,1.0769751,1.0863488,0.64365447,0.7692863,0.9321552,1.1485686,1.0702034,1.093059,1.0368654,1.0549921,0.9732006,0.9197589,0.93325984,1.0926281
