,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
cat,0.94870913,1.1610287,1.2631674,1.2173059,0.7499732,1.1840904,1.1721909,1.1748029,1.2722175,0.83701503,0.8822247,0.6511537,1.2513844,0.7691785,0.92780083,0.9870735,0.68967927,1.1924738,1.3056903,1.2605191,1.045766,1.0705185,1.288856,1.3012035,1.048916,1.3751473,1.0753665,1.0951027,0.0,1.0887175,1.2719646,0.7775912,1.1385126,0.64745003,0.81697905,1.3577335,0.97318166,1.2984694,0.23782927,0.9913687,0.858304,0.9789311,0.99687153,1.2153475,0.8010429,1.0581497,0.91413224,1.1966434,0.8199515,1.1986158,1.0620728,1.3430864,0.83301544,0.8374497,1.1471939,1.0305394,0.7051861,1.1757115,0.65727144,1.2357229,0.9721697,1.25984,0.7197268,1.212278,0.44389856,1.3109084,0.9624023,1.2794116,1.0975212,1.1628878,1.0294127,1.2450229,0.7808911,1.1586558,1.2302775,1.2945068,1.2225261,0.99965227,1.1376122,1.1235509,0.777546,0.8002919,0.72552574,0.8559273,1.3695248,1.337519,0.8611822,1.0103455,1.127745,1.1752862,1.2579271,0.87804335,1.0481768,0.9426605,1.2424752,0.7484688,0.84863365,0.5330563,1.2017384,0.81182253,1.2485888,0.74415547,0.99531,0.84740734,1.3491348,0.79014796,0.80452716,0.92902315,1.2452422,1.0857141,1.29684,1.1126992,0.80932236,0.5907772,0.7741052,1.3114026,1.1961911,1.0961845,1.1060383,1.1549698,1.1285989,1.2650135,0.8603847,1.12698,1.2861481,1.2749164,0.7662077
chair,1.1764864,0.9397192,1.1326069,1.0404269,1.2188452,1.1508552,0.99179035,1.1901537,0.7626265,0.81772417,1.0987557,0.74925387,0.95244384,0.7485013,1.2014219,1.2117296,0.7132708,0.93837446,0.93997276,0.83133024,0.9246199,1.0126649,1.011371,0.9354829,1.1903105,0.66904,0.5992443,1.2285826,1.0887175,0.0,1.0377765,0.7182134,0.9035591,0.7537085,1.1576025,0.99052066,0.61945283,0.8209355,1.1140577,1.2600595,0.65353966,0.87149334,1.0400292,1.107596,1.0243511,1.1935289,1.1828212,1.2480469,1.3675587,0.90947115,0.9161525,0.9191663,1.2324423,1.075485,1.1720117,0.93998736,1.1216433,1.2611917,1.1382444,1.0239303,1.2322607,0.99043095,1.1134804,0.90697145,1.081832,0.83511984,0.4673977,0.8282148,0.98435384,1.0041468,1.0064424,0.88660085,0.9020258,1.0216323,1.167695,0.81640714,1.0767046,1.198132,1.1261181,0.89266837,1.2289774,1.0377765,0.9938235,1.0715957,0.9446966,0.97197974,1.294483,0.6375666,1.0532713,0.92167985,0.9011544,1.2198625,0.6917767,0.96351933,1.0290289,0.8064533,1.0956179,1.2238892,0.97309655,1.1594243,1.0634688,1.0625569,1.0519567,0.93875116,1.0014119,0.7928663,0.692573,1.1432328,1.0583179,1.0086577,0.9551011,1.170783,0.7779829,1.1762997,0.8039277,0.85224617,1.2589097,1.2438127,1.0834467,0.8399506,1.2085601,0.58374685,0.8042351,0.64657515,0.8983772,1.1198769,0.6887178
clock,0.8013904,1.0417248,0.40177095,0.9561461,1.4101868,0.6474383,0.9101689,0.813564,0.9152403,1.2158549,1.1285143,1.4422042,0.68901145,1.432186,1.3767542,0.84972787,1.5042837,1.0266203,0.66442263,0.7896256,1.1737359,0.5859418,0.7280482,0.6488376,0.8321396,0.48832703,0.6557594,1.0263461,1.2719646,1.0377765,0.0,1.1972675,1.1663184,1.4303828,1.0332665,0.31707132,1.3496246,0.5993801,1.1386893,1.0674862,1.184894,1.1537182,0.649776,0.6769236,1.1225084,0.9312684,1.1098081,0.916357,1.2387706,0.62927604,1.061779,0.42402422,0.98045003,1.308059,0.61583877,1.2110463,1.349734,0.75687337,1.2811674,0.45276254,1.3922725,0.42901218,1.220576,0.9505298,1.4424,0.68090653,1.2399379,0.3302148,0.91421545,1.1138103,1.2215894,0.923261,1.3064039,0.6239862,0.4035573,0.99816924,1.02039,1.2205714,0.4943298,0.79963887,1.0716693,1.4888506,1.4163042,1.3648521,0.44658852,0.48361278,1.2080972,1.1448694,0.79917926,0.8131933,0.6075194,1.2123404,1.2167822,1.0455484,0.36877012,1.4017978,1.1418573,1.2083611,0.51949006,1.3633317,0.85636914,1.3943721,1.1850153,1.3664458,0.6039636,1.3845025,1.2277611,1.2203667,0.4672737,1.2438036,0.58022314,0.9981676,1.3119818,1.4039173,1.3492725,0.63437,0.89392227,1.1452961,1.1572838,1.0950155,0.9892148,0.68482375,1.2009419,0.6801937,0.75854933,0.38292915,1.2638441
closet,1.1357224,1.159085,1.2754855,1.1221937,0.8692034,1.2664336,1.1165309,1.1721753,1.252262,0.7937392,0.980716,0.6503935,1.2681074,0.6745433,0.9865974,1.1559297,0.7001072,1.2129112,1.2513486,1.2557691,0.9452316,1.2749257,1.1154382,1.2609396,1.1354623,1.1085191,0.9764562,1.113855,0.7775912,0.7182134,1.1972675,0.0,1.0646807,0.54672366,0.93626857,1.3445362,0.7279558,1.316889,0.90278536,1.1708553,0.21241695,0.79622126,1.091589,1.2053871,0.9321302,1.1099231,1.0022147,1.2147667,0.9223668,1.2048603,1.1370678,1.3099997,1.1030003,0.8671801,1.1527365,1.1414399,0.76788867,1.2802598,0.7661703,1.1804473,1.0016062,1.1744132,0.9353821,1.0538342,0.73325676,1.3626438,0.74671954,1.1780915,1.0283089,1.0021623,1.0744681,1.0118657,0.8196593,1.1681846,1.2088355,1.2284425,1.0772934,0.9130635,1.1722164,1.0124696,0.9619582,0.7439246,0.63917667,0.87421095,1.3578514,1.3640913,1.07449,0.8982124,1.2171537,1.174864,1.3279438,0.94853765,0.9513124,0.9282036,1.1982571,0.36952937,1.006999,0.90916526,1.1226043,0.8455407,1.3027127,0.69172096,1.1523839,0.7765348,1.2369745,0.5537574,0.80845225,0.967479,1.3122646,0.9613387,1.3207973,1.0960476,0.79305637,0.8626116,0.81105137,1.3258398,1.1960891,1.1094027,1.1414003,1.1432699,1.2568331,1.2353314,0.686662,1.0172966,1.053376,1.3228545,0.49398005
comb,1.1173369,1.0304487,1.265615,0.9134355,1.0669191,1.1079568,0.8430988,1.121224,0.24665928,1.0491343,1.0388142,1.0545142,1.0142509,1.0980511,0.86401606,1.0294256,1.0957335,0.6257776,0.7069034,0.69284254,0.57294106,0.95773757,0.9965046,0.6941458,0.9260612,0.98606896,1.1020509,1.190478,1.1385126,0.9035591,1.1663184,1.0646807,0.0,1.1601864,1.2121243,1.0938627,0.74454176,0.7508508,1.0881861,1.0654162,1.0751852,0.95193124,1.1689619,1.1909052,1.0654569,1.0585766,0.9878831,1.2696859,1.2829738,0.96001154,0.8341955,0.93080103,1.253391,1.020405,1.2454118,0.9066317,1.102759,1.0481982,1.1431241,1.0903829,1.0373592,1.2310098,1.1025805,0.54522645,1.1864243,0.7239941,0.9528514,1.1101625,1.1569619,0.39311725,1.0525049,0.9858365,1.0078831,1.3301109,1.3184894,0.71830827,1.1487253,1.147896,1.2306955,0.9114364,1.0508708,1.1311138,1.1729631,0.92880404,0.9514557,0.98760813,1.0265363,1.0658288,0.8458736,0.97906613,0.773237,1.1284847,0.6627372,0.8135264,1.2989687,1.0270731,1.0400448,1.1241244,1.2333283,1.0550356,0.80723435,1.1120484,0.8268554,1.1944783,0.8994654,1.0905756,1.0356004,0.92991143,1.1621594,0.91200435,0.846205,0.95205796,1.0007511,0.97427446,0.8909786,0.74785155,1.2477202,0.99548477,0.76290137,0.87087667,0.9149535,0.9059914,0.9945708,1.0825962,1.0139391,1.1988984,1.0884506
couch,1.2698395,1.0859604,1.4162402,1.1996104,0.51488566,1.3451581,1.2525953,1.2827126,1.371375,0.6514436,0.9079078,0.19315481,1.3020923,0.3426993,0.82972765,1.2337227,0.32229435,1.2347976,1.5048801,1.376469,0.99098915,1.4219785,1.2942988,1.507615,1.3479108,1.3322966,1.068505,1.0489229,0.64745003,0.7537085,1.4303828,0.54672366,1.1601864,0.0,0.8312974,1.5232451,0.6448149,1.5081172,0.8719638,1.2130836,0.61236584,0.7746061,1.2240461,1.2369484,0.8950478,1.1815442,0.96616155,1.1759226,0.70008934,1.3610907,1.0840116,1.4931056,1.005453,0.771148,1.271748,1.01897,0.6372087,1.3656983,0.557993,1.4447527,0.885738,1.272438,0.5991576,1.2762222,0.32177824,1.4775304,0.7523475,1.5024853,1.0893877,1.1274999,0.916875,1.1666328,0.65757513,1.1457134,1.313247,1.2939059,1.1724172,0.96040744,1.2415396,1.1162201,1.0057214,0.5259297,0.34792233,0.7740829,1.5440701,1.5147498,0.97292334,0.63488454,1.3793076,1.3167272,1.4903152,0.73434174,0.83435285,0.97311944,1.3055692,0.40821582,0.91088605,0.9062365,1.2550316,0.6093541,1.3446107,0.39497292,1.0149873,0.46218252,1.4296987,0.4470899,0.5889806,0.87873244,1.3359622,0.9247627,1.474681,1.2075133,0.59951764,0.5386398,0.56923217,1.4446927,1.2250975,1.093599,1.1891873,1.0674105,1.2676413,1.1498128,0.8188553,1.2810628,1.2405288,1.4408541,0.52897894
cracker,0.99707943,0.85371554,0.93449616,1.063554,0.7811862,1.1566626,1.2378194,0.9102915,1.4090695,0.9533804,0.96060395,0.99174273,0.9934207,0.9000628,1.0769678,1.015704,0.8233137,1.2934613,1.4091804,1.2780342,1.271328,1.1002384,1.2590381,1.3522911,1.036382,1.221507,1.1275144,0.66421485,0.81697905,1.1576025,1.0332665,0.93626857,1.2121243,0.8312974,0.0,1.0602586,1.1190479,1.315969,0.9522325,0.93086386,0.99401504,0.9833405,0.8243314,0.9332056,0.93099964,1.0102657,1.077111,0.6673808,0.6018523,1.3069549,0.8934018,1.1397619,0.9328871,0.794086,0.8670796,1.069451,0.7667438,0.9770798,0.7819401,1.05393,0.7081317,0.9685684,0.9716733,1.3512987,0.7243823,1.1874353,1.098455,1.070148,0.8186269,1.2353735,0.9400055,1.1969192,1.0816406,0.83422506,0.79966646,1.2261221,0.90646845,0.7579067,0.85242,1.248299,1.0299963,0.69597054,0.60413635,0.9382399,1.1500485,1.1483173,1.0375339,0.8901329,1.1932008,1.1203064,1.1951993,0.9166928,1.1876379,1.1240169,0.87613493,0.9635289,0.9411132,0.970298,0.8796077,0.70673925,1.2618561,0.7555126,0.8064336,0.77468383,1.2772036,0.993139,0.9532632,1.1642393,0.7307873,0.7318121,1.2156775,1.0956126,1.0649368,0.90912116,1.10959,1.2874292,0.679868,0.6710444,1.0607238,1.0381135,1.2114342,1.086617,1.1171905,1.1544509,1.2510107,0.93757933,1.0864801
crayon,0.88773245,1.0223554,0.31397814,0.89048934,1.446285,0.6309495,0.97551614,0.8028691,0.826944,1.1294669,1.1500392,1.502893,0.5544484,1.4530873,1.4386889,0.9825388,1.5601833,0.96332353,0.584793,0.7319062,1.240025,0.5794457,0.61601967,0.6051465,0.91530514,0.45153904,0.55180794,0.9989495,1.3577335,0.99052066,0.31707132,1.3445362,1.0938627,1.5232451,1.0602586,0.0,1.3713418,0.5534469,1.2428747,1.1155714,1.2979031,1.254566,0.769562,0.81712294,1.1415038,0.9072087,1.2341099,0.807114,1.2921174,0.5530534,1.0545379,0.12580699,1.0946369,1.3159039,0.5801138,1.1841396,1.3633912,0.71679115,1.3767974,0.47940946,1.3596084,0.4358598,1.2676802,0.9804876,1.5126266,0.32771444,1.1960297,0.37251472,0.9536413,1.1566803,1.2324697,0.7669029,1.3440739,0.52579355,0.31498516,0.9059551,0.9259099,1.1817043,0.4905057,0.791946,1.2028878,1.5377213,1.4789057,1.4622042,0.09148067,0.14341342,1.2624316,1.1415211,0.755562,0.72054935,0.52113533,1.3288739,1.2761476,1.1514282,0.35961217,1.4629347,1.1734195,1.3287364,0.42693067,1.4113983,0.694208,1.5184817,1.225162,1.438034,0.4247433,1.4499533,1.2563045,1.2182107,0.41257203,1.2383398,0.23743516,1.0397413,1.3606716,1.4487339,1.3853993,0.5943623,0.81810915,1.1611347,0.8514539,1.034643,1.0403361,0.57819235,1.264216,0.6494868,0.62637925,0.23792386,1.332964
crib,1.1713567,1.1371192,1.4255602,1.1739893,0.9773523,1.164752,0.9164886,1.1936104,0.7955315,0.68244314,0.935989,0.64944124,1.1628994,0.44533956,0.93499964,1.098785,0.6689012,0.7416115,1.0659983,0.98875505,0.45768356,1.2591884,1.0364313,1.0428365,1.0510615,0.9646275,1.103506,1.2142578,0.97318166,0.61945283,1.3496246,0.7279558,0.74454176,0.6448149,1.1190479,1.3713418,0.0,1.1070094,0.9900527,1.1463468,0.66153055,0.6892243,1.3025215,1.3437542,0.95181054,1.264367,1.0678872,1.42767,1.1115502,1.1161236,0.9935193,1.3156424,1.124424,0.9950638,1.3762398,0.88936913,0.9691397,1.0667061,1.0130457,1.330637,1.1159973,1.4776106,1.0068703,0.7714515,0.9267405,1.1534948,0.5892038,1.2052526,1.197175,0.7132052,0.8828464,0.96939856,0.71712327,1.2409724,1.4359126,0.89244735,1.2575616,1.1015638,1.3286749,0.8993291,1.0088602,0.8967233,0.8755755,0.7109284,1.323037,1.3133214,0.9988784,0.93921566,1.1441215,1.1253003,1.259175,1.0984865,0.66047627,0.7963388,1.3258166,0.68717736,0.94532794,0.9722072,1.2033141,0.99389905,0.99963874,0.9242856,0.9459167,0.94246644,1.1182216,0.7306298,0.913096,0.8239658,1.3581282,0.9705207,1.245588,0.97093695,0.71323216,0.9763801,0.76849556,1.0607198,1.4297663,1.0220234,1.0282705,0.84483516,0.8918782,1.017086,0.74514574,1.1109983,1.0118229,1.4733393,0.7551838
cup,0.90885437,1.0060921,0.6642051,0.6383453,1.4755824,0.7703437,0.7759581,0.8978148,0.44258803,1.3035594,1.2564683,1.4025457,0.7577787,1.4414526,1.2642082,0.96684754,1.4635632,0.7158118,0.30511433,0.29757178,0.79110575,0.5119759,0.84836686,0.28289986,0.8866719,0.4202307,0.6907973,1.1532336,1.2984694,0.8209355,0.5993801,1.316889,0.7508508,1.5081172,1.315969,0.5534469,1.1070094,0.0,1.077256,0.9689537,1.280036,1.1526959,0.8857564,0.904426,1.243078,0.985166,1.2071021,1.1540626,1.4738808,0.48324186,0.90722746,0.5377988,1.1082306,1.2696116,0.9615583,0.931595,1.4546237,0.82975364,1.4761918,0.56331134,1.3713444,0.72857696,1.2637899,0.534011,1.5007873,0.52623284,1.0420554,0.5081048,1.0526581,0.7491613,1.1002976,0.94591266,1.2257804,0.92769146,0.84328836,0.5484657,1.1235833,1.285914,0.84536815,0.6722452,1.2097967,1.5429118,1.5035205,1.3096461,0.55081373,0.5943223,1.2055852,1.0983039,0.58433735,0.68364227,0.4638719,1.3127832,0.8075683,0.9062036,0.781199,1.359257,1.2340968,1.2159773,0.82927006,1.4673606,0.63774496,1.5504375,1.0032678,1.3884919,0.6688819,1.3948481,1.1930318,1.1817888,0.7223295,1.1765159,0.5326355,0.9540064,1.1823528,1.3989501,1.1183674,0.29262203,1.0932508,1.1963463,1.0478976,0.7946829,0.8423337,0.59081453,1.1271385,0.65842474,0.8429413,0.6787151,1.3069768
dog,0.83386916,1.1379285,1.178175,1.1114535,0.920347,1.0751573,1.0592473,1.035134,1.0936855,1.04144,1.0180044,0.82841897,1.2180485,0.9339139,1.0113567,0.9536153,0.8528923,1.02814,1.1483878,1.0801932,0.9741932,0.8322234,1.1873698,1.1374844,0.9805922,1.2016438,1.075237,1.0460219,0.23782927,1.1140577,1.1386893,0.90278536,1.0881861,0.8719638,0.9522325,1.2428747,0.9900527,1.077256,0.0,0.7583538,1.0317695,1.0069085,1.0200192,1.120261,1.0014426,1.0392021,1.0349582,1.2208066,0.93417233,0.99777466,1.0097263,1.2224863,0.77080476,0.9558023,1.1423223,0.8717041,0.8929019,1.0716801,0.85064495,1.0580313,1.0202334,1.2070501,0.9041598,1.1169457,0.5354326,1.1544862,0.9311294,1.1850557,1.0889224,1.1106868,0.974196,1.1697476,0.8109903,1.1383604,1.21743,1.0305132,1.1945031,1.0411247,1.1095827,1.077817,0.85223824,0.95348096,0.9453341,0.9107779,1.2266048,1.2131572,0.883061,0.9920035,0.92389256,1.0185784,1.0697045,0.99317175,1.0508981,0.91226846,1.1705836,0.9699562,1.0254171,0.47309208,1.1964042,1.0522914,1.1106591,0.9461827,0.9775794,1.0138153,1.2052274,0.9406277,1.1085123,1.0521119,1.1806926,1.1802442,1.1703877,1.0713462,0.835028,0.7118463,0.86343384,1.1173589,1.177042,1.1174356,1.1309898,1.0186789,0.9163196,1.1661605,0.8692309,1.0096601,1.1914011,1.1680173,0.92968166
doll,0.9312901,0.8971218,0.9517625,0.8358796,1.0410933,0.8439218,0.89135057,0.5990968,1.0362904,1.3120841,1.0942963,1.2069676,1.1327044,1.1493093,0.92925406,1.0034413,1.1345136,0.966403,0.9882802,0.9396759,0.9599288,0.9055523,1.1497028,1.0233797,0.96285796,1.1683255,1.1547873,0.922095,0.9913687,1.2600595,1.0674862,1.1708553,1.0654162,1.2130836,0.93086386,1.1155714,1.1463468,0.9689537,0.7583538,0.0,1.2658134,1.1668218,0.9165746,0.7470176,1.1613452,0.93905723,1.0698668,0.87959033,0.9312623,0.7834237,0.87543476,1.1035289,0.6664985,0.9545262,1.0881786,0.7709726,1.0311065,0.6827135,1.0779941,0.8880471,0.71230793,1.0109768,1.0920659,1.0912455,1.015721,1.091056,1.0976086,1.0712246,0.83208936,1.0344326,0.89731675,1.1718825,1.0601102,1.1184086,1.083329,0.78539133,0.92150694,0.9191903,1.0451497,1.1606876,0.89447105,0.9217269,1.0912783,0.94060725,1.0980395,1.104456,0.6615561,1.0249895,0.8999921,0.9066596,0.9839955,0.9580331,1.1350365,1.0956256,1.1258872,1.2361209,1.1595342,0.755191,1.1909937,1.0386872,0.76566434,1.1275071,0.89930874,1.0814373,1.0984279,1.1554921,1.2814033,1.1025677,1.0085278,0.9623028,1.0627347,0.80911463,1.0637914,1.061679,1.1332855,0.9508546,0.7901339,0.79154867,0.9289853,0.92807066,0.4227836,1.1329015,1.0244615,1.0038966,1.1792388,0.99567854,1.2122751
door,1.1438158,1.1193252,1.3142821,1.1651367,0.92639214,1.3130852,1.0986238,1.262107,1.1901652,0.5960212,0.9858396,0.7254784,1.1886358,0.6528538,0.9944621,1.1179985,0.76807094,1.1510416,1.1724702,1.2437997,0.9221174,1.31165,0.9633012,1.1474358,1.1485028,0.9632338,0.9719315,1.1571215,0.858304,0.65353966,1.184894,0.21241695,1.0751852,0.61236584,0.99401504,1.2979031,0.66153055,1.280036,1.0317695,1.2658134,0.0,0.7041997,1.1763613,1.2705766,0.9037406,1.1470256,0.99692553,1.22001,0.9890378,1.169801,1.0736233,1.2340176,1.1617482,0.9221096,1.1366973,1.188767,0.85112846,1.330548,0.85082805,1.2606525,1.0663217,1.2283213,0.98557836,0.982201,0.82090855,1.2995567,0.67181456,1.1000025,1.109178,0.97785604,1.1045036,0.84613955,0.8426809,1.094603,1.2281786,1.2279658,1.1022439,0.9795129,1.2324822,0.8659799,0.9985484,0.81690466,0.61560076,0.86258346,1.3008904,1.2990494,1.101033,0.9735418,1.2277638,1.1981219,1.2729402,1.0378964,0.9300404,0.89419824,1.1821895,0.28670275,1.0009998,1.0197909,1.0956712,0.91638255,1.2790189,0.71547997,1.1019322,0.7637223,1.0999316,0.54078877,0.77217877,0.9615175,1.275984,0.9604283,1.2665186,1.1017891,0.7932395,0.90318084,0.85788363,1.3118507,1.2138517,1.1380513,1.1219305,1.1597031,1.3197584,1.181818,0.6595872,0.9374301,0.88159627,1.3225572,0.4672802
drawer,1.0403855,1.0716652,1.3364404,1.1207168,1.0266532,1.2505631,1.0934422,1.1704203,1.106976,0.7167071,1.0107375,0.837877,1.061297,0.7117224,0.95339775,0.98357695,0.7737145,0.9308464,1.208151,1.0899018,0.93205017,1.2402236,1.046037,1.1323452,1.0613883,1.0486041,1.1429458,0.96342224,0.9789311,0.87149334,1.1537182,0.79622126,0.95193124,0.7746061,0.9833405,1.254566,0.6892243,1.1526959,1.0069085,1.1668218,0.7041997,0.0,1.1488279,1.192344,1.0659428,1.0776149,0.93677974,1.0701048,0.90750563,1.2450092,0.9583363,1.2063297,0.96563315,0.8249737,1.1615752,0.92632836,1.003255,1.0366713,0.9721055,1.2358658,0.94988286,1.2673149,1.0931103,0.98423016,0.8622458,1.1088115,0.66282666,1.1951579,1.0712113,1.0079322,0.8674058,0.95657915,0.91048145,1.0182503,1.2483319,1.0888559,1.0153543,0.9687796,1.239787,0.75572515,1.0017867,0.81925505,0.7919334,0.7794813,1.2383143,1.2307239,1.0449702,0.89694214,1.1999929,1.1287894,1.1227654,1.0949304,0.8282981,0.6845895,1.170665,0.7176457,1.0400754,0.9048392,1.0969179,0.8631526,1.1161267,0.9120115,0.8832336,0.91543245,1.1512487,0.85467106,0.8529117,0.991242,1.0964308,0.9700363,1.191219,1.0940878,0.85291636,0.9252263,0.92827076,1.1200987,1.1349448,0.9584744,0.9968143,0.92839825,1.0745577,0.978342,0.9328724,1.1915855,1.0070904,1.2477875,0.9365712
ear,0.9354075,0.85062987,0.7165897,0.98436403,1.2090559,0.9556945,1.0359108,0.9154544,1.10691,1.2400721,1.0405145,1.2927933,0.75042194,1.3103391,1.2346768,0.9790316,1.2342842,1.219697,1.0233079,0.9978253,1.2079941,0.87272096,1.0547812,0.97879934,0.994091,0.8607125,0.8429972,0.89791876,0.99687153,1.0400292,0.649776,1.091589,1.1689619,1.2240461,0.8243314,0.769562,1.3025215,0.8857564,1.0200192,0.9165746,1.1763613,1.1488279,0.0,0.72926027,0.9607911,0.7738161,0.93956953,0.6531865,1.12184,0.9756278,0.88593656,0.82611203,0.9609138,0.9662139,0.5083897,0.9246478,1.1766534,0.9404689,0.96826583,0.7516009,0.9796458,0.5057379,1.1376735,1.1573279,1.2451074,0.88315845,1.0717525,0.8196346,0.8716866,1.1838026,1.0116937,1.0640934,1.2730422,0.8453522,0.5632583,0.9418994,0.7890588,0.7088587,0.7629775,0.988275,0.9827218,1.1534057,1.2080387,1.2596395,0.8519753,0.89166045,1.139597,0.908549,1.0199933,0.93831724,0.91715556,1.1159941,1.1648018,1.0919554,0.5809338,1.2247763,1.0441135,1.1497108,0.75306445,1.0358644,1.0509222,1.1726828,1.0163101,1.1785142,1.0181234,1.2051549,1.1188148,1.1965772,0.629155,0.98385364,0.9063555,1.0021675,1.195782,1.1869041,1.2972654,1.0056854,0.6442662,0.9118868,1.0815196,0.9881678,1.129425,0.9143597,1.2394735,0.9159413,1.0329449,0.6443183,1.1960343
egg,1.003749,0.68565226,0.5718591,0.82599914,1.07412,0.72979677,0.6554489,0.68826133,1.0926983,1.263843,1.0664084,1.3007493,1.0220256,1.2417308,1.1432412,0.98002726,1.2807734,1.2011938,0.99146277,0.9061692,1.1976092,0.83120626,1.0084816,0.99139225,1.0344697,0.9062528,0.9942203,0.643209,1.2153475,1.107596,0.6769236,1.2053871,1.1909052,1.2369484,0.9332056,0.81712294,1.3437542,0.904426,1.120261,0.7470176,1.2705766,1.192344,0.72926027,0.0,1.1009384,0.773352,1.1989794,0.6378846,0.9935286,0.9002781,1.1852038,0.8823019,1.025747,1.0693785,0.84063953,1.1094004,1.0932391,0.8659297,1.1431031,0.70239705,0.9522653,0.59740925,1.1448448,1.0697314,1.1903903,1.0293198,1.2337462,0.650224,0.5704626,1.1128056,1.0573448,1.0876402,1.1908473,0.9336378,0.6900581,1.0146987,0.77615684,0.89283425,0.5630075,1.0940468,1.0898823,1.1372094,1.1500167,1.2276709,0.892729,0.91635096,1.0450821,1.0470749,0.93379676,0.9566071,0.88518155,0.6333505,1.2155521,1.2046301,0.7786833,1.3259974,1.0458205,1.0825163,0.916706,1.1017781,0.9873635,1.1811806,1.1748066,1.0490559,0.94610566,1.2166402,1.07274,1.1508329,0.8485353,0.98284686,0.86078143,0.9119305,1.2072483,1.2196857,1.2528529,0.83237183,0.6185083,0.9432767,1.08616,1.0748668,0.83725005,0.86804247,1.1858963,0.98702246,1.0456692,0.68585956,1.2965738
elephant,1.063068,1.043403,1.0938123,1.1670682,0.9405404,1.0410494,1.1830845,1.1614534,1.0961268,0.862934,0.35283297,0.90387803,1.0275669,0.8548533,1.0107169,0.9991845,0.9075756,1.1785496,1.1991861,1.1664299,1.07353,1.0113704,1.1824397,1.2006915,1.0646589,1.1979316,1.0566646,1.051985,0.8010429,1.0243511,1.1225084,0.9321302,1.0654569,0.8950478,0.93099964,1.1415038,0.95181054,1.243078,1.0014426,1.1613452,0.9037406,1.0659428,0.9607911,1.1009384,0.0,1.0885425,1.0374476,1.0707633,0.9876031,1.139692,1.0690613,1.1613941,1.0065632,1.0584049,1.0466534,1.040792,0.7294661,1.1516125,0.97379005,1.1167411,1.0005802,1.1474823,1.0118206,1.0974637,0.97758335,1.135716,1.02948,1.1079223,1.0073488,1.0933896,0.97518325,1.1411408,1.0249641,1.062731,1.0607533,1.1401254,1.1274675,1.0046524,1.0109302,1.1459296,0.65541124,0.9113238,1.0234216,1.0720232,1.1499152,1.1342454,0.91468984,1.0177306,1.0365484,1.0912774,1.1486889,0.9436897,1.08032,1.0373095,1.070829,0.8956021,0.16109228,1.0482463,1.0349793,0.91581917,1.1611313,0.9176186,1.0784161,1.0136421,1.2179546,0.9154328,0.8363168,0.99651814,1.1752746,0.97180814,1.1717484,1.0224843,1.0736674,0.9642232,0.96001816,1.146728,1.1046584,1.003964,1.0802134,1.0657686,1.1304872,1.0783967,0.97610515,1.0054066,1.1803392,1.1100644,0.8525574
eye,1.0220163,0.8923006,0.8958106,0.9528976,1.0526645,0.9563924,0.9180033,1.0478799,1.0499508,1.1830211,1.0600966,1.1757491,1.0201156,1.2329032,1.0381962,1.0294377,1.2223327,1.1228143,1.0179207,1.0004717,1.1049126,0.94349694,1.0361768,0.9876941,1.037374,1.044386,0.93285435,0.9220978,1.0581497,1.1935289,0.9312684,1.1099231,1.0585766,1.1815442,1.0102657,0.9072087,1.264367,0.985166,1.0392021,0.93905723,1.1470256,1.0776149,0.7738161,0.773352,1.0885425,0.0,0.92878014,0.70138013,0.9898879,0.93747514,1.006527,0.93136615,1.0159043,0.78661454,0.55747956,1.1506523,1.0063337,0.9221834,0.9835985,0.85015583,0.92660546,0.7600633,0.98112005,1.1737806,1.1187818,0.99101025,1.1687455,0.95596194,0.97360194,1.0970598,1.1656667,1.0479813,1.1162382,0.98655415,0.7675661,1.1016409,0.77375346,0.6979737,0.9339901,1.0064597,1.0581717,1.0997304,1.1228603,1.1739119,0.89683414,0.9210723,1.0599431,1.1220071,0.97258776,1.0194235,0.9420221,1.0277557,1.2106876,0.9567305,0.81234145,1.2040598,1.1040266,1.1203772,0.9788428,1.0900416,0.91567755,1.1501306,0.9656053,1.1124139,1.0238749,1.0789322,1.0994009,1.0351279,0.821468,1.0737653,0.9267949,1.0445061,1.1661235,1.0280232,1.1612481,0.95474184,0.70154274,0.8328612,0.9532061,1.1553284,1.0466291,1.0664812,1.0884738,0.97196996,1.0564246,0.7475163,1.1121231
