,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
pants,1.1370959,0.9675505,1.3347669,1.1326296,0.51964754,1.3504249,1.228118,1.1844974,1.4638638,0.72502583,1.0457741,0.53898406,1.3077452,0.52884483,0.8262341,1.140555,0.4967715,1.2677836,1.478834,1.4184185,1.1145378,1.438756,1.2215767,1.4707129,1.22329,1.3422642,1.2523162,0.803056,0.72552574,0.9938235,1.4163042,0.63917667,1.1729631,0.34792233,0.60413635,1.4789057,0.8755755,1.5035205,0.9453341,1.0912783,0.61560076,0.7919334,1.2080387,1.1500167,1.0234216,1.1228603,0.939154,0.92014074,0.5475933,1.4171842,0.98646283,1.4665263,0.99833083,0.6916596,1.189132,1.0826008,0.6706792,1.2922581,0.5754692,1.3936039,0.6928586,1.2241105,0.6686655,1.2741561,0.33018875,1.5086837,0.808047,1.4689021,1.0087017,1.1390628,0.9584381,1.0965972,0.7854537,1.0990856,1.2327764,1.3197782,1.0491835,0.84055865,1.2205889,1.1583854,1.0602869,0.45846546,0.0,0.74017304,1.5037038,1.4775455,0.94056606,0.79544353,1.3788997,1.305558,1.467148,0.7148527,0.98481905,1.0684329,1.3011565,0.4513539,0.98646384,0.84699035,1.2915996,0.5698998,1.3862087,0.35600495,0.8954436,0.40525877,1.3550166,0.60756296,0.75903195,0.9106907,1.2293128,0.7957367,1.4382842,1.1262151,0.71697575,0.60022986,0.7710793,1.4720995,0.9537548,0.9073829,1.0595065,1.1566424,1.2750316,1.3017063,0.8702977,1.3191944,1.178294,1.3911024,0.6777744
paper,0.99246067,1.097606,1.401154,1.0568703,0.82287925,1.126603,1.0526118,0.9773591,1.0859903,0.75407237,1.0095898,0.7310874,1.3244407,0.6679978,0.6207342,0.98757994,0.68786263,0.4526707,1.2103403,1.16316,0.6231184,1.3337462,1.194482,1.1814165,1.0108575,1.2001777,1.2683797,1.0386252,0.8559273,1.0715957,1.3648521,0.87421095,0.92880404,0.7740829,0.9382399,1.4622042,0.7109284,1.3096461,0.9107779,0.94060725,0.86258346,0.7794813,1.2596395,1.2276709,1.0720232,1.1739119,0.9554916,1.1747391,0.77430296,1.2606485,1.051851,1.4026523,0.89340514,0.82653946,1.2864654,1.0502307,0.81277007,0.87782955,0.81431955,1.279429,0.81856704,1.4971194,0.9665404,1.017898,0.78310895,1.2452006,0.77992344,1.3317391,1.0168504,0.82000595,0.96277124,1.077059,0.79277045,1.1674289,1.3846469,1.1263369,1.182946,0.9459969,1.295469,1.0482662,0.8641834,0.69404095,0.74017304,0.0,1.4324559,1.3683743,0.78910804,1.1368189,1.1831485,1.1973915,1.1724904,0.9727854,0.90783817,0.98746026,1.3665226,0.6934242,1.0106025,0.83242977,1.3339293,0.8021638,1.1184667,0.78869486,0.9811989,0.92367524,1.2484292,0.7653947,0.8209659,0.6007281,1.3771917,0.9403789,1.3644892,0.98182577,0.8200512,0.8224392,0.7134641,1.2338579,1.211208,0.8199581,0.90500283,1.0586952,0.8498461,1.1124642,0.8585185,1.231341,1.189543,1.4731854,0.8258977
pen,0.9164802,1.0251176,0.46327412,0.8903041,1.4317168,0.73811316,0.9426473,0.87188494,0.6963302,1.1355792,1.131044,1.501382,0.55734354,1.476109,1.3823187,0.9741685,1.5313098,0.8816843,0.5510162,0.71639293,1.1894726,0.5828447,0.58882856,0.6139615,0.9162422,0.48866653,0.5580935,1.0707114,1.3695248,0.9446966,0.44658852,1.3578514,0.9514557,1.5440701,1.1500485,0.09148067,1.323037,0.55081373,1.2266048,1.0980395,1.3008904,1.2383143,0.8519753,0.892729,1.1499152,0.89683414,1.2068714,0.87718993,1.3551265,0.49824655,0.97960025,0.1305852,1.161619,1.2505426,0.6518721,1.1092777,1.3554949,0.81344914,1.3925071,0.5270448,1.264168,0.5395356,1.261244,0.9336812,1.517057,0.23405099,1.184303,0.4446994,1.0272583,1.0775384,1.2240502,0.71337295,1.3259797,0.6718329,0.50559115,0.79019487,0.91489863,1.1890254,0.676532,0.7677598,1.186466,1.5188086,1.5037038,1.4324559,0.0,0.05861473,1.2410983,1.1022161,0.70955473,0.69095856,0.4839577,1.3343233,1.178004,1.1420975,0.5583371,1.4645061,1.180563,1.3155605,0.5575997,1.4229429,0.63347226,1.5135553,1.1654903,1.4370261,0.38690555,1.4482386,1.2741294,1.1723554,0.5341929,1.207226,0.237077,1.0400252,1.3353218,1.4128778,1.360547,0.62138444,0.88826203,1.1665409,0.7520542,0.99762523,1.0514476,0.5785713,1.2318101,0.6214458,0.59934235,0.335598,1.2963148
pencil,0.95450026,1.037242,0.46145648,0.89780104,1.3801687,0.71492267,0.97293705,0.8787218,0.7294974,1.1314533,1.1330312,1.4810562,0.5432954,1.4473926,1.373306,0.9932219,1.5157275,0.86277735,0.57791054,0.7471776,1.1727449,0.6222898,0.58371097,0.62114424,0.9301089,0.5031381,0.61895764,1.0388238,1.337519,0.97197974,0.48361278,1.3640913,0.98760813,1.5147498,1.1483173,0.14341342,1.3133214,0.5943223,1.2131572,1.104456,1.2990494,1.2307239,0.89166045,0.91635096,1.1342454,0.9210723,1.2247043,0.85140014,1.3087136,0.56190896,0.98970324,0.21803224,1.1869895,1.2803159,0.66819394,1.1339184,1.3127174,0.7600884,1.3795292,0.57577026,1.2408642,0.5950276,1.2606171,0.9207046,1.4768173,0.31124663,1.1660502,0.4559734,1.04094,1.0705584,1.2261851,0.7143944,1.3235021,0.6341245,0.47350758,0.8436732,0.93758804,1.1947696,0.64358103,0.76675487,1.1610928,1.4944167,1.4775455,1.3683743,0.05861473,0.0,1.1792653,1.1531436,0.7323465,0.72696626,0.5105683,1.3168648,1.2149777,1.1640707,0.5316874,1.4502723,1.1575702,1.2771776,0.5305976,1.3960123,0.67106897,1.4789157,1.178617,1.4163382,0.39895874,1.4092907,1.2768372,1.1352319,0.54262733,1.1973851,0.36435735,1.0058237,1.342647,1.3840601,1.3401568,0.6445919,0.88172907,1.1362647,0.83994895,1.0379981,1.0233315,0.61118174,1.2531888,0.6418693,0.6020686,0.3521579,1.2561542
pig,1.011604,1.0980875,1.197253,1.0277945,0.82889974,1.0732131,1.0320725,0.9218668,1.1040502,1.0197049,0.91005665,0.96719927,1.2559507,0.87771547,0.7583294,0.9885753,1.0161297,1.0109133,1.0973282,1.1653965,0.97122437,1.1249319,1.071371,1.1201614,0.90601575,1.3166758,1.2930439,1.0112343,0.8611822,1.294483,1.2080972,1.07449,1.0265363,0.97292334,1.0375339,1.2624316,0.9988784,1.2055852,0.883061,0.6615561,1.101033,1.0449702,1.139597,1.0450821,0.91468984,1.0599431,0.86612296,1.0629075,0.83150643,1.1272211,1.0408092,1.2507292,0.7982275,0.9289112,1.1393666,1.0050037,0.9294282,0.9336348,0.87328947,1.1800847,0.8439639,1.2978725,0.90906084,1.0573072,0.9077982,1.2368399,1.0290433,1.237372,1.1594236,0.95967644,0.9688733,1.0922828,0.8877172,1.1380973,1.1837231,1.1255554,1.0940249,0.9162859,1.1848431,1.1362517,0.8196591,0.8727875,0.94056606,0.78910804,1.2410983,1.1792653,0.0,1.2155852,1.0740513,1.133775,1.2163882,0.8774036,1.0769789,1.0047703,1.2146498,0.9533161,0.87320143,0.643792,1.1896353,0.88389766,1.0092071,0.85692483,0.99296016,0.9932003,1.0970708,0.94325167,1.1162093,0.8943958,1.2506386,1.0386161,1.2169898,0.852724,0.9494301,0.7930814,0.97740054,1.1124113,1.0685008,0.82963014,0.98061675,1.1275493,0.6784725,1.2819299,1.0427549,1.2432569,1.125046,1.2476554,0.9726821
pillow,1.1246184,0.76907545,1.1118001,1.0831988,1.0037837,1.0882914,1.040939,1.2133389,1.0799745,0.956555,1.0039723,0.79377466,0.6820231,0.94906926,1.1817147,1.1584226,0.5185367,1.1841189,1.2167871,1.0478672,1.2255417,1.1154702,1.1111845,1.1112783,1.1921054,1.0188459,0.9365102,0.9704429,1.0103455,0.6375666,1.1448694,0.8982124,1.0658288,0.63488454,0.8901329,1.1415211,0.93921566,1.0983039,0.9920035,1.0249895,0.9735418,0.89694214,0.908549,1.0470749,1.0177306,1.1220071,1.0048968,0.9490351,1.0462815,1.205867,0.7677638,1.116061,0.99564964,1.0126507,1.0681511,0.56921697,1.0807399,1.2428907,1.0014133,1.1400882,0.9278486,0.8423604,0.9846715,1.0444994,0.8109136,1.0334135,0.8535193,1.1636503,0.8567599,1.0838807,0.71801215,1.0231656,1.0831274,0.9044304,1.0955527,0.6628039,0.875715,1.0170305,1.1055394,1.0199028,1.1529121,0.73903686,0.79544353,1.1368189,1.1022161,1.1531436,1.2155852,0.0,1.2118461,0.92081076,1.1161909,0.97131073,0.7528768,1.0543364,1.0505025,0.99835336,1.0233754,1.1192498,0.93471235,0.8819573,1.239273,0.85485023,0.8093842,0.6549057,1.1594119,0.94681543,0.8869296,1.2174116,0.8340124,0.65174943,1.1580665,1.0908979,0.9192157,1.0546297,1.0489314,1.1059016,0.94789255,1.0274801,1.1886792,0.55956197,1.1482356,0.8886696,0.99298346,1.0671616,1.0360112,0.9542995,1.011216
pizza,0.9075602,1.118907,0.8028624,0.8427955,1.2411407,0.8779375,0.94099957,0.8461949,0.5921487,1.1754439,1.0952624,1.2887908,0.8879349,1.2952578,1.1568432,0.9541543,1.3300565,0.7620766,0.6576448,0.60348207,0.83180314,0.1671983,0.99397063,0.7685143,0.7753115,0.8188181,0.866068,1.0229508,1.127745,1.0532713,0.79917926,1.2171537,0.8458736,1.3793076,1.1932008,0.755562,1.1441215,0.58433735,0.92389256,0.8999921,1.2277638,1.1999929,1.0199933,0.93379676,1.0365484,0.97258776,1.1125149,1.2218767,1.3026912,0.5565984,1.0319626,0.6722026,1.0866344,1.3114291,1.0236579,0.9702388,1.2531364,0.97252125,1.2202879,0.613062,1.2401866,0.96984214,1.1378216,0.8593633,1.2701468,0.61875117,1.2157266,0.7459986,0.95602894,0.96983474,1.0148681,1.1170156,1.1043575,1.082751,0.96438503,0.77239096,1.1489023,1.2266489,0.80930305,0.8818197,1.0199524,1.3481958,1.3788997,1.1831485,0.70955473,0.7323465,1.0740513,1.2118461,0.0,0.8439291,0.2358191,1.1018376,1.1108799,0.9592454,0.94748056,1.2483318,1.0781482,0.9796126,0.9651023,1.3499831,0.7145156,1.336621,1.0995241,1.2817271,0.8941083,1.2593213,1.1379373,1.0812174,0.99720377,1.2321244,0.6972407,0.9711186,1.1384035,1.2348998,1.0417986,0.58630216,1.1900883,1.1339947,1.0576582,0.91296256,0.88504463,0.7257942,1.03543,0.7517046,1.0429685,0.8113486,1.2272997
plant,0.73697156,1.0006042,0.7418511,0.89993197,1.396235,0.68039465,0.8781757,0.9214106,0.750619,1.181737,1.1757054,1.230247,0.6498623,1.3636249,1.1732817,0.82103693,1.167618,0.89262974,0.69751054,0.7286469,1.0608205,0.7539051,1.0122857,0.6665941,0.74900186,0.7610963,0.7311465,1.1688176,1.1752862,0.92167985,0.8131933,1.174864,0.97906613,1.3167272,1.1203064,0.72054935,1.1253003,0.68364227,1.0185784,0.9066596,1.1981219,1.1287894,0.93831724,0.9566071,1.0912774,1.0194235,1.0155994,1.0938753,1.2731614,0.52216005,0.7535138,0.6881937,0.88549536,1.175802,1.0103195,0.9617843,1.2939723,0.80574054,1.2596648,0.8184872,1.2768705,0.82025385,1.1631086,0.859002,1.3006201,0.57978994,0.9855938,0.70430315,0.8454283,0.94975543,1.09485,0.95616806,1.1741104,0.94015384,0.96448004,0.71497625,1.0467312,1.259886,1.0023016,0.88950104,1.0760832,1.2658253,1.305558,1.1973915,0.69095856,0.72696626,1.133775,0.92081076,0.8439291,0.0,0.71002954,1.2552786,1.000646,1.1286358,0.86767495,1.2458286,1.0831623,1.0768416,0.8437049,1.2598473,0.7755108,1.3241981,0.9098197,1.2054627,0.9391202,1.2126389,1.1909609,1.1637547,0.81923485,1.1156222,0.7653344,0.8790925,1.1167082,1.2923006,1.1836333,0.79397196,1.0811555,1.055482,1.0817566,0.85857534,0.91054356,0.80204266,1.08073,0.63442844,0.9633491,0.766855,1.1159878
plate,0.88540953,1.0712103,0.6906669,0.8077894,1.4004482,0.8285041,0.916324,0.86662054,0.49425614,1.0894253,1.2096435,1.375731,0.7402024,1.4149988,1.2987665,0.9385887,1.4325202,0.6563653,0.64754784,0.4416229,0.9600481,0.2690999,0.9473826,0.65215296,0.81613475,0.654483,0.7242751,1.0191085,1.2579271,0.9011544,0.6075194,1.3279438,0.773237,1.4903152,1.1951993,0.52113533,1.259175,0.4638719,1.0697045,0.9839955,1.2729402,1.1227654,0.91715556,0.88518155,1.1486889,0.9420221,1.1917682,1.0597299,1.3988901,0.54867136,0.92981213,0.38123107,1.1081327,1.3279859,0.8888422,1.0190827,1.3488122,0.8909558,1.381194,0.5066922,1.2838413,0.79859996,1.2938815,0.8786003,1.435026,0.36136222,1.1771066,0.54573953,0.86344546,0.98151165,1.1036106,1.0061669,1.2794261,0.8479213,0.81515145,0.65915036,1.0882136,1.2671466,0.77661765,0.8041514,1.0839757,1.4498324,1.467148,1.1724904,0.4839577,0.5105683,1.2163882,1.1161909,0.2358191,0.71002954,0.0,1.2750694,1.1721677,0.9958164,0.77717555,1.3480814,1.1603861,1.1837904,0.811239,1.4131601,0.7080379,1.4698944,1.0628424,1.3958063,0.7659081,1.3906304,0.9835769,1.1427735,0.75748885,1.1785879,0.49197888,0.9889695,1.2936616,1.3849207,1.0744416,0.41999972,1.0717831,1.1231873,0.9522701,0.8498916,0.9582292,0.40120655,1.1790738,0.6463117,0.95699924,0.64489645,1.3055546
pumpkin,1.0922291,0.87790585,0.961226,1.046295,0.4466899,0.9914669,0.7780841,1.0334456,1.2494373,0.95856404,0.9019577,0.82620484,1.2918254,0.80673206,0.86973554,0.9855856,0.85419786,1.2367723,1.2507262,1.1473162,1.0939684,1.182452,1.2223506,1.3331442,1.1087326,1.3823922,1.2704713,0.6288355,0.87804335,1.2198625,1.2123404,0.94853765,1.1284847,0.73434174,0.9166928,1.3288739,1.0984865,1.3127832,0.99317175,0.9580331,1.0378964,1.0949304,1.1159941,0.6333505,0.9436897,1.0277557,1.0041887,0.8913213,0.46700287,1.2773582,1.3033326,1.3679638,1.0927558,0.9168068,1.178633,1.1033177,0.66856927,1.1947634,0.795174,1.1190267,0.73593867,1.0565798,0.7973052,1.0950254,0.72158253,1.376123,1.2498069,1.2371644,0.7935678,1.0533522,1.0266157,1.2646329,0.8595596,1.1766355,1.0757563,1.2302219,0.9918333,0.8960866,0.79996765,1.1637225,0.9210436,0.8505536,0.7148527,0.9727854,1.3343233,1.3168648,0.8774036,0.97131073,1.1018376,1.2552786,1.2750694,0.0,1.0253204,1.0197374,1.226398,0.8945323,0.8153486,0.9237904,1.2008942,0.85920036,1.2653103,0.64107025,1.1425172,0.6905563,1.2657005,0.8350972,0.83449936,0.9007754,1.2610809,0.98022854,1.2421542,1.0616069,0.93647957,0.76132643,0.9175849,1.1824974,0.86356515,1.0120226,1.1089858,1.1832796,1.075461,1.2646776,0.92294157,1.312716,1.2861168,1.192106,0.92559177
purse,1.0827593,1.0363001,1.3248917,1.0325621,1.0375574,1.0844094,0.8821871,1.1969358,0.74101526,1.0158088,1.0766728,0.77479875,0.9711777,0.9213794,0.88691187,1.0052763,0.7049024,0.89073056,0.75947267,0.84822536,0.73612326,1.1877286,1.0239025,0.76487803,1.0952713,0.9834233,0.98651123,1.2755014,1.0481768,0.6917767,1.2167822,0.9513124,0.6627372,0.83435285,1.1876379,1.2761476,0.66047627,0.8075683,1.0508981,1.1350365,0.9300404,0.8282981,1.1648018,1.2155521,1.08032,1.2106876,0.9516107,1.3746777,1.1927807,1.0545249,0.8710297,1.2102475,1.1134729,1.0426751,1.3151798,0.7158404,1.0861287,1.1667018,1.0699669,1.2446661,1.0953208,1.1329454,0.99549526,0.5873368,1.0018847,1.036944,0.81314236,1.1658902,1.1455108,0.5408183,0.8312743,0.9879118,0.7753031,1.3372346,1.3681953,0.7475997,1.1282709,1.1727431,1.2791187,0.8996924,1.0768664,1.0064249,0.98481905,0.90783817,1.178004,1.2149777,1.0769789,0.7528768,1.1108799,1.000646,1.1721677,1.0253204,0.0,0.753279,1.302567,0.8948513,1.056293,1.0532358,1.1689125,1.0122354,1.0115755,0.9463776,0.8383838,0.89824307,1.0602126,0.9589899,0.8709041,0.97530097,1.1712354,0.9015717,1.1297144,1.0532962,0.6875596,0.96956897,0.7775763,0.99494773,1.347624,1.1524711,1.0595534,0.7288414,0.98495215,1.052229,0.74673915,1.091508,0.9985514,1.3107623,0.8660536
radio,1.0333391,1.1406151,1.2401972,1.1784551,1.0438896,1.0418952,0.9137575,1.1782084,0.8652234,0.89476717,1.0603508,0.9249965,1.0977484,0.9531229,1.0137391,1.0210259,1.0357001,0.9381761,0.97294724,0.8118621,0.789219,1.031266,0.9862439,0.9085362,1.0114176,1.0840181,1.0826774,1.2058065,0.9426605,0.96351933,1.0455484,0.9282036,0.8135264,0.97311944,1.1240169,1.1514282,0.7963388,0.9062036,0.91226846,1.0956256,0.89419824,0.6845895,1.0919554,1.2046301,1.0373095,0.9567305,0.93654275,1.2724023,1.0365064,1.0151917,1.0075859,1.0760669,1.0248758,1.0240417,1.1001098,0.9590158,1.0963793,1.0614731,1.0279574,1.0868636,1.1247452,1.1805162,1.0515735,0.7728155,1.0445359,1.0067102,0.9739694,1.0667272,1.1595168,0.917958,0.9944577,1.0381097,0.7975913,1.2194854,1.2164397,1.0114908,1.1934079,1.0401462,1.1238036,0.743783,0.9739905,1.1221837,1.0684329,0.98746026,1.1420975,1.1640707,1.0047703,1.0543364,0.9592454,1.1286358,0.9958164,1.0197374,0.753279,0.0,1.1174916,0.87609243,1.0053475,0.95401317,1.1464705,1.0870426,0.9514258,1.0682764,0.9436424,1.0684326,1.0218903,0.95222884,0.92416275,1.0187,1.1026196,1.0813419,0.9984821,1.0489426,0.80898273,0.9359561,0.9090391,0.8451086,1.2459508,1.12051,1.0300359,0.95869994,0.92639214,1.0753579,0.885715,1.1027744,1.0208732,1.1975908,0.9483391
raisin,1.0449203,0.9178467,0.34939402,0.9719234,1.3081752,0.6656876,1.0451901,0.90171564,1.1055204,1.1497191,1.1059597,1.3604939,0.5933026,1.3506563,1.379437,1.0823642,1.41953,1.1351393,0.87352157,0.9339476,1.2606304,0.7706138,0.8308531,0.7498198,1.0375637,0.57490563,0.66150606,0.90723205,1.2424752,1.0290289,0.36877012,1.1982571,1.2989687,1.3055692,0.87613493,0.35961217,1.3258166,0.781199,1.1705836,1.1258872,1.1821895,1.170665,0.5809338,0.7786833,1.070829,0.81234145,1.1271048,0.5924891,1.1243428,0.8821702,1.081238,0.58062434,1.0835088,1.1868504,0.45431542,1.1683521,1.23031,0.711312,1.1644859,0.6117168,1.2181188,0.36846173,1.1772885,1.1004272,1.3423601,0.80946785,1.1205541,0.5331849,0.901091,1.1950963,1.1606026,0.9298192,1.3429784,0.42299837,0.1678909,1.0634998,0.83016557,0.94512266,0.39119595,0.8644195,1.1944577,1.3328966,1.3011565,1.3665226,0.5583371,0.5316874,1.2146498,1.0505025,0.94748056,0.86767495,0.77717555,1.226398,1.302567,1.1174916,0.0,1.3438741,1.1393125,1.2399771,0.364325,1.261138,1.0170187,1.3238673,1.2149903,1.2532449,0.7587118,1.2862804,1.2047187,1.2236395,0.33878052,1.0890433,0.79633427,1.0283433,1.3268955,1.3008798,1.3247669,0.8246577,0.6234235,1.0528402,1.2378731,1.1259696,1.1221309,0.7652851,1.2454551,0.7664318,0.8257784,0.28087914,1.2285377
refrigerator,1.2287662,1.1703353,1.432859,1.1091368,0.6738105,1.3834455,1.2376614,1.2409976,1.2184012,0.57365274,0.96533835,0.5361563,1.3344519,0.5344882,0.7891639,1.1970661,0.62920946,1.1211114,1.2917767,1.2871481,0.8666615,1.3972427,1.151056,1.261302,1.2464304,1.1578438,1.111857,1.1013436,0.7484688,0.8064533,1.4017978,0.36952937,1.0270731,0.40821582,0.9635289,1.4629347,0.68717736,1.359257,0.9699562,1.2361209,0.28670275,0.7176457,1.2247763,1.3259974,0.8956021,1.2040598,0.91200966,1.2379214,0.8270197,1.2693701,1.1076591,1.3645592,1.1275864,0.8027488,1.2269145,1.1674622,0.7907065,1.3405043,0.62271476,1.38435,0.9402824,1.3406307,0.8472105,1.0633591,0.6168249,1.3701138,0.6693537,1.3778961,1.1268619,0.9835527,1.0482357,0.9847523,0.70157194,1.1775213,1.3442019,1.3010945,1.1992309,0.91137624,1.3341496,0.87487864,0.9868709,0.62604004,0.4513539,0.6934242,1.4645061,1.4502723,0.9533161,0.99835336,1.2483318,1.2458286,1.3480814,0.8945323,0.8948513,0.87609243,1.3438741,0.0,0.9530833,0.9471625,1.2789977,0.711871,1.3079994,0.5111953,1.1129875,0.6098544,1.2802323,0.43449414,0.6478979,0.9076748,1.445388,0.948924,1.3548777,1.1381378,0.66287196,0.71854943,0.67918146,1.3640971,1.2738509,1.0841293,1.0532315,1.1919439,1.3160257,1.2436113,0.72111,1.1745162,1.0742098,1.4945176,0.43624634
rock,1.0230653,0.9964316,1.109986,1.1543057,0.8652761,0.9835874,1.0780115,1.1937476,1.0797842,0.8579615,0.43664074,0.87545043,1.0166645,0.85400176,0.9659301,0.9486095,0.8841346,1.141764,1.2010995,1.1014314,1.0671377,1.0614134,1.194103,1.1619684,1.0026661,1.248155,1.130989,0.98314774,0.84863365,1.0956179,1.1418573,1.006999,1.0400448,0.91088605,0.9411132,1.1734195,0.94532794,1.2340968,1.0254171,1.1595342,1.0009998,1.0400754,1.0441135,1.0458205,0.16109228,1.1040266,1.055637,1.0833807,0.8897395,1.1679997,1.0700095,1.1934941,0.9967029,1.1164287,1.1438298,1.0392257,0.6546252,1.1206834,1.0173937,1.1566699,1.0088685,1.1918119,0.9975861,1.0198004,0.9515592,1.1468616,1.094782,1.1440663,1.0548155,1.0548818,0.96749926,1.1725783,0.98910487,1.1046093,1.0965971,1.1126957,1.1608431,1.0572698,1.0248263,1.1542301,0.67815346,0.9026887,0.98646384,1.0106025,1.180563,1.1575702,0.87320143,1.0233754,1.0781482,1.0831623,1.1603861,0.8153486,1.056293,1.0053475,1.1393125,0.9530833,0.0,1.059646,1.0745372,0.9272805,1.1371468,0.8988744,1.0353149,1.0134579,1.2336804,0.9481567,0.8452597,0.9806361,1.188633,0.9640695,1.1612568,0.9809067,1.0617837,0.9310694,0.937711,1.0708733,1.1023284,0.98840404,1.0984641,1.0177697,1.056008,1.1192026,0.99414796,1.0849777,1.2114632,1.1337478,0.91895187
rooster,0.9159932,1.2255334,1.2175095,1.1247747,0.886279,1.0895915,1.0346471,0.96156317,1.212339,1.0466006,1.0560207,0.87335396,1.277133,0.8703474,0.87252927,0.95991874,0.86149496,1.067603,1.1603887,1.1837605,0.9611392,1.0351986,1.099099,1.2188532,0.9326632,1.3654413,1.2648568,1.0470134,0.5330563,1.2238892,1.2083611,0.90916526,1.1241244,0.9062365,0.970298,1.3287364,0.9722072,1.2159773,0.47309208,0.755191,1.0197909,0.9048392,1.1497108,1.0825163,1.0482463,1.1203772,0.8591357,1.1393455,0.8382728,1.1215267,1.0147601,1.3003433,0.73265946,0.9034852,1.2234081,0.91421175,0.87561965,0.9443128,0.73167384,1.1502305,0.8994928,1.3005365,0.78872895,1.0748707,0.6177449,1.2822887,1.0060501,1.2745535,1.0450561,1.0424992,0.86790407,1.103129,0.855586,1.1888769,1.2415165,1.1500281,1.0828633,0.98074865,1.157713,1.1564975,0.90391827,0.85146976,0.84699035,0.83242977,1.3155605,1.2771776,0.643792,1.1192498,0.9796126,1.0768416,1.1837904,0.9237904,1.0532358,0.95401317,1.2399771,0.9471625,1.059646,0.0,1.1713005,0.88042945,1.0035162,0.87644035,0.9454663,0.9461536,1.1964058,0.93938595,1.0545534,0.9350242,1.2676324,1.125285,1.2401805,0.987027,0.87692785,0.76066506,0.874299,1.2360517,1.1127669,0.8142367,1.0378357,1.054198,0.79056466,1.322723,0.9276999,1.203254,1.1282036,1.2912502,1.0021929
sauce,1.0038729,1.0341753,0.4565307,1.0469228,1.314054,0.7514194,1.0002437,1.069535,1.0770733,1.0064573,1.0902711,1.2657472,0.49228787,1.3036942,1.368752,1.0057297,1.2510448,1.1147591,0.8378215,0.9349476,1.2491661,0.8452054,0.7972282,0.79161966,0.98652416,0.658925,0.6502106,1.002668,1.2017384,0.97309655,0.51949006,1.1226043,1.2333283,1.2550316,0.8796077,0.42693067,1.2033141,0.82927006,1.1964042,1.1909937,1.0956712,1.0969179,0.75306445,0.916706,1.0349793,0.9788428,1.1268017,0.78308296,1.133348,0.934982,1.1160812,0.5938245,1.0612099,1.2796335,0.69575477,1.0410745,1.2140058,0.766327,1.2205864,0.71228486,1.2536631,0.5876897,1.1888614,0.9621842,1.3038915,0.7392774,1.1494582,0.608468,0.9647418,1.1139941,1.0192559,0.8925417,1.3366809,0.40710235,0.34370875,0.95111924,0.84685075,1.0685434,0.57501304,0.81558275,1.1384895,1.280354,1.2915996,1.3339293,0.5575997,0.5305976,1.1896353,0.93471235,0.9651023,0.8437049,0.811239,1.2008942,1.1689125,1.1464705,0.364325,1.2789977,1.0745372,1.1713005,0.0,1.2713044,1.073829,1.2770097,1.2057177,1.2106819,0.77514815,1.2116015,1.1043131,1.1883125,0.5059198,1.0738254,0.7731091,1.0755408,1.3342516,1.2709095,1.2417454,0.89704293,0.80495965,1.1370842,1.2111374,0.9223557,1.1497995,0.82302547,1.1792626,0.78226566,0.7994169,0.4300804,1.1335118
scarf,1.1981491,0.8580766,1.3439527,0.98133427,0.5483689,1.2655082,1.264011,0.99082583,1.348271,0.9704771,0.89881206,0.72938406,1.1911565,0.6923647,0.5155058,1.1296313,0.6171268,1.2528017,1.412497,1.3928953,1.1593107,1.4197564,1.17051,1.4249084,1.118252,1.4267989,1.3502457,0.8482482,0.81182253,1.1594243,1.3633317,0.8455407,1.0550356,0.6093541,0.70673925,1.4113983,0.99389905,1.4673606,1.0522914,1.0386872,0.91638255,0.8631526,1.0358644,1.1017781,0.91581917,1.0900416,0.7582761,0.8732264,0.7496599,1.4773623,1.0102568,1.4111893,0.94032896,0.60529214,1.0357523,1.032307,0.844815,1.0828397,0.5636133,1.3459008,0.67431843,1.1603026,0.8169772,1.2592053,0.5744426,1.3944362,0.9859315,1.4479609,1.0109658,1.1336923,0.92029214,1.0502932,0.8774092,1.1206896,1.1854092,1.330905,0.73156416,0.7644421,1.2140732,1.3306265,0.91101724,0.36412847,0.5698998,0.8021638,1.4229429,1.3960123,0.88389766,0.8819573,1.3499831,1.2598473,1.4131601,0.85920036,1.0122354,1.0870426,1.261138,0.711871,0.9272805,0.88042945,1.2713044,0.0,1.1731178,0.4266026,0.86871445,0.53763545,1.2808235,0.76487863,0.7830535,0.99441063,1.1963652,0.6172106,1.3741713,0.96721435,0.822013,0.6253339,0.87303334,1.3782114,0.9578713,0.65805197,0.82444763,1.1558096,1.1073308,1.2915897,1.0659336,1.3396422,1.1558421,1.2467707,0.9365509
