,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
soap,1.4164927,0.9434352,0.3139872,0.8675861,1.3623472,0.61763906,0.49808908,0.36787015,0.980077,1.4244742,1.4934419,0.37926078,1.3311994,1.4167157,1.2601482,1.4779286,1.0065945,1.1800255,0.4111004,0.70709443,1.2756844,0.5272868,0.97008955,0.7410205,1.1244311,0.7521553,0.66926736,0.4006245,1.2907605,1.5117004,0.97587144,1.3882997,1.1536468,0.79582775,1.1571181,1.0228322,1.4169888,0.8236767,0.23585773,1.540395,0.584424,1.314139,1.4266014,1.4339621,1.1242794,1.0901653,1.3380705,0.93266,1.0487876,0.4409641,0.9170435,1.1661649,0.75525904,1.0090617,0.75990725,1.0344896,0.5154495,1.1548438,1.2103224,1.3880308,0.6022805,1.1794813,1.0459744,0.67723244,1.2234772,0.9793018,1.2686489,0.5073567,1.181819,1.4919035,1.3651519,1.1858222,1.4232187,0.4679603,1.4859567,0.5322022,0.7032702,1.0182104,1.0831922,1.0885266,1.4027327,1.1537791,0.7548819,0.92118996,0.27598602,1.0176431,0.6744686,0.57056206,0.43163145,1.3769375,1.1260188,1.4757907,1.4588608,1.3152127,1.0444717,0.28716016,0.29137635,1.097679,0.3531118,1.0997237,0.6448005,1.1916485,1.0138047,0.81274545,1.1692255,0.5196799,0.7123879,1.3896306,0.90084493,0.9898843,1.3371688,0.9143928,1.1688826,0.7984652,1.2403891,0.7956868,1.3476965,1.208032,1.0186499,0.93964773,1.2362697,1.1507359,1.352978,0.3853743,1.1596663,0.0,0.88516515,1.009326,0.7249496,1.2444135,0.8364899,1.4283404,1.3557684,1.4135107,0.43943155,0.5698163,0.73677766,1.2620302,1.0983255,0.9233156,1.4004279,1.1854968,0.978723,0.89260006,0.5900162,1.1670798
sock,1.1459987,0.6694463,0.90952295,0.86118156,0.96203923,0.91803825,0.93018496,0.8588102,0.9306794,1.2490895,1.1584848,0.8219244,1.0355237,0.9927456,1.0921651,0.89833266,1.0923738,1.1786226,0.9113859,1.1261117,1.0760617,0.8758417,0.8804197,0.89347917,1.0906696,0.779871,1.021298,0.7411073,1.1311009,1.0326431,1.2098336,1.2367901,0.77489865,0.9760547,1.0408375,1.1667516,1.1072112,0.8140204,0.7864006,1.2119436,0.98925775,1.3025671,1.1891317,1.0323517,1.0197555,1.0858685,0.9352512,1.0497332,0.8371592,1.0221455,0.9957728,1.2930045,0.63615155,0.9133785,1.1074948,0.55226994,0.74232835,1.1002164,1.2099264,1.2900138,0.91767436,0.46059227,1.0868247,0.6766962,1.1655364,1.0115845,0.83785164,0.7490768,1.1626807,1.0721753,0.923832,0.93101543,0.90207404,0.8898928,1.2257026,0.9485092,0.71962595,0.9559588,1.068886,1.0532426,0.8469182,1.0516392,0.7502599,0.9866399,0.9016831,0.7127898,0.63833237,0.90437084,1.053042,1.1850684,1.0540504,0.742333,0.8733615,1.2568383,1.129579,0.87096566,0.85764,1.1114826,0.869563,1.1643713,0.52852523,1.176124,1.1343834,1.1775885,1.0692139,0.9541565,0.90490603,0.8761394,1.0967895,1.0761938,1.2197434,1.0264586,1.0644709,1.0603964,0.9848605,0.90595025,1.0301874,0.7749333,0.48937392,0.97939426,1.1477107,1.2147715,1.2576792,0.74727046,1.1977087,0.88516515,0.0,1.00492,0.89675343,1.2499506,1.028432,1.055816,1.1561568,1.3545284,0.9040116,0.6429355,0.7267367,0.8698823,0.6007775,1.0226542,1.2761388,1.1918666,1.1414858,0.94554687,0.7486774,1.1221073
soup,0.93102103,0.9842518,0.93883854,0.87309223,1.0351727,0.93223083,1.0394889,0.9737861,1.1239582,0.9262068,1.0957534,1.2382699,1.0917424,0.99644846,0.940214,1.1015431,1.2535026,0.9788735,1.2665342,0.75010455,0.9718125,1.0795465,1.1324735,1.02574,0.9603013,1.2236141,1.2094209,1.1470118,1.1021446,1.0994569,0.9733989,1.0124952,1.0217725,0.8086943,1.1292477,0.74264324,1.0869392,0.9860776,1.2741189,1.0600121,1.0729384,0.5519984,1.0461025,0.8118243,1.0515404,1.0437404,1.1182064,1.1308081,1.0891099,0.882812,0.8401345,0.99136454,0.9795264,0.8761953,0.829913,1.0436214,1.2249551,0.8461275,1.1326156,0.6814372,1.1410744,0.8701128,1.1180375,0.8023013,0.9653318,0.9467928,0.8673183,1.2451671,1.2499135,1.0860792,1.0792646,0.87398636,1.0742975,1.2518703,1.0463164,1.249942,1.2184491,0.8616997,0.52485275,0.81877184,0.7943354,0.9092893,1.0237178,0.8744294,1.2354828,1.024037,1.152611,1.0886793,0.9066093,1.0756385,0.95447385,1.0477227,1.0819921,0.9517376,0.9029567,1.299505,1.2938033,1.0939858,0.97414565,1.1071295,1.2586997,0.7564336,0.9369408,0.59310585,1.0311084,1.1383647,0.9526065,1.0524161,1.0447878,0.8387176,0.90586823,0.89220345,1.0211829,0.6074575,0.9826473,1.0190606,1.1042352,1.0390617,1.0793376,1.1458151,1.1148611,0.75105226,1.0859586,1.2654012,1.1659453,1.009326,1.00492,0.0,0.9944561,0.8371151,0.9569597,1.0737046,1.0736364,0.9812529,0.916838,1.1004105,1.0872288,0.9984975,1.1028547,0.94041914,0.56295455,0.8215745,1.1288173,1.2716591,1.2203319,1.0689064
spoon,1.3586291,1.0017406,0.74263847,0.8324816,1.2845126,0.8208229,0.6611632,0.7367756,0.8457563,1.2910979,1.471513,0.7566432,1.176579,1.4660913,1.0903791,1.4377048,1.0318388,1.1804833,0.64382696,0.56996644,1.2647693,0.58194214,0.6455508,0.7313341,1.0933063,0.5939748,0.8602684,0.6233119,1.3809415,1.158836,0.98093206,1.3348393,1.1763862,0.8380077,0.8972057,1.0718335,1.3049653,0.85061675,0.54177797,1.4961668,0.5951296,1.0275975,1.3423369,1.1926224,1.10774,0.99838454,1.3702896,0.8223647,1.1344955,0.6999593,1.11921,1.3237481,0.79879934,0.9676978,0.74599296,0.94335914,0.33906227,1.0985824,1.3358271,1.1632481,0.808622,0.9332099,1.1924465,0.7429998,1.2893354,1.0769442,1.1243277,0.67385614,1.1410735,1.2484761,1.3534688,1.0083823,1.4740906,0.40052527,1.1750399,0.53384155,0.7874891,0.88634086,1.1750436,1.1018549,1.2743356,1.1792784,0.94634306,0.9110006,0.6971061,0.754713,0.68649125,0.8505113,0.7475203,1.1324085,1.1671493,1.4747256,1.4098401,1.4212043,1.191731,0.5318417,0.514995,0.97775465,0.8997453,1.0230368,0.6466856,1.2000211,0.7021124,0.65881604,1.0296519,0.64051795,0.8420223,1.2492671,0.6786101,0.8319023,1.2348769,0.74361235,0.83253,0.77051085,1.2385187,0.733312,1.4630897,0.9180402,1.1568246,0.32312799,1.2251463,0.9181814,1.469829,0.6174541,1.3143396,0.7249496,0.89675343,0.9944561,0.0,1.0142521,0.9487009,1.1488671,1.450465,1.460117,0.60064965,0.7086158,0.75974965,0.9544964,0.79517853,0.94480705,1.159811,1.0961043,0.86534667,0.4959014,0.6799847,1.1927147
sprinkler,0.82186556,1.1296206,1.0887774,1.0829366,0.8124821,0.866017,1.0089293,1.2145264,1.32282,0.6709827,0.8806129,1.3144478,1.0803922,0.7936237,0.97236896,0.9216507,0.8788973,0.92660373,1.2366831,0.82808757,0.99000454,1.3600552,1.1985035,1.1641234,0.9729928,1.3543794,1.1671445,1.2974998,0.94889814,1.0551099,0.78433293,0.9848237,1.2010963,0.87996787,0.7381295,0.8543889,0.98978865,1.2209176,1.3412147,0.9086254,1.0756192,0.48537755,0.8574852,0.72821546,1.1547202,1.1062583,0.9707686,1.0297391,1.1387455,0.9227971,0.9930667,0.82856107,1.1522672,1.0031993,1.0881652,1.1396747,1.2838814,0.87090427,0.8671539,0.46331257,1.214539,0.9914554,1.0588984,0.90840334,0.95962447,0.8798827,0.7845773,1.3057188,0.97857726,0.9021793,1.0927274,1.1456392,0.94944507,1.1836245,0.9123334,1.1903064,1.1667051,1.2311857,0.79746246,0.94632137,0.6858938,0.80845535,1.1964746,1.1364527,1.2300305,1.1148725,1.2887154,1.1190028,1.0340568,0.8326777,0.8825637,0.85361105,1.0073129,0.7570317,0.9271804,1.2970659,1.2965835,1.03604,1.2080684,1.0058842,1.4649544,0.98232996,1.0901264,0.88437283,1.0718917,1.1307743,1.1166618,1.1104105,1.0755264,1.0402362,0.87807554,0.97437197,1.1896911,0.9246044,0.9036421,1.0812871,0.88164574,1.128249,1.239634,0.95326364,0.9551166,0.6954101,0.6824409,1.3626645,0.88075215,1.2444135,1.2499506,0.8371151,1.0142521,0.0,1.1565745,0.97821426,0.89808536,0.5365564,1.0771774,1.2319447,0.9339424,0.6802316,1.2064368,0.81533504,0.63219714,0.98600405,1.1174576,1.1910045,1.2972288,1.0881333
strawberry,1.0637162,1.0408356,0.5547477,0.87845755,1.2687544,0.7456084,0.7136333,0.8504236,1.0204449,1.3092378,1.2782916,0.9353122,1.211878,1.2299745,1.0204096,1.2456584,1.0882419,0.96798396,0.8409449,1.0094647,1.0532023,0.78869367,1.109329,0.88881016,0.8987458,0.96671826,1.0719162,0.7507863,1.3098365,1.2026308,0.9518159,1.1811478,1.1324012,0.96681523,1.1447743,0.97882354,1.2268325,0.95263445,0.83478135,1.2601007,0.8726809,1.1031355,1.1141196,1.0497465,1.1152064,1.0309423,1.1413598,0.9385611,1.0952781,0.7985923,1.0488778,1.0678941,0.8377575,0.9553022,0.6176196,1.0712078,0.9329131,0.846151,1.0034162,1.24527,0.92362475,1.022912,1.1612008,0.826063,1.0737658,1.0054537,1.1065104,0.8746069,1.110018,1.2540555,1.2069741,0.9904382,1.2575665,1.0278119,1.1287277,0.96359986,1.0333982,0.8733578,0.86641854,0.9376519,1.1014857,1.1147037,0.90374595,0.8539034,0.80469453,1.0667217,0.89987177,0.8520069,0.6844938,1.2149502,0.84416527,1.304083,1.2493844,1.0779092,0.88839203,0.90720254,0.89799225,0.89801645,0.87559325,0.86260796,0.94914657,0.9876028,0.7563702,1.0417032,0.9435613,0.8846387,0.7224906,1.1382961,0.88074493,0.9766006,1.1165595,0.94775087,0.80699605,0.80380636,1.1950815,0.92635596,1.2278643,1.0068051,1.0560924,1.0708507,1.1946421,1.2619573,1.2251196,0.88774717,1.2759691,0.8364899,1.028432,0.9569597,0.9487009,1.1565745,0.0,1.0771405,1.2325001,1.2292798,0.8105234,0.8246006,0.97365797,1.3362155,1.0968924,0.8058361,1.1420557,1.0015113,0.956619,1.0124322,0.86981225,1.1673778
stroller,0.74253654,1.0481691,1.4577858,1.0698181,0.8963884,1.3789068,1.3516625,1.2274132,0.85012084,0.8808155,0.6952388,1.3008776,0.80633146,0.8701161,0.84394073,0.7189123,0.9742221,0.7313781,1.2362812,1.2267637,0.68548644,1.2292721,0.933145,1.0062032,0.7980441,0.9893088,1.1418566,1.2680535,1.0170158,0.46912038,0.9428492,0.81386876,0.9005179,1.2371694,0.97496957,1.1537083,0.7366377,1.0060055,1.3071651,0.63981,1.2177074,0.9283299,0.7771471,0.7689608,0.8727628,0.96965164,0.7691151,1.0536463,0.9679909,1.4815047,0.91836125,0.98047346,1.2134033,0.95188266,1.0825145,1.0262215,1.2630069,0.8263764,0.8554161,0.9263169,1.2118789,0.9474805,1.1525147,1.1826696,0.94090354,1.1145833,0.9686463,1.2459798,0.97842306,0.64269024,0.79360574,0.77860093,0.67614406,1.2129188,0.56212854,1.3648852,1.2709239,1.046721,1.1705667,0.92564696,0.92957354,0.7734999,1.0554044,1.1079811,1.4281682,1.0592866,1.2053313,1.2654259,1.3783292,0.75952065,0.8629994,0.7647102,0.7298745,0.8357948,0.97794384,1.3094921,1.3009417,0.88066447,1.2917914,0.9511767,1.1551505,0.92768353,1.0718942,1.112865,0.93755734,1.3539991,1.25331,0.5112865,0.86171,1.1438891,0.77881825,1.3048569,0.7766531,1.1918513,0.9612126,0.85227054,0.83408654,0.7735884,0.9565292,0.9344099,0.87851703,1.0410236,0.7031143,1.2502364,1.0998461,1.4283404,1.055816,1.0737046,1.1488671,0.97821426,1.0771405,0.0,0.7949314,0.79947394,1.2808515,1.2848736,1.200539,0.9101249,0.9480636,0.89353395,0.7923821,0.8834142,0.9897742,0.9847293,1.2348071,0.97003293
sweater,0.7624662,1.008666,1.4035368,1.0987191,0.53949165,1.3424437,1.4324205,1.3462666,1.1644459,0.6641242,0.58672404,1.3479668,0.84429085,0.49391806,0.9777162,0.5997973,1.0005938,0.94148546,1.3917197,1.3607849,0.8795502,1.3223058,1.1797087,1.3605057,1.0312393,1.3309171,1.2457795,1.3179212,0.65277743,0.67627335,1.1196936,0.7362379,0.69698435,1.2591685,0.9985719,1.0027808,0.72887105,1.1340504,1.4386132,0.56875986,1.4075568,0.8852052,0.714863,0.8109453,1.0140238,1.0605137,0.39709723,1.188426,0.7776761,1.2977304,1.0415249,0.52987933,1.0734303,1.1735117,1.2720637,0.97819644,1.4259067,1.0727458,0.80823934,0.7441822,1.1043321,1.036988,0.9852831,1.393863,0.57996213,0.99457866,0.6754204,1.3256878,0.7930342,0.6108379,0.47769153,1.0332223,0.38121736,1.3676418,0.7248704,1.4101262,1.0213985,1.1527328,1.0193098,1.1074686,0.7748173,0.93533176,1.0947465,1.1197972,1.334192,1.206272,1.1456196,1.2094159,1.3212209,0.7978016,1.0267717,0.356784,0.33629513,0.64945817,0.9547978,1.4164364,1.4104427,1.1587514,1.252603,1.0791897,1.3159935,0.8855378,1.2656784,1.2238846,0.97780347,1.2662485,1.2706692,0.71637774,1.3446132,1.0187407,0.8985327,1.280587,1.0458864,1.2488035,0.85687083,1.2243187,0.21484685,1.0487151,0.73699105,1.1364039,0.7351675,0.9962139,0.59932494,1.3828624,0.80345416,1.3557684,1.1561568,1.0736364,1.450465,0.89808536,1.2325001,0.7949314,0.0,0.5561257,1.4885025,1.1821389,1.3449128,0.91027296,1.1616194,1.3041282,0.8156124,0.9953189,1.1775368,1.296189,1.2561096,0.918529
table,0.5275692,1.1949927,1.4465454,1.2186317,0.5416202,1.2749374,1.465874,1.3813194,1.2157898,0.35343313,0.42425895,1.4414016,0.75371647,0.514112,0.9067645,0.5481907,0.89943457,0.5379548,1.479744,1.1567576,0.59991115,1.5439239,1.2308987,1.320509,0.9282664,1.5071168,1.2783597,1.5407352,0.7759496,0.7500406,0.90643394,0.6924241,1.12593,1.1965202,0.8904513,0.9747265,0.6980146,1.1392341,1.5335596,0.42528576,1.3549736,0.5898196,0.66142005,0.68801713,0.9775009,0.9540692,0.7300513,1.1669406,1.0804904,1.3251152,1.0583174,0.7430117,1.2748363,1.0443916,1.2342908,1.165941,1.5303676,0.89941216,0.56882113,0.5445304,1.3545206,1.1006525,0.8538753,1.2364637,0.8848728,0.85661805,0.76638126,1.5839736,0.8453858,0.60058755,0.8694135,1.1092274,0.64374125,1.3837934,0.60634065,1.47025,1.3302083,1.2027779,0.9038602,0.89719075,0.6563623,0.90818465,1.2667301,1.2503703,1.4751489,1.096225,1.4818094,1.3518784,1.3442228,0.7134414,0.9412933,0.5765525,0.7563831,0.2982074,0.9245574,1.4843605,1.484763,1.0404514,1.2572864,0.9679157,1.6030324,0.74421895,1.1317745,1.004698,1.0416656,1.4349217,1.3796623,0.8688033,1.1520178,1.043514,0.68028986,1.1322969,1.2491297,1.1447761,0.74153876,1.1034282,0.60430586,1.1211647,1.1437652,1.1824301,0.74036646,0.7144252,0.34570682,1.5505369,0.6463502,1.4135107,1.3545284,0.9812529,1.460117,0.5365564,1.2292798,0.79947394,0.5561257,0.0,1.4219558,1.4408939,1.2626414,0.7540447,1.1643027,0.96624756,0.47763413,0.8981334,1.1541456,1.3777891,1.4650775,0.9365656
tape,1.362838,1.0974046,0.40132618,0.7905895,1.5895797,0.42741185,0.33360177,0.54668146,0.8857055,1.431273,1.5275999,0.71067035,1.3911855,1.4956691,1.1421354,1.4798927,1.0283822,1.1180373,0.5318306,0.5284707,1.1893277,0.48311377,1.0486225,0.49669003,1.039292,0.70878917,0.8913651,0.5833336,1.4993241,1.4430082,0.71810055,1.4464984,1.2911539,0.5085664,1.0890445,0.8922802,1.4453574,0.98626834,0.5301425,1.535522,0.40953767,1.0759313,1.3355976,1.2754862,1.2256474,1.1512327,1.5128076,0.74609315,1.1835938,0.43293482,0.88712907,1.2690363,0.93345845,0.9700457,0.7989411,1.0733432,0.57280755,0.94816685,1.3064468,1.256254,0.7833005,1.0345343,1.1640782,0.48565584,1.3992192,0.9279122,1.3682871,0.541551,1.3021929,1.5609581,1.5293479,0.90712297,1.5764571,0.70096374,1.4477036,0.5876098,0.9079057,0.8441607,0.9405724,0.91650814,1.3056021,1.1494497,0.84906846,0.8211908,0.52378607,0.8945044,0.86292875,0.7707755,0.41113532,1.4083838,0.8620783,1.5729383,1.6028507,1.4183459,0.92223597,0.6065297,0.5917817,0.94200605,0.64710456,0.95811766,0.74873626,1.1484975,0.7942167,0.72043204,1.1998057,0.4687667,0.6498609,1.2756045,0.6178793,0.9402106,1.3202368,0.78941095,1.0196118,0.5924479,1.2085074,0.7250516,1.5330544,0.9593793,1.2739983,0.86572194,1.3300662,1.1230621,1.4190756,0.5411398,1.3445203,0.43943155,0.9040116,0.916838,0.60064965,1.0771774,0.8105234,1.2808515,1.4885025,1.4219558,0.0,0.80724275,0.6649807,1.3234806,0.9554557,0.5518411,1.2324039,1.2642226,0.83291054,0.877913,0.73949695,1.3464862
toe,1.3806005,0.6375318,0.57666314,0.64859194,1.0708218,0.81925255,0.7912495,0.821707,1.0327004,1.408412,1.4144332,0.72394204,1.3626885,1.2024806,1.2813382,1.3654659,1.1371895,1.3178113,0.7010581,1.0591683,1.3649783,0.52585506,1.0786355,0.9582522,1.2909274,0.81605464,0.9837709,0.38000035,1.2031002,1.2747961,1.2261422,1.3927085,0.9147099,0.9134196,1.1722107,1.1521597,1.320627,0.86229944,0.55467397,1.5070753,0.8366041,1.3905301,1.2856274,1.1207358,1.2495024,1.2486331,1.05575,1.1293008,0.55346656,0.6684775,1.0246825,0.9416359,0.11559403,1.1480902,0.95095646,0.5070174,0.5913099,1.2386329,1.2214683,1.3582737,0.41751552,0.77011585,1.1130011,0.68704647,0.8851256,1.1169832,0.64221025,0.52715915,1.0634503,1.3101001,1.1391681,1.1276284,1.1434529,0.7695781,1.3473473,0.7439767,0.554762,0.97761554,1.1923418,1.1586479,1.0952202,1.1986372,0.52997035,0.78292704,0.38642633,1.0390234,0.23841435,0.50105935,0.8246503,1.3674116,1.1764916,1.1362852,1.0588154,1.3667134,1.104575,0.6207443,0.5985995,1.2174389,0.8202863,1.0987339,0.64028096,1.279116,1.1201031,1.1141653,1.076195,0.62724036,0.73356557,1.1932218,1.0755832,0.9898452,1.4321738,0.9894178,0.9029323,1.0721594,1.238018,0.9493799,1.0976424,0.8194477,0.72261965,0.9235159,1.2610084,1.3562694,1.3917506,0.36219895,1.2753137,0.5698163,0.6429355,1.1004105,0.7086158,1.2319447,0.8246006,1.2848736,1.1821389,1.4408939,0.80724275,0.0,0.7683767,1.197123,1.0774604,1.1285926,1.450957,1.2566978,1.0427784,0.9770389,0.34863,1.2266381
tooth,1.2684615,0.6238209,0.6916234,0.8651476,1.2035974,0.7930134,0.78210515,0.7461598,1.0755836,1.2598593,1.4086676,0.7882805,1.3509127,1.2684219,0.9507198,1.2939601,0.9593445,1.0966299,0.7713907,0.97290146,1.1585616,0.8479074,0.8940315,0.86275196,0.9868979,0.9042067,0.82917327,0.64021176,1.1000997,1.2904596,0.96319103,1.3686439,1.0302479,0.9036948,0.97136205,1.0359924,1.3745646,0.93359995,0.6760358,1.3488755,0.8345046,1.14212,1.2344612,1.1083945,1.142849,1.2434858,1.1641684,0.8202684,0.93431735,0.77089995,0.7500331,1.2064086,0.82848775,0.8753898,0.87986267,0.9990529,0.69705456,1.0147167,1.1883185,1.109381,0.7917997,0.87394595,1.0103644,0.44768882,1.1961392,0.89512193,0.9873357,0.8235311,1.155753,1.1533883,1.2993008,1.05746,1.2283199,0.7537628,1.2714226,0.74079156,0.8776719,1.0219271,1.098336,1.0131942,1.0992444,0.89471495,0.78116447,0.94384354,0.673693,0.8665905,0.8104621,0.9704021,0.82758915,1.2665095,0.9546704,1.2189661,1.2960486,1.187019,1.0661995,0.7384584,0.7404923,1.0437613,0.82099247,1.058885,0.8332227,1.1080798,1.0386121,1.0267794,1.1288915,0.8393305,0.9199186,1.1336144,1.0018873,1.0031841,1.1820256,0.95297104,1.0715607,1.0136138,1.2108731,0.722034,1.2591381,1.0615278,0.9326631,0.9251127,1.0703335,1.1945045,1.255892,0.6638557,0.98646,0.73677766,0.7267367,1.0872288,0.75974965,0.9339424,0.97365797,1.200539,1.3449128,1.2626414,0.6649807,0.7683767,0.0,0.71066517,0.9469921,0.86693597,1.2508415,1.2122643,1.0811924,0.96115375,0.78148353,1.1564894
toothbrush,0.8694155,0.8957875,1.3265649,1.1799042,0.57569885,1.2326528,1.3145353,1.0145872,1.1291403,0.68230236,0.8871145,1.2321213,0.8707731,0.70419955,0.84587,0.8384727,0.90063334,0.9034241,1.218686,1.1782994,0.86442804,1.4712918,0.7352612,1.1695818,0.88541335,1.1961184,1.0329639,1.271358,0.80725217,0.8766178,1.0627033,0.84865785,0.94657123,1.170651,0.6486329,1.0690774,0.9642477,0.9150549,1.192524,0.7769114,1.2519379,0.84152895,0.9712665,0.85043746,0.81955045,0.9752609,0.84500974,1.0426292,0.962331,1.2425785,0.88158965,0.9912898,1.0527956,0.8723186,1.1294012,1.0354619,1.049203,0.98682964,0.95981264,0.5970018,1.2007138,0.88029397,0.9331577,0.863322,0.99783796,0.97161263,0.6450167,1.3743055,1.0251741,0.53033745,0.9212459,1.1388413,0.7257507,0.9408849,0.8167878,1.2029811,1.0010192,1.2843769,1.0273284,1.0126584,0.7251353,0.8044349,1.1686053,1.2681853,1.3290374,0.9713017,1.1470977,1.3348011,1.3686748,0.75414807,1.0840055,0.64552885,0.7833173,0.741833,1.0868746,1.1615529,1.1739928,1.0530862,1.1998177,1.1373482,1.25893,0.9731536,1.1274078,1.095905,1.0251145,1.37499,1.2485917,0.8924012,1.2408772,1.0114043,0.7540537,1.1082492,1.2111436,1.1871599,0.9082554,0.7717737,0.8477276,1.0501045,0.91686964,0.9529321,0.7980584,0.8086923,0.7698444,1.3031851,0.78144133,1.2620302,0.8698823,0.9984975,0.9544964,0.6802316,1.3362155,0.9101249,0.91027296,0.7540447,1.3234806,1.197123,0.71066517,0.0,0.9804677,1.0742049,0.82560897,0.97690016,1.2626418,0.91084146,1.209052,0.89261156
towel,1.0207123,1.0849645,1.1811104,1.0395982,1.0529319,1.0775785,1.086818,0.9628616,0.732822,1.0055206,0.85268414,0.99443305,0.688163,1.0373344,0.99250376,0.6410507,0.97478217,0.9422942,1.0051733,0.9912221,0.85747385,0.9534512,0.7884077,0.90998334,0.9329108,0.78664553,1.0803957,1.092422,1.2138342,0.86930406,1.074326,1.04941,0.9150821,1.055957,0.9378037,1.043308,0.7786913,0.7696417,1.0030955,0.9835035,0.9197687,1.1061885,1.0959907,1.1007457,0.94270146,0.6707005,1.1332372,0.9698923,1.0999634,1.1037846,1.2266909,1.3410833,1.1165384,0.9830343,1.0112042,0.7125356,0.7474328,1.0992944,1.1629788,1.2985424,1.2013316,0.6282153,0.93625146,0.9578258,1.3084104,0.82955307,1.1703637,0.9655516,1.1160786,1.0556686,0.8617611,0.97796774,1.0738014,0.9159737,0.989636,0.85760975,0.89612395,0.82632434,0.94308686,0.96364295,0.9029522,1.1628087,1.134331,1.00125,1.1625031,0.07539523,0.993516,1.1727433,1.1023108,1.0077477,1.0696945,0.9685444,1.0274616,1.0668881,1.148164,0.99633706,0.999141,0.97790027,1.1349311,1.012982,0.5943767,1.1514474,0.8194473,1.0375082,1.0327128,1.0470735,1.0248595,0.73751104,0.8825744,1.0156323,1.0744143,0.79352695,1.1101937,0.95408,0.6644907,1.029289,1.1968557,0.67552996,0.9724065,0.717448,1.1165787,1.0202085,1.1663432,0.99005616,1.0994625,1.0983255,0.6007775,1.1028547,0.79517853,1.2064368,1.0968924,0.9480636,1.1616194,1.1643027,0.9554557,1.0774604,0.9469921,0.9804677,0.0,0.98470604,1.0861433,1.1239274,1.0194265,0.7695091,1.0725348,0.9918306
toy,0.7605612,1.2504766,0.67941463,0.9447848,1.4140406,0.5408143,0.6344118,0.8035361,1.0369471,1.2592769,1.1515843,1.123503,1.2027173,1.0591954,0.90459657,1.1302116,0.90599394,0.7806228,0.84927636,0.8973697,0.872936,0.87083036,1.2241906,0.73645705,0.7624327,1.0770549,1.0525256,0.93258035,1.3674965,1.2455714,0.7567415,1.2760434,1.3624079,0.9534615,1.0668068,1.0201951,1.1366913,1.0923581,0.96414465,1.2308582,0.77608323,0.9346931,0.8684305,0.6537298,1.1409197,1.0688123,1.3533497,0.8103782,1.3390751,0.79100466,1.0167205,1.1083009,1.1295328,0.7691476,0.7636896,1.1022438,1.0412095,0.41060793,0.95145667,1.1271212,1.1192071,0.78649557,1.2710863,0.53252244,1.2559853,0.98027825,1.2148552,0.94434726,1.1707449,1.3694096,1.384445,0.91838765,1.3789953,1.0545309,1.1500449,1.0859133,1.1739933,0.98104304,0.72023225,0.83184683,0.77747726,0.9475628,1.1333374,1.0107214,0.976088,0.9891954,1.2474763,1.1055762,0.71980184,1.3017094,0.6068745,1.2495509,1.4619775,1.0484319,0.7285156,1.03189,1.0185609,0.6286237,0.9363389,0.7654696,1.088944,1.0776024,0.8307517,0.99959296,1.0666606,0.9391227,0.70547783,1.1398588,0.6844355,1.0737022,1.0481615,0.8587687,0.96491575,0.8293298,1.0181549,0.7171166,1.3701062,0.9358991,1.3789009,0.98467976,1.2903204,1.2514648,1.0274829,0.9995401,1.3106804,0.9233156,1.0226542,0.94041914,0.94480705,0.81533504,0.8058361,0.89353395,1.3041282,0.96624756,0.5518411,1.1285926,0.86693597,1.0742049,0.98470604,0.0,0.94123024,1.1163275,0.9014177,1.0519036,1.1249856,1.2925202
