,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
orange,1.4265646,1.1843387,0.441373,1.3038906,0.56527984,0.24496388,1.0386455,1.0750301,1.4942577,1.1248827,1.4675224,0.40364397,1.4608846,1.4361582,0.9952577,1.3939939,1.0477034,1.0454216,0.52638173,0.5233594,1.3474289,1.2908044,0.8986651,0.6504417,1.1008115,0.70872605,0.9617559,0.74438274,1.3127618,1.344858,0.7160337,1.3639513,1.13862,1.0390685,1.174825,1.1336873,1.165873,1.330429,1.3525267,0.41522783,1.459008,0.5203996,1.1657704,1.0586219,0.99487865,1.3398783,0.9880161,1.2791345,0.6579987,0.94412065,0.6009084,1.2580502,1.0609905,0.62299025,1.1821252,0.7792162,0.7106733,0.7427894,1.0193322,1.0648557,1.3793049,0.3953892,0.81564486,0.7243839,1.1447563,1.1818209,0.34802437,0.8359939,1.3576403,1.3677344,0.85935384,1.4654663,0.9471892,1.4196527,0.52460504,1.3077925,0.9264794,1.1364877,1.2134377,1.3018283,0.25804913,0.825535,0.6125047,0.5883121,0.0,1.1294125,0.9943793,1.4037157,1.4488387,1.2884395,0.54301786,0.61645466,0.68962085,0.6443925,1.1702695,0.7205583,0.46473646,0.57774466,1.4020051,0.787445,0.5382645,1.3660587,0.99740374,1.1270963,0.998082,1.2076082,1.1107447,1.3499091,0.93153673,1.3404913,0.7966784,1.3575062,1.3993195,1.3167307,0.38106078,1.2273787,0.43532175,1.1153619,1.1617914,0.82806045,0.8458533,0.8350104,1.0006337,1.3895153,1.448035,0.7623542,0.6105468,0.6017833,1.2441503,0.7587406,0.703298,1.4483321,0.7455886,0.435014,1.0828176
oven,1.2037597,1.2244108,1.036081,1.083019,1.0634955,1.0272784,1.2849245,0.6169368,0.96544987,1.0695238,0.8688093,0.9469963,0.69652104,1.1999474,1.1195567,1.0822043,0.65562606,0.82954633,0.70883775,0.8594726,0.6178795,1.1225699,0.71872145,0.58421606,1.0183537,0.57996213,0.81612164,1.3334796,1.0922507,0.72092354,0.73019934,0.76740336,1.0889794,0.5514556,1.105176,1.1842057,1.2161628,0.7994772,1.2422094,1.0449952,0.60662454,0.66887355,1.1417139,1.1186023,1.1652299,0.66392076,0.72177005,1.1362914,1.0293102,1.236866,1.253579,1.0523641,1.0754346,1.2691598,1.3332868,1.0243945,1.1270413,1.0825454,1.2838911,1.0699254,1.1403897,1.0631757,1.1474309,1.0794233,1.1831083,1.2601597,1.0186119,0.98880005,0.89342576,0.8586356,0.778358,1.0406194,1.0015882,0.734125,0.8657894,1.1629982,1.2585523,0.89894813,1.2978317,1.1369435,1.1872361,0.87027746,1.2619318,1.273099,1.1294125,0.0,1.0995356,1.137683,1.0817227,1.1436206,0.9616728,0.98530436,1.0478545,0.9534278,1.2783836,0.83576953,0.93296945,1.000364,0.8005667,0.49548352,1.1102288,0.42818028,1.0579278,0.9516506,1.1181295,1.1787355,1.1244793,1.0446142,1.001605,1.0164473,1.0078574,0.86316687,0.7484055,0.92978126,1.1118625,0.9884737,0.7756892,1.0890387,1.0897607,0.9939278,1.105428,1.3352673,1.0723242,1.0361565,0.9229727,0.85632694,1.2409197,1.302346,1.3180838,0.87511957,0.9593304,0.89220715,0.6601856,1.1392977,0.651596
owl,0.84085464,1.1506593,0.73044825,1.0946925,0.8467655,1.0595756,0.9548969,1.1603767,0.98210955,0.9462007,0.98890364,1.1482971,1.2218584,1.0296588,1.0393835,0.94953096,1.0999033,0.96052855,1.0769174,1.0749542,1.0587064,0.89404356,1.2188478,1.2361152,0.8732063,1.2900705,1.0333134,1.1542246,1.0142502,1.314156,0.9427328,1.0990305,1.1129063,1.2062052,0.9187468,0.8969302,0.8485325,1.0356505,0.87806094,1.0818275,1.1862826,1.095917,0.9024292,0.4646114,0.5929142,1.2513214,1.1741925,0.94910055,0.5811879,1.1703129,1.0180359,0.993147,0.70408136,1.1113892,1.0968891,0.8932877,1.167059,1.1662885,0.500907,0.6043488,1.0056006,1.1024764,1.0719507,0.8314801,1.0361522,1.1289656,1.0728048,0.8042284,1.1939662,1.1221561,0.9988828,1.1063951,1.2084895,1.2401474,1.167361,1.1819911,0.98982733,1.0314989,0.9822838,1.0128728,1.0335007,1.2199689,1.19732,1.1037028,0.9943793,1.0995356,0.0,1.0086144,1.1501817,0.9992864,1.1330777,1.1215649,1.0935113,1.1750164,0.90257716,1.0070863,1.1471139,0.80012244,1.0760182,1.0802791,1.1180882,1.1653028,1.1625293,1.0335844,0.9132669,0.9298498,0.99417096,1.0080698,1.0748204,1.1632944,1.0833898,0.97747844,1.105663,0.98278266,1.1300039,0.94099694,1.020469,1.1005912,0.95393354,1.1425055,0.9834919,0.917855,0.89126176,0.99316615,0.9409201,0.9069035,1.1659784,1.013419,1.109092,1.1580456,0.66124296,1.0108508,1.2562778,1.1168748,1.172122
pajamas,0.6544921,0.8837805,1.2844151,0.60348225,1.290023,1.4844637,1.1059735,1.064176,0.65531904,0.84651834,0.59164,1.3599567,0.7229949,0.3687929,1.026168,0.47097814,1.1897194,1.1986805,1.4306588,1.4824538,0.9486493,0.8078615,1.2665178,1.4505476,0.8233068,1.3380018,1.0772854,1.173996,0.6955513,0.7623881,1.3369012,0.7348833,0.3768766,1.0891073,1.0591925,0.98340267,0.8066832,0.6353184,0.922978,1.4695826,0.77776074,1.433352,1.0805124,0.95582724,1.0324631,0.75983465,1.1707431,0.1807645,1.2001209,1.0629969,1.257731,0.57689667,0.8369578,1.1803185,1.0257719,1.2270092,1.28542,1.4956858,1.1168302,0.99235904,0.76676166,1.3317267,1.2791752,1.3953192,0.69840753,0.8516798,1.3860202,1.1393126,0.905172,0.62987566,1.2647922,0.44404793,1.378434,0.859771,1.4087334,0.58349854,1.1076969,1.1858566,0.89635533,0.91788924,1.3324797,1.3469006,1.1393358,1.2143519,1.4037157,1.137683,1.0086144,0.0,0.37916028,0.8464326,1.4805391,1.4388223,1.4345342,1.2927829,0.89707065,1.4016657,1.5176506,1.2070786,0.8696629,1.3736485,1.2529973,0.90929955,1.088515,0.9554592,1.172588,0.39983863,1.1766781,0.40567708,1.1591638,0.6004838,1.3521336,0.55776614,0.9163185,0.7076147,1.4011424,0.8044952,1.369062,1.0350869,1.0651268,1.4503999,1.1630311,1.0600802,0.91613287,0.31128752,0.6295991,1.2846036,1.2233174,1.334437,0.9505926,1.3502394,1.2996075,0.821858,1.3231626,1.3242877,1.017454
pants,0.67652214,0.74276567,1.36728,0.7568156,1.4482201,1.4721152,1.1106749,1.103431,0.828902,0.9394445,0.59277153,1.293726,0.6046022,0.47578895,1.01656,0.5431821,1.1827661,1.2519584,1.4390899,1.5793151,1.0015252,0.99653846,1.1311973,1.2765738,0.9411287,1.1230572,1.0338123,1.0336146,0.6236007,0.5499501,1.4665807,0.7524818,0.58903086,1.0254391,1.0439911,1.0518686,0.9901897,0.568221,1.0036484,1.4278628,0.6968806,1.4568818,1.1550025,1.0437024,1.1041381,0.65109015,1.0348576,0.51685894,1.2612746,0.83298254,1.246896,0.6762313,0.9230428,1.0427929,0.79562455,1.3356009,1.1089076,1.3214937,1.1645374,1.1407232,0.76311743,1.2853485,1.0317144,1.4494641,0.6627837,0.80562973,1.3259408,1.1520017,0.7413412,0.57518566,1.3396184,0.14355981,1.2465829,0.6666225,1.3901801,0.2701667,1.0083416,1.0142769,0.73710483,0.9222296,1.3218347,1.1854477,1.0261644,1.1401472,1.4488387,1.0817227,1.1501817,0.37916028,0.0,0.9496424,1.4536225,1.4470372,1.3354502,1.016216,1.0228362,1.3654926,1.506839,1.3011918,0.698882,1.2837691,1.1511726,0.7585151,0.79310256,1.0046682,1.2499131,0.69649136,1.2296506,0.32330525,0.9698156,0.36969578,1.345293,0.62370336,0.9663903,0.82255584,1.259782,0.918493,1.4737091,0.82621396,1.1638292,1.3966056,1.076147,0.94293714,0.86399925,0.43905753,0.8793891,1.4138606,1.0574394,1.1691948,1.0076219,1.1899334,1.4885328,0.97831285,1.1374327,1.2752417,0.9534161
paper,0.7083888,0.9657599,1.2307199,0.51209843,1.1416159,1.2527182,0.75210434,1.1940942,0.5802497,0.9986,0.72569746,1.3371317,0.85579795,0.6578922,1.0451454,0.7411588,1.0690309,0.583359,1.3727969,1.2434672,0.71342605,0.7412946,1.2414126,1.42062,0.9433168,1.4119294,1.0542829,1.048314,1.0069959,1.0150189,1.2615918,0.88350224,1.0893421,1.243423,0.9122692,0.80102265,0.865184,0.93970084,0.7015238,1.2217952,0.9996458,1.3542492,0.8764808,1.0681055,0.98355055,0.98597455,0.9984098,0.99192154,1.2130017,1.0682758,1.0843458,0.99990755,0.8721547,1.1268225,0.8948358,1.0387962,1.1039478,1.1191404,0.9133988,0.8466128,0.7623569,1.3348432,1.1866019,1.0769168,0.9671815,0.7271296,1.3515927,1.2455353,0.93748975,0.8450569,1.1545745,0.86286414,1.0429915,1.0098431,1.222842,1.0054545,0.88676655,0.9275178,0.85402334,0.8904689,1.2962079,0.8930962,1.223295,1.1513112,1.2884395,1.1436206,0.9992864,0.8464326,0.9496424,0.0,1.1613905,1.0551516,1.1285946,1.3087277,0.66228884,1.2829816,1.2250128,1.1330861,0.9677109,1.3414823,1.3086201,0.9269142,1.223973,0.9098467,0.9263623,0.9904995,0.967545,0.8394438,1.2767136,0.85326403,1.1695117,0.8906982,0.5859468,0.81085885,1.4124016,0.75201595,1.2432619,1.0352694,0.8192489,1.2424095,1.0484058,1.0576016,1.055549,0.81176907,0.39351052,1.1805761,1.21962,1.1560893,0.6754242,1.1394025,1.0660653,0.4378562,1.3581796,1.3328648,1.0351106
pen,1.5281711,1.1116657,0.85532993,1.1929686,0.72412115,0.51468164,1.0374827,0.87786084,1.463218,1.2352569,1.4922574,0.33929193,1.3464851,1.5219562,0.95014644,1.4614387,0.8071842,0.7493225,0.39078498,0.5872714,1.1800753,1.4062974,0.47967845,0.5692051,1.0562768,0.58930486,0.995029,0.64585567,1.3573037,1.2428801,0.689114,1.2832391,1.2507936,0.8101877,1.0570928,1.2945246,1.0908519,1.4196911,1.3807237,0.087065935,1.2960823,0.5280043,1.2310146,1.1456366,1.1253076,1.2326989,0.9245109,1.3814716,0.8556925,0.96877015,1.0549226,1.1808007,1.2621031,0.6519601,1.2858214,0.74820405,0.6710094,0.3357997,1.1472898,1.1043295,1.4256891,0.36640418,0.8077078,0.75295395,1.2695818,1.15439,0.40393388,0.8382663,1.0468944,1.2071764,0.90129995,1.421256,0.30366373,1.1965079,0.4447493,1.3032906,1.2459865,1.0430984,1.3648396,1.3994044,0.46732384,0.54131496,0.61867243,0.8550255,0.54301786,0.9616728,1.1330777,1.4805391,1.4536225,1.1613905,0.0,0.07024777,0.7518351,0.6656566,1.3041246,0.6974445,0.36328942,0.9581075,1.2223482,0.59272957,0.5732781,1.2980028,0.9706211,1.2945528,1.2518636,1.3433917,0.8711014,1.4680606,0.8164356,1.2577109,0.6510427,1.4264735,1.2698321,1.3410103,0.37397778,1.1729821,0.54239714,1.0752686,1.2657588,0.5893353,0.91464245,1.1421275,1.269874,1.4329695,1.3959101,0.77698565,0.6730346,0.53301007,1.0244129,0.5020825,0.74660635,1.2768879,0.45688534,0.37148583,1.059158
pencil,1.4671609,1.0988815,0.8884649,1.0976951,0.7582123,0.5752032,0.9282948,0.9237421,1.3604718,1.2121184,1.4370028,0.47532701,1.3161587,1.450201,0.95500165,1.4187675,0.7765937,0.7723575,0.49724257,0.69411814,1.1455075,1.3142798,0.5001649,0.70452225,1.0373945,0.7273663,1.042258,0.63163835,1.350473,1.2711838,0.7682595,1.2334975,1.2625132,0.7983251,1.0282261,1.2391559,1.0124407,1.4069993,1.2961354,0.17724371,1.3107169,0.6275953,1.1667889,1.1610773,1.1164227,1.2200472,0.94373256,1.370455,0.91079175,0.9461119,1.0102489,1.1926761,1.2058386,0.64836603,1.2566935,0.7650383,0.73385733,0.37621415,1.137799,1.0551566,1.39388,0.47386026,0.87979794,0.8002454,1.2355663,1.0327721,0.5534811,0.9404238,0.9892112,1.2073727,0.9011483,1.4124177,0.3289019,1.2022707,0.49443346,1.308641,1.2092959,1.0014874,1.3180956,1.3363061,0.53272974,0.601323,0.6560348,0.8486208,0.61645466,0.98530436,1.1215649,1.4388223,1.4470372,1.0551516,0.07024777,0.0,0.76540434,0.79905844,1.2948952,0.78827405,0.49285007,0.9482608,1.2501547,0.7340168,0.7186254,1.3022834,1.0657961,1.2008107,1.1780194,1.3506777,0.8464582,1.4398968,0.93591595,1.2727586,0.6981362,1.352927,1.1720386,1.3033042,0.52675724,1.1457995,0.5663752,1.0768143,1.1856667,0.657187,0.8969947,1.1654807,1.3349395,1.3772963,1.2923338,0.82045174,0.6922153,0.5635677,0.89057225,0.5992262,0.77973014,1.1656388,0.5625922,0.48563224,1.0555981
pickle,1.1575722,1.0178205,0.8927264,1.3077697,0.80166996,0.57330656,0.5703554,0.9309282,1.2368081,1.1670697,1.4143703,0.8285915,1.2623872,1.3360136,0.9609388,1.3074433,0.8394145,0.8896902,0.7508449,0.6891495,1.1175703,1.1737875,0.86799526,0.7283422,1.0987698,0.7695639,0.98986703,0.8796555,1.2419628,1.2026412,0.7840571,1.2592177,1.2364678,0.94900906,0.8562125,0.9967449,1.046602,1.3447778,0.97536093,0.64139557,1.2103937,0.70765924,1.0021913,1.1328089,1.0950719,1.1950747,0.9087116,1.2743297,1.0221888,1.0720923,0.7625708,1.2607033,1.2737277,0.97878575,0.91648805,0.7286134,0.8488147,0.6329003,0.9126627,1.0939445,1.0919797,0.9319488,0.8124132,0.7181431,1.3578899,1.1958262,0.85249907,0.9452001,1.1662089,1.2103672,0.6660925,1.3644773,0.7555665,1.1629223,0.7856577,1.2349601,0.6237435,0.82065725,1.0088105,0.9238388,0.85870266,0.69019276,0.9515433,0.94444025,0.68962085,1.0478545,1.0935113,1.4345342,1.3354502,1.1285946,0.7518351,0.76540434,0.0,0.7880057,1.0333394,0.63944495,0.6175686,0.8792536,1.0646836,0.82956684,0.93130845,1.1059505,0.96438986,0.9948396,0.6646628,1.2254423,0.8086138,1.4499162,0.870758,1.3132777,0.71030474,1.3492527,1.0737647,1.2631209,0.7575122,1.2144035,0.5854802,0.88119,0.8188323,0.593171,0.908404,0.893844,1.1905738,1.4562958,1.3799174,0.79263383,0.91129315,0.8459558,1.037214,0.624047,0.7425566,1.2140342,0.8238684,0.88543165,1.0902759
pillow,1.1595705,0.89352566,0.9249383,1.1628339,1.0141392,0.6219073,1.2433407,0.916378,1.547831,1.1563162,1.0632899,0.42013943,1.1021608,1.2740768,0.8427605,1.0331186,1.0006578,1.0130134,0.7334534,0.77907854,1.1876445,1.3683566,0.7802004,0.49706686,1.1396759,0.44157344,0.98238707,0.7115373,1.1086528,0.78420305,0.92294955,1.2337112,1.0092769,1.0010785,1.2335668,1.3708661,1.3248067,0.863299,1.32967,0.57921624,0.95358115,0.731194,1.3783131,1.0230829,1.0346953,1.0645841,0.79844373,1.2172685,0.8643329,0.8421054,1.0230467,1.1615845,1.2973071,0.6520396,0.9262751,0.96540296,0.42682993,0.6102979,1.1596739,1.2640443,1.394388,0.5736606,0.45006698,1.0223562,1.163654,1.1424546,0.5265806,0.8212745,1.2008964,0.95976263,1.2252715,1.0021544,0.7776884,1.0352967,0.7281303,0.91350687,0.9765034,0.9230938,0.97364855,1.423741,0.6773437,0.45736706,0.6029401,0.80688334,0.6443925,0.9534278,1.1750164,1.2927829,1.016216,1.3087277,0.6656566,0.79905844,0.7880057,0.0,1.2723746,0.6816512,0.5218975,1.0512549,0.9367998,0.5528095,0.5124005,1.1054466,0.76723677,1.2112229,1.2880635,1.2050302,1.2413117,1.1499788,0.6486716,0.8759249,0.9060044,1.3290902,1.4150195,1.3812274,0.3729115,1.205203,0.76565135,0.729009,1.3443323,0.86787236,0.9882382,0.93231153,1.0354011,1.2964272,1.5911574,0.9675498,0.57530457,0.57817787,1.383647,0.30607378,1.0960232,1.5810392,0.5143354,0.56376827,0.95633674
pizza,0.6128962,1.0405908,1.1689037,0.9102791,1.0981991,1.2928803,0.72581697,1.3257339,0.59795797,0.847185,0.8763082,1.309972,1.0168071,0.803244,1.0102673,0.803718,1.2079855,0.94951093,1.377517,0.97392946,0.85501075,0.36073947,1.3858305,1.4249935,0.9544375,1.4232159,0.9624767,1.0173935,0.8159769,1.2306782,1.0919428,1.0885056,1.0703613,1.2994242,0.9433775,0.6353846,0.8146345,1.0171919,0.33646888,1.2415285,1.147914,1.3621404,0.5994348,0.90901506,0.9154553,1.1771827,1.2016143,0.9308597,1.1112105,1.1782285,0.98279655,1.0276316,0.93919826,1.2507573,0.62309504,0.9182421,1.1758499,1.0624616,0.7308935,0.92745817,0.5320239,1.3906612,1.1271346,0.897102,1.0618689,0.95463485,1.3613477,1.0712593,1.0839758,1.06435,1.0706995,0.9958686,1.1059859,1.0960085,1.3719368,0.99786884,0.72726107,0.9491012,0.8028141,0.58990145,1.2561815,1.2415161,1.3368995,1.1764657,1.1702695,1.2783836,0.90257716,0.89707065,1.0228362,0.66228884,1.3041246,1.2948952,1.0333394,1.2723746,0.0,1.1382937,1.0609448,1.1409421,1.0657076,1.327067,1.2596445,1.1188259,1.0708702,0.83123696,0.6386732,0.8550214,0.97243273,0.96500826,1.1922143,1.0140634,1.0503678,0.95073116,0.729866,0.8771626,1.3192029,0.80959946,1.200387,1.1556431,0.48875505,1.0999804,1.0359231,0.8917571,0.8351288,0.9618591,0.656304,1.0951556,1.2996104,1.1195192,0.78880954,1.2509335,1.0782783,0.52213144,1.4522516,1.3395661,1.1989242
plant,1.2778913,1.0454799,0.8363315,1.2923412,0.77478254,0.6319754,1.0309042,0.8092866,1.4286627,1.07091,1.3528402,0.63126785,1.3415269,1.402993,1.0719602,1.3716092,0.9568893,1.0327747,0.56410515,0.6422295,1.1938236,1.227377,0.70586276,0.5457425,1.0446634,0.5646309,0.8815794,1.0444435,1.1987275,1.1383545,0.66880846,1.1522309,1.2028141,0.926685,1.129393,1.2794156,1.0151454,1.2468548,1.0855016,0.6694641,1.0893724,0.5567775,1.0995264,0.9951586,0.9852588,1.083722,0.9808681,1.2430764,0.8445696,1.0424173,1.0099413,1.1926892,1.16298,0.9622194,1.0908108,0.44447958,0.898714,0.6644364,0.92971456,1.0314583,1.2063683,0.74990946,0.75333995,0.7805009,1.1836988,1.2343433,0.6675827,0.65220547,1.0844384,1.2178527,0.8388223,1.3597491,0.8591539,0.96471447,0.6442531,1.2870268,1.1057746,0.9422921,1.2301896,1.1892998,0.7932551,0.8414155,0.92188686,0.8955152,0.7205583,0.83576953,1.0070863,1.4016657,1.3654926,1.2829816,0.6974445,0.78827405,0.63944495,0.6816512,1.1382937,0.0,0.6729113,0.8844976,1.1591324,0.59765995,0.75635296,1.0116637,0.74037385,1.0578922,1.0427288,1.1979718,1.091542,1.3494474,0.8348882,1.3136425,0.7846992,1.2593389,1.3272396,1.2617317,0.66534704,1.1982262,0.6680694,1.0969518,1.0603932,0.7065928,1.0225372,1.0408579,0.991778,1.358265,1.3646373,0.8506841,0.8865371,0.81053317,1.2737738,0.67789555,0.8431463,1.3900199,0.57930803,0.70877635,0.8518813
plate,1.4791954,1.1789161,0.8151983,1.3378348,0.7737027,0.42162895,1.0555478,0.9422766,1.3124473,1.2019883,1.446815,0.4017551,1.299684,1.5175831,0.9503654,1.4596013,0.8833069,0.7912315,0.46149898,0.26751816,1.1171312,1.2322068,0.6953912,0.42771024,1.1661409,0.44866914,0.9454785,0.7249239,1.3547736,1.1729712,0.5588178,1.3548403,1.24325,0.8625572,1.0721751,1.148725,1.192089,1.3532841,1.2219514,0.31990814,1.2878838,0.4466868,0.9888192,1.2107636,1.2071129,1.2293473,0.7989281,1.399744,0.83266485,1.1123375,0.7866289,1.301079,1.325174,0.78281206,1.1768856,0.80133235,0.6148102,0.4213239,1.1456282,1.108599,1.3023869,0.55160314,0.85782653,0.71498054,1.3770015,1.3031546,0.48721528,0.9201134,1.2318524,1.2817025,0.79971266,1.4928893,0.5422423,1.2852696,0.45265365,1.3409482,0.9579483,0.95888627,1.3209484,1.2402062,0.5516118,0.50723416,0.77044725,0.9498049,0.46473646,0.93296945,1.1471139,1.5176506,1.506839,1.2250128,0.36328942,0.49285007,0.6175686,0.5218975,1.0609448,0.6729113,0.0,0.98091125,1.2780399,0.50577223,0.61755884,1.2269166,1.002643,1.2176313,0.89187086,1.3767896,0.90543056,1.5022354,0.84817255,1.2793326,0.58103055,1.4108448,1.1184413,1.3963702,0.43972862,1.1889744,0.4765433,1.0641817,0.9727217,0.4813168,1.0127847,1.0427011,1.1657828,1.5298672,1.3923175,0.57954735,0.77318186,0.6493559,1.2256212,0.4397686,0.8188814,1.2620115,0.538105,0.5716932,1.0303025
pumpkin,1.0889488,1.1829735,0.10935223,1.1240675,0.5049814,0.6478064,0.95989746,1.0308622,1.2400649,1.1799096,1.2220256,1.0420558,1.23205,1.2267237,1.1978769,1.1870468,0.99602056,0.93793535,0.80803585,0.8460853,1.081243,1.2578399,1.0761,0.8585739,0.98622537,1.0443133,0.91330546,1.035606,1.2657135,1.2119828,0.84238183,1.2207155,1.1406825,1.0058856,1.1212094,0.969822,1.1129744,1.1095097,1.2572067,0.9228487,1.2080657,0.70555127,1.0533214,0.74781466,0.62250036,1.2948046,1.0187713,1.1495328,0.6501071,0.9960717,0.6867947,1.1835188,0.8355331,0.94003695,1.0961363,0.94067377,1.1243607,1.13542,0.6873688,0.8736171,1.1635178,0.9371005,0.8918157,0.71180034,1.0669104,1.0579188,0.8130944,0.89401037,1.1844381,1.1644015,0.65383184,1.2640582,1.0775375,1.2318307,0.9512051,1.2974874,1.0342665,1.0757575,0.9022208,1.1482494,0.8302605,1.0314244,1.0496895,0.79795533,0.57774466,1.000364,0.80012244,1.2070786,1.3011918,1.1330861,0.9581075,0.9482608,0.8792536,1.0512549,1.1409421,0.8844976,0.98091125,0.0,1.064071,0.93701696,0.99297965,1.1860192,1.0907933,0.9981103,0.9205075,1.082751,0.96771127,1.1701405,0.9966017,1.3052607,1.0051569,1.2136706,1.1598324,1.0875068,0.96245366,1.1637118,0.9382175,1.0350666,1.1139748,1.0139782,0.85002625,0.8067738,0.9789657,1.1670007,1.130922,0.7129253,1.004869,1.054137,1.0433683,1.0490829,0.49846542,1.1242993,1.0823226,0.9369922,1.130159
purse,0.76603377,0.927643,1.2024235,0.9266288,1.2052419,1.3841087,1.1299201,0.80260277,0.912136,1.0177552,0.6590359,1.2444487,0.5690818,0.8343649,1.0153298,0.63808227,0.815318,0.8250716,1.1485318,1.1849419,0.5223271,1.0640854,0.95882976,1.0239588,0.98481303,0.9834946,1.0099891,1.1899728,0.96588707,0.56729645,1.1133558,0.83320564,0.95590097,0.9467221,0.93430054,0.99562246,1.0795697,0.6697042,1.059094,1.2585919,0.4983191,1.136137,1.0812382,1.0260367,0.97324824,0.8774314,0.85001,0.9275371,1.2037517,1.0864753,1.217639,0.9627659,1.0679992,1.2711561,0.92502856,1.2636006,1.0645618,1.2261398,1.030328,1.0525275,0.91227794,1.1913303,1.048683,1.0801771,1.0447764,1.0123736,1.2532278,1.1254406,0.9240905,0.5657246,1.0103108,0.7060653,1.0002753,0.66009045,1.3206167,0.8351747,1.1079828,0.88571966,0.83122253,0.98968214,1.4116726,0.90531796,1.2340223,1.2545354,1.4020051,0.8005667,1.0760182,0.8696629,0.698882,0.9677109,1.2223482,1.2501547,1.0646836,0.9367998,1.0657076,1.1591324,1.2780399,1.064071,0.0,0.841208,1.2138901,0.7588421,1.0514019,1.1080621,1.1203423,0.9341673,0.85029316,0.8390301,0.80904084,0.7713444,1.0391796,0.91115737,0.80539155,0.8643315,1.1884432,1.1022704,1.2245882,0.78488505,1.1076728,1.060262,0.9456528,1.0443028,0.85402346,0.8823504,0.93627024,1.0563054,1.2333858,1.3047459,1.0061116,0.960943,1.0804275,0.8020163,1.012939,1.2529306,1.0547632
radio,1.438535,1.141802,0.86146694,1.3517723,0.8340423,0.68205905,1.3585304,0.67311424,1.4136941,1.1387293,1.2203662,0.48142016,0.9977794,1.4575784,1.0140506,1.3129168,0.6870584,0.76276577,0.5059335,0.535797,0.86901927,1.3583914,0.6169208,0.37225115,1.0764587,0.37937927,0.7272461,1.1171395,1.1989723,0.8637926,0.5332343,1.0909036,1.1655892,0.7820722,1.1487834,1.2997357,1.2591743,1.0713621,1.3548753,0.6212185,0.8421211,0.48607123,1.2952178,1.0914307,1.1084068,0.9644122,0.6515946,1.2776413,0.8359295,1.2030756,1.2088174,1.1604567,1.247299,1.024763,1.3259809,0.8098665,0.8089623,0.7423384,1.2261999,1.1143186,1.2967565,0.66864276,0.9342611,0.7943329,1.2815795,1.361114,0.6165965,0.7673985,1.09715,1.0381,0.80039316,1.3018599,0.78446066,0.8721044,0.57806975,1.3033015,1.3005681,0.8744628,1.3860558,1.3284354,0.81688225,0.6783813,1.0112215,1.1098511,0.787445,0.49548352,1.0802791,1.3736485,1.2837691,1.3414823,0.59272957,0.7340168,0.82956684,0.5528095,1.327067,0.59765995,0.50577223,0.93701696,0.841208,0.0,0.71349484,0.74984604,0.7986237,1.2237661,1.214534,1.2834558,1.1003236,1.3212876,0.7500874,1.1989144,0.86056197,1.2304707,1.1166639,1.2534542,0.58907014,1.1662208,0.56072557,1.16532,1.2312663,0.75085014,0.9965588,1.1027203,0.9736325,1.3519456,1.356177,0.77587515,0.9671514,0.8870051,1.4849882,0.5535239,0.82285565,1.2904553,0.41628158,0.6897491,0.7355028
