,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
ladder,0.8574399,1.3341334,1.3717431,1.0972424,0.6313117,1.2360967,1.4345179,1.3024673,0.8651682,0.6969599,0.95113933,0.4337346,1.328735,0.56599385,0.7807165,0.9382015,0.76647854,0.83968616,0.96703327,1.3313553,1.3410463,0.62371314,1.2824035,1.0661513,1.073984,1.2335337,1.1900016,0.96024746,1.2749438,0.94417584,0.36666584,0.9104448,1.167696,0.57368994,0.8108673,1.2752411,0.81506634,1.0721016,0.5510022,0.96935165,1.4356654,0.42435312,1.354775,0.8686609,0.94276834,0.76664954,0.81033766,0.84919375,0.8213236,0.7795974,1.0473427,1.3666981,0.84947777,0.91987824,1.3153076,1.317729,1.155467,1.1504036,1.1827993,0.69690794,1.3480487,1.0179073,1.3171773,0.8584663,0.82769084,0.9840049,1.4304352,1.0130262,0.75432587,0.7641126,0.87827754,0.65062845,1.0130738,0.0,1.262705,1.0674369,1.0071607,1.0192407,0.85637116,0.95218575,0.7203187,1.1831506,1.153213,1.4371755,1.2102873,1.2709711,1.2895086,1.3785753,0.56971085,0.78095526,0.7374897,0.66738456,0.7928605,1.0082123,1.4067788,1.3666384,1.2025946,1.3917067,1.3496907,0.8212725,0.9439684,1.3299005,1.1282322,1.1677287,0.94176584,0.7158886,1.0563766,1.1909978,0.72218496,0.9876022,1.1270434,0.87536824,0.7134708,0.7058928,0.90270615,1.2389534,0.8704106,1.1210195,0.52848935,1.4551752,1.0535212,1.4435053,0.8500221,1.295058,1.218885,1.22574,0.7640562,1.2534087,1.0951569,0.6529527,0.5941707,1.3171601,1.3710253,1.3821762,0.9221088,1.1246183,1.2016373,0.68371797,0.95564544,1.0601693,1.3405428,0.8417819
lamp,1.4720807,0.57943386,0.8201737,0.99999124,1.3689225,0.83100325,0.45353025,0.9628518,0.80810213,1.182309,1.2226956,1.3081262,0.49468935,1.0915365,1.4692329,0.95292306,1.3545643,1.0513405,1.0943364,0.4361868,0.5712802,1.1872184,0.9505182,0.5513402,0.8026701,0.7725464,0.47873682,0.9029624,0.87077653,1.091298,1.0904479,1.3385186,0.841252,1.1660699,1.2158254,0.78366077,1.0771489,0.857368,1.170418,1.1641331,0.40660655,1.1096337,0.46386337,1.1630003,1.156292,1.4119987,1.3941474,0.77965117,0.85805964,1.2567405,1.1806159,0.772782,1.1327525,1.2996178,0.92289007,0.78430533,0.812775,0.4819259,1.1466645,1.3435421,0.62299114,1.2505319,0.9338321,1.2770591,1.3605595,1.3494194,0.5053332,1.0010307,1.1868647,1.3430161,1.2350287,1.4487115,0.68796,1.262705,0.0,0.83637124,1.1906334,1.2860739,1.139521,1.335244,1.2699305,1.0253668,1.090842,0.45657074,0.9200247,0.82834077,0.81826943,0.6436989,1.2663276,1.0680829,1.4740883,1.3527455,1.2935039,1.2477534,0.35313225,0.43196893,0.81913304,0.8160156,0.55318296,1.3981255,0.8905212,0.65095544,0.96387506,0.9936617,1.3900489,1.3648679,0.68720067,0.74617183,1.0369366,1.0753387,1.0634327,1.3130763,1.1194955,1.4376917,1.1733639,0.4895817,1.0255538,0.61110985,1.2256341,0.5387266,0.91815704,0.52655953,1.1355199,0.81767297,0.40062666,0.8333684,1.2668424,0.86024785,0.90288925,1.4405986,1.420644,0.7030597,0.7482779,0.55411613,1.1186754,0.95832163,0.9548958,1.4168954,0.99846584,0.51051104,0.6887999,0.72176665
leg,1.2239254,0.8814306,1.0780073,0.78806335,1.157364,1.1612169,0.9007489,0.9647497,0.83811295,1.2311103,0.7905277,1.2152736,0.7527119,1.1152728,1.1146173,1.0020982,1.071401,1.1359038,1.116268,0.72048354,0.8994,1.0847054,0.98240846,0.6383027,0.84519964,0.94799334,0.5015718,1.2111207,0.8852016,0.9711752,0.9519814,0.9919581,1.0836579,1.077802,1.0211058,0.9824103,1.0825493,1.09099,1.0792748,1.1317137,0.79149276,1.0171947,0.75041485,0.8002795,1.2382638,1.2221477,1.1574209,0.7845496,0.98719805,0.98213905,1.1552478,1.0121248,1.0541108,1.2360715,0.88772786,1.1185571,0.9384118,0.91689014,1.1979567,1.2300155,0.818066,0.9188885,1.1304771,1.1853862,1.0156244,1.0373914,0.75460386,1.0776215,1.0742781,0.77449214,1.0605426,1.0829823,0.9816718,1.0674369,0.83637124,0.0,1.0500504,1.2313998,0.95245576,1.0873406,1.1750461,1.0344243,1.1230552,0.8632457,0.7800855,0.74813557,0.86318135,1.0180862,1.0725169,1.0864828,1.1176559,1.0471588,1.2121953,1.1738682,0.82758325,0.8463254,0.98294944,0.99569136,0.6152241,1.275682,0.92090714,1.0368829,1.0781152,0.9998729,1.1407244,1.0986475,0.9406563,0.84899795,0.99598926,0.7717408,1.1520314,0.95714647,1.2528225,1.1174095,0.9387566,0.7089066,0.881467,0.9931461,1.2408658,0.82251334,1.055817,0.81798583,0.70790243,0.9897758,0.7923347,0.91842556,1.0677847,1.0092431,1.1006514,1.12007,1.3214622,0.9151332,0.82977545,0.79355437,1.1213617,0.73365843,1.0508512,1.3170818,1.1150836,0.70714116,0.79123366,0.93682253
meat,0.83795685,1.1029626,1.2182966,1.018638,0.737012,1.212557,1.2271086,1.1260408,1.2214515,0.7819014,0.6972425,0.904845,1.0959436,1.0217563,0.5729965,1.1063397,0.7752225,0.9466955,1.1870736,1.2690032,1.3456529,1.1457213,1.0781201,1.2327976,1.3472869,1.2011955,1.2896316,0.9999151,0.83503807,0.6045805,1.1426626,0.8935216,1.2446622,0.8947575,0.6449801,1.070338,0.9308567,1.1013473,1.0553617,0.9807833,1.2257383,1.0905757,1.3235999,0.9082894,1.048072,0.7782835,1.1196904,1.1337892,1.2206377,0.7925676,0.77214974,1.0326751,0.9140799,0.66009194,1.0021515,0.9983063,1.206032,1.2017384,1.1681824,0.8212471,0.9089044,0.9468715,1.3079228,0.62550944,0.882785,0.844634,1.0642866,0.7576842,0.8989396,0.65719056,1.0549766,0.6729708,1.2066646,1.0071607,1.1906334,1.0500504,0.0,0.97570455,1.2144552,0.8407895,1.1165832,0.9191463,0.9586029,1.0591375,1.2049998,0.8785139,0.9112887,1.251374,0.91191226,0.91481745,0.6130705,0.725419,0.92331624,1.1203059,1.2829517,1.2094309,1.1814947,1.0805501,1.2252659,0.8383716,1.2161962,1.285486,1.1587261,1.0150452,0.8900732,1.0629736,1.3257424,1.0989065,1.2123953,0.9767684,1.1548324,0.6954977,1.0364155,0.6030213,1.0010465,1.237036,0.8550842,1.2039247,0.8156228,1.1856923,0.9120182,1.1750166,1.0070184,1.1547762,1.2932224,1.0410602,0.95272833,1.2497079,1.1884803,0.6801842,0.8108327,1.2538555,1.0277263,1.0780168,0.9984005,1.2202834,1.3803929,0.95004153,0.88011277,1.3037481,0.9371772,1.0012732
melon,0.81314397,1.1280335,0.45092118,0.8762557,0.8542122,0.67728454,0.9475436,0.8862154,1.197399,0.90043974,1.0768555,1.0065428,1.247761,1.0313516,0.81640023,1.1250384,0.9832513,0.956963,1.0252911,1.2843677,1.0687551,0.9465596,0.92695725,1.2450867,1.0719821,1.1149211,1.3462999,1.0670729,1.0585396,1.0421648,1.1090462,0.84494376,0.9943903,0.9807393,1.0594223,0.9688631,0.98303634,0.8429387,1.0781273,0.8785181,1.2819958,1.1178625,1.209553,0.998826,0.64278835,0.92568445,0.8221177,1.1489223,1.101646,0.99342096,0.8852299,0.8119545,1.1313548,0.96879417,1.0179673,0.90030074,1.0478082,1.329532,0.85670257,0.78552526,1.2868167,0.9123658,0.6799135,0.98402405,0.71148336,0.77944654,1.2101682,1.1972375,0.9249557,1.051515,0.86741436,0.8760277,1.1711097,1.0192407,1.2860739,1.2313998,0.97570455,0.0,0.94288486,0.8617569,0.7621459,1.0491832,0.73146415,1.2226033,1.0858687,1.171026,1.1198316,0.8903338,0.97859186,1.1171745,0.9583266,0.9434342,0.8941231,0.8613956,1.3442018,1.306344,1.1563936,0.730864,1.2766004,0.79603004,0.9237179,0.93293124,1.1835747,0.9447079,0.8072502,0.9446806,1.2045462,0.9582552,1.0585798,1.0530144,0.6141263,0.9539673,0.9906738,0.9541737,1.0111469,1.3486147,1.0561432,1.1502707,0.9739711,1.2753134,1.1523058,1.0855879,1.0105383,0.93977636,1.3437352,1.1227415,0.969977,0.7754522,1.1691482,0.9821052,0.8530372,1.0598443,1.1496423,1.2191238,0.8203005,1.1426822,0.8717767,0.7499015,1.0171734,1.325161,1.256887,1.1234823
milk,0.98945,1.2119423,1.0939443,1.1029406,0.97719145,0.8364145,1.1263968,1.1510386,0.8504311,0.9384478,1.0851107,0.8442676,1.2383281,0.8649416,0.9354122,1.0969516,0.949563,1.0384369,0.654799,1.0623242,0.8163624,0.58270025,1.172599,1.0359696,0.33072805,1.0729496,0.98029536,1.1258686,1.2753153,1.1795225,0.7922529,0.94757646,0.9330699,0.89409125,1.054117,0.93022156,0.98366815,1.0414929,0.8591578,0.9573022,1.2602626,0.7877977,0.89724624,0.9416309,0.8315203,1.083335,0.82165796,0.89715904,0.89048046,0.9642208,1.1416031,1.1731747,0.9840756,1.0027831,1.2006755,1.1678967,1.0426527,1.2235063,1.0266724,0.786735,1.3367038,1.0170755,0.833975,1.0157051,0.9257546,0.9978454,1.2705643,1.209378,0.9730749,0.978165,0.53207,1.0186006,1.1842386,0.85637116,1.139521,0.95245576,1.2144552,0.94288486,0.0,0.98794746,0.9011356,1.1330057,1.1697218,1.3041854,1.0126323,1.2287271,1.244128,1.047921,0.87098306,1.0053908,0.9589845,1.0310459,0.71916527,0.9110726,1.266661,1.3021429,1.0611683,1.163442,1.1951568,0.9023582,0.90132964,0.80708146,1.0785367,1.068638,0.9450062,0.68660784,0.8290099,1.0665278,0.6280685,1.0441457,0.79806936,1.0361197,1.1042655,1.0081159,0.97093445,1.1992908,0.96171206,0.9727243,1.011267,1.342361,1.1293025,1.1910527,0.8337029,0.95919114,1.173895,1.1257339,0.9892172,1.0023116,1.1277988,0.94563824,0.7871005,0.8468808,1.27262,1.3334254,0.9267418,0.9587007,0.8272443,0.6846753,1.0338321,1.0414807,1.3285491,0.9381968
mitten,0.75086397,1.082843,1.102181,0.9764822,0.7382748,0.9395789,1.2300824,1.1140374,0.9497801,1.012798,0.78271675,0.93420136,1.3388963,0.93331,0.8634721,1.1485819,0.71886754,0.9765681,0.8753378,1.388242,1.1787515,0.8641513,0.8958482,1.4020023,1.2144744,1.1070114,1.438309,1.254359,0.9971192,1.0486586,1.0559304,0.8217265,1.09747,1.1598539,0.9917274,1.0481961,0.75799966,0.82781166,0.98188823,0.7575515,1.333882,0.9866646,1.3050611,1.0031679,0.7604359,0.77710843,0.66753757,1.3228308,1.0622754,0.8004042,0.87976795,0.9869298,0.9438172,0.9309364,0.8049236,1.0431255,1.2322876,1.2592534,0.9119612,1.0047979,1.1987619,0.1268673,0.89795285,1.0175445,0.69062704,0.44464087,1.2338624,1.1331261,1.0468388,0.9707992,0.9647127,0.8514551,1.1580534,0.95218575,1.335244,1.0873406,0.8407895,0.8617569,0.98794746,0.0,0.9622194,0.9368432,0.8632904,1.2568477,0.5173196,0.9909545,1.0780692,1.1221359,1.0135926,1.0544331,0.8069757,0.9408692,0.78059536,0.8899359,1.3363402,1.3226547,1.1973209,1.1232402,1.3014158,0.8073118,1.2098062,1.1017575,1.0101544,0.9817181,0.6389998,0.890796,1.161275,1.1486309,1.0835077,1.1042016,0.9179758,0.85226315,1.0121098,0.8677251,0.9036678,1.3916347,1.184284,1.3533368,0.97160447,1.2055541,1.132559,1.3355856,0.81439215,1.1086503,1.3743552,1.0457988,0.96149415,1.0810537,1.1077083,0.8413348,0.78967375,1.0530682,0.98963475,1.1774634,0.75564647,0.7457011,0.98695505,0.75149477,1.0374452,1.3669442,1.1384317,1.1713216
motorcycle,0.87477577,1.1796541,0.99645513,1.0877539,0.9651644,0.98668194,1.2253112,0.99507457,0.94402313,0.9828525,1.0876594,0.87147504,1.26544,0.92150354,0.94485176,1.0178493,0.995614,1.06713,1.0063177,1.1756828,1.1962392,0.92854106,1.0933136,1.0618011,0.98452026,1.1511753,1.1393399,0.8164847,1.0678141,1.0761333,0.72579026,0.8937846,0.958585,0.90949667,1.0399115,1.1477569,0.86472404,1.0506542,0.85146844,0.9976474,1.2371349,0.8828094,1.2187655,0.91597795,0.83454216,0.8817149,0.74546945,1.01598,1.0231066,0.99690026,0.9882617,1.1347855,1.0657959,1.0145438,1.1494606,1.154268,0.9697287,1.0232089,0.87713397,0.7836147,1.2479304,0.8651813,0.8039706,0.9832313,0.8939238,0.930879,1.2463613,1.1304693,0.7448803,0.9764868,0.82752573,0.8029151,1.0133821,0.7203187,1.2699305,1.1750461,1.1165832,0.7621459,0.9011356,0.9622194,0.0,1.1020424,0.9613628,1.3218806,1.0487263,1.1789325,1.1895123,1.2159091,0.7770164,1.0295908,0.9892687,0.82438505,1.0158546,0.9040944,1.2014813,1.2393826,0.99084306,1.0050143,1.2008536,0.9435599,0.9278715,1.1246072,1.0891238,1.0712308,0.9313368,0.6957182,1.0178047,1.0461926,0.87602556,0.9269729,0.9465002,1.0163023,0.7554965,0.9348673,0.8551462,1.1748713,1.0848081,1.1177397,0.89977074,1.2389175,0.961747,1.2413733,0.90422034,0.9923349,1.0864272,0.97530484,0.7918801,1.102107,0.8483697,0.94413674,0.9431946,1.1738442,1.2218571,1.2570426,0.8566232,0.964724,0.8661948,0.7942767,1.1598024,1.1086472,1.2008761,1.1016858
mouth,1.202358,0.6471584,0.88260144,0.849572,1.209206,1.0313442,0.97531074,0.93010384,1.1717402,1.2620082,0.97467417,1.2778794,0.98883826,1.21771,0.8611855,1.3356491,1.2219508,1.0990326,1.1933261,1.0570973,1.1544942,1.2118597,0.67688644,1.0408401,1.158944,1.1271696,1.025439,1.2206197,0.5051132,1.2155192,1.2387877,1.1409223,1.0699279,1.207168,1.1742592,0.8934245,1.0276966,1.0302614,1.2353704,0.8868647,0.8799821,1.259234,1.0607849,1.0834203,1.0902128,1.2207372,1.177913,1.2202919,1.1761478,0.9574204,0.5853168,0.6850393,1.1278298,0.7952092,0.4186573,1.0672021,1.1277586,1.0592669,1.0978304,1.2179792,0.5201142,0.95185095,0.8847958,0.8134639,0.87321794,0.7296842,0.86238015,1.2256482,1.079533,0.9988677,1.1510242,1.02281,1.0587734,1.1831506,1.0253668,1.0344243,0.9191463,1.0491832,1.1330057,0.9368432,1.1020424,0.0,0.90596014,0.70344174,1.0473276,0.41566837,0.37412757,0.97498333,1.2318289,1.1904032,1.0500413,1.0461711,1.1573327,1.0710577,0.9756251,0.9036936,1.0159982,0.7614066,0.9498185,0.99397945,1.1782715,1.1614202,1.1101149,0.8553856,1.0898968,1.2435317,1.2142651,0.8965638,1.2607771,0.92302495,1.0586473,0.9554476,1.2045075,0.9924808,1.0240308,0.9311496,1.2075833,1.23664,1.2570698,0.73025614,1.1399715,0.9143734,1.037227,0.8687005,0.9952986,0.69793755,0.92321694,0.88251317,1.0466287,1.0713652,1.2389967,1.072061,0.46005452,0.4343542,1.0058857,1.1362972,1.1829147,1.236182,1.0986627,1.1401765,0.47162294,1.2043779
muffin,0.9955362,0.95328254,0.6629802,0.5293617,1.1985607,0.816199,0.8410095,0.5958524,1.1435387,1.231509,1.004861,1.3392926,1.1683753,1.3127028,1.0756193,1.2093627,1.1735868,1.1068811,1.2318931,1.1658078,1.0508417,1.2067177,0.33233654,1.3193204,1.1654733,1.0491015,1.1992455,1.1483843,0.7093332,1.1091406,1.2707443,0.848583,0.9670175,1.2491329,1.1717869,0.7064645,1.151268,0.61981857,1.2764647,0.5960591,1.0776358,1.3064673,1.0962377,0.9832231,0.86527133,0.9885681,0.7348154,1.3143407,1.2437088,1.0993587,0.793168,0.4331385,1.2069986,1.0539937,0.81359696,0.9863502,1.0581505,1.1210251,0.78763735,1.1068408,0.9757353,0.8892281,0.772004,1.0765622,0.5932074,0.8501394,0.98968095,1.0902234,1.1202013,1.1546965,0.9874404,1.0617572,1.1474199,1.153213,1.090842,1.1230552,0.9586029,0.73146415,1.1697218,0.8632904,0.9613628,0.90596014,0.0,0.9770059,1.0013398,0.8855589,0.80210406,0.6088457,1.3136606,1.2541416,1.1463089,1.072866,1.1535684,0.7504672,1.1496735,1.1006242,1.0520362,0.701118,1.0571235,0.80864,1.1454408,0.9338155,1.025971,0.73695934,0.6536734,1.2641039,1.2346818,0.8702987,1.2583075,0.8231341,0.74655163,1.0062006,1.2462133,1.0987463,1.0501564,1.1052235,1.2733705,1.281519,1.2571986,0.84417677,1.0576197,0.8621534,1.0533464,0.69774085,1.0939221,0.9011372,1.0244467,0.7741972,0.8487723,1.1549098,1.1813629,0.9830873,0.8369186,0.900999,1.1251239,1.1050394,0.90975744,1.1014677,1.1591525,1.3394245,0.93620557,1.2863832
nail,1.4673693,0.5262307,0.58432186,0.82644874,1.4443723,0.8164127,0.32027042,0.73261297,1.124672,1.3823404,1.2030078,1.4917,0.3477559,1.3847818,1.3470224,1.1482008,1.455546,1.2423353,1.1799365,0.28331256,0.6329347,1.3813692,0.72697973,0.71538234,0.9763637,0.826554,0.48815703,1.0950159,0.56912374,1.1790676,1.3903203,1.320342,0.897408,1.3799107,1.2593044,0.7939185,1.2844808,0.94830495,1.3740528,1.1165291,0.19096452,1.390529,0.33161104,1.1759483,1.2927098,1.3730615,1.3309975,1.0581764,1.1351254,1.2420737,0.9571279,0.5029306,1.2382826,1.1297789,0.5811415,0.83561337,0.86830926,0.754254,1.0385925,1.5222843,0.20561117,1.2301328,0.8126728,1.1283439,1.3001871,1.2129604,0.23368645,0.9885161,1.4013486,1.3224305,1.3004696,1.3999263,0.8811971,1.4371755,0.45657074,0.8632457,1.0591375,1.2226033,1.3041854,1.2568477,1.3218806,0.70344174,0.9770059,0.0,0.98139876,0.5770176,0.4776584,0.501745,1.4853872,1.2483251,1.393142,1.3586946,1.4041672,1.1876378,0.35409462,0.22197771,0.88440967,0.6268895,0.45278966,1.3251662,1.1174581,0.8451178,0.9607256,0.77891016,1.3818909,1.4971144,0.9238646,0.6784457,1.2764497,1.0884616,1.1088065,1.2379158,1.274539,1.3866725,1.2265352,0.35027766,1.1326087,0.802423,1.3374977,0.23810941,1.0359529,0.26603055,1.2624466,0.75634766,0.502063,0.8324343,1.2961824,0.75455064,0.84798217,1.407609,1.4495862,0.6561503,0.34962833,0.24672675,1.1737837,1.1066501,0.8907335,1.5669204,1.063901,0.72884035,0.3326171,1.1543431
napkin,1.0723437,0.77361006,0.93323493,0.9322543,1.1741288,1.0026195,0.9292854,0.7945952,0.6653068,1.2493973,0.9504403,1.1474584,0.9501363,0.94049746,1.3837044,0.9375359,0.7844713,1.0626314,0.9089045,0.93413705,0.80304587,0.9088482,0.7171624,0.9246699,0.9239649,0.72212285,0.8665275,1.2052337,0.98412687,1.2342322,0.9981376,0.8469691,0.9290736,1.2684889,1.1875949,0.9962556,1.0256763,0.8188173,0.96207964,0.8871116,0.8163347,1.08354,0.8756112,1.0096,1.1206696,1.1335099,0.9768285,1.00846,0.8084648,1.0219965,1.1687202,0.9098955,0.9763737,1.3695537,0.85676706,0.9368116,0.9189671,0.8639976,0.9350161,1.455104,1.010926,0.32164407,0.8239744,1.4584099,1.016062,0.92705727,0.88810635,1.1989758,1.2357692,1.158383,1.1434963,1.2146041,0.90270936,1.2102873,0.9200247,0.7800855,1.2049998,1.0858687,1.0126323,0.5173196,1.0487263,1.0473276,1.0013398,0.98139876,0.0,0.88439417,1.0831066,0.9382333,1.1651032,1.0382293,1.2683713,1.1978778,1.0970403,1.089572,0.75632095,0.86087024,0.84941655,0.90092325,0.6088532,1.2163403,0.9789883,0.86340314,0.93055034,1.0015072,0.8438134,0.9071817,0.82678103,0.94453454,1.0530912,1.0424441,1.0004451,1.0937095,1.1185887,1.3047734,0.91974044,0.8865393,1.2441199,1.0210235,1.272365,0.70611066,1.0907781,0.874064,0.7489881,0.8332186,0.8718308,1.0271657,1.2034117,0.92651874,0.8555052,1.2867254,1.3059369,0.74261016,0.8678905,0.9260933,1.0303396,0.122947454,0.8147587,1.1903167,1.2222923,0.8416745,0.95296156,1.0988994
necklace,1.3032088,0.44158137,0.94964945,0.8055011,1.2823013,1.2134656,0.94741756,0.92130774,1.2121911,1.3313221,0.9195455,1.464203,0.81728053,1.2984037,0.90067923,1.3029583,1.2592163,1.2136365,1.3316965,0.92542803,1.1820389,1.3190002,0.6589214,0.84052527,1.1583247,0.99553716,0.7630593,1.3477839,0.30175018,1.1136738,1.2003734,1.2105993,1.1211231,1.2753465,1.0495553,0.9318102,1.2022322,0.96650976,1.3303497,0.9221552,0.7140432,1.3748015,0.9988511,0.7537266,1.2000566,1.323815,1.3100336,1.0231293,1.1501545,0.8903224,0.6871893,0.61434,1.2009089,1.0299779,0.30634832,1.0589731,1.1139092,0.8603463,1.2201412,1.4454079,0.2969262,0.8771377,1.0274396,0.9199442,1.0423043,0.714115,0.6484163,1.0715802,1.1529177,0.79034984,1.2617731,1.0553149,0.9443909,1.2709711,0.82834077,0.74813557,0.8785139,1.171026,1.2287271,0.9909545,1.1789325,0.41566837,0.8855589,0.5770176,0.88439417,0.0,0.3079813,1.0130845,1.3088288,1.2519734,1.1384047,1.0429567,1.3131797,1.2190127,0.7630867,0.74179626,0.89056706,0.77856225,0.62484366,1.0986817,1.1646944,1.1366063,1.0969284,0.7411045,1.1263087,1.306064,1.2266237,0.75741255,1.306262,0.7601688,1.2526343,0.77851164,1.3289163,1.0317539,1.058068,0.7311319,1.1078454,1.200825,1.3223038,0.5638564,1.1306664,0.8672025,0.97014886,0.7689069,0.7273233,0.6056063,1.107266,0.9701013,1.0000755,1.1685861,1.4797943,1.108401,0.3107775,0.34836698,1.1380475,0.98482364,1.3029163,1.4942966,1.2033483,0.99414825,0.22696865,1.1721627
nose,1.337471,0.5798467,0.8177623,0.7757038,1.3365197,1.0195905,0.7979163,0.9121876,1.30251,1.3532636,1.0205405,1.3559937,0.7477851,1.2909546,0.9349965,1.368383,1.317853,1.2652048,1.3270787,0.8429861,1.0439211,1.2814636,0.6401727,0.9477729,1.1211128,1.119962,0.79487956,1.1761369,0.3791541,1.1070433,1.2748144,1.234954,1.1431551,1.2531884,1.1604084,0.74135023,1.2538749,0.9589851,1.2537694,1.0414922,0.73065424,1.2600579,0.88719887,1.0168992,1.153012,1.2550302,1.1732587,1.1200628,1.1363201,1.0817738,0.6480337,0.5758,1.256608,0.81436145,0.34694374,0.9795574,1.0832425,1.0154691,1.1590749,1.3130202,0.30670983,1.0633494,0.8959288,0.81340885,0.99819213,0.78453183,0.6002615,1.149875,1.1648499,1.0427762,1.2199615,1.1768516,1.1060205,1.2895086,0.81826943,0.86318135,0.9112887,1.1198316,1.244128,1.0780692,1.1895123,0.37412757,0.80210406,0.4776584,1.0831066,0.3079813,0.0,0.85736704,1.3055897,1.2373353,1.1484996,1.1448123,1.3153918,1.1529639,0.84486383,0.77266836,0.9990544,0.6922504,0.74162865,1.079462,1.1334807,1.1417282,1.1381774,0.5550474,1.1735551,1.3297907,1.1159015,0.6672268,1.2781281,0.83021015,1.0828538,1.0859382,1.3768888,1.106555,1.0302551,0.8116646,1.190532,1.1046484,1.3069406,0.5739533,1.0980759,0.74600124,1.0639958,0.765617,0.8578585,0.5971664,1.0389744,0.8952961,1.0445284,1.2087324,1.3806344,1.0637473,0.27760422,0.26341635,1.1344754,1.168581,1.1757447,1.4335499,1.1460484,1.0691324,0.3665241,1.1259832
orange,1.3275139,0.8176442,0.3326993,0.7678927,1.4400119,0.4549663,0.17305475,0.62448,1.0191634,1.3952019,1.2569087,1.4655387,0.75726366,1.3484517,1.4270246,1.0819956,1.4430437,1.174863,0.9609907,0.572512,0.50917494,1.1751068,0.5592765,0.9289603,0.84915304,0.75810575,0.79305255,1.2238879,0.9203713,1.4103365,1.3943703,1.1280531,0.7145587,1.375473,1.352848,0.5786796,1.2705227,0.690606,1.3653969,0.88333285,0.5426947,1.3344784,0.4523099,1.2867961,0.9788898,1.3670918,0.9669223,1.1371986,1.109591,1.3479464,1.1477065,0.3562529,1.2506154,1.1604569,0.9252391,0.8800606,0.8217281,0.9717494,0.73792094,1.3866493,0.8046156,1.1902438,0.60619205,1.289426,1.1571791,1.3060601,0.6045782,1.1577013,1.3571665,1.4709525,1.0585477,1.4961438,0.99804276,1.3785753,0.6436989,1.0180862,1.251374,0.8903338,1.047921,1.1221359,1.2159091,0.97498333,0.6088457,0.501745,0.9382333,1.0130845,0.85736704,0.0,1.49598,1.328129,1.4227939,1.4627318,1.2224709,0.76072615,0.6519841,0.60938483,0.87565833,0.60852015,0.82536036,1.2381214,1.0657259,0.61200565,0.83407795,0.8046783,1.1332884,1.376831,0.8242738,0.78094184,1.1126108,1.12697,0.55897635,1.3465244,1.2682384,1.4576111,1.2609468,0.6744389,1.2049696,0.9542967,1.3686947,0.5822801,1.096838,0.3735,1.3247743,0.5539167,0.75721186,0.974245,1.2166264,0.49409038,0.8432441,1.3781037,1.3013201,0.4549719,0.7596323,0.716556,1.2586222,1.1001642,0.49093294,1.261911,1.0119264,0.8392913,0.85399693,1.167059
oven,0.83285236,1.3232481,1.4756536,1.1772795,0.68964124,1.3198032,1.4951937,1.2887838,0.95072526,0.51896775,1.0005744,0.4287325,1.1724203,0.46203828,0.77157944,1.0299996,0.66297144,0.8704566,0.99141055,1.333046,1.267323,0.645516,1.376224,0.99294066,0.9887186,1.330734,1.0675893,0.72264946,1.3314583,0.76031744,0.5254139,0.79916245,1.2105575,0.43163896,0.7694617,1.2256274,0.7657304,1.2587942,0.50358707,1.1075903,1.439308,0.6241756,1.3614407,0.8714742,0.97861785,0.8183384,1.0244119,0.640543,0.6335982,0.8494892,0.97511744,1.5039163,0.89008343,0.89028835,1.3408237,1.0908357,1.2194796,1.1029023,1.2837802,0.62407595,1.3580039,1.0332528,1.4304212,0.8393383,0.8824073,0.98346424,1.3719975,0.9480981,0.44810224,0.72083396,0.84556353,0.5790539,0.8985679,0.56971085,1.2663276,1.0725169,0.91191226,0.97859186,0.87098306,1.0135926,0.7770164,1.2318289,1.3136606,1.4853872,1.1651032,1.3088288,1.3055897,1.49598,0.0,0.7032484,0.7533921,0.5375887,0.72169155,1.0868021,1.3452609,1.360477,1.2435102,1.3835362,1.294032,0.7961541,0.99474394,1.1832,1.2028024,1.2641368,0.9101102,0.5517763,0.85967124,1.2246634,0.5072913,1.0936445,1.1019008,0.80320644,0.7615235,0.70762694,0.79264545,1.3037348,0.7360631,0.7294439,0.5438534,1.4836674,1.0727918,1.4159098,0.78708583,1.2679002,1.2546958,1.2126993,0.8157754,1.3572326,1.2614689,0.7126326,0.7012185,1.3599523,1.4331682,1.4358397,0.9260585,1.0306468,1.3554304,0.5754735,1.0481374,1.0026302,1.4037516,0.75347245
