,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
strawberry,1.369883,0.4132781,0.97894,1.3928136,0.56391186,0.40857172,0.6670405,0.81932026,1.5484928,1.3235637,1.4536486,0.60471207,1.2332714,1.3464897,1.4044588,1.4588175,1.2030723,0.46024328,0.9870574,1.2642624,0.75966,0.7469985,0.58020484,1.0913258,0.7952004,0.9710341,0.77969164,1.4258373,1.3392555,1.0172223,0.99204063,1.4420472,0.9170277,1.0188448,0.69163924,1.3695691,1.1504292,0.44788027,1.4169759,0.55376357,1.1380649,1.3805492,1.209032,1.1661825,1.2231894,1.1395668,1.2879004,0.9259703,0.4397825,1.0631984,1.1037176,1.1195837,0.6827647,0.9957277,1.2021544,0.7954501,0.8237573,1.0004222,1.1753609,1.4117177,0.5641234,1.07933,0.7805949,1.2407956,0.46796542,1.2267394,0.45075142,0.80341697,1.2905159,1.0487611,1.4738548,1.0727563,1.3415332,0.699952,0.70931125,1.2001498,1.0077401,1.2883425,1.0374436,0.79305005,1.0121778,0.82885,0.71754426,0.3076154,0.9763891,0.72479707,0.52355754,0.50042987,1.28568,1.3293297,1.3608739,1.3704329,1.4166118,1.1344577,0.66735744,0.56000143,0.5867593,0.6724204,1.3187737,0.64986974,1.3388848,0.81304675,0.9968048,0.39513707,0.6122978,0.93245614,0.63895124,0.718602,1.2820333,1.0064019,1.0667506,1.2369063,1.3878887,0.58773524,1.3405738,1.2681038,1.3644999,1.4178559,1.2149026,0.41426057,1.1496084,0.44773436,0.9777852,1.1221538,1.0885017,1.2139782,0.7299177,0.0,1.2048833,1.1776114,1.4820653,0.5193931,0.6006237,0.85097075,1.3834827,1.0540179,0.7650143,1.4089086,1.321523,0.77764815,0.44927198,1.2365384
stroller,1.0093277,1.2521526,1.2407515,1.024642,1.0626028,1.1487101,1.149757,0.85829335,0.99241275,1.0108998,0.9498254,1.0312316,0.77049065,0.95590293,0.978511,0.9015632,0.8164379,1.0570241,1.0585924,0.76621795,1.176482,0.97572166,0.8922906,1.0604097,0.87729764,0.96476346,1.2046182,0.980024,0.5534696,1.2355477,0.82912767,0.8197092,1.02869,0.83830184,1.1646181,0.78671855,1.3329372,1.2251062,0.8080119,0.9865926,0.8170757,1.0628494,0.96242976,0.70877945,0.8830607,0.86108553,0.884993,1.0610156,1.3156316,0.89637166,1.1664205,1.1130996,1.119787,1.2092173,0.9108428,1.1101565,0.99425495,1.0125616,1.0967689,0.90153605,1.0679616,0.7287631,1.1518645,1.0243812,1.1847405,0.9856631,0.9327372,0.94474965,0.87495446,0.86250484,0.8870954,0.9461401,0.66061866,1.0993229,1.0599871,0.9932217,0.97435594,0.931953,0.7254548,0.87602895,0.9075674,1.1275381,1.0842716,1.2929744,0.672708,1.0600967,1.2212902,1.3141934,0.8226805,0.96674985,0.88225466,0.7843474,0.96799403,1.0764427,1.19081,1.0935475,1.0199136,1.2726862,1.0955364,1.013463,1.1117238,0.9234204,1.1089092,1.3278586,0.9692877,0.3415935,0.8664584,1.233471,0.8671193,0.9723854,1.0393448,0.9128973,0.9103,0.9331989,0.7627651,0.8648896,0.9765831,0.96006846,1.0570383,1.1895959,1.0420136,1.2969348,0.89006,1.1239276,0.8387109,1.1376995,0.97150457,1.2048833,0.0,0.86217767,0.9632392,1.2039522,1.1704959,1.1416308,0.9815527,0.59114873,1.0241266,1.0179621,0.9684566,0.8305458,1.1810915,0.86078686
sweater,1.1337993,1.1897305,1.229336,0.57161623,1.20575,1.2698693,1.3530211,1.1213849,0.7633798,0.7792139,0.57150996,0.94884354,0.8769174,0.59196293,1.0026151,0.6350008,1.1513047,1.2154752,1.321937,1.0500255,1.2322032,1.1388369,1.2154995,1.1085151,0.9761047,1.0867552,1.0905919,0.6186315,0.7759884,1.1362025,1.0534132,0.7286284,1.2056614,1.0680897,1.2442976,0.6422315,1.1887258,1.2450421,0.7798443,1.3016939,1.1076288,1.0500432,0.9844083,1.0249946,0.89087445,1.0339603,0.40313333,1.0800358,1.275896,0.72835886,0.96773803,0.86903423,0.985003,1.2757756,0.92059714,0.99385315,1.2506125,1.3695168,1.0648764,0.92878413,1.0989043,1.0595291,1.4770322,0.78993535,1.194993,0.90843046,1.0693727,1.2335931,0.4336552,1.1782511,0.41629368,1.2024316,0.8734391,1.0900347,0.98755,1.0548029,1.2385912,0.9339875,1.0330751,1.1477791,1.1478281,1.2279298,1.2402098,1.1278627,1.1066747,0.99069494,1.1351855,1.337798,0.7058377,1.1229292,0.47995174,0.43891722,0.9522414,0.9813174,1.2228699,1.1760778,1.1906211,1.196553,0.922483,0.98957276,1.0758606,1.1584207,1.2746714,1.1507186,1.0062925,1.0038989,1.2181976,1.0784804,0.8406031,0.9013145,1.3039681,1.2546102,0.3762089,1.1214206,0.48192656,1.2599599,0.73890865,0.9298568,0.7975927,1.176494,0.79444045,1.1691804,1.0279769,1.2341963,1.2835026,1.1240582,1.1657,1.1776114,0.86217767,0.0,0.71453804,1.3663864,1.0053958,1.2057421,1.1832277,0.9319808,1.3574964,0.932546,0.92965883,1.1080157,1.1392264,0.78429097
table,0.7113775,1.4120307,1.1156145,0.5397947,1.2062308,1.312327,1.470041,1.2324549,0.26582205,0.6435663,0.2607941,1.4840324,0.7612609,0.5839943,0.8010273,0.41702974,0.6742629,1.4233868,0.94873226,0.6046916,1.0825984,1.438596,1.4688417,0.9475367,1.388822,1.1388069,1.4392061,0.6948914,0.6747481,1.0983366,1.0847267,0.5569167,1.2056339,1.1632785,1.2116833,0.57321084,0.81741655,1.5523014,0.56274205,1.3730234,1.0760756,0.4480995,0.8509103,0.97848827,0.861655,0.864257,0.652745,1.2503079,1.3750398,1.0563065,1.1199563,0.80199254,1.4655235,1.3291829,0.9174787,1.4548082,1.483321,1.1420974,0.9772533,0.5864949,1.543344,1.1584873,1.274953,0.89723396,1.3706073,0.9090103,1.5266773,1.1877866,0.6626659,1.0264555,0.53858113,1.261579,0.64245915,1.2701666,1.4175069,0.8442757,1.1418799,0.7390238,1.1162125,1.460904,1.2157693,1.1703465,1.3810604,1.4936062,1.1389263,1.4542935,1.3055682,1.3256271,0.6549811,0.69239205,0.60395324,0.7113018,0.37637985,0.7326811,1.179358,1.4499602,1.4542352,1.328516,0.6117947,1.5186814,0.4940406,1.1691444,0.86510545,1.4982629,1.2237805,1.1267018,1.4574158,1.4540886,0.5733621,1.0745783,0.9165983,0.89475495,0.5795082,1.4026589,0.84397614,0.8957514,0.49247998,0.46881235,0.65303123,1.5441493,0.711961,1.3407757,1.2920334,0.93051416,1.1491296,0.74329233,1.298028,1.4820653,0.9632392,0.71453804,0.0,1.3953964,1.4963989,1.5244882,0.7962618,1.1659126,1.047929,0.29263228,0.69626445,1.3335221,1.574069,0.8082117
tape,1.316062,0.5355979,0.6644566,1.5865507,0.41973662,0.55123895,0.58304346,0.80835927,1.3577361,1.3153071,1.4837704,0.78689253,1.1906269,1.4551551,1.327008,1.4641665,1.0750055,0.47240233,0.47866112,1.1541955,0.77368927,0.7799772,0.5159863,1.1336977,0.8809764,0.8996077,0.983322,1.4741299,1.3922899,0.9849706,0.717757,1.4743581,0.4968263,1.0034094,0.7228214,1.4219348,1.1282136,0.52951103,1.4563172,0.30178428,1.2474598,1.1052256,1.2354097,1.2055037,1.2700909,1.078738,1.4434983,1.024564,0.35081875,1.2171532,1.0744858,1.2609051,0.9932175,1.060056,1.3200858,1.005765,0.8373871,0.8824285,1.2570418,1.2111447,0.78563464,1.0852071,0.51646745,1.4146571,0.5842849,1.3887537,0.6443082,0.9077573,1.3924341,0.7621575,1.5565698,1.0525728,1.3443837,0.6231264,0.88708806,1.2635121,0.6523869,1.1439037,1.0254359,0.83707523,0.8964104,0.8031124,0.7187148,0.5941031,0.8707864,0.99071294,0.58753294,0.27629095,1.3074554,1.087511,1.4572685,1.56965,1.3652658,1.0926597,0.7293321,0.61394465,0.66313946,0.5921515,1.1605207,0.86347294,1.2235491,0.70654714,0.73174965,0.6558872,0.7578426,1.0107708,0.61542654,0.8518426,1.2678902,1.258682,0.54615927,0.9440848,1.5656229,0.7109293,1.5174482,0.92985076,1.3462741,1.1507515,1.257236,0.5667972,1.1477388,0.46859622,0.961539,0.7962477,0.7768384,0.9069245,0.7299397,0.5193931,1.2039522,1.3663864,1.3953964,0.0,0.91787535,0.8885374,1.2215687,0.99673325,0.52245134,1.201179,1.2882776,0.84717757,0.6288953,1.2985867
toe,1.3696588,0.7059125,1.0684136,0.9668403,0.98380977,0.8645527,0.8901761,1.0075468,1.470936,1.275259,1.3786802,0.546425,1.2195672,1.0938219,1.3407559,1.3961341,1.2406182,0.75017893,1.1947773,1.3285499,1.1307516,0.74605596,0.7991533,1.1806242,0.65812993,1.1628952,0.2553981,1.2923154,1.2200184,1.0601889,1.1719581,1.4134556,0.9578959,1.0004327,1.0517944,1.2582186,1.2248158,0.53666186,1.3244923,0.8208781,1.011558,1.4540842,1.2755299,1.0051348,1.1400578,1.1579735,1.071207,0.49127948,0.7316761,1.0921354,0.8239187,1.0102026,0.085972786,0.80674577,1.1463809,0.16508257,0.60830104,1.1509517,1.1175042,1.2731299,0.3439535,0.9137165,0.86229986,0.85182524,0.82564884,0.53000057,0.57093084,1.0893422,1.2508183,1.1983957,1.2504147,0.75665045,1.3071555,0.8387983,0.5072981,1.1893065,1.1423992,1.2082783,0.9960122,0.77311695,1.0069857,0.7418587,0.9180157,0.37064242,1.0147367,0.29007137,0.63564074,0.8775075,1.3110774,1.2969736,1.1486864,1.0945356,1.3170139,1.2169,1.0105983,0.6512598,0.64034694,0.7462781,1.2475853,0.54641277,1.4519509,1.0152484,1.2372986,0.5079461,0.9104332,1.074015,0.8628713,0.37872452,1.3401246,1.0703337,1.1897966,1.2419875,1.1177713,0.8400785,1.0161668,1.1759175,1.2912621,1.4175096,1.2087349,0.45045757,1.226332,0.7595366,0.49423087,1.1564885,0.9977465,1.2749095,0.7885217,0.6006237,1.1704959,1.0053958,1.4963989,0.91787535,0.0,0.40199226,1.1984196,1.0003194,1.1291947,1.4757166,1.2938713,0.85749817,0.405048,1.175224
tooth,1.07175,0.8262687,0.807972,1.116809,1.1358613,0.94517976,0.68460375,1.0106313,1.4248546,1.2619722,1.4695503,0.7546357,1.2193155,1.0957077,1.1186268,1.4045892,1.1064206,1.005873,1.1449871,1.2822349,1.1425867,0.84772265,0.9739696,0.9941561,0.7261122,1.0545594,0.24527228,1.1828668,1.1913165,0.8094836,1.0748376,1.3630308,0.90865356,0.9675901,1.0511438,1.3361757,0.960026,0.6089809,1.3195271,1.0021251,0.95006853,1.3178616,1.1501238,1.0024108,1.1958344,1.1649663,1.15814,0.50377977,0.83708906,1.0939425,0.6192256,1.083074,0.32189512,0.46797585,1.0365587,0.3907745,0.55490535,0.83918,1.0645382,1.0965959,0.50661,0.8845917,0.5936865,0.90506697,0.8582752,0.6291791,0.82238185,1.0512004,1.35991,1.066277,1.1849228,0.510881,1.2648271,0.98098934,0.73697746,1.0058936,0.9476719,1.196939,1.0236678,0.79962313,0.9555773,0.64226323,0.8325321,0.6564135,1.0032121,0.3725376,0.82975763,0.87643796,1.3507429,1.1420547,1.2063085,1.1080798,1.191232,1.2653477,1.0570343,0.77535444,0.7449169,0.6494794,1.199666,0.69342244,1.2648728,1.2371635,1.1063285,0.56722647,1.1008719,1.1924746,0.84291387,0.45279652,1.3525746,0.99183583,1.0967162,0.96666884,1.1346239,0.9711102,0.99429166,0.9196521,1.4223574,1.3548937,1.2605094,0.6479524,1.2037338,0.9504858,0.62317395,1.0830249,0.7939203,1.0666542,0.8266301,0.85097075,1.1416308,1.2057421,1.5244882,0.8885374,0.40199226,0.0,0.84962726,0.97593707,1.0511473,1.3998501,1.183057,1.0160097,0.5816655,1.2580416
toothbrush,0.636747,1.2272645,0.9184335,0.7788149,1.1906013,1.1064954,1.0469514,1.1990123,0.67183965,0.9662581,0.98230684,1.3851682,1.0062186,0.8407986,0.6967963,0.8800615,0.85313946,1.2461535,0.9670567,0.8980286,1.2167335,1.0246286,1.2702777,0.88392395,1.2626305,1.1157565,0.91214216,0.83871746,0.90006316,1.0674958,1.0917358,0.8695858,1.0332421,0.9189015,1.2652371,1.020148,0.8356482,1.1247735,0.9390658,1.2331619,0.91217,0.73313385,0.993978,0.84463257,0.8762351,1.0194209,1.0427452,1.0580255,1.2901478,1.1180465,1.0433689,1.0913018,1.0596582,0.6613109,0.89078766,1.1255767,0.8746207,0.68215495,0.91918135,0.621377,1.2799764,0.8271628,0.6435316,1.01101,1.2418642,0.5914389,1.4315767,1.1132728,1.0658216,0.9569035,0.8229905,0.6199689,0.9099556,1.233896,1.1605686,0.7876502,0.7364311,0.7997856,0.8897554,0.9819852,1.1158394,0.94959384,1.2015626,1.3878247,1.0481766,1.1315917,1.2566744,1.1359549,1.0077996,0.83968294,0.906275,0.8967847,0.670303,1.0035743,1.2229639,1.1487019,1.1176898,1.0548848,0.857916,1.3296008,0.74071586,1.1959149,0.9176287,1.344141,1.2438211,1.0958992,1.2662303,1.2528303,0.8462165,0.996653,0.83881676,0.41413128,0.92586637,1.2935342,0.87226725,0.45882487,0.93712735,0.71581733,0.8634431,1.3014975,1.0669252,1.2738401,0.99671304,0.97219294,0.60349464,0.5466183,1.0670624,1.3834827,0.9815527,1.1832277,0.7962618,1.2215687,1.1984196,0.84962726,0.0,1.0698993,0.8004699,0.7423558,0.9554427,1.077054,1.3268198,1.0168287
towel,1.1008358,1.0457271,1.0833204,1.0090853,1.0059574,1.1480858,0.835289,0.85141146,1.065812,1.0687912,0.9494357,0.8291705,0.7229091,0.91554,1.0674331,0.71305233,0.90043,0.98956245,1.0001012,0.841252,1.1185087,0.8117531,0.7852828,1.1411465,0.8199907,1.0022333,1.0359738,1.0986876,0.80488455,1.051606,0.97581565,1.0308644,1.0490024,0.92408156,1.0855653,0.84280336,1.2732936,0.9823159,0.9225228,0.9172688,1.0115343,1.2145247,1.1531867,0.8356493,0.9181804,0.80365133,0.97999936,1.0770842,1.1300837,1.0285119,1.0909339,1.2812456,0.9653099,1.0216527,1.0342442,0.9677609,0.8874753,1.0692873,1.1601566,1.1801534,1.0521821,0.46453428,0.99985844,1.2020516,1.0851678,1.064782,0.98843217,1.040306,0.71751326,1.0911437,0.9611348,0.90266716,0.96219355,0.96234,0.8869671,1.091277,0.8536767,0.97852117,0.5477711,0.7896564,1.1256533,1.1271464,1.0612321,1.1563683,0.14346796,0.9298144,1.0917063,1.1811621,1.0048859,1.0888892,0.7788241,0.7497309,1.0035676,1.1207411,1.1274707,0.97499484,0.9552075,1.0452945,1.2468648,0.5806378,1.2214221,0.91897523,1.0772754,1.1566458,0.8091587,0.6539672,0.94092816,1.1164634,1.0318313,1.1558294,1.0302278,0.95153344,0.95967126,0.9583118,0.6778241,0.96868354,1.0844172,0.932269,1.1330314,0.9924183,1.0091571,1.0995367,0.73726207,1.0839219,0.9350371,1.2122216,0.83363193,1.0540179,0.59114873,0.9319808,1.1659126,0.99673325,1.0003194,0.97593707,1.0698993,0.0,1.0602043,1.1757593,1.1194777,0.82238024,1.0912788,0.93890834
toy,0.7970485,0.7309548,0.8675859,1.3358915,0.38832664,0.4240299,0.61669743,1.159711,1.1381905,1.1555144,1.2333417,1.1948819,1.1991206,1.194896,1.0338025,1.2371775,0.78439105,0.8110613,0.80316246,1.001864,0.8722563,1.0081756,0.98094857,0.8042307,1.2656736,0.9298146,1.1047204,1.2487651,1.3059233,0.9907576,0.84896576,1.3649995,0.86770755,1.0309008,0.8797529,1.2745011,0.96884954,0.8524258,1.2871679,0.78574026,1.1002963,0.93154776,0.8542766,0.7900975,1.2332263,1.1740658,1.2665356,1.083719,0.7146889,1.1854577,1.2402024,1.057906,1.1470728,0.9570948,1.1247802,1.1892424,1.1355472,0.4269228,0.9904126,1.0243567,1.0442555,0.89723265,0.46967858,1.2836779,0.62559557,1.131535,0.9686948,0.73975813,1.2736976,0.8829393,1.40323,1.1961312,1.1592761,1.0318884,1.150808,1.0332962,0.76041806,1.0393583,0.75360864,1.0460849,1.0298473,0.8809867,0.819191,0.9629559,1.0060723,1.1735263,0.77505535,0.5969699,1.3410562,0.8270043,1.2682805,1.3968425,0.9873249,1.0056155,0.8526238,0.97165006,0.9817377,0.6942296,1.1089638,1.2495147,0.91083544,0.8916303,0.8676722,0.9240806,0.811913,1.0103798,0.966583,1.1150469,1.0438242,1.0664397,0.67951167,0.7285689,1.3562096,1.0137919,1.4086984,0.886485,1.2012959,1.1406931,1.0201299,0.9370892,1.0725212,0.85156703,1.1661631,0.96267486,0.9042624,0.5799975,0.92100626,0.7650143,1.0241266,1.3574964,1.047929,0.52245134,1.1291947,1.0511473,0.8004699,1.0602043,0.0,0.89979845,1.1622833,1.0695765,1.0615782,1.2689865
tray,0.6901492,1.3347175,0.95536315,0.7644211,1.1067839,1.1879394,1.2684394,1.2639008,0.23447204,0.61522955,0.51656306,1.5017273,1.0710075,0.7281983,0.8389946,0.5561382,0.8347274,1.3546512,0.6867933,0.69193,0.9804005,1.3856881,1.4061527,0.9563202,1.4485979,1.2687705,1.320349,0.7080303,1.0023702,1.0511335,1.0435799,0.80392015,1.1156787,1.1623663,1.1515079,0.89354175,0.69921136,1.4375246,0.7927679,1.2516584,1.0578996,0.20993543,0.844628,0.96186244,1.0568284,1.091088,0.82338846,1.1892631,1.215329,1.0366228,1.1882856,0.8604636,1.4425585,1.2017634,0.90164274,1.4127994,1.3829875,0.9836979,0.96127295,0.61522627,1.4852383,1.1818343,1.1005296,1.0217556,1.2987237,1.0116042,1.4917252,1.1294436,0.8716136,0.91673434,0.65409744,1.1982592,0.84935987,1.3649483,1.3804184,0.7917771,0.99781203,0.8707167,1.1101072,1.3927584,1.2203518,1.1235253,1.2040775,1.4235169,1.1672807,1.439399,1.2821249,1.1379882,0.9032085,0.47530568,0.7470998,0.92003036,0.60588026,0.7056545,1.1187518,1.3874414,1.3901824,1.221255,0.5126283,1.5511343,0.2616855,1.0474217,0.67384875,1.406096,1.1368129,1.0979326,1.4081137,1.3725893,0.84123063,1.0347267,0.70285577,0.68517154,0.80479205,1.3457603,1.0446233,0.6505189,0.6372597,0.4343301,0.7706363,1.4625382,0.89880675,1.2845361,1.3525273,0.6731183,0.947739,0.7251619,1.2336383,1.4089086,1.0179621,0.932546,0.29263228,1.201179,1.4757166,1.3998501,0.7423558,1.1757593,0.89979845,0.0,0.8636799,1.3414967,1.5144777,1.0557158
truck,0.8100551,1.2374862,0.99826694,0.856884,1.2294624,1.2077155,1.2542155,1.0591893,0.7597382,0.7867933,0.7094122,1.2746086,0.74592435,0.89680207,0.7173101,0.7936734,0.9780592,1.3099974,1.1438136,0.8087803,1.1696186,1.3000264,1.2801617,0.91673815,1.0800793,0.7371267,1.1576909,0.74452144,0.6236812,0.914042,1.0854136,0.5865424,1.1313208,1.0497378,1.2061759,0.6034713,0.9210246,1.3493903,0.6360941,1.2990897,0.9215915,0.86878484,0.80184305,0.9506445,0.8803201,0.7906933,0.81530607,1.1169747,1.2937064,1.025853,0.8762406,0.9475208,1.2824786,1.0163351,0.8953979,1.1929995,1.2784626,1.068316,0.9685022,0.7078505,1.2908947,1.0300752,1.1530467,0.89234453,1.2247827,0.99136025,1.3007617,1.1147383,0.8888494,1.0901695,0.6758096,1.1278431,0.5555023,1.2005451,1.2387556,0.8417737,1.0725954,0.95376873,1.0627577,1.3018806,0.8627044,1.1073397,1.1699483,1.3008447,1.1758463,1.2859781,1.1554459,1.1860816,0.8199843,0.9077342,0.8612314,0.7911369,0.8070898,0.96338326,1.1878322,1.327548,1.3368421,1.1591597,0.7873839,1.2066826,0.7955428,1.1922328,1.1359234,1.2644867,1.2019012,1.0962687,1.1816343,1.1633554,0.8408163,0.9102199,1.0070539,1.0167373,0.7484535,1.2270063,0.8082979,0.96801156,0.7809854,0.88337195,0.95299935,1.3441757,0.8929506,1.2399061,1.150105,1.0629593,1.1796646,0.90782535,1.1851451,1.321523,0.9684566,0.92965883,0.69626445,1.2882776,1.2938713,1.183057,0.9554427,1.1194777,1.1622833,0.8636799,0.0,1.2121608,1.2669989,0.8088198
vacuum,1.4214094,0.9222338,1.237962,1.2752382,0.93869454,0.97391814,0.9699556,0.542879,1.2702291,1.3511516,1.2917752,0.5787455,0.8081545,1.410506,1.243994,1.3231617,1.0780112,0.47555912,1.0375767,0.9730049,1.0296801,0.14703512,0.32311547,1.201936,0.4363525,0.8782413,1.048254,1.3165262,0.80257094,1.3109808,0.9449432,0.96971726,1.0594566,0.70749426,0.9546044,1.0196726,1.3526831,0.48209387,1.0543623,0.567433,1.1696708,1.3423686,1.3596056,1.1978772,0.60374665,0.801754,1.2788448,1.1299638,1.005168,1.0568585,1.113649,1.2494335,0.8984541,1.156248,1.1049787,0.8380133,0.484307,1.2629789,1.090241,1.3185599,0.7950547,1.0473014,1.0521264,1.2452147,0.8442287,1.2847071,0.6834946,1.0664425,1.1106532,0.99416304,1.3321705,0.65705913,0.8626034,0.5922731,0.4336331,1.2458782,1.0707088,0.9437276,1.1113465,0.1477623,0.8698647,1.1479241,1.0764265,0.7820877,0.8281553,0.79569757,0.8973814,1.0335478,0.8079026,1.310421,1.2852018,1.1751533,1.3587817,1.1445764,0.8629811,0.4228568,0.44172287,1.0759871,1.3773668,0.6414168,1.4329143,0.6566727,1.0113802,0.9237286,1.0033499,0.8049557,0.60044396,0.96203804,0.8250711,1.1883097,1.2051239,1.0355774,1.346306,0.6526555,1.150802,1.0222191,1.1265405,1.0257161,1.1648157,0.6022416,1.1526288,0.6978298,0.8252298,1.1990492,0.7931276,1.3073081,0.5590982,0.77764815,0.8305458,1.1080157,1.3335221,0.84717757,0.85749817,1.0160097,1.077054,0.82238024,1.0695765,1.3414967,1.2121608,0.0,0.654084,0.7882477
watch,1.4468877,0.61059487,1.0994608,1.3292178,0.8853136,0.82459116,0.7733994,0.7236494,1.5660721,1.3397785,1.4785771,0.24945211,1.2113402,1.3796167,1.3837287,1.4927071,1.2541155,0.36299914,1.08187,1.3746588,1.0463085,0.5967742,0.51343966,1.1853156,0.49226856,0.82842755,0.6081957,1.2825482,1.2816722,1.0710661,1.0113218,1.4111724,0.99301827,0.89659727,0.92750096,1.3261924,1.2580235,0.2413587,1.3916148,0.53604984,1.1196175,1.481745,1.2557583,1.2945862,1.1383995,1.129489,1.2889282,0.76179,0.65324134,1.0067841,0.7828287,1.1263549,0.4681275,0.90338314,1.2033266,0.48375142,0.521367,1.1475608,1.2009761,1.4301068,0.206604,1.0995169,0.7984614,1.0471543,0.6611577,1.104481,0.3322239,1.0549258,1.2695584,1.1292204,1.3893003,0.76430476,1.3422394,0.57632685,0.49205184,1.2208171,1.1521412,1.3253144,1.1839068,0.6085207,0.837394,0.89298844,0.8361368,0.14701927,1.0934093,0.36383176,0.57314324,0.73323107,1.1903067,1.3218334,1.3935502,1.3288524,1.4919232,1.2756464,0.9125881,0.2636342,0.34307426,0.694856,1.2968297,0.3817439,1.4849209,0.89620054,1.0709044,0.36223292,0.891653,1.0739388,0.46283174,0.38097024,1.3549603,1.0800098,1.2670488,1.2857945,1.3415295,0.54607594,1.2374626,1.2672813,1.3856483,1.3604997,1.2586114,0.13508725,1.1257386,0.32662648,0.8430242,1.2648435,1.0041329,1.3862641,0.72760236,0.44927198,1.1810915,1.1392264,1.574069,0.6288953,0.405048,0.5816655,1.3268198,1.0912788,1.0615782,1.5144777,1.2669989,0.654084,0.0,1.1597568
window,1.0508869,1.2474734,1.2635022,0.8932396,1.2085214,1.1900669,1.3447944,0.7508199,0.8218094,1.028586,0.79367197,0.96285236,0.6404434,0.93748814,1.0356497,0.8715615,0.93135357,1.0493282,1.122037,0.78076375,1.161761,0.9178804,0.9420643,1.1102173,0.94744295,0.7743542,1.2589082,0.81362647,0.6471198,1.2146256,1.0196784,0.466264,1.0878423,1.016113,1.1596218,0.5913285,1.1930933,1.1948922,0.60905015,1.0493985,1.0778503,1.0220551,0.9633059,1.023677,0.43265378,0.6872474,0.93671656,1.1784337,1.341057,0.899295,1.1464877,0.88578427,1.1538398,1.2337625,0.870447,1.1239445,1.0546583,1.250571,1.060181,0.90700305,1.1692059,1.0206106,1.3180747,0.86077166,1.2303498,1.0191225,1.1030033,1.0655878,0.78625023,1.0826954,0.8821515,1.0791755,0.6100991,0.6916773,0.9288466,1.0038701,1.1883682,0.8090457,1.0348148,0.89474213,1.0139307,1.2166268,1.161683,1.2131693,0.94396776,1.1414797,1.2713332,1.2919223,0.5780673,1.1498345,0.92741567,0.82979727,0.8719924,1.0137488,1.1470587,1.0943291,1.097473,1.3316286,1.0469183,0.92844564,1.0842304,0.93116623,1.0135084,1.3324082,1.1605691,1.0373571,1.0519557,1.2277068,0.49723268,1.0298755,1.1574745,1.1722395,0.89971346,1.1318203,0.81913924,1.1604332,0.70031214,0.73769486,0.7855813,1.2104819,0.8016216,1.0860778,1.1002471,1.0610341,1.1767614,1.049595,1.0539619,1.2365384,0.86078686,0.78429097,0.8082117,1.2985867,1.175224,1.2580416,1.0168287,0.93890834,1.2689865,1.0557158,0.8088198,0.7882477,1.1597568,0.0
